n,family,mean_abs_error,max_abs_error,mean_signed_error,mean_sis_std,count
8,absolute_layered,2.220446049250313e-16,4.440892098500626e-16,-2.220446049250313e-16,0.0,2
8,lorentzian_like_2d,0.08683174702542029,0.13976194237515926,0.08683174702542029,0.686243405274719,2
8,KR_like,0.09241088806932574,0.12485831137109393,-0.0324474233017682,0.7549507671075676,2
10,absolute_layered,0.0,0.0,0.0,0.0,2
10,KR_like,0.10488920478378638,0.1945759276650616,-0.10488920478378638,1.0455932132242824,2
10,lorentzian_like_2d,0.44809743393550816,0.4907297597628526,0.04263232582734444,1.4192811985469325,2
