n,gamma,family,action_mode,score_norm_mean,score_norm_std,score_norm_ci_low,score_norm_ci_high,bootstrap_mode,count
10,0.0,KR_2layer,A1,-0.8349288195421555,0.1546808618257325,-0.8937339068624932,-0.7651399769177155,outer_plus_measurement,16
10,0.0,KR_2layer,A3,-0.8349288195421555,0.1546808618257325,-0.9017658709019147,-0.7752491408420349,outer_plus_measurement,16
10,0.0,KR_2layer,A4,-0.8349288195421555,0.1546808618257325,-0.9120450321274245,-0.7633865663501698,outer_plus_measurement,16
10,0.0,KR_2layer,A5,-0.8349288195421555,0.1546808618257325,-0.9028613793983932,-0.7607645545290894,outer_plus_measurement,16
10,0.0,KR_4layer,A1,0.5116414728619694,0.3341477867164447,0.355490029963986,0.6776288604738403,outer_plus_measurement,16
10,0.0,KR_4layer,A3,0.5116414728619694,0.3341477867164447,0.3484997760348993,0.6793777781999979,outer_plus_measurement,16
10,0.0,KR_4layer,A4,0.5116414728619694,0.3341477867164447,0.3205535425703176,0.653565140788138,outer_plus_measurement,16
10,0.0,KR_4layer,A5,0.5116414728619694,0.3341477867164447,0.3474122778738348,0.6489419240719178,outer_plus_measurement,16
10,0.0,KR_like,A1,0.3586232110455564,0.20417702400323334,0.24914362705909818,0.45014177526479077,outer_plus_measurement,16
10,0.0,KR_like,A3,0.3586232110455564,0.20417702400323334,0.26108689236094307,0.4367487893595663,outer_plus_measurement,16
10,0.0,KR_like,A4,0.3586232110455564,0.20417702400323334,0.26878738842353533,0.44935281995439535,outer_plus_measurement,16
10,0.0,KR_like,A5,0.3586232110455564,0.20417702400323334,0.26404873808809826,0.4443921741529475,outer_plus_measurement,16
10,0.0,absolute_layered,A1,1.4597248479862164,0.23037135774951426,1.3482256736371772,1.5634525464583644,outer_plus_measurement,16
10,0.0,absolute_layered,A3,1.4597248479862164,0.23037135774951426,1.3562969683559245,1.5524372661641404,outer_plus_measurement,16
10,0.0,absolute_layered,A4,1.4597248479862164,0.23037135774951426,1.348508890671904,1.5589271833486955,outer_plus_measurement,16
10,0.0,absolute_layered,A5,1.4597248479862164,0.23037135774951426,1.3543125929305087,1.5659612087473673,outer_plus_measurement,16
10,0.0,interval_order,A1,0.8680155445199904,0.6541718406542935,0.4399644814076942,1.1948967835479969,outer_plus_measurement,16
10,0.0,interval_order,A3,0.8680155445199904,0.6541718406542935,0.5459628937251246,1.1450710119947292,outer_plus_measurement,16
10,0.0,interval_order,A4,0.8680155445199904,0.6541718406542935,0.5365464668761292,1.1448348655644989,outer_plus_measurement,16
10,0.0,interval_order,A5,0.8680155445199904,0.6541718406542935,0.5818013352516903,1.179111193439288,outer_plus_measurement,16
10,0.0,lorentzian_like_2d,A1,0.8974641921428788,0.49530170893252495,0.6917189248524812,1.1134820324631163,outer_plus_measurement,16
10,0.0,lorentzian_like_2d,A3,0.8974641921428788,0.49530170893252495,0.6607145305291422,1.1254901534656563,outer_plus_measurement,16
10,0.0,lorentzian_like_2d,A4,0.8974641921428788,0.49530170893252495,0.6816962842604177,1.1570347459431731,outer_plus_measurement,16
10,0.0,lorentzian_like_2d,A5,0.8974641921428788,0.49530170893252495,0.6426141486698214,1.105077478998307,outer_plus_measurement,16
10,0.0,lorentzian_like_3d,A1,-0.2553840662091328,0.43593003592389423,-0.4531538027766297,-0.02195734043435474,outer_plus_measurement,16
10,0.0,lorentzian_like_3d,A3,-0.2553840662091328,0.43593003592389423,-0.46413004932719776,-0.034017123090714516,outer_plus_measurement,16
10,0.0,lorentzian_like_3d,A4,-0.2553840662091328,0.43593003592389423,-0.4264688878071815,-0.0724752650341286,outer_plus_measurement,16
10,0.0,lorentzian_like_3d,A5,-0.2553840662091328,0.43593003592389423,-0.44893053585958975,-0.022461689853193405,outer_plus_measurement,16
10,0.0,lorentzian_like_4d,A1,-0.8434408045838055,0.32579481907355345,-0.9776399341127178,-0.7079559770838322,outer_plus_measurement,16
10,0.0,lorentzian_like_4d,A3,-0.8434408045838055,0.32579481907355345,-1.0053647111378718,-0.676735562775453,outer_plus_measurement,16
10,0.0,lorentzian_like_4d,A4,-0.8434408045838055,0.32579481907355345,-0.9899547071764313,-0.6646564465394712,outer_plus_measurement,16
10,0.0,lorentzian_like_4d,A5,-0.8434408045838055,0.32579481907355345,-0.980116302763932,-0.6918786889052625,outer_plus_measurement,16
10,0.0,lorentzian_like_5d,A1,-1.258293849060481,0.2553186065892078,-1.3870816586733348,-1.1333542643233765,outer_plus_measurement,16
10,0.0,lorentzian_like_5d,A3,-1.258293849060481,0.2553186065892078,-1.3843046966303283,-1.1531118544346464,outer_plus_measurement,16
10,0.0,lorentzian_like_5d,A4,-1.258293849060481,0.2553186065892078,-1.393270579582131,-1.1349772569188679,outer_plus_measurement,16
10,0.0,lorentzian_like_5d,A5,-1.258293849060481,0.2553186065892078,-1.3825621670421777,-1.1497772080537918,outer_plus_measurement,16
10,0.0,multi_layer_random,A1,0.16564433445630106,0.42833184911882144,-0.04180861086110264,0.3706716517147074,outer_plus_measurement,16
10,0.0,multi_layer_random,A3,0.16564433445630106,0.42833184911882144,-0.017375523978989477,0.36992880732963696,outer_plus_measurement,16
10,0.0,multi_layer_random,A4,0.16564433445630106,0.42833184911882144,-0.017147786576317183,0.382979668798686,outer_plus_measurement,16
10,0.0,multi_layer_random,A5,0.16564433445630106,0.42833184911882144,-0.0467356623862912,0.36011326112378717,outer_plus_measurement,16
10,0.0,random_layered_k4_uniform,A1,0.0291341299743266,0.7268005282006231,-0.3705268852445761,0.3608639834884004,outer_plus_measurement,16
10,0.0,random_layered_k4_uniform,A3,0.0291341299743266,0.7268005282006231,-0.2884729318357454,0.3553665712414019,outer_plus_measurement,16
10,0.0,random_layered_k4_uniform,A4,0.0291341299743266,0.7268005282006231,-0.32494214023208473,0.35264745992063345,outer_plus_measurement,16
10,0.0,random_layered_k4_uniform,A5,0.0291341299743266,0.7268005282006231,-0.2997861679904673,0.3439242855091883,outer_plus_measurement,16
10,0.0,random_layered_k6_longjump,A1,0.08709159198342306,0.5360123020650266,-0.14496365064454,0.32392707107821994,outer_plus_measurement,16
10,0.0,random_layered_k6_longjump,A3,0.08709159198342306,0.5360123020650266,-0.14003875185216436,0.3432119774591676,outer_plus_measurement,16
10,0.0,random_layered_k6_longjump,A4,0.08709159198342306,0.5360123020650266,-0.17191431876439806,0.33051433870257896,outer_plus_measurement,16
10,0.0,random_layered_k6_longjump,A5,0.08709159198342306,0.5360123020650266,-0.1341043817696516,0.32400400165834525,outer_plus_measurement,16
10,0.0,random_layered_k6_middle_heavy,A1,0.04227437124066124,0.5862368025148512,-0.1935077571213057,0.3377575534089742,outer_plus_measurement,16
10,0.0,random_layered_k6_middle_heavy,A3,0.04227437124066124,0.5862368025148512,-0.25490247673934097,0.2856650339852551,outer_plus_measurement,16
