n,family,mean_score_A2,mean_log_H,mean_geo_total,mean_geo_interval_shape,mean_geo_interval_profile,mean_geo_dim_proxy,mean_cg_penalty,mean_cg_self_drift,mean_cg_switch_rate,mean_width,mean_comp,count
56,multi_layer_random,-101.01557286501462,102.72724878395692,2.084182013259038,0.017979224648880063,0.0,0.015499566476640232,1.522455140565009,0.0053705140565009175,0.9791666666666667,13.0,0.5175324675324675,8
56,lorentzian_like_2d,-88.6854170638102,89.00493538924539,0.34746880850336714,0.007017626218246732,0.0,0.01861509354697253,0.4085052591465351,0.0064755259146535085,0.22916666666666666,10.625,0.49188311688311687,8
