stage,n,n_cg,family,sample_id,keep_ratio,cg_repeat,gamma,beta,action_mode,entropy_method,log_H,penalty_local,score_local,penalty_cg,penalty_global_consistency,score_augmented,score_augmented_full,self_drift,nearest_family,nearest_family_dist,family_switch_penalty,rank_before,rank_after,rank_shift_penalty,sig_comp,sig_d_eff,sig_height_ratio,sig_width_ratio,sig_degree_var,sig_interval_empty,sig_interval_size_ratio,gc_var_comp,gc_var_d_eff,gc_var_height_ratio,gc_var_width_ratio,gc_var_size_ratio,gc_count,gc_total,gc_var_comp_ref_penalty,gc_var_d_eff_ref_penalty,gc_var_height_ratio_ref_penalty,gc_var_width_ratio_ref_penalty,gc_var_size_ratio_ref_penalty,gc_total_ref
coarse_grained,16,13,KR_like,0,0.8,0,0.2,1.0,A2,exact,12.052245246775291,3.0335479767641607,-11.445535651422459,4.098104427306897,0.0,-7.347431224115562,-7.347431224115562,0.05981044273068973,lorentzian_like_2d,0.28665418323813385,1.0,1,5,4.0,0.5384615384615384,1.7746307692307695,0.23076923076923078,0.38461538461538464,0.05111865831028325,0.6428571428571429,0.06593406593406594,0.0,0.0,0.0007595486111111109,0.0,0.0006471893491124261,8.0,0.002166286571334648,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,13,KR_like,0,0.8,1,0.2,1.0,A2,exact,14.936703311509198,10.006443377789687,-12.935414635951261,2.9257571954517414,0.0,-10.00965744049952,-10.00965744049952,0.04257571954517415,multi_layer_random,0.29113653571758097,1.0,1,3,2.0,0.34615384615384615,2.928476923076923,0.23076923076923078,0.5384615384615384,0.03501277966457758,0.7777777777777778,0.031339031339031334,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,10,KR_like,0,0.6,0,0.2,1.0,A2,exact,8.086410275323782,0.8306567968073246,-7.920278915962317,3.68453498969311,0.0,-4.235743926269207,-4.235743926269207,0.01845349896931101,lorentzian_like_2d,0.2447638373672807,1.0,1,5,4.0,0.4888888888888889,2.0720666666666667,0.3,0.4,0.0436,0.6818181818181818,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,10,KR_like,0,0.6,1,0.2,1.0,A2,exact,9.574983485564092,11.151650418947519,-7.344653401774588,3.095857941902045,0.0,-4.248795459872543,-4.248795459872543,0.059585794190204475,multi_layer_random,0.3209150019156359,1.0,1,3,2.0,0.3333333333333333,3.0054000000000003,0.3,0.6,0.0305,0.8,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,13,KR_like,0,0.8,0,0.8,1.0,A2,exact,12.052245246775291,3.0335479767641607,-9.625406865363962,2.598104427306897,0.0,-7.027302438057065,-7.027302438057065,0.05981044273068973,lorentzian_like_2d,0.28665418323813385,1.0,2,1,1.0,0.5384615384615384,1.7746307692307695,0.23076923076923078,0.38461538461538464,0.05111865831028325,0.6428571428571429,0.06593406593406594,0.0,0.0,0.0007595486111111109,0.0,0.0006471893491124261,8.0,0.002166286571334648,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,13,KR_like,0,0.8,1,0.8,1.0,A2,exact,14.936703311509198,10.006443377789687,-6.931548609277449,2.4257571954517414,0.0,-4.505791413825708,-4.505791413825708,0.04257571954517415,multi_layer_random,0.29113653571758097,1.0,2,3,1.0,0.34615384615384615,2.928476923076923,0.23076923076923078,0.5384615384615384,0.03501277966457758,0.7777777777777778,0.031339031339031334,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,10,KR_like,0,0.6,0,0.8,1.0,A2,exact,8.086410275323782,0.8306567968073246,-7.421884837877922,2.18453498969311,0.0,-5.237349848184812,-5.237349848184812,0.01845349896931101,lorentzian_like_2d,0.2447638373672807,1.0,2,1,1.0,0.4888888888888889,2.0720666666666667,0.3,0.4,0.0436,0.6818181818181818,0.05454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,10,KR_like,0,0.6,1,0.8,1.0,A2,exact,9.574983485564092,11.151650418947519,-0.6536631504060768,2.595857941902045,0.0,1.942194791495968,1.942194791495968,0.059585794190204475,multi_layer_random,0.3209150019156359,1.0,2,3,1.0,0.3333333333333333,3.0054000000000003,0.3,0.6,0.0305,0.8,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,13,KR_like,1,0.8,0,0.2,1.0,A2,exact,13.600580681874566,4.23333733954072,-12.753913213966422,0.02219902203032968,0.0,-12.731714191936092,-12.731714191936092,0.0022199022030329678,KR_like,0.052178262890692974,0.0,1,1,0.0,0.41025641025641024,2.5438615384615386,0.23076923076923078,0.46153846153846156,0.038794159868351955,0.71875,0.040865384615384616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,13,KR_like,1,0.8,1,0.2,1.0,A2,exact,13.802595516697027,5.042997810088246,-12.793995954679378,0.00950238746137802,0.0,-12.784493567218,-12.784493567218,0.000950238746137802,KR_like,0.16085213161849138,0.0,1,1,0.0,0.38461538461538464,2.6977076923076924,0.23076923076923078,0.38461538461538464,0.03312208956269038,0.7,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,10,KR_like,1,0.6,0,0.2,1.0,A2,exact,8.62748154531036,3.9852804148054877,-7.830425462349263,0.024340978711303134,0.0,-7.80608448363796,-7.80608448363796,0.0024340978711303134,KR_like,0.1299257159924962,0.0,1,1,0.0,0.4,2.6054,0.3,0.4,0.03560000000000001,0.7222222222222222,0.03888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,16,10,KR_like,1,0.6,1,0.2,1.0,A2,exact,8.648221453822641,6.302748017419404,-7.38767185033876,0.03961247939474582,0.0,-7.348059370944014,-7.348059370944014,0.003961247939474582,KR_like,0.2333878056796583,0.0,1,1,0.0,0.37777777777777777,2.7387333333333332,0.3,0.5,0.0311,0.7647058823529411,0.047058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
