n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_info,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group,dropped_term
10,random_layered_k8_uniform,7,0.2,1.0,A4,9.921229234012285,1.2293010895877166,sis,0.06704444444444445,17.00671522962031,1.7185093570778613,1.7185093570778613,-9.577527362596713,-0.9577527362596714,-0.4159467283853157,0.03225177014961449,0.08124446756673616,2.735311080851398,1.308962707603558,-0.01600287663626726,0.449419116601934,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k8_uniform,7,0.5,1.0,A4,9.921229234012285,1.2293010895877166,sis,0.06704444444444445,17.00671522962031,1.7185093570778613,1.7185093570778613,-9.061974555473356,-0.9061974555473356,-0.3935565544589751,0.03225177014961449,0.08124446756673616,2.735311080851398,1.308962707603558,0.008370463633753586,0.449419116601934,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k8_uniform,7,1.0,1.0,A4,9.921229234012285,1.2293010895877166,sis,0.06704444444444445,17.00671522962031,1.7185093570778613,1.7185093570778613,-8.202719876934424,-0.8202719876934423,-0.35623959791507404,0.03225177014961449,0.08124446756673616,2.735311080851398,1.308962707603558,0.048992697417121665,0.449419116601934,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,0,0.0,1.0,A4,9.390722549389086,1.5040889182221855,sis,0.09390000000000001,6.2994419837037015,0.8837493694324573,0.8837493694324573,-9.390722549389086,-0.9390722549389086,-0.4078338984284116,-0.16169570746528017,-0.5564818655032703,2.735311080851398,1.308962707603558,0.16169570746528017,0.5498785599749847,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,0,0.2,1.0,A4,9.390722549389086,1.5040889182221855,sis,0.09390000000000001,6.2994419837037015,0.8837493694324573,0.8837493694324573,-9.213972675502594,-0.9213972675502594,-0.40015774893781175,-0.16169570746528017,-0.5564818655032703,2.735311080851398,1.308962707603558,0.05039933436462611,0.5498785599749847,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,0,0.5,1.0,A4,9.390722549389086,1.5040889182221855,sis,0.09390000000000001,6.2994419837037015,0.8837493694324573,0.8837493694324573,-8.948847864672857,-0.8948847864672856,-0.3886435247019119,-0.16169570746528017,-0.5564818655032703,2.735311080851398,1.308962707603558,-0.11654522528635497,0.5498785599749847,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,0,1.0,1.0,A4,9.390722549389086,1.5040889182221855,sis,0.09390000000000001,6.2994419837037015,0.8837493694324573,0.8837493694324573,-8.506973179956628,-0.8506973179956627,-0.36945315097541215,-0.16169570746528017,-0.5564818655032703,2.735311080851398,1.308962707603558,-0.3947861580379901,0.5498785599749847,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,1,0.0,1.0,A4,12.588831916102698,1.4194760386144718,sis,0.3529444444444444,47.02371616398904,4.282395863603848,4.282395863603848,-12.588831916102698,-1.2588831916102698,-0.5467260234770942,1.0074983155115007,2.039960702668603,2.735311080851398,1.308962707603558,-1.0074983155115007,0.5189450108806795,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,1,0.2,1.0,A4,12.588831916102698,1.4194760386144718,sis,0.3529444444444444,47.02371616398904,4.282395863603848,4.282395863603848,-11.732352743381929,-1.1732352743381929,-0.5095296056193249,1.0074983155115007,2.039960702668603,2.735311080851398,1.308962707603558,-0.5995061749777801,0.5189450108806795,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,1,0.5,1.0,A4,12.588831916102698,1.4194760386144718,sis,0.3529444444444444,47.02371616398904,4.282395863603848,4.282395863603848,-10.447633984300774,-1.0447633984300775,-0.45373497883267105,1.0074983155115007,2.039960702668603,2.735311080851398,1.308962707603558,0.01248203582280083,0.5189450108806795,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,1,1.0,1.0,A4,12.588831916102698,1.4194760386144718,sis,0.3529444444444444,47.02371616398904,4.282395863603848,4.282395863603848,-8.30643605249885,-0.8306436052498849,-0.36074393418824796,1.0074983155115007,2.039960702668603,2.735311080851398,1.308962707603558,1.0324623871571024,0.5189450108806795,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,2,0.0,1.0,A4,13.371806055052438,1.071445667806506,sis,0.20532222222222218,62.86487005713334,8.766735556602535,8.766735556602535,-13.371806055052438,-1.3371806055052438,-0.5807301582789763,1.2937451502612909,5.465833469669424,2.735311080851398,1.308962707603558,-1.2937451502612909,0.39170889019065647,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,2,0.2,1.0,A4,13.371806055052438,1.071445667806506,sis,0.20532222222222218,62.86487005713334,8.766735556602535,8.766735556602535,-11.61845894373193,-1.161845894373193,-0.504583260748226,1.2937451502612909,5.465833469669424,2.735311080851398,1.308962707603558,-0.200578456327406,0.39170889019065647,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,2,0.5,1.0,A4,13.371806055052438,1.071445667806506,sis,0.20532222222222218,62.86487005713334,8.766735556602535,8.766735556602535,-8.988438276751172,-0.8988438276751172,-0.3903629144521007,1.2937451502612909,5.465833469669424,2.735311080851398,1.308962707603558,1.4391715845734212,0.39170889019065647,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,2,1.0,1.0,A4,13.371806055052438,1.071445667806506,sis,0.20532222222222218,62.86487005713334,8.766735556602535,8.766735556602535,-4.605070498449903,-0.4605070498449903,-0.199995670625225,1.2937451502612909,5.465833469669424,2.735311080851398,1.308962707603558,4.172088319408133,0.39170889019065647,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,3,0.0,1.0,A4,10.138460855603915,1.5179247853335758,sis,0.1314,19.11452159120845,1.8923089531673873,1.8923089531673873,-10.138460855603915,-1.0138460855603915,-0.44030776045809006,0.11166928982858781,0.2140210509483341,2.735311080851398,1.308962707603558,-0.11166928982858781,0.5549368026034918,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,3,0.2,1.0,A4,10.138460855603915,1.5179247853335758,sis,0.1314,19.11452159120845,1.8923089531673873,1.8923089531673873,-9.759999064970437,-0.9759999064970437,-0.42387137372975575,0.11166928982858781,0.2140210509483341,2.735311080851398,1.308962707603558,-0.068865079638921,0.5549368026034918,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,3,0.5,1.0,A4,10.138460855603915,1.5179247853335758,sis,0.1314,19.11452159120845,1.8923089531673873,1.8923089531673873,-9.192306379020222,-0.9192306379020222,-0.3992167936372543,0.11166928982858781,0.2140210509483341,2.735311080851398,1.308962707603558,-0.004658764354420766,0.5549368026034918,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,3,1.0,1.0,A4,10.138460855603915,1.5179247853335758,sis,0.1314,19.11452159120845,1.8923089531673873,1.8923089531673873,-8.246151902436528,-0.8246151902436528,-0.3581258268164186,0.11166928982858781,0.2140210509483341,2.735311080851398,1.308962707603558,0.10235176111974628,0.5549368026034918,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,4,0.0,1.0,A4,9.523141795220928,1.5880225618233372,sis,0.0866,12.96522883555556,1.4740845680758716,1.4740845680758716,-9.523141795220928,-0.9523141795220929,-0.41358479320466757,-0.11328467050540889,-0.10548719986898578,2.735311080851398,1.308962707603558,0.11328467050540889,0.580563787768171,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,4,0.2,1.0,A4,9.523141795220928,1.5880225618233372,sis,0.0866,12.96522883555556,1.4740845680758716,1.4740845680758716,-9.228324881605754,-0.9228324881605754,-0.40078105732918584,-0.11328467050540889,-0.10548719986898578,2.735311080851398,1.308962707603558,0.09218723053161174,0.580563787768171,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,4,0.5,1.0,A4,9.523141795220928,1.5880225618233372,sis,0.0866,12.96522883555556,1.4740845680758716,1.4740845680758716,-8.786099511182993,-0.8786099511182993,-0.3815754535159631,-0.11328467050540889,-0.10548719986898578,2.735311080851398,1.308962707603558,0.060541070570916,0.580563787768171,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,4,1.0,1.0,A4,9.523141795220928,1.5880225618233372,sis,0.0866,12.96522883555556,1.4740845680758716,1.4740845680758716,-8.049057227145056,-0.8049057227145056,-0.3495661138272586,-0.11328467050540889,-0.10548719986898578,2.735311080851398,1.308962707603558,0.0077974706364231094,0.580563787768171,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,5,0.0,1.0,A4,8.65556286068101,1.446248458700047,sis,0.1035,0.9843221688888913,0.6250527504294026,0.6250527504294026,-8.65556286068101,-0.8655562860681011,-0.3759063188160487,-0.4304620989205613,-0.7541166930658333,2.735311080851398,1.308962707603558,0.4304620989205613,0.5287327166641262,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,5,0.2,1.0,A4,8.65556286068101,1.446248458700047,sis,0.1035,0.9843221688888913,0.6250527504294026,0.6250527504294026,-8.53055231059513,-0.853055231059513,-0.3704771796078499,-0.4304620989205613,-0.7541166930658333,2.735311080851398,1.308962707603558,0.27963876030739465,0.5287327166641262,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,5,0.5,1.0,A4,8.65556286068101,1.446248458700047,sis,0.1035,0.9843221688888913,0.6250527504294026,0.6250527504294026,-8.343036485466309,-0.8343036485466309,-0.36233347079555167,-0.4304620989205613,-0.7541166930658333,2.735311080851398,1.308962707603558,0.053403752387644665,0.5287327166641262,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,5,1.0,1.0,A4,8.65556286068101,1.446248458700047,sis,0.1035,0.9843221688888913,0.6250527504294026,0.6250527504294026,-8.030510110251608,-0.8030510110251609,-0.34876062277505476,-0.4304620989205613,-0.7541166930658333,2.735311080851398,1.308962707603558,-0.323654594145272,0.5287327166641262,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,6,0.0,1.0,A4,11.494888777484077,1.4227580096827652,sis,0.16104444444444446,31.69588113801405,2.5956417840602586,2.5956417840602586,-11.494888777484077,-1.1494888777484076,-0.499216676615295,0.6075645945256892,0.7513418063887464,2.735311080851398,1.308962707603558,-0.6075645945256892,0.5201448638302284,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,6,0.2,1.0,A4,11.494888777484077,1.4227580096827652,sis,0.16104444444444446,31.69588113801405,2.5956417840602586,2.5956417840602586,-10.975760420672025,-1.0975760420672025,-0.47667121853899735,0.6075645945256892,0.7513418063887464,2.735311080851398,1.308962707603558,-0.45729623324793994,0.5201448638302284,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,6,0.5,1.0,A4,11.494888777484077,1.4227580096827652,sis,0.16104444444444446,31.69588113801405,2.5956417840602586,2.5956417840602586,-10.197067885453947,-1.0197067885453948,-0.4428530314245509,0.6075645945256892,0.7513418063887464,2.735311080851398,1.308962707603558,-0.23189369133131604,0.5201448638302284,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,6,1.0,1.0,A4,11.494888777484077,1.4227580096827652,sis,0.16104444444444446,31.69588113801405,2.5956417840602586,2.5956417840602586,-8.899246993423818,-0.8899246993423817,-0.3864893862338068,0.6075645945256892,0.7513418063887464,2.735311080851398,1.308962707603558,0.14377721186305714,0.5201448638302284,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,7,0.0,1.0,A4,9.56156046523195,1.635829719955329,sis,0.0601,15.827859946666672,1.8818201199150428,1.8818201199150428,-9.56156046523195,-0.9561560465231951,-0.41525329484345247,-0.09923922233683552,0.20600796303420443,2.735311080851398,1.308962707603558,0.09923922233683552,0.5980415651466442,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,7,0.2,1.0,A4,9.56156046523195,1.635829719955329,sis,0.0601,15.827859946666672,1.8818201199150428,1.8818201199150428,-9.185196441248943,-0.9185196441248943,-0.3989080129631801,-0.09923922233683552,0.20600796303420443,2.735311080851398,1.308962707603558,0.1404408149436764,0.5980415651466442,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,7,0.5,1.0,A4,9.56156046523195,1.635829719955329,sis,0.0601,15.827859946666672,1.8818201199150428,1.8818201199150428,-8.620650405274429,-0.8620650405274428,-0.3743900901427715,-0.09923922233683552,0.20600796303420443,2.735311080851398,1.308962707603558,0.20224320385393774,0.5980415651466442,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_tapered,7,1.0,1.0,A4,9.56156046523195,1.635829719955329,sis,0.0601,15.827859946666672,1.8818201199150428,1.8818201199150428,-7.679740345316908,-0.7679740345316908,-0.33352688544209064,-0.09923922233683552,0.20600796303420443,2.735311080851398,1.308962707603558,0.30524718537103995,0.5980415651466442,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,0,0.0,1.0,A4,7.121454371468348,1.1307730945814907,sis,0.072,1.4762078046807183,0.8363417716313295,0.8363417716313295,-7.121454371468348,-0.7121454371468348,-0.30928083366544934,-0.9913154877552798,-0.5926995495715364,2.735311080851398,1.308962707603558,0.9913154877552798,0.4133983525667304,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,0,0.2,1.0,A4,7.121454371468348,1.1307730945814907,sis,0.072,1.4762078046807183,0.8363417716313295,0.8363417716313295,-6.9541860171420815,-0.6954186017142081,-0.3020164613373558,-0.9913154877552798,-0.5926995495715364,2.735311080851398,1.308962707603558,0.8727755778409725,0.4133983525667304,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,0,0.5,1.0,A4,7.121454371468348,1.1307730945814907,sis,0.072,1.4762078046807183,0.8363417716313295,0.8363417716313295,-6.703283485652683,-0.6703283485652684,-0.29111990284521555,-0.9913154877552798,-0.5926995495715364,2.735311080851398,1.308962707603558,0.6949657129695116,0.4133983525667304,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,0,1.0,1.0,A4,7.121454371468348,1.1307730945814907,sis,0.072,1.4762078046807183,0.8363417716313295,0.8363417716313295,-6.285112599837018,-0.6285112599837018,-0.27295897202498176,-0.9913154877552798,-0.5926995495715364,2.735311080851398,1.308962707603558,0.3986159381837434,0.4133983525667304,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,1,0.0,1.0,A4,10.028246201928937,1.2006231710649486,sis,0.09737777777777776,16.7142455824585,1.0559280896298655,1.0559280896298655,-10.028246201928937,-1.0028246201928936,-0.435521198866498,0.07137601041092372,-0.42494357247379805,2.735311080851398,1.308962707603558,-0.07137601041092372,0.43893478130145275,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,1,0.2,1.0,A4,10.028246201928937,1.2006231710649486,sis,0.09737777777777776,16.7142455824585,1.0559280896298655,1.0559280896298655,-9.817060584002963,-0.9817060584002963,-0.4263495240142401,0.07137601041092372,-0.42494357247379805,2.735311080851398,1.308962707603558,-0.15636472490568332,0.43893478130145275,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,1,0.5,1.0,A4,10.028246201928937,1.2006231710649486,sis,0.09737777777777776,16.7142455824585,1.0559280896298655,1.0559280896298655,-9.500282157114004,-0.9500282157114004,-0.4125920117358533,0.07137601041092372,-0.42494357247379805,2.735311080851398,1.308962707603558,-0.2838477966478227,0.43893478130145275,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,1,1.0,1.0,A4,10.028246201928937,1.2006231710649486,sis,0.09737777777777776,16.7142455824585,1.0559280896298655,1.0559280896298655,-8.972318112299071,-0.8972318112299071,-0.3896628246052087,0.07137601041092372,-0.42494357247379805,2.735311080851398,1.308962707603558,-0.4963195828847218,0.43893478130145275,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,2,0.0,1.0,A4,11.539031712054706,1.4411860501817104,sis,0.18617777777777775,40.372385974503075,3.1556227381939577,3.1556227381939577,-11.539031712054706,-1.1539031712054706,-0.501133779905199,0.6237027715979985,1.1791469309204523,2.735311080851398,1.308962707603558,-0.6237027715979985,0.5268819551351082,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,2,0.2,1.0,A4,11.539031712054706,1.4411860501817104,sis,0.18617777777777775,40.372385974503075,3.1556227381939577,3.1556227381939577,-10.907907164415915,-1.0907907164415915,-0.4737243890618778,0.6237027715979985,1.1791469309204523,2.735311080851398,1.308962707603558,-0.38787338541390803,0.5268819551351082,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,2,0.5,1.0,A4,11.539031712054706,1.4411860501817104,sis,0.18617777777777775,40.372385974503075,3.1556227381939577,3.1556227381939577,-9.961220342957727,-0.9961220342957727,-0.4326103027968958,0.6237027715979985,1.1791469309204523,2.735311080851398,1.308962707603558,-0.03412930613777232,0.5268819551351082,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,2,1.0,1.0,A4,11.539031712054706,1.4411860501817104,sis,0.18617777777777775,40.372385974503075,3.1556227381939577,3.1556227381939577,-8.38340897386075,-0.838340897386075,-0.3640868256885926,0.6237027715979985,1.1791469309204523,2.735311080851398,1.308962707603558,0.5554441593224538,0.5268819551351082,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,3,0.0,1.0,A4,10.258185543590638,1.6939214586872087,sis,0.1324,19.29432186669054,1.8526279668760677,1.8526279668760677,-10.258185543590638,-1.0258185543590639,-0.4455073375921123,0.15543933442236674,0.18370621763733214,2.735311080851398,1.308962707603558,-0.15543933442236674,0.6192792734053326,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,3,0.2,1.0,A4,10.258185543590638,1.6939214586872087,sis,0.1324,19.29432186669054,1.8526279668760677,1.8526279668760677,-9.887659950215426,-0.9887659950215426,-0.42941561553143404,0.15543933442236674,0.18370621763733214,2.735311080851398,1.308962707603558,-0.1186980908949003,0.6192792734053326,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,3,0.5,1.0,A4,10.258185543590638,1.6939214586872087,sis,0.1324,19.29432186669054,1.8526279668760677,1.8526279668760677,-9.331871560152605,-0.9331871560152605,-0.4052780324404165,0.15543933442236674,0.18370621763733214,2.735311080851398,1.308962707603558,-0.06358622560370067,0.6192792734053326,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,3,1.0,1.0,A4,10.258185543590638,1.6939214586872087,sis,0.1324,19.29432186669054,1.8526279668760677,1.8526279668760677,-8.405557576714571,-0.8405557576714571,-0.3650487272887207,0.15543933442236674,0.18370621763733214,2.735311080851398,1.308962707603558,0.0282668832149654,0.6192792734053326,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,4,0.0,1.0,A4,10.786660907947455,0.8760342906706401,sis,0.15054444444444445,37.34121066182355,2.1026844880100257,2.1026844880100257,-10.786660907947455,-1.0786660907947456,-0.46845873104830993,0.3486441834270813,0.3747403240189877,2.735311080851398,1.308962707603558,-0.3486441834270813,0.32026861471199247,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,4,0.2,1.0,A4,10.786660907947455,0.8760342906706401,sis,0.15054444444444445,37.34121066182355,2.1026844880100257,2.1026844880100257,-10.36612401034545,-1.036612401034545,-0.45019504564178353,0.3486441834270813,0.3747403240189877,2.735311080851398,1.308962707603558,-0.27369611862328375,0.32026861471199247,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,4,0.5,1.0,A4,10.786660907947455,0.8760342906706401,sis,0.15054444444444445,37.34121066182355,2.1026844880100257,2.1026844880100257,-9.735318663942442,-0.9735318663942442,-0.42279951753199396,0.3486441834270813,0.3747403240189877,2.735311080851398,1.308962707603558,-0.16127402141758745,0.32026861471199247,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,4,1.0,1.0,A4,10.786660907947455,0.8760342906706401,sis,0.15054444444444445,37.34121066182355,2.1026844880100257,2.1026844880100257,-8.68397641993743,-0.868397641993743,-0.3771403040156781,0.3486441834270813,0.3747403240189877,2.735311080851398,1.308962707603558,0.026096140591906403,0.32026861471199247,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,5,0.0,1.0,A4,7.675081857716334,1.689847543784313,sis,0.0526,3.4713589157918268,0.9933105882396277,0.9933105882396277,-7.675081857716334,-0.7675081857716334,-0.33332456989619624,-0.7889152963753423,-0.47278107084292853,2.735311080851398,1.308962707603558,0.7889152963753423,0.6177898943977984,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,5,0.2,1.0,A4,7.675081857716334,1.689847543784313,sis,0.0526,3.4713589157918268,0.9933105882396277,0.9933105882396277,-7.476419740068408,-0.7476419740068408,-0.3246967837504254,-0.7889152963753423,-0.47278107084292853,2.735311080851398,1.308962707603558,0.6943590822067566,0.6177898943977984,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,5,0.5,1.0,A4,7.675081857716334,1.689847543784313,sis,0.0526,3.4713589157918268,0.9933105882396277,0.9933105882396277,-7.1784265635965205,-0.717842656359652,-0.3117551045317691,-0.7889152963753423,-0.47278107084292853,2.735311080851398,1.308962707603558,0.552524760953878,0.6177898943977984,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,5,1.0,1.0,A4,7.675081857716334,1.689847543784313,sis,0.0526,3.4713589157918268,0.9933105882396277,0.9933105882396277,-6.681771269476706,-0.6681771269476706,-0.2901856391673419,-0.7889152963753423,-0.47278107084292853,2.735311080851398,1.308962707603558,0.31613422553241377,0.6177898943977984,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,6,0.0,1.0,A4,10.619190918809435,1.342507717767457,sis,0.09267777777777776,26.988805582458497,1.8377096325751685,1.8377096325751685,-10.619190918809435,-1.0619190918809436,-0.46118560183160595,0.2874189756946237,0.17230915169019634,2.735311080851398,1.308962707603558,-0.2874189756946237,0.4908062293776054,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,6,0.2,1.0,A4,10.619190918809435,1.342507717767457,sis,0.09267777777777776,26.988805582458497,1.8377096325751685,1.8377096325751685,-10.251648992294403,-1.0251648992294402,-0.445223458776249,0.2874189756946237,0.17230915169019634,2.735311080851398,1.308962707603558,-0.2529571453565844,0.4908062293776054,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,6,0.5,1.0,A4,10.619190918809435,1.342507717767457,sis,0.09267777777777776,26.988805582458497,1.8377096325751685,1.8377096325751685,-9.70033610252185,-0.970033610252185,-0.4212802441932135,0.2874189756946237,0.17230915169019634,2.735311080851398,1.308962707603558,-0.20126439984952554,0.4908062293776054,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,6,1.0,1.0,A4,10.619190918809435,1.342507717767457,sis,0.09267777777777776,26.988805582458497,1.8377096325751685,1.8377096325751685,-8.781481286234268,-0.8781481286234267,-0.3813748865548212,0.2874189756946237,0.17230915169019634,2.735311080851398,1.308962707603558,-0.11510982400442737,0.4908062293776054,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,7,0.0,1.0,A4,8.809489601418763,1.4603747312396074,sis,0.15540000000000004,6.174002168888887,1.6112107985170077,1.6112107985170077,-8.809489601418763,-0.8809489601418763,-0.3825912722280245,-0.3741881555964109,-0.0007277367883407865,2.735311080851398,1.308962707603558,0.3741881555964109,0.5338971283606428,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,7,0.2,1.0,A4,8.809489601418763,1.4603747312396074,sis,0.15540000000000004,6.174002168888887,1.6112107985170077,1.6112107985170077,-8.487247441715361,-0.8487247441715361,-0.36859647304844717,-0.3741881555964109,-0.0007277367883407865,2.735311080851398,1.308962707603558,0.37404260823874275,0.5338971283606428,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,7,0.5,1.0,A4,8.809489601418763,1.4603747312396074,sis,0.15540000000000004,6.174002168888887,1.6112107985170077,1.6112107985170077,-8.00388420216026,-0.800388420216026,-0.34760427427908114,-0.3741881555964109,-0.0007277367883407865,2.735311080851398,1.308962707603558,0.3738242872022405,0.5338971283606428,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_middle_heavy,7,1.0,1.0,A4,8.809489601418763,1.4603747312396074,sis,0.15540000000000004,6.174002168888887,1.6112107985170077,1.6112107985170077,-7.198278802901755,-0.7198278802901755,-0.3126172763301377,-0.3741881555964109,-0.0007277367883407865,2.735311080851398,1.308962707603558,0.3734604188080701,0.5338971283606428,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_longjump,0,0.0,1.0,A4,8.831748424164559,1.5298564282080895,sis,0.08650000000000001,8.211219368986239,1.2172868778287884,1.2172868778287884,-8.831748424164559,-0.8831748424164558,-0.38355796061724073,-0.3660505719403437,-0.30167131478332665,2.735311080851398,1.308962707603558,0.3660505719403437,0.5592988815487501,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_longjump,0,0.2,1.0,A4,8.831748424164559,1.5298564282080895,sis,0.08650000000000001,8.211219368986239,1.2172868778287884,1.2172868778287884,-8.588291048598801,-0.8588291048598802,-0.3729847411385551,-0.3660505719403437,-0.30167131478332665,2.735311080851398,1.308962707603558,0.30571630898367835,0.5592988815487501,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
10,random_layered_k6_longjump,0,0.5,1.0,A4,8.831748424164559,1.5298564282080895,sis,0.08650000000000001,8.211219368986239,1.2172868778287884,1.2172868778287884,-8.223104985250165,-0.8223104985250165,-0.3571249119205267,-0.3660505719403437,-0.30167131478332665,2.735311080851398,1.308962707603558,0.21521491454868036,0.5592988815487501,robust_zscore,"n,gamma,action_mode",info_spectral_entropy_deficit
