n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_info,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group,dropped_term
10,absolute_layered,6,0.5,1.0,A4,6.173786103901937,0.0,sis,0.1906,17.420000109726967,1.128603581105495,1.128603581105495,-5.609484313349189,-0.5609484313349189,-0.2436168083610404,-1.3377727058028293,-0.46722947818619615,2.735311080851398,1.6167754049515923,1.1041579667097312,0.0,robust_zscore,"n,gamma,action_mode",none
10,absolute_layered,6,1.0,1.0,A4,6.173786103901937,0.0,sis,0.1906,17.420000109726967,1.128603581105495,1.128603581105495,-5.045182522796441,-0.5045182522796441,-0.21910949298452212,-1.3377727058028293,-0.46722947818619615,2.735311080851398,1.6167754049515923,0.8705432276166332,0.0,robust_zscore,"n,gamma,action_mode",none
10,absolute_layered,7,0.0,1.0,A4,5.662960480135946,0.0,sis,0.14,19.61340462962963,0.7574640057887903,0.7574640057887903,-5.662960480135946,-0.5662960480135946,-0.24593924877592305,-1.524525001489428,-0.6967849094353603,2.735311080851398,1.6167754049515923,1.524525001489428,0.0,robust_zscore,"n,gamma,action_mode",none
10,absolute_layered,7,0.2,1.0,A4,5.662960480135946,0.0,sis,0.14,19.61340462962963,0.7574640057887903,0.7574640057887903,-5.511467678978188,-0.5511467678978188,-0.23936000001683497,-1.524525001489428,-0.6967849094353603,2.735311080851398,1.6167754049515923,1.385168019602356,0.0,robust_zscore,"n,gamma,action_mode",none
10,absolute_layered,7,0.5,1.0,A4,5.662960480135946,0.0,sis,0.14,19.61340462962963,0.7574640057887903,0.7574640057887903,-5.284228477241551,-0.528422847724155,-0.22949112687820283,-1.524525001489428,-0.6967849094353603,2.735311080851398,1.6167754049515923,1.1761325467717478,0.0,robust_zscore,"n,gamma,action_mode",none
10,absolute_layered,7,1.0,1.0,A4,5.662960480135946,0.0,sis,0.14,19.61340462962963,0.7574640057887903,0.7574640057887903,-4.905496474347156,-0.4905496474347156,-0.21304300498048262,-1.524525001489428,-0.6967849094353603,2.735311080851398,1.6167754049515923,0.8277400920540677,0.0,robust_zscore,"n,gamma,action_mode",none
10,KR_like,0,0.0,1.0,A4,7.918355690327034,1.0561758507724108,sis,0.062211111111111106,1.3077643747578782,1.328923996493197,1.328923996493197,-7.918355690327034,-0.7918355690327034,-0.3438898182056245,-0.6999770274107103,-0.34332827658813025,2.735311080851398,1.6167754049515923,0.6999770274107103,0.38612641105656753,robust_zscore,"n,gamma,action_mode",none
10,KR_like,0,0.2,1.0,A4,7.918355690327034,1.0561758507724108,sis,0.062211111111111106,1.3077643747578782,1.328923996493197,1.328923996493197,-7.652570891028394,-0.7652570891028394,-0.3323469310347082,-0.6999770274107103,-0.34332827658813025,2.735311080851398,1.6167754049515923,0.6313113720930843,0.38612641105656753,robust_zscore,"n,gamma,action_mode",none
10,KR_like,0,0.5,1.0,A4,7.918355690327034,1.0561758507724108,sis,0.062211111111111106,1.3077643747578782,1.328923996493197,1.328923996493197,-7.253893692080435,-0.7253893692080435,-0.31503260027833385,-0.6999770274107103,-0.34332827658813025,2.735311080851398,1.6167754049515923,0.5283128891166452,0.38612641105656753,robust_zscore,"n,gamma,action_mode",none
10,KR_like,0,1.0,1.0,A4,7.918355690327034,1.0561758507724108,sis,0.062211111111111106,1.3077643747578782,1.328923996493197,1.328923996493197,-6.589431693833837,-0.6589431693833837,-0.2861753823510433,-0.6999770274107103,-0.34332827658813025,2.735311080851398,1.6167754049515923,0.3566487508225801,0.38612641105656753,robust_zscore,"n,gamma,action_mode",none
10,KR_like,1,0.0,1.0,A4,8.773461993162275,1.0323210285441415,sis,0.11367777777777778,3.355143778826606,1.0547531766501659,1.0547531766501659,-8.773461993162275,-0.8773461993162275,-0.38102661308182806,-0.38735945757690576,-0.5129070684248603,2.735311080851398,1.6167754049515923,0.38735945757690576,0.37740534733724673,robust_zscore,"n,gamma,action_mode",none
10,KR_like,1,0.2,1.0,A4,8.773461993162275,1.0323210285441415,sis,0.11367777777777778,3.355143778826606,1.0547531766501659,1.0547531766501659,-8.562511357832243,-0.8562511357832243,-0.37186514339404625,-0.38735945757690576,-0.5129070684248603,2.735311080851398,1.6167754049515923,0.2847780438919337,0.37740534733724673,robust_zscore,"n,gamma,action_mode",none
10,KR_like,1,0.5,1.0,A4,8.773461993162275,1.0323210285441415,sis,0.11367777777777778,3.355143778826606,1.0547531766501659,1.0547531766501659,-8.246085404837192,-0.8246085404837192,-0.35812293886237345,-0.38735945757690576,-0.5129070684248603,2.735311080851398,1.6167754049515923,0.1309059233644756,0.37740534733724673,robust_zscore,"n,gamma,action_mode",none
10,KR_like,1,1.0,1.0,A4,8.773461993162275,1.0323210285441415,sis,0.11367777777777778,3.355143778826606,1.0547531766501659,1.0547531766501659,-7.718708816512109,-0.7718708816512109,-0.3352192646429188,-0.38735945757690576,-0.5129070684248603,2.735311080851398,1.6167754049515923,-0.12554761084795457,0.37740534733724673,robust_zscore,"n,gamma,action_mode",none
10,KR_like,2,0.0,1.0,A4,9.370671910878523,1.1751310689845869,sis,0.045211111111111105,4.783216664965682,0.6249655143199772,0.6249655143199772,-9.370671910878523,-0.9370671910878523,-0.4069631102620342,-0.16902600296655895,-0.7787372270318667,2.735311080851398,1.6167754049515923,0.16902600296655895,0.429615145864438,robust_zscore,"n,gamma,action_mode",none
10,KR_like,2,0.2,1.0,A4,9.370671910878523,1.1751310689845869,sis,0.045211111111111105,4.783216664965682,0.6249655143199772,0.6249655143199772,-9.245678808014528,-0.9245678808014528,-0.4015347287770544,-0.16902600296655895,-0.7787372270318667,2.735311080851398,1.6167754049515923,0.013278557560185617,0.429615145864438,robust_zscore,"n,gamma,action_mode",none
10,KR_like,2,0.5,1.0,A4,9.370671910878523,1.1751310689845869,sis,0.045211111111111105,4.783216664965682,0.6249655143199772,0.6249655143199772,-9.058189153718534,-0.9058189153718533,-0.3933921565495845,-0.16902600296655895,-0.7787372270318667,2.735311080851398,1.6167754049515923,-0.22034261054937437,0.429615145864438,robust_zscore,"n,gamma,action_mode",none
10,KR_like,2,1.0,1.0,A4,9.370671910878523,1.1751310689845869,sis,0.045211111111111105,4.783216664965682,0.6249655143199772,0.6249655143199772,-8.745706396558546,-0.8745706396558546,-0.3798212028371349,-0.16902600296655895,-0.7787372270318667,2.735311080851398,1.6167754049515923,-0.6097112240653078,0.429615145864438,robust_zscore,"n,gamma,action_mode",none
10,KR_like,3,0.0,1.0,A4,8.538465326691776,0.9445891792780654,sis,0.12477777777777778,4.25355965653257,1.9392019467518804,1.9392019467518804,-8.538465326691776,-0.8538465326691776,-0.3708208375304484,-0.4732716845684162,0.03413785036408899,2.735311080851398,1.6167754049515923,0.4732716845684162,0.3453315368371377,robust_zscore,"n,gamma,action_mode",none
10,KR_like,3,0.2,1.0,A4,8.538465326691776,0.9445891792780654,sis,0.12477777777777778,4.25355965653257,1.9392019467518804,1.9392019467518804,-8.1506249373414,-0.81506249373414,-0.3539771434350407,-0.4732716845684162,0.03413785036408899,2.735311080851398,1.6167754049515923,0.480099254641234,0.3453315368371377,robust_zscore,"n,gamma,action_mode",none
10,KR_like,3,0.5,1.0,A4,8.538465326691776,0.9445891792780654,sis,0.12477777777777778,4.25355965653257,1.9392019467518804,1.9392019467518804,-7.568864353315836,-0.7568864353315836,-0.32871160229192914,-0.4732716845684162,0.03413785036408899,2.735311080851398,1.6167754049515923,0.4903406097504607,0.3453315368371377,robust_zscore,"n,gamma,action_mode",none
10,KR_like,3,1.0,1.0,A4,8.538465326691776,0.9445891792780654,sis,0.12477777777777778,4.25355965653257,1.9392019467518804,1.9392019467518804,-6.599263379939896,-0.6599263379939896,-0.2866023670534099,-0.4732716845684162,0.03413785036408899,2.735311080851398,1.6167754049515923,0.5074095349325052,0.3453315368371377,robust_zscore,"n,gamma,action_mode",none
10,KR_like,4,0.0,1.0,A4,9.194820560318146,1.4140366588400817,sis,0.12177777777777779,2.194263360236273,1.4554239496222525,1.4554239496222525,-9.194820560318146,-0.9194820560318145,-0.3993259831436736,-0.23331534533475537,-0.26508614552797655,2.735311080851398,1.6167754049515923,0.23331534533475537,0.5169564327578954,robust_zscore,"n,gamma,action_mode",none
10,KR_like,4,0.2,1.0,A4,9.194820560318146,1.4140366588400817,sis,0.12177777777777779,2.194263360236273,1.4554239496222525,1.4554239496222525,-8.903735770393695,-0.8903735770393695,-0.386684331340658,-0.23331534533475537,-0.26508614552797655,2.735311080851398,1.6167754049515923,0.18029811622916006,0.5169564327578954,robust_zscore,"n,gamma,action_mode",none
10,KR_like,4,0.5,1.0,A4,9.194820560318146,1.4140366588400817,sis,0.12177777777777779,2.194263360236273,1.4554239496222525,1.4554239496222525,-8.46710858550702,-0.846710858550702,-0.36772185363613463,-0.23331534533475537,-0.26508614552797655,2.735311080851398,1.6167754049515923,0.1007722725707671,0.5169564327578954,robust_zscore,"n,gamma,action_mode",none
10,KR_like,4,1.0,1.0,A4,9.194820560318146,1.4140366588400817,sis,0.12177777777777779,2.194263360236273,1.4554239496222525,1.4554239496222525,-7.739396610695893,-0.7739396610695893,-0.33611772412859553,-0.23331534533475537,-0.26508614552797655,2.735311080851398,1.6167754049515923,-0.03177080019322118,0.5169564327578954,robust_zscore,"n,gamma,action_mode",none
10,KR_like,5,0.0,1.0,A4,8.622093601241607,0.9769939263265492,sis,0.048011111111111116,2.878979538638462,0.7797102048842108,0.7797102048842108,-8.622093601241607,-0.8622093601241607,-0.3744527673472566,-0.4426980963812179,-0.6830252993947272,2.735311080851398,1.6167754049515923,0.4426980963812179,0.357178360138273,robust_zscore,"n,gamma,action_mode",none
10,KR_like,5,0.2,1.0,A4,8.622093601241607,0.9769939263265492,sis,0.048011111111111116,2.878979538638462,0.7797102048842108,0.7797102048842108,-8.466151560264764,-0.8466151560264764,-0.36768029055795926,-0.4426980963812179,-0.6830252993947272,2.735311080851398,1.6167754049515923,0.30609303650227243,0.357178360138273,robust_zscore,"n,gamma,action_mode",none
