family,tier,N,seed,aw,cf,aw_over_sqrtN
random_layered_k4_uniform,Tier-2,56,47,20,0.44675324675324674,2.6726124191242437
random_layered_k4_uniform,Tier-2,56,48,16,0.4909090909090909,2.138089935299395
random_layered_k4_uniform,Tier-2,56,49,16,0.5116883116883116,2.138089935299395
random_layered_k4_uniform,Tier-2,56,50,17,0.5038961038961038,2.271720556255607
random_layered_k4_uniform,Tier-2,56,51,17,0.5233766233766234,2.271720556255607
random_layered_k6_uniform,Tier-2,20,42,9,0.23157894736842105,2.0124611797498106
random_layered_k6_uniform,Tier-2,20,43,13,0.08947368421052632,2.9068883707497264
random_layered_k6_uniform,Tier-2,20,44,10,0.3105263157894737,2.23606797749979
random_layered_k6_uniform,Tier-2,20,45,12,0.14736842105263157,2.6832815729997477
random_layered_k6_uniform,Tier-2,20,46,11,0.2,2.4596747752497685
random_layered_k6_uniform,Tier-2,20,47,10,0.24210526315789474,2.23606797749979
random_layered_k6_uniform,Tier-2,20,48,9,0.2736842105263158,2.0124611797498106
random_layered_k6_uniform,Tier-2,20,49,5,0.4421052631578947,1.118033988749895
random_layered_k6_uniform,Tier-2,20,50,8,0.4,1.7888543819998317
random_layered_k6_uniform,Tier-2,20,51,10,0.4052631578947368,2.23606797749979
random_layered_k6_uniform,Tier-2,28,42,8,0.47883597883597884,1.5118578920369088
random_layered_k6_uniform,Tier-2,28,43,13,0.3201058201058201,2.456769074559977
random_layered_k6_uniform,Tier-2,28,44,10,0.4365079365079365,1.889822365046136
random_layered_k6_uniform,Tier-2,28,45,14,0.2275132275132275,2.6457513110645903
random_layered_k6_uniform,Tier-2,28,46,9,0.4656084656084656,1.7008401285415224
random_layered_k6_uniform,Tier-2,28,47,11,0.32275132275132273,2.0788046015507495
random_layered_k6_uniform,Tier-2,28,48,10,0.35714285714285715,1.889822365046136
random_layered_k6_uniform,Tier-2,28,49,10,0.5132275132275133,1.889822365046136
random_layered_k6_uniform,Tier-2,28,50,8,0.5529100529100529,1.5118578920369088
random_layered_k6_uniform,Tier-2,28,51,8,0.4497354497354497,1.5118578920369088
random_layered_k6_uniform,Tier-2,36,42,16,0.3952380952380952,2.6666666666666665
random_layered_k6_uniform,Tier-2,36,43,12,0.4365079365079365,2.0
random_layered_k6_uniform,Tier-2,36,44,9,0.49523809523809526,1.5
random_layered_k6_uniform,Tier-2,36,45,10,0.4492063492063492,1.6666666666666667
random_layered_k6_uniform,Tier-2,36,46,10,0.5142857142857142,1.6666666666666667
random_layered_k6_uniform,Tier-2,36,47,11,0.4746031746031746,1.8333333333333333
random_layered_k6_uniform,Tier-2,36,48,8,0.5587301587301587,1.3333333333333333
random_layered_k6_uniform,Tier-2,36,49,10,0.4984126984126984,1.6666666666666667
random_layered_k6_uniform,Tier-2,36,50,9,0.5,1.5
random_layered_k6_uniform,Tier-2,36,51,12,0.4111111111111111,2.0
random_layered_k6_uniform,Tier-2,44,42,14,0.47568710359408034,2.1105794120443453
random_layered_k6_uniform,Tier-2,44,43,13,0.459830866807611,1.9598237397554636
random_layered_k6_uniform,Tier-2,44,44,12,0.5306553911205074,1.8090680674665818
random_layered_k6_uniform,Tier-2,44,45,13,0.4249471458773784,1.9598237397554636
random_layered_k6_uniform,Tier-2,44,46,10,0.5539112050739958,1.507556722888818
random_layered_k6_uniform,Tier-2,44,47,11,0.4408033826638478,1.6583123951777
random_layered_k6_uniform,Tier-2,44,48,13,0.5190274841437632,1.9598237397554636
random_layered_k6_uniform,Tier-2,44,49,12,0.5232558139534884,1.8090680674665818
random_layered_k6_uniform,Tier-2,44,50,11,0.5539112050739958,1.6583123951777
random_layered_k6_uniform,Tier-2,44,51,13,0.4915433403805497,1.9598237397554636
random_layered_k6_uniform,Tier-2,52,42,15,0.5995475113122172,2.0801257358446095
random_layered_k6_uniform,Tier-2,52,43,13,0.5520361990950227,1.8027756377319948
random_layered_k6_uniform,Tier-2,52,44,12,0.5769230769230769,1.6641005886756874
random_layered_k6_uniform,Tier-2,52,45,14,0.5180995475113123,1.9414506867883021
random_layered_k6_uniform,Tier-2,52,46,13,0.5701357466063348,1.8027756377319948
random_layered_k6_uniform,Tier-2,52,47,13,0.5105580693815988,1.8027756377319948
random_layered_k6_uniform,Tier-2,52,48,13,0.521870286576169,1.8027756377319948
random_layered_k6_uniform,Tier-2,52,49,12,0.5256410256410257,1.6641005886756874
random_layered_k6_uniform,Tier-2,52,50,12,0.5558069381598794,1.6641005886756874
random_layered_k6_uniform,Tier-2,52,51,14,0.5784313725490197,1.9414506867883021
random_layered_k6_uniform,Tier-2,56,42,16,0.5305194805194805,2.138089935299395
random_layered_k6_uniform,Tier-2,56,43,14,0.5227272727272727,1.8708286933869707
random_layered_k6_uniform,Tier-2,56,44,14,0.5766233766233766,1.8708286933869707
random_layered_k6_uniform,Tier-2,56,45,14,0.5103896103896104,1.8708286933869707
random_layered_k6_uniform,Tier-2,56,46,16,0.5532467532467532,2.138089935299395
random_layered_k6_uniform,Tier-2,56,47,12,0.5493506493506494,1.6035674514745464
random_layered_k6_uniform,Tier-2,56,48,14,0.6077922077922078,1.8708286933869707
random_layered_k6_uniform,Tier-2,56,49,14,0.5467532467532468,1.8708286933869707
random_layered_k6_uniform,Tier-2,56,50,12,0.5798701298701299,1.6035674514745464
random_layered_k6_uniform,Tier-2,56,51,16,0.5961038961038961,2.138089935299395
random_layered_k6_tapered,Tier-2,20,42,7,0.4105263157894737,1.5652475842498528
random_layered_k6_tapered,Tier-2,20,43,11,0.21578947368421053,2.4596747752497685
random_layered_k6_tapered,Tier-2,20,44,7,0.4473684210526316,1.5652475842498528
random_layered_k6_tapered,Tier-2,20,45,12,0.21578947368421053,2.6832815729997477
random_layered_k6_tapered,Tier-2,20,46,9,0.4,2.0124611797498106
random_layered_k6_tapered,Tier-2,20,47,9,0.20526315789473684,2.0124611797498106
random_layered_k6_tapered,Tier-2,20,48,7,0.4052631578947368,1.5652475842498528
random_layered_k6_tapered,Tier-2,20,49,6,0.4473684210526316,1.3416407864998738
random_layered_k6_tapered,Tier-2,20,50,10,0.3157894736842105,2.23606797749979
random_layered_k6_tapered,Tier-2,20,51,9,0.2894736842105263,2.0124611797498106
random_layered_k6_tapered,Tier-2,28,42,10,0.41534391534391535,1.889822365046136
random_layered_k6_tapered,Tier-2,28,43,11,0.4074074074074074,2.0788046015507495
random_layered_k6_tapered,Tier-2,28,44,9,0.48677248677248675,1.7008401285415224
random_layered_k6_tapered,Tier-2,28,45,10,0.30423280423280424,1.889822365046136
random_layered_k6_tapered,Tier-2,28,46,10,0.373015873015873,1.889822365046136
random_layered_k6_tapered,Tier-2,28,47,11,0.28835978835978837,2.0788046015507495
random_layered_k6_tapered,Tier-2,28,48,8,0.4708994708994709,1.5118578920369088
random_layered_k6_tapered,Tier-2,28,49,12,0.35714285714285715,2.2677868380553634
random_layered_k6_tapered,Tier-2,28,50,11,0.43915343915343913,2.0788046015507495
random_layered_k6_tapered,Tier-2,28,51,11,0.41534391534391535,2.0788046015507495
random_layered_k6_tapered,Tier-2,36,42,13,0.40793650793650793,2.1666666666666665
random_layered_k6_tapered,Tier-2,36,43,13,0.44285714285714284,2.1666666666666665
random_layered_k6_tapered,Tier-2,36,44,13,0.43492063492063493,2.1666666666666665
random_layered_k6_tapered,Tier-2,36,45,12,0.3968253968253968,2.0
random_layered_k6_tapered,Tier-2,36,46,12,0.4873015873015873,2.0
random_layered_k6_tapered,Tier-2,36,47,11,0.4444444444444444,1.8333333333333333
random_layered_k6_tapered,Tier-2,36,48,9,0.473015873015873,1.5
random_layered_k6_tapered,Tier-2,36,49,13,0.43333333333333335,2.1666666666666665
random_layered_k6_tapered,Tier-2,36,50,10,0.4873015873015873,1.6666666666666667
random_layered_k6_tapered,Tier-2,36,51,9,0.5111111111111111,1.5
random_layered_k6_tapered,Tier-2,44,42,13,0.5126849894291755,1.9598237397554636
random_layered_k6_tapered,Tier-2,44,43,13,0.47674418604651164,1.9598237397554636
random_layered_k6_tapered,Tier-2,44,44,15,0.47568710359408034,2.2613350843332274
random_layered_k6_tapered,Tier-2,44,45,13,0.5095137420718816,1.9598237397554636
random_layered_k6_tapered,Tier-2,44,46,14,0.5010570824524313,2.1105794120443453
random_layered_k6_tapered,Tier-2,44,47,14,0.38160676532769555,2.1105794120443453
random_layered_k6_tapered,Tier-2,44,48,11,0.5570824524312896,1.6583123951777
random_layered_k6_tapered,Tier-2,44,49,13,0.5021141649048626,1.9598237397554636
random_layered_k6_tapered,Tier-2,44,50,13,0.572938689217759,1.9598237397554636
random_layered_k6_tapered,Tier-2,44,51,11,0.5433403805496829,1.6583123951777
random_layered_k6_tapered,Tier-2,52,42,16,0.5211161387631976,2.2188007849009166
random_layered_k6_tapered,Tier-2,52,43,14,0.5075414781297134,1.9414506867883021
random_layered_k6_tapered,Tier-2,52,44,19,0.5030165912518854,2.6348259320698384
random_layered_k6_tapered,Tier-2,52,45,14,0.5165912518853696,1.9414506867883021
random_layered_k6_tapered,Tier-2,52,46,16,0.5173453996983409,2.2188007849009166
random_layered_k6_tapered,Tier-2,52,47,22,0.3808446455505279,3.05085107923876
random_layered_k6_tapered,Tier-2,52,48,17,0.5120663650075414,2.3574758339572237
random_layered_k6_tapered,Tier-2,52,49,17,0.5037707390648567,2.3574758339572237
random_layered_k6_tapered,Tier-2,52,50,15,0.5361990950226244,2.0801257358446095
random_layered_k6_tapered,Tier-2,52,51,12,0.5316742081447964,1.6641005886756874
random_layered_k6_tapered,Tier-2,56,42,18,0.5324675324675324,2.4053511772118195
random_layered_k6_tapered,Tier-2,56,43,15,0.5337662337662338,2.004459314343183
random_layered_k6_tapered,Tier-2,56,44,20,0.4844155844155844,2.6726124191242437
random_layered_k6_tapered,Tier-2,56,45,15,0.4824675324675325,2.004459314343183
random_layered_k6_tapered,Tier-2,56,46,13,0.5662337662337662,1.7371980724307585
random_layered_k6_tapered,Tier-2,56,47,21,0.42857142857142855,2.806243040080456
random_layered_k6_tapered,Tier-2,56,48,19,0.4831168831168831,2.538981798168032
random_layered_k6_tapered,Tier-2,56,49,16,0.5525974025974026,2.138089935299395
random_layered_k6_tapered,Tier-2,56,50,19,0.4837662337662338,2.538981798168032
random_layered_k6_tapered,Tier-2,56,51,14,0.5363636363636364,1.8708286933869707
random_layered_k6_middle_heavy,Tier-2,20,42,7,0.39473684210526316,1.5652475842498528
random_layered_k6_middle_heavy,Tier-2,20,43,10,0.3,2.23606797749979
random_layered_k6_middle_heavy,Tier-2,20,44,7,0.3684210526315789,1.5652475842498528
random_layered_k6_middle_heavy,Tier-2,20,45,7,0.47368421052631576,1.5652475842498528
random_layered_k6_middle_heavy,Tier-2,20,46,7,0.4052631578947368,1.5652475842498528
random_layered_k6_middle_heavy,Tier-2,20,47,7,0.32105263157894737,1.5652475842498528
random_layered_k6_middle_heavy,Tier-2,20,48,9,0.2736842105263158,2.0124611797498106
random_layered_k6_middle_heavy,Tier-2,20,49,6,0.46842105263157896,1.3416407864998738
random_layered_k6_middle_heavy,Tier-2,20,50,8,0.3894736842105263,1.7888543819998317
random_layered_k6_middle_heavy,Tier-2,20,51,9,0.3736842105263158,2.0124611797498106
random_layered_k6_middle_heavy,Tier-2,28,42,11,0.36507936507936506,2.0788046015507495
random_layered_k6_middle_heavy,Tier-2,28,43,9,0.4497354497354497,1.7008401285415224
random_layered_k6_middle_heavy,Tier-2,28,44,9,0.5079365079365079,1.7008401285415224
random_layered_k6_middle_heavy,Tier-2,28,45,9,0.43386243386243384,1.7008401285415224
random_layered_k6_middle_heavy,Tier-2,28,46,12,0.42063492063492064,2.2677868380553634
random_layered_k6_middle_heavy,Tier-2,28,47,12,0.31216931216931215,2.2677868380553634
random_layered_k6_middle_heavy,Tier-2,28,48,11,0.37037037037037035,2.0788046015507495
random_layered_k6_middle_heavy,Tier-2,28,49,11,0.38095238095238093,2.0788046015507495
random_layered_k6_middle_heavy,Tier-2,28,50,9,0.40476190476190477,1.7008401285415224
random_layered_k6_middle_heavy,Tier-2,28,51,11,0.41534391534391535,2.0788046015507495
random_layered_k6_middle_heavy,Tier-2,36,42,12,0.3761904761904762,2.0
random_layered_k6_middle_heavy,Tier-2,36,43,13,0.37777777777777777,2.1666666666666665
random_layered_k6_middle_heavy,Tier-2,36,44,9,0.5238095238095238,1.5
random_layered_k6_middle_heavy,Tier-2,36,45,13,0.4142857142857143,2.1666666666666665
random_layered_k6_middle_heavy,Tier-2,36,46,11,0.44603174603174606,1.8333333333333333
random_layered_k6_middle_heavy,Tier-2,36,47,11,0.4253968253968254,1.8333333333333333
random_layered_k6_middle_heavy,Tier-2,36,48,11,0.4936507936507937,1.8333333333333333
random_layered_k6_middle_heavy,Tier-2,36,49,15,0.4,2.5
random_layered_k6_middle_heavy,Tier-2,36,50,9,0.4888888888888889,1.5
random_layered_k6_middle_heavy,Tier-2,36,51,14,0.38571428571428573,2.3333333333333335
random_layered_k6_middle_heavy,Tier-2,44,42,15,0.47357293868921774,2.2613350843332274
random_layered_k6_middle_heavy,Tier-2,44,43,13,0.540169133192389,1.9598237397554636
random_layered_k6_middle_heavy,Tier-2,44,44,14,0.5306553911205074,2.1105794120443453
random_layered_k6_middle_heavy,Tier-2,44,45,12,0.44820295983086683,1.8090680674665818
random_layered_k6_middle_heavy,Tier-2,44,46,13,0.4915433403805497,1.9598237397554636
random_layered_k6_middle_heavy,Tier-2,44,47,13,0.5221987315010571,1.9598237397554636
random_layered_k6_middle_heavy,Tier-2,44,48,12,0.5010570824524313,1.8090680674665818
random_layered_k6_middle_heavy,Tier-2,44,49,15,0.5232558139534884,2.2613350843332274
random_layered_k6_middle_heavy,Tier-2,44,50,15,0.4587737843551797,2.2613350843332274
random_layered_k6_middle_heavy,Tier-2,44,51,12,0.5095137420718816,1.8090680674665818
random_layered_k6_middle_heavy,Tier-2,52,42,13,0.5377073906485671,1.8027756377319948
random_layered_k6_middle_heavy,Tier-2,52,43,16,0.4675716440422323,2.2188007849009166
random_layered_k6_middle_heavy,Tier-2,52,44,15,0.5444947209653092,2.0801257358446095
random_layered_k6_middle_heavy,Tier-2,52,45,16,0.5346907993966817,2.2188007849009166
random_layered_k6_middle_heavy,Tier-2,52,46,18,0.5075414781297134,2.4961508830135313
random_layered_k6_middle_heavy,Tier-2,52,47,13,0.45475113122171945,1.8027756377319948
random_layered_k6_middle_heavy,Tier-2,52,48,15,0.502262443438914,2.0801257358446095
random_layered_k6_middle_heavy,Tier-2,52,49,17,0.526395173453997,2.3574758339572237
random_layered_k6_middle_heavy,Tier-2,52,50,14,0.5128205128205128,1.9414506867883021
random_layered_k6_middle_heavy,Tier-2,52,51,16,0.4879336349924585,2.2188007849009166
random_layered_k6_middle_heavy,Tier-2,56,42,13,0.5577922077922078,1.7371980724307585
random_layered_k6_middle_heavy,Tier-2,56,43,17,0.5012987012987012,2.271720556255607
random_layered_k6_middle_heavy,Tier-2,56,44,16,0.5071428571428571,2.138089935299395
random_layered_k6_middle_heavy,Tier-2,56,45,17,0.5324675324675324,2.271720556255607
random_layered_k6_middle_heavy,Tier-2,56,46,16,0.5045454545454545,2.138089935299395
random_layered_k6_middle_heavy,Tier-2,56,47,19,0.39090909090909093,2.538981798168032
random_layered_k6_middle_heavy,Tier-2,56,48,17,0.4987012987012987,2.271720556255607
random_layered_k6_middle_heavy,Tier-2,56,49,16,0.5038961038961038,2.138089935299395
random_layered_k6_middle_heavy,Tier-2,56,50,17,0.5214285714285715,2.271720556255607
random_layered_k6_middle_heavy,Tier-2,56,51,17,0.5201298701298701,2.271720556255607
random_layered_k6_longjump,Tier-2,20,42,9,0.32105263157894737,2.0124611797498106
random_layered_k6_longjump,Tier-2,20,43,11,0.22105263157894736,2.4596747752497685
random_layered_k6_longjump,Tier-2,20,44,7,0.43157894736842106,1.5652475842498528
random_layered_k6_longjump,Tier-2,20,45,9,0.28421052631578947,2.0124611797498106
random_layered_k6_longjump,Tier-2,20,46,8,0.3894736842105263,1.7888543819998317
random_layered_k6_longjump,Tier-2,20,47,11,0.29473684210526313,2.4596747752497685
random_layered_k6_longjump,Tier-2,20,48,8,0.2789473684210526,1.7888543819998317
random_layered_k6_longjump,Tier-2,20,49,6,0.45789473684210524,1.3416407864998738
random_layered_k6_longjump,Tier-2,20,50,8,0.4105263157894737,1.7888543819998317
random_layered_k6_longjump,Tier-2,20,51,7,0.5,1.5652475842498528
random_layered_k6_longjump,Tier-2,28,42,8,0.48412698412698413,1.5118578920369088
random_layered_k6_longjump,Tier-2,28,43,11,0.42328042328042326,2.0788046015507495
random_layered_k6_longjump,Tier-2,28,44,9,0.5158730158730159,1.7008401285415224
random_layered_k6_longjump,Tier-2,28,45,12,0.2724867724867725,2.2677868380553634
random_layered_k6_longjump,Tier-2,28,46,8,0.4708994708994709,1.5118578920369088
random_layered_k6_longjump,Tier-2,28,47,9,0.36772486772486773,1.7008401285415224
random_layered_k6_longjump,Tier-2,28,48,9,0.35185185185185186,1.7008401285415224
random_layered_k6_longjump,Tier-2,28,49,8,0.544973544973545,1.5118578920369088
random_layered_k6_longjump,Tier-2,28,50,8,0.5529100529100529,1.5118578920369088
random_layered_k6_longjump,Tier-2,28,51,8,0.48677248677248675,1.5118578920369088
random_layered_k6_longjump,Tier-2,36,42,10,0.49682539682539684,1.6666666666666667
random_layered_k6_longjump,Tier-2,36,43,11,0.4301587301587302,1.8333333333333333
random_layered_k6_longjump,Tier-2,36,44,9,0.5111111111111111,1.5
random_layered_k6_longjump,Tier-2,36,45,9,0.4746031746031746,1.5
random_layered_k6_longjump,Tier-2,36,46,9,0.5206349206349207,1.5
random_layered_k6_longjump,Tier-2,36,47,10,0.47619047619047616,1.6666666666666667
random_layered_k6_longjump,Tier-2,36,48,8,0.5714285714285714,1.3333333333333333
random_layered_k6_longjump,Tier-2,36,49,10,0.5,1.6666666666666667
random_layered_k6_longjump,Tier-2,36,50,10,0.5190476190476191,1.6666666666666667
random_layered_k6_longjump,Tier-2,36,51,11,0.43174603174603177,1.8333333333333333
random_layered_k6_longjump,Tier-2,44,42,12,0.4978858350951374,1.8090680674665818
random_layered_k6_longjump,Tier-2,44,43,12,0.4714587737843552,1.8090680674665818
random_layered_k6_longjump,Tier-2,44,44,10,0.5591966173361522,1.507556722888818
random_layered_k6_longjump,Tier-2,44,45,11,0.46617336152219874,1.6583123951777
random_layered_k6_longjump,Tier-2,44,46,10,0.5454545454545454,1.507556722888818
random_layered_k6_longjump,Tier-2,44,47,11,0.48520084566596194,1.6583123951777
random_layered_k6_longjump,Tier-2,44,48,12,0.5221987315010571,1.8090680674665818
random_layered_k6_longjump,Tier-2,44,49,12,0.5264270613107822,1.8090680674665818
random_layered_k6_longjump,Tier-2,44,50,11,0.5676532769556025,1.6583123951777
random_layered_k6_longjump,Tier-2,44,51,12,0.5105708245243129,1.8090680674665818
random_layered_k6_longjump,Tier-2,52,42,15,0.5867269984917044,2.0801257358446095
random_layered_k6_longjump,Tier-2,52,43,13,0.5633484162895928,1.8027756377319948
random_layered_k6_longjump,Tier-2,52,44,12,0.5625942684766214,1.6641005886756874
random_layered_k6_longjump,Tier-2,52,45,12,0.5475113122171946,1.6641005886756874
random_layered_k6_longjump,Tier-2,52,46,13,0.5641025641025641,1.8027756377319948
random_layered_k6_longjump,Tier-2,52,47,13,0.5331825037707391,1.8027756377319948
random_layered_k6_longjump,Tier-2,52,48,13,0.528657616892911,1.8027756377319948
random_layered_k6_longjump,Tier-2,52,49,11,0.5248868778280543,1.52542553961938
random_layered_k6_longjump,Tier-2,52,50,12,0.5535444947209653,1.6641005886756874
random_layered_k6_longjump,Tier-2,52,51,14,0.5769230769230769,1.9414506867883021
random_layered_k6_longjump,Tier-2,56,42,16,0.5279220779220779,2.138089935299395
random_layered_k6_longjump,Tier-2,56,43,14,0.5240259740259741,1.8708286933869707
random_layered_k6_longjump,Tier-2,56,44,14,0.5727272727272728,1.8708286933869707
random_layered_k6_longjump,Tier-2,56,45,13,0.535064935064935,1.7371980724307585
random_layered_k6_longjump,Tier-2,56,46,16,0.5506493506493506,2.138089935299395
random_layered_k6_longjump,Tier-2,56,47,12,0.5584415584415584,1.6035674514745464
random_layered_k6_longjump,Tier-2,56,48,14,0.6,1.8708286933869707
random_layered_k6_longjump,Tier-2,56,49,13,0.5337662337662338,1.7371980724307585
random_layered_k6_longjump,Tier-2,56,50,12,0.5785714285714286,1.6035674514745464
random_layered_k6_longjump,Tier-2,56,51,16,0.5909090909090909,2.138089935299395
random_layered_k8_uniform,Tier-2,20,42,10,0.2,2.23606797749979
random_layered_k8_uniform,Tier-2,20,43,11,0.2,2.4596747752497685
random_layered_k8_uniform,Tier-2,20,44,8,0.45263157894736844,1.7888543819998317
random_layered_k8_uniform,Tier-2,20,45,8,0.30526315789473685,1.7888543819998317
random_layered_k8_uniform,Tier-2,20,46,7,0.29473684210526313,1.5652475842498528
random_layered_k8_uniform,Tier-2,20,47,8,0.2894736842105263,1.7888543819998317
random_layered_k8_uniform,Tier-2,20,48,9,0.3105263157894737,2.0124611797498106
random_layered_k8_uniform,Tier-2,20,49,8,0.3263157894736842,1.7888543819998317
random_layered_k8_uniform,Tier-2,20,50,10,0.29473684210526313,2.23606797749979
random_layered_k8_uniform,Tier-2,20,51,8,0.3157894736842105,1.7888543819998317
random_layered_k8_uniform,Tier-2,28,42,10,0.3862433862433862,1.889822365046136
random_layered_k8_uniform,Tier-2,28,43,9,0.4021164021164021,1.7008401285415224
random_layered_k8_uniform,Tier-2,28,44,9,0.3941798941798942,1.7008401285415224
random_layered_k8_uniform,Tier-2,28,45,11,0.2724867724867725,2.0788046015507495
random_layered_k8_uniform,Tier-2,28,46,7,0.5132275132275133,1.3228756555322951
random_layered_k8_uniform,Tier-2,28,47,12,0.30687830687830686,2.2677868380553634
random_layered_k8_uniform,Tier-2,28,48,13,0.20634920634920634,2.456769074559977
random_layered_k8_uniform,Tier-2,28,49,10,0.41798941798941797,1.889822365046136
random_layered_k8_uniform,Tier-2,28,50,10,0.42328042328042326,1.889822365046136
random_layered_k8_uniform,Tier-2,28,51,8,0.3835978835978836,1.5118578920369088
random_layered_k8_uniform,Tier-2,36,42,11,0.4365079365079365,1.8333333333333333
random_layered_k8_uniform,Tier-2,36,43,10,0.49523809523809526,1.6666666666666667
random_layered_k8_uniform,Tier-2,36,44,8,0.5873015873015873,1.3333333333333333
random_layered_k8_uniform,Tier-2,36,45,12,0.40476190476190477,2.0
random_layered_k8_uniform,Tier-2,36,46,7,0.5111111111111111,1.1666666666666667
random_layered_k8_uniform,Tier-2,36,47,9,0.49047619047619045,1.5
random_layered_k8_uniform,Tier-2,36,48,9,0.5380952380952381,1.5
random_layered_k8_uniform,Tier-2,36,49,10,0.46190476190476193,1.6666666666666667
random_layered_k8_uniform,Tier-2,36,50,9,0.49682539682539684,1.5
random_layered_k8_uniform,Tier-2,36,51,11,0.4142857142857143,1.8333333333333333
random_layered_k8_uniform,Tier-2,44,42,13,0.4418604651162791,1.9598237397554636
random_layered_k8_uniform,Tier-2,44,43,12,0.5422832980972516,1.8090680674665818
random_layered_k8_uniform,Tier-2,44,44,11,0.5465116279069767,1.6583123951777
random_layered_k8_uniform,Tier-2,44,45,10,0.6416490486257929,1.507556722888818
random_layered_k8_uniform,Tier-2,44,46,9,0.5338266384778013,1.3568010505999364
random_layered_k8_uniform,Tier-2,44,47,13,0.3689217758985201,1.9598237397554636
random_layered_k8_uniform,Tier-2,44,48,11,0.5560253699788583,1.6583123951777
random_layered_k8_uniform,Tier-2,44,49,11,0.5010570824524313,1.6583123951777
random_layered_k8_uniform,Tier-2,44,50,11,0.547568710359408,1.6583123951777
random_layered_k8_uniform,Tier-2,44,51,13,0.45454545454545453,1.9598237397554636
random_layered_k8_uniform,Tier-2,52,42,12,0.5414781297134238,1.6641005886756874
random_layered_k8_uniform,Tier-2,52,43,11,0.5829562594268477,1.52542553961938
random_layered_k8_uniform,Tier-2,52,44,11,0.5867269984917044,1.52542553961938
random_layered_k8_uniform,Tier-2,52,45,10,0.5354449472096531,1.386750490563073
random_layered_k8_uniform,Tier-2,52,46,14,0.5165912518853696,1.9414506867883021
random_layered_k8_uniform,Tier-2,52,47,13,0.444947209653092,1.8027756377319948
random_layered_k8_uniform,Tier-2,52,48,11,0.504524886877828,1.52542553961938
random_layered_k8_uniform,Tier-2,52,49,11,0.5852187028657617,1.52542553961938
random_layered_k8_uniform,Tier-2,52,50,10,0.579185520361991,1.386750490563073
random_layered_k8_uniform,Tier-2,52,51,11,0.5610859728506787,1.52542553961938
random_layered_k8_uniform,Tier-2,56,42,15,0.5409090909090909,2.004459314343183
random_layered_k8_uniform,Tier-2,56,43,11,0.5603896103896104,1.4699368305183342
random_layered_k8_uniform,Tier-2,56,44,9,0.6279220779220779,1.2026755886059097
random_layered_k8_uniform,Tier-2,56,45,10,0.6435064935064935,1.3363062095621219
random_layered_k8_uniform,Tier-2,56,46,13,0.5772727272727273,1.7371980724307585
random_layered_k8_uniform,Tier-2,56,47,12,0.5279220779220779,1.6035674514745464
random_layered_k8_uniform,Tier-2,56,48,12,0.488961038961039,1.6035674514745464
random_layered_k8_uniform,Tier-2,56,49,12,0.5467532467532468,1.6035674514745464
random_layered_k8_uniform,Tier-2,56,50,10,0.6019480519480519,1.3363062095621219
random_layered_k8_uniform,Tier-2,56,51,12,0.6175324675324675,1.6035674514745464
multi_layer_random,Tier-2,20,42,8,0.34210526315789475,1.7888543819998317
multi_layer_random,Tier-2,20,43,9,0.2894736842105263,2.0124611797498106
multi_layer_random,Tier-2,20,44,6,0.4368421052631579,1.3416407864998738
multi_layer_random,Tier-2,20,45,11,0.4052631578947368,2.4596747752497685
multi_layer_random,Tier-2,20,46,7,0.3894736842105263,1.5652475842498528
multi_layer_random,Tier-2,20,47,8,0.2894736842105263,1.7888543819998317
multi_layer_random,Tier-2,20,48,9,0.4263157894736842,2.0124611797498106
multi_layer_random,Tier-2,20,49,7,0.4105263157894737,1.5652475842498528
multi_layer_random,Tier-2,20,50,13,0.33157894736842103,2.9068883707497264
multi_layer_random,Tier-2,20,51,10,0.32105263157894737,2.23606797749979
multi_layer_random,Tier-2,28,42,9,0.455026455026455,1.7008401285415224
multi_layer_random,Tier-2,28,43,12,0.32275132275132273,2.2677868380553634
multi_layer_random,Tier-2,28,44,11,0.455026455026455,2.0788046015507495
multi_layer_random,Tier-2,28,45,15,0.35714285714285715,2.834733547569204
multi_layer_random,Tier-2,28,46,10,0.42063492063492064,1.889822365046136
multi_layer_random,Tier-2,28,47,12,0.36507936507936506,2.2677868380553634
multi_layer_random,Tier-2,28,48,11,0.43386243386243384,2.0788046015507495
multi_layer_random,Tier-2,28,49,9,0.46296296296296297,1.7008401285415224
multi_layer_random,Tier-2,28,50,19,0.2724867724867725,3.5906624935876583
multi_layer_random,Tier-2,28,51,14,0.29365079365079366,2.6457513110645903
multi_layer_random,Tier-2,36,42,13,0.4031746031746032,2.1666666666666665
multi_layer_random,Tier-2,36,43,14,0.36507936507936506,2.3333333333333335
multi_layer_random,Tier-2,36,44,12,0.4888888888888889,2.0
multi_layer_random,Tier-2,36,45,19,0.4142857142857143,3.1666666666666665
multi_layer_random,Tier-2,36,46,13,0.44126984126984126,2.1666666666666665
multi_layer_random,Tier-2,36,47,15,0.3825396825396825,2.5
multi_layer_random,Tier-2,36,48,15,0.4746031746031746,2.5
multi_layer_random,Tier-2,36,49,10,0.45714285714285713,1.6666666666666667
multi_layer_random,Tier-2,36,50,25,0.2777777777777778,4.166666666666667
multi_layer_random,Tier-2,36,51,19,0.2571428571428571,3.1666666666666665
multi_layer_random,Tier-2,44,42,15,0.4429175475687104,2.2613350843332274
multi_layer_random,Tier-2,44,43,17,0.40063424947145876,2.5628464289109907
