scale_label,scale_factor,n,gamma,family,mean_score,std_score,mean_penalty,mean_log_H,entropy_method,count
1.840,1.84,52,0.4,lorentzian_like_2d,-79.3603917978011,1.3622002113301417,1.7405052737255307,80.0565939072913,exact,2
1.840,1.84,52,0.6,KR_like,-98.91256813132057,0.799189103329228,16.30513713583083,108.69565041281906,sis,2
1.840,1.84,52,0.6,lorentzian_like_2d,-79.01229074305598,1.3858630017597922,1.7405052737255307,80.0565939072913,exact,2
1.840,1.84,52,0.8,KR_like,-95.6515407041544,0.9387445921250754,16.30513713583083,108.69565041281906,sis,2
1.840,1.84,52,0.8,lorentzian_like_2d,-78.66418968831087,1.4095257921894426,1.7405052737255307,80.0565939072913,exact,2
1.840,1.84,52,1.0,KR_like,-92.39051327698823,1.078300080920938,16.30513713583083,108.69565041281906,sis,2
1.840,1.84,52,1.0,lorentzian_like_2d,-78.31608863356578,1.4331885826190982,1.7405052737255307,80.0565939072913,exact,2
1.840,1.84,52,1.5,KR_like,-84.23794470907282,1.4271888029105944,16.30513713583083,108.69565041281906,sis,2
1.840,1.84,52,1.5,lorentzian_like_2d,-77.44583599670301,1.4923455586932217,1.7405052737255307,80.0565939072913,exact,2
1.840,1.84,52,2.0,lorentzian_like_2d,-76.57558335984024,1.5515025347673501,1.7405052737255307,80.0565939072913,exact,2
1.840,1.84,52,2.0,KR_like,-76.08537614115741,1.7760775249002456,16.30513713583083,108.69565041281906,sis,2
1.860,1.86,52,0.0,KR_like,-108.69565041281906,0.3805226369416454,16.379831244717675,108.69565041281906,sis,2
1.860,1.86,52,0.0,lorentzian_like_2d,-80.0565939072913,1.3148746304708359,1.7583206652884082,80.0565939072913,exact,2
1.860,1.86,52,0.1,KR_like,-107.05766728834729,0.4510561294090099,16.379831244717675,108.69565041281906,sis,2
1.860,1.86,52,0.1,lorentzian_like_2d,-79.88076184076246,1.3267856401514433,1.7583206652884082,80.0565939072913,exact,2
1.860,1.86,52,0.2,KR_like,-105.41968416387553,0.5215896218763996,16.379831244717675,108.69565041281906,sis,2
1.860,1.86,52,0.2,lorentzian_like_2d,-79.70492977423362,1.338696649832051,1.7583206652884082,80.0565939072913,exact,2
1.860,1.86,52,0.4,KR_like,-102.143717914932,0.6626566068111437,16.379831244717675,108.69565041281906,sis,2
1.860,1.86,52,0.4,lorentzian_like_2d,-79.35326564117594,1.3625186691932658,1.7583206652884082,80.0565939072913,exact,2
1.860,1.86,52,0.6,KR_like,-98.86775166598846,0.8037235917458979,16.379831244717675,108.69565041281906,sis,2
1.860,1.86,52,0.6,lorentzian_like_2d,-79.00160150811826,1.386340688554501,1.7583206652884082,80.0565939072913,exact,2
1.860,1.86,52,0.8,KR_like,-95.59178541704492,0.9447905766806269,16.379831244717675,108.69565041281906,sis,2
1.860,1.86,52,0.8,lorentzian_like_2d,-78.64993737506057,1.4101627079157162,1.7583206652884082,80.0565939072913,exact,2
1.860,1.86,52,1.0,KR_like,-92.3158191681014,1.085857561615396,16.379831244717675,108.69565041281906,sis,2
1.860,1.86,52,1.0,lorentzian_like_2d,-78.29827324200289,1.433984727276931,1.7583206652884082,80.0565939072913,exact,2
1.860,1.86,52,1.5,KR_like,-84.12590354574255,1.4385250239522591,16.379831244717675,108.69565041281906,sis,2
1.860,1.86,52,1.5,lorentzian_like_2d,-77.41911290935869,1.4935397756799738,1.7583206652884082,80.0565939072913,exact,2
1.860,1.86,52,2.0,lorentzian_like_2d,-76.53995257671448,1.5530948240830265,1.7583206652884082,80.0565939072913,exact,2
1.860,1.86,52,2.0,KR_like,-75.93598792338372,1.7911924862891317,16.379831244717675,108.69565041281906,sis,2
1.880,1.88,52,0.0,KR_like,-108.69565041281906,0.3805226369416454,16.454525353604517,108.69565041281906,sis,2
1.880,1.88,52,0.0,lorentzian_like_2d,-80.0565939072913,1.3148746304708359,1.776136056851285,80.0565939072913,exact,2
1.880,1.88,52,0.1,KR_like,-107.0501978774586,0.45181187747845825,16.454525353604517,108.69565041281906,sis,2
1.880,1.88,52,0.1,lorentzian_like_2d,-79.87898030160616,1.326865254617223,1.776136056851285,80.0565939072913,exact,2
1.880,1.88,52,0.2,KR_like,-105.40474534209815,0.5231011180152861,16.454525353604517,108.69565041281906,sis,2
1.880,1.88,52,0.2,lorentzian_like_2d,-79.70136669592105,1.3388558787636355,1.776136056851285,80.0565939072913,exact,2
1.880,1.88,52,0.4,KR_like,-102.11384027137726,0.6656795990889169,16.454525353604517,108.69565041281906,sis,2
1.880,1.88,52,0.4,lorentzian_like_2d,-79.34613948455079,1.362837127056405,1.776136056851285,80.0565939072913,exact,2
1.880,1.88,52,0.6,KR_like,-98.82293520065636,0.8082580801625677,16.454525353604517,108.69565041281906,sis,2
1.880,1.88,52,0.6,lorentzian_like_2d,-78.99091227318053,1.386818375349195,1.776136056851285,80.0565939072913,exact,2
1.880,1.88,52,0.8,KR_like,-95.53203012993545,0.9508365612361884,16.454525353604517,108.69565041281906,sis,2
1.880,1.88,52,0.8,lorentzian_like_2d,-78.63568506181028,1.4107996236419895,1.776136056851285,80.0565939072913,exact,2
1.880,1.88,52,1.0,KR_like,-92.24112505921454,1.0934150423098292,16.454525353604517,108.69565041281906,sis,2
1.880,1.88,52,1.0,lorentzian_like_2d,-78.28045785044002,1.4347808719347792,1.776136056851285,80.0565939072913,exact,2
1.880,1.88,52,1.5,KR_like,-84.01386238241228,1.4498612449939237,16.454525353604517,108.69565041281906,sis,2
1.880,1.88,52,1.5,lorentzian_like_2d,-77.39238982201437,1.494733992666736,1.776136056851285,80.0565939072913,exact,2
1.880,1.88,52,2.0,lorentzian_like_2d,-76.50432179358873,1.5546871133987026,1.776136056851285,80.0565939072913,exact,2
