scale_label,scale_factor,n,gamma,family,mean_score,std_score,mean_penalty,mean_log_H,entropy_method,count
2.040,2.04,52,0.6,lorentzian_like_2d,-78.90539839367872,1.3906398697068356,1.9186591893543032,80.0565939072913,exact,2
2.040,2.04,52,0.8,KR_like,-95.05398783305964,0.9992044376806252,17.052078224699272,108.69565041281906,sis,2
2.040,2.04,52,0.8,lorentzian_like_2d,-78.52166655580785,1.4158949494521471,1.9186591893543032,80.0565939072913,exact,2
2.040,2.04,52,1.0,KR_like,-91.64357218811979,1.153874887865389,17.052078224699272,108.69565041281906,sis,2
2.040,2.04,52,1.0,lorentzian_like_2d,-78.137934717937,1.4411500291974837,1.9186591893543032,80.0565939072913,exact,2
2.040,2.04,52,1.5,KR_like,-83.11753307577015,1.5405510133272406,17.052078224699272,108.69565041281906,sis,2
2.040,2.04,52,1.5,lorentzian_like_2d,-77.17860512325984,1.5042877285608127,1.9186591893543032,80.0565939072913,exact,2
2.040,2.04,52,2.0,lorentzian_like_2d,-76.2192755285827,1.5674254279241469,1.9186591893543032,80.0565939072913,exact,2
2.040,2.04,52,2.0,KR_like,-74.59149396342052,1.9272271387891124,17.052078224699272,108.69565041281906,sis,2
2.060,2.06,52,0.0,KR_like,-108.69565041281906,0.3805226369416454,17.126772333586118,108.69565041281906,sis,2
2.060,2.06,52,0.0,lorentzian_like_2d,-80.0565939072913,1.3148746304708359,1.9364745809171806,80.0565939072913,exact,2
2.060,2.06,52,0.1,KR_like,-106.98297317946046,0.4586136101034631,17.126772333586118,108.69565041281906,sis,2
2.060,2.06,52,0.1,lorentzian_like_2d,-79.86294644919958,1.3275817848092915,1.9364745809171806,80.0565939072913,exact,2
2.060,2.06,52,0.2,KR_like,-105.27029594610184,0.5367045832652757,17.126772333586118,108.69565041281906,sis,2
2.060,2.06,52,0.2,lorentzian_like_2d,-79.66929899110787,1.340288939147727,1.9364745809171806,80.0565939072913,exact,2
2.060,2.06,52,0.4,KR_like,-101.84494147938462,0.6928865295889161,17.126772333586118,108.69565041281906,sis,2
2.060,2.06,52,0.4,lorentzian_like_2d,-79.28200407492443,1.3657032478246383,1.9364745809171806,80.0565939072913,exact,2
2.060,2.06,52,0.6,KR_like,-98.41958701266739,0.8490684759125614,17.126772333586118,108.69565041281906,sis,2
2.060,2.06,52,0.6,lorentzian_like_2d,-78.894709158741,1.3911175565015295,1.9364745809171806,80.0565939072913,exact,2
2.060,2.06,52,0.8,KR_like,-94.99423254595017,1.0052504222361867,17.126772333586118,108.69565041281906,sis,2
2.060,2.06,52,0.8,lorentzian_like_2d,-78.50741424255756,1.4165318651784358,1.9364745809171806,80.0565939072913,exact,2
2.060,2.06,52,1.0,KR_like,-91.56887807923295,1.1614323685598171,17.126772333586118,108.69565041281906,sis,2
2.060,2.06,52,1.0,lorentzian_like_2d,-78.12011932637412,1.4419461738553319,1.9364745809171806,80.0565939072913,exact,2
2.060,2.06,52,1.5,KR_like,-83.00549191243988,1.5518872343689103,17.126772333586118,108.69565041281906,sis,2
2.060,2.06,52,1.5,lorentzian_like_2d,-77.15188203591553,1.5054819455475699,1.9364745809171806,80.0565939072913,exact,2
2.060,2.06,52,2.0,lorentzian_like_2d,-76.18364474545695,1.569017717239823,1.9364745809171806,80.0565939072913,exact,2
2.060,2.06,52,2.0,KR_like,-74.44210574564684,1.9423421001780137,17.126772333586118,108.69565041281906,sis,2
