n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group
20,KR_like,1,1.5,1.0,A2,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.694923709085392,-9.99964357961817,-0.49998217898090846,-0.16689815154534954,0.016164287346325735,6.681745359256243,5.444251003571674,1.5817847880126672,10.006453751538038,0.0,robust_zscore,n
20,KR_like,1,1.5,1.0,A3,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.628343847974282,-10.099513371284832,-0.5049756685642416,-0.16856501931835285,0.016164287346325735,6.6396537538648674,5.444251003571674,1.5817847880126672,9.943316343450975,0.0,robust_zscore,n
20,KR_like,1,2.0,1.0,A1,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,0.06657986111111112,-27.408869421024036,-1.370443471051202,-0.45746526922626984,0.016164287346325735,-0.6696616944074693,5.444251003571674,1.5817847880126672,-1.3554876761612642,0.0,robust_zscore,n
20,KR_like,1,2.0,1.0,A2,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.694923709085392,-4.152181725075472,-0.2076090862537736,-0.06930161553037459,0.016164287346325735,6.681745359256243,5.444251003571674,1.5817847880126672,13.34732643116616,0.0,robust_zscore,n
20,KR_like,1,2.0,1.0,A3,27.542029143246257,0.0,exact,0.06657986111111112,11.628343847974282,11.628343847974282,-4.285341447297693,-0.21426707236488465,-0.07152410589437909,0.016164287346325735,6.6396537538648674,5.444251003571674,1.5817847880126672,13.263143220383409,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.0,1.0,A1,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.07201111111111111,-23.380651766837136,-1.1690325883418569,-0.3902326648686044,-0.7481974905509589,-0.6662280730696236,5.444251003571674,1.5817847880126672,0.7481974905509589,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.0,1.0,A2,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.2624202092601939,-23.380651766837136,-1.1690325883418569,-0.3902326648686044,-0.7481974905509589,-0.5458519640110011,5.444251003571674,1.5817847880126672,0.7481974905509589,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.0,1.0,A3,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.19040909814908277,-23.380651766837136,-1.1690325883418569,-0.3902326648686044,-0.7481974905509589,-0.5913771907402232,5.444251003571674,1.5817847880126672,0.7481974905509589,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.2,1.0,A1,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.07201111111111111,-23.366249544614913,-1.1683124772307456,-0.3899922858743037,-0.7481974905509589,-0.6662280730696236,5.444251003571674,1.5817847880126672,0.6149518759370342,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.2,1.0,A2,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.2624202092601939,-23.328167724985096,-1.166408386249255,-0.389356684689812,-0.7481974905509589,-0.5458519640110011,5.444251003571674,1.5817847880126672,0.6390270977487587,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.2,1.0,A3,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.19040909814908277,-23.34256994720732,-1.167128497360366,-0.38959706368411273,-0.7481974905509589,-0.5913771907402232,5.444251003571674,1.5817847880126672,0.6299220524029142,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.4,1.0,A1,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.07201111111111111,-23.351847322392693,-1.1675923661196346,-0.389751906880003,-0.7481974905509589,-0.6662280730696236,5.444251003571674,1.5817847880126672,0.4817062613231094,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.4,1.0,A2,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.2624202092601939,-23.27568368313306,-1.163784184156653,-0.3884807045110197,-0.7481974905509589,-0.5458519640110011,5.444251003571674,1.5817847880126672,0.5298567049465583,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.4,1.0,A3,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.19040909814908277,-23.304488127577503,-1.1652244063788753,-0.3889614624996211,-0.7481974905509589,-0.5913771907402232,5.444251003571674,1.5817847880126672,0.5116466142548696,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.6,1.0,A1,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.07201111111111111,-23.33744510017047,-1.1668722550085235,-0.38951152788570226,-0.7481974905509589,-0.6662280730696236,5.444251003571674,1.5817847880126672,0.3484606467091847,0.0,robust_zscore,n
20,lorentzian_like_2d,0,0.6,1.0,A2,23.380651766837136,0.0,exact,0.07201111111111111,0.19040909814908277,0.2624202092601939,-23.22319964128102,-1.161159982064051,-0.38760472433222726,-0.7481974905509589,-0.5458519640110011,5.444251003571674,1.5817847880126672,0.4206863121443582,0.0,robust_zscore,n
