n,gamma,family,action_mode,normalization_method,mean_score_norm,std_score_norm,count
16,8.0,interval_order,A1,robust_zscore,-4.7011691837165435,0.5336341147619816,10
16,8.0,lorentzian_like_2d,A1,robust_zscore,-4.653632776089767,0.2556162129040379,10
16,8.0,absolute_layered,A1,robust_zscore,-4.448061531149877,0.32989697975664317,10
16,10.0,transitive_percolation,A1,robust_zscore,-7.970260961013371,0.6211667999397381,10
16,10.0,lorentzian_like_3d,A1,robust_zscore,-7.553913085349751,0.2797473978566292,10
16,10.0,multi_layer_random,A1,robust_zscore,-6.981647987368241,0.5256352465457715,10
16,10.0,KR_like,A1,robust_zscore,-6.905997633382154,0.14792951515071387,10
16,10.0,interval_order,A1,robust_zscore,-6.0417962811646735,0.5250294965819737,10
16,10.0,lorentzian_like_2d,A1,robust_zscore,-6.00667445384005,0.2548902001347011,10
16,10.0,absolute_layered,A1,robust_zscore,-5.747894624658742,0.29671352645571125,10
16,15.0,transitive_percolation,A1,robust_zscore,-11.167694627077758,0.5388746185291433,10
16,15.0,lorentzian_like_3d,A1,robust_zscore,-10.914006625919246,0.2912016114490159,10
16,15.0,multi_layer_random,A1,robust_zscore,-10.348776354203308,0.513304898558197,10
16,15.0,KR_like,A1,robust_zscore,-10.289690000270173,0.16468390959221654,10
16,15.0,interval_order,A1,robust_zscore,-9.393364024784999,0.5044383010305932,10
16,15.0,lorentzian_like_2d,A1,robust_zscore,-9.389278648215761,0.2537674480695677,10
16,15.0,absolute_layered,A1,robust_zscore,-8.997477358430904,0.21567262475042806,10
16,20.0,transitive_percolation,A1,robust_zscore,-14.365128293142144,0.5308191720011071,10
16,20.0,lorentzian_like_3d,A1,robust_zscore,-14.274100166488742,0.31883824756044116,10
16,20.0,multi_layer_random,A1,robust_zscore,-13.715904721038376,0.5028930097373834,10
16,20.0,KR_like,A1,robust_zscore,-13.673382367158192,0.18303757530655215,10
16,20.0,lorentzian_like_2d,A1,robust_zscore,-12.771882842591474,0.2536427856655047,10
16,20.0,interval_order,A1,robust_zscore,-12.744931768405324,0.4852945150343796,10
16,20.0,absolute_layered,A1,robust_zscore,-12.247060092203068,0.14117783723308303,10
10,0.0,transitive_percolation,A2,robust_zscore,-1.6297366893248018,0.42994185625262626,10
10,0.0,lorentzian_like_3d,A2,robust_zscore,-0.8356962949243281,0.3400507322435559,10
10,0.0,multi_layer_random,A2,robust_zscore,-0.2878285210814449,0.4177907479990027,10
10,0.0,KR_like,A2,robust_zscore,0.016361048324039486,0.23791667952945603,10
10,0.0,lorentzian_like_2d,A2,robust_zscore,0.3854075593272816,0.46461799750403654,10
10,0.0,interval_order,A2,robust_zscore,0.4725841941747704,0.6045053447709949,10
10,0.0,absolute_layered,A2,robust_zscore,1.0942207425000576,0.20877499131627617,10
10,0.5,KR_like,A2,robust_zscore,0.31312988587172974,0.5196226987446708,10
10,0.5,lorentzian_like_2d,A2,robust_zscore,0.6616221132069304,0.6603737657117449,10
10,0.5,multi_layer_random,A2,robust_zscore,0.8666575192491999,0.9735882291324529,10
10,0.5,interval_order,A2,robust_zscore,0.9871255864245698,1.4919515462150734,10
10,0.5,lorentzian_like_3d,A2,robust_zscore,2.0828066806346226,1.2785252769074664,10
10,0.5,absolute_layered,A2,robust_zscore,2.947619792114005,0.701232467902299,10
10,0.5,transitive_percolation,A2,robust_zscore,5.546949692601696,1.5291480164697235,10
10,1.0,KR_like,A2,robust_zscore,0.60989872341942,1.2494033960879345,10
10,1.0,lorentzian_like_2d,A2,robust_zscore,0.9378366670865793,1.6572168676989898,10
10,1.0,interval_order,A2,robust_zscore,1.5016669786743693,2.4337652831593872,10
10,1.0,multi_layer_random,A2,robust_zscore,2.021143559579845,2.2781547295285516,10
10,1.0,absolute_layered,A2,robust_zscore,4.801018841727952,1.1978049131259463,10
10,1.0,lorentzian_like_3d,A2,robust_zscore,5.001309656193572,2.8735053495416114,10
10,1.0,transitive_percolation,A2,robust_zscore,12.723636074528192,3.474841682394646,10
10,1.5,KR_like,A2,robust_zscore,0.9066675609671101,1.9823237973939654,10
10,1.5,lorentzian_like_2d,A2,robust_zscore,1.2140512209662282,2.673329869664775,10
10,1.5,interval_order,A2,robust_zscore,2.0162083709241685,3.3848646684367947,10
10,1.5,multi_layer_random,A2,robust_zscore,3.1756295999104895,3.5917814388430838,10
10,1.5,absolute_layered,A2,robust_zscore,6.6544178913418985,1.694879318595879,10
10,1.5,lorentzian_like_3d,A2,robust_zscore,7.9198126317525235,4.470218432130382,10
10,1.5,transitive_percolation,A2,robust_zscore,19.90032245645469,5.42158124388631,10
10,2.0,KR_like,A2,robust_zscore,1.2034363985148004,2.715843169942954,10
10,2.0,lorentzian_like_2d,A2,robust_zscore,1.4902657748458767,3.692840105773306,10
10,2.0,interval_order,A2,robust_zscore,2.530749763173968,4.339148018518505,10
10,2.0,multi_layer_random,A2,robust_zscore,4.330115640241134,4.90719765631449,10
10,2.0,absolute_layered,A2,robust_zscore,8.507816940955847,2.1921142438583066,10
10,2.0,lorentzian_like_3d,A2,robust_zscore,10.838315607311475,6.067296465068537,10
10,2.0,transitive_percolation,A2,robust_zscore,27.077008838381186,7.368537782717211,10
10,3.0,KR_like,A2,robust_zscore,1.796974073610181,4.183418480036095,10
10,3.0,lorentzian_like_2d,A2,robust_zscore,2.0426948826051747,5.734803465182562,10
10,3.0,interval_order,A2,robust_zscore,3.5598325476735675,6.25143207042676,10
10,3.0,multi_layer_random,A2,robust_zscore,6.639087720902424,7.539651763079573,10
10,3.0,absolute_layered,A2,robust_zscore,12.214615040183741,3.186765090440865,10
10,3.0,lorentzian_like_3d,A2,robust_zscore,16.675321558429374,9.261792197197373,10
10,3.0,transitive_percolation,A2,robust_zscore,41.430381602234185,11.262651686553635,10
10,4.0,KR_like,A2,robust_zscore,2.390511748705561,5.651244731234102,10
10,4.0,lorentzian_like_2d,A2,robust_zscore,2.595123990364472,7.778115193218238,10
10,4.0,interval_order,A2,robust_zscore,4.5889153321731655,8.16577036581077,10
10,4.0,multi_layer_random,A2,robust_zscore,8.948059801563712,10.172869240424983,10
10,4.0,absolute_layered,A2,robust_zscore,15.921413139411635,4.18151375227763,10
10,4.0,lorentzian_like_3d,A2,robust_zscore,22.512327509547276,12.456450454320569,10
10,4.0,transitive_percolation,A2,robust_zscore,55.78375436608718,15.156861370006727,10
10,6.0,KR_like,A2,robust_zscore,3.5775870988963225,8.58713532047356,10
10,6.0,lorentzian_like_2d,A2,robust_zscore,3.6999822058830674,11.865997371485403,10
10,6.0,interval_order,A2,robust_zscore,6.647080901172364,11.996675670096176,10
10,6.0,multi_layer_random,A2,robust_zscore,13.566003962886294,15.440032005894698,10
10,6.0,absolute_layered,A2,robust_zscore,23.335009337867426,6.171115312816682,10
10,6.0,lorentzian_like_3d,A2,robust_zscore,34.18633941178308,18.84592393803576,10
10,6.0,transitive_percolation,A2,robust_zscore,84.49049989379316,22.945373010752547,10
10,8.0,KR_like,A2,robust_zscore,4.764662449087083,11.523141156958715,10
10,8.0,lorentzian_like_2d,A2,robust_zscore,4.8048404214016625,15.954482787924713,10
10,8.0,interval_order,A2,robust_zscore,8.705246470171563,15.82875452856559,10
10,8.0,multi_layer_random,A2,robust_zscore,18.183948124208875,20.707548095294673,10
10,8.0,absolute_layered,A2,robust_zscore,30.748605536323215,8.160771145480505,10
10,8.0,lorentzian_like_3d,A2,robust_zscore,45.86035131401888,25.235474235030562,10
10,8.0,transitive_percolation,A2,robust_zscore,113.19724542149916,30.733929737250307,10
10,10.0,lorentzian_like_2d,A2,robust_zscore,5.909698636920258,20.043202293776183,10
10,10.0,KR_like,A2,robust_zscore,5.9517377992778435,14.459192036400756,10
10,10.0,interval_order,A2,robust_zscore,10.76341203917076,19.661320760403605,10
10,10.0,multi_layer_random,A2,robust_zscore,22.80189228553145,25.975202557640486,10
10,10.0,absolute_layered,A2,robust_zscore,38.162201734779,10.150449335618939,10
10,10.0,lorentzian_like_3d,A2,robust_zscore,57.534363216254675,31.62505478709768,10
10,10.0,transitive_percolation,A2,robust_zscore,141.90399094920514,38.522504202927976,10
10,15.0,lorentzian_like_2d,A2,robust_zscore,8.671844175716746,30.265402586758423,10
10,15.0,KR_like,A2,robust_zscore,8.919426174754745,21.799396861221247,10
10,15.0,interval_order,A2,robust_zscore,15.908825961668754,29.24361105675071,10
10,15.0,multi_layer_random,A2,robust_zscore,34.346752688837896,39.14457749749732,10
10,15.0,absolute_layered,A2,robust_zscore,56.696192230918484,15.124684720615214,10
10,15.0,lorentzian_like_3d,A2,robust_zscore,86.71939297184419,47.59905857497915,10
10,15.0,transitive_percolation,A2,robust_zscore,213.67085476847015,57.99397107316262,10
10,20.0,lorentzian_like_2d,A2,robust_zscore,11.433989714513235,40.48782891461212,10
10,20.0,KR_like,A2,robust_zscore,11.887114550231649,29.139645538781526,10
10,20.0,interval_order,A2,robust_zscore,21.05423988416675,38.826410785954664,10
10,20.0,multi_layer_random,A2,robust_zscore,45.89161309214435,52.31408746315211,10
10,20.0,absolute_layered,A2,robust_zscore,75.23018272705795,20.098943254901798,10
10,20.0,lorentzian_like_3d,A2,robust_zscore,115.90442272743368,63.57309208193168,10
10,20.0,transitive_percolation,A2,robust_zscore,285.43771858773505,77.4654553468635,10
12,0.0,transitive_percolation,A2,robust_zscore,-1.8193374572337024,0.6518388167533488,10
12,0.0,lorentzian_like_3d,A2,robust_zscore,-0.9955775135852717,0.4819195082151173,10
12,0.0,multi_layer_random,A2,robust_zscore,-0.08838545111699514,0.6249649694737065,10
12,0.0,KR_like,A2,robust_zscore,0.026170411038473708,0.3017463484214357,10
12,0.0,interval_order,A2,robust_zscore,0.30010651894244744,0.8277143739835203,10
12,0.0,lorentzian_like_2d,A2,robust_zscore,0.5045153527893371,0.26510723877265024,10
12,0.0,absolute_layered,A2,robust_zscore,1.2645672306276703,0.6016655588969367,10
12,0.5,KR_like,A2,robust_zscore,0.35946616947180715,0.1738761294146271,10
12,0.5,lorentzian_like_2d,A2,robust_zscore,0.47192247258721975,0.2747477076788025,10
12,0.5,interval_order,A2,robust_zscore,0.47662381963797884,1.1084015010182655,10
12,0.5,multi_layer_random,A2,robust_zscore,0.6917610406892727,0.5237035214916702,10
12,0.5,lorentzian_like_3d,A2,robust_zscore,1.2304014383583959,1.0539226877717829,10
12,0.5,absolute_layered,A2,robust_zscore,2.1839675702229475,1.1705339568026432,10
12,0.5,transitive_percolation,A2,robust_zscore,2.973771653917318,1.061642102721006,10
12,1.0,lorentzian_like_2d,A2,robust_zscore,0.43932959238510244,0.3765598522089649,10
12,1.0,interval_order,A2,robust_zscore,0.6531411203335102,1.4604609415339345,10
12,1.0,KR_like,A2,robust_zscore,0.6927619279051405,0.5430586111159732,10
12,1.0,multi_layer_random,A2,robust_zscore,1.4719075324955404,1.5905608710675958,10
12,1.0,absolute_layered,A2,robust_zscore,3.1033679098182243,1.7545536672794508,10
12,1.0,lorentzian_like_3d,A2,robust_zscore,3.4563803903020633,2.571773489740784,10
12,1.0,transitive_percolation,A2,robust_zscore,7.766880765068338,2.768589184022598,10
12,1.5,lorentzian_like_2d,A2,robust_zscore,0.406736712182985,0.5188592355468882,10
12,1.5,interval_order,A2,robust_zscore,0.8296584210290417,1.8434445768069243,10
12,1.5,KR_like,A2,robust_zscore,1.026057686338474,0.9407922719530936,10
12,1.5,multi_layer_random,A2,robust_zscore,2.2520540243018083,2.675338619972221,10
12,1.5,absolute_layered,A2,robust_zscore,4.0227682494135015,2.342419246584589,10
12,1.5,lorentzian_like_3d,A2,robust_zscore,5.68235934224573,4.091704286064484,10
12,1.5,transitive_percolation,A2,robust_zscore,12.559989876219358,4.4764830157030095,10
12,2.0,lorentzian_like_2d,A2,robust_zscore,0.3741438319808676,0.6765641543303546,10
12,2.0,interval_order,A2,robust_zscore,1.006175721724573,2.2415572991778645,10
12,2.0,KR_like,A2,robust_zscore,1.3593534447718074,1.341925944289987,10
12,2.0,multi_layer_random,A2,robust_zscore,3.032200516108076,3.7625687926273796,10
12,2.0,absolute_layered,A2,robust_zscore,4.942168589008778,2.931818174827097,10
12,2.0,lorentzian_like_3d,A2,robust_zscore,7.908338294189399,5.612025327633068,10
12,2.0,transitive_percolation,A2,robust_zscore,17.353098987370377,6.184539296846747,10
12,3.0,lorentzian_like_2d,A2,robust_zscore,0.30895807157663285,1.0090129067246814,10
12,3.0,interval_order,A2,robust_zscore,1.3592103231156358,3.0594133385590543,10
12,3.0,KR_like,A2,robust_zscore,2.025944961638474,2.146767014219233,10
12,3.0,multi_layer_random,A2,robust_zscore,4.592493499720612,5.938998342912356,10
12,3.0,absolute_layered,A2,robust_zscore,6.780969268199333,4.112578164778261,10
12,3.0,lorentzian_like_3d,A2,robust_zscore,12.360296198076734,8.653015347194467,10
12,3.0,transitive_percolation,A2,robust_zscore,26.939317209672417,9.600792393135613,10
12,4.0,lorentzian_like_2d,A2,robust_zscore,0.24377231117239803,1.350148619720201,10
12,4.0,interval_order,A2,robust_zscore,1.7122449245066989,3.8909174642637536,10
12,4.0,KR_like,A2,robust_zscore,2.692536478505141,2.9527009288532375,10
12,4.0,multi_layer_random,A2,robust_zscore,6.152786483333148,8.116293247422623,10
12,4.0,absolute_layered,A2,robust_zscore,8.619769947389887,5.294495502392752,10
12,4.0,lorentzian_like_3d,A2,robust_zscore,16.81225410196407,11.694167684999961,10
12,4.0,transitive_percolation,A2,robust_zscore,36.52553543197446,13.017109927147189,10
12,6.0,lorentzian_like_2d,A2,robust_zscore,0.11340079036392839,2.0410214524282955,10
12,6.0,interval_order,A2,robust_zscore,2.4183141272888244,5.570376095879367,10
12,6.0,KR_like,A2,robust_zscore,4.025719512238475,4.565532111886003,10
12,6.0,multi_layer_random,A2,robust_zscore,9.273372450558218,12.471666195412029,10
12,6.0,absolute_layered,A2,robust_zscore,12.297371305770996,7.659658992970544,10
12,6.0,lorentzian_like_3d,A2,robust_zscore,25.71616990973874,17.776626089140343,10
12,6.0,transitive_percolation,A2,robust_zscore,55.697971876578535,19.849805224903417,10
12,8.0,lorentzian_like_2d,A2,robust_zscore,-0.016970730444541227,2.736117847744351,10
12,8.0,interval_order,A2,robust_zscore,3.1243833300709496,7.2590724292427575,10
12,8.0,KR_like,A2,robust_zscore,5.358902545971808,6.178809538106273,10
12,8.0,multi_layer_random,A2,robust_zscore,12.39395841778329,16.82740766589223,10
12,8.0,absolute_layered,A2,robust_zscore,15.974972664152105,10.0255492418849,10
12,8.0,lorentzian_like_3d,A2,robust_zscore,34.62008571751341,23.85915883015615,10
12,8.0,transitive_percolation,A2,robust_zscore,74.87040832118262,26.682529418099573,10
12,10.0,lorentzian_like_2d,A2,robust_zscore,-0.14734225125301084,3.4328731723951558,10
12,10.0,interval_order,A2,robust_zscore,3.8304525328530756,8.951780089125117,10
12,10.0,KR_like,A2,robust_zscore,6.692085579705141,7.792256047246081,10
12,10.0,multi_layer_random,A2,robust_zscore,15.51454438500836,21.183290331560734,10
12,10.0,absolute_layered,A2,robust_zscore,19.652574022533212,12.391749987933505,10
12,10.0,lorentzian_like_3d,A2,robust_zscore,43.52400152528808,29.94172060442481,10
12,10.0,transitive_percolation,A2,robust_zscore,94.0428447657867,33.515264834085265,10
12,15.0,lorentzian_like_2d,A2,robust_zscore,-0.4732710532741846,5.177622146503952,10
12,15.0,interval_order,A2,robust_zscore,5.595625539808389,13.19095960734246,10
12,15.0,KR_like,A2,robust_zscore,10.025043164038475,11.826157896765977,10
12,15.0,multi_layer_random,A2,robust_zscore,23.31600930307104,32.07323719894067,10
12,15.0,absolute_layered,A2,robust_zscore,28.846577418485982,18.307820190655086,10
12,15.0,lorentzian_like_3d,A2,robust_zscore,65.78379104472475,45.14817505308155,10
12,15.0,transitive_percolation,A2,robust_zscore,141.97393587729692,50.59712263639929,10
12,20.0,lorentzian_like_2d,A2,robust_zscore,-0.7991998552953588,6.923985877062742,10
12,20.0,interval_order,A2,robust_zscore,7.360798546763704,17.434546484885317,10
12,20.0,KR_like,A2,robust_zscore,13.358000748371811,15.86021868089728,10
12,20.0,multi_layer_random,A2,robust_zscore,31.117474221133715,42.963318466423544,10
12,20.0,absolute_layered,A2,robust_zscore,38.040580814438755,24.224226413041738,10
12,20.0,lorentzian_like_3d,A2,robust_zscore,88.04358056416143,60.35465774591976,10
12,20.0,transitive_percolation,A2,robust_zscore,189.9050269888071,67.67899128757863,10
14,0.0,transitive_percolation,A2,robust_zscore,-1.8545713851747991,0.3441800872105064,10
14,0.0,lorentzian_like_3d,A2,robust_zscore,-0.6962331763450836,0.3235352211740025,10
14,0.0,KR_like,A2,robust_zscore,-0.0982863559183255,0.13299491490437912,10
14,0.0,multi_layer_random,A2,robust_zscore,-0.08484236583616729,0.3953998292198468,10
14,0.0,interval_order,A2,robust_zscore,0.5037232283012364,0.7429571302464073,10
14,0.0,lorentzian_like_2d,A2,robust_zscore,0.619550818689927,0.2527370074621772,10
14,0.0,absolute_layered,A2,robust_zscore,1.0714365932082062,0.30894871427389775,10
14,0.5,KR_like,A2,robust_zscore,0.02931296604730333,0.15274480347775157,10
14,0.5,multi_layer_random,A2,robust_zscore,0.21448830840803063,0.23555961378158943,10
14,0.5,lorentzian_like_3d,A2,robust_zscore,0.29850643308392716,0.5351594629776957,10
14,0.5,lorentzian_like_2d,A2,robust_zscore,0.32101748255402307,0.24233057322126217,10
14,0.5,interval_order,A2,robust_zscore,0.6785111865871103,0.9793879062804461,10
14,0.5,absolute_layered,A2,robust_zscore,2.030054839073836,0.587353141658286,10
14,0.5,transitive_percolation,A2,robust_zscore,2.336770772658959,0.4852691459551078,10
14,1.0,lorentzian_like_2d,A2,robust_zscore,0.022484146418119095,0.23378466690580668,10
14,1.0,KR_like,A2,robust_zscore,0.15691228801293217,0.2845267720190502,10
14,1.0,multi_layer_random,A2,robust_zscore,0.5138189826522286,0.6843707167636981,10
14,1.0,interval_order,A2,robust_zscore,0.8532991448729843,1.274525345950903,10
14,1.0,lorentzian_like_3d,A2,robust_zscore,1.293246042512938,1.3407446701118813,10
14,1.0,absolute_layered,A2,robust_zscore,2.988673084939466,0.8743851224714712,10
14,1.0,transitive_percolation,A2,robust_zscore,6.528112930492716,1.2880330247315979,10
14,1.5,lorentzian_like_2d,A2,robust_zscore,-0.2760491897177849,0.22730923040755963,10
14,1.5,KR_like,A2,robust_zscore,0.284511609978561,0.4365331309405896,10
14,1.5,multi_layer_random,A2,robust_zscore,0.8131496568964265,1.1810867300512962,10
14,1.5,interval_order,A2,robust_zscore,1.0280871031588583,1.596129022633382,10
14,1.5,lorentzian_like_3d,A2,robust_zscore,2.287985651941949,2.1536659207492317,10
14,1.5,absolute_layered,A2,robust_zscore,3.9472913308050956,1.1636778747584182,10
14,1.5,transitive_percolation,A2,robust_zscore,10.719455088326475,2.0950152072913264,10
14,2.0,lorentzian_like_2d,A2,robust_zscore,-0.5745825258536889,0.2230846340795343,10
14,2.0,KR_like,A2,robust_zscore,0.41211093194418985,0.5934206317858329,10
14,2.0,multi_layer_random,A2,robust_zscore,1.1124803311406244,1.6838337475724101,10
14,2.0,interval_order,A2,robust_zscore,1.2028750614447323,1.9310203699682649,10
14,2.0,lorentzian_like_3d,A2,robust_zscore,3.2827252613709597,2.9679012001925256,10
14,2.0,absolute_layered,A2,robust_zscore,4.905909576670725,1.4538824830172192,10
14,2.0,transitive_percolation,A2,robust_zscore,14.910797246160234,2.9026996196582373,10
14,3.0,lorentzian_like_2d,A2,robust_zscore,-1.1716491981254968,0.22183427460011415,10
14,3.0,KR_like,A2,robust_zscore,0.6673095758754475,0.9117375357475266,10
14,3.0,interval_order,A2,robust_zscore,1.5524509780164801,2.620164065982757,10
14,3.0,multi_layer_random,A2,robust_zscore,1.71114167962902,2.6939078416767246,10
14,3.0,lorentzian_like_3d,A2,robust_zscore,5.272204480228981,4.597520943981936,10
14,3.0,absolute_layered,A2,robust_zscore,6.823146068401985,2.035466556867513,10
14,3.0,transitive_percolation,A2,robust_zscore,23.293481561827747,4.518668826095443,10
14,4.0,lorentzian_like_2d,A2,robust_zscore,-1.7687158703973047,0.2301876294572244,10
14,4.0,KR_like,A2,robust_zscore,0.9225082198067052,1.2321961481765826,10
14,4.0,interval_order,A2,robust_zscore,1.9020268945882282,3.3216976153430986,10
14,4.0,multi_layer_random,A2,robust_zscore,2.309803028117416,3.7059267920338725,10
14,4.0,lorentzian_like_3d,A2,robust_zscore,7.261683699087003,6.227670524295451,10
14,4.0,absolute_layered,A2,robust_zscore,8.740382560133245,2.6177468998176217,10
14,4.0,transitive_percolation,A2,robust_zscore,31.676165877495265,6.134911385398105,10
14,6.0,lorentzian_like_2d,A2,robust_zscore,-2.962849214940921,0.2711729472479636,10
14,6.0,KR_like,A2,robust_zscore,1.4329055076692205,1.8751441415119938,10
14,6.0,interval_order,A2,robust_zscore,2.601178727731724,4.73988306111184,10
14,6.0,multi_layer_random,A2,robust_zscore,3.507125725094208,5.731678019594197,10
14,6.0,lorentzian_like_3d,A2,robust_zscore,11.240642136803046,9.488466836879526,10
14,6.0,absolute_layered,A2,robust_zscore,12.574855543595763,3.783110225633515,10
14,6.0,transitive_percolation,A2,robust_zscore,48.441534508830294,9.367650602290947,10
14,8.0,lorentzian_like_2d,A2,robust_zscore,-4.156982559484537,0.33378439396477316,10
14,8.0,KR_like,A2,robust_zscore,1.9433027955317361,2.519071784968768,10
14,8.0,interval_order,A2,robust_zscore,3.3003305608752207,6.166627021715284,10
14,8.0,multi_layer_random,A2,robust_zscore,4.704448422070999,7.758222392186118,10
14,8.0,lorentzian_like_3d,A2,robust_zscore,15.219600574519088,12.749502178526686,10
14,8.0,absolute_layered,A2,robust_zscore,16.409328527058285,4.948913690678854,10
14,8.0,transitive_percolation,A2,robust_zscore,65.20690314016534,12.600511314296256,10
14,10.0,lorentzian_like_2d,A2,robust_zscore,-5.351115904028153,0.4081888138606796,10
14,10.0,KR_like,A2,robust_zscore,2.4537000833942515,3.1633808918178272,10
14,10.0,interval_order,A2,robust_zscore,3.999482394018716,7.597109135952868,10
14,10.0,multi_layer_random,A2,robust_zscore,5.90177111904779,9.785067127356408,10
14,10.0,lorentzian_like_3d,A2,robust_zscore,19.19855901223513,16.010630494026806,10
14,10.0,absolute_layered,A2,robust_zscore,20.243801510520804,6.114905563211256,10
14,10.0,transitive_percolation,A2,robust_zscore,81.97227177150036,15.833419101129277,10
14,15.0,lorentzian_like_2d,A2,robust_zscore,-8.336449265387191,0.6168038278307818,10
14,15.0,KR_like,A2,robust_zscore,3.72969330305054,4.7748090419874885,10
14,15.0,interval_order,A2,robust_zscore,5.747361976877456,11.180247319466767,10
14,15.0,multi_layer_random,A2,robust_zscore,8.89507786148977,14.852686068888845,10
14,15.0,lorentzian_like_3d,A2,robust_zscore,29.145955106525243,24.163611007595243,10
14,15.0,absolute_layered,A2,robust_zscore,29.8299839691771,9.03023056623397,10
14,15.0,transitive_percolation,A2,robust_zscore,123.88569334983795,23.915769238343795,10
14,20.0,lorentzian_like_2d,A2,robust_zscore,-11.321782626746232,0.8382010587340499,10
14,20.0,KR_like,A2,robust_zscore,5.005686522706829,6.386606473619757,10
14,20.0,interval_order,A2,robust_zscore,7.495241559736196,14.767520926585968,10
14,20.0,multi_layer_random,A2,robust_zscore,11.88838460393175,19.92058714488974,10
14,20.0,lorentzian_like_3d,A2,robust_zscore,39.09335120081535,32.3166815414413,10
14,20.0,absolute_layered,A2,robust_zscore,39.4161664278334,11.945759940398238,10
14,20.0,transitive_percolation,A2,robust_zscore,165.7991149281755,31.99816475692572,10
16,0.0,transitive_percolation,A2,robust_zscore,-1.5753936288845982,0.9150460667183014,10
16,0.0,lorentzian_like_3d,A2,robust_zscore,-0.8337260042107605,0.31006143888517307,10
16,0.0,multi_layer_random,A2,robust_zscore,-0.2473912536981059,0.5555207116974588,10
16,0.0,KR_like,A2,robust_zscore,-0.13861289960611653,0.12182278116197401,10
16,0.0,interval_order,A2,robust_zscore,0.6613392060759768,0.5699159028146487,10
16,0.0,absolute_layered,A2,robust_zscore,0.7512708428855825,0.4646607335833599,10
16,0.0,lorentzian_like_2d,A2,robust_zscore,0.7585339349113728,0.26006678240558506,10
16,0.5,KR_like,A2,robust_zscore,0.17814630950671168,0.14211592114862057,10
16,0.5,lorentzian_like_2d,A2,robust_zscore,0.47830455291817087,0.2676479325285972,10
16,0.5,multi_layer_random,A2,robust_zscore,0.5667439889367473,0.4738692189060276,10
16,0.5,interval_order,A2,robust_zscore,0.6871235617696336,0.7634713387703305,10
16,0.5,lorentzian_like_3d,A2,robust_zscore,0.7318431527826753,0.475826158144715,10
16,0.5,absolute_layered,A2,robust_zscore,1.750705744909545,0.9950128418639245,10
16,0.5,transitive_percolation,A2,robust_zscore,2.6018591183405926,1.317528690963424,10
16,1.0,lorentzian_like_2d,A2,robust_zscore,0.19807517092496887,0.2847926150336316,10
16,1.0,KR_like,A2,robust_zscore,0.4949055186195399,0.2860933460412816,10
16,1.0,interval_order,A2,robust_zscore,0.7129079174632906,1.0047576621303151,10
16,1.0,multi_layer_random,A2,robust_zscore,1.3808792315716005,1.4433409267889834,10
16,1.0,lorentzian_like_3d,A2,robust_zscore,2.297412309776111,1.1934768817867918,10
16,1.0,absolute_layered,A2,robust_zscore,2.750140646933507,1.5368076852969168,10
16,1.0,transitive_percolation,A2,robust_zscore,6.779111865565783,3.495283328891021,10
16,1.5,lorentzian_like_2d,A2,robust_zscore,-0.08215421106823306,0.30991770630827026,10
16,1.5,interval_order,A2,robust_zscore,0.7386922731569474,1.2667882852862522,10
16,1.5,KR_like,A2,robust_zscore,0.8116647277323681,0.4469879112745275,10
16,1.5,multi_layer_random,A2,robust_zscore,2.1950144742064537,2.4258289807975477,10
16,1.5,absolute_layered,A2,robust_zscore,3.749575548957469,2.081127462620889,10
16,1.5,lorentzian_like_3d,A2,robust_zscore,3.862981466769547,1.9209548926608968,10
16,1.5,transitive_percolation,A2,robust_zscore,10.956364612790974,5.681608962024028,10
16,2.0,lorentzian_like_2d,A2,robust_zscore,-0.3623835930614351,0.34126510091699586,10
16,2.0,interval_order,A2,robust_zscore,0.7644766288506043,1.5390036665032611,10
16,2.0,KR_like,A2,robust_zscore,1.1284239368451963,0.611590799124158,10
16,2.0,multi_layer_random,A2,robust_zscore,3.009149716841307,3.410101417264034,10
16,2.0,absolute_layered,A2,robust_zscore,4.749010450981432,2.6264027714224834,10
16,2.0,lorentzian_like_3d,A2,robust_zscore,5.428550623762982,2.6501796976072587,10
16,2.0,transitive_percolation,A2,robust_zscore,15.133617360016165,7.869365056718144,10
16,3.0,lorentzian_like_2d,A2,robust_zscore,-0.9228423570478389,0.41677312520047766,10
16,3.0,interval_order,A2,robust_zscore,0.816045340237918,2.098043639675722,10
16,3.0,KR_like,A2,robust_zscore,1.7619423550708526,0.9441517350419514,10
16,3.0,multi_layer_random,A2,robust_zscore,4.637420202111014,5.3800817090794375,10
16,3.0,absolute_layered,A2,robust_zscore,6.747880255029355,3.718138050930643,10
16,3.0,lorentzian_like_3d,A2,robust_zscore,8.559688937749854,4.110150141130378,10
16,3.0,transitive_percolation,A2,robust_zscore,23.488122854466546,12.246101904044234,10
16,4.0,lorentzian_like_2d,A2,robust_zscore,-1.4833011210342428,0.5028128279331697,10
16,4.0,interval_order,A2,robust_zscore,0.867614051625232,2.666327520210033,10
16,4.0,KR_like,A2,robust_zscore,2.395460773296509,1.2782750026020615,10
16,4.0,multi_layer_random,A2,robust_zscore,6.26569068738072,7.350693544964239,10
16,4.0,absolute_layered,A2,robust_zscore,8.74675005907728,4.810556621194219,10
16,4.0,lorentzian_like_3d,A2,robust_zscore,11.690827251736726,5.570819717638746,10
16,4.0,transitive_percolation,A2,robust_zscore,31.842628348916925,16.623396821776264,10
