family,N,rep,perturbation,pert_rep,in_window_orig,F7_orig,cf_orig,returned,return_step,delta_F_recovery,basin_retention,final_F
Lor4D,20,1,add_edge,1,False,32.95799189351181,0.1368421052631579,False,-1,-3.9435244101176217,True,29.01446748339419
Lor4D,20,1,add_edge,2,False,32.95799189351181,0.1368421052631579,False,-1,-2.433339522459388,True,30.524652371052422
Lor4D,20,1,del_edge,0,False,32.95799189351181,0.1368421052631579,False,-1,-4.340904553852933,True,28.617087339658877
Lor4D,20,1,del_edge,1,False,32.95799189351181,0.1368421052631579,False,-1,-2.049398480784582,True,30.908593412727228
Lor4D,20,1,del_edge,2,False,32.95799189351181,0.1368421052631579,False,-1,-1.1138709198188472,True,31.844120973692963
Lor4D,20,1,del_node,0,False,32.95799189351181,0.1368421052631579,False,-1,-5.771920164588018,True,27.186071728923793
Lor4D,20,1,del_node,1,False,32.95799189351181,0.1368421052631579,False,-1,-4.040418614554021,True,28.91757327895779
Lor4D,20,1,del_node,2,False,32.95799189351181,0.1368421052631579,False,-1,-2.975755306175877,True,29.982236587335933
Lor4D,20,2,add_edge,0,False,29.43229541789576,0.18421052631578946,True,5,-5.858176117983518,False,23.57411929991224
Lor4D,20,2,add_edge,1,False,29.43229541789576,0.18421052631578946,False,-1,-0.45005718109205617,True,28.982238236803703
Lor4D,20,2,add_edge,2,False,29.43229541789576,0.18421052631578946,False,-1,0.21432225872759858,True,29.646617676623357
Lor4D,20,2,del_edge,0,False,29.43229541789576,0.18421052631578946,False,-1,1.1081790911936444,True,30.540474509089403
Lor4D,20,2,del_edge,1,False,29.43229541789576,0.18421052631578946,False,-1,0.2631389146544407,True,29.6954343325502
Lor4D,20,2,del_edge,2,False,29.43229541789576,0.18421052631578946,False,-1,0.43561208484877056,True,29.86790750274453
Lor4D,20,2,del_node,0,False,29.43229541789576,0.18421052631578946,False,-1,-3.174568594085823,True,26.257726823809936
Lor4D,20,2,del_node,1,False,29.43229541789576,0.18421052631578946,False,-1,-2.240806411237589,True,27.19148900665817
Lor4D,20,2,del_node,2,False,29.43229541789576,0.18421052631578946,False,-1,-2.263607150031291,True,27.168688267864468
Lor5D,20,0,add_edge,0,False,32.58359159351688,0.11578947368421053,False,-1,-3.5846381445834226,True,28.998953448933456
Lor5D,20,0,add_edge,1,False,32.58359159351688,0.11578947368421053,False,-1,-2.84673891442079,True,29.73685267909609
Lor5D,20,0,add_edge,2,False,32.58359159351688,0.11578947368421053,False,-1,0.08729402379095319,True,32.67088561730783
Lor5D,20,0,del_edge,0,False,32.58359159351688,0.11578947368421053,False,-1,-1.583568907606896,True,31.000022685909983
Lor5D,20,0,del_edge,1,False,32.58359159351688,0.11578947368421053,False,-1,-2.0572344113964576,True,30.52635718212042
Lor5D,20,0,del_edge,2,False,32.58359159351688,0.11578947368421053,False,-1,-0.8032812481064937,True,31.780310345410385
Lor5D,20,0,del_node,0,False,32.58359159351688,0.11578947368421053,False,-1,-4.421512137787921,True,28.162079455728957
Lor5D,20,0,del_node,1,False,32.58359159351688,0.11578947368421053,False,-1,-5.1755916414936465,True,27.407999952023232
Lor5D,20,0,del_node,2,False,32.58359159351688,0.11578947368421053,False,-1,-5.666560894797957,True,26.91703069871892
Lor5D,20,1,add_edge,0,False,35.90453150661886,0.07894736842105263,False,-1,-2.1290913391929465,True,33.77544016742591
Lor5D,20,1,add_edge,1,False,35.90453150661886,0.07894736842105263,False,-1,-3.8723928582692295,True,32.03213864834963
Lor5D,20,1,add_edge,2,False,35.90453150661886,0.07894736842105263,False,-1,-3.4643116495620987,True,32.44021985705676
Lor5D,20,1,del_edge,0,False,35.90453150661886,0.07894736842105263,False,-1,-3.679188426149352,True,32.22534308046951
Lor5D,20,1,del_edge,1,False,35.90453150661886,0.07894736842105263,False,-1,-2.996819550560609,True,32.90771195605825
Lor5D,20,1,del_edge,2,False,35.90453150661886,0.07894736842105263,False,-1,-4.227801222380499,True,31.67673028423836
Lor5D,20,1,del_node,0,False,35.90453150661886,0.07894736842105263,False,-1,-5.035031158431039,True,30.86950034818782
Lor5D,20,1,del_node,1,False,35.90453150661886,0.07894736842105263,False,-1,-5.231954335097015,True,30.672577171521844
Lor5D,20,1,del_node,2,False,35.90453150661886,0.07894736842105263,False,-1,-6.327542415163229,True,29.57698909145563
Lor5D,20,2,add_edge,0,False,33.0249838967775,0.11578947368421053,True,13,-10.48171113458761,False,22.54327276218989
