n,family,mean_abs_error,max_abs_error,mean_signed_error,mean_sis_std,count
6,absolute_layered,0.0,0.0,0.0,0.0,2
6,KR_like,0.17999004468013147,0.20763936477824396,-0.17999004468013147,0.5850612948740194,2
8,absolute_layered,2.220446049250313e-16,4.440892098500626e-16,-2.220446049250313e-16,0.0,2
8,KR_like,0.09241088806932574,0.12485831137109393,-0.0324474233017682,0.7549507671075676,2
