n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,penalty_neutral,penalty_geometric,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group
10,absolute_layered,0,0.0,1.0,A1,6.173786103901937,0.0,0.1906,0.48736386676401244,0.1906,-6.173786103901937,-0.6173786103901937,-0.2681241237375587,-1.2006084161031387,-0.44883564364470946,2.0662594443367372,0.2983412185185184,1.2006084161031387,0.0,robust_zscore,n
10,absolute_layered,0,0.0,1.0,A2,6.173786103901937,0.0,0.1906,0.48736386676401244,0.6779638667640124,-6.173786103901937,-0.6173786103901937,-0.2681241237375587,-1.2006084161031387,1.1847430793494824,2.0662594443367372,0.2983412185185184,1.2006084161031387,0.0,robust_zscore,n
10,absolute_layered,0,0.0,1.0,A3,6.173786103901937,0.0,0.1906,0.48736386676401244,0.48736386676401244,-6.173786103901937,-0.6173786103901937,-0.2681241237375587,-1.2006084161031387,0.5458772835118576,2.0662594443367372,0.2983412185185184,1.2006084161031387,0.0,robust_zscore,n
10,absolute_layered,0,0.2,1.0,A1,6.173786103901937,0.0,0.1906,0.48736386676401244,0.1906,-6.1356661039019365,-0.6135666103901937,-0.26646859317254346,-1.2006084161031387,-0.44883564364470946,2.0662594443367372,0.2983412185185184,1.1108412873741969,0.0,robust_zscore,n
10,absolute_layered,0,0.2,1.0,A2,6.173786103901937,0.0,0.1906,0.48736386676401244,0.6779638667640124,-6.038193330549134,-0.6038193330549134,-0.26223540441225063,-1.2006084161031387,1.1847430793494824,2.0662594443367372,0.2983412185185184,1.4375570319730353,0.0,robust_zscore,n
10,absolute_layered,0,0.2,1.0,A3,6.173786103901937,0.0,0.1906,0.48736386676401244,0.48736386676401244,-6.076313330549134,-0.6076313330549133,-0.2638909349772658,-1.2006084161031387,0.5458772835118576,2.0662594443367372,0.2983412185185184,1.3097838728055102,0.0,robust_zscore,n
10,absolute_layered,1,0.0,1.0,A1,5.662960480135946,0.0,0.14,0.398641975308642,0.14,-5.662960480135946,-0.5662960480135946,-0.24593924877592305,-1.447830818481541,-0.6184400994127252,2.0662594443367372,0.2983412185185184,1.447830818481541,0.0,robust_zscore,n
10,absolute_layered,1,0.0,1.0,A2,5.662960480135946,0.0,0.14,0.398641975308642,0.538641975308642,-5.662960480135946,-0.5662960480135946,-0.24593924877592305,-1.447830818481541,0.7177546687396271,2.0662594443367372,0.2983412185185184,1.447830818481541,0.0,robust_zscore,n
10,absolute_layered,1,0.0,1.0,A3,5.662960480135946,0.0,0.14,0.398641975308642,0.398641975308642,-5.662960480135946,-0.5662960480135946,-0.24593924877592305,-1.447830818481541,0.24849332867001805,2.0662594443367372,0.2983412185185184,1.447830818481541,0.0,robust_zscore,n
10,absolute_layered,1,0.2,1.0,A1,5.662960480135946,0.0,0.14,0.398641975308642,0.14,-5.6349604801359465,-0.5634960480135947,-0.24472322422659396,-1.447830818481541,-0.6184400994127252,2.0662594443367372,0.2983412185185184,1.324142798598996,0.0,robust_zscore,n
10,absolute_layered,1,0.2,1.0,A2,5.662960480135946,0.0,0.14,0.398641975308642,0.538641975308642,-5.555232085074218,-0.5555232085074218,-0.24126066402396285,-1.447830818481541,0.7177546687396271,2.0662594443367372,0.2983412185185184,1.5913817522294664,0.0,robust_zscore,n
10,absolute_layered,1,0.2,1.0,A3,5.662960480135946,0.0,0.14,0.398641975308642,0.398641975308642,-5.583232085074218,-0.5583232085074218,-0.24247668857329194,-1.447830818481541,0.24849332867001805,2.0662594443367372,0.2983412185185184,1.4975294842155447,0.0,robust_zscore,n
10,KR_like,0,0.0,1.0,A1,8.499843553081124,1.2475587760662663,0.062211111111111106,0.1960157767807972,0.062211111111111106,-8.499843553081124,-0.8499843553081124,-0.36914351521440614,-0.07487492917122798,-0.879178086859339,2.0662594443367372,0.2983412185185184,0.07487492917122798,0.6037764422495979,robust_zscore,n
10,KR_like,0,0.0,1.0,A2,8.499843553081124,1.2475587760662663,0.062211111111111106,0.1960157767807972,0.2582268878919083,-8.499843553081124,-0.8499843553081124,-0.36914351521440614,-0.07487492917122798,-0.22215932909546587,2.0662594443367372,0.2983412185185184,0.07487492917122798,0.6037764422495979,robust_zscore,n
10,KR_like,0,0.0,1.0,A3,8.499843553081124,1.2475587760662663,0.062211111111111106,0.1960157767807972,0.1960157767807972,-8.499843553081124,-0.8499843553081124,-0.36914351521440614,-0.07487492917122798,-0.4306826817184611,2.0662594443367372,0.2983412185185184,0.07487492917122798,0.6037764422495979,robust_zscore,n
10,KR_like,0,0.2,1.0,A1,8.499843553081124,1.2475587760662663,0.062211111111111106,0.1960157767807972,0.062211111111111106,-8.487401330858901,-0.8487401330858901,-0.3686031563690336,-0.07487492917122798,-0.879178086859339,2.0662594443367372,0.2983412185185184,-0.10096068820063983,0.6037764422495979,robust_zscore,n
10,KR_like,0,0.2,1.0,A2,8.499843553081124,1.2475587760662663,0.062211111111111106,0.1960157767807972,0.2582268878919083,-8.448198175502743,-0.8448198175502742,-0.36690058496459604,-0.07487492917122798,-0.22215932909546587,2.0662594443367372,0.2983412185185184,0.030443063352134807,0.6037764422495979,robust_zscore,n
10,KR_like,0,0.2,1.0,A3,8.499843553081124,1.2475587760662663,0.062211111111111106,0.1960157767807972,0.1960157767807972,-8.460640397724966,-0.8460640397724966,-0.36744094380996856,-0.07487492917122798,-0.4306826817184611,2.0662594443367372,0.2983412185185184,-0.011261607172464244,0.6037764422495979,robust_zscore,n
10,KR_like,1,0.0,1.0,A1,8.809265612169312,1.3439058320279695,0.11367777777777778,0.7410831666560245,0.11367777777777778,-8.809265612169312,-0.8809265612169312,-0.38258154449852033,0.07487492917122798,-0.7066686799385112,2.0662594443367372,0.2983412185185184,-0.07487492917122798,0.6504051733248625,robust_zscore,n
10,KR_like,1,0.0,1.0,A2,8.809265612169312,1.3439058320279695,0.11367777777777778,0.7410831666560245,0.8547609444338022,-8.809265612169312,-0.8809265612169312,-0.38258154449852033,0.07487492917122798,1.7773433192617418,2.0662594443367372,0.2983412185185184,-0.07487492917122798,0.6504051733248625,robust_zscore,n
10,KR_like,1,0.0,1.0,A3,8.809265612169312,1.3439058320279695,0.11367777777777778,0.7410831666560245,0.7410831666560245,-8.809265612169312,-0.8809265612169312,-0.38258154449852033,0.07487492917122798,1.3963105597179188,2.0662594443367372,0.2983412185185184,-0.07487492917122798,0.6504051733248625,robust_zscore,n
