family,N,rep,center_layer,n_layers_total,n_nodes,total_relations,bd_ratio,bdg_d2c,bdg_d4,link_frac
Lor2D,48,12,5,10,16,23,0.41020793950850665,-0.25,2.375,0.6956521739130435
Lor2D,48,12,6,10,13,18,0.5617283950617283,0.23076923076923078,3.076923076923077,0.6111111111111112
Lor2D,48,12,7,10,10,9,0.2716049382716049,0.0,2.1,0.7777777777777778
Lor2D,48,12,8,10,8,7,0.36734693877551017,0.25,2.625,0.7142857142857143
Lor2D,48,12,9,10,4,2,0.0,0.0,0.5,1.0
Lor2D,48,13,0,10,15,23,0.0,-2.066666666666667,-0.5333333333333333,1.0
Lor2D,48,13,1,10,21,54,0.31893004115226337,-2.142857142857143,0.9523809523809523,0.7222222222222222
Lor2D,48,13,2,10,21,45,0.5185185185185186,-1.380952380952381,-5.904761904761905,0.6666666666666666
Lor2D,48,13,3,10,16,22,0.22314049586776855,-0.875,0.5625,0.8181818181818182
Lor2D,48,13,4,10,16,24,0.546875,0.0,2.0,0.625
Lor2D,48,13,5,10,14,20,0.24999999999999994,-0.8571428571428571,0.6428571428571429,0.8
Lor2D,48,13,6,10,13,16,0.22265625,-0.5384615384615384,2.076923076923077,0.8125
Lor2D,48,13,7,10,10,10,0.39000000000000007,0.2,3.0,0.7
Lor2D,48,13,8,10,7,5,0.23999999999999994,0.14285714285714285,1.7142857142857142,0.8
Lor2D,48,13,9,10,4,1,0.0,0.5,0.75,1.0
Lor2D,48,14,0,9,14,9,0.0,-0.2857142857142857,0.35714285714285715,1.0
Lor2D,48,14,1,9,19,23,0.32892249527410217,-0.15789473684210525,2.9473684210526314,0.7391304347826086
Lor2D,48,14,2,9,18,34,0.3503460207612456,-1.0,1.3333333333333333,0.7352941176470589
Lor2D,48,14,3,9,17,36,0.44135802469135804,-1.1176470588235294,0.8823529411764706,0.6944444444444444
Lor2D,48,14,4,9,18,43,0.4770146024878313,-1.3333333333333333,-1.9444444444444444,0.6744186046511628
Lor2D,48,14,5,9,17,42,0.5272108843537414,-1.0,0.0,0.6428571428571429
Lor2D,48,14,6,9,16,25,0.2976,-0.625,3.1875,0.76
Lor2D,48,14,7,9,11,7,0.16326530612244902,0.09090909090909091,1.2727272727272727,0.8571428571428571
Lor2D,48,14,8,9,5,1,0.0,0.6,0.8,1.0
Lor2D,48,15,0,9,12,8,0.0,-0.3333333333333333,0.3333333333333333,1.0
Lor2D,48,15,1,9,19,37,0.298027757487217,-1.8421052631578947,-4.631578947368421,0.7837837837837838
Lor2D,48,15,2,9,21,46,0.46786389413988655,-1.0952380952380953,3.761904761904762,0.6739130434782609
Lor2D,48,15,3,9,19,41,0.5532421177870315,-0.6842105263157895,1.4210526315789473,0.6341463414634146
Lor2D,48,15,4,9,17,35,0.6057142857142858,-0.29411764705882354,1.2941176470588236,0.6
Lor2D,48,15,5,9,15,20,0.39000000000000007,-0.06666666666666667,3.6666666666666665,0.7
Lor2D,48,15,6,9,13,17,0.47750865051903113,0.23076923076923078,4.3076923076923075,0.6470588235294118
Lor2D,48,15,7,9,12,18,0.35493827160493824,-0.3333333333333333,3.6666666666666665,0.7222222222222222
Lor2D,48,15,8,9,8,4,0.0,0.0,0.5,1.0
Lor2D,48,16,0,10,13,11,0.0,-0.6923076923076923,0.15384615384615385,1.0
Lor2D,48,16,1,10,20,36,0.4444444444444445,-0.2,5.2,0.6666666666666666
Lor2D,48,16,2,10,19,40,0.325,-1.3157894736842106,1.5263157894736843,0.75
Lor2D,48,16,3,10,18,35,0.39183673469387753,-1.0,0.4444444444444444,0.7142857142857143
Lor2D,48,16,4,10,17,37,0.5916727538349159,-0.058823529411764705,4.705882352941177,0.5945945945945946
Lor2D,48,16,5,10,14,21,0.2947845804988663,-0.5714285714285714,3.0714285714285716,0.7619047619047619
Lor2D,48,16,6,10,12,10,0.39000000000000007,0.3333333333333333,2.6666666666666665,0.7
Lor2D,48,16,7,10,10,13,0.40236686390532544,0.0,3.7,0.6923076923076923
Lor2D,48,16,8,10,8,6,0.19444444444444442,0.0,1.5,0.8333333333333334
Lor2D,48,16,9,10,5,1,0.0,0.6,0.8,1.0
Lor2D,48,17,0,10,16,20,0.0,-1.5,-0.25,1.0
Lor2D,48,17,1,10,20,47,0.5377999094612947,-0.2,6.4,0.6170212765957447
Lor2D,48,17,2,10,14,14,0.6122448979591837,0.7142857142857143,4.285714285714286,0.5714285714285714
Lor2D,48,17,3,10,12,17,0.3979238754325259,-0.3333333333333333,1.6666666666666667,0.7058823529411765
Lor2D,48,17,4,10,11,14,0.2602040816326531,-0.45454545454545453,2.4545454545454546,0.7857142857142857
Lor2D,48,17,5,10,14,29,0.3519619500594531,-0.8571428571428571,4.642857142857143,0.7241379310344828
Lor2D,48,17,6,10,12,16,0.34375,-0.6666666666666666,-1.1666666666666667,0.75
Lor2D,48,17,7,10,13,21,0.2947845804988663,-0.6923076923076923,3.230769230769231,0.7619047619047619
Lor2D,48,17,8,10,11,14,0.36734693877551017,-0.09090909090909091,3.3636363636363638,0.7142857142857143
Lor2D,48,17,9,10,8,4,0.0,0.0,0.5,1.0
Lor2D,48,18,0,8,10,7,0.0,-0.4,0.3,1.0
Lor2D,48,18,1,8,17,36,0.5509259259259259,-0.058823529411764705,5.647058823529412,0.6111111111111112
Lor2D,48,18,2,8,18,34,0.45674740484429055,-0.6666666666666666,1.0555555555555556,0.6764705882352942
Lor2D,48,18,3,8,22,49,0.42565597667638483,-1.6363636363636365,1.1363636363636365,0.7142857142857143
Lor2D,48,18,4,8,20,38,0.34626038781163443,-0.9,4.05,0.7368421052631579
Lor2D,48,18,5,8,20,39,0.33530571992110453,-1.1,1.55,0.7435897435897436
Lor2D,48,18,6,8,16,25,0.3808,-0.625,0.6875,0.72
Lor2D,48,18,7,8,11,5,0.0,0.09090909090909091,0.5454545454545454,1.0
Lor2D,48,19,0,9,12,11,0.0,-0.8333333333333334,0.08333333333333333,1.0
Lor2D,48,19,1,9,17,42,0.56859410430839,0.058823529411764705,8.529411764705882,0.5952380952380952
Lor2D,48,19,2,9,14,22,0.3471074380165289,-0.42857142857142855,3.7142857142857144,0.7272727272727273
Lor2D,48,19,3,9,14,13,0.40236686390532544,0.2857142857142857,2.9285714285714284,0.6923076923076923
Lor2D,48,19,4,9,19,33,0.4747474747474748,-0.47368421052631576,1.105263157894737,0.6666666666666666
Lor2D,48,19,5,9,20,38,0.28047091412742375,-1.2,2.7,0.7631578947368421
Lor2D,48,19,6,9,20,30,0.28777777777777774,-0.6,3.0,0.7666666666666667
Lor2D,48,19,7,9,12,10,0.25999999999999995,-0.16666666666666666,-0.25,0.8
Lor2D,48,19,8,9,6,3,0.0,0.0,0.5,1.0
TransPerc,36,0,0,4,25,13,0.0,-0.04,0.48,1.0
TransPerc,36,0,1,4,32,48,0.4444444444444445,0.0,4.5,0.6666666666666666
TransPerc,36,0,2,4,21,22,0.3471074380165289,0.047619047619047616,2.8095238095238093,0.7272727272727273
TransPerc,36,0,3,4,11,4,0.0,0.2727272727272727,0.6363636363636364,1.0
TransPerc,36,1,0,7,18,8,0.0,0.1111111111111111,0.5555555555555556,1.0
TransPerc,36,1,1,7,24,25,0.35840000000000005,0.08333333333333333,2.875,0.72
TransPerc,36,1,2,7,17,13,0.2840236686390532,0.17647058823529413,2.0,0.7692307692307693
TransPerc,36,1,3,7,14,15,0.4444444444444445,0.2857142857142857,3.5,0.6666666666666666
TransPerc,36,1,4,7,10,9,0.2716049382716049,0.0,2.1,0.7777777777777778
TransPerc,36,1,5,7,9,6,0.4444444444444445,0.5555555555555556,2.5555555555555554,0.6666666666666666
TransPerc,36,1,6,7,4,2,0.0,0.0,0.5,1.0
TransPerc,36,2,0,6,20,12,0.0,-0.2,0.4,1.0
TransPerc,36,2,1,6,26,36,0.4444444444444445,0.07692307692307693,4.230769230769231,0.6666666666666666
TransPerc,36,2,2,6,20,23,0.46880907372400754,0.3,3.85,0.6521739130434783
TransPerc,36,2,3,6,14,11,0.3471074380165289,0.2857142857142857,2.357142857142857,0.7272727272727273
TransPerc,36,2,4,6,10,8,0.3125,0.2,2.2,0.75
TransPerc,36,2,5,6,5,2,0.0,0.2,0.6,1.0
TransPerc,36,3,0,7,19,11,0.0,-0.15789473684210525,0.42105263157894735,1.0
TransPerc,36,3,1,7,26,36,0.23225308641975306,-0.6923076923076923,2.3076923076923075,0.8055555555555556
TransPerc,36,3,2,7,20,20,0.3375,-0.2,0.0,0.75
TransPerc,36,3,3,7,14,12,0.19444444444444442,-0.14285714285714285,1.5714285714285714,0.8333333333333334
TransPerc,36,3,4,7,9,7,0.36734693877551017,0.3333333333333333,2.4444444444444446,0.7142857142857143
TransPerc,36,3,5,7,5,4,0.3125,0.2,2.2,0.75
TransPerc,36,3,6,7,3,1,0.0,0.3333333333333333,0.6666666666666666,1.0
TransPerc,36,4,0,7,15,8,0.0,-0.06666666666666667,0.4666666666666667,1.0
TransPerc,36,4,1,7,22,35,0.5599999999999999,0.36363636363636365,5.7727272727272725,0.6
TransPerc,36,4,2,7,22,32,0.515625,0.2727272727272727,5.0,0.625
TransPerc,36,4,3,7,18,18,0.2716049382716049,-0.1111111111111111,2.2222222222222223,0.7777777777777778
TransPerc,36,4,4,7,13,9,0.2716049382716049,0.23076923076923078,1.8461538461538463,0.7777777777777778
TransPerc,36,4,5,7,6,4,0.3125,0.3333333333333333,2.0,0.75
TransPerc,36,4,6,7,3,1,0.0,0.3333333333333333,0.6666666666666666,1.0
TransPerc,36,5,0,6,25,15,0.0,-0.2,0.4,1.0
TransPerc,36,5,1,6,31,39,0.40236686390532544,0.03225806451612903,3.6129032258064515,0.6923076923076923
TransPerc,36,5,2,6,18,21,0.22675736961451246,-0.4444444444444444,2.0555555555555554,0.8095238095238095
TransPerc,36,5,3,6,10,5,0.23999999999999994,0.4,1.5,0.8
TransPerc,36,5,4,6,5,3,0.4444444444444445,0.6,2.4,0.6666666666666666
TransPerc,36,6,0,4,28,15,0.0,-0.07142857142857142,0.4642857142857143,1.0
TransPerc,36,6,1,4,34,39,0.3287310979618671,-0.17647058823529413,2.0588235294117645,0.7435897435897436
TransPerc,36,6,2,4,19,15,0.33777777777777784,0.2631578947368421,2.3157894736842106,0.7333333333333333
TransPerc,36,6,3,4,8,2,0.0,0.5,0.75,1.0
TransPerc,36,7,0,7,18,5,0.0,0.4444444444444444,0.7222222222222222,1.0
TransPerc,36,7,1,7,22,14,0.36734693877551017,0.45454545454545453,2.1818181818181817,0.7142857142857143
TransPerc,36,7,2,7,12,10,0.39000000000000007,0.3333333333333333,2.6666666666666665,0.7
TransPerc,36,7,3,7,8,5,0.23999999999999994,0.25,1.625,0.8
TransPerc,36,7,4,7,10,13,0.6745562130177516,0.8,5.7,0.5384615384615384
TransPerc,36,7,5,7,11,14,0.36734693877551017,-0.09090909090909091,3.3636363636363638,0.7142857142857143
TransPerc,36,7,6,7,10,4,0.0,0.2,0.6,1.0
TransPerc,36,8,0,5,28,16,0.0,-0.14285714285714285,0.42857142857142855,1.0
TransPerc,36,8,1,5,31,29,0.20214030915576697,-0.22580645161290322,1.6774193548387097,0.8275862068965517
TransPerc,36,8,2,5,15,10,0.39000000000000007,0.4666666666666667,2.3333333333333335,0.7
TransPerc,36,8,3,5,8,7,0.36734693877551017,0.25,2.625,0.7142857142857143
TransPerc,36,8,4,5,5,2,0.0,0.2,0.6,1.0
TransPerc,36,9,0,5,20,10,0.0,0.0,0.5,1.0
TransPerc,36,9,1,5,30,43,0.43915630070308276,-0.06666666666666667,3.4,0.6744186046511628
TransPerc,36,9,2,5,23,30,0.4555555555555556,0.043478260869565216,2.9565217391304346,0.6666666666666666
TransPerc,36,9,3,5,16,9,0.12345679012345685,0.125,1.0625,0.8888888888888888
TransPerc,36,9,4,5,6,1,0.0,0.6666666666666666,0.8333333333333334,1.0
TransPerc,36,10,0,6,20,11,0.0,-0.1,0.45,1.0
TransPerc,36,10,1,6,24,20,0.3125,0.16666666666666666,2.25,0.75
TransPerc,36,10,2,6,19,22,0.41942148760330583,0.15789473684210525,3.526315789473684,0.6818181818181818
TransPerc,36,10,3,6,15,15,0.33777777777777784,0.06666666666666667,2.6666666666666665,0.7333333333333333
TransPerc,36,10,4,6,12,7,0.16326530612244902,0.16666666666666666,1.25,0.8571428571428571
TransPerc,36,10,5,6,5,1,0.0,0.6,0.8,1.0
TransPerc,36,11,0,5,21,12,0.0,-0.14285714285714285,0.42857142857142855,1.0
TransPerc,36,11,1,5,30,40,0.350625,-0.2,3.3333333333333335,0.725
TransPerc,36,11,2,5,23,21,0.22675736961451246,-0.13043478260869565,1.826086956521739,0.8095238095238095
TransPerc,36,11,3,5,15,8,0.3125,0.4666666666666667,1.8,0.75
TransPerc,36,11,4,5,6,2,0.0,0.3333333333333333,0.6666666666666666,1.0
TransPerc,36,12,0,8,16,7,0.0,0.125,0.5625,1.0
TransPerc,36,12,1,8,22,21,0.36734693877551017,0.18181818181818182,2.772727272727273,0.7142857142857143
TransPerc,36,12,2,8,18,21,0.36734693877551017,0.0,3.1666666666666665,0.7142857142857143
TransPerc,36,12,3,8,17,23,0.41020793950850665,-0.17647058823529413,2.2941176470588234,0.6956521739130435
TransPerc,36,12,4,8,12,11,0.2148760330578512,-0.16666666666666666,1.75,0.8181818181818182
TransPerc,36,12,5,8,7,3,0.4444444444444445,0.7142857142857143,2.0,0.6666666666666666
TransPerc,36,12,6,8,3,3,0.4444444444444445,0.3333333333333333,3.3333333333333335,0.6666666666666666
TransPerc,36,13,0,6,21,8,0.0,0.23809523809523808,0.6190476190476191,1.0
TransPerc,36,13,1,6,27,26,0.34171597633136097,0.1111111111111111,2.6296296296296298,0.7307692307692307
TransPerc,36,13,2,6,19,24,0.4444444444444445,0.15789473684210525,3.9473684210526314,0.6666666666666666
TransPerc,36,13,3,6,14,11,0.3471074380165289,0.2857142857142857,2.357142857142857,0.7272727272727273
TransPerc,36,13,4,6,9,7,0.16326530612244902,-0.1111111111111111,1.3333333333333333,0.8571428571428571
TransPerc,36,13,5,6,4,1,0.0,0.5,0.75,1.0
TransPerc,36,14,0,7,20,13,0.0,-0.3,0.35,1.0
TransPerc,36,14,1,7,28,41,0.41760856632956567,-0.07142857142857142,4.178571428571429,0.6829268292682927
TransPerc,36,14,2,7,19,20,0.17250000000000001,-0.47368421052631576,1.5263157894736843,0.85
TransPerc,36,14,3,7,14,11,0.4958677685950414,0.5714285714285714,3.0714285714285716,0.6363636363636364
TransPerc,36,14,4,7,7,7,0.36734693877551017,0.14285714285714285,2.857142857142857,0.7142857142857143
TransPerc,36,14,5,7,5,3,0.4444444444444445,0.6,2.4,0.6666666666666666
TransPerc,36,15,0,6,23,12,0.0,-0.043478260869565216,0.4782608695652174,1.0
TransPerc,36,15,1,6,30,33,0.2571166207529844,-0.26666666666666666,2.2333333333333334,0.7878787878787878
TransPerc,36,15,2,6,20,15,0.33777777777777784,0.3,2.25,0.7333333333333333
TransPerc,36,15,3,6,12,6,0.19444444444444442,0.3333333333333333,1.3333333333333333,0.8333333333333334
TransPerc,36,15,4,6,6,3,0.4444444444444445,0.6666666666666666,2.1666666666666665,0.6666666666666666
TransPerc,36,16,0,5,26,14,0.0,-0.07692307692307693,0.46153846153846156,1.0
TransPerc,36,16,1,5,32,39,0.368836291913215,-0.125,2.4375,0.717948717948718
TransPerc,36,16,2,5,20,17,0.29065743944636685,0.1,2.15,0.7647058823529411
TransPerc,36,16,3,5,10,5,0.23999999999999994,0.4,1.5,0.8
TransPerc,36,16,4,5,4,1,0.0,0.5,0.75,1.0
TransPerc,36,17,0,7,19,12,0.0,-0.2631578947368421,0.3684210526315789,1.0
TransPerc,36,17,1,7,24,31,0.3246618106139438,-0.25,3.0416666666666665,0.7419354838709677
TransPerc,36,17,2,7,16,11,0.3471074380165289,0.375,2.1875,0.7272727272727273
TransPerc,36,17,3,7,11,11,0.4958677685950414,0.45454545454545453,3.6363636363636362,0.6363636363636364
TransPerc,36,17,4,7,10,13,0.40236686390532544,0.0,3.7,0.6923076923076923
TransPerc,36,17,5,7,10,9,0.2716049382716049,0.0,2.1,0.7777777777777778
TransPerc,36,17,6,7,6,2,0.0,0.3333333333333333,0.6666666666666666,1.0
TransPerc,36,18,0,6,23,15,0.0,-0.30434782608695654,0.34782608695652173,1.0
TransPerc,36,18,1,6,28,41,0.4253420582986317,-0.14285714285714285,3.2857142857142856,0.6829268292682927
TransPerc,36,18,2,6,17,17,0.29065743944636685,-0.058823529411764705,2.3529411764705883,0.7647058823529411
TransPerc,36,18,3,6,12,13,0.40236686390532544,0.16666666666666666,3.25,0.6923076923076923
TransPerc,36,18,4,6,8,6,0.19444444444444442,0.0,1.5,0.8333333333333334
TransPerc,36,18,5,6,4,1,0.0,0.5,0.75,1.0
TransPerc,36,19,0,5,20,9,0.0,0.1,0.55,1.0
TransPerc,36,19,1,5,29,34,0.42820069204152245,0.1724137931034483,3.6206896551724137,0.6764705882352942
TransPerc,36,19,2,5,24,31,0.3746097814776274,-0.08333333333333333,3.4583333333333335,0.7096774193548387
TransPerc,36,19,3,5,16,12,0.09027777777777782,-0.25,0.875,0.9166666666666666
TransPerc,36,19,4,5,7,1,0.0,0.7142857142857143,0.8571428571428571,1.0
TransPerc,48,0,0,7,20,12,0.0,-0.2,0.4,1.0
TransPerc,48,0,1,7,29,37,0.42951059167275385,0.10344827586206896,3.8620689655172415,0.6756756756756757
TransPerc,48,0,2,7,24,30,0.33777777777777784,-0.16666666666666666,3.0833333333333335,0.7333333333333333
TransPerc,48,0,3,7,19,16,0.3125,0.15789473684210525,2.263157894736842,0.75
TransPerc,48,0,4,7,16,17,0.47750865051903113,0.375,3.6875,0.6470588235294118
TransPerc,48,0,5,7,13,12,0.3125,0.07692307692307693,2.3846153846153846,0.75
TransPerc,48,0,6,7,9,3,0.0,0.3333333333333333,0.6666666666666666,1.0
TransPerc,48,1,0,7,22,8,0.0,0.2727272727272727,0.6363636363636364,1.0
TransPerc,48,1,1,7,28,25,0.2976,0.07142857142857142,2.25,0.76
TransPerc,48,1,2,7,20,24,0.38888888888888884,-0.1,2.05,0.7083333333333334
TransPerc,48,1,3,7,19,24,0.3767361111111111,-0.05263157894736842,3.4210526315789473,0.7083333333333334
TransPerc,48,1,4,7,18,24,0.53125,0.2222222222222222,3.2777777777777777,0.625
TransPerc,48,1,5,7,13,12,0.19444444444444442,-0.23076923076923078,1.6153846153846154,0.8333333333333334
TransPerc,48,1,6,7,7,2,0.0,0.42857142857142855,0.7142857142857143,1.0
TransPerc,48,2,0,7,29,17,0.0,-0.1724137931034483,0.41379310344827586,1.0
TransPerc,48,2,1,7,40,55,0.43438016528925616,0.05,4.125,0.6727272727272727
TransPerc,48,2,2,7,24,21,0.22675736961451246,-0.08333333333333333,1.7916666666666667,0.8095238095238095
TransPerc,48,2,3,7,16,12,0.3125,0.25,2.125,0.75
TransPerc,48,2,4,7,7,6,0.4444444444444445,0.42857142857142855,3.0,0.6666666666666666
TransPerc,48,2,5,7,5,4,0.3125,0.2,2.2,0.75
TransPerc,48,2,6,7,3,1,0.0,0.3333333333333333,0.6666666666666666,1.0
TransPerc,48,3,0,8,22,13,0.0,-0.18181818181818182,0.4090909090909091,1.0
TransPerc,48,3,1,8,26,29,0.26397146254458975,-0.46153846153846156,0.2692307692307692,0.7931034482758621
TransPerc,48,3,2,8,19,23,0.6238185255198488,0.6842105263157895,5.052631578947368,0.5652173913043478
TransPerc,48,3,3,8,15,22,0.5123966942148761,0.06666666666666667,3.2,0.6363636363636364
TransPerc,48,3,4,8,18,24,0.3767361111111111,-0.1111111111111111,3.5555555555555554,0.7083333333333334
TransPerc,48,3,5,8,15,12,0.19444444444444442,-0.06666666666666667,1.5333333333333334,0.8333333333333334
TransPerc,48,3,6,8,11,9,0.2716049382716049,0.09090909090909091,2.0,0.7777777777777778
TransPerc,48,3,7,8,4,2,0.0,0.0,0.5,1.0
TransPerc,48,4,0,10,23,17,0.0,-0.4782608695652174,0.2608695652173913,1.0
TransPerc,48,4,1,10,28,35,0.20081632653061218,-0.6428571428571429,1.8928571428571428,0.8285714285714286
TransPerc,48,4,2,10,20,15,0.4444444444444445,0.5,2.75,0.6666666666666666
TransPerc,48,4,3,10,17,26,0.6745562130177516,0.7647058823529411,6.529411764705882,0.5384615384615384
TransPerc,48,4,4,10,14,12,0.19444444444444442,-0.14285714285714285,1.5714285714285714,0.8333333333333334
TransPerc,48,4,5,10,13,10,0.39000000000000007,0.38461538461538464,2.5384615384615383,0.7
TransPerc,48,4,6,10,6,5,0.23999999999999994,0.0,1.8333333333333333,0.8
TransPerc,48,4,7,10,5,3,0.4444444444444445,0.6,2.4,0.6666666666666666
TransPerc,48,4,8,10,3,3,0.4444444444444445,0.3333333333333333,3.3333333333333335,0.6666666666666666
TransPerc,48,5,0,7,22,12,0.0,-0.09090909090909091,0.45454545454545453,1.0
TransPerc,48,5,1,7,28,33,0.2571166207529844,-0.35714285714285715,2.3214285714285716,0.7878787878787878
TransPerc,48,5,2,7,22,26,0.40236686390532544,0.09090909090909091,3.4545454545454546,0.6923076923076923
TransPerc,48,5,3,7,21,27,0.4444444444444445,0.14285714285714285,4.0,0.6666666666666666
TransPerc,48,5,4,7,19,21,0.38095238095238093,-0.05263157894736842,1.736842105263158,0.7142857142857143
TransPerc,48,5,5,7,13,10,0.23999999999999994,0.07692307692307693,1.7692307692307692,0.8
TransPerc,48,5,6,7,5,1,0.0,0.6,0.8,1.0
TransPerc,48,6,0,8,21,12,0.0,-0.14285714285714285,0.42857142857142855,1.0
TransPerc,48,6,1,8,29,36,0.2777777777777778,-0.4482758620689655,1.6551724137931034,0.7777777777777778
TransPerc,48,6,2,8,23,30,0.3555555555555556,-0.391304347826087,1.0,0.7333333333333333
TransPerc,48,6,3,8,20,34,0.8096885813148789,1.2,8.3,0.47058823529411764
TransPerc,48,6,4,8,14,12,0.3125,0.14285714285714285,2.2857142857142856,0.75
TransPerc,48,6,5,8,12,12,0.4444444444444445,0.3333333333333333,3.3333333333333335,0.6666666666666666
TransPerc,48,6,6,8,7,6,0.19444444444444442,-0.14285714285714285,1.5714285714285714,0.8333333333333334
TransPerc,48,6,7,8,5,1,0.0,0.6,0.8,1.0
TransPerc,48,7,0,13,16,9,0.0,-0.125,0.4375,1.0
TransPerc,48,7,1,13,21,21,0.36734693877551017,0.14285714285714285,2.857142857142857,0.7142857142857143
TransPerc,48,7,2,13,14,9,0.2716049382716049,0.2857142857142857,1.7857142857142858,0.7777777777777778
TransPerc,48,7,3,13,11,11,0.4958677685950414,0.45454545454545453,3.6363636363636362,0.6363636363636364
TransPerc,48,7,4,13,8,8,0.3125,0.0,2.5,0.75
TransPerc,48,7,5,13,8,6,0.4444444444444445,0.5,2.75,0.6666666666666666
TransPerc,48,7,6,13,7,8,0.515625,0.42857142857142855,4.142857142857143,0.625
TransPerc,48,7,7,13,8,9,0.4444444444444445,0.25,3.625,0.6666666666666666
TransPerc,48,7,8,13,9,10,0.39000000000000007,0.1111111111111111,3.2222222222222223,0.7
TransPerc,48,7,9,13,10,12,0.4722222222222223,0.0,1.3,0.6666666666666666
TransPerc,48,7,10,13,10,11,0.3471074380165289,0.0,2.9,0.7272727272727273
TransPerc,48,7,11,13,8,5,0.23999999999999994,0.25,1.625,0.8
TransPerc,48,7,12,13,4,1,0.0,0.5,0.75,1.0
TransPerc,48,8,0,10,19,9,0.0,0.05263157894736842,0.5263157894736842,1.0
TransPerc,48,8,1,10,26,33,0.39485766758494023,0.0,3.576923076923077,0.696969696969697
TransPerc,48,8,2,10,19,19,0.332409972299169,0.05263157894736842,2.6315789473684212,0.7368421052631579
TransPerc,48,8,3,10,12,7,0.36734693877551017,0.5,2.0833333333333335,0.7142857142857143
TransPerc,48,8,4,10,9,10,0.5599999999999999,0.5555555555555556,4.333333333333333,0.6
TransPerc,48,8,5,10,12,20,0.5599999999999999,0.3333333333333333,6.0,0.6
TransPerc,48,8,6,10,13,18,0.4444444444444445,0.07692307692307693,4.230769230769231,0.6666666666666666
TransPerc,48,8,7,10,12,13,0.2840236686390532,-0.16666666666666666,2.4166666666666665,0.7692307692307693
TransPerc,48,8,8,10,7,5,0.23999999999999994,0.14285714285714285,1.7142857142857142,0.8
TransPerc,48,8,9,10,4,1,0.0,0.5,0.75,1.0
TransPerc,48,9,0,7,21,14,0.0,-0.3333333333333333,0.3333333333333333,1.0
TransPerc,48,9,1,7,30,52,0.6379437869822485,0.6,6.933333333333334,0.5576923076923077
TransPerc,48,9,2,7,25,34,0.4878892733564013,0.12,3.44,0.6470588235294118
TransPerc,48,9,3,7,21,25,0.35840000000000005,-0.047619047619047616,3.142857142857143,0.72
TransPerc,48,9,4,7,16,20,0.4725,0.25,4.125,0.65
TransPerc,48,9,5,7,11,11,0.2148760330578512,-0.2727272727272727,1.8181818181818181,0.8181818181818182
TransPerc,48,9,6,7,6,2,0.0,0.3333333333333333,0.6666666666666666,1.0
TransPerc,48,10,0,7,25,17,0.0,-0.36,0.32,1.0
TransPerc,48,10,1,7,32,52,0.4082840236686391,-0.3125,3.59375,0.6923076923076923
TransPerc,48,10,2,7,23,26,0.40236686390532544,0.13043478260869565,3.347826086956522,0.6923076923076923
TransPerc,48,10,3,7,18,21,0.36734693877551017,0.0,3.1666666666666665,0.7142857142857143
TransPerc,48,10,4,7,14,12,0.3125,0.14285714285714285,2.2857142857142856,0.75
TransPerc,48,10,5,7,10,7,0.36734693877551017,0.4,2.3,0.7142857142857143
TransPerc,48,10,6,7,5,2,0.0,0.2,0.6,1.0
TransPerc,48,11,0,7,18,11,0.0,-0.2222222222222222,0.3888888888888889,1.0
TransPerc,48,11,1,7,26,41,0.4408090422367637,-0.38461538461538464,1.5384615384615385,0.6829268292682927
TransPerc,48,11,2,7,25,43,0.5278528934559221,-0.04,3.68,0.627906976744186
TransPerc,48,11,3,7,23,31,0.27679500520291367,-0.4782608695652174,2.6956521739130435,0.7741935483870968
TransPerc,48,11,4,7,19,19,0.41551246537396125,0.2631578947368421,3.1578947368421053,0.6842105263157895
TransPerc,48,11,5,7,13,15,0.3555555555555556,-0.23076923076923078,1.0,0.7333333333333333
TransPerc,48,11,6,7,7,4,0.0,-0.14285714285714285,0.42857142857142855,1.0
TransPerc,48,12,0,8,24,16,0.0,-0.3333333333333333,0.3333333333333333,1.0
TransPerc,48,12,1,8,33,48,0.3767361111111111,-0.21212121212121213,3.787878787878788,0.7083333333333334
TransPerc,48,12,2,8,24,23,0.39697542533081287,0.25,2.9583333333333335,0.6956521739130435
TransPerc,48,12,3,8,19,15,0.4444444444444445,0.47368421052631576,2.8421052631578947,0.6666666666666666
TransPerc,48,12,4,8,12,10,0.23999999999999994,0.0,1.8333333333333333,0.8
TransPerc,48,12,5,8,8,6,0.19444444444444442,0.0,1.5,0.8333333333333334
TransPerc,48,12,6,8,5,6,0.4444444444444445,0.2,3.8,0.6666666666666666
TransPerc,48,12,7,8,3,2,0.0,-0.3333333333333333,0.3333333333333333,1.0
TransPerc,48,13,0,8,20,11,0.0,-0.1,0.45,1.0
TransPerc,48,13,1,8,30,41,0.3402736466389054,-0.26666666666666666,3.3,0.7317073170731707
TransPerc,48,13,2,8,23,23,0.2646502835538752,-0.13043478260869565,2.1739130434782608,0.782608695652174
TransPerc,48,13,3,8,21,23,0.46880907372400754,0.3333333333333333,3.7142857142857144,0.6521739130434783
TransPerc,48,13,4,8,15,17,0.29065743944636685,-0.2,2.533333333333333,0.7647058823529411
TransPerc,48,13,5,8,12,12,0.3125,0.0,2.5,0.75
TransPerc,48,13,6,8,7,5,0.23999999999999994,0.14285714285714285,1.7142857142857142,0.8
TransPerc,48,13,7,8,3,1,0.0,0.3333333333333333,0.6666666666666666,1.0
