d,N,hubble,rep,R_dS,H2,n_causal_pairs,rho_eff,b1_mean,b1_std,b1_median,s_bdg,b1_mean_scaled,b1_std_scaled,s_bdg_scaled
4,256,0.0,10,0.0,0.0,5087,19.87109375,2.39453125,28.114800396637595,1.0,613.0,10.6741031510083,125.32735979274388,2732.5704066581247
4,256,0.0,11,0.0,0.0,5452,21.296875,1.01953125,30.839358371734544,1.0,261.0,4.704987597515044,142.31912818202755,1204.4768249638512
4,256,0.0,12,0.0,0.0,5368,20.96875,0.484375,29.55093176804033,1.0,124.0,2.2180329359548447,135.31858570253993,567.8164316044403
4,256,0.0,13,0.0,0.0,5761,22.50390625,2.4375,33.12753528033741,1.0,624.0,11.563081304010797,157.15133696329337,2960.148813826764
4,256,0.0,14,0.0,0.0,6356,24.828125,2.9609375,29.972487995178074,1.0,758.0,14.753708615644552,149.34639936397227,3776.9494056050053
4,256,0.0,15,0.0,0.0,5499,21.48046875,2.89453125,33.552905538757344,1.0,741.0,13.415291684886375,155.50774056347444,3434.314671330912
4,256,0.25,0,0.75,0.0625,3963,15.48046875,-0.9296875,26.978198256228005,0.0,-238.0,-3.6578765576736716,106.14633300945655,-936.4163987644599
4,256,0.25,1,0.75,0.0625,4272,16.6875,-0.90625,28.190600577807846,1.0,-232.0,-3.7020617540052934,115.15955224446009,-947.7278090253551
4,256,0.25,2,0.75,0.0625,4819,18.82421875,2.24609375,31.23784114045353,1.0,575.0,9.74510134305659,135.53126518072636,2494.745943822487
4,256,0.25,3,0.75,0.0625,3903,15.24609375,-1.80859375,30.79757632342943,1.0,-463.0,-7.061879759534627,120.2529760379572,-1807.8412184408646
4,256,0.25,4,0.75,0.0625,3747,14.63671875,-1.8984375,23.8053105432085,0.0,-486.0,-7.263035515822466,91.07427341722143,-1859.3370920505513
4,256,0.25,5,0.75,0.0625,5247,20.49609375,1.08203125,35.09280538264252,1.0,277.0,4.89863806866057,158.87429534360416,1254.0513455771058
4,256,0.25,6,0.75,0.0625,4412,17.234375,2.37109375,27.572896713597412,1.0,607.0,9.843430856042263,114.46696373818668,2519.918299146819
