family,N,rep,log_H,pi_geo,sigma_hist,xi_dim,pi_cg,d_eff,n_layers,comp_frac,log_H_cg,pi_geo_cg,sigma_hist_cg,xi_dim_cg,pi_cg_cg,d_eff_cg
KR_like,28,3,43.84656337645848,9.524719810423395,0.1607142857142857,6.053132481769437,0.07652033007562278,2.54508253968254,3,0.41005291005291006,27.069410899417015,8.098248361942291,0.22499999999999998,5.912546998373952,0.09376089913701337,2.5738210526315792
KR_like,28,4,45.58632042802335,12.346697331546778,0.1607142857142857,4.591811020444164,0.05935420731890199,2.862542857142857,3,0.35714285714285715,27.421436021192577,10.327278141164257,0.22499999999999998,4.611165367349018,0.10166170411439725,2.8580315789473687
KR_like,28,5,45.07307447237972,11.273444428409816,0.1607142857142857,4.938244938307603,0.07349064387798308,2.783177777777778,3,0.37037037037037035,27.09590241926557,6.111452205030499,0.22499999999999998,5.912546998373949,0.0932212722159232,2.5738210526315792
KR_like,28,6,44.48633139228622,10.001518555876437,0.1607142857142857,6.053132481769433,0.06957625896179481,2.54508253968254,3,0.41005291005291006,26.507714721041452,7.248551555617265,0.22499999999999998,6.223681974551234,0.11094619537753536,2.510663157894737
KR_like,28,7,44.70719850867744,11.33840516255247,0.1607142857142857,5.152152152215391,0.08336933813899701,2.73555873015873,3,0.3783068783068783,26.852574222500323,7.715911586455112,0.22499999999999998,5.609389861531844,0.09454556142826442,2.636978947368421
Lor2D,36,0,50.417705741741,0.17655208053050025,0.3333333333333333,1.3617164583973467,0.04069979297593264,2.0054,8,0.5,30.717067876460156,0.6615630331623935,0.36,0.9792524311111112,0.10765477859477846,2.2654
Lor2D,36,1,51.61976285249297,0.7594319417175813,0.3333333333333333,0.6406636588519705,0.08347442007064591,2.2815904761904764,8,0.45396825396825397,32.32726749374342,0.8690440955164533,0.36,2.2857510616367778,0.0619034958470007,2.2254
Lor2D,36,2,46.63962426843849,0.7785443557811867,0.4166666666666667,1.2818043955677774,0.06252270108021328,1.900638095238095,10,0.5174603174603175,29.452629402613454,0.3735751309453277,0.42000000000000004,0.9142452003023431,0.10216798084826388,2.0254000000000003
Lor2D,36,3,48.13016827783447,0.334081444713274,0.375,1.1875270579908275,0.06681958134826213,1.881590476190476,9,0.5206349206349207,28.841314256156778,0.8971106441072272,0.48,0.4807544392115817,0.0866447216585869,1.8254
Lor2D,36,4,45.690988175496884,0.9496334090149071,0.4166666666666667,0.9242926306991077,0.06087601938960977,1.7577809523809527,10,0.5412698412698412,29.597865664617654,0.2940613259511193,0.42000000000000004,1.0659142638061514,0.12996186433358195,2.0454
Lor2D,36,5,47.73668448476168,0.3169981614741149,0.3333333333333333,0.8678175773929289,0.07923757996755826,2.0054,8,0.5,29.797668472062075,0.24688847600907018,0.36,1.439537808629449,0.06068096530466904,2.1254
Lor2D,36,6,46.271358074321014,0.3699392010871825,0.375,0.9134696149561546,0.06860502225414701,1.9101619047619045,9,0.5158730158730159,29.236849116658323,0.4613733947474751,0.36,1.7094941569903122,0.1023001403895405,1.8254
Lor2D,36,7,49.83952300737865,0.46240493450263354,0.375,1.103719083053082,0.1040931883808689,1.8720666666666665,9,0.5222222222222223,30.13767103393426,0.7939918319652042,0.42000000000000004,4.191760623468896,0.07645629569529118,1.9053999999999998
Lor3D,36,0,66.62857623533526,12.841718153921127,0.20833333333333334,0.35437641723355984,0.061941189727389885,3.1958761904761905,5,0.30158730158730157,40.78597532299979,16.170492723645324,0.24,1.2100000000000002,0.11715619311552965,3.3054
Lor3D,36,1,67.23905501964377,21.96827371173671,0.16666666666666666,0.4079818594104309,0.12088081688053261,3.557780952380952,4,0.24126984126984127,42.1581304867862,27.237497404103653,0.18,0.0,0.10326981470727385,3.6654
Lor3D,36,2,63.174836088923016,9.907726904806152,0.20833333333333334,0.6411402656300614,0.11499819684086798,3.0530190476190477,5,0.3253968253968254,40.074722333811096,13.593670836470283,0.24,0.09599999999999992,0.10665333563064124,3.2054
Lor3D,36,3,63.83715424491707,6.871277611920497,0.20833333333333334,0.45206349206349206,0.09555960366724851,2.8720666666666665,5,0.35555555555555557,37.80305869247301,5.437461503338169,0.24,0.8296000000000003,0.10313616886132815,2.7654
Lor3D,36,4,65.94039249329992,16.634543781569306,0.16666666666666666,5.488979591836733,0.1016677981857379,3.348257142857143,4,0.2761904761904762,41.71468832060262,22.896390800128067,0.24,0.0,0.1506628262165055,3.6454
Lor3D,36,5,66.6512352255257,18.415927762480543,0.16666666666666666,1.2184531927527646,0.09292581614573929,3.3863523809523812,4,0.2698412698412698,41.72340227762609,22.84204760737306,0.24,0.44840000000000024,0.05948759437820463,3.5854
Lor3D,36,6,58.93411592037106,6.730459933068887,0.25,2.2318092917913823,0.09165154340659849,2.8911142857142855,6,0.3523809523809524,38.06189484698743,5.613490541133326,0.30000000000000004,2.067590960012,0.09470903305216044,2.7454
Lor3D,36,7,65.14803503555567,11.378020318042005,0.16666666666666666,4.128974345344793,0.05061099853526482,2.881590476190476,4,0.353968253968254,37.24441610065686,7.6732429323730615,0.24,4.390383584021601,0.08616457622281905,2.7254
Lor4D,36,0,73.29332027759845,32.94260043557142,0.125,0.0,0.04749523987831622,3.786352380952381,3,0.20317460317460317,44.39194829421765,29.560975962407174,0.18,0.0,0.10194620775983698,3.7654
Lor4D,36,1,76.25987123730775,47.77100216662389,0.125,0.8185832472015336,0.06207011993252599,4.100638095238095,3,0.15079365079365079,48.05885513385733,48.95079113224776,0.18,0.0,0.08237853299484908,4.2454
Lor4D,36,2,73.80199657357142,27.793343652340788,0.16666666666666666,0.551836734693877,0.11558832152010053,3.7482571428571427,4,0.20952380952380953,46.495269398888624,40.178659641241204,0.18,0.0,0.07623374654556363,3.9654
Lor4D,36,3,72.20240042860951,26.98114090571847,0.16666666666666666,0.0,0.07630198266195859,3.6054,4,0.23333333333333334,44.12529312792048,32.845378269726275,0.12,0.0,0.05991646211288732,3.5854
Lor4D,36,4,75.87138735929554,42.119172106225385,0.125,0.0,0.061219473291189964,3.967304761904762,3,0.173015873015873,46.379730777300374,44.20184400456131,0.18,0.0,0.1006260267165102,4.1053999999999995
Lor4D,36,5,74.77194727241397,44.07242082590469,0.125,0.8710999111471116,0.0870522636750332,4.072066666666666,3,0.15555555555555556,46.44471990153015,48.31739822437653,0.18,0.6083906400359991,0.10861033328805557,4.2254000000000005
Lor4D,36,6,73.0540651066681,28.242983261069217,0.16666666666666666,0.0,0.10527161587247325,3.672066666666667,4,0.2222222222222222,43.17035564899924,24.921410658079846,0.18,0.0,0.09689239324071623,3.4654000000000003
Lor4D,36,7,72.42256237825342,30.51135973458914,0.125,2.0681006567253433,0.045957769266665886,3.5673047619047615,3,0.2396825396825397,42.90574350497634,28.02295835807985,0.18,2.073582720035999,0.09986978331800406,3.5654000000000003
Lor5D,36,0,78.24591685703281,49.8655343805386,0.125,0.0,0.050456597700002014,4.2054,3,0.13333333333333333,47.90895365902131,46.9596767811643,0.18,0.0,0.051867665160904936,4.1854
Lor5D,36,1,82.21117830811652,61.25226414356406,0.125,0.0,0.03812584371544784,4.462542857142857,3,0.09047619047619047,50.840612340054214,61.74705160898306,0.18,0.0,0.08557544443588706,4.5454
Lor5D,36,2,78.73916324001472,43.27073269948675,0.16666666666666666,0.0,0.05071803635633615,4.138733333333334,4,0.14444444444444443,47.67135773337331,49.44668958869684,0.18,0.0,0.08162691993293048,4.2254000000000005
Lor5D,36,3,75.95328533962913,43.54742093127552,0.125,0.0,0.06077474470460228,3.9958761904761904,3,0.16825396825396827,46.07403924707164,41.16539605890708,0.12,0.0,0.06648657607383952,3.9054
Lor5D,36,4,80.31554350412063,60.87607922939805,0.08333333333333333,0.0,0.061578447476865604,4.348257142857143,2,0.10952380952380952,48.84589444239739,60.41036957326956,0.12,0.0,0.07719085994576019,4.4254
Lor5D,36,5,82.05213052073421,63.39740859794824,0.125,0.0,0.1109744284784121,4.519685714285714,3,0.08095238095238096,51.4295870378012,67.01752264595163,0.18,0.0,0.051150381554636415,4.6454
Lor5D,36,6,77.9148817019231,49.86377268701116,0.125,0.0,0.1318773989384649,4.2339714285714285,3,0.12857142857142856,45.606485933444,44.20114000456131,0.18,0.0,0.09720856669371963,4.1053999999999995
Lor5D,36,7,77.14652979782959,49.82937100567673,0.125,0.0,0.050745356554185585,4.186352380952381,3,0.1365079365079365,46.66985956912511,47.532544835893624,0.18,0.0,0.07148516486552377,4.1854
KR_like,36,0,64.24466196908143,13.531450841652557,0.125,4.96650386942376,0.10798667573295921,2.776828571428571,3,0.37142857142857144,37.445923340768495,7.947326920770319,0.18,6.0515704800359975,0.07055096775264678,2.5454000000000003
KR_like,36,1,64.08875928411454,11.791535207193713,0.125,5.8057760744124165,0.08871224890937711,2.5958761904761904,3,0.4015873015873016,37.106276689129345,8.713656104956721,0.18,5.8563709600360045,0.08606382026197679,2.5854
KR_like,36,2,64.45533800209195,11.993083431160942,0.125,5.578565761487246,0.10393994285620171,2.6434952380952383,3,0.39365079365079364,36.609319563306,6.916662946811981,0.18,6.451569520036005,0.06904507486021978,2.4654
KR_like,36,3,64.02441279248671,13.071916419996981,0.125,5.2680903710110565,0.10409102403326864,2.7101619047619048,3,0.3825396825396825,40.334487067404034,15.255623152932918,0.18,3.7635767200359984,0.07071138337241882,3.0654000000000003
KR_like,36,4,63.80095222924163,10.245160083267427,0.125,6.710535807745744,0.10743372832499487,2.4149238095238097,3,0.43174603174603177,36.287748278531886,6.7175825409615415,0.18,7.398367360035999,0.08293307115934119,2.2854
KR_like,36,5,64.32052214810841,11.352189348961831,0.125,5.990809630874997,0.09531791539862709,2.5577809523809525,3,0.40793650793650793,37.11895872559701,7.546446197299408,0.18,6.451569520036,0.07264177665021317,2.4654
KR_like,36,6,64.59919931208094,13.845646567981735,0.125,4.881968950602898,0.10624506166141671,2.79587619047619,3,0.3682539682539683,37.31966537680477,10.780255653915058,0.18,4.928373360035999,0.06175977782633941,2.7854
KR_like,36,7,65.08392629204783,14.747328285981554,0.125,4.470178710240086,0.10509129932213272,2.8911142857142855,3,0.3523809523809524,38.19313700739429,12.210280511415057,0.18,4.665574080035999,0.05944809041249027,2.8454
