d,N,hubble,rep,R_dS,R_hat,n_causal_pairs,bd_ratio,bdg_d4,bdg_d2c,occupancy_R,M1_mean_interval,M2_interval_entropy,M3_c1_ratio,M4_tail_weight,M5_log_interval_ratio,M6_weighted_depth_ratio,M7_norm_bd_shift,C0,C1,C2,C3,total_pairs
3,128,0.500000,1,1.500000,13.144399,1273,1.638813,-0.640625,-3.656250,0.571877,1.865672,1.821366,0.311869,0.377848,-0.791397,5.850526,-3.656250,545,247,162,88,1273
3,128,0.500000,2,1.500000,-40.591429,1686,2.054479,1.742188,-5.640625,0.596085,2.446619,2.028144,0.273212,0.444247,-0.978385,6.934061,-5.640625,681,256,166,141,1686
3,128,0.500000,3,1.500000,5.727952,1682,2.036587,-0.476562,-5.328125,0.595125,2.422117,2.014267,0.288401,0.431034,-0.903161,6.974472,-5.328125,681,276,183,117,1682
3,128,0.500000,4,1.500000,13.726264,1511,1.764371,6.484375,-3.906250,0.590338,1.988749,1.870333,0.330087,0.388484,-0.707793,5.615641,-3.906250,619,305,152,126,1511
3,128,0.500000,5,1.500000,-4.279708,1423,1.592060,-1.648438,-5.046875,0.550949,1.889670,1.817681,0.282828,0.373858,-0.930475,6.294905,-5.046875,639,252,167,88,1423
3,128,0.500000,6,1.500000,30.262236,1421,1.862988,1.875000,-4.625000,0.577762,2.224490,1.942510,0.285714,0.408867,-0.916291,6.717811,-4.625000,600,240,149,117,1421
3,128,0.500000,7,1.500000,-19.347478,1502,1.765962,3.804688,-5.140625,0.561252,2.146471,1.900356,0.287568,0.384154,-0.907227,6.718983,-5.140625,659,266,141,110,1502
3,128,1.000000,0,6.000000,-19.188086,851,1.036335,3.929688,-3.015625,0.480611,1.156287,1.467856,0.295056,0.263220,-0.870954,3.772358,-3.015625,442,185,79,52,851
3,128,1.000000,1,6.000000,-72.677979,907,1.130385,-0.101562,-4.078125,0.459757,1.458655,1.569320,0.251908,0.277839,-1.088460,6.185185,-4.078125,490,165,90,38,907
3,128,1.000000,2,6.000000,-32.204380,678,0.710993,2.695312,-3.359375,0.389381,0.825959,1.231295,0.245902,0.190265,-1.120591,3.278571,-3.359375,414,135,52,31,678
3,128,1.000000,3,6.000000,117.850102,732,1.057004,1.679688,-2.515625,0.480874,1.198087,1.486862,0.289720,0.269126,-0.896746,4.149373,-2.515625,380,155,80,44,732
3,128,1.000000,4,6.000000,-37.077594,694,0.948118,1.398438,-2.828125,0.458213,1.069164,1.411111,0.258383,0.269452,-1.054392,3.444744,-2.828125,376,131,74,54,694
3,128,1.000000,5,6.000000,217.098910,980,1.177894,0.195312,-2.859375,0.533673,1.207143,1.507742,0.314843,0.319388,-0.777576,3.165680,-2.859375,457,210,136,80,980
3,128,1.000000,6,6.000000,59.442321,771,0.799378,3.093750,-3.812500,0.411154,0.944228,1.305917,0.243333,0.221790,-1.134491,3.538462,-3.812500,454,146,64,54,771
3,128,1.000000,7,6.000000,276.719563,850,1.061863,1.226562,-3.421875,0.475294,1.234118,1.504419,0.267652,0.283529,-1.006569,4.140133,-3.421875,446,163,89,54,850
3,128,2.000000,0,24.000000,-2408.084972,149,0.221341,1.156250,-0.562500,0.181208,0.221477,0.576841,0.152778,0.033557,-1.712979,1.424242,-0.562500,122,22,4,1,149
3,128,2.000000,1,24.000000,-4.847174,260,0.308609,0.781250,-1.437500,0.234615,0.315385,0.718313,0.177686,0.069231,-1.532105,1.585366,-1.437500,199,43,15,3,260
3,128,2.000000,2,24.000000,4069.953302,97,0.193857,1.296875,-0.031250,0.164948,0.175258,0.486349,0.156250,0.010309,-1.686399,1.117647,-0.031250,81,15,1,0,97
3,128,2.000000,3,24.000000,268.270717,159,0.167398,1.164062,-0.796875,0.144654,0.157233,0.456059,0.133758,0.012579,-1.868132,1.160000,-0.796875,136,21,2,0,159
3,128,2.000000,4,24.000000,-537.814364,129,0.168980,1.476562,-0.421875,0.147287,0.147287,0.417974,0.147287,0.000000,-1.756041,1.000000,-0.421875,110,19,0,0,129
3,128,2.000000,5,24.000000,-555.549095,148,0.095553,0.859375,-0.906250,0.087838,0.087838,0.297507,0.087838,0.000000,-2.340325,1.000000,-0.906250,135,13,0,0,148
3,128,2.000000,6,24.000000,93.310918,226,0.278996,1.765625,-1.093750,0.221239,0.261062,0.639081,0.192661,0.035398,-1.432814,1.338983,-1.093750,176,42,7,1,226
3,128,2.000000,7,24.000000,217.580777,182,0.340539,1.101562,-0.546875,0.258242,0.318681,0.711723,0.210526,0.060440,-1.321756,1.379310,-0.546875,135,36,11,0,182
3,256,0.000000,0,0.000000,-9.095836,9989,6.753096,-1.414062,-7.203125,0.778757,7.671639,3.024543,0.344214,0.662629,-0.644573,19.791340,-7.203125,2210,1160,876,646,9989
3,256,0.000000,1,0.000000,18.111862,9315,5.794755,-5.007812,-8.390625,0.759635,6.628341,2.899654,0.316545,0.648309,-0.769697,16.700533,-8.390625,2239,1037,828,577,9315
3,256,0.000000,2,0.000000,0.323975,9941,6.113388,0.976562,-7.921875,0.774872,6.889548,2.942724,0.328734,0.664621,-0.713915,16.844559,-7.921875,2238,1096,816,678,9941
3,256,0.000000,3,0.000000,16.989489,9260,5.946518,2.757812,-6.421875,0.775702,6.665983,2.916525,0.351748,0.653996,-0.611365,16.838547,-6.421875,2077,1127,793,634,9260
3,256,0.000000,4,0.000000,-26.516688,10158,6.645047,-0.894531,-8.351562,0.779090,7.529238,3.023001,0.318140,0.676019,-0.762331,18.511650,-8.351562,2244,1047,792,626,10158
3,256,0.000000,5,0.000000,3.050828,10272,7.144568,2.355469,-7.414062,0.778135,8.181659,3.072472,0.345303,0.661118,-0.639750,21.729302,-7.414062,2279,1202,824,624,10272
3,256,0.000000,6,0.000000,-10.002630,9698,6.649360,0.625000,-6.625000,0.781604,7.507321,3.011140,0.350307,0.663848,-0.617691,19.569514,-6.625000,2118,1142,842,652,9698
3,256,0.000000,7,0.000000,3.967693,9978,6.698431,2.433594,-7.257812,0.782020,7.565544,3.021349,0.339508,0.669974,-0.665487,19.372876,-7.257812,2175,1118,805,670,9978
3,256,0.250000,0,0.375000,-4.028529,7855,4.579336,5.003906,-7.304688,0.732272,5.253596,2.689885,0.330894,0.599873,-0.704144,13.297865,-7.304688,2103,1040,674,569,7855
3,256,0.250000,1,0.375000,-4.855124,8200,5.083503,2.433594,-7.757812,0.734390,5.922073,2.777931,0.326739,0.605488,-0.722972,16.325467,-7.757812,2178,1057,728,585,8200
3,256,0.250000,2,0.375000,5.521514,8061,4.558804,4.578125,-6.093750,0.748046,5.094281,2.678124,0.356056,0.608733,-0.592525,12.514428,-6.093750,2031,1123,735,575,8061
3,256,0.250000,3,0.375000,-7.088776,7695,4.677751,2.234375,-7.093750,0.734373,5.369721,2.707386,0.330275,0.603379,-0.706941,14.576912,-7.093750,2044,1008,708,577,7695
3,256,0.250000,4,0.375000,-6.191861,7562,4.872016,-2.218750,-7.875000,0.732478,5.651415,2.747407,0.304811,0.615181,-0.824492,15.114657,-7.875000,2023,887,714,580,7562
3,256,0.250000,5,0.375000,21.807995,7860,5.108379,1.968750,-7.250000,0.739949,5.903690,2.785080,0.325858,0.614249,-0.726981,16.152038,-7.250000,2044,988,682,539,7860
3,256,0.250000,6,0.375000,-1.999338,8258,5.430718,4.617188,-6.703125,0.751393,6.227537,2.833046,0.341987,0.622185,-0.654451,16.517607,-6.703125,2053,1067,707,586,8258
3,256,0.250000,7,0.375000,12.768684,7323,4.315055,3.835938,-6.578125,0.726751,4.937457,2.635847,0.340040,0.585962,-0.663118,13.083414,-6.578125,2001,1031,667,515,7323
3,256,0.500000,0,1.500000,-5.841306,6711,3.491883,-3.144531,-7.664062,0.692147,4.045001,2.456084,0.316573,0.549546,-0.769566,11.063729,-7.664062,2066,957,728,505,6711
3,256,0.500000,1,1.500000,13.419409,6466,3.719076,1.785156,-6.679688,0.705227,4.273585,2.510148,0.326264,0.562481,-0.725133,11.676148,-6.679688,1906,923,643,511,6466
3,256,0.500000,2,1.500000,16.098483,6130,3.580406,5.363281,-5.335938,0.715334,4.005220,2.469260,0.348638,0.562969,-0.625033,10.354024,-5.335938,1745,934,603,513,6130
3,256,0.500000,3,1.500000,11.286819,6639,4.133278,3.648438,-5.953125,0.720440,4.737159,2.597427,0.342310,0.574936,-0.653015,12.586645,-5.953125,1856,966,614,458,6639
3,256,0.500000,4,1.500000,2.894959,6129,3.606815,4.460938,-6.140625,0.701583,4.140969,2.481295,0.333455,0.552292,-0.692601,10.801655,-6.140625,1829,915,580,470,6129
3,256,0.500000,5,1.500000,16.643536,6028,3.423325,3.632812,-5.359375,0.706536,3.845222,2.429611,0.350587,0.548109,-0.616458,9.891755,-5.359375,1769,955,609,449,6028
3,256,0.500000,6,1.500000,10.442529,5757,3.511731,0.812500,-6.687500,0.684905,4.127323,2.463554,0.313918,0.540733,-0.781864,11.727242,-6.687500,1814,830,583,453,5757
3,256,0.500000,7,1.500000,17.700435,6004,3.967721,2.660156,-5.617188,0.709860,4.589440,2.561740,0.339401,0.560793,-0.665965,13.236255,-5.617188,1742,895,593,450,6004
3,256,1.000000,0,6.000000,84.846732,3174,1.810106,0.800781,-4.960938,0.587272,2.082231,1.911862,0.294561,0.414934,-0.873334,5.872144,-4.960938,1310,547,351,244,3174
3,256,1.000000,1,6.000000,140.806178,3277,1.843531,1.734375,-4.656250,0.595667,2.094904,1.921213,0.312046,0.412267,-0.790573,6.169410,-4.656250,1325,601,380,273,3277
3,256,1.000000,2,6.000000,57.286057,3289,1.705102,2.609375,-5.718750,0.559745,2.046215,1.877961,0.288802,0.380967,-0.901212,6.767608,-5.718750,1448,588,341,253,3289
3,256,1.000000,3,6.000000,106.316983,3380,1.976849,1.042969,-4.601562,0.607101,2.256213,1.977327,0.315111,0.426331,-0.776332,6.414372,-4.601562,1328,611,388,256,3380
3,256,1.000000,4,6.000000,49.273695,3847,2.331403,1.304688,-4.453125,0.640499,2.639979,2.107162,0.331238,0.462438,-0.702591,7.172706,-4.453125,1383,685,430,272,3847
3,256,1.000000,5,6.000000,134.907321,3495,1.884883,2.945312,-4.671875,0.605150,2.114735,1.932864,0.321534,0.418026,-0.746731,5.977946,-4.671875,1380,654,394,287,3495
3,256,1.000000,6,6.000000,53.543734,3731,2.018220,-0.019531,-5.476562,0.613240,2.291075,1.993379,0.298493,0.448673,-0.854485,6.159803,-5.476562,1443,614,432,321,3731
3,256,1.000000,7,6.000000,22.201831,3522,1.824730,3.074219,-5.226562,0.582340,2.133447,1.919883,0.314219,0.390971,-0.780468,6.632952,-5.226562,1471,674,373,238,3522
3,256,2.000000,0,24.000000,1374.314022,727,0.414428,0.816406,-2.179688,0.279230,0.484182,0.919628,0.182527,0.118294,-1.499318,2.386364,-2.179688,524,117,47,22,727
3,256,2.000000,1,24.000000,959.565639,745,0.409387,0.957031,-2.148438,0.281879,0.452349,0.890989,0.197901,0.104698,-1.399465,2.216617,-2.148438,535,132,49,15,745
3,256,2.000000,2,24.000000,419.375753,821,0.395822,2.847656,-2.367188,0.280146,0.412911,0.843260,0.213049,0.085262,-1.306642,1.908555,-2.367188,591,160,37,27,821
3,256,2.000000,3,24.000000,998.703879,710,0.470899,1.285156,-1.804688,0.309859,0.519718,0.967982,0.210950,0.125352,-1.319208,2.322493,-1.804688,490,131,51,25,710
3,256,2.000000,4,24.000000,236.861482,670,0.364406,0.707031,-1.898438,0.265672,0.371642,0.796843,0.197390,0.085075,-1.402688,1.706827,-1.898438,492,121,46,8,670
3,256,2.000000,5,24.000000,651.906182,801,0.493173,0.839844,-2.007812,0.324594,0.519351,0.969588,0.223816,0.129838,-1.243563,2.129808,-2.007812,541,156,69,25,801
3,256,2.000000,6,24.000000,555.207370,733,0.367571,0.511719,-2.226562,0.264666,0.388813,0.818953,0.189474,0.092769,-1.453434,1.849123,-2.226562,539,126,51,12,733
3,256,2.000000,7,24.000000,101.244188,1026,0.594574,0.894531,-2.523438,0.363548,0.635478,1.084815,0.236257,0.166667,-1.173309,2.325153,-2.523438,653,202,98,47,1026
3,512,0.000000,0,0.000000,23.703745,39367,13.085231,5.498047,-9.003906,0.846369,14.460436,3.625381,0.365705,0.757792,-0.550686,35.581930,-9.003906,6048,3487,2403,1927,39367
3,512,0.000000,1,0.000000,-26.808675,35654,12.487620,2.171875,-9.906250,0.830706,14.032535,3.573676,0.349569,0.739721,-0.620934,37.355439,-9.906250,6036,3244,2337,1854,35654
3,512,0.000000,2,0.000000,9.845231,36745,13.006225,0.333984,-9.644531,0.839897,14.485508,3.614745,0.349298,0.753953,-0.622128,37.059150,-9.644531,5883,3158,2382,1904,36745
3,512,0.000000,3,0.000000,-2.735153,37578,12.633962,1.640625,-10.093750,0.840093,14.038773,3.593583,0.345282,0.755761,-0.639842,34.993225,-10.093750,6009,3169,2370,1967,37578
3,512,0.000000,4,0.000000,3.096786,39275,13.315523,-1.410156,-10.382812,0.843896,14.778638,3.639791,0.344138,0.761986,-0.644909,37.105756,-10.382812,6131,3217,2517,2027,39275
3,512,0.000000,5,0.000000,4.300077,39422,13.616512,-0.755859,-9.511719,0.845924,15.096621,3.655056,0.357724,0.760109,-0.585254,38.446200,-9.511719,6074,3383,2572,1985,39422
3,512,0.000000,6,0.000000,-15.870596,37268,12.165136,-2.123047,-10.308594,0.837179,13.531099,3.560132,0.343361,0.752039,-0.648352,34.075242,-10.308594,6068,3173,2475,1939,37268
3,512,0.000000,7,0.000000,19.845480,40066,13.230573,-2.060547,-9.714844,0.850971,14.547621,3.638633,0.350908,0.770404,-0.615052,34.303012,-9.714844,5971,3228,2520,1959,40066
3,512,0.250000,0,0.375000,0.433793,31462,10.399701,-0.078125,-9.031250,0.821022,11.666773,3.413805,0.352312,0.723667,-0.608892,30.199918,-9.031250,5631,3063,2238,1665,31462
3,512,0.250000,1,0.375000,0.715492,32407,10.497891,0.150391,-9.855469,0.823402,11.749406,3.426485,0.339679,0.732558,-0.664724,29.499502,-9.855469,5723,2944,2233,1815,32407
3,512,0.250000,2,0.375000,0.387322,30296,9.803465,1.906250,-9.343750,0.812483,11.066048,3.352950,0.348061,0.712371,-0.627575,29.150291,-9.343750,5681,3033,2231,1818,30296
3,512,0.250000,3,0.375000,-0.782580,31690,9.811022,-1.777344,-9.335938,0.818681,10.983938,3.360026,0.350441,0.720858,-0.617102,27.831243,-9.335938,5746,3100,2360,1773,31690
3,512,0.250000,4,0.375000,-2.518799,29831,9.028116,-0.626953,-9.222656,0.812846,10.106802,3.289009,0.346941,0.713419,-0.632512,25.790425,-9.222656,5583,2966,2273,1803,29831
3,512,0.250000,5,0.375000,4.091219,33059,10.588670,1.806641,-9.105469,0.830636,11.747663,3.435669,0.349785,0.739526,-0.619984,28.682377,-9.105469,5599,3012,2237,1837,33059
3,512,0.250000,6,0.375000,-2.560200,31638,9.741503,6.359375,-8.843750,0.819995,10.879954,3.356778,0.357948,0.719641,-0.584281,27.361513,-8.843750,5695,3175,2169,1821,31638
3,512,0.250000,7,0.375000,-5.270887,31388,10.144845,1.119141,-9.605469,0.818434,11.395438,3.392269,0.343660,0.723366,-0.647026,28.805519,-9.605469,5699,2984,2183,1729,31388
3,512,0.500000,0,1.500000,11.339512,25912,7.779917,3.580078,-8.808594,0.794613,8.790831,3.156667,0.345629,0.686130,-0.638309,23.357517,-8.808594,5322,2811,1960,1588,25912
3,512,0.500000,1,1.500000,3.976123,24687,7.321730,3.556641,-8.730469,0.785839,8.317090,3.102154,0.345911,0.672581,-0.637061,21.831837,-8.730469,5287,2796,1926,1531,24687
3,512,0.500000,2,1.500000,-2.148595,27920,7.937755,-0.347656,-9.101562,0.801576,8.902686,3.173320,0.347775,0.695774,-0.628834,22.246058,-9.101562,5540,2954,2208,1699,27920
3,512,0.500000,3,1.500000,6.494239,25878,7.624540,0.361328,-9.277344,0.789860,8.653026,3.134587,0.340449,0.681390,-0.661295,22.354367,-9.277344,5438,2807,2082,1645,25878
3,512,0.500000,4,1.500000,4.260557,23553,7.041595,4.673828,-8.996094,0.776716,8.065851,3.064668,0.339239,0.662081,-0.666689,21.259603,-8.996094,5259,2700,1805,1465,23553
3,512,0.500000,5,1.500000,28.061068,24428,7.582166,1.238281,-8.429688,0.793925,8.550229,3.133351,0.342305,0.686671,-0.653041,21.763594,-8.429688,5034,2620,1923,1543,24428
3,512,0.500000,6,1.500000,5.432432,26698,7.517321,-1.285156,-9.664062,0.793955,8.468200,3.127672,0.334985,0.690164,-0.685722,21.188134,-9.664062,5501,2771,2151,1726,26698
3,512,0.500000,7,1.500000,3.824771,23817,7.170772,2.798828,-8.964844,0.783222,8.155477,3.086124,0.335949,0.673553,-0.681402,21.635176,-8.964844,5163,2612,1828,1478,23817
3,512,1.000000,0,6.000000,119.597507,14001,4.077135,2.970703,-7.121094,0.716092,4.693593,2.591483,0.322943,0.580673,-0.740278,12.335342,-7.121094,3975,1896,1309,1108,14001
3,512,1.000000,1,6.000000,80.271448,14352,3.848945,1.349609,-6.457031,0.718785,4.354794,2.532621,0.345124,0.570582,-0.640542,11.263616,-6.457031,4036,2127,1473,1080,14352
3,512,1.000000,2,6.000000,41.324376,14030,3.794794,4.416016,-7.605469,0.702851,4.399145,2.531893,0.320456,0.562723,-0.751675,11.794070,-7.605469,4169,1966,1279,1086,14030
3,512,1.000000,3,6.000000,19.580721,16633,4.366153,1.949219,-7.226562,0.734203,4.946793,2.646337,0.343676,0.595022,-0.646956,12.677880,-7.226562,4421,2315,1583,1175,16633
3,512,1.000000,4,6.000000,47.842176,15175,4.042199,1.605469,-7.164062,0.721516,4.602372,2.582179,0.335743,0.580758,-0.682321,12.242737,-7.164062,4226,2136,1495,1154,15175
3,512,1.000000,5,6.000000,32.325969,14349,3.817333,1.138672,-7.347656,0.706600,4.402397,2.532991,0.329938,0.562130,-0.708466,12.144974,-7.347656,4210,2073,1436,1075,14349
3,512,1.000000,6,6.000000,100.206475,13822,3.853533,5.503906,-6.585938,0.706844,4.451744,2.538101,0.342421,0.554189,-0.652523,12.440454,-6.585938,4052,2110,1312,1045,13822
3,512,1.000000,7,6.000000,121.809003,13571,3.996838,2.203125,-6.500000,0.716896,4.575197,2.572964,0.333449,0.575271,-0.692627,11.866742,-6.500000,3842,1922,1269,933,13571
3,512,2.000000,0,24.000000,1094.886511,2726,0.864551,2.904297,-2.628906,0.446442,0.936537,1.327700,0.277645,0.233676,-0.956174,3.036036,-2.628906,1509,580,267,192,2726
3,512,2.000000,1,24.000000,339.582202,3210,0.979451,2.042969,-2.695312,0.483178,1.027103,1.398773,0.300590,0.261059,-0.844489,3.069154,-2.695312,1659,713,375,222,3210
3,512,2.000000,2,24.000000,1859.335511,2191,0.581172,1.818359,-2.675781,0.360110,0.613875,1.067235,0.247450,0.149703,-1.112257,2.336803,-2.675781,1402,461,186,81,2191
3,512,2.000000,3,24.000000,565.909037,3203,0.871315,1.523438,-3.140625,0.455198,0.914143,1.316293,0.281893,0.241336,-0.935091,2.777322,-3.140625,1745,685,368,217,3203
3,512,2.000000,4,24.000000,1029.342495,3010,1.082333,2.125000,-2.312500,0.500664,1.161794,1.483164,0.303522,0.283056,-0.830583,3.505004,-2.312500,1503,655,345,213,3010
3,512,2.000000,5,24.000000,554.768664,2794,0.814955,1.609375,-3.000000,0.429134,0.899069,1.300470,0.263620,0.224767,-1.027240,3.025478,-3.000000,1595,571,279,154,2794
3,512,2.000000,6,24.000000,627.048304,3231,1.045514,2.625000,-3.156250,0.473847,1.206438,1.496469,0.272260,0.277004,-0.983185,4.071832,-3.156250,1700,636,317,235,3231
3,512,2.000000,7,24.000000,1157.857686,3002,0.913992,0.863281,-3.085938,0.452698,1.018987,1.387092,0.266518,0.253831,-1.012362,3.417784,-3.085938,1643,597,334,193,3002
4,128,0.000000,0,0.000000,-37.589452,1390,0.801011,0.289062,-8.796875,0.386331,1.073381,1.357485,0.209453,0.223741,-1.328225,4.887399,-8.796875,853,226,112,65,1390
4,128,0.000000,1,0.000000,-56.056360,1318,0.713986,4.914062,-7.296875,0.392261,0.820182,1.232122,0.252101,0.187405,-1.087439,3.290472,-7.296875,801,270,103,65,1318
4,128,0.000000,2,0.000000,-91.276957,1463,0.983483,-1.929688,-8.484375,0.431306,1.280246,1.496391,0.212867,0.277512,-1.307732,5.155900,-8.484375,832,225,143,90,1463
4,128,0.000000,3,0.000000,155.762000,1341,0.763756,-0.453125,-7.906250,0.398210,0.917972,1.294126,0.227011,0.221477,-1.225264,3.541024,-7.906250,807,237,126,63,1341
4,128,0.000000,4,0.000000,-54.259634,1562,0.753954,4.562500,-9.750000,0.383483,0.966069,1.303508,0.222132,0.207426,-1.253282,4.438038,-9.750000,963,275,108,84,1562
4,128,0.000000,5,0.000000,292.359950,1435,0.863066,0.210938,-8.453125,0.413937,1.085017,1.393722,0.219127,0.249477,-1.270760,4.147078,-8.453125,841,236,128,83,1435
4,128,0.000000,6,0.000000,-14.808917,1382,0.834654,-3.226562,-8.953125,0.394356,1.116498,1.388362,0.192864,0.249638,-1.431507,4.714841,-8.953125,837,200,129,70,1382
4,128,0.000000,7,0.000000,-71.127937,1281,0.918063,0.640625,-7.218750,0.420765,1.181889,1.442908,0.225470,0.252147,-1.234071,5.021136,-7.218750,742,216,113,70,1281
4,128,0.250000,0,0.750000,8.700876,1210,0.578835,5.070312,-7.734375,0.347934,0.663636,1.096764,0.225711,0.157851,-1.232687,2.763387,-7.734375,789,230,80,65,1210
4,128,0.250000,1,0.750000,-6.027431,1185,0.541482,-2.835938,-9.546875,0.302954,0.787342,1.129750,0.154555,0.175527,-1.699315,4.299035,-9.546875,826,151,82,36,1185
4,128,0.250000,2,0.750000,19.816521,985,0.445703,2.398438,-7.328125,0.290355,0.535025,0.966422,0.191908,0.121827,-1.437663,2.734345,-7.328125,699,166,55,33,985
4,128,0.250000,3,0.750000,-16.306038,1062,0.594359,0.585938,-6.828125,0.350282,0.696798,1.127381,0.215017,0.172316,-1.294945,2.981081,-6.828125,690,189,91,49,1062
4,128,0.250000,4,0.750000,-16.648016,1131,0.521883,0.382812,-7.859375,0.324492,0.608311,1.047314,0.204995,0.150309,-1.355364,2.726744,-7.859375,764,197,89,42,1131
4,128,0.250000,5,0.750000,15.184014,1104,0.528994,3.039062,-7.421875,0.326993,0.617754,1.050547,0.215417,0.142210,-1.292576,3.090909,-7.421875,743,204,75,46,1104
4,128,0.250000,6,0.750000,13.383544,1063,0.731213,0.640625,-6.718750,0.374412,0.952963,1.294838,0.204545,0.213547,-1.358123,4.251728,-6.718750,665,171,84,53,1063
4,128,0.250000,7,0.750000,12.688435,925,0.428213,2.257812,-6.609375,0.291892,0.467027,0.910635,0.204131,0.110270,-1.360671,2.134259,-6.609375,655,168,59,31,925
4,128,0.500000,0,3.000000,-13.266675,615,0.288389,-0.406250,-5.187500,0.217886,0.323577,0.724289,0.150177,0.079675,-1.733216,1.834171,-5.187500,481,85,35,12,615
4,128,0.500000,1,3.000000,0.839475,835,0.367814,0.804688,-6.390625,0.262275,0.402395,0.833303,0.188406,0.091018,-1.460402,2.089286,-6.390625,616,143,51,15,835
4,128,0.500000,2,3.000000,-35.923159,676,0.351314,-1.625000,-5.875000,0.239645,0.465976,0.860696,0.125850,0.130178,-1.938158,2.561905,-5.875000,514,74,44,27,676
4,128,0.500000,3,3.000000,124.376789,692,0.428159,1.601562,-4.671875,0.291908,0.466763,0.911034,0.205835,0.108382,-1.350218,2.164087,-4.671875,490,127,45,18,692
4,128,0.500000,4,3.000000,0.496419,707,0.331900,3.515625,-5.218750,0.247525,0.340877,0.753857,0.201201,0.057992,-1.378804,1.863071,-5.218750,532,134,26,8,707
4,128,0.500000,5,3.000000,8.677314,725,0.310031,3.023438,-5.828125,0.231724,0.337931,0.744027,0.177253,0.066207,-1.535073,1.914286,-5.828125,557,120,25,17,725
4,128,0.500000,6,3.000000,4.203159,558,0.265927,0.804688,-4.640625,0.206093,0.290323,0.680605,0.156190,0.059140,-1.686851,1.802469,-4.640625,443,82,23,6,558
4,128,0.500000,7,3.000000,50.787146,463,0.166293,-1.812500,-4.625000,0.138229,0.203024,0.522813,0.089041,0.053996,-2.325400,1.765957,-4.625000,399,39,21,3,463
4,128,1.000000,0,12.000000,-6.298219,248,0.108871,-0.429688,-2.234375,0.096774,0.125000,0.376353,0.070539,0.028226,-2.578433,1.451613,-2.234375,224,17,7,0,248
4,128,1.000000,1,12.000000,27.114174,147,0.105604,0.554688,-0.890625,0.095238,0.108844,0.353551,0.082759,0.013605,-2.405442,1.250000,-0.890625,133,12,2,0,147
4,128,1.000000,2,12.000000,-38.349565,233,0.089245,0.460938,-2.078125,0.081545,0.094421,0.315916,0.073593,0.008584,-2.532763,1.363636,-2.078125,214,17,1,1,233
4,128,1.000000,3,12.000000,-26.506811,222,0.067324,0.164062,-2.046875,0.063063,0.067568,0.251541,0.058824,0.004505,-2.772589,1.133333,-2.046875,208,13,1,0,222
4,128,1.000000,4,12.000000,-6.862902,382,0.130561,0.468750,-3.687500,0.115183,0.133508,0.410172,0.101064,0.015707,-2.185460,1.313725,-3.687500,338,38,5,1,382
4,128,1.000000,5,12.000000,-3.358517,264,0.109303,0.765625,-2.343750,0.098485,0.109848,0.353700,0.091603,0.007576,-2.294217,1.275862,-2.343750,238,24,1,1,264
4,128,1.000000,6,12.000000,-55.696012,363,0.113441,0.273438,-3.578125,0.101928,0.112948,0.364214,0.091922,0.011019,-2.290390,1.195122,-3.578125,326,33,4,0,363
4,128,1.000000,7,12.000000,-9.653375,223,0.126184,0.625000,-1.750000,0.112108,0.125561,0.392034,0.100000,0.013453,-2.197225,1.214286,-1.750000,198,22,3,0,223
4,128,2.000000,0,48.000000,-0.000000,12,0.000000,0.906250,0.812500,0.000000,0.000000,0.000000,0.000000,0.000000,nan,0.000000,0.812500,12,0,0,0,12
4,128,2.000000,1,48.000000,-0.000000,21,0.000000,0.835938,0.671875,0.000000,0.000000,0.000000,0.000000,0.000000,nan,0.000000,0.671875,21,0,0,0,21
4,128,2.000000,2,48.000000,-0.000000,11,0.000000,0.914062,0.828125,0.000000,0.000000,0.000000,0.000000,0.000000,nan,0.000000,0.828125,11,0,0,0,11
4,128,2.000000,3,48.000000,nan,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0
4,128,2.000000,4,48.000000,nan,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0
4,128,2.000000,5,48.000000,nan,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0
4,128,2.000000,6,48.000000,-0.000000,12,0.000000,0.906250,0.812500,0.000000,0.000000,0.000000,0.000000,0.000000,nan,0.000000,0.812500,12,0,0,0,12
4,128,2.000000,7,48.000000,-0.000000,24,0.000000,0.812500,0.625000,0.000000,0.000000,0.000000,0.000000,0.000000,nan,0.000000,0.625000,24,0,0,0,24
4,256,0.000000,0,0.000000,-18.866068,5997,1.776661,-0.683594,-13.117188,0.538603,2.298649,1.929004,0.257580,0.378523,-1.058586,8.372071,-13.117188,2767,960,580,372,5997
4,256,0.000000,1,0.000000,9.328592,5882,1.506591,1.414062,-13.421875,0.519721,1.898844,1.798960,0.257361,0.353281,-1.059732,6.847793,-13.421875,2825,979,583,431,5882
4,256,0.000000,2,0.000000,-46.138664,5702,1.591025,0.613281,-13.335938,0.519291,2.063837,1.848022,0.248423,0.360400,-1.107039,7.269375,-13.335938,2741,906,519,349,5702
4,256,0.000000,3,0.000000,63.882291,5205,1.567257,0.707031,-11.523438,0.523727,1.992507,1.829566,0.261103,0.355427,-1.040244,7.167004,-11.523438,2479,876,498,311,5205
4,256,0.000000,4,0.000000,-48.311973,5413,1.441250,-1.738281,-13.164062,0.504526,1.856641,1.771988,0.244720,0.343987,-1.126975,6.721791,-13.164062,2682,869,522,314,5413
