d,N,hubble,rep,R_dS,H2,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,b1_mean,b1_std
4,512,1.0,6,12.0,1.0,4350,0.599609375,5.0,0.009765625,102.4,72.96464897469184,0.55859375,19.31372579986733
4,512,1.0,7,12.0,1.0,3571,0.623046875,4.0,0.0078125,128.0,72.7564430136603,0.470703125,15.920797654110023
4,512,1.0,8,12.0,1.0,4195,0.591796875,5.0,0.009765625,102.4,75.46813897268171,-0.8515625,20.572789919177072
4,512,1.0,9,12.0,1.0,4115,0.61328125,5.0,0.009765625,102.4,81.84277610149842,1.265625,17.158946452488713
4,512,1.0,10,12.0,1.0,4307,0.591796875,5.0,0.009765625,102.4,73.7634055612944,-1.861328125,18.73693056469186
4,512,1.0,11,12.0,1.0,4579,0.60546875,5.0,0.009765625,102.4,81.0890868119749,-0.87890625,18.65331803738174
4,512,1.0,12,12.0,1.0,4871,0.587890625,5.0,0.009765625,102.4,79.18737273075803,-0.9921875,20.80508354861484
4,512,1.0,13,12.0,1.0,4159,0.58203125,6.0,0.01171875,85.33333333333333,70.17755259973725,1.669921875,18.835700851213275
4,512,1.0,14,12.0,1.0,4438,0.61328125,5.0,0.009765625,102.4,80.2710408553421,1.798828125,17.925642819762672
4,512,1.0,15,12.0,1.0,3813,0.630859375,5.0,0.009765625,102.4,79.75863589605831,0.462890625,16.448386065030427
4,512,2.0,0,48.0,4.0,241,0.908203125,3.0,0.005859375,170.66666666666666,130.64285497322675,0.744140625,1.5100460606301416
4,512,2.0,1,48.0,4.0,318,0.90234375,3.0,0.005859375,170.66666666666666,108.4752916054568,0.671875,2.022758694054978
4,512,2.0,2,48.0,4.0,342,0.908203125,3.0,0.005859375,170.66666666666666,108.55515751092724,0.654296875,1.6792684342788184
4,512,2.0,3,48.0,4.0,358,0.90625,3.0,0.005859375,170.66666666666666,115.72764963002096,0.65234375,2.0435288429175493
4,512,2.0,4,48.0,4.0,296,0.904296875,3.0,0.005859375,170.66666666666666,114.25215777198939,0.615234375,1.8099125776728442
4,512,2.0,5,48.0,4.0,331,0.880859375,3.0,0.005859375,170.66666666666666,110.63553779063137,0.666015625,2.005796615376509
4,512,2.0,6,48.0,4.0,239,0.90625,3.0,0.005859375,170.66666666666666,127.38742306662598,0.552734375,2.2957910588059534
4,512,2.0,7,48.0,4.0,257,0.912109375,3.0,0.005859375,170.66666666666666,124.92486630860256,0.771484375,2.0407296450365147
4,512,2.0,8,48.0,4.0,323,0.927734375,3.0,0.005859375,170.66666666666666,116.4598166274054,0.779296875,2.390598670964082
4,512,2.0,9,48.0,4.0,222,0.900390625,3.0,0.005859375,170.66666666666666,134.11769292511542,0.80078125,1.3733510620553062
4,512,2.0,10,48.0,4.0,320,0.90625,3.0,0.005859375,170.66666666666666,116.0497977402613,0.5703125,1.3574654332040097
4,512,2.0,11,48.0,4.0,343,0.8984375,3.0,0.005859375,170.66666666666666,112.19724694582405,0.53515625,1.7406935508830776
4,512,2.0,12,48.0,4.0,446,0.8671875,3.0,0.005859375,170.66666666666666,101.84410744968126,0.724609375,2.6138789430006337
4,512,2.0,13,48.0,4.0,267,0.92578125,3.0,0.005859375,170.66666666666666,121.15371320030692,0.615234375,1.2969323570712388
4,512,2.0,14,48.0,4.0,203,0.91015625,3.0,0.005859375,170.66666666666666,141.86926689346387,0.642578125,1.484024167010593
4,512,2.0,15,48.0,4.0,240,0.900390625,3.0,0.005859375,170.66666666666666,132.3740491519727,0.62890625,1.045350744348966
4,1024,0.0,0,0.0,0.0,86281,nan,9.0,0.0087890625,113.77777777777777,54.84073461250776,3.623046875,57.57710943892158
4,1024,0.0,1,0.0,0.0,85819,nan,9.0,0.0087890625,113.77777777777777,52.887254876719226,5.177734375,58.52539890288612
4,1024,0.0,2,0.0,0.0,88553,nan,9.0,0.0087890625,113.77777777777777,57.52637612971361,2.48046875,58.54743677485184
4,1024,0.0,3,0.0,0.0,94124,nan,8.0,0.0078125,128.0,44.19841626121914,-0.029296875,58.24440961215175
4,1024,0.0,4,0.0,0.0,89980,nan,9.0,0.0087890625,113.77777777777777,56.65446491726604,-0.1474609375,58.14121693630442
4,1024,0.0,5,0.0,0.0,88315,nan,9.0,0.0087890625,113.77777777777777,62.56690246408733,4.5986328125,61.37818250154772
4,1024,0.0,6,0.0,0.0,87720,nan,9.0,0.0087890625,113.77777777777777,60.52323296383845,2.3095703125,54.619966034950245
4,1024,0.0,7,0.0,0.0,89297,nan,8.0,0.0078125,128.0,45.0249930594109,0.205078125,52.59672018493783
4,1024,0.0,8,0.0,0.0,87630,nan,9.0,0.0087890625,113.77777777777777,57.792305865780705,-1.6376953125,57.963203785901236
4,1024,0.0,9,0.0,0.0,92566,nan,9.0,0.0087890625,113.77777777777777,61.0715023154149,-2.8125,59.5150158310909
4,1024,0.0,10,0.0,0.0,95574,nan,9.0,0.0087890625,113.77777777777777,46.271608232209324,0.376953125,60.98056568052278
4,1024,0.0,11,0.0,0.0,92954,nan,9.0,0.0087890625,113.77777777777777,58.849672476720585,1.287109375,59.53030338686161
4,1024,0.0,12,0.0,0.0,88557,nan,9.0,0.0087890625,113.77777777777777,54.641819104617376,0.552734375,56.20268107226463
4,1024,0.0,13,0.0,0.0,93632,nan,9.0,0.0087890625,113.77777777777777,58.688968824885606,0.7685546875,55.92606506254326
4,1024,0.0,14,0.0,0.0,87538,nan,9.0,0.0087890625,113.77777777777777,58.859111968567746,0.3544921875,56.63452182063076
4,1024,0.0,15,0.0,0.0,95327,nan,9.0,0.0087890625,113.77777777777777,53.56569751825588,1.8291015625,56.758217094853855
4,1024,0.25,0,0.75,0.0625,67006,nan,8.0,0.0078125,128.0,54.952252001169164,-0.45703125,53.867260441167076
4,1024,0.25,1,0.75,0.0625,69165,nan,8.0,0.0078125,128.0,64.86331783065063,-0.2861328125,54.4146332129613
4,1024,0.25,2,0.75,0.0625,65587,nan,8.0,0.0078125,128.0,57.91157051919763,1.34765625,47.572808450645795
4,1024,0.25,3,0.75,0.0625,69739,nan,8.0,0.0078125,128.0,61.71912183432295,2.26171875,57.96373680626447
4,1024,0.25,4,0.75,0.0625,72412,nan,8.0,0.0078125,128.0,54.52522352086234,1.0234375,54.43431963209051
4,1024,0.25,5,0.75,0.0625,75108,nan,8.0,0.0078125,128.0,58.857879676386574,0.8837890625,51.83210925387375
4,1024,0.25,6,0.75,0.0625,66668,nan,8.0,0.0078125,128.0,58.07107713827943,1.6318359375,49.72496820547585
4,1024,0.25,7,0.75,0.0625,65358,nan,8.0,0.0078125,128.0,56.80889014934194,-1.74609375,50.95988756847105
4,1024,0.25,8,0.75,0.0625,67829,nan,8.0,0.0078125,128.0,63.00793600809346,0.837890625,54.703917980575554
4,1024,0.25,9,0.75,0.0625,69118,nan,8.0,0.0078125,128.0,60.905664761169795,0.953125,51.910113774768156
4,1024,0.25,10,0.75,0.0625,73535,nan,8.0,0.0078125,128.0,55.201902141140025,0.44921875,51.94524009126965
4,1024,0.25,11,0.75,0.0625,69968,nan,8.0,0.0078125,128.0,63.79851095441021,-1.0263671875,54.10509781396688
4,1024,0.25,12,0.75,0.0625,66189,nan,8.0,0.0078125,128.0,60.36141151431103,0.8271484375,51.158134178738784
4,1024,0.25,13,0.75,0.0625,71698,nan,8.0,0.0078125,128.0,62.30369170442471,4.7333984375,53.82393368817791
4,1024,0.25,14,0.75,0.0625,66287,nan,8.0,0.0078125,128.0,57.604253315184984,1.203125,55.33743920470457
4,1024,0.25,15,0.75,0.0625,65144,nan,8.0,0.0078125,128.0,62.64582986919401,-1.5732421875,53.91586424079623
4,1024,0.5,0,3.0,0.25,47331,nan,7.0,0.0068359375,146.28571428571428,77.4222453926044,0.759765625,46.18526828107712
4,1024,0.5,1,3.0,0.25,47506,nan,7.0,0.0068359375,146.28571428571428,82.15788682376719,0.494140625,47.2494415976816
4,1024,0.5,2,3.0,0.25,45379,nan,7.0,0.0068359375,146.28571428571428,72.53711224649919,-1.5908203125,42.93824546422265
4,1024,0.5,3,3.0,0.25,44209,nan,7.0,0.0068359375,146.28571428571428,78.54700919233795,1.037109375,46.22197831274952
4,1024,0.5,4,3.0,0.25,44087,nan,7.0,0.0068359375,146.28571428571428,61.93479125133901,-0.171875,40.53528254322862
4,1024,0.5,5,3.0,0.25,44208,nan,7.0,0.0068359375,146.28571428571428,78.67966570797292,2.58984375,43.42677176841016
4,1024,0.5,6,3.0,0.25,44669,nan,7.0,0.0068359375,146.28571428571428,76.48102338995936,0.1630859375,44.70368767830558
4,1024,0.5,7,3.0,0.25,51465,nan,8.0,0.0078125,128.0,79.36151460248223,1.1875,47.90063364012004
4,1024,0.5,8,3.0,0.25,45959,nan,8.0,0.0078125,128.0,85.13078174197626,3.1455078125,44.43083326547006
4,1024,0.5,9,3.0,0.25,48540,nan,8.0,0.0078125,128.0,80.12334241655175,1.630859375,46.286856775968
4,1024,0.5,10,3.0,0.25,47024,nan,7.0,0.0068359375,146.28571428571428,79.26035630523404,-2.875,49.630411386316354
4,1024,0.5,11,3.0,0.25,47036,nan,7.0,0.0068359375,146.28571428571428,76.80534632751679,0.6689453125,47.68748743099582
4,1024,0.5,12,3.0,0.25,43610,nan,7.0,0.0068359375,146.28571428571428,67.47425813007567,1.0908203125,42.40368859378082
4,1024,0.5,13,3.0,0.25,45623,nan,7.0,0.0068359375,146.28571428571428,77.28188530256213,0.4765625,44.066172691573676
4,1024,0.5,14,3.0,0.25,49296,nan,7.0,0.0068359375,146.28571428571428,70.61710494068758,0.078125,45.77686359105847
4,1024,0.5,15,3.0,0.25,45643,nan,7.0,0.0068359375,146.28571428571428,68.70374139472065,0.2783203125,46.73198682370727
4,1024,1.0,0,12.0,1.0,16585,nan,6.0,0.005859375,170.66666666666666,139.56679006443076,0.4228515625,27.62899266384121
4,1024,1.0,1,12.0,1.0,16752,nan,6.0,0.005859375,170.66666666666666,128.99956933605975,0.140625,28.175783145449124
4,1024,1.0,2,12.0,1.0,18228,nan,6.0,0.005859375,170.66666666666666,130.46796115862657,1.31640625,29.156727025421784
4,1024,1.0,3,12.0,1.0,15591,nan,6.0,0.005859375,170.66666666666666,121.81087344276327,0.0859375,25.700012872002493
4,1024,1.0,4,12.0,1.0,14789,nan,6.0,0.005859375,170.66666666666666,124.835447245119,0.658203125,26.3939574030921
4,1024,1.0,5,12.0,1.0,15264,nan,6.0,0.005859375,170.66666666666666,128.10759366858608,-0.0244140625,24.020628944535407
4,1024,1.0,6,12.0,1.0,14907,nan,6.0,0.005859375,170.66666666666666,127.75453894958966,1.068359375,26.527720150266394
4,1024,1.0,7,12.0,1.0,16616,nan,6.0,0.005859375,170.66666666666666,131.18138418066624,-0.3671875,24.542492199038055
4,1024,1.0,8,12.0,1.0,16014,nan,6.0,0.005859375,170.66666666666666,136.31295691247482,0.5693359375,29.711126735665395
4,1024,1.0,9,12.0,1.0,15308,nan,6.0,0.005859375,170.66666666666666,143.14638971657263,0.8916015625,24.709740136052577
4,1024,1.0,10,12.0,1.0,17026,nan,7.0,0.0068359375,146.28571428571428,129.11425094046888,0.4345703125,27.778132140336464
4,1024,1.0,11,12.0,1.0,18005,nan,6.0,0.005859375,170.66666666666666,133.26873435114314,-0.611328125,28.135263901349564
4,1024,1.0,12,12.0,1.0,18035,nan,6.0,0.005859375,170.66666666666666,142.81184202376994,0.76171875,30.310757994001047
4,1024,1.0,13,12.0,1.0,15645,nan,5.0,0.0048828125,204.8,138.7737727382231,0.8212890625,25.67499497737668
4,1024,1.0,14,12.0,1.0,14873,nan,6.0,0.005859375,170.66666666666666,134.12887666552479,1.1513671875,24.924486306884006
4,1024,1.0,15,12.0,1.0,15400,nan,6.0,0.005859375,170.66666666666666,131.5341104893412,0.5673828125,26.50809410928254
4,1024,2.0,0,48.0,4.0,1504,nan,4.0,0.00390625,256.0,215.27308238607074,0.5498046875,4.01601529729445
4,1024,2.0,1,48.0,4.0,1153,nan,4.0,0.00390625,256.0,229.572428658147,0.6015625,3.409751282512223
4,1024,2.0,2,48.0,4.0,1566,nan,4.0,0.00390625,256.0,216.3504102145406,0.7568359375,4.651576109364276
4,1024,2.0,3,48.0,4.0,1141,nan,4.0,0.00390625,256.0,226.84686464661573,0.59375,2.535490275568021
4,1024,2.0,4,48.0,4.0,1024,nan,3.0,0.0029296875,341.3333333333333,207.47744187956647,0.5029296875,2.6324283308252006
4,1024,2.0,5,48.0,4.0,1264,nan,4.0,0.00390625,256.0,231.44113722499722,0.45703125,3.730693710494529
4,1024,2.0,6,48.0,4.0,930,nan,4.0,0.00390625,256.0,220.64337742157593,0.6142578125,2.847461835087999
4,1024,2.0,7,48.0,4.0,1005,nan,4.0,0.00390625,256.0,235.65759058430518,0.4814453125,3.3062511018632232
4,1024,2.0,8,48.0,4.0,1401,nan,4.0,0.00390625,256.0,234.374699999808,0.3466796875,3.9013630319126804
4,1024,2.0,9,48.0,4.0,838,nan,4.0,0.00390625,256.0,214.23818520515897,0.908203125,3.4657040531095893
4,1024,2.0,10,48.0,4.0,1568,nan,4.0,0.00390625,256.0,221.49379223806702,0.673828125,4.111609254046277
4,1024,2.0,11,48.0,4.0,1199,nan,4.0,0.00390625,256.0,220.9785057420744,0.6396484375,3.79916086970581
4,1024,2.0,12,48.0,4.0,1278,nan,4.0,0.00390625,256.0,234.15486328496362,0.669921875,3.22624031287139
4,1024,2.0,13,48.0,4.0,950,nan,4.0,0.00390625,256.0,222.1159607052136,0.78515625,2.4488386866198306
4,1024,2.0,14,48.0,4.0,1388,nan,4.0,0.00390625,256.0,211.22618208924763,1.021484375,4.411845664983178
4,1024,2.0,15,48.0,4.0,1052,nan,4.0,0.00390625,256.0,244.41460676481674,0.431640625,2.878940038599208
