d,N,hubble,rep,R_dS,log_H,log_H_std,n_causal,order_frac,log_H_per_N,log_H_per_NlogN
3,96,0.5,4,1.5,247.43789148724156,10.945142578366143,1002,0.21973684210526315,2.577478036325433,0.564697943321574
3,96,1.0,0,6.0,286.61736501278284,15.734853641246891,341,0.07478070175438596,2.985597552216488,0.6541125757665648
3,96,1.0,1,6.0,268.8422863766088,10.35843023434614,430,0.09429824561403509,2.800440483089675,0.6135466370257544
3,96,1.0,2,6.0,266.06277774914025,11.019516303167453,513,0.1125,2.771487268220211,0.6072032964971799
3,96,1.0,3,6.0,268.7387324749935,11.126788771727432,449,0.09846491228070176,2.799361796614516,0.6133103083255962
3,96,1.0,4,6.0,263.98240078436,11.36923653640288,483,0.10592105263157894,2.749816674837083,0.6024555006511844
3,96,2.0,0,24.0,300.82718887673155,12.18504924076986,170,0.03728070175438596,3.133616550799287,0.6865419594098836
3,96,2.0,1,24.0,325.77956994845835,12.222420688684386,58,0.012719298245614035,3.393537186963108,0.7434877981716355
3,96,2.0,2,24.0,302.86950975490356,14.91969535013973,172,0.037719298245614034,3.1548907266135786,0.691202904395207
3,96,2.0,3,24.0,311.95745285992894,14.279066912138102,115,0.025219298245614034,3.24955680062426,0.7119432313903388
3,96,2.0,4,24.0,319.82432121337905,9.300060386587749,61,0.01337719298245614,3.3315033459726986,0.7298968453371498
3,128,0.0,0,0.0,330.18602197956756,10.574307199848043,2341,0.2880167322834646,2.5795782967153715,0.5316492594651523
3,128,0.0,1,0.0,325.29997850795024,11.139460687150097,2356,0.28986220472440943,2.5414060820933613,0.523781993074449
3,128,0.0,2,0.0,325.70265663283067,10.922970903771898,2489,0.3062253937007874,2.5445520049439896,0.5244303655452519
