d,N,hubble,rep,R_dS,log_H,log_H_std,n_causal,order_frac,log_H_per_N,log_H_per_NlogN
3,128,0.0,3,0.0,327.1767105142403,12.810298790467204,2604,0.3203740157480315,2.5560680508925024,0.5268038144567617
3,128,0.0,4,0.0,322.0543750659444,12.927875981678085,2352,0.28937007874015747,2.5160498052026905,0.5185560823707949
3,128,0.2,0,0.24000000000000005,338.6075713314038,12.915360996278213,2092,0.2573818897637795,2.645371651026592,0.5452092231777592
3,128,0.2,1,0.24000000000000005,339.98454821691456,10.577397078012513,2040,0.25098425196850394,2.656129282944645,0.5474263634948854
3,128,0.2,2,0.24000000000000005,341.1289225010158,12.755605089229759,2026,0.24926181102362205,2.6650697070391858,0.5492689785669765
3,128,0.2,3,0.24000000000000005,334.780201550848,12.367366330735154,2252,0.2770669291338583,2.615470324616,0.5390465809879644
3,128,0.2,4,0.24000000000000005,336.3240027651675,11.484705186978822,1797,0.22108759842519685,2.627531271602871,0.5415323336174478
3,128,0.5,0,1.5,347.5143934475521,13.653669136875498,1854,0.2281003937007874,2.7149561988090007,0.559550549178928
3,128,0.5,1,1.5,357.1796221232216,14.941347654981458,1311,0.16129429133858267,2.7904657978376686,0.5751130240443814
3,128,0.5,2,1.5,337.29690940980385,15.324208630686664,1696,0.20866141732283464,2.6351321047640925,0.5430988599472075
3,128,0.5,3,1.5,363.0367175295917,12.023590886260681,1378,0.16953740157480315,2.8362243556999354,0.5845438304023989
3,128,0.5,4,1.5,346.43139635724145,12.82231284632457,1618,0.19906496062992127,2.706495284040949,0.5578067606393206
3,128,1.0,0,6.0,386.21928996776,14.898695880121215,757,0.09313484251968504,3.017338202873125,0.6218712659956964
3,128,1.0,1,6.0,374.7358733322638,13.565718063750813,974,0.11983267716535433,2.927624010408311,0.6033812344862185
3,128,1.0,2,6.0,392.6386433275626,15.832397112907005,1025,0.12610728346456693,3.0674894009965827,0.6322073923996039
3,128,1.0,3,6.0,377.3687391388915,15.74301322906693,1024,0.12598425196850394,2.94819327452259,0.6076205452479907
3,128,1.0,4,6.0,370.37677328515457,14.839325522632612,835,0.10273129921259842,2.89356854129027,0.5963624264273978
3,128,2.0,0,24.0,449.30200370079626,14.848810810494422,135,0.01660925196850394,3.510171903912471,0.7234439426346133
3,128,2.0,1,24.0,454.4824230040568,16.976698716127334,149,0.018331692913385825,3.5506439297191936,0.7317851984811974
3,128,2.0,2,24.0,441.5315138921848,14.23005235798855,156,0.019192913385826772,3.449464952282694,0.7109322829112182
3,128,2.0,3,24.0,453.85257304992456,17.563506837759345,121,0.014886811023622047,3.5457232269525356,0.7307710451270337
3,128,2.0,4,24.0,426.4255654764059,13.487502308222611,222,0.027312992125984252,3.331449730284421,0.6866094292646013
4,32,0.0,0,0.0,64.84995630859719,3.1615770425955048,66,0.13306451612903225,2.026561134643662,0.5847419398017444
4,32,0.0,1,0.0,62.82132323036243,3.0119499828444725,94,0.18951612903225806,1.963166350948826,0.5664500717907908
4,32,0.0,2,0.0,65.39588187592724,3.0533536768652163,65,0.1310483870967742,2.0436213086227264,0.5896644654810043
4,32,0.0,3,0.0,62.81922858163219,3.9553424494857867,74,0.14919354838709678,1.963100893176006,0.5664311846699437
4,32,0.0,4,0.0,65.57313635130187,3.8660958462998245,82,0.16532258064516128,2.0491605109781834,0.5912627414347439
4,32,0.2,0,0.4800000000000001,63.9034957727469,3.085370057245747,95,0.19153225806451613,1.9969842428983406,0.5762078527925675
4,32,0.2,1,0.4800000000000001,68.36571054350078,3.921156962566207,46,0.09274193548387097,2.1364284544843994,0.6164429472997431
4,32,0.2,2,0.4800000000000001,64.23807075058866,3.3968275009189726,100,0.20161290322580644,2.0074397109558957,0.5792246631759289
4,32,0.2,3,0.4800000000000001,65.16436883886792,3.428001383719856,75,0.15120967741935484,2.0363865262146224,0.5875769485405877
4,32,0.2,4,0.4800000000000001,63.26246148071893,3.6450113671980966,78,0.15725806451612903,1.9769519212724667,0.5704277465791392
4,32,0.5,0,3.0,68.41453463695787,3.809071179730716,45,0.0907258064516129,2.1379542074049334,0.6168831865341583
4,32,0.5,1,3.0,68.58400839271815,4.361881013345202,50,0.10080645161290322,2.143250262272442,0.6184113049528844
4,32,0.5,2,3.0,71.04387275229405,4.649988801449747,36,0.07258064516129033,2.220121023509189,0.6405915181580074
4,32,0.5,3,3.0,68.54233578391164,3.7014117628060994,49,0.09879032258064516,2.1419479932472387,0.6180355495399716
4,32,0.5,4,3.0,68.13566295746452,3.8927373688545543,44,0.08870967741935484,2.129239467420766,0.6143686441025994
4,32,1.0,0,12.0,72.89502274345796,3.042621364011662,18,0.036290322580645164,2.277969460733061,0.6572830488592187
4,32,1.0,1,12.0,75.20742604694921,3.557478558858583,14,0.028225806451612902,2.3502320639671628,0.6781336287247317
4,32,1.0,2,12.0,74.33464944786387,3.7678700565790204,19,0.038306451612903226,2.322957795245746,0.6702639382790795
4,32,1.0,3,12.0,74.92941330810832,4.52082427340519,17,0.034274193548387094,2.341544165878385,0.6756268312270461
4,32,1.0,4,12.0,73.93550433508736,3.203649083020532,17,0.034274193548387094,2.31048451047148,0.6666649090615937
4,32,2.0,0,48.0,79.65833367417014,1.835208743851104,3,0.006048387096774193,2.489322927317817,0.7182667684825224
4,32,2.0,1,48.0,80.0349821400285,1.9932031645075317,3,0.006048387096774193,2.5010931918758907,0.7216629489440992
4,32,2.0,2,48.0,81.55795945611503,1.4210854715202004e-14,0,0.0,2.5486862330035946,0.7353953978272518
4,32,2.0,3,48.0,80.93093645293757,0.826820212966515,1,0.0020161290322580645,2.529091764154299,0.7297416292197054
4,32,2.0,4,48.0,81.55795945611503,1.4210854715202004e-14,0,0.0,2.5486862330035946,0.7353953978272518
4,48,0.0,0,0.0,109.97055346407417,5.105181156644249,194,0.17198581560283688,2.2910531971682118,0.5918197455292832
4,48,0.0,1,0.0,104.23474462696763,4.917151337633822,255,0.22606382978723405,2.171557179728492,0.5609518011618851
4,48,0.0,2,0.0,106.38612633922745,5.142303019758819,181,0.16046099290780141,2.2163776320672386,0.5725297203173244
4,48,0.0,3,0.0,106.42411705947904,5.574114245945134,199,0.17641843971631205,2.2171691054058136,0.5727341719426327
4,48,0.0,4,0.0,110.11281304918192,4.610442127786113,192,0.1702127659574468,2.2940169385246234,0.5925853325778659
4,48,0.2,0,0.4800000000000001,111.92702506420822,4.592668748341892,144,0.1276595744680851,2.3318130221710045,0.6023487324994621
4,48,0.2,1,0.4800000000000001,112.19377263298622,5.685716861940656,140,0.12411347517730496,2.337370263187213,0.6037842665883791
4,48,0.2,2,0.4800000000000001,111.76758275153855,5.036206051892043,146,0.12943262411347517,2.32849130732372,0.6014906745381408
4,48,0.2,3,0.4800000000000001,111.33752944791992,5.95968060845234,155,0.1374113475177305,2.3195318634983315,0.5991762910173307
4,48,0.2,4,0.4800000000000001,115.66621064251727,5.117755545976259,97,0.08599290780141844,2.4097127217191097,0.6224716089216905
4,48,0.5,0,3.0,114.5790091618163,5.913747278624669,105,0.09308510638297872,2.387062690871173,0.6166207035349344
4,48,0.5,1,3.0,118.47898892471773,6.062726398407735,105,0.09308510638297872,2.4683122692649526,0.6376089131796525
4,48,0.5,2,3.0,116.32678853645223,6.104404032555137,119,0.10549645390070922,2.423474761176088,0.6260265882209315
4,48,0.5,3,3.0,112.46242867084675,4.504997671257919,129,0.11436170212765957,2.3429672639759738,0.6052300713329507
4,48,0.5,4,3.0,112.36817739968768,5.812933442740851,121,0.10726950354609929,2.3410036958268265,0.604722846793689
4,48,1.0,0,12.0,125.83314731283265,6.178346159215391,39,0.034574468085106384,2.6215239023506802,0.6771862000872615
4,48,1.0,1,12.0,128.46897581199804,7.28962611883378,43,0.038120567375886524,2.6764369960832926,0.6913712278287514
4,48,1.0,2,12.0,127.6635578271703,5.997981743967981,38,0.03368794326241135,2.6596574547327143,0.6870367741790189
4,48,1.0,3,12.0,127.44905403770412,7.840963318045035,49,0.04343971631205674,2.6551886257855024,0.6858823962651311
4,48,1.0,4,12.0,128.1334017791747,6.061580220947057,40,0.03546099290780142,2.669445870399473,0.6895652958546378
4,48,2.0,0,48.0,139.95104186873147,0.7590289914372076,1,0.0008865248226950354,2.915646705598572,0.7531633457893683
4,48,2.0,1,48.0,139.91589066401895,1.0624614227355214,1,0.0008865248226950354,2.914914388833728,0.7529741753580782
4,48,2.0,2,48.0,139.3197088530274,2.336287139074055,3,0.0026595744680851063,2.902493934438071,0.7497657513158598
4,48,2.0,3,48.0,140.02534144847343,0.8893770715377871,1,0.0008865248226950354,2.917194613509863,0.7535631979042363
4,48,2.0,4,48.0,139.17058359590914,1.1556096723929479,2,0.0017730496453900709,2.899387158248107,0.7489632158284981
4,64,0.0,0,0.0,154.77179770547696,6.5222054857223695,384,0.19047619047619047,2.4183093391480774,0.581480481820733
4,64,0.0,1,0.0,155.56389070918868,7.805239843950087,330,0.1636904761904762,2.430685792331073,0.5844563897592168
4,64,0.0,2,0.0,159.18791069143404,5.81160147782275,350,0.1736111111111111,2.487311104553657,0.5980718992812685
4,64,0.0,3,0.0,162.71912923878432,6.185821829544703,311,0.15426587301587302,2.542486394356005,0.611338752110845
4,64,0.0,4,0.0,158.75887080446842,7.165545055981906,324,0.16071428571428573,2.480607356319819,0.5964599885592141
4,64,0.2,0,0.4800000000000001,161.72625270228522,6.0760635939183505,246,0.12202380952380952,2.5269726984732066,0.6076084967581828
4,64,0.2,1,0.4800000000000001,157.94289192552088,6.843302931776091,320,0.15873015873015872,2.467857686336264,0.5933943409495065
4,64,0.2,2,0.4800000000000001,159.79883017299994,5.394667409880241,316,0.15674603174603174,2.496856721453124,0.6003671349751164
4,64,0.2,3,0.4800000000000001,157.8321370701095,7.580480543475857,363,0.1800595238095238,2.466127141720461,0.5929782329269638
4,64,0.2,4,0.4800000000000001,169.13698246619134,8.410059100940835,216,0.10714285714285714,2.6427653510342397,0.6354507443617131
4,64,0.5,0,3.0,168.03431691371588,7.247233345642309,171,0.08482142857142858,2.6255362017768107,0.631308009662975
4,64,0.5,1,3.0,164.55888892214423,7.0307578296134805,265,0.1314484126984127,2.5712326394085037,0.6182507629744148
4,64,0.5,2,3.0,171.34151972310266,8.476485243674974,179,0.08878968253968254,2.677211245673479,0.6437332312575488
4,64,0.5,3,3.0,164.8040982892908,7.5971725842606865,156,0.07738095238095238,2.575064035770169,0.6191720190628572
4,64,0.5,4,3.0,174.42627296965645,6.235008614575219,127,0.06299603174603174,2.725410515150882,0.6553227057658022
4,64,1.0,0,12.0,182.05154263790595,6.974738157087,62,0.030753968253968252,2.8445553537172805,0.6839709837236787
4,64,1.0,1,12.0,186.76967137001733,8.027347642930877,59,0.029265873015873016,2.918276115156521,0.7016970798801704
4,64,1.0,2,12.0,180.44992415646325,7.863500335076498,113,0.056051587301587304,2.8195300649447383,0.6779536737221852
4,64,1.0,3,12.0,178.54708400062637,7.325036136157687,85,0.042162698412698416,2.789798187509787,0.6708046683668981
4,64,1.0,4,12.0,180.49066937493288,7.310864850235584,77,0.03819444444444445,2.820166708983326,0.6781067542550656
4,64,2.0,0,48.0,203.83886846218556,1.312087355399926,2,0.000992063492063492,3.1849823197216494,0.7658263663302418
4,64,2.0,1,48.0,202.3403928077876,1.824988105307232,4,0.001984126984126984,3.161568637621681,0.760196565821146
4,64,2.0,2,48.0,200.4932645690984,5.299876661963231,13,0.006448412698412698,3.1327072588921623,0.7532568711600969
4,64,2.0,3,48.0,204.13014616237385,1.6134983175869033,2,0.000992063492063492,3.1895335337870914,0.7669207019906147
4,64,2.0,4,48.0,205.16819948264117,8.526512829121202e-14,0,0.0,3.2057531169162683,0.7708206873482397
4,96,0.0,0,0.0,264.8818757038013,9.135305845984762,696,0.15263157894736842,2.7591862052479303,0.6045082648176785
4,96,0.0,1,0.0,260.2439314544921,9.42618797999156,928,0.20350877192982456,2.7108742859842927,0.5939236386592387
4,96,0.0,2,0.0,267.7783870592796,8.595613132080251,662,0.14517543859649124,2.789358198534163,0.611118626696431
4,96,0.0,3,0.0,263.6220490701228,9.455728715164208,755,0.16557017543859648,2.7460630111471125,0.6016331129777401
4,96,0.0,4,0.0,265.026407778223,8.333090693698601,693,0.15197368421052632,2.760691747689823,0.604838113106796
4,96,0.2,0,0.4800000000000001,272.0193030638213,10.011860565913365,498,0.10921052631578948,2.8335344069148056,0.6207971627168034
4,96,0.2,1,0.4800000000000001,268.8949775446931,10.105481154230064,773,0.16951754385964912,2.8009893494238867,0.613666887784721
4,96,0.2,2,0.4800000000000001,273.4788798206245,11.142274496382683,539,0.11820175438596492,2.8487383314648387,0.6241281804026263
4,96,0.2,3,0.4800000000000001,269.35908081636666,9.016043432096334,508,0.11140350877192982,2.8058237585038195,0.6147260552445939
4,96,0.2,4,0.4800000000000001,259.9552336450448,8.758369901322752,820,0.17982456140350878,2.7078670171358836,0.5932647781336481
4,96,0.5,0,3.0,280.964474551185,9.188180160892317,330,0.07236842105263158,2.926713276574844,0.6412116591029945
4,96,0.5,1,3.0,287.32327780486844,11.867058609707836,279,0.06118421052631579,2.9929508104673794,0.6557235962107625
4,96,0.5,2,3.0,276.80106789213573,9.565261322959227,410,0.08991228070175439,2.883344457209747,0.6317100134033596
4,96,0.5,3,3.0,279.109866809,11.368000259148918,378,0.08289473684210526,2.9073944459270833,0.6369791093856277
4,96,0.5,4,3.0,279.9230634751679,8.981026996608398,504,0.11052631578947368,2.915865244532999,0.6388349710006006
4,96,1.0,0,12.0,307.0185989960672,12.412612299223769,167,0.03662280701754386,3.1981104062090338,0.7006718751622151
4,96,1.0,1,12.0,302.798798198264,10.82569596552781,143,0.03135964912280702,3.1541541478985837,0.6910415278559736
4,96,1.0,2,12.0,316.1115947126156,14.469443918643009,120,0.02631578947368421,3.292829111589746,0.721423733129092
4,96,1.0,3,12.0,321.3667376727848,9.841189335069288,80,0.017543859649122806,3.347570184091508,0.7334169181810322
4,96,1.0,4,12.0,308.7945117609359,13.347578603204873,175,0.03837719298245614,3.216609497509749,0.7047248287329562
4,96,2.0,0,48.0,343.8939426281311,1.3520668177246455,2,0.0004385964912280702,3.582228569043032,0.7848280671792993
4,96,2.0,1,48.0,341.0969564584067,4.468927949852267,10,0.0021929824561403508,3.553093296441736,0.778444839743724
4,96,2.0,2,48.0,340.0058510472024,4.602386851208008,11,0.002412280701754386,3.541727615075025,0.7759547401961134
4,96,2.0,3,48.0,342.9813994091088,2.016937515237428,4,0.0008771929824561404,3.57272291051155,0.7827454787936781
4,96,2.0,4,48.0,337.01835967930043,5.414622000503387,18,0.003947368421052632,3.510607913326046,0.7691367455025554
4,128,0.0,0,0.0,381.1870293114663,10.733003018590724,1393,0.17138287401574803,2.9780236664958304,0.6137685679005004
4,128,0.0,1,0.0,370.0907162374206,10.421487786785859,1589,0.1954970472440945,2.8913337206048486,0.5959018314673787
4,128,0.0,2,0.0,377.39078878707215,11.078304856041223,1423,0.1750738188976378,2.948365537399001,0.6076560485047804
4,128,0.0,3,0.0,377.8911917117751,10.175903385301929,1336,0.1643700787401575,2.952274935248243,0.608461772631918
4,128,0.0,4,0.0,365.2532367513877,9.751083485504441,1490,0.18331692913385828,2.8535409121202164,0.5881127604128008
4,128,0.2,0,0.4800000000000001,385.5629291281988,12.883868446308098,1123,0.13816437007874016,3.012210383814053,0.6208144261203965
4,128,0.2,1,0.4800000000000001,379.3709526678217,11.76010542298037,1160,0.14271653543307086,2.963835567717357,0.6108444107937367
4,128,0.2,2,0.4800000000000001,380.873514748011,15.428063159790392,1151,0.14160925196850394,2.975574333968836,0.6132637622019029
4,128,0.2,3,0.4800000000000001,386.1523833474678,10.382702431000757,1193,0.1467765748031496,3.016815494902092,0.621763536253176
4,128,0.2,4,0.4800000000000001,385.4166516042288,11.240375423506366,1085,0.13348917322834647,3.0110675906580373,0.6205788972605472
4,128,0.5,0,3.0,396.40895604141167,13.292275175787578,676,0.08316929133858268,3.0969449690735287,0.6382781641126292
4,128,0.5,1,3.0,390.04578289058594,13.87472390799977,716,0.08809055118110236,3.0472326788327027,0.6280324963123902
4,128,0.5,2,3.0,394.53489062929634,13.8090761289337,772,0.09498031496062992,3.0823038330413777,0.6352606363488342
4,128,0.5,3,3.0,406.04503119079214,14.869973935826561,649,0.07984744094488189,3.1722268061780636,0.6537936974068753
4,128,0.5,4,3.0,390.0239321849818,12.202052502525436,745,0.09165846456692914,3.04706197019517,0.6279973133831324
4,128,1.0,0,12.0,438.49821955520275,15.313051442420116,235,0.02891240157480315,3.4257673402750215,0.7060482218648783
4,128,1.0,1,12.0,423.979710987986,16.41297120709875,364,0.04478346456692913,3.3123414920936405,0.6826712349106064
4,128,1.0,2,12.0,437.2949576487232,15.572989969203912,242,0.029773622047244094,3.41636685663065,0.7041107888454936
4,128,1.0,3,12.0,435.44127813783365,16.92871603485131,303,0.03727854330708662,3.4018849854518254,0.7011260854551389
4,128,1.0,4,12.0,455.4463106822399,17.07581288733442,149,0.018331692913385825,3.5581743022049994,0.7333372029156715
4,128,2.0,0,48.0,483.8037221679065,6.567965205453427,24,0.002952755905511811,3.7797165794367698,0.7789969093027462
4,128,2.0,1,48.0,492.07707938256345,3.2486082067484214,7,0.0008612204724409449,3.844352182676277,0.7923182613396753
4,128,2.0,2,48.0,492.57962469778715,10.894481900027893,16,0.001968503937007874,3.848278317951462,0.7931274350384423
4,128,2.0,3,48.0,489.6379858681533,4.550123257884714,13,0.0015994094488188976,3.8252967645949476,0.7883909531728183
4,128,2.0,4,48.0,487.8451037051769,4.8333437444666965,15,0.0018454724409448819,3.8112898726966944,0.7855041426756929
