d,N,hubble,rep,R_dS,R_occupancy,sigma_val,wall_val,alpha_N,R_hat,n_causal_pairs,n_links
2,256,1.0,4,2.0,0.912274302389203,1.0,4.47213595499958,4.47213595499958,6.798676251283781,10966,962
2,256,2.0,0,8.0,0.8502149613069647,1.0,4.47213595499958,4.47213595499958,2022.6144973010917,5815,871
2,256,2.0,1,8.0,0.8451352907311457,1.0,4.47213595499958,4.47213595499958,1671.1182323759976,5211,807
2,256,2.0,2,8.0,0.8458232106148383,1.0,4.47213595499958,4.47213595499958,2353.1006958628454,5351,825
2,256,2.0,3,8.0,0.8686708860759493,1.0,4.47213595499958,4.47213595499958,1385.4216854668666,6320,830
2,256,2.0,4,8.0,0.8594679733986699,1.0,4.47213595499958,4.47213595499958,1875.9565642362131,5714,803
2,512,0.0,0,0.0,0.9641330914216311,1.0,3.1622776601683795,3.1622776601683795,-1.741346684112926,66691,2392
2,512,0.0,1,0.0,0.9635219929447757,1.0,3.1622776601683795,3.1622776601683795,2.360505737651922,64066,2337
2,512,0.0,2,0.0,0.9625726462611391,1.0,3.1622776601683795,3.1622776601683795,-0.22981046324026508,64525,2415
2,512,0.0,3,0.0,0.963550718752538,1.0,3.1622776601683795,3.1622776601683795,14.125121224369119,61565,2244
2,512,0.0,4,0.0,0.9644414027048339,1.0,3.1622776601683795,3.1622776601683795,3.9152774191440125,67213,2390
2,512,0.25,0,0.125,0.9593380193967435,1.0,3.1622776601683795,3.1622776601683795,-4.216692426862641,56195,2285
2,512,0.25,1,0.125,0.9609623776388725,1.0,3.1622776601683795,3.1622776601683795,-0.5967949323551824,59353,2317
2,512,0.25,2,0.125,0.9599029369927202,1.0,3.1622776601683795,3.1622776601683795,2.8678303229443256,59755,2396
2,512,0.25,3,0.125,0.9596796657381615,1.0,3.1622776601683795,3.1622776601683795,-0.2066620568248674,57440,2316
2,512,0.25,4,0.125,0.9598841665956903,1.0,3.1622776601683795,3.1622776601683795,1.3334603241091658,58705,2355
2,512,0.5,0,0.5,0.9564259720360084,1.0,3.1622776601683795,3.1622776601683795,8.540344567944658,52210,2275
