d,N,hubble,rep,R_dS,R_occupancy,sigma_val,wall_val,alpha_N,R_hat,n_causal_pairs,n_links
3,1024,0.0,4,0.0,0.8882418886837247,1.0,2.23606797749979,2.23606797749979,-5.066041078505807,151640,16947
3,1024,0.25,0,0.375,0.8711190803694242,1.0,2.23606797749979,2.23606797749979,-1.9414643840580061,122136,15741
3,1024,0.25,1,0.375,0.8751941633325488,1.0,2.23606797749979,2.23606797749979,-4.054012165706842,127470,15909
3,1024,0.25,2,0.375,0.8787364103848532,1.0,2.23606797749979,2.23606797749979,-1.5971657448755532,127763,15493
3,1024,0.25,3,0.375,0.8768467518262432,1.0,2.23606797749979,2.23606797749979,-0.7896078080043984,127995,15763
3,1024,0.25,4,0.375,0.8765277712236327,1.0,2.23606797749979,2.23606797749979,-0.6951071211980178,127146,15699
3,1024,0.5,0,1.5,0.8593473963655115,1.0,2.23606797749979,2.23606797749979,6.0229143188733145,104719,14729
3,1024,0.5,1,1.5,0.8585246598639455,1.0,2.23606797749979,2.23606797749979,6.405796071399976,103488,14641
3,1024,0.5,2,1.5,0.8527354997943233,1.0,2.23606797749979,2.23606797749979,9.533652843295311,97240,14320
3,1024,0.5,3,1.5,0.8543220491491872,1.0,2.23606797749979,2.23606797749979,9.792551887975252,100022,14571
3,1024,0.5,4,1.5,0.8516430959115454,1.0,2.23606797749979,2.23606797749979,10.218514710861777,97225,14424
3,1024,1.0,0,6.0,0.8024905930836768,1.0,2.23606797749979,2.23606797749979,86.1833387117586,55810,11023
3,1024,1.0,1,6.0,0.7986345048729081,0.9999999999999998,2.2360679774997894,2.23606797749979,88.25150004463528,55511,11178
3,1024,1.0,2,6.0,0.8033661457974806,1.0,2.23606797749979,2.23606797749979,85.51164856766513,58108,11426
3,1024,1.0,3,6.0,0.7959822074352669,0.9999999999999998,2.2360679774997894,2.23606797749979,78.70143649023822,55304,11283
3,1024,1.0,4,6.0,0.7899713847145104,0.9999999999999998,2.2360679774997894,2.23606797749979,100.89584347394388,52769,11083
3,1024,2.0,0,24.0,0.5845561111566522,0.9999999997941227,2.236067977039434,2.23606797749979,945.1754300644529,12199,5068
3,1024,2.0,1,24.0,0.5669838945827232,0.9999999993356816,2.2360679760143287,2.23606797749979,884.3099995381501,10928,4732
3,1024,2.0,2,24.0,0.5708668788616365,0.9999999994871949,2.2360679763531226,2.23606797749979,792.6934311894139,10682,4584
3,1024,2.0,3,24.0,0.5722631673557432,0.9999999995327755,2.236067976455044,2.23606797749979,1451.9753003787064,11126,4759
3,1024,2.0,4,24.0,0.5764570619969931,0.9999999996467355,2.236067976709866,2.23606797749979,972.6157009421169,11307,4789
4,64,0.0,0,0.0,0.31714285714285717,0.9887513023215951,8.843660499330129,8.94427190999916,-98.32056892636888,350,239
4,64,0.0,1,0.0,0.19292604501607713,0.021775997965541177,0.19477044691538878,8.94427190999916,-82.16028928697455,311,251
4,64,0.0,2,0.0,0.28184281842818426,0.8931047566487391,7.988171787579952,8.94427190999916,-43.63735554976725,369,265
4,64,0.0,3,0.0,0.28385416666666663,0.9052478676552411,8.09678307425541,8.94427190999916,-20.943552224751897,384,275
4,64,0.0,4,0.0,0.3178294573643411,0.9892491757849277,8.84811361496295,8.94427190999916,-40.54883849044165,387,264
4,64,0.25,0,0.75,0.17229729729729726,0.005595506577277768,0.05004773230136108,8.94427190999916,-8.300761801883391,296,245
4,64,0.25,1,0.75,0.19795221843003408,0.030182310279506904,0.26995879001187245,8.94427190999916,-20.934221416440245,293,235
4,64,0.25,2,0.75,0.1813953488372093,0.010214869661392125,0.0913645717766922,8.94427190999916,-21.0331049525944,215,176
4,64,0.25,3,0.75,0.21660649819494582,0.09741932706905641,0.871344950594782,8.94427190999916,-26.686983174910957,277,217
4,64,0.25,4,0.75,0.2465753424657534,0.4431690230326149,3.963824244092388,8.94427190999916,34.13195941822622,292,220
4,64,0.5,0,3.0,0.2524752475247525,0.5411607656083143,4.840289034624084,8.94427190999916,-36.14284641609717,202,151
4,64,0.5,1,3.0,0.0357142857142857,6.248745604778482e-07,5.589047978555089e-06,8.94427190999916,166.40447254444652,168,162
4,64,0.5,2,3.0,0.14646464646464652,0.0010044031341737546,0.00898365473930543,8.94427190999916,-20.57844677739754,198,169
4,64,0.5,3,3.0,0.30364372469635625,0.9727811215919207,8.700818860432092,8.94427190999916,0.15578005075154588,247,172
4,64,0.5,4,3.0,0.13636363636363635,0.0005124690821944579,0.00458366281661494,8.94427190999916,73.95947518534318,154,133
4,64,1.0,0,12.0,0.030303030303030276,4.356332653368657e-07,3.896422378213739e-06,8.94427190999916,-0.0,33,32
4,64,1.0,1,12.0,0.14084507042253525,0.0006907819605925006,0.006178541686061649,8.94427190999916,701.5477257073343,71,61
4,64,1.0,2,12.0,0.025000000000000022,3.059022269256253e-07,2.736072695497059e-06,8.94427190999916,-32.1889112204395,80,78
4,64,1.0,3,12.0,0.0461538461538461,1.2532820056269657e-06,1.1209695038236678e-05,8.94427190999916,-23.13951832691871,65,62
4,64,1.0,4,12.0,0.022222222222222254,2.5418958788033957e-07,2.273540790692384e-06,8.94427190999916,-97.46470931865842,45,44
4,64,2.0,0,48.0,0.0,5.7777481855953726e-08,5.16777507994693e-07,8.94427190999916,-0.0,12,12
4,64,2.0,1,48.0,0.0,5.7777481855953726e-08,5.16777507994693e-07,8.94427190999916,nan,2,2
4,64,2.0,2,48.0,0.0,5.7777481855953726e-08,5.16777507994693e-07,8.94427190999916,nan,2,2
4,64,2.0,3,48.0,0.0,5.7777481855953726e-08,5.16777507994693e-07,8.94427190999916,nan,4,4
4,64,2.0,4,48.0,0.0,5.7777481855953726e-08,5.16777507994693e-07,8.94427190999916,-0.0,12,12
4,128,0.0,0,0.0,0.378099173553719,0.9998045371819256,6.323319104930778,6.324555320336759,-76.32315680290864,1452,903
4,128,0.0,1,0.0,0.3825944170771757,0.9998551443272097,6.323639172620732,6.324555320336759,-51.94474297994759,1218,752
4,128,0.0,2,0.0,0.37774167343623066,0.999799823635765,6.323289293847331,6.324555320336759,-125.29738057992752,1231,766
4,128,0.0,3,0.0,0.3854595336076817,0.999880327923672,6.323798447669723,6.324555320336759,27.084250158523172,1458,896
4,128,0.0,4,0.0,0.45565006075334147,0.9999988887278984,6.324548292034876,6.324555320336759,14.411114574667389,1646,896
4,128,0.25,0,0.75,0.3682842287694974,0.9996240262743931,6.3221774537101645,6.324555320336759,14.87098914764287,1154,729
4,128,0.25,1,0.75,0.4296187683284457,0.9999936976681466,6.324515460890305,6.324555320336759,-6.231728669432759,1364,778
4,128,0.25,2,0.75,0.341400172860847,0.9977472422720284,6.310307629462886,6.324555320336759,-15.112416764024939,1157,762
4,128,0.25,3,0.75,0.2894230769230769,0.9326549014962974,5.898627519296563,6.324555320336759,-0.22083294308761625,1040,739
4,128,0.25,4,0.75,0.2554161915621437,0.5893017102951531,3.727071267130762,6.324555320336759,-4.7641475760378595,877,653
4,128,0.5,0,3.0,0.2542635658914729,0.5705848512939542,3.6086954569547367,6.324555320336759,0.023578164048313567,645,481
4,128,0.5,1,3.0,0.2603773584905661,0.6663725393543138,4.214509989099642,6.324555320336759,0.5725297300621685,795,588
4,128,0.5,2,3.0,0.23511904761904767,0.27050469205599664,1.7108218893188103,6.324555320336759,-23.998008814354037,672,514
4,128,0.5,3,3.0,0.2742927429274292,0.8347283964017365,5.279285920498774,6.324555320336759,10.36520281459157,813,590
4,128,0.5,4,3.0,0.24128312412831243,0.3586737589149816,2.268452030210931,6.324555320336759,-20.998925020448247,717,544
4,128,1.0,0,12.0,0.1203208556149733,0.0001759250980257693,0.001112648014699645,6.324555320336759,31.85730242483829,374,329
4,128,1.0,1,12.0,0.15859030837004406,0.0022513318334927463,0.01423867272536006,6.324555320336759,100.907207469649,227,191
4,128,1.0,2,12.0,0.17133956386292837,0.005251223742758752,0.03321165506054358,6.324555320336759,-8.43140104573819,321,266
4,128,1.0,3,12.0,0.14946619217081847,0.0012266342499861476,0.00775791617185718,6.324555320336759,50.24670981508309,281,239
4,128,1.0,4,12.0,0.10077519379844957,4.780557850466206e-05,0.00030234902587343706,6.324555320336759,-24.206400060926363,258,232
4,128,2.0,0,48.0,0.0,5.7777481855953726e-08,3.654168802677327e-07,6.324555320336759,-0.0,14,14
4,128,2.0,1,48.0,0.0,5.7777481855953726e-08,3.654168802677327e-07,6.324555320336759,-0.0,38,38
4,128,2.0,2,48.0,0.0,5.7777481855953726e-08,3.654168802677327e-07,6.324555320336759,nan,8,8
4,128,2.0,3,48.0,0.0,5.7777481855953726e-08,3.654168802677327e-07,6.324555320336759,-0.0,27,27
4,128,2.0,4,48.0,0.0,5.7777481855953726e-08,3.654168802677327e-07,6.324555320336759,-0.0,15,15
4,256,0.0,0,0.0,0.5037374658158614,0.9999999549652354,4.47213575359799,4.47213595499958,-3.4282090327406705,5485,2722
4,256,0.0,1,0.0,0.5117794486215539,0.9999999736543659,4.472135837178322,4.47213595499958,-13.255724967692649,5985,2922
4,256,0.0,2,0.0,0.5206402695871946,0.9999999854064276,4.47213588973514,4.47213595499958,-43.511408532517954,5935,2845
4,256,0.0,3,0.0,0.524,0.999999988334927,4.472135902831787,4.47213595499958,-5.724645739901196,5750,2737
4,256,0.0,4,0.0,0.4702206600273384,0.9999995793134242,4.472134073632018,4.47213595499958,-46.72793867178796,5121,2713
4,256,0.25,0,0.75,0.42650103519668736,0.9999922416698838,4.472101258692516,4.47213595499958,-4.142740218691588,4347,2493
4,256,0.25,1,0.75,0.4345114345114345,0.9999954517446997,4.472115614583519,4.47213595499958,-9.913848400596489,3848,2176
4,256,0.25,2,0.75,0.47532639964593937,0.999999700682297,4.472134616410118,4.47213595499958,2.483371888415524,4519,2371
4,256,0.25,3,0.75,0.477865372953305,0.9999997472904715,4.472134824848211,4.47213595499958,9.058364037465546,4947,2583
4,256,0.25,4,0.75,0.47085201793721976,0.9999995966528638,4.472134151176349,4.47213595499958,-10.587071411286948,4460,2360
4,256,0.5,0,3.0,0.3116213683223993,0.9838267507939269,4.399806985715932,4.47213595499958,1.5767944578624855,2134,1469
4,256,0.5,1,3.0,0.3452947638227756,0.9982614855282783,4.464361081922306,4.47213595499958,-7.729626877594315,2731,1788
4,256,0.5,2,3.0,0.3508500772797527,0.9987989273900391,4.466764594996008,4.47213595499958,9.611810355174384,2588,1680
4,256,0.5,3,3.0,0.3802008608321378,0.9998300875605538,4.471376083469931,4.47213595499958,8.93968414223552,2788,1728
4,256,0.5,4,3.0,0.37124600638977634,0.9996913725795706,4.470755731215979,4.47213595499958,9.12568779506317,3130,1968
4,256,1.0,0,12.0,0.19626926196269256,0.027065702915570946,0.12104150315606178,4.47213595499958,-4.7541914557428715,1233,991
4,256,1.0,1,12.0,0.22429906542056077,0.15272380436215838,0.6830016166723302,4.47213595499958,1.3950194607481992,1177,913
4,256,1.0,2,12.0,0.21395775941230488,0.08295821133380034,0.37100039966834214,4.47213595499958,-21.36173978283805,1089,856
4,256,1.0,3,12.0,0.1932409012131716,0.022227648771373988,0.09940506726556385,4.47213595499958,55.093787977977435,1154,931
4,256,1.0,4,12.0,0.17809439002671412,0.008213674235783723,0.03673266787250208,4.47213595499958,-2.333579853346571,1123,923
4,256,2.0,0,48.0,0.0273972602739726,3.5891400867046497e-07,1.6051122429282173e-06,4.47213595499958,30.02687426129809,73,71
4,256,2.0,1,48.0,0.011235955056179803,1.2220044868913553e-07,5.464970202997643e-07,4.47213595499958,179.8797032081829,89,88
4,256,2.0,2,48.0,0.010638297872340385,1.174272403841571e-07,5.251505838183676e-07,4.47213595499958,-0.0,94,93
4,256,2.0,3,48.0,0.045454545454545414,1.196195047474963e-06,5.34954688100521e-06,4.47213595499958,-35.59132834279626,110,105
4,256,2.0,4,48.0,0.0,5.7777481855953726e-08,2.583887539973465e-07,4.47213595499958,-0.0,49,49
4,512,0.0,0,0.0,0.6277530123140751,0.9999999999884408,3.162277660131826,3.1622776601683795,39.91811125445225,22657,8434
4,512,0.0,1,0.0,0.6223388369810998,0.9999999999834162,3.1622776601159366,3.1622776601683795,9.327680212178326,23439,8852
4,512,0.0,2,0.0,0.6203042125104108,0.999999999981007,3.1622776601083182,3.1622776601683795,-0.98194667364282,22813,8662
4,512,0.0,3,0.0,0.6281444275186299,0.9999999999887386,3.1622776601327676,3.1622776601683795,-20.16558511493522,24289,9032
4,512,0.0,4,0.0,0.6231821886662949,0.9999999999843228,3.1622776601188036,3.1622776601683795,-8.366450652433485,23311,8784
4,512,0.25,0,0.75,0.5618442527395664,0.9999999990641977,3.162277657209113,3.1622776601683795,-2.21492478440545,17156,7517
4,512,0.25,1,0.75,0.5790298282615245,0.9999999997024152,3.1622776592273336,3.1622776601683795,1.998747313663102,16595,6986
4,512,0.25,2,0.75,0.5635228512546975,0.9999999991632731,3.1622776575224165,3.1622776601683795,-1.004107731570005,16498,7201
4,512,0.25,3,0.75,0.5729323308270677,0.9999999995531608,3.16227765875535,3.1622776601683795,1.5960594853266803,17290,7384
4,512,0.25,4,0.75,0.552982083922678,0.9999999983104533,3.1622776548255636,3.1622776601683795,-2.2877781933572616,16968,7585
4,512,0.5,0,3.0,0.48883776414451263,0.9999998783986458,3.1622772756311335,3.1622776601683795,-0.6745232208231519,11736,5999
4,512,0.5,1,3.0,0.4914372814489375,0.9999998977473235,3.162277336817025,3.1622776601683795,7.256180322842794,11153,5672
4,512,0.5,2,3.0,0.5062293880542323,0.99999996185836,3.1622775395539238,3.1622776601683795,2.217692140722557,10916,5390
4,512,0.5,3,3.0,0.46647138822052514,0.9999994598540314,3.1622759520768495,3.1622776601683795,-1.8346476604458881,9559,5100
4,512,0.5,4,3.0,0.4557867360208062,0.9999988988074575,3.162274177891803,3.1622776601683795,5.8462322266962055,9228,5022
4,512,1.0,0,12.0,0.2905529953917051,0.9372347981200226,2.9637966644273686,3.1622776601683795,382.1263341379862,4340,3079
4,512,1.0,1,12.0,0.30078125,0.9672456483547998,3.058699305687463,3.1622776601683795,87.20052663058719,3328,2327
4,512,1.0,2,12.0,0.3570784490532011,0.999206737878756,3.159769145083712,3.1622776601683795,10.877165190943083,4436,2852
4,512,1.0,3,12.0,0.26688674454037586,0.7550598216509398,2.387708806097488,3.1622776601683795,19.158606215112272,3938,2887
4,512,1.0,4,12.0,0.31472081218274117,0.9868061240543432,3.120554961014396,3.1622776601683795,45.44736628115901,3743,2565
4,512,2.0,0,48.0,0.03985507246376807,8.23532634343274e-07,2.6042388520033503e-06,3.1622776601683795,1240.8053309912932,276,265
4,512,2.0,1,48.0,0.055384615384615365,2.3190306256086522e-06,7.333418740608542e-06,3.1622776601683795,34.92641483567391,325,307
4,512,2.0,2,48.0,0.030716723549488067,4.4781504107803456e-07,1.4161155002884539e-06,3.1622776601683795,1909.8241020009098,293,284
4,512,2.0,3,48.0,0.037735849056603765,7.150280163922455e-07,2.2611171226317078e-06,3.1622776601683795,323.67645033812363,318,306
4,512,2.0,4,48.0,0.007194244604316502,9.33368865446075e-08,2.951571511896829e-07,3.1622776601683795,-0.0,139,138
4,1024,0.0,0,0.0,0.7063273960983885,0.9999999999999387,2.2360679774996526,2.23606797749979,-2.087521033431647,88425,25968
4,1024,0.0,1,0.0,0.7113149579611427,0.999999999999956,2.2360679774996917,2.23606797749979,-2.5611843691638976,91463,26404
4,1024,0.0,2,0.0,0.7053166962103044,0.9999999999999343,2.236067977499643,2.23606797749979,-12.83770318453698,86313,25435
4,1024,0.0,3,0.0,0.7040366055125642,0.9999999999999285,2.23606797749963,2.23606797749979,-6.811109909956149,92008,27231
4,1024,0.0,4,0.0,0.7163928324560005,0.9999999999999687,2.2360679774997196,2.23606797749979,5.301924339828663,94035,26669
4,1024,0.25,0,0.75,0.6545249832633437,0.99999999999806,2.236067977495452,2.23606797749979,-0.573095799759395,65724,22706
4,1024,0.25,1,0.75,0.6657609456847531,0.9999999999990827,2.2360679774977386,2.23606797749979,-2.124823611985226,71398,23864
4,1024,0.25,2,0.75,0.6600405921680994,0.9999999999986569,2.2360679774967864,2.23606797749979,0.37596560095607773,67008,22780
4,1024,0.25,3,0.75,0.6652428156898558,0.9999999999990505,2.2360679774976666,2.23606797749979,1.747424944815733,67891,22727
4,1024,0.25,4,0.75,0.6513855837875182,0.9999999999976084,2.236067977494442,2.23606797749979,1.3339198635574494,65135,22707
4,1024,0.5,0,3.0,0.5905308464849355,0.9999999998617637,2.236067977190684,2.23606797749979,2.2109862488856025,45305,18551
4,1024,0.5,1,3.0,0.6001641848904293,0.9999999999272708,2.2360679773371626,2.23606797749979,12.88037807991273,43853,17534
4,1024,0.5,2,3.0,0.6117540420329265,0.9999999999664149,2.236067977424691,2.23606797749979,6.5496493843618335,47439,18418
4,1024,0.5,3,3.0,0.6013972401263139,0.9999999999330103,2.2360679773499963,2.23606797749979,7.001054663861454,46234,18429
4,1024,0.5,4,3.0,0.5974031557676598,0.9999999999125724,2.2360679773042955,2.23606797749979,7.080119271720357,46518,18728
4,1024,1.0,0,12.0,0.4499143835616438,0.9999983711351546,2.2360643352472693,2.23606797749979,26.723251488748495,18688,10280
4,1024,1.0,1,12.0,0.4476207492108868,0.9999981020164258,2.2360637334794977,2.23606797749979,22.762860742799887,16791,9275
4,1024,1.0,2,12.0,0.41769240333209,0.9999860426947491,2.236036768016466,2.23606797749979,47.64205761899679,16086,9367
4,1024,1.0,3,12.0,0.419577685088634,0.9999876911410481,2.236040454054448,2.23606797749979,29.608826200554294,15344,8906
4,1024,1.0,4,12.0,0.42891895099086275,0.99999339667118,2.2360532120076706,2.23606797749979,89.03637780072675,16854,9625
4,1024,2.0,0,48.0,0.08120300751879694,1.296644360820663e-05,2.8993849334367676e-05,2.23606797749979,226.39693538802854,1330,1222
4,1024,2.0,1,48.0,0.06478209658421674,4.3390090442675325e-06,9.702319177968597e-06,2.23606797749979,81.7875185167237,849,794
4,1024,2.0,2,48.0,0.037275064267352165,6.933970378859047e-07,1.5504829121098802e-06,2.23606797749979,1411.1003762220716,778,749
4,1024,2.0,3,48.0,0.10067114093959728,4.747512126669453e-05,0.0001061575983923749,2.23606797749979,24.80223711165744,1043,938
4,1024,2.0,4,48.0,0.10647737355811893,6.991397413968482e-05,0.00015633239875349764,2.23606797749979,119.81138891886638,1127,1007
