d,N,hubble,rep,R_dS,R_hat,n_causal_pairs,bd_ratio,occupancy_R,S1_c1_over_c0,S2_c2_over_c1,S3_c2_over_c0,S4_nonlink_low,S5_log_curvature,S6_log_concavity,S7_depth_over_linkfrac,S8_bdg_d2c_shape,S9_gini,S10_kl_vs_flat,S11_link_frac,S12_bdg_d2c_intensive,S13_c3_over_c2,S14_geo_mean_ratio,S15_ratio_of_ratios,C0,C1,C2,C3,C4,total_pairs
3,512,0.250000,2,0.375000,0.387322,30296,9.803465,0.812483,0.533885,0.735575,0.392713,0.480950,0.725806,-0.320473,59.013730,-9.343750,0.751584,-0.354878,0.187517,-0.018250,0.814881,0.684000,1.377779,5681,3033,2231,1818,1459,30296
3,512,0.250000,3,0.375000,-0.782580,31690,9.811022,0.818681,0.539506,0.761290,0.410721,0.487239,0.708673,-0.344361,60.577967,-9.335938,0.733257,-0.357751,0.181319,-0.018234,0.751271,0.675742,1.411088,5746,3100,2360,1773,1503,31690
3,512,0.250000,4,0.375000,-2.518799,29831,9.028116,0.812846,0.531256,0.766352,0.407129,0.484106,0.693227,-0.366398,54.002508,-9.222656,0.759239,-0.353739,0.187154,-0.018013,0.793225,0.686082,1.442530,5583,2966,2273,1803,1528,29831
3,512,0.250000,5,0.375000,4.091219,33059,10.588670,0.830636,0.537953,0.742696,0.399536,0.483868,0.724325,-0.322515,69.363458,-9.105469,0.731005,-0.362783,0.169364,-0.017784,0.821189,0.689710,1.380596,5599,3012,2237,1837,1553,33059
3,512,0.250000,6,0.375000,-2.560200,31638,9.741503,0.819995,0.557507,0.683150,0.380860,0.484102,0.816083,-0.203240,60.442493,-8.843750,0.732496,-0.357897,0.180005,-0.017273,0.839557,0.683815,1.225366,5695,3175,2169,1821,1566,31638
3,512,0.250000,7,0.375000,-5.270887,31388,10.144845,0.818434,0.523601,0.731568,0.383050,0.475520,0.715723,-0.334461,62.761888,-9.605469,0.741680,-0.358965,0.181566,-0.018761,0.792029,0.671943,1.397188,5699,2984,2183,1729,1564,31388
3,512,0.500000,0,1.500000,11.339512,25912,7.779917,0.794613,0.528185,0.697261,0.368283,0.472704,0.757514,-0.277713,42.801203,-8.808594,0.789132,-0.344569,0.205387,-0.017204,0.810204,0.668229,1.320107,5322,2811,1960,1588,1413,25912
3,512,0.500000,1,1.500000,3.976123,24687,7.321730,0.785839,0.528844,0.688841,0.364290,0.471775,0.767730,-0.264317,38.835635,-8.730469,0.777112,-0.339599,0.214161,-0.017052,0.794912,0.661590,1.302541,5287,2796,1926,1531,1275,24687
3,512,0.500000,2,1.500000,-2.148595,27920,7.937755,0.801576,0.533213,0.747461,0.398556,0.482340,0.713366,-0.337761,44.866968,-9.101562,0.731562,-0.347800,0.198424,-0.017776,0.769475,0.674364,1.401806,5540,2954,2208,1699,1434,27920
3,512,0.500000,3,1.500000,6.494239,25878,7.624540,0.789860,0.516182,0.741717,0.382861,0.473419,0.695929,-0.362508,41.177455,-9.277344,0.742413,-0.340998,0.210140,-0.018120,0.790106,0.671288,1.436928,5438,2807,2082,1645,1395,25878
3,512,0.500000,4,1.500000,4.260557,23553,7.041595,0.776716,0.513406,0.668519,0.343221,0.461389,0.767975,-0.263998,36.123788,-8.996094,0.752106,-0.335302,0.223284,-0.017570,0.811634,0.653098,1.302126,5259,2700,1805,1465,1245,23553
3,512,0.500000,5,1.500000,28.061068,24428,7.582166,0.793925,0.520461,0.733969,0.382002,0.474366,0.709104,-0.343753,41.490862,-8.429688,0.741658,-0.344107,0.206075,-0.016464,0.802392,0.674245,1.410230,5034,2620,1923,1543,1266,24428
3,512,0.500000,6,1.500000,5.432432,26698,7.517321,0.793955,0.503727,0.776254,0.391020,0.472225,0.648920,-0.432446,41.098709,-9.664062,0.751037,-0.344144,0.206045,-0.018875,0.802417,0.679516,1.541023,5501,2771,2151,1726,1382,26698
3,512,0.500000,7,1.500000,3.824771,23817,7.170772,0.783222,0.505907,0.699847,0.354058,0.462356,0.722883,-0.324508,37.621344,-8.964844,0.766288,-0.339808,0.216778,-0.017509,0.808534,0.659059,1.383350,5163,2612,1828,1478,1262,23817
3,512,1.000000,0,6.000000,119.597507,14001,4.077135,0.716092,0.476981,0.690401,0.329308,0.446379,0.690876,-0.369795,16.532075,-7.121094,0.758527,-0.276412,0.283908,-0.013908,0.846448,0.653232,1.447438,3975,1896,1309,1108,822,14001
3,512,1.000000,1,6.000000,80.271448,14352,3.848945,0.718785,0.527007,0.692525,0.364965,0.471451,0.760994,-0.273130,15.485629,-6.457031,0.737684,-0.267878,0.281215,-0.012611,0.733198,0.644403,1.314071,4036,2127,1473,1080,842,14352
3,512,1.000000,2,6.000000,41.324376,14030,3.794794,0.702851,0.471576,0.650560,0.306788,0.437685,0.724877,-0.321753,14.804509,-7.605469,0.748915,-0.266411,0.297149,-0.014854,0.849101,0.638655,1.379544,4169,1966,1279,1086,825,14030
3,512,1.000000,3,6.000000,19.580721,16633,4.366153,0.734203,0.523637,0.683801,0.358064,0.468566,0.765774,-0.266868,18.611174,-7.226562,0.734376,-0.289699,0.265797,-0.014114,0.742262,0.642943,1.305868,4421,2315,1583,1175,952,16633
3,512,1.000000,4,6.000000,47.842176,15175,4.042199,0.721516,0.505442,0.699906,0.353762,0.462136,0.722157,-0.325512,16.526503,-7.164062,0.778381,-0.277119,0.278484,-0.013992,0.771906,0.648772,1.384740,4226,2136,1495,1154,847,15175
3,512,1.000000,5,6.000000,32.325969,14349,3.817333,0.706600,0.492399,0.692716,0.341093,0.454593,0.710824,-0.341330,15.004751,-7.347656,0.772030,-0.262295,0.293400,-0.014351,0.748607,0.634418,1.406818,4210,2073,1436,1075,881,14349
3,512,1.000000,6,6.000000,100.206475,13822,3.853533,0.706844,0.520731,0.621801,0.323791,0.457854,0.837455,-0.177387,15.185587,-6.585938,0.775049,-0.261445,0.293156,-0.012863,0.796494,0.636525,1.194094,4052,2110,1312,1045,779,13822
3,512,1.000000,7,6.000000,121.809003,13571,3.996838,0.716896,0.500260,0.660250,0.330297,0.453718,0.757683,-0.277490,16.160854,-6.500000,0.739760,-0.276796,0.283104,-0.012695,0.735225,0.623890,1.319812,3842,1922,1269,933,842,13571
3,512,2.000000,0,24.000000,1094.886511,2726,0.864551,0.446442,0.384361,0.460345,0.176938,0.359508,0.834940,-0.180395,1.691849,-2.628906,0.640866,0.061778,0.553558,-0.005135,0.719101,0.502964,1.197690,1509,580,267,192,92,2726
3,512,2.000000,1,24.000000,339.582202,3210,0.979451,0.483178,0.429777,0.525947,0.226040,0.396068,0.817149,-0.201933,1.987342,-2.695312,0.694579,0.033884,0.516822,-0.005264,0.592000,0.511488,1.223767,1659,713,375,222,114,3210
3,512,2.000000,2,24.000000,1859.335511,2191,0.581172,0.360110,0.328816,0.403471,0.132668,0.315764,0.814969,-0.204606,0.959344,-2.675781,0.681750,0.178739,0.639890,-0.005226,0.435484,0.386586,1.227041,1402,461,186,81,40,2191
3,512,2.000000,3,24.000000,565.909037,3203,0.871315,0.455198,0.392550,0.537226,0.210888,0.376340,0.730698,-0.313755,1.677937,-3.140625,0.685746,0.059911,0.544802,-0.006134,0.589674,0.499139,1.368555,1745,685,368,217,115,3203
3,512,2.000000,4,24.000000,1029.342495,3010,1.082333,0.500664,0.435795,0.526718,0.229541,0.399521,0.827379,-0.189492,2.326680,-2.312500,0.723034,0.006185,0.499336,-0.004517,0.617391,0.521363,1.208636,1503,655,345,213,127,3010
3,512,2.000000,5,24.000000,554.768664,2794,0.814955,0.429134,0.357994,0.488616,0.174922,0.347648,0.732668,-0.311062,1.574922,-3.000000,0.689096,0.073066,0.570866,-0.005859,0.551971,0.458761,1.364874,1595,571,279,154,106,2794
3,512,2.000000,6,24.000000,627.048304,3231,1.045514,0.473847,0.374118,0.498428,0.186471,0.359216,0.750596,-0.286888,2.292941,-3.156250,0.756223,0.011026,0.526153,-0.006165,0.741325,0.517058,1.332275,1700,636,317,235,118,3231
3,512,2.000000,7,24.000000,1157.857686,3002,0.913992,0.452698,0.363360,0.559464,0.203287,0.361694,0.649478,-0.431586,1.861838,-3.085938,0.746891,0.045239,0.547302,-0.006027,0.577844,0.489749,1.539697,1643,597,334,193,104,3002
4,128,0.000000,0,0.000000,-37.589452,1390,0.801011,0.386331,0.264947,0.495575,0.131301,0.283795,0.534626,-0.626188,1.749121,-8.796875,0.775437,-0.065703,0.613669,-0.068726,0.580357,0.423957,1.870468,853,226,112,65,37,1390
4,128,0.000000,1,0.000000,-56.056360,1318,0.713986,0.392261,0.337079,0.381481,0.128589,0.317717,0.883604,-0.123746,1.349563,-7.296875,0.779970,-0.030649,0.607739,-0.057007,0.631068,0.432939,1.131728,801,270,103,65,30,1318
4,128,0.000000,2,0.000000,-91.276957,1463,0.983483,0.431306,0.270433,0.635556,0.171875,0.306667,0.425506,-0.854476,2.251202,-8.484375,0.791042,-0.077222,0.568694,-0.066284,0.629371,0.476475,2.350143,832,225,143,90,51,1463
4,128,0.000000,3,0.000000,155.762000,1341,0.763756,0.398210,0.293680,0.531646,0.156134,0.310256,0.552399,-0.593485,1.525403,-7.906250,0.743000,-0.042153,0.601790,-0.061768,0.500000,0.427388,1.810287,807,237,126,63,49,1341
4,128,0.000000,4,0.000000,-54.259634,1562,0.753954,0.383483,0.285566,0.392727,0.112150,0.284547,0.727135,-0.318642,1.566978,-9.750000,0.805207,-0.045198,0.616517,-0.076172,0.777778,0.443491,1.375260,963,275,108,84,56,1562
4,128,0.000000,5,0.000000,292.359950,1435,0.863066,0.413937,0.280618,0.542373,0.152200,0.302075,0.517390,-0.658958,1.851367,-8.453125,0.712068,-0.060473,0.586063,-0.066040,0.648438,0.462126,1.932778,841,236,128,83,56,1435
4,128,0.000000,6,0.000000,-14.808917,1382,0.834654,0.394356,0.238949,0.645000,0.154122,0.282161,0.370463,-0.993002,1.843489,-8.953125,0.770209,-0.064733,0.605644,-0.069946,0.542636,0.437311,2.699325,837,200,129,70,50,1382
4,128,0.000000,7,0.000000,-71.127937,1281,0.918063,0.420765,0.291105,0.523148,0.152291,0.307190,0.556449,-0.586180,2.040431,-7.218750,0.802774,-0.071047,0.579235,-0.056396,0.619469,0.455231,1.797111,742,216,113,70,45,1281
4,128,0.250000,0,0.750000,8.700876,1210,0.578835,0.347934,0.291508,0.347826,0.101394,0.282075,0.838086,-0.176634,1.017744,-7.734375,0.709711,-0.008314,0.652066,-0.060425,0.812500,0.435123,1.193195,789,230,80,65,27,1210
4,128,0.250000,1,0.750000,-6.027431,1185,0.541482,0.302954,0.182809,0.543046,0.099274,0.220019,0.336636,-1.088754,1.129540,-9.546875,0.786146,-0.026938,0.697046,-0.074585,0.439024,0.351917,2.970571,826,151,82,36,31,1185
4,128,0.250000,2,0.750000,19.816521,985,0.445703,0.290355,0.237482,0.331325,0.078684,0.240217,0.716764,-0.333008,0.753934,-7.328125,0.770220,0.009285,0.709645,-0.057251,0.600000,0.361420,1.395159,699,166,55,33,19,985
4,128,0.250000,3,0.750000,-16.306038,1062,0.594359,0.350282,0.273913,0.481481,0.131884,0.288660,0.568896,-0.564057,1.072464,-6.828125,0.734045,-0.016332,0.649718,-0.053345,0.538462,0.414110,1.757790,690,189,91,49,17,1062
4,128,0.250000,4,0.750000,-16.648016,1131,0.521883,0.324492,0.257853,0.451777,0.116492,0.272381,0.570754,-0.560797,0.900524,-7.859375,0.754102,-0.004686,0.675508,-0.061401,0.471910,0.380235,1.752068,764,197,89,42,22,1131
4,128,0.250000,5,0.750000,15.184014,1104,0.528994,0.326993,0.274563,0.367647,0.100942,0.272994,0.746810,-0.291944,0.917900,-7.421875,0.814614,-0.002917,0.673007,-0.057983,0.613333,0.395600,1.339028,743,204,75,46,19,1104
4,128,0.250000,6,0.750000,13.383544,1063,0.731213,0.374412,0.257143,0.491228,0.126316,0.277174,0.523469,-0.647277,1.523308,-6.718750,0.776757,-0.049205,0.625588,-0.052490,0.630952,0.430346,1.910331,665,171,84,53,35,1063
4,128,0.250000,7,0.750000,12.688435,925,0.428213,0.291892,0.256489,0.351190,0.090076,0.257370,0.730340,-0.314245,0.659542,-6.609375,0.723707,0.024478,0.708108,-0.051636,0.525424,0.361721,1.369225,655,168,59,31,8,925
4,128,0.500000,0,3.000000,-13.266675,615,0.288389,0.217886,0.176715,0.411765,0.072765,0.199667,0.429165,-0.845913,0.413721,-5.187500,0.670569,0.069072,0.782114,-0.040527,0.342857,0.292199,2.330104,481,85,35,12,2,615
4,128,0.500000,1,3.000000,0.839475,835,0.367814,0.262275,0.232143,0.356643,0.082792,0.239506,0.650910,-0.429383,0.545455,-6.390625,0.742515,0.043618,0.737725,-0.049927,0.294118,0.289848,1.536310,616,143,51,15,6,835
4,128,0.500000,2,3.000000,-35.923159,676,0.351314,0.239645,0.143969,0.594595,0.085603,0.186709,0.242129,-1.418283,0.612840,-5.875000,0.724429,0.034242,0.760355,-0.045898,0.613636,0.374513,4.130022,514,74,44,27,15,676
4,128,0.500000,3,3.000000,124.376789,692,0.428159,0.291908,0.259184,0.354331,0.091837,0.259819,0.731474,-0.312694,0.659184,-4.671875,0.723782,0.023628,0.708092,-0.036499,0.400000,0.332424,1.367103,490,127,45,18,9,692
4,128,0.500000,4,3.000000,0.496419,707,0.331900,0.247525,0.251880,0.194030,0.048872,0.231214,1.298149,0.260940,0.453008,-5.218750,0.719708,0.073706,0.752475,-0.040771,0.307692,0.246827,0.770327,532,134,26,8,4,707
4,128,0.500000,5,3.000000,8.677314,725,0.310031,0.231724,0.215440,0.208333,0.044883,0.206553,1.034111,0.033542,0.439856,-5.828125,0.664828,0.064444,0.768276,-0.045532,0.680000,0.312510,0.967014,557,120,25,17,6,725
4,128,0.500000,6,3.000000,4.203159,558,0.265927,0.206093,0.185102,0.280488,0.051919,0.191606,0.659927,-0.415625,0.365688,-4.640625,0.683871,0.083446,0.793907,-0.036255,0.260870,0.238369,1.515318,443,82,23,6,4,558
4,128,0.500000,7,3.000000,50.787146,463,0.166293,0.138229,0.097744,0.538462,0.052632,0.130719,0.181525,-1.706361,0.235589,-4.625000,0.718790,0.145137,0.861771,-0.036133,0.142857,0.195907,5.508876,399,39,21,3,1,463
4,128,1.000000,0,12.000000,-6.298219,248,0.108871,0.096774,0.075893,0.411765,0.031250,0.096774,0.184311,-1.691130,0.138393,-2.234375,0.583333,0.216631,0.903226,-0.017456,0.000000,nan,5.425606,224,17,7,0,0,248
4,128,1.000000,1,12.000000,27.114174,147,0.105604,0.095238,0.090226,0.166667,0.015038,0.095238,0.541353,-0.613683,0.120301,-0.890625,0.594104,0.227656,0.904762,-0.006958,0.000000,nan,1.847222,133,12,2,0,0,147
4,128,1.000000,2,12.000000,-38.349565,233,0.089245,0.081545,0.079439,0.058824,0.004673,0.077586,1.350467,0.300451,0.102804,-2.078125,0.702790,0.246695,0.918455,-0.016235,1.000000,0.167184,0.740484,214,17,1,1,0,233
4,128,1.000000,3,12.000000,-26.506811,222,0.067324,0.063063,0.062500,0.076923,0.004808,0.063063,0.812500,-0.207639,0.072115,-2.046875,0.621622,0.282855,0.936937,-0.015991,0.000000,nan,1.230769,208,13,1,0,0,222
4,128,1.000000,4,12.000000,-6.862902,382,0.130561,0.115183,0.112426,0.131579,0.014793,0.112861,0.854438,-0.157311,0.150888,-3.687500,0.683246,0.198950,0.884817,-0.028809,0.200000,0.143558,1.170360,338,38,5,1,0,382
4,128,1.000000,5,12.000000,-3.358517,264,0.109303,0.098485,0.100840,0.041667,0.004202,0.095057,2.420168,0.883837,0.121849,-2.343750,0.695076,0.229408,0.901515,-0.018311,1.000000,0.161364,0.413194,238,24,1,1,0,264
4,128,1.000000,6,12.000000,-55.696012,363,0.113441,0.101928,0.101227,0.121212,0.012270,0.101928,0.835123,-0.180177,0.125767,-3.578125,0.591368,0.223713,0.898072,-0.027954,0.000000,nan,1.197429,326,33,4,0,0,363
4,128,1.000000,7,12.000000,-9.653375,223,0.126184,0.112108,0.111111,0.136364,0.015152,0.112108,0.814815,-0.204794,0.141414,-1.750000,0.582960,0.210403,0.887892,-0.013672,0.000000,nan,1.227273,198,22,3,0,0,223
4,128,2.000000,0,48.000000,-0.000000,12,0.000000,0.000000,0.000000,nan,0.000000,0.000000,nan,nan,0.000000,0.812500,0.000000,0.451617,1.000000,0.006348,nan,nan,nan,12,0,0,0,0,12
4,128,2.000000,1,48.000000,-0.000000,21,0.000000,0.000000,0.000000,nan,0.000000,0.000000,nan,nan,0.000000,0.671875,0.000000,0.451617,1.000000,0.005249,nan,nan,nan,21,0,0,0,0,21
4,128,2.000000,2,48.000000,-0.000000,11,0.000000,0.000000,0.000000,nan,0.000000,0.000000,nan,nan,0.000000,0.828125,0.000000,0.451617,1.000000,0.006470,nan,nan,nan,11,0,0,0,0,11
4,128,2.000000,3,48.000000,nan,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0
4,128,2.000000,4,48.000000,nan,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0
4,128,2.000000,5,48.000000,nan,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,0,0,0,0,0
4,128,2.000000,6,48.000000,-0.000000,12,0.000000,0.000000,0.000000,nan,0.000000,0.000000,nan,nan,0.000000,0.812500,0.000000,0.451617,1.000000,0.006348,nan,nan,nan,12,0,0,0,0,12
4,128,2.000000,7,48.000000,-0.000000,24,0.000000,0.000000,0.000000,nan,0.000000,0.000000,nan,nan,0.000000,0.625000,0.000000,0.451617,1.000000,0.004883,nan,nan,nan,24,0,0,0,0,24
4,256,0.000000,0,0.000000,-18.866068,5997,1.776661,0.538603,0.346946,0.604167,0.209613,0.357557,0.574256,-0.554681,4.981930,-13.117188,0.807254,-0.157498,0.461397,-0.051239,0.641379,0.512285,1.741385,2767,960,580,372,277,5997
4,256,0.000000,1,0.000000,9.328592,5882,1.506591,0.519721,0.346549,0.595506,0.206372,0.356052,0.581940,-0.541388,3.953628,-13.421875,0.808296,-0.128183,0.480279,-0.052429,0.739280,0.534342,1.718390,2825,979,583,431,245,5882
4,256,0.000000,2,0.000000,-46.138664,5702,1.591025,0.519291,0.330536,0.572848,0.189347,0.342055,0.577006,-0.549903,4.293324,-13.335938,0.786508,-0.148040,0.480709,-0.052094,0.672447,0.503082,1.733086,2741,906,519,349,261,5702
4,256,0.000000,3,0.000000,63.882291,5205,1.567257,0.523727,0.353368,0.568493,0.200887,0.356605,0.621588,-0.475478,4.183542,-11.523438,0.792643,-0.137668,0.476273,-0.045013,0.624498,0.500604,1.608784,2479,876,498,311,261,5205
4,256,0.000000,4,0.000000,-48.311973,5413,1.441250,0.504526,0.324012,0.600690,0.194631,0.341517,0.539399,-0.617299,3.747204,-13.164062,0.803890,-0.133353,0.495474,-0.051422,0.601533,0.489204,1.853915,2682,869,522,314,238,5413
4,256,0.000000,5,0.000000,0.804314,5564,1.494852,0.519770,0.347305,0.591595,0.205464,0.355989,0.587066,-0.532618,3.906437,-12.625000,0.802106,-0.126294,0.480230,-0.049316,0.695811,0.522888,1.703385,2672,928,549,382,276,5564
4,256,0.000000,6,0.000000,35.005735,6266,1.644884,0.539738,0.358530,0.561896,0.201456,0.358969,0.638072,-0.449304,4.448682,-13.453125,0.757892,-0.147898,0.460262,-0.052551,0.707401,0.522335,1.567221,2884,1034,581,411,338,6266
4,256,0.000000,7,0.000000,-4.029971,5781,1.756451,0.546445,0.364607,0.595188,0.217010,0.367736,0.612591,-0.490057,4.882151,-12.015625,0.825251,-0.146379,0.453555,-0.046936,0.729350,0.540927,1.632410,2622,956,569,415,289,5781
4,256,0.250000,0,0.750000,14.548365,4160,1.162595,0.464904,0.341420,0.486842,0.166217,0.336710,0.701294,-0.354828,2.804582,-10.453125,0.833594,-0.088702,0.535096,-0.040833,0.624324,0.469925,1.425935,2226,760,370,231,162,4160
4,256,0.250000,1,0.750000,-3.545050,3873,1.029206,0.438420,0.300230,0.503828,0.151264,0.311055,0.595897,-0.517687,2.399540,-10.890625,0.794833,-0.082668,0.561580,-0.042542,0.586626,0.446032,1.678142,2175,653,329,193,146,3873
4,256,0.250000,2,0.750000,-7.921333,3799,0.823045,0.396947,0.283719,0.436923,0.123963,0.289612,0.649357,-0.431773,1.780009,-11.820312,0.835317,-0.045310,0.603053,-0.046173,0.679577,0.438373,1.539986,2291,650,284,193,130,3799
4,256,0.250000,3,0.750000,7.421154,3984,0.914664,0.420934,0.312094,0.436111,0.136107,0.309488,0.715629,-0.334594,2.025574,-11.398438,0.814285,-0.060333,0.579066,-0.044525,0.636943,0.442582,1.397373,2307,720,314,200,132,3984
4,256,0.250000,4,0.750000,5.824627,4121,1.017582,0.451832,0.335104,0.488771,0.163789,0.332841,0.685605,-0.377454,2.284197,-10.734375,0.805401,-0.073126,0.548168,-0.041931,0.645946,0.472963,1.458566,2259,757,370,239,158,4121
4,256,0.250000,5,0.750000,-0.788840,3677,0.909693,0.413109,0.271548,0.593857,0.161260,0.302070,0.457261,-0.782500,2.048193,-11.281250,0.811818,-0.061580,0.586891,-0.044067,0.508621,0.434484,2.186933,2158,586,348,177,111,3677
4,256,0.250000,6,0.750000,0.000741,4241,1.002218,0.424192,0.267813,0.533639,0.142916,0.291147,0.501862,-0.689430,2.366503,-12.968750,0.814183,-0.082305,0.575808,-0.050659,0.641834,0.450991,1.992579,2442,654,349,224,142,4241
4,256,0.250000,7,0.750000,1.839414,3986,1.012349,0.437280,0.293357,0.551672,0.161837,0.312806,0.531760,-0.631563,2.337049,-11.382812,0.818615,-0.078405,0.562720,-0.044464,0.589532,0.456942,1.880547,2243,658,363,214,145,3986
4,256,0.500000,0,3.000000,-10.765094,3118,0.722317,0.380051,0.259183,0.602794,0.156234,0.293494,0.429969,-0.844043,1.452664,-10.187500,0.784675,-0.020024,0.619949,-0.039795,0.569536,0.446442,2.325752,1933,501,302,172,83,3118
4,256,0.500000,1,3.000000,10.518548,3233,0.753297,0.393443,0.299337,0.480409,0.143804,0.307067,0.623088,-0.473067,1.507904,-9.734375,0.798043,-0.026736,0.606557,-0.038025,0.528369,0.423548,1.604909,1961,587,282,149,108,3233
4,256,0.500000,2,3.000000,13.165164,2950,0.785449,0.401017,0.298246,0.493359,0.147142,0.308144,0.604521,-0.503319,1.600453,-8.687500,0.805605,-0.031892,0.598983,-0.033936,0.657692,0.459113,1.654202,1767,527,260,171,82,2950
4,256,0.500000,3,3.000000,-4.776384,3057,0.779927,0.398103,0.293478,0.464815,0.136413,0.300646,0.631387,-0.459836,1.593478,-9.156250,0.791836,-0.034188,0.601897,-0.035767,0.641434,0.443952,1.583813,1840,540,251,161,114,3057
4,256,0.500000,4,3.000000,0.043497,2785,0.692608,0.368043,0.269318,0.415612,0.111932,0.276018,0.648004,-0.433858,1.395455,-9.046875,0.827671,-0.014748,0.631957,-0.035339,0.715736,0.431091,1.543200,1760,474,197,141,105,2785
4,256,0.500000,5,3.000000,14.845496,3002,0.665035,0.368754,0.271240,0.529183,0.143536,0.293174,0.512564,-0.668330,1.272823,-9.789062,0.782922,-0.008071,0.631246,-0.038239,0.522059,0.421593,1.950976,1895,514,272,142,82,3002
4,256,0.500000,6,3.000000,30.988883,2168,0.530570,0.310886,0.227577,0.444118,0.101071,0.247355,0.512425,-0.668601,1.025435,-8.015625,0.839360,0.028075,0.689114,-0.031311,0.430464,0.351712,1.951505,1494,340,151,65,36,2168
4,256,0.500000,7,3.000000,17.818132,3030,0.726581,0.387459,0.290948,0.503704,0.146552,0.304348,0.577618,-0.548843,1.428879,-9.281250,0.749955,-0.021375,0.612541,-0.036255,0.547794,0.431389,1.731248,1856,540,272,149,90,3030
4,256,1.000000,0,12.000000,-14.399094,1157,0.240272,0.190147,0.171825,0.248447,0.042689,0.176626,0.691596,-0.368754,0.325507,-5.062500,0.745462,0.179926,0.809853,-0.019775,0.325000,0.240289,1.445932,937,161,40,13,5,1157
4,256,1.000000,1,12.000000,70.150628,1019,0.239586,0.189401,0.167070,0.268116,0.044794,0.174825,0.623127,-0.473005,0.326877,-4.375000,0.694014,0.176804,0.810599,-0.017090,0.378378,0.256872,1.604810,826,138,37,14,4,1019
4,256,1.000000,2,12.000000,22.731037,777,0.301387,0.227799,0.211667,0.291339,0.061667,0.214660,0.726532,-0.319473,0.418333,-2.695312,0.765214,0.150258,0.772201,-0.010529,0.189189,0.226803,1.376403,600,127,37,7,3,777
4,256,1.000000,3,12.000000,-11.743697,1099,0.361743,0.253867,0.198780,0.404908,0.080488,0.218303,0.490928,-0.711459,0.569512,-4.132812,0.691689,0.094169,0.746133,-0.016144,0.530303,0.349477,2.036960,820,163,66,35,8,1099
4,256,1.000000,4,12.000000,-18.187453,931,0.241499,0.186896,0.136063,0.495146,0.067371,0.169045,0.274795,-1.291731,0.359313,-4.109375,0.735947,0.167930,0.813104,-0.016052,0.294118,0.270602,3.639080,757,103,51,15,3,931
4,256,1.000000,5,12.000000,62.749466,968,0.229236,0.184917,0.176172,0.208633,0.036755,0.175549,0.844412,-0.169114,0.294043,-4.078125,0.704132,0.197586,0.815083,-0.015930,0.310345,0.225107,1.184255,789,139,29,9,2,968
4,256,1.000000,6,12.000000,-13.688037,1302,0.363604,0.255760,0.219814,0.314554,0.069143,0.224179,0.698812,-0.358373,0.566563,-4.906250,0.736669,0.098851,0.744240,-0.019165,0.373134,0.295487,1.430999,969,213,67,25,16,1302
4,256,1.000000,7,12.000000,-5.517313,1148,0.261165,0.201220,0.162486,0.382550,0.062159,0.183437,0.424745,-0.856266,0.372955,-5.000000,0.680836,0.155657,0.798780,-0.019531,0.368421,0.283977,2.354353,917,149,57,21,4,1148
4,256,2.000000,0,48.000000,-0.000000,74,0.000000,0.000000,0.000000,nan,0.000000,0.000000,nan,nan,0.000000,0.421875,0.000000,0.581135,1.000000,0.001648,nan,nan,nan,74,0,0,0,0,74
4,256,2.000000,1,48.000000,635.897825,179,0.034643,0.033520,0.034682,0.000000,0.000000,0.033520,nan,nan,0.034682,-0.304688,0.466480,0.469897,0.966480,-0.001190,nan,nan,0.000000,173,6,0,0,0,179
4,256,2.000000,2,48.000000,-0.000000,98,0.010308,0.010204,0.010309,0.000000,0.000000,0.010204,nan,nan,0.010309,0.250000,0.489796,0.535015,0.989796,0.000977,nan,nan,0.000000,97,1,0,0,0,98
4,256,2.000000,3,48.000000,117.190259,59,0.035047,0.033898,0.035088,0.000000,0.000000,0.033898,nan,nan,0.035088,0.570312,0.466102,0.469027,0.966102,0.002228,nan,nan,0.000000,57,2,0,0,0,59
4,256,2.000000,4,48.000000,-0.000000,44,0.000000,0.000000,0.000000,nan,0.000000,0.000000,nan,nan,0.000000,0.656250,0.000000,0.581135,1.000000,0.002563,nan,nan,nan,44,0,0,0,0,44
4,256,2.000000,5,48.000000,-0.000000,34,0.000000,0.000000,0.000000,nan,0.000000,0.000000,nan,nan,0.000000,0.734375,0.000000,0.581135,1.000000,0.002869,nan,nan,nan,34,0,0,0,0,34
4,256,2.000000,6,48.000000,-259.503508,90,0.022716,0.022222,0.022727,0.000000,0.000000,0.022222,nan,nan,0.022727,0.328125,0.477778,0.498126,0.977778,0.001282,nan,nan,0.000000,88,2,0,0,0,90
4,256,2.000000,7,48.000000,-0.000000,54,0.000000,0.000000,0.000000,nan,0.000000,0.000000,nan,nan,0.000000,0.578125,0.000000,0.581135,1.000000,0.002258,nan,nan,nan,54,0,0,0,0,54
4,512,0.000000,0,0.000000,10.561343,22553,2.914727,0.608389,0.364244,0.604601,0.220222,0.368872,0.602453,-0.506745,9.680254,-20.933594,0.831904,-0.229035,0.391611,-0.040886,0.743445,0.547062,1.659879,8832,3217,1945,1446,1041,22553
