d,N,hubble,rep,R_dS,R_hat,n_causal_pairs,bd_ratio,occupancy_R,S1_c1_over_c0,S2_c2_over_c1,S3_c2_over_c0,S4_nonlink_low,S5_log_curvature,S6_log_concavity,S7_depth_over_linkfrac,S8_bdg_d2c_shape,S9_gini,S10_kl_vs_flat,S11_link_frac,S12_bdg_d2c_intensive,S13_c3_over_c2,S14_geo_mean_ratio,S15_ratio_of_ratios,C0,C1,C2,C3,C4,total_pairs
2,512,0.500000,6,0.500000,0.117987,55789,37.781557,0.958253,0.822671,0.830898,0.683555,0.600994,0.990099,-0.009951,920.495062,-0.613281,0.616897,-0.288937,0.041747,-0.001198,0.900126,0.850535,1.010000,2329,1916,1592,1433,1378,55789
2,512,0.500000,7,0.500000,6.455393,54717,37.807860,0.957070,0.763729,0.897436,0.685398,0.591691,0.851013,-0.161328,896.896552,-1.167969,0.596365,-0.290829,0.042930,-0.002281,0.890683,0.848312,1.175071,2349,1794,1610,1434,1415,54717
2,512,1.000000,0,2.000000,120.901770,42367,27.900342,0.948946,0.835876,0.830752,0.694406,0.604787,1.006168,0.006149,556.302358,-0.386719,0.609956,-0.316091,0.051054,-0.000755,0.891478,0.852265,0.993870,2163,1808,1502,1339,1278,42367
2,512,1.000000,1,2.000000,71.695350,42549,27.553744,0.946133,0.769197,0.849688,0.653578,0.587250,0.905270,-0.099522,522.069808,-1.066406,0.605687,-0.318636,0.053867,-0.002083,0.973298,0.860031,1.104643,2292,1763,1498,1458,1280,42549
2,512,1.000000,2,2.000000,123.810435,42691,27.260376,0.947179,0.790687,0.855300,0.676275,0.594643,0.924456,-0.078550,525.934368,-0.843750,0.593541,-0.316345,0.052821,-0.001648,0.869508,0.837785,1.081717,2255,1783,1525,1326,1279,42691
2,512,1.000000,3,2.000000,173.970125,41098,26.991322,0.945277,0.788795,0.826381,0.651845,0.590271,0.954517,-0.046550,503.516674,-0.855469,0.602568,-0.319844,0.054723,-0.001671,0.937244,0.848527,1.047650,2249,1774,1466,1374,1226,41098
2,512,1.000000,4,2.000000,148.608872,41651,28.422627,0.945475,0.800969,0.846069,0.677675,0.596554,0.946694,-0.054779,533.003082,-0.765625,0.611523,-0.320520,0.054525,-0.001495,0.883041,0.842689,1.056307,2271,1819,1539,1359,1255,41651
2,512,1.000000,5,2.000000,150.585556,42347,27.834432,0.947977,0.784385,0.888310,0.696777,0.596963,0.883008,-0.124421,545.184748,-0.855469,0.591005,-0.317383,0.052023,-0.001671,0.936808,0.867457,1.132493,2203,1728,1535,1438,1263,42347
2,512,1.000000,6,2.000000,97.885044,42008,28.562991,0.945653,0.768287,0.858609,0.659658,0.588129,0.894805,-0.111150,537.373193,-1.066406,0.642573,-0.319147,0.054347,-0.002083,0.944223,0.854013,1.117562,2283,1754,1506,1422,1254,42008
2,512,1.000000,7,2.000000,77.019005,42967,28.393997,0.947890,0.784725,0.853159,0.669495,0.592539,0.919788,-0.083612,555.652970,-0.882812,0.596865,-0.315839,0.052110,-0.001724,0.934623,0.855319,1.087207,2239,1757,1499,1401,1288,42967
2,512,2.000000,0,8.000000,1545.231993,22110,14.102019,0.907689,0.728074,0.805518,0.586477,0.567951,0.903859,-0.101082,157.469378,-1.167969,0.576889,-0.361378,0.092311,-0.002281,0.889724,0.805074,1.106368,2041,1486,1197,1065,977,22110
2,512,2.000000,1,8.000000,1608.094217,23092,14.727979,0.917677,0.803261,0.823838,0.661757,0.594324,0.975024,-0.025293,182.806944,-0.460938,0.596531,-0.358629,0.082323,-0.000900,0.860890,0.828989,1.025616,1901,1527,1258,1083,949,23092
2,512,2.000000,2,8.000000,2530.308853,21703,14.278435,0.913053,0.767356,0.852210,0.653948,0.586999,0.900430,-0.104883,168.357711,-0.714844,0.579873,-0.362629,0.086947,-0.001396,0.888169,0.834346,1.110580,1887,1448,1234,1096,1027,21703
2,512,2.000000,3,8.000000,1608.336281,24270,15.072725,0.920560,0.759855,0.866894,0.658714,0.586532,0.876525,-0.131790,193.523340,-0.808594,0.571196,-0.356714,0.079440,-0.001579,0.907087,0.842264,1.140868,1928,1465,1270,1152,1019,24270
2,512,2.000000,4,8.000000,1801.398621,21445,13.477561,0.907717,0.739262,0.808612,0.597777,0.572108,0.914236,-0.089667,150.058110,-1.015625,0.572032,-0.362159,0.092283,-0.001984,0.912088,0.816943,1.093810,1979,1463,1183,1079,938,21445
2,512,2.000000,5,8.000000,1952.628479,23483,14.741963,0.919090,0.777368,0.842248,0.654737,0.588834,0.922969,-0.080160,185.883158,-0.652344,0.574630,-0.358412,0.080910,-0.001274,0.892283,0.835968,1.083460,1900,1477,1244,1110,1037,23483
2,512,2.000000,6,8.000000,1264.832811,23108,14.515048,0.912455,0.725655,0.869210,0.630746,0.575624,0.834844,-0.180510,170.285220,-1.167969,0.553838,-0.360455,0.087545,-0.002281,0.857367,0.814718,1.197828,2023,1468,1276,1094,1040,23108
2,512,2.000000,7,8.000000,1469.242547,23928,14.965443,0.916876,0.779286,0.820645,0.639517,0.586572,0.949602,-0.051713,184.328808,-0.714844,0.554752,-0.358062,0.083124,-0.001396,0.896226,0.830660,1.053073,1989,1550,1272,1140,959,23928
3,128,0.000000,0,0.000000,-30.166555,2295,2.939785,0.674074,0.493316,0.707317,0.348930,0.457184,0.697446,-0.360330,10.312834,-4.921875,0.714565,-0.230647,0.325926,-0.038452,0.632184,0.604219,1.433803,748,369,261,165,125,2295
3,128,0.000000,1,0.000000,-19.977655,2454,3.136072,0.672779,0.439601,0.589235,0.259029,0.411290,0.746054,-0.292957,11.189290,-6.031250,0.693803,-0.253159,0.327221,-0.047119,0.923077,0.620672,1.340385,803,353,208,192,143,2454
3,128,0.000000,2,0.000000,-35.489453,2533,3.348031,0.691275,0.496164,0.639175,0.317136,0.448519,0.776256,-0.253273,12.448849,-5.156250,0.679007,-0.252481,0.308725,-0.040283,0.762097,0.622900,1.288235,782,388,248,189,154,2533
3,128,0.000000,3,0.000000,-32.044196,2490,3.306249,0.690361,0.476005,0.681199,0.324254,0.444524,0.698776,-0.358426,12.237354,-5.312500,0.705249,-0.257621,0.309639,-0.041504,0.800000,0.637762,1.431075,771,367,250,200,121,2490
3,128,0.000000,4,0.000000,-57.149761,2439,3.341821,0.689627,0.527081,0.566416,0.298547,0.452243,0.930554,-0.071975,12.391017,-4.593750,0.702493,-0.245663,0.310373,-0.035889,0.796460,0.619525,1.074629,757,399,226,180,156,2439
3,128,0.000000,5,0.000000,-48.395137,2345,2.917145,0.670789,0.496114,0.678851,0.336788,0.454417,0.730814,-0.313596,10.172280,-5.078125,0.744861,-0.218122,0.329211,-0.039673,0.726923,0.625578,1.368337,772,383,260,189,146,2345
3,128,0.000000,6,0.000000,-72.601084,2265,2.883466,0.648565,0.408291,0.667692,0.272613,0.405082,0.611496,-0.491846,9.805276,-6.359375,0.737822,-0.225397,0.351435,-0.049683,0.880184,0.621403,1.635333,796,325,217,191,133,2265
3,128,0.000000,7,0.000000,33.110064,2653,3.689407,0.711647,0.508497,0.676093,0.343791,0.460127,0.752111,-0.284871,14.511111,-4.875000,0.688667,-0.270954,0.288353,-0.038086,0.790875,0.647839,1.329591,765,389,263,208,138,2653
3,128,0.250000,0,0.375000,-8.460052,1845,2.464209,0.636314,0.490313,0.626140,0.307004,0.443615,0.783073,-0.244530,7.898659,-4.343750,0.730970,-0.197846,0.363686,-0.033936,0.582524,0.563404,1.277021,671,329,206,120,91,1845
3,128,0.250000,1,0.375000,-25.163115,1799,2.122332,0.585325,0.390080,0.642612,0.250670,0.390523,0.607024,-0.499188,6.332440,-6.109375,0.750862,-0.170244,0.414675,-0.047729,0.679144,0.554228,1.647383,746,291,187,127,87,1799
3,128,0.250000,2,0.375000,12.381703,2014,2.436916,0.651440,0.517094,0.625344,0.323362,0.456656,0.826895,-0.190078,7.863248,-4.296875,0.730015,-0.182374,0.348560,-0.033569,0.806167,0.638809,1.209344,702,363,227,183,125,2014
3,128,0.250000,3,0.375000,17.892412,1864,2.263594,0.616953,0.476190,0.535294,0.254902,0.422330,0.889587,-0.116998,6.967787,-4.843750,0.775061,-0.181357,0.383047,-0.037842,0.780220,0.583709,1.124118,714,340,182,142,96,1864
3,128,0.250000,4,0.375000,-4.103710,2003,2.237629,0.626061,0.456609,0.719298,0.328438,0.439791,0.634798,-0.454449,6.883845,-5.359375,0.764449,-0.172671,0.373939,-0.041870,0.613821,0.586361,1.575305,749,342,246,151,125,2003
3,128,0.250000,5,0.375000,-13.353054,1973,2.441328,0.653827,0.487555,0.705706,0.344070,0.454037,0.690876,-0.369795,7.897511,-4.468750,0.692974,-0.200525,0.346173,-0.034912,0.697872,0.621548,1.447438,683,333,235,164,102,1973
3,128,0.250000,6,0.375000,6.764775,1899,2.342446,0.638757,0.462099,0.656151,0.303207,0.433526,0.704257,-0.350612,7.383382,-4.765625,0.699165,-0.197209,0.361243,-0.037231,0.774038,0.616833,1.419937,686,317,208,161,97,1899
3,128,0.250000,7,0.375000,-17.458236,1953,2.397012,0.631848,0.450626,0.685185,0.308762,0.431621,0.657670,-0.419052,7.588317,-5.171875,0.716133,-0.194249,0.368152,-0.040405,0.635135,0.580983,1.520519,719,324,222,141,111,1953
3,128,0.500000,0,1.500000,-23.010022,1459,1.537651,0.531871,0.399707,0.545788,0.218155,0.381900,0.732349,-0.311498,4.039531,-5.406250,0.774177,-0.106655,0.468129,-0.042236,0.644295,0.519936,1.365468,683,273,149,96,45,1459
3,128,0.500000,1,1.500000,13.144399,1273,1.638813,0.571877,0.453211,0.655870,0.297248,0.428721,0.691007,-0.369605,4.357798,-3.656250,0.738282,-0.112990,0.428123,-0.028564,0.543210,0.544539,1.447164,545,247,162,88,64,1273
3,128,0.500000,2,1.500000,-40.591429,1686,2.054479,0.596085,0.375918,0.648438,0.243759,0.382593,0.579729,-0.545195,6.057269,-5.640625,0.743875,-0.176762,0.403915,-0.044067,0.849398,0.591594,1.724945,681,256,166,141,97,1686
3,128,0.500000,3,1.500000,5.727952,1682,2.036587,0.595125,0.405286,0.663043,0.268722,0.402632,0.611252,-0.492247,5.982379,-5.328125,0.708145,-0.173412,0.404875,-0.041626,0.639344,0.555921,1.635988,681,276,183,117,85,1682
3,128,0.500000,4,1.500000,13.726264,1511,1.764371,0.590338,0.492730,0.498361,0.245557,0.424721,0.988702,-0.011362,4.854604,-3.906250,0.668255,-0.135918,0.409662,-0.030518,0.828947,0.588247,1.011427,619,305,152,126,73,1511
3,128,0.500000,5,1.500000,-4.279708,1423,1.592060,0.550949,0.394366,0.662698,0.261346,0.396030,0.595092,-0.519040,4.208138,-5.046875,0.761595,-0.111200,0.449051,-0.039429,0.526946,0.516409,1.680414,639,252,167,88,89,1423
3,128,0.500000,6,1.500000,30.262236,1421,1.862988,0.577762,0.400000,0.620833,0.248333,0.393327,0.644295,-0.439598,5.268333,-4.625000,0.713508,-0.149528,0.422238,-0.036133,0.785235,0.579889,1.552083,600,240,149,117,70,1421
3,128,0.500000,7,1.500000,-19.347478,1502,1.765962,0.561252,0.403642,0.530075,0.213961,0.381801,0.761480,-0.272491,4.892261,-5.140625,0.707279,-0.139460,0.438748,-0.040161,0.780142,0.550599,1.313231,659,266,141,110,77,1502
3,128,1.000000,0,6.000000,-19.188086,851,1.036335,0.480611,0.418552,0.427027,0.178733,0.373938,0.980154,-0.020046,2.226244,-3.015625,0.699498,-0.025889,0.519389,-0.023560,0.658228,0.489997,1.020248,442,185,79,52,41,851
3,128,1.000000,1,6.000000,-72.677979,907,1.130385,0.459757,0.336735,0.545455,0.183673,0.342282,0.617347,-0.482324,2.700000,-4.078125,0.773461,-0.038304,0.540243,-0.031860,0.422222,0.426444,1.619835,490,165,90,38,35,907
3,128,1.000000,2,6.000000,-32.204380,678,0.710993,0.389381,0.326087,0.385185,0.125604,0.311148,0.846572,-0.166560,1.352657,-3.359375,0.735103,0.052506,0.610619,-0.026245,0.596154,0.421490,1.181235,414,135,52,31,26,678
3,128,1.000000,3,6.000000,117.850102,732,1.057004,0.480874,0.407895,0.516129,0.210526,0.382114,0.790296,-0.235348,2.307895,-2.515625,0.740227,-0.024706,0.519126,-0.019653,0.550000,0.487405,1.265349,380,155,80,44,16,732
3,128,1.000000,4,6.000000,-37.077594,694,0.948118,0.458213,0.348404,0.564885,0.196809,0.352840,0.616770,-0.483260,1.973404,-2.828125,0.687032,-0.012124,0.541787,-0.022095,0.729730,0.523683,1.621351,376,131,74,54,27,694
3,128,1.000000,5,6.000000,217.098910,980,1.177894,0.533673,0.459519,0.647619,0.297593,0.430884,0.709551,-0.343123,2.588621,-2.859375,0.620635,-0.037623,0.466327,-0.022339,0.588235,0.559403,1.409342,457,210,136,80,49,980
3,128,1.000000,6,6.000000,59.442321,771,0.799378,0.411154,0.321586,0.438356,0.140969,0.316265,0.733618,-0.309767,1.603524,-3.812500,0.714527,0.032041,0.588846,-0.029785,0.843750,0.491790,1.363108,454,146,64,54,10,771
3,128,1.000000,7,6.000000,276.719563,850,1.061863,0.475294,0.365471,0.546012,0.199552,0.361032,0.669345,-0.401455,2.352018,-3.421875,0.686417,-0.038056,0.524706,-0.026733,0.606742,0.494713,1.493997,446,163,89,54,35,850
3,128,2.000000,0,24.000000,-2408.084972,149,0.221341,0.181208,0.180328,0.181818,0.032787,0.175676,0.991803,-0.008230,0.270492,-0.562500,0.639262,0.368255,0.818792,-0.004395,0.250000,0.201626,1.008264,122,22,4,1,0,149
3,128,2.000000,1,24.000000,-4.847174,260,0.308609,0.234615,0.216080,0.348837,0.075377,0.225681,0.619430,-0.478955,0.412060,-1.437500,0.592308,0.282522,0.765385,-0.011230,0.200000,0.247034,1.614386,199,43,15,3,0,260
3,128,2.000000,2,24.000000,4069.953302,97,0.193857,0.164948,0.185185,0.066667,0.012346,0.164948,2.777778,1.021651,0.209877,-0.031250,0.549828,0.435165,0.835052,-0.000244,0.000000,nan,0.360000,81,15,1,0,0,97
3,128,2.000000,3,24.000000,268.270717,159,0.167398,0.144654,0.154412,0.095238,0.014706,0.144654,1.621324,0.483243,0.183824,-0.796875,0.561845,0.451535,0.855346,-0.006226,0.000000,nan,0.616780,136,21,2,0,0,159
3,128,2.000000,4,24.000000,-537.814364,129,0.168980,0.147287,0.172727,0.000000,0.000000,0.147287,nan,nan,0.172727,-0.421875,0.352713,0.486138,0.852713,-0.003296,nan,nan,0.000000,110,19,0,0,0,129
3,128,2.000000,5,24.000000,-555.549095,148,0.095553,0.087838,0.096296,0.000000,0.000000,0.087838,nan,nan,0.096296,-0.906250,0.412162,0.562969,0.912162,-0.007080,nan,nan,0.000000,135,13,0,0,0,148
3,128,2.000000,6,24.000000,93.310918,226,0.278996,0.221239,0.238636,0.166667,0.039773,0.217778,1.431818,0.358945,0.335227,-1.093750,0.619469,0.335633,0.778761,-0.008545,0.142857,0.178441,0.698413,176,42,7,1,0,226
3,128,2.000000,7,24.000000,217.580777,182,0.340539,0.258242,0.266667,0.305556,0.081481,0.258242,0.872727,-0.136132,0.429630,-0.546875,0.454212,0.299850,0.741758,-0.004272,0.000000,nan,1.145833,135,36,11,0,0,182
3,256,0.000000,0,0.000000,-9.095836,9989,6.753096,0.778757,0.524887,0.755172,0.396380,0.479510,0.695056,-0.363763,34.675113,-7.203125,0.736986,-0.332216,0.221243,-0.028137,0.737443,0.663662,1.438734,2210,1160,876,646,511,9989
3,256,0.000000,1,0.000000,18.111862,9315,5.794755,0.759635,0.463153,0.798457,0.369808,0.454435,0.580060,-0.544623,27.576150,-8.390625,0.731565,-0.326284,0.240365,-0.032776,0.696860,0.636366,1.723959,2239,1037,828,577,485,9315
3,256,0.000000,2,0.000000,0.323975,9941,6.113388,0.774872,0.489723,0.744526,0.364611,0.460723,0.657765,-0.418907,30.602770,-7.921875,0.705078,-0.330396,0.225128,-0.030945,0.830882,0.671619,1.520299,2238,1096,816,678,589,9941
3,256,0.000000,3,0.000000,16.989489,9260,5.946518,0.775702,0.542610,0.703638,0.381801,0.480360,0.771149,-0.259874,29.719307,-6.421875,0.729928,-0.326003,0.224298,-0.025085,0.799496,0.673314,1.296767,2077,1127,793,634,521,9260
3,256,0.000000,4,0.000000,-26.516688,10158,6.645047,0.779090,0.466578,0.756447,0.352941,0.450404,0.616801,-0.483208,34.082888,-8.351562,0.737195,-0.341802,0.220910,-0.032623,0.790404,0.653407,1.621267,2244,1047,792,626,512,10158
3,256,0.000000,5,0.000000,3.050828,10272,7.144568,0.778135,0.527424,0.685524,0.361562,0.470616,0.769374,-0.262178,36.876700,-7.414062,0.724976,-0.336326,0.221865,-0.028961,0.757282,0.649352,1.299758,2279,1202,824,624,511,10272
3,256,0.000000,6,0.000000,-10.002630,9698,6.649360,0.781604,0.539188,0.737303,0.397545,0.483667,0.731298,-0.312935,34.374882,-6.625000,0.738040,-0.331874,0.218396,-0.025879,0.774347,0.675213,1.367432,2118,1142,842,652,498,9698
3,256,0.000000,7,0.000000,3.967693,9978,6.698431,0.782020,0.514023,0.720036,0.370115,0.469253,0.713885,-0.337033,34.707586,-7.257812,0.740730,-0.334581,0.217980,-0.028351,0.832298,0.675365,1.400785,2175,1118,805,670,565,9978
3,256,0.250000,0,0.375000,-4.028529,7855,4.579336,0.732272,0.494532,0.648077,0.320495,0.449044,0.763075,-0.270398,19.622920,-7.304688,0.744641,-0.298663,0.267728,-0.028534,0.844214,0.646782,1.310486,2103,1040,674,569,432,7855
3,256,0.250000,1,0.375000,-4.855124,8200,5.083503,0.734390,0.485308,0.688742,0.334252,0.450416,0.704629,-0.350083,22.296143,-7.757812,0.758003,-0.299763,0.265610,-0.030304,0.803571,0.645207,1.419186,2178,1057,728,585,473,8200
3,256,0.250000,2,0.375000,5.521514,8061,4.558804,0.748046,0.552930,0.654497,0.361891,0.477758,0.844816,-0.168636,20.219104,-6.093750,0.720484,-0.299951,0.251954,-0.023804,0.782313,0.656628,1.183689,2031,1123,735,575,469,8061
3,256,0.250000,3,0.375000,-7.088776,7695,4.677751,0.734373,0.493151,0.702381,0.346380,0.456383,0.702113,-0.353661,20.215264,-7.093750,0.750971,-0.292874,0.265627,-0.027710,0.814972,0.655992,1.424272,2044,1008,708,577,482,7695
3,256,0.250000,4,0.375000,-6.191861,7562,4.872016,0.732478,0.438458,0.804961,0.352941,0.441777,0.544695,-0.607530,21.125062,-7.875000,0.749440,-0.299081,0.267522,-0.030762,0.812325,0.659393,1.835891,2023,887,714,580,429,7562
3,256,0.250000,5,0.375000,21.807995,7860,5.108379,0.739949,0.483366,0.690283,0.333659,0.449650,0.700243,-0.356328,22.702055,-7.250000,0.749728,-0.305364,0.260051,-0.028320,0.790323,0.641263,1.428076,2044,988,682,539,472,7860
3,256,0.250000,6,0.375000,-1.999338,8258,5.430718,0.751393,0.519727,0.662605,0.344374,0.463548,0.784369,-0.242876,25.049683,-6.703125,0.731480,-0.309960,0.248607,-0.026184,0.828854,0.658420,1.274910,2053,1067,707,586,477,8258
3,256,0.250000,7,0.375000,12.768684,7323,4.315055,0.726751,0.515242,0.646945,0.333333,0.459043,0.796424,-0.227623,18.069465,-6.578125,0.741886,-0.288359,0.273249,-0.025696,0.772114,0.636092,1.255612,2001,1031,667,515,421,7323
3,256,0.500000,0,1.500000,-5.841306,6711,3.491883,0.692147,0.463214,0.760711,0.352372,0.449214,0.608923,-0.496064,13.139400,-7.664062,0.724672,-0.252645,0.307853,-0.029938,0.693681,0.625250,1.642245,2066,957,728,505,389,6711
3,256,0.500000,1,1.500000,13.419409,6466,3.719076,0.705227,0.484260,0.696641,0.337356,0.451037,0.695136,-0.363648,14.497901,-6.679688,0.735041,-0.265187,0.294773,-0.026093,0.794712,0.644811,1.438568,1906,923,643,511,369,6466
3,256,0.500000,2,1.500000,16.098483,6130,3.580406,0.715334,0.535244,0.645610,0.345559,0.468312,0.829051,-0.187474,14.069914,-5.335938,0.727095,-0.260107,0.284666,-0.020844,0.850746,0.664927,1.206199,1745,934,603,513,388,6130
3,256,0.500000,3,1.500000,11.286819,6639,4.133278,0.720440,0.520474,0.635611,0.330819,0.459837,0.818857,-0.199846,16.945043,-5.953125,0.717260,-0.282041,0.279560,-0.023254,0.745928,0.627233,1.221215,1856,966,614,458,376,6639
3,256,0.500000,4,1.500000,2.894959,6129,3.606815,0.701583,0.500273,0.633880,0.317113,0.449759,0.789224,-0.236705,13.876435,-6.140625,0.727261,-0.262909,0.298417,-0.023987,0.810345,0.635762,1.267067,1829,915,580,470,344,6129
3,256,0.500000,5,1.500000,16.643536,6028,3.423325,0.706536,0.539853,0.637696,0.344262,0.469247,0.846568,-0.166565,13.102883,-5.359375,0.719888,-0.253973,0.293464,-0.020935,0.737274,0.633149,1.181241,1769,955,609,449,383,6028
3,256,0.500000,6,1.500000,10.442529,5757,3.511731,0.684905,0.457552,0.702410,0.321389,0.437868,0.651404,-0.428625,13.098677,-6.687500,0.750231,-0.250630,0.315095,-0.026123,0.777015,0.629729,1.535146,1814,830,583,453,312,5757
3,256,0.500000,7,1.500000,17.700435,6004,3.967721,0.709860,0.513777,0.662570,0.340413,0.460681,0.775431,-0.254336,15.818025,-5.617188,0.757876,-0.265536,0.290140,-0.021942,0.758853,0.636876,1.289605,1742,895,593,450,359,6004
3,256,1.000000,0,6.000000,84.846732,3174,1.810106,0.587272,0.417557,0.641682,0.267939,0.406703,0.650723,-0.429671,5.045038,-4.960938,0.713155,-0.137060,0.412728,-0.019379,0.695157,0.571092,1.536752,1310,547,351,244,200,3174
3,256,1.000000,1,6.000000,140.806178,3277,1.843531,0.595667,0.453585,0.632280,0.286792,0.425412,0.717380,-0.332149,5.181132,-4.656250,0.764294,-0.129867,0.404333,-0.018188,0.718421,0.590630,1.393961,1325,601,380,273,199,3277
3,256,1.000000,2,6.000000,57.286057,3289,1.705102,0.559745,0.406077,0.579932,0.235497,0.390829,0.700215,-0.356367,4.647790,-5.718750,0.796765,-0.113374,0.440255,-0.022339,0.741935,0.559050,1.428132,1448,588,341,253,166,3289
3,256,1.000000,3,6.000000,106.316983,3380,1.976849,0.607101,0.460090,0.635025,0.292169,0.429308,0.724524,-0.322241,5.742470,-4.601562,0.709997,-0.150976,0.392899,-0.017975,0.659794,0.577671,1.380217,1328,611,388,256,186,3380
3,256,1.000000,4,6.000000,49.273695,3847,2.331403,0.640499,0.495300,0.627737,0.310918,0.446357,0.789025,-0.236958,7.343456,-4.453125,0.738552,-0.184596,0.359501,-0.017395,0.632558,0.581544,1.267388,1383,685,430,272,239,3847
3,256,1.000000,5,6.000000,134.907321,3495,1.884883,0.605150,0.473913,0.602446,0.285507,0.431631,0.786648,-0.239975,5.355797,-4.671875,0.738698,-0.138022,0.394850,-0.018250,0.728426,0.592472,1.271217,1380,654,394,287,217,3495
3,256,1.000000,6,6.000000,53.543734,3731,2.018220,0.613240,0.425502,0.703583,0.299376,0.420249,0.604765,-0.502915,5.923770,-5.476562,0.706231,-0.158233,0.386760,-0.021393,0.743056,0.605917,1.653535,1443,614,432,321,240,3731
3,256,1.000000,7,6.000000,22.201831,3522,1.824730,0.582340,0.458192,0.553412,0.253569,0.415806,0.827939,-0.188816,5.108090,-5.226562,0.749331,-0.128859,0.417660,-0.020416,0.638070,0.544906,1.207819,1471,674,373,238,179,3522
3,256,2.000000,0,24.000000,1374.314022,727,0.414428,0.279230,0.223282,0.401709,0.089695,0.238372,0.555831,-0.587291,0.671756,-2.179688,0.718805,0.228126,0.720770,-0.008514,0.468085,0.347561,1.799109,524,117,47,22,11,727
3,256,2.000000,1,24.000000,959.565639,745,0.409387,0.281879,0.246729,0.371212,0.091589,0.252793,0.664658,-0.408483,0.629907,-2.148438,0.728284,0.244219,0.718121,-0.008392,0.306122,0.303794,1.504534,535,132,49,15,10,745
3,256,2.000000,2,24.000000,419.375753,821,0.395822,0.280146,0.270728,0.231250,0.062606,0.250000,1.170714,0.157614,0.573604,-2.367188,0.634836,0.264221,0.719854,-0.009247,0.729730,0.357486,0.854180,591,160,37,27,6,821
3,256,2.000000,3,24.000000,998.703879,710,0.470899,0.309859,0.267347,0.389313,0.104082,0.270833,0.686715,-0.375836,0.753061,-1.804688,0.745070,0.205551,0.690141,-0.007050,0.490196,0.370892,1.456209,490,131,51,25,7,710
3,256,2.000000,4,24.000000,236.861482,670,0.364406,0.265672,0.245935,0.380165,0.093496,0.253414,0.646916,-0.435539,0.506098,-1.898438,0.651343,0.294204,0.734328,-0.007416,0.173913,0.253343,1.545796,492,121,46,8,3,670
3,256,2.000000,5,24.000000,651.906182,801,0.493173,0.324594,0.288355,0.442308,0.127542,0.293734,0.651933,-0.427814,0.768946,-2.007812,0.709114,0.203916,0.675406,-0.007843,0.362319,0.358851,1.533900,541,156,69,25,5,801
3,256,2.000000,6,24.000000,555.207370,733,0.367571,0.264666,0.233766,0.404762,0.094620,0.247207,0.577540,-0.548977,0.528757,-2.226562,0.703729,0.281786,0.735334,-0.008698,0.235294,0.281318,1.731481,539,126,51,12,4,733
3,256,2.000000,7,24.000000,101.244188,1026,0.594574,0.363548,0.309342,0.485149,0.150077,0.314795,0.637622,-0.450009,0.998469,-2.523438,0.675578,0.138199,0.636452,-0.009857,0.479592,0.415970,1.568327,653,202,98,47,18,1026
3,512,0.000000,0,0.000000,23.703745,39367,13.085231,0.846369,0.576554,0.689131,0.397321,0.493382,0.836639,-0.178362,94.124339,-9.003906,0.735545,-0.366819,0.153631,-0.017586,0.801914,0.683004,1.195258,6048,3487,2403,1927,1565,39367
3,512,0.000000,1,0.000000,-26.808675,35654,12.487620,0.830706,0.537442,0.720407,0.387177,0.480417,0.746026,-0.292995,82.888668,-9.906250,0.766014,-0.364085,0.169294,-0.019348,0.793325,0.674715,1.340437,6036,3244,2337,1854,1519,35654
3,512,0.000000,2,0.000000,9.845231,36745,13.006225,0.839897,0.536801,0.754275,0.404895,0.484986,0.711678,-0.340129,90.475948,-9.644531,0.752584,-0.365956,0.160103,-0.018837,0.799328,0.686577,1.405130,5883,3158,2382,1904,1593,36745
3,512,0.000000,3,0.000000,-2.735153,37578,12.633962,0.840093,0.527376,0.747870,0.394408,0.479650,0.705170,-0.349316,87.793144,-10.093750,0.751842,-0.365977,0.159907,-0.019714,0.829958,0.689182,1.418097,6009,3169,2370,1967,1711,37578
3,512,0.000000,4,0.000000,3.096786,39275,13.315523,0.843896,0.524710,0.782406,0.410537,0.483270,0.670637,-0.399527,94.671505,-10.382812,0.729872,-0.366644,0.156104,-0.020279,0.805324,0.691471,1.491119,6131,3217,2517,2027,1726,39275
3,512,0.000000,5,0.000000,4.300077,39422,13.616512,0.845924,0.556964,0.760272,0.423444,0.495054,0.732585,-0.311175,97.981396,-9.511719,0.752671,-0.366500,0.154076,-0.018578,0.771773,0.688803,1.365029,6074,3383,2572,1985,1736,39422
3,512,0.000000,6,0.000000,-15.870596,37268,12.165136,0.837179,0.522907,0.780019,0.407877,0.482076,0.670377,-0.399914,83.104318,-10.308594,0.762467,-0.365160,0.162821,-0.020134,0.783434,0.683666,1.491697,6068,3173,2475,1939,1733,37268
3,512,0.000000,7,0.000000,19.845480,40066,13.230573,0.850971,0.540613,0.780669,0.422040,0.490486,0.692499,-0.367448,97.615977,-9.714844,0.710864,-0.367386,0.149029,-0.018974,0.777381,0.689704,1.444044,5971,3228,2520,1959,1757,40066
3,512,0.250000,0,0.375000,0.433793,31462,10.399701,0.821022,0.543953,0.730656,0.397443,0.484907,0.744472,-0.295080,65.185580,-9.031250,0.751913,-0.359742,0.178978,-0.017639,0.743968,0.666208,1.343234,5631,3063,2238,1665,1456,31462
3,512,0.250000,1,0.375000,0.715492,32407,10.497891,0.823402,0.514416,0.758492,0.390180,0.474954,0.678208,-0.388301,66.532064,-9.855469,0.747649,-0.361149,0.176598,-0.019249,0.812808,0.681948,1.474473,5723,2944,2233,1815,1543,32407
