d,N,H,H_sq,rep,n_causal_pairs,C_0,C_1,C_2,N_2,N_3,N_4,N_5,longest_chain,longest_chain_ratio,N3_over_N2,N4_over_N3,N5_over_N4,N4_over_N2sq,chain_entropy,N2_per_N,N3_per_N,N4_per_N
2,512,0.5,0.25,1,56720,2361,1779,1591,56720.0,2189730.0,41102927.0,447787809.0,28.0,0.0546875,38.60595909732017,18.770774022368055,10.89430465621098,0.012776158923352982,0.3170321072347347,110.78125,4276.81640625,80279.154296875
2,512,0.5,0.25,2,54688,2353,1839,1587,54688.0,2100999.0,39651712.0,437993252.0,30.0,0.05859375,38.41791617905208,18.87278956344101,11.046011128094545,0.013257995309997907,0.31408605633735415,106.8125,4103.513671875,77444.75
2,512,0.5,0.25,3,55553,2387,1795,1726,55553.0,2184093.0,41871354.0,465571162.0,30.0,0.05859375,39.31548251219556,19.171049034999882,11.119085425324435,0.013567566883444305,0.3123607679282463,108.501953125,4265.806640625,81779.98828125
2,512,0.5,0.25,4,53606,2381,1921,1602,53606.0,2002045.0,36732841.0,394362217.0,29.0,0.056640625,37.34740514121554,18.34766001763197,10.735957422950214,0.01278285065238561,0.32062679961880464,104.69921875,3910.244140625,71743.830078125
2,512,0.5,0.25,5,56347,2283,1867,1668,56347.0,2197558.0,41842476.0,463706752.0,29.0,0.056640625,39.000443679344066,19.04044216352879,11.082201540845718,0.013178797313583911,0.31320032401443454,110.052734375,4292.10546875,81723.5859375
2,512,0.5,0.25,6,53983,2375,1829,1579,53983.0,2066321.0,39164039.0,434317906.0,29.0,0.056640625,38.27725395031769,18.953511579275435,11.08971181445305,0.013439200784880664,0.3131874557722274,105.435546875,4035.783203125,76492.263671875
2,512,0.5,0.25,7,53989,2291,1939,1570,53989.0,2029943.0,37527130.0,407852592.0,31.0,0.060546875,37.599196132545515,18.486790023168137,10.868206334990179,0.012874630831137539,0.3179155843291254,105.447265625,3964.732421875,73295.17578125
2,512,1.0,1.0,0,43426,2331,1793,1538,43426.0,1255992.0,17645276.0,144555419.0,25.0,0.048828125,28.922580942292637,14.04887610749113,8.192301384234511,0.009356831307676353,0.38874235952376945,84.81640625,2453.109375,34463.4296875
2,512,1.0,1.0,1,40326,2251,1660,1546,40326.0,1108735.0,14952830.0,119081704.0,26.0,0.05078125,27.494296483658186,13.486387639968072,7.963823838029323,0.00919502902015636,0.3970719433385169,78.76171875,2165.498046875,29204.74609375
2,512,1.0,1.0,2,40769,2191,1767,1530,40769.0,1129244.0,15439689.0,124498646.0,26.0,0.05078125,27.69859452034634,13.672588917895512,8.063546228165606,0.009289202494055992,0.393578550262212,79.626953125,2205.5546875,30155.642578125
2,512,1.0,1.0,3,43855,2331,1702,1505,43855.0,1259993.0,17340562.0,137674317.0,24.0,0.046875,28.730885873902633,13.76242725157997,7.939438006680522,0.00901622908934059,0.3969300606980497,85.654296875,2460.923828125,33868.28515625
2,512,1.0,1.0,4,44124,2246,1763,1601,44124.0,1297625.0,18621841.0,156729336.0,25.0,0.048828125,29.40859849515003,14.350710721510453,8.41642542216959,0.009564733245602069,0.381643662756363,86.1796875,2534.423828125,36370.783203125
2,512,1.0,1.0,5,40743,2250,1813,1602,40743.0,1134974.0,15590683.0,127018248.0,30.0,0.05859375,27.85690793510542,13.736599252493889,8.147061164671234,0.009392022696368952,0.39095579458966706,79.576171875,2216.74609375,30450.552734375
2,512,1.0,1.0,6,42237,2201,1936,1559,42237.0,1197240.0,16519308.0,132661978.0,29.0,0.056640625,28.345763193408622,13.797824997494237,8.030722473362685,0.009259887775246006,0.3941502331985048,82.494140625,2338.359375,32264.2734375
2,512,1.0,1.0,7,42430,2282,1781,1525,42430.0,1206852.0,16778833.0,137490959.0,24.0,0.046875,28.4433655432477,13.902974846957207,8.194309997602335,0.009319995185260008,0.38910268406564835,82.87109375,2357.1328125,32771.158203125
2,512,1.5,2.25,0,32567,2197,1675,1354,32567.0,699313.0,7308917.0,44514289.0,22.0,0.04296875,21.47305554702613,10.451567466928257,6.090408332725628,0.006891242324157634,0.4770557309851501,63.607421875,1365.845703125,14275.228515625
2,512,1.5,2.25,1,32798,2155,1640,1380,32798.0,705617.0,7346587.0,44429828.0,21.0,0.041015625,21.514025245441797,10.411578802664902,6.047682821968896,0.006829531349638373,0.47911684906698215,64.05859375,1378.158203125,14348.802734375
2,512,1.5,2.25,2,32229,2167,1676,1462,32229.0,690146.0,7132764.0,42654284.0,21.0,0.041015625,21.41381985168637,10.335152272127926,5.980049809582933,0.006866954882096698,0.4825232477960719,62.947265625,1347.94140625,13931.1796875
2,512,1.5,2.25,3,31621,2045,1672,1466,31621.0,659035.0,6756310.0,41008981.0,24.0,0.046875,20.841687486164258,10.2518227408256,6.069730518581888,0.006757069217540213,0.47916254037119443,61.759765625,1287.177734375,13195.91796875
2,512,1.5,2.25,4,31937,2173,1624,1434,31937.0,665705.0,6687070.0,38914228.0,22.0,0.04296875,20.844318502050914,10.045095049609062,5.819324158413177,0.0065561311518748215,0.491527779151568,62.376953125,1300.205078125,13060.68359375
2,512,1.5,2.25,5,31834,2103,1688,1471,31834.0,664691.0,6736702.0,39555956.0,22.0,0.04296875,20.87990827417227,10.135088334278635,5.871709331955013,0.006647600514241733,0.4886098547699459,62.17578125,1298.224609375,13157.62109375
2,512,1.5,2.25,6,31344,2155,1650,1362,31344.0,649030.0,6566644.0,38951646.0,23.0,0.044921875,20.70667432363451,10.117627844629679,5.931743216169477,0.006683972202223165,0.4860406932769211,61.21875,1267.63671875,12825.4765625
2,512,1.5,2.25,7,31859,2044,1590,1379,31859.0,638405.0,6225356.0,35590352.0,21.0,0.041015625,20.038450673279137,9.751421119822057,5.7169986744533166,0.006133380555068479,0.4982429430249884,62.224609375,1246.884765625,12158.8984375
2,512,2.0,4.0,0,22905,2017,1502,1195,22905.0,347326.0,2623257.0,11753305.0,19.0,0.037109375,15.163763370443135,7.5527228022088755,4.480424525694585,0.005000117938233817,0.5863073993928474,44.736328125,678.37109375,5123.548828125
2,512,2.0,4.0,1,23805,1978,1476,1299,23805.0,375318.0,2879681.0,12863555.0,19.0,0.037109375,15.766351606805292,7.67264293212689,4.467006935837685,0.0050816881420450355,0.5855078008556858,46.494140625,733.04296875,5624.376953125
2,512,2.0,4.0,2,22625,1927,1468,1244,22625.0,337813.0,2490122.0,10822752.0,19.0,0.037109375,14.930961325966852,7.371303058200839,4.346273797026813,0.004864558713103996,0.5972446318607709,44.189453125,659.791015625,4863.51953125
2,512,2.0,4.0,3,24544,1954,1503,1275,24544.0,390965.0,3076169.0,14381091.0,20.0,0.0390625,15.929147653194264,7.868144207281982,4.675000300698693,0.005106454972067301,0.5704168181387714,47.9375,763.603515625,6008.142578125
2,512,2.0,4.0,4,21984,1960,1460,1261,21984.0,316089.0,2212649.0,9077710.0,18.0,0.03515625,14.37813864628821,7.000082255314168,4.1026434829925575,0.004578245687878865,0.618888982923476,42.9375,617.361328125,4321.580078125
2,512,2.0,4.0,5,22121,1903,1447,1207,22121.0,318067.0,2228848.0,9079376.0,18.0,0.03515625,14.378509108991457,7.007479556194135,4.073573433450823,0.0045548170801414396,0.6208520799288755,43.205078125,621.224609375,4353.21875
2,512,2.0,4.0,6,23092,1951,1524,1294,23092.0,351994.0,2618187.0,11406885.0,18.0,0.03515625,15.243114498527628,7.438158036784718,4.356787731357615,0.004909955595567856,0.5955782584377464,45.1015625,687.48828125,5113.646484375
2,512,2.0,4.0,7,23432,1931,1467,1232,23432.0,363587.0,2756255.0,12265264.0,19.0,0.037109375,15.51668658245135,7.58073033414286,4.449974331112324,0.005019964862622757,0.5877425340797322,45.765625,710.130859375,5383.310546875
3,128,0.0,0.0,0,2470,715,372,255,2470.0,9909.0,12272.0,6455.0,8.0,0.0625,4.011740890688259,1.238470077707135,0.5259941329856584,0.002011506499041125,1.2588299346806069,19.296875,77.4140625,95.875
3,128,0.0,0.0,1,2546,814,378,251,2546.0,9101.0,10358.0,5574.0,9.0,0.0703125,3.574626865671642,1.1381166904735742,0.538134775053099,0.0015979349953009173,1.27676768318608,19.890625,71.1015625,80.921875
3,128,0.0,0.0,2,2347,792,337,209,2347.0,7934.0,9598.0,6061.0,8.0,0.0625,3.38048572645931,1.2097302747668264,0.6314857261929568,0.0017424268967681958,1.287303430520312,18.3359375,61.984375,74.984375
3,128,0.0,0.0,3,2225,810,355,208,2225.0,6518.0,5109.0,1530.0,7.0,0.0546875,2.929438202247191,0.7838293955200982,0.29947152084556666,0.0010319909102386063,1.2391563800491232,17.3828125,50.921875,39.9140625
3,128,0.0,0.0,4,2295,754,369,259,2295.0,8464.0,8787.0,3952.0,8.0,0.0625,3.6880174291939,1.0381616257088846,0.4497553203596222,0.0016683042134791463,1.262643216301715,17.9296875,66.125,68.6484375
3,128,0.0,0.0,5,2319,811,353,220,2319.0,7531.0,6894.0,2348.0,7.0,0.0546875,3.247520482966796,0.9154162793785686,0.3405860168262257,0.0012819461482204211,1.2485585040944513,18.1171875,58.8359375,53.859375
3,128,0.0,0.0,6,2430,705,385,253,2430.0,8577.0,9597.0,4743.0,7.0,0.0546875,3.5296296296296297,1.1189227002448408,0.4942169427946233,0.0016252603769750546,1.2727954268002557,18.984375,67.0078125,74.9765625
3,128,0.0,0.0,7,2225,784,321,241,2225.0,7198.0,6833.0,2401.0,7.0,0.0546875,3.235056179775281,0.9492914698527368,0.3513829942924045,0.0013802297689685646,1.2527847682211926,17.3828125,56.234375,53.3828125
3,128,0.25,0.0625,0,1793,730,297,194,1793.0,4475.0,3009.0,775.0,8.0,0.0625,2.4958170663692134,0.6724022346368715,0.25756065137919576,0.0009359693099116009,1.226402000441713,14.0078125,34.9609375,23.5078125
3,128,0.25,0.0625,1,2101,692,348,219,2101.0,6348.0,5814.0,2252.0,7.0,0.0546875,3.0214183722037125,0.9158790170132325,0.3873409012727898,0.0013171126552687564,1.269045285435943,16.4140625,49.59375,45.421875
3,128,0.25,0.0625,2,2107,739,365,282,2107.0,5058.0,3919.0,1146.0,7.0,0.0546875,2.4005695301376364,0.7748121787267694,0.2924215361061495,0.0008827672082729186,1.2546660154158493,16.4609375,39.515625,30.6171875
3,128,0.25,0.0625,3,2118,724,351,249,2118.0,6018.0,5472.0,2422.0,7.0,0.0546875,2.8413597733711047,0.909272183449651,0.44261695906432746,0.0012198155831440747,1.287670048867258,16.546875,47.015625,42.75
3,128,0.25,0.0625,4,1715,668,298,183,1715.0,4309.0,3020.0,725.0,6.0,0.046875,2.512536443148688,0.7008586679043862,0.24006622516556292,0.0010267830580795417,1.222401487015981,13.3984375,33.6640625,23.59375
3,128,0.25,0.0625,5,1601,655,279,175,1601.0,3981.0,3232.0,1146.0,8.0,0.0625,2.486570893191755,0.8118563175081638,0.35457920792079206,0.0012609233532602398,1.2743806651440597,12.5078125,31.1015625,25.25
3,128,0.25,0.0625,6,1907,691,334,202,1907.0,5195.0,4586.0,1885.0,8.0,0.0625,2.7241740954378604,0.8827718960538979,0.4110335804622765,0.0012610510390197128,1.2841098088476095,14.8984375,40.5859375,35.828125
3,128,0.25,0.0625,7,1998,729,294,213,1998.0,6304.0,5680.0,1833.0,7.0,0.0546875,3.155155155155155,0.9010152284263959,0.3227112676056338,0.0014228442656871085,1.2455410981460195,15.609375,49.25,44.375
3,128,0.5,0.25,0,1505,636,260,168,1505.0,3105.0,2158.0,838.0,8.0,0.0625,2.0631229235880397,0.6950080515297906,0.38832252085264135,0.0009527488659065573,1.286756287876699,11.7578125,24.2578125,16.859375
3,128,0.5,0.25,1,1551,644,270,204,1551.0,3062.0,2516.0,1194.0,8.0,0.0625,1.9742101869761444,0.821685173089484,0.47456279809220986,0.0010458924817540397,1.3211774726497973,12.1171875,23.921875,19.65625
3,128,0.5,0.25,2,1206,575,194,109,1206.0,2184.0,1452.0,549.0,7.0,0.0546875,1.8109452736318408,0.6648351648351648,0.378099173553719,0.0009983251239655785,1.2869857601653822,9.421875,17.0625,11.34375
3,128,0.5,0.25,3,1605,697,263,198,1605.0,3312.0,1976.0,415.0,6.0,0.046875,2.0635514018691588,0.5966183574879227,0.21002024291497975,0.0007670733009190517,1.2081161642322373,12.5390625,25.875,15.4375
3,128,0.5,0.25,4,1687,638,301,191,1687.0,4265.0,3674.0,1186.0,6.0,0.046875,2.5281564908120924,0.8614302461899179,0.32280892759934676,0.0012909487067497925,1.2660083401884668,13.1796875,33.3203125,28.703125
3,128,0.5,0.25,5,1421,671,258,159,1421.0,2178.0,1055.0,249.0,7.0,0.0546875,1.5327234342012668,0.48438934802571165,0.23601895734597156,0.0005224735432769046,1.2013189163833429,11.1015625,17.015625,8.2421875
3,128,0.5,0.25,6,1760,713,317,209,1760.0,3767.0,2360.0,541.0,6.0,0.046875,2.140340909090909,0.6264932306875498,0.22923728813559321,0.0007618801652892562,1.2197025105084507,13.75,29.4296875,18.4375
3,128,0.5,0.25,7,1584,630,296,178,1584.0,3560.0,2652.0,971.0,7.0,0.0546875,2.2474747474747474,0.744943820224719,0.3661387631975867,0.001056971227425773,1.2805109152127705,12.375,27.8125,20.71875
3,128,1.0,1.0,0,959,513,167,125,959.0,1100.0,394.0,49.0,5.0,0.0390625,1.1470281543274243,0.35818181818181816,0.12436548223350254,0.00042840941587354744,1.09697079160674,7.4921875,8.59375,3.078125
3,128,1.0,1.0,1,971,531,177,111,971.0,1073.0,467.0,106.0,6.0,0.046875,1.1050463439752831,0.43522833178005593,0.22698072805139186,0.00049531151063647,1.170839059633367,7.5859375,8.3828125,3.6484375
3,128,1.0,1.0,2,972,509,193,114,972.0,1031.0,329.0,33.0,5.0,0.0390625,1.0606995884773662,0.31910766246362754,0.10030395136778116,0.00034822774306084777,1.0613904279927422,7.59375,8.0546875,2.5703125
3,128,1.0,1.0,3,803,435,164,78,803.0,857.0,266.0,24.0,5.0,0.0390625,1.0672478206724783,0.3103850641773629,0.09022556390977443,0.00041252525941790514,1.0525444250953158,6.2734375,6.6953125,2.078125
3,128,1.0,1.0,4,749,413,139,85,749.0,735.0,185.0,15.0,5.0,0.0390625,0.9813084112149533,0.25170068027210885,0.08108108108108109,0.00032976768312355947,1.0068803443082959,5.8515625,5.7421875,1.4453125
3,128,1.0,1.0,5,961,490,196,103,961.0,1200.0,431.0,82.0,6.0,0.046875,1.2486992715920915,0.3591666666666667,0.1902552204176334,0.00046669214885205644,1.128406608423988,7.5078125,9.375,3.3671875
3,128,1.0,1.0,6,892,435,179,106,892.0,1199.0,523.0,98.0,6.0,0.046875,1.344170403587444,0.4361968306922435,0.18738049713193117,0.0006573126344788755,1.1639732671447154,6.96875,9.3671875,4.0859375
3,128,1.0,1.0,7,727,393,135,100,727.0,746.0,232.0,8.0,5.0,0.0390625,1.0261348005502062,0.3109919571045576,0.034482758620689655,0.00043895415388748774,1.0215920123469473,5.6796875,5.828125,1.8125
3,128,1.5,2.25,0,387,285,66,19,387.0,164.0,24.0,0.0,4.0,0.03125,0.42377260981912146,0.14634146341463414,0.0,0.00016024678004126355,0.7568713585468377,3.0234375,1.28125,0.1875
3,128,1.5,2.25,1,560,336,126,53,560.0,386.0,96.0,8.0,5.0,0.0390625,0.6892857142857143,0.24870466321243523,0.08333333333333333,0.0003061224489795918,0.9590113648504979,4.375,3.015625,0.75
3,128,1.5,2.25,2,451,296,90,48,451.0,241.0,47.0,4.0,5.0,0.0390625,0.5343680709534369,0.1950207468879668,0.0851063829787234,0.0002310706437038166,0.8709787556036164,3.5234375,1.8828125,0.3671875
3,128,1.5,2.25,3,424,284,98,27,424.0,201.0,35.0,6.0,5.0,0.0390625,0.4740566037735849,0.17412935323383086,0.17142857142857143,0.000194686721253115,0.846276141252518,3.3125,1.5703125,0.2734375
3,128,1.5,2.25,4,310,233,55,10,310.0,116.0,11.0,0.0,4.0,0.03125,0.3741935483870968,0.09482758620689655,0.0,0.00011446409989594173,0.688329711370945,2.421875,0.90625,0.0859375
3,128,1.5,2.25,5,506,335,105,42,506.0,285.0,47.0,3.0,5.0,0.0390625,0.5632411067193676,0.1649122807017544,0.06382978723404255,0.00018356793575903389,0.8536882768785364,3.953125,2.2265625,0.3671875
3,128,1.5,2.25,6,329,233,63,18,329.0,146.0,19.0,1.0,5.0,0.0390625,0.44376899696048633,0.13013698630136986,0.05263157894736842,0.00017553422455446642,0.7692973436285148,2.5703125,1.140625,0.1484375
3,128,1.5,2.25,7,355,249,57,26,355.0,198.0,27.0,0.0,4.0,0.03125,0.5577464788732395,0.13636363636363635,0.0,0.00021424320571315216,0.8101552022932108,2.7734375,1.546875,0.2109375
3,128,2.0,4.0,0,143,122,16,5,143.0,26.0,1.0,0.0,4.0,0.03125,0.18181818181818182,0.038461538461538464,0.0,4.8902146804244705e-05,0.4628731893107013,1.1171875,0.203125,0.0078125
3,128,2.0,4.0,1,152,131,14,6,152.0,29.0,0.0,0.0,3.0,0.0234375,0.19078947368421054,0.0,nan,0.0,0.4400361570213962,1.1875,0.2265625,0.0
3,128,2.0,4.0,2,141,115,19,6,141.0,34.0,3.0,0.0,4.0,0.03125,0.24113475177304963,0.08823529411764706,0.0,0.0001508978421608571,0.5696080489085146,1.1015625,0.265625,0.0234375
3,128,2.0,4.0,3,191,162,28,1,191.0,30.0,0.0,0.0,3.0,0.0234375,0.15706806282722513,0.0,nan,0.0,0.39716656483553114,1.4921875,0.234375,0.0
3,128,2.0,4.0,4,113,105,6,2,113.0,10.0,0.0,0.0,3.0,0.0234375,0.08849557522123894,0.0,nan,0.0,0.2819349696453042,0.8828125,0.078125,0.0
3,128,2.0,4.0,5,245,183,38,14,245.0,99.0,10.0,0.0,4.0,0.03125,0.40408163265306124,0.10101010101010101,0.0,0.0001665972511453561,0.7118082756289072,1.9140625,0.7734375,0.078125
3,128,2.0,4.0,6,195,173,17,2,195.0,30.0,0.0,0.0,3.0,0.0234375,0.15384615384615385,0.0,nan,0.0,0.39267446722755217,1.5234375,0.234375,0.0
3,128,2.0,4.0,7,236,156,57,18,236.0,108.0,13.0,0.0,4.0,0.03125,0.4576271186440678,0.12037037037037036,0.0,0.0002334099396725079,0.755946369559864,1.84375,0.84375,0.1015625
3,256,0.0,0.0,0,9552,2104,1031,830,9552.0,67820.0,152241.0,144573.0,10.0,0.0390625,7.100083752093802,2.2447803007962253,0.9496324905905767,0.0016685645038424955,1.1364913484635086,37.3125,264.921875,594.69140625
3,256,0.0,0.0,1,9403,2141,1203,740,9403.0,63935.0,133618.0,116046.0,10.0,0.0390625,6.799425715197278,2.0899038085555643,0.8684907722013501,0.0015112353183219644,1.156495623042876,36.73046875,249.74609375,521.9453125
3,256,0.0,0.0,2,9423,2110,1111,749,9423.0,66503.0,147917.0,132681.0,9.0,0.03515625,7.057518836888464,2.224215448927116,0.8969962884590683,0.0016658646320812326,1.1420941252282926,36.80859375,259.77734375,577.80078125
3,256,0.0,0.0,3,10177,2211,1093,814,10177.0,78777.0,181372.0,165970.0,9.0,0.03515625,7.74068979070453,2.3023471317770414,0.9150806078115696,0.001751179614582333,1.1292907220178248,39.75390625,307.72265625,708.484375
3,256,0.0,0.0,4,9902,2167,1161,843,9902.0,76423.0,186638.0,199260.0,10.0,0.0390625,7.717935770551404,2.4421705507504283,1.0676282429087325,0.0019035059029917142,1.1067431318860583,38.6796875,298.52734375,729.0546875
3,256,0.0,0.0,5,9533,2131,1121,836,9533.0,71615.0,170872.0,177580.0,10.0,0.0390625,7.512325605790412,2.3859805906583818,1.0392574558734022,0.001880233199005758,1.1150330833234365,37.23828125,279.74609375,667.46875
3,256,0.0,0.0,6,9529,2190,1179,794,9529.0,66718.0,136633.0,107066.0,10.0,0.0390625,7.00157414209256,2.0479181030606433,0.7836027899555744,0.0015047382134025233,1.1612459460243028,37.22265625,260.6171875,533.72265625
3,256,0.0,0.0,7,9080,2151,1094,783,9080.0,58767.0,128144.0,122635.0,10.0,0.0390625,6.472136563876652,2.180543502305716,0.9570093020352104,0.0015542704108366162,1.1469946730430236,35.46875,229.55859375,500.5625
3,256,0.25,0.0625,0,6930,1974,908,630,6930.0,35801.0,58162.0,38965.0,9.0,0.03515625,5.166089466089466,1.6245914918577693,0.6699391355180359,0.00121108008553896,1.218623670200674,27.0703125,139.84765625,227.1953125
3,256,0.25,0.0625,1,7840,2038,1028,691,7840.0,44177.0,73420.0,47867.0,8.0,0.03125,5.634821428571429,1.6619507888720375,0.6519613184418415,0.0011944892753019574,1.2076909862615781,30.625,172.56640625,286.796875
3,256,0.25,0.0625,2,7633,1977,947,741,7633.0,44351.0,80624.0,65811.0,10.0,0.0390625,5.81042840298703,1.8178620549705757,0.8162705894026593,0.001383801561235871,1.192192276574999,29.81640625,173.24609375,314.9375
3,256,0.25,0.0625,3,7789,1975,982,745,7789.0,42713.0,77217.0,61945.0,9.0,0.03515625,5.483759147515728,1.8078102685365112,0.8022197184557804,0.0012727687889408084,1.1981604325680688,30.42578125,166.84765625,301.62890625
3,256,0.25,0.0625,4,7907,2042,983,696,7907.0,42344.0,70552.0,47748.0,8.0,0.03125,5.355254837485772,1.6661628566030606,0.6767774124050346,0.0011284591751438793,1.2124128927616242,30.88671875,165.40625,275.59375
3,256,0.25,0.0625,5,8100,2070,1025,769,8100.0,47887.0,88062.0,68631.0,9.0,0.03515625,5.911975308641975,1.838954204690208,0.7793486407303944,0.001342203932327389,1.1902398680102317,31.640625,187.05859375,343.9921875
3,256,0.25,0.0625,6,7054,2036,976,677,7054.0,33565.0,47122.0,24018.0,8.0,0.03125,4.758293166997448,1.4039028750186207,0.5096982301260558,0.000947006160664754,1.2301999309183267,27.5546875,131.11328125,184.0703125
3,256,0.25,0.0625,7,8006,2119,1008,738,8006.0,45359.0,74468.0,45835.0,8.0,0.03125,5.665625780664501,1.6417469520933001,0.6154992748563142,0.0011618191178000461,1.2071574411427501,31.2734375,177.18359375,290.890625
3,256,0.5,0.25,0,6269,1828,874,622,6269.0,28123.0,39456.0,24747.0,10.0,0.0390625,4.48604243100973,1.4029797674501299,0.6272049878345499,0.0010039602435204095,1.2464666923042877,24.48828125,109.85546875,154.125
3,256,0.5,0.25,1,5534,1806,787,520,5534.0,23249.0,33950.0,22610.0,9.0,0.03515625,4.201120346946151,1.4602778614133942,0.6659793814432989,0.0011085657816730795,1.2502539431059738,21.6171875,90.81640625,132.6171875
3,256,0.5,0.25,2,5971,1918,834,610,5971.0,24417.0,29682.0,11613.0,7.0,0.02734375,4.089264779768883,1.215628455584224,0.3912472205376996,0.0008325283250218405,1.2338293105931013,23.32421875,95.37890625,115.9453125
3,256,0.5,0.25,3,6855,1977,973,661,6855.0,30876.0,41229.0,24608.0,8.0,0.03125,4.504157549234136,1.3353089778468714,0.5968614324868418,0.0008773803082609923,1.248664883762631,26.77734375,120.609375,161.05078125
3,256,0.5,0.25,4,5753,1756,862,605,5753.0,22569.0,30452.0,19514.0,9.0,0.03515625,3.9229966973752823,1.3492844166777438,0.6408117693419152,0.0009200831410475792,1.2639874277659688,22.47265625,88.16015625,118.953125
3,256,0.5,0.25,5,5976,1854,851,639,5976.0,22928.0,27140.0,13671.0,9.0,0.03515625,3.8366800535475236,1.1837055129099792,0.5037214443625645,0.0007599563806318536,1.2630606884050755,23.34375,89.5625,106.015625
3,256,0.5,0.25,6,6122,1816,901,606,6122.0,26943.0,37063.0,19947.0,8.0,0.03125,4.401012740934335,1.3756077645399547,0.5381917275989532,0.0009889035116413818,1.242994890658726,23.9140625,105.24609375,144.77734375
3,256,0.5,0.25,7,6571,1924,873,662,6571.0,28988.0,41702.0,26491.0,8.0,0.03125,4.4115050981585755,1.4385952808058506,0.6352453119754449,0.0009658150076794822,1.245949641950138,25.66796875,113.234375,162.8984375
3,256,1.0,1.0,0,3700,1446,705,408,3700.0,8146.0,5760.0,1623.0,7.0,0.02734375,2.2016216216216216,0.7070955069972993,0.28177083333333336,0.000420745069393718,1.2507319634456067,14.453125,31.8203125,22.5
3,256,1.0,1.0,1,3862,1503,666,449,3862.0,8873.0,6029.0,1823.0,7.0,0.02734375,2.297514241325738,0.6794770652541418,0.3023718692983911,0.00040422274315784785,1.2509958275231756,15.0859375,34.66015625,23.55078125
3,256,1.0,1.0,2,3339,1306,579,402,3339.0,7857.0,6015.0,2030.0,9.0,0.03515625,2.353099730458221,0.7655593738067965,0.33748960931005817,0.0005395140928884508,1.270438813390803,13.04296875,30.69140625,23.49609375
3,256,1.0,1.0,3,3317,1371,595,346,3317.0,7364.0,5211.0,1611.0,8.0,0.03125,2.2200783840820018,0.707631721890277,0.30915371329879104,0.00047362010541432946,1.25975238567996,12.95703125,28.765625,20.35546875
3,256,1.0,1.0,4,3715,1428,613,451,3715.0,8761.0,5992.0,1551.0,7.0,0.02734375,2.358277254374159,0.6839401894760873,0.25884512683578104,0.00043416435859860265,1.2334301633941478,14.51171875,34.22265625,23.40625
3,256,1.0,1.0,5,3703,1432,647,416,3703.0,8439.0,5270.0,1307.0,7.0,0.02734375,2.2789630029705643,0.6244815736461666,0.24800759013282733,0.00038432903115756187,1.2224059600893977,14.46484375,32.96484375,20.5859375
3,256,1.0,1.0,6,3438,1303,641,340,3438.0,8170.0,5868.0,1715.0,7.0,0.02734375,2.3763816172193137,0.7182374541003672,0.29226312201772325,0.0004964532526825227,1.2497369612651645,13.4296875,31.9140625,22.921875
3,256,1.0,1.0,7,3248,1319,593,378,3248.0,6767.0,4488.0,1305.0,7.0,0.02734375,2.083435960591133,0.6632185606620363,0.2907754010695187,0.0004254228445242544,1.2517308485697856,12.6875,26.43359375,17.53125
3,256,1.5,2.25,0,1464,820,270,138,1464.0,1568.0,689.0,229.0,7.0,0.02734375,1.0710382513661203,0.43941326530612246,0.33236574746008707,0.00032146749678999074,1.2043210243891207,5.71875,6.125,2.69140625
3,256,1.5,2.25,1,2044,1076,415,241,2044.0,2193.0,522.0,36.0,5.0,0.01953125,1.0728962818003913,0.23803009575923392,0.06896551724137931,0.0001249420766617775,0.9994082896230622,7.984375,8.56640625,2.0390625
3,256,1.5,2.25,2,1834,1037,349,192,1834.0,1851.0,540.0,30.0,5.0,0.01953125,1.009269356597601,0.2917341977309562,0.05555555555555555,0.00016054437624942174,1.0217512866831038,7.1640625,7.23046875,2.109375
3,256,1.5,2.25,3,1537,864,307,129,1537.0,1540.0,562.0,83.0,6.0,0.0234375,1.0019518542615484,0.36493506493506495,0.14768683274021352,0.00023789678919762324,1.1006225030716177,6.00390625,6.015625,2.1953125
3,256,1.5,2.25,4,1422,745,298,186,1422.0,1418.0,526.0,91.0,6.0,0.0234375,0.9971870604781997,0.3709449929478138,0.17300380228136883,0.0002601276702649346,1.1131752488351105,5.5546875,5.5390625,2.0546875
3,256,1.5,2.25,5,1757,910,335,175,1757.0,2278.0,973.0,122.0,6.0,0.0234375,1.296528173022197,0.42712906057945565,0.12538540596094552,0.0003151877407841599,1.1317053265824748,6.86328125,8.8984375,3.80078125
3,256,1.5,2.25,6,1680,823,358,208,1680.0,1945.0,742.0,114.0,6.0,0.0234375,1.1577380952380953,0.38149100257069407,0.15363881401617252,0.0002628968253968254,1.1212402636821832,6.5625,7.59765625,2.8984375
3,256,1.5,2.25,7,2000,1064,348,218,2000.0,2590.0,1054.0,159.0,6.0,0.0234375,1.295,0.4069498069498069,0.150853889943074,0.0002635,1.13556899721726,7.8125,10.1171875,4.1171875
3,256,2.0,4.0,0,793,526,163,57,793.0,445.0,74.0,2.0,5.0,0.01953125,0.5611601513240857,0.1662921348314607,0.02702702702702703,0.00011767530838086727,0.8433441506589852,3.09765625,1.73828125,0.2890625
3,256,2.0,4.0,1,850,570,173,59,850.0,450.0,72.0,4.0,5.0,0.01953125,0.5294117647058824,0.16,0.05555555555555555,9.965397923875432e-05,0.8344378736391409,3.3203125,1.7578125,0.28125
