d,N,H,H_sq,rep,n_causal_pairs,C_0,C_1,C_2,N_2,N_3,N_4,N_5,longest_chain,longest_chain_ratio,N3_over_N2,N4_over_N3,N5_over_N4,N4_over_N2sq,chain_entropy,N2_per_N,N3_per_N,N4_per_N
2,128,0.25,0.0625,7,3678,444,301,263,3678.0,39669.0,214413.0,677163.0,16.0,0.125,10.785481239804241,5.4050518036754145,3.1582180184970126,0.0158499414977464,0.7271993250536604,28.734375,309.9140625,1675.1015625
2,128,0.5,0.25,0,3232,413,286,267,3232.0,29095.0,127425.0,321515.0,15.0,0.1171875,9.002165841584159,4.3796184911496825,2.5231704924465372,0.012198654696843447,0.824560050142302,25.25,227.3046875,995.5078125
2,128,0.5,0.25,1,3354,412,312,297,3354.0,30682.0,137375.0,363128.0,15.0,0.1171875,9.147883124627311,4.4773808747800015,2.6433339399454048,0.012211853591809494,0.8076923637882327,26.203125,239.703125,1073.2421875
2,128,0.5,0.25,2,3258,446,313,237,3258.0,29778.0,130112.0,318342.0,14.0,0.109375,9.139963167587476,4.369400228356505,2.446676709296606,0.012257875123274023,0.8330785659411555,25.453125,232.640625,1016.5
2,128,0.5,0.25,3,3196,384,302,238,3196.0,27743.0,122378.0,327344.0,15.0,0.1171875,8.680538172715895,4.4111307356810725,2.6748598604324307,0.011980910117621996,0.8078848016771387,24.96875,216.7421875,956.078125
2,128,0.5,0.25,4,3101,420,300,252,3101.0,27890.0,124524.0,323247.0,14.0,0.109375,8.993872944211544,4.464826102545715,2.595861038835887,0.012949396544435792,0.8137261939748003,24.2265625,217.890625,972.84375
2,128,0.5,0.25,5,3294,410,309,244,3294.0,30878.0,141175.0,372117.0,14.0,0.109375,9.374013357619916,4.572025390245482,2.635856206835488,0.013010997899070599,0.8048546456298354,25.734375,241.234375,1102.9296875
2,128,0.5,0.25,6,3524,431,304,237,3524.0,35125.0,176900.0,545603.0,16.0,0.125,9.967366628830874,5.036298932384342,3.084245336348219,0.014244789418690194,0.7446330575744537,27.53125,274.4140625,1382.03125
2,128,0.5,0.25,7,3186,461,301,289,3186.0,26086.0,95412.0,190896.0,13.0,0.1015625,8.187696170747019,3.657594111784099,2.0007546220601182,0.009399645104583021,0.9182055857936386,24.890625,203.796875,745.40625
2,128,1.0,1.0,0,2547,394,263,235,2547.0,17006.0,56238.0,110111.0,12.0,0.09375,6.67687475461327,3.3069504880630367,1.9579465841601764,0.008669059375148851,0.9494682265782963,19.8984375,132.859375,439.359375
2,128,1.0,1.0,1,2660,393,284,233,2660.0,19144.0,67133.0,137743.0,15.0,0.1171875,7.196992481203008,3.5067384036773923,2.051792709993595,0.009487958618350388,0.923980759907018,20.78125,149.5625,524.4765625
