d,N,hubble,rep,seed,R_dS,R_hat,flat_prefactor,flat_r2,n_causal_pairs,bd_ratio,bdg_d4,bdg_d2c,occupancy_R,f_link,wall_sigma
3,256,2.000000,1,20816533,24.000000,2484.399946,0.393363,0.115031,529,0.374992,1.675781,-1.273438,0.268431,0.731569,0.773597
3,256,2.000000,2,20816543,24.000000,225.042872,0.140479,0.136295,883,0.374488,1.046875,-2.843750,0.268403,0.731597,0.773272
3,256,2.000000,3,20816553,24.000000,2101.544772,0.350282,0.097645,751,0.628244,0.773438,-1.890625,0.338216,0.661784,0.997216
3,256,2.000000,4,20816563,24.000000,1163.649573,0.218532,0.103481,700,0.422551,0.964844,-1.820312,0.292857,0.707143,0.945687
3,256,2.000000,5,20816573,24.000000,160.572372,0.245922,0.157969,901,0.494937,0.832031,-2.335938,0.327414,0.672586,0.994296
3,256,2.000000,6,20816583,24.000000,1092.126225,0.161707,0.084600,800,0.498339,0.234375,-2.156250,0.321250,0.678750,0.991423
3,256,2.000000,7,20816593,24.000000,236.333794,0.199585,0.051697,547,0.273230,1.652344,-1.570312,0.217550,0.782450,0.103094
3,512,0.000000,0,21072323,0.000000,15.019820,0.229274,0.863720,36949,12.343603,3.742188,-9.734375,0.837776,0.162224,1.000000
3,512,0.000000,1,21072333,0.000000,-5.322539,0.246853,0.845483,38207,13.548459,1.869141,-10.042969,0.840396,0.159604,1.000000
3,512,0.000000,2,21072343,0.000000,7.750552,0.246694,0.852462,38604,12.832169,0.986328,-9.214844,0.847088,0.152912,1.000000
3,512,0.000000,3,21072353,0.000000,-0.667884,0.253866,0.859394,40286,14.325107,-0.841797,-11.027344,0.844810,0.155190,1.000000
3,512,0.000000,4,21072363,0.000000,-16.110535,0.271988,0.868225,38471,13.598281,-4.148438,-9.921875,0.844480,0.155520,1.000000
3,512,0.000000,5,21072373,0.000000,1.718394,0.255345,0.858520,36727,12.644107,-0.320312,-9.546875,0.838348,0.161652,1.000000
3,512,0.000000,6,21072383,0.000000,16.407845,0.234897,0.843624,38424,12.683642,2.894531,-8.867188,0.846632,0.153368,1.000000
3,512,0.000000,7,21072393,0.000000,6.212143,0.251704,0.809708,37921,12.858237,1.673828,-10.339844,0.836792,0.163208,1.000000
3,512,0.250000,0,21072348,0.375000,-6.140047,0.132106,0.438369,31292,9.702759,1.966797,-9.410156,0.818260,0.181740,1.000000
3,512,0.250000,1,21072358,0.375000,1.181584,0.126179,0.400934,32523,10.376498,0.869141,-9.105469,0.824463,0.175537,1.000000
3,512,0.250000,2,21072368,0.375000,-5.138204,0.143319,0.407470,30896,10.226661,1.908203,-9.121094,0.814377,0.185623,1.000000
3,512,0.250000,3,21072378,0.375000,-5.519702,0.132783,0.426520,33259,10.823019,-1.417969,-9.648438,0.824559,0.175441,1.000000
3,512,0.250000,4,21072388,0.375000,-1.965190,0.135664,0.419612,32233,10.725578,1.423828,-8.371094,0.826979,0.173021,1.000000
3,512,0.250000,5,21072398,0.375000,6.191981,0.120338,0.404646,32988,9.864095,-1.882812,-9.984375,0.821935,0.178065,1.000000
3,512,0.250000,6,21072408,0.375000,-1.256573,0.125741,0.415696,32475,10.106306,2.888672,-9.660156,0.821401,0.178599,1.000000
3,512,0.250000,7,21072418,0.375000,7.399705,0.130640,0.404981,29010,9.039118,-0.939453,-9.097656,0.808859,0.191141,1.000000
3,512,0.500000,0,21072373,1.500000,4.307730,0.148773,0.394724,22637,6.961354,-0.052734,-9.449219,0.771613,0.228387,1.000000
3,512,0.500000,1,21072383,1.500000,2.947100,0.137267,0.391508,25653,7.249380,1.394531,-8.554688,0.790941,0.209059,1.000000
3,512,0.500000,2,21072393,1.500000,9.162985,0.139680,0.370293,25051,7.221568,0.468750,-9.406250,0.784440,0.215560,1.000000
3,512,0.500000,3,21072403,1.500000,2.024435,0.142820,0.385591,24703,7.375520,4.015625,-8.468750,0.789256,0.210744,1.000000
3,512,0.500000,4,21072413,1.500000,14.306118,0.135322,0.364326,25580,7.809844,2.478516,-8.480469,0.794840,0.205160,1.000000
3,512,0.500000,5,21072423,1.500000,12.628454,0.136771,0.381885,27189,7.687151,2.253906,-8.242188,0.803597,0.196403,1.000000
3,512,0.500000,6,21072433,1.500000,14.909192,0.123767,0.365173,24456,7.054515,-1.304688,-9.453125,0.782385,0.217615,1.000000
3,512,0.500000,7,21072443,1.500000,-8.835602,0.144925,0.392446,24726,7.609842,0.113281,-9.460938,0.778290,0.221710,1.000000
3,512,1.000000,0,21072423,6.000000,93.041549,0.135778,0.277394,14292,3.644274,1.876953,-7.339844,0.705640,0.294360,1.000000
3,512,1.000000,1,21072433,6.000000,82.143492,0.136666,0.254193,14007,3.782983,2.625000,-7.593750,0.700578,0.299422,1.000000
3,512,1.000000,2,21072443,6.000000,37.677526,0.173906,0.300969,13228,3.789982,2.160156,-7.179688,0.695116,0.304884,1.000000
3,512,1.000000,3,21072453,6.000000,61.594695,0.151102,0.323597,14739,4.024847,1.064453,-7.277344,0.718909,0.281091,1.000000
3,512,1.000000,4,21072463,6.000000,103.152660,0.147997,0.294555,13653,4.090303,-1.841797,-7.277344,0.705852,0.294148,1.000000
3,512,1.000000,5,21072473,6.000000,84.610449,0.146814,0.277310,14205,3.967259,1.734375,-6.906250,0.717705,0.282295,1.000000
3,512,1.000000,6,21072483,6.000000,111.175234,0.169414,0.304008,14387,3.951923,2.615234,-6.644531,0.720859,0.279141,1.000000
3,512,1.000000,7,21072493,6.000000,85.707305,0.171335,0.261988,13323,3.957361,-0.585938,-7.296875,0.703370,0.296630,1.000000
3,512,2.000000,0,21072523,24.000000,866.370124,0.141550,0.183438,2690,0.864684,0.220703,-2.839844,0.439033,0.560967,0.999997
3,512,2.000000,1,21072533,24.000000,306.272533,0.144909,0.217171,4346,1.327414,-0.054688,-3.234375,0.546249,0.453751,1.000000
3,512,2.000000,2,21072543,24.000000,1242.572910,0.141042,0.082847,2915,0.720981,-0.013672,-3.839844,0.395197,0.604803,0.999937
3,512,2.000000,3,21072553,24.000000,684.331989,0.134915,0.126341,2855,0.762131,1.082031,-3.304688,0.412960,0.587040,0.999981
3,512,2.000000,4,21072563,24.000000,1133.460306,0.160416,0.110566,2641,0.896703,3.429688,-2.296875,0.454373,0.545627,0.999999
3,512,2.000000,5,21072573,24.000000,1014.839780,0.195024,0.126682,2685,0.859035,1.837891,-2.886719,0.433147,0.566853,0.999995
3,512,2.000000,6,21072583,24.000000,882.019034,0.139154,0.195730,3199,1.001794,0.187500,-3.281250,0.469834,0.530166,1.000000
3,512,2.000000,7,21072593,24.000000,638.800652,0.140546,0.147306,3101,0.872903,1.710938,-3.359375,0.439213,0.560787,0.999997
4,128,0.000000,0,20788323,0.000000,-1.125424,0.107664,0.240283,1371,0.710028,-0.656250,-9.187500,0.371262,0.628738,0.999692
4,128,0.000000,1,20788333,0.000000,-26.262985,0.128181,0.314018,1544,0.913842,-1.007812,-9.640625,0.408031,0.591969,0.999973
4,128,0.000000,2,20788343,0.000000,40.248512,0.110300,0.242014,1540,0.818112,1.101562,-9.921875,0.392857,0.607143,0.999927
4,128,0.000000,3,20788353,0.000000,-44.320254,0.101923,0.246759,1314,0.641388,-0.796875,-9.593750,0.339422,0.660578,0.997430
4,128,0.000000,4,20788363,0.000000,-43.472897,0.135222,0.296083,1346,0.828162,3.093750,-7.062500,0.418276,0.581724,0.999987
4,128,0.000000,5,20788373,0.000000,-72.150097,0.138324,0.311223,1467,0.896963,0.460938,-8.828125,0.407635,0.592365,0.999973
4,128,0.000000,6,20788383,0.000000,43.573001,0.120377,0.278052,1416,0.787921,1.007812,-8.109375,0.407486,0.592514,0.999972
4,128,0.000000,7,20788393,0.000000,0.228117,0.106728,0.306946,1475,0.784613,0.679688,-9.140625,0.395254,0.604746,0.999938
4,128,0.250000,0,20788348,0.750000,8.589516,0.039573,0.089002,1093,0.582919,-0.640625,-7.406250,0.340348,0.659652,0.997584
4,128,0.250000,1,20788358,0.750000,-5.862294,0.034914,0.185498,1286,0.769442,0.367188,-8.015625,0.388802,0.611198,0.999904
4,128,0.250000,2,20788368,0.750000,-15.961270,0.041939,0.167222,814,0.555693,2.171875,-5.656250,0.323096,0.676904,0.992408
4,128,0.250000,3,20788378,0.750000,60.492730,0.045032,0.146970,908,0.607842,-0.773438,-6.046875,0.345815,0.654185,0.998321
4,128,0.250000,4,20788388,0.750000,1.877909,0.039145,0.100558,1305,0.579768,-0.398438,-9.171875,0.337165,0.662835,0.997014
4,128,0.250000,5,20788398,0.750000,-7.908140,0.035734,0.161495,1045,0.597964,2.960938,-6.953125,0.342584,0.657416,0.997918
4,128,0.250000,6,20788408,0.750000,-11.040526,0.034330,0.147342,1098,0.574210,0.812500,-7.500000,0.336976,0.663024,0.996977
4,128,0.250000,7,20788418,0.750000,0.623759,0.027283,0.097919,1003,0.413185,1.867188,-7.515625,0.281157,0.718843,0.888658
4,128,0.500000,0,20788373,3.000000,-13.622902,0.058257,0.107887,859,0.523307,-1.312500,-6.000000,0.322468,0.677532,0.992086
4,128,0.500000,1,20788383,3.000000,8.327791,0.023379,0.061342,642,0.368737,1.265625,-4.593750,0.264798,0.735202,0.728396
4,128,0.500000,2,20788393,3.000000,-2.240180,0.044621,0.119265,831,0.439729,1.671875,-6.031250,0.290012,0.709988,0.935080
4,128,0.500000,3,20788403,3.000000,-3.893366,0.032135,0.135581,797,0.368055,1.507812,-6.109375,0.260979,0.739021,0.675225
4,128,0.500000,4,20788413,3.000000,2.072678,0.033656,0.082896,838,0.361344,1.960938,-6.328125,0.260143,0.739857,0.662893
4,128,0.500000,5,20788423,3.000000,-51.083848,0.073172,0.137384,679,0.455495,-0.156250,-4.937500,0.290133,0.709867,0.935566
4,128,0.500000,6,20788433,3.000000,-1.173317,0.036523,0.150277,754,0.344715,0.132812,-5.984375,0.248011,0.751989,0.466892
4,128,0.500000,7,20788443,3.000000,20.827598,0.038424,0.091999,820,0.421368,0.226562,-6.046875,0.284146,0.715854,0.906905
4,128,1.000000,0,20788423,12.000000,-38.404648,0.028418,0.070800,205,0.056538,0.257812,-1.859375,0.053659,0.946341,0.000002
4,128,1.000000,1,20788433,12.000000,-45.967094,0.031722,0.043280,164,0.085552,0.734375,-1.156250,0.079268,0.920732,0.000011
4,128,1.000000,2,20788443,12.000000,2511.792938,0.041569,-0.026614,244,0.147877,0.656250,-1.937500,0.127049,0.872951,0.000275
4,128,1.000000,3,20788453,12.000000,132.174539,0.018447,0.016915,257,0.089661,-0.148438,-2.421875,0.081712,0.918288,0.000013
4,128,1.000000,4,20788463,12.000000,-33.147953,0.067758,0.108524,300,0.208533,0.085938,-2.328125,0.170000,0.830000,0.004805
4,128,1.000000,5,20788473,12.000000,-48.543503,0.041869,0.068066,251,0.159743,0.312500,-2.000000,0.135458,0.864542,0.000482
4,128,1.000000,6,20788483,12.000000,-31.935111,0.058148,0.127559,271,0.249261,1.265625,-1.718750,0.199262,0.800738,0.032846
4,128,1.000000,7,20788493,12.000000,37.350314,0.028019,0.029556,261,0.074514,-0.218750,-2.562500,0.068966,0.931034,0.000006
4,128,2.000000,0,20788523,48.000000,-0.000000,0.000000,nan,53,0.000000,0.585938,0.171875,0.000000,1.000000,0.000000
4,128,2.000000,1,20788533,48.000000,-0.000000,0.000000,nan,27,0.000000,0.789062,0.578125,0.000000,1.000000,0.000000
4,128,2.000000,2,20788543,48.000000,-305.196685,0.084615,-0.041030,22,0.154959,1.062500,0.750000,0.136364,0.863636,0.000512
4,128,2.000000,3,20788553,48.000000,-0.000000,0.000000,nan,13,0.000000,0.898438,0.796875,0.000000,1.000000,0.000000
4,128,2.000000,4,20788563,48.000000,-0.000000,0.000000,nan,22,0.000000,0.828125,0.656250,0.000000,1.000000,0.000000
4,128,2.000000,5,20788573,48.000000,-0.000000,0.000000,nan,35,0.000000,0.726562,0.453125,0.000000,1.000000,0.000000
4,128,2.000000,6,20788583,48.000000,nan,nan,nan,6,nan,nan,nan,nan,nan,nan
4,128,2.000000,7,20788593,48.000000,nan,nan,nan,8,nan,nan,nan,nan,nan,nan
4,256,0.000000,0,20916323,0.000000,-39.323873,0.111462,0.414107,5309,1.359769,-4.867188,-13.171875,0.498964,0.501036,1.000000
4,256,0.000000,1,20916333,0.000000,168.117957,0.154975,0.473103,6140,1.883823,-3.746094,-14.117188,0.539088,0.460912,1.000000
4,256,0.000000,2,20916343,0.000000,-30.372566,0.115752,0.462008,6028,1.596850,-3.429688,-13.671875,0.530027,0.469973,1.000000
4,256,0.000000,3,20916353,0.000000,506.300502,0.130821,0.378663,5028,1.454255,0.722656,-12.992188,0.485879,0.514121,1.000000
4,256,0.000000,4,20916363,0.000000,-36.489019,0.130259,0.501644,6663,2.012781,0.523438,-14.015625,0.559358,0.440642,1.000000
4,256,0.000000,5,20916373,0.000000,12.611462,0.112615,0.426915,5858,1.474924,-0.464844,-13.304688,0.520143,0.479857,1.000000
4,256,0.000000,6,20916383,0.000000,21.736361,0.132135,0.458217,5597,1.775776,3.023438,-11.890625,0.539753,0.460247,1.000000
4,256,0.000000,7,20916393,0.000000,-27.909281,0.115889,0.405920,5321,1.510446,-0.519531,-12.914062,0.502349,0.497651,1.000000
4,256,0.250000,0,20916348,0.750000,-6.373207,0.032026,0.198475,4485,0.997650,-1.644531,-12.226562,0.445708,0.554292,0.999998
4,256,0.250000,1,20916358,0.750000,-3.138777,0.040359,0.202385,3615,1.009540,0.636719,-9.664062,0.443707,0.556293,0.999998
4,256,0.250000,2,20916368,0.750000,29.247923,0.048584,0.179627,4483,1.343163,-1.156250,-11.187500,0.488512,0.511488,1.000000
4,256,0.250000,3,20916378,0.750000,-10.529640,0.040983,0.225250,3959,1.043606,-0.144531,-11.476562,0.436979,0.563021,0.999996
4,256,0.250000,4,20916388,0.750000,-8.421913,0.033183,0.186533,4244,0.999276,0.050781,-12.023438,0.434967,0.565033,0.999996
4,256,0.250000,5,20916398,0.750000,-8.839431,0.044819,0.192921,3591,0.957311,1.433594,-10.382812,0.422167,0.577833,0.999990
4,256,0.250000,6,20916408,0.750000,25.447804,0.041604,0.182325,3643,1.006354,0.964844,-9.757812,0.445786,0.554214,0.999998
4,256,0.250000,7,20916418,0.750000,-3.626970,0.036143,0.194121,4281,1.090915,0.906250,-11.500000,0.458538,0.541462,0.999999
4,256,0.500000,0,20916373,3.000000,15.464585,0.039183,0.150507,3181,0.777328,-0.097656,-9.382812,0.402389,0.597611,0.999961
4,256,0.500000,1,20916383,3.000000,10.147961,0.040736,0.146135,3045,0.792264,0.285156,-8.929688,0.399015,0.600985,0.999952
4,256,0.500000,2,20916393,3.000000,43.786106,0.040098,0.128082,2943,0.659816,3.460938,-9.390625,0.364254,0.635746,0.999508
4,256,0.500000,3,20916403,3.000000,-9.104918,0.034181,0.155362,3036,0.684588,2.453125,-9.156250,0.378788,0.621212,0.999813
4,256,0.500000,4,20916413,3.000000,12.127686,0.029360,0.140818,3312,0.642323,-0.121094,-11.117188,0.360205,0.639795,0.999356
4,256,0.500000,5,20916423,3.000000,45.327907,0.044468,0.165765,2774,0.604058,-1.187500,-9.625000,0.345710,0.654290,0.998309
4,256,0.500000,6,20916433,3.000000,39.383755,0.027220,0.094749,2237,0.408153,0.066406,-8.742188,0.277604,0.722396,0.862980
4,256,0.500000,7,20916443,3.000000,12.044875,0.037786,0.135623,3114,0.850814,0.832031,-8.960938,0.416185,0.583815,0.999985
4,256,1.000000,0,20916423,12.000000,-32.441077,0.031926,0.052491,1048,0.218132,-0.066406,-4.695312,0.176527,0.823473,0.007405
4,256,1.000000,1,20916433,12.000000,253.655507,0.035780,0.072179,864,0.160651,-0.570312,-4.203125,0.135417,0.864583,0.000481
4,256,1.000000,2,20916443,12.000000,63.324437,0.028265,0.054492,1066,0.320173,0.285156,-4.242188,0.231707,0.768293,0.228022
4,256,1.000000,3,20916453,12.000000,62.084326,0.027444,0.022232,816,0.204774,0.339844,-3.570312,0.165441,0.834559,0.003550
4,256,1.000000,4,20916463,12.000000,29.546703,0.027898,0.048606,1013,0.245315,1.429688,-4.140625,0.196446,0.803554,0.027378
4,256,1.000000,5,20916473,12.000000,-0.026118,0.028928,0.037700,1186,0.250609,-0.324219,-5.273438,0.194772,0.805228,0.024558
4,256,1.000000,6,20916483,12.000000,-35.328189,0.035773,0.050939,870,0.210638,-0.531250,-3.937500,0.167816,0.832184,0.004156
4,256,1.000000,7,20916493,12.000000,-3.302301,0.032973,0.078523,1069,0.342757,0.343750,-3.937500,0.249766,0.750234,0.496102
4,256,2.000000,0,20916523,48.000000,-0.000000,0.000000,nan,20,0.000000,0.921875,0.843750,0.000000,1.000000,0.000000
4,256,2.000000,1,20916533,48.000000,-194.835107,0.048040,0.025783,73,0.057797,0.871094,0.492188,0.054795,0.945205,0.000002
4,256,2.000000,2,20916543,48.000000,688.298964,0.007192,-0.022880,58,0.035672,0.851562,0.578125,0.034483,0.965517,0.000001
4,256,2.000000,3,20916553,48.000000,-0.000000,0.000000,nan,45,0.000000,0.824219,0.648438,0.000000,1.000000,0.000000
4,256,2.000000,4,20916563,48.000000,-0.000000,0.000000,nan,84,0.024376,0.750000,0.375000,0.023810,0.976190,0.000000
4,256,2.000000,5,20916573,48.000000,-46.351480,0.025055,0.023611,83,0.037451,0.792969,0.398438,0.036145,0.963855,0.000001
4,256,2.000000,6,20916583,48.000000,-0.000000,0.000000,nan,41,0.000000,0.839844,0.679688,0.000000,1.000000,0.000000
4,256,2.000000,7,20916593,48.000000,-0.000000,0.000000,nan,113,0.008928,0.597656,0.132812,0.008850,0.991150,0.000000
4,512,0.000000,0,21172323,0.000000,-11.073010,0.121461,0.670015,23424,3.432126,3.431641,-20.199219,0.632044,0.367956,1.000000
4,512,0.000000,1,21172333,0.000000,10.747228,0.116630,0.602624,22444,3.054536,1.625000,-19.406250,0.624844,0.375156,1.000000
4,512,0.000000,2,21172343,0.000000,11.789060,0.114399,0.584109,20946,2.945814,0.644531,-19.898438,0.604268,0.395732,1.000000
4,512,0.000000,3,21172353,0.000000,26.307550,0.118781,0.616732,24238,3.159922,3.072266,-19.886719,0.635118,0.364882,1.000000
4,512,0.000000,4,21172363,0.000000,-7.082023,0.121564,0.592760,22689,3.065932,-1.896484,-20.511719,0.620433,0.379567,1.000000
4,512,0.000000,5,21172373,0.000000,-15.353636,0.115373,0.613678,23393,3.285169,1.916016,-19.917969,0.627367,0.372633,1.000000
4,512,0.000000,6,21172383,0.000000,10.985801,0.126858,0.609131,22865,3.186319,2.396484,-20.707031,0.614345,0.385655,1.000000
4,512,0.000000,7,21172393,0.000000,-12.842164,0.119521,0.622865,20970,2.930028,2.013672,-19.410156,0.605532,0.394468,1.000000
4,512,0.250000,0,21172348,0.750000,-0.537457,0.033499,0.220179,17148,1.955070,0.648438,-17.984375,0.558024,0.441976,1.000000
4,512,0.250000,1,21172358,0.750000,-6.777769,0.039696,0.266290,16694,2.057648,-0.949219,-18.929688,0.551096,0.448904,1.000000
4,512,0.250000,2,21172368,0.750000,4.526559,0.037842,0.238916,16747,2.079336,-3.835938,-18.203125,0.558906,0.441094,1.000000
4,512,0.250000,3,21172378,0.750000,-1.389045,0.039595,0.249238,15811,2.035281,3.556641,-16.949219,0.555879,0.444121,1.000000
4,512,0.250000,4,21172388,0.750000,-2.004851,0.036218,0.250249,17692,2.147064,-1.982422,-18.871094,0.565510,0.434490,1.000000
4,512,0.250000,5,21172398,0.750000,-1.492044,0.033518,0.238743,17209,2.021119,1.107422,-17.410156,0.565460,0.434540,1.000000
4,512,0.250000,6,21172408,0.750000,-2.688086,0.039116,0.258755,16895,2.202097,1.847656,-17.179688,0.569458,0.430542,1.000000
4,512,0.250000,7,21172418,0.750000,-3.703994,0.038136,0.243471,15601,2.035093,-0.503906,-18.039062,0.539453,0.460547,1.000000
4,512,0.500000,0,21172373,3.000000,-4.249066,0.037264,0.209367,12175,1.331095,0.464844,-15.601562,0.487885,0.512115,1.000000
4,512,0.500000,1,21172383,3.000000,4.148938,0.039837,0.184415,10081,1.271986,0.234375,-13.750000,0.468604,0.531396,1.000000
4,512,0.500000,2,21172393,3.000000,-2.286454,0.037703,0.219793,11216,1.253689,0.228516,-14.636719,0.476641,0.523359,1.000000
4,512,0.500000,3,21172403,3.000000,0.664191,0.038949,0.210580,11345,1.375121,1.003906,-14.085938,0.492199,0.507801,1.000000
4,512,0.500000,4,21172413,3.000000,2.540719,0.041835,0.209576,11332,1.315781,1.345703,-14.558594,0.482351,0.517649,1.000000
4,512,0.500000,5,21172423,3.000000,8.982095,0.034178,0.179822,10782,1.293558,1.978516,-13.417969,0.485439,0.514561,1.000000
4,512,0.500000,6,21172433,3.000000,-5.926876,0.039993,0.215866,12456,1.409440,1.732422,-15.160156,0.502087,0.497913,1.000000
4,512,0.500000,7,21172443,3.000000,5.014030,0.035429,0.195231,12096,1.303613,-0.666016,-15.207031,0.487103,0.512897,1.000000
4,512,1.000000,0,21172423,12.000000,115.998893,0.029171,0.053194,4470,0.527543,-0.234375,-8.312500,0.314541,0.685459,0.986649
4,512,1.000000,1,21172433,12.000000,33.072066,0.035411,0.132368,4849,0.497772,-0.798828,-8.910156,0.311404,0.688596,0.983595
4,512,1.000000,2,21172443,12.000000,21.259012,0.037002,0.112799,4575,0.523322,1.804688,-8.234375,0.316066,0.683934,0.987924
4,512,1.000000,3,21172453,12.000000,88.680565,0.032319,0.104739,4612,0.497055,0.482422,-8.660156,0.305941,0.694059,0.976556
4,512,1.000000,4,21172463,12.000000,36.922080,0.034888,0.095839,3843,0.472105,1.357422,-6.941406,0.302888,0.697112,0.971416
4,512,1.000000,5,21172473,12.000000,49.600391,0.037566,0.135727,3976,0.575644,0.916016,-6.480469,0.341046,0.658954,0.997694
4,512,1.000000,6,21172483,12.000000,12.537100,0.047357,0.110231,3275,0.375745,-0.222656,-6.539062,0.257710,0.742290,0.625743
4,512,1.000000,7,21172493,12.000000,14.664375,0.044948,0.154373,4401,0.583797,2.113281,-6.804688,0.353556,0.646444,0.998997
4,512,2.000000,0,21172523,48.000000,167.499231,0.011950,0.011001,347,0.064530,0.634766,-0.199219,0.060519,0.939481,0.000003
4,512,2.000000,1,21172533,48.000000,-273.481844,0.050397,0.016442,231,0.040479,0.724609,0.167969,0.038961,0.961039,0.000001
4,512,2.000000,2,21172543,48.000000,39.425345,0.019508,0.003859,251,0.037285,0.636719,0.085938,0.035857,0.964143,0.000001
4,512,2.000000,3,21172553,48.000000,579.921793,0.009344,-0.015348,166,0.018399,0.734375,0.375000,0.018072,0.981928,0.000000
4,512,2.000000,4,21172563,48.000000,255.320709,0.003733,-0.012256,287,0.067088,0.693359,0.011719,0.062718,0.937282,0.000004
4,512,2.000000,5,21172573,48.000000,61.599004,0.060934,0.032072,230,0.054896,0.785156,0.195312,0.052174,0.947826,0.000002
4,512,2.000000,6,21172583,48.000000,711.874363,0.024836,-0.001537,252,0.024376,0.625000,0.062500,0.023810,0.976190,0.000000
4,512,2.000000,7,21172593,48.000000,37.998536,0.012164,-0.002651,327,0.048116,0.605469,-0.164062,0.045872,0.954128,0.000001
