d,N,hubble,rep,R_dS,H2,n_causal_pairs,b1_mean,b1_std,w_max_ratio,mean_layer_width,n_patches,b1_std_patch_mean,b1_std_patch_std,wmr_patch_mean,wmr_patch_std
4,128,2.0,30,48.0,4.0,26,1.03125,1.2986621721987592,0.921875,42.666666666666664,1,1.2986621721987592,nan,nan,nan
4,128,2.0,31,48.0,4.0,25,0.8828125,0.8160604082074746,0.9375,42.666666666666664,1,0.8160604082074746,nan,nan,nan
4,256,0.0,0,0.0,0.0,5026,-1.0078125,31.79303090246106,0.32421875,42.666666666666664,2,7.273282110754505,3.831716333379329,nan,nan
4,256,0.0,1,0.0,0.0,5268,-0.796875,26.317727917401513,0.32421875,42.666666666666664,2,7.496003702365096,5.097197946460588,nan,nan
4,256,0.0,2,0.0,0.0,5644,4.4140625,37.69211774026625,0.3046875,42.666666666666664,2,7.074874682627304,4.688533123088694,nan,nan
4,256,0.0,3,0.0,0.0,5645,3.6484375,34.89024976707094,0.3203125,42.666666666666664,2,8.909961500042991,5.956537162283656,nan,nan
4,256,0.0,4,0.0,0.0,4929,0.2734375,29.770270101791045,0.30859375,42.666666666666664,2,8.983206794311313,6.991112838571806,nan,nan
4,256,0.0,5,0.0,0.0,5027,1.140625,32.56921340943583,0.3203125,42.666666666666664,2,10.372737605911128,8.508453412029853,nan,nan
4,256,0.0,6,0.0,0.0,5968,8.12890625,34.142551924668886,0.33984375,36.57142857142857,2,7.282200504306932,4.565091148610125,nan,nan
4,256,0.0,7,0.0,0.0,5717,-0.60546875,34.19002232147229,0.30859375,51.2,2,9.210740796523881,8.209961416569241,nan,nan
4,256,0.0,8,0.0,0.0,5087,2.39453125,28.114800396637595,0.31640625,42.666666666666664,2,7.12500601214634,4.443965013015829,nan,nan
4,256,0.0,9,0.0,0.0,5452,1.01953125,30.839358371734544,0.328125,42.666666666666664,2,6.420852549850844,3.7979299083322267,nan,nan
4,256,0.0,10,0.0,0.0,5368,0.484375,29.55093176804033,0.31640625,42.666666666666664,2,6.763799112758483,5.102025151367799,nan,nan
4,256,0.0,11,0.0,0.0,5761,2.4375,33.12753528033741,0.3125,42.666666666666664,2,7.040003796313656,5.1544917413687505,nan,nan
4,256,0.0,12,0.0,0.0,6356,2.9609375,29.972487995178074,0.28515625,42.666666666666664,2,7.146765449070072,4.512709525002207,nan,nan
4,256,0.0,13,0.0,0.0,5499,2.89453125,33.552905538757344,0.3125,42.666666666666664,2,9.165864863255473,6.3864108656300616,nan,nan
4,256,0.0,14,0.0,0.0,6377,-3.578125,31.8606853580455,0.3125,42.666666666666664,2,9.015913498458014,5.213305200503194,nan,nan
4,256,0.0,15,0.0,0.0,5767,4.0703125,35.60551739060035,0.3046875,42.666666666666664,2,5.105330761167062,1.9612149252224689,nan,nan
4,256,0.0,16,0.0,0.0,6048,-0.58203125,35.221746065094834,0.296875,42.666666666666664,2,8.5033250199067,7.431338286987139,nan,nan
4,256,0.0,17,0.0,0.0,6326,-1.45703125,35.79649115048182,0.2890625,42.666666666666664,2,9.324134282196615,3.9795831244028252,nan,nan
4,256,0.0,18,0.0,0.0,5991,-0.69921875,27.73041537535362,0.296875,42.666666666666664,2,9.746400204400807,6.746431479975105,nan,nan
4,256,0.0,19,0.0,0.0,5689,-2.24609375,33.72287660648497,0.3203125,42.666666666666664,2,8.667260701870036,7.099758321676833,nan,nan
4,256,0.0,20,0.0,0.0,5810,-1.37109375,34.10712364270419,0.296875,42.666666666666664,2,9.655570542133708,6.927985611293627,nan,nan
4,256,0.0,21,0.0,0.0,5267,2.57421875,34.563720019366386,0.3203125,42.666666666666664,2,6.613952927084778,4.331520881367911,nan,nan
4,256,0.0,22,0.0,0.0,5348,1.54296875,28.67255379603504,0.3203125,42.666666666666664,2,8.28245899062811,6.0446713723989784,nan,nan
4,256,0.0,23,0.0,0.0,5277,0.41796875,31.81859453800597,0.32421875,36.57142857142857,2,9.682829603115225,6.334970412972248,nan,nan
4,256,0.0,24,0.0,0.0,6286,1.06640625,31.165628045331623,0.3125,42.666666666666664,2,11.488172411637724,7.601837406360563,nan,nan
4,256,0.0,25,0.0,0.0,5313,2.45703125,27.6537977262893,0.33984375,42.666666666666664,2,6.387948441143217,4.141304003780916,nan,nan
4,256,0.0,26,0.0,0.0,4654,-0.6015625,28.066422288182615,0.34375,36.57142857142857,2,8.917927206535689,4.9087385417308,nan,nan
4,256,0.0,27,0.0,0.0,5494,1.5859375,28.535484308945833,0.3125,42.666666666666664,2,7.986477081345419,6.717331671380343,nan,nan
4,256,0.0,28,0.0,0.0,5247,3.203125,34.833389014484005,0.30078125,42.666666666666664,2,7.444732496333995,4.0676259968439,nan,nan
4,256,0.0,29,0.0,0.0,6143,-2.0234375,29.517729006202252,0.3125,42.666666666666664,2,9.812783640356155,5.190679688013399,nan,nan
4,256,0.0,30,0.0,0.0,6445,-0.703125,35.67876630762862,0.3046875,42.666666666666664,2,8.675003545996894,7.367185012547863,nan,nan
4,256,0.0,31,0.0,0.0,5320,4.74609375,29.622131723868403,0.30078125,42.666666666666664,2,7.123946487245335,4.016438208847323,nan,nan
4,256,0.1,0,0.12000000000000002,0.010000000000000002,4919,-0.9375,31.40492845478238,0.34765625,36.57142857142857,2,8.43430894646837,5.071776965949411,nan,nan
4,256,0.1,1,0.12000000000000002,0.010000000000000002,4848,-0.390625,26.717776846312926,0.33984375,42.666666666666664,2,6.2062108920002,3.9525073824451478,nan,nan
4,256,0.1,2,0.12000000000000002,0.010000000000000002,6010,2.18359375,35.99318355029131,0.328125,42.666666666666664,2,12.018452318530654,7.547861368624154,nan,nan
4,256,0.1,3,0.12000000000000002,0.010000000000000002,4686,2.7109375,30.301777057972917,0.3359375,42.666666666666664,2,8.115675733355788,6.5743544300126615,nan,nan
4,256,0.1,4,0.12000000000000002,0.010000000000000002,5236,0.21875,33.26337548171412,0.31640625,42.666666666666664,2,8.652398011209456,6.8223874367486514,nan,nan
4,256,0.1,5,0.12000000000000002,0.010000000000000002,5028,2.30859375,33.28268019777646,0.31640625,42.666666666666664,2,8.417880414297196,6.210124347334392,nan,nan
4,256,0.1,6,0.12000000000000002,0.010000000000000002,5061,-0.45703125,28.909984714394497,0.3203125,36.57142857142857,2,8.887575941959009,4.244819719687383,nan,nan
4,256,0.1,7,0.12000000000000002,0.010000000000000002,5084,-0.92578125,28.99795182986461,0.33984375,42.666666666666664,2,6.1545583775455155,4.586512925193218,nan,nan
4,256,0.1,8,0.12000000000000002,0.010000000000000002,4931,-2.37109375,29.492434549875853,0.3359375,42.666666666666664,2,8.789530322041875,7.180965831955481,nan,nan
4,256,0.1,9,0.12000000000000002,0.010000000000000002,4691,1.12109375,27.50718983381819,0.34375,42.666666666666664,2,6.024374987532719,4.798632689898854,nan,nan
4,256,0.1,10,0.12000000000000002,0.010000000000000002,5556,1.95703125,31.753846183360583,0.3046875,42.666666666666664,2,8.798244457863374,5.274317129117765,nan,nan
4,256,0.1,11,0.12000000000000002,0.010000000000000002,5124,0.05078125,29.784403679017117,0.3125,42.666666666666664,2,8.135099023677704,4.974617650616858,nan,nan
4,256,0.1,12,0.12000000000000002,0.010000000000000002,5314,0.3203125,31.680394566708664,0.37109375,51.2,2,8.519578752407378,7.929602005104337,nan,nan
4,256,0.1,13,0.12000000000000002,0.010000000000000002,5170,-0.921875,30.04764689596134,0.3515625,42.666666666666664,2,8.60539424239708,6.153477098619092,nan,nan
4,256,0.1,14,0.12000000000000002,0.010000000000000002,5426,3.65625,29.21269990838745,0.3671875,42.666666666666664,2,6.060490171083816,4.095330400212027,nan,nan
4,256,0.1,15,0.12000000000000002,0.010000000000000002,5029,6.19140625,25.082802024444177,0.31640625,42.666666666666664,2,6.110639133930661,5.1629727235602445,nan,nan
4,256,0.1,16,0.12000000000000002,0.010000000000000002,4788,2.35546875,28.932211472989295,0.3515625,51.2,2,5.631799169534033,4.888696840920271,nan,nan
4,256,0.1,17,0.12000000000000002,0.010000000000000002,5030,-1.21875,27.241523194151608,0.32421875,42.666666666666664,2,6.669517375871872,5.315651690562711,nan,nan
4,256,0.1,18,0.12000000000000002,0.010000000000000002,4768,2.12890625,28.573968300337825,0.3359375,42.666666666666664,2,6.886077416113765,4.416492465886523,nan,nan
4,256,0.1,19,0.12000000000000002,0.010000000000000002,4658,1.9453125,31.067418773971934,0.38671875,42.666666666666664,2,7.568507365173344,4.783664920974697,nan,nan
4,256,0.1,20,0.12000000000000002,0.010000000000000002,4977,-3.484375,32.13447923740752,0.31640625,51.2,2,9.856892819186013,8.935277389627675,nan,nan
4,256,0.1,21,0.12000000000000002,0.010000000000000002,5209,4.49609375,35.000446207744424,0.31640625,42.666666666666664,2,8.738536854801334,6.7038650884773645,nan,nan
4,256,0.1,22,0.12000000000000002,0.010000000000000002,5086,-1.2109375,29.40016271844586,0.3203125,42.666666666666664,2,5.602195915861616,3.9219425368233902,nan,nan
4,256,0.1,23,0.12000000000000002,0.010000000000000002,5296,1.41015625,28.666450174386537,0.296875,42.666666666666664,2,5.83385853903242,2.1590736036478146,nan,nan
4,256,0.1,24,0.12000000000000002,0.010000000000000002,5174,1.24609375,33.676163218457816,0.33203125,42.666666666666664,2,8.121495656160683,6.493950807910912,nan,nan
4,256,0.1,25,0.12000000000000002,0.010000000000000002,5537,2.625,30.614794217828738,0.31640625,42.666666666666664,2,8.548315370182506,6.804074766525226,nan,nan
4,256,0.1,26,0.12000000000000002,0.010000000000000002,5037,0.02734375,30.28825116393048,0.3203125,42.666666666666664,2,9.217269914012412,6.802656664885931,nan,nan
4,256,0.1,27,0.12000000000000002,0.010000000000000002,4581,1.41796875,30.130722831920636,0.33203125,42.666666666666664,2,8.701734484615315,7.38488716884038,nan,nan
4,256,0.1,28,0.12000000000000002,0.010000000000000002,4899,2.25,30.486421157623603,0.34375,42.666666666666664,2,8.622093538174099,7.20928366206488,nan,nan
4,256,0.1,29,0.12000000000000002,0.010000000000000002,5509,-4.10546875,31.090477361931473,0.30078125,42.666666666666664,2,8.103781492702936,6.039804748647907,nan,nan
4,256,0.1,30,0.12000000000000002,0.010000000000000002,4935,1.19921875,32.243146064546,0.3515625,42.666666666666664,2,11.31300572607411,10.226196576729077,nan,nan
4,256,0.1,31,0.12000000000000002,0.010000000000000002,6118,0.21875,32.635519735979386,0.3125,42.666666666666664,2,8.50313399562845,5.872396716296752,nan,nan
4,256,0.25,0,0.75,0.0625,3938,1.953125,27.113292224190978,0.3515625,51.2,2,6.894071558571206,6.270121192791269,nan,nan
4,256,0.25,1,0.75,0.0625,4481,4.3515625,31.51775041637004,0.35546875,51.2,2,10.57426257663542,10.096355617355274,nan,nan
4,256,0.25,2,0.75,0.0625,4312,1.64453125,31.87749085511238,0.375,51.2,2,9.991265897522782,9.005825006347669,nan,nan
4,256,0.25,3,0.75,0.0625,4247,0.953125,28.476377099876576,0.38671875,42.666666666666664,2,8.649066607547029,7.167783499058856,nan,nan
4,256,0.25,4,0.75,0.0625,5143,1.9296875,25.14588174338581,0.34765625,42.666666666666664,2,7.413461675735221,5.066812194512871,nan,nan
4,256,0.25,5,0.75,0.0625,4038,1.0703125,29.501372741829215,0.37109375,42.666666666666664,2,7.915916226478818,6.572169229557322,nan,nan
4,256,0.25,6,0.75,0.0625,4462,-0.5546875,28.3228619542119,0.3359375,42.666666666666664,2,8.019347383642176,5.413839841701698,nan,nan
4,256,0.25,7,0.75,0.0625,4010,0.98046875,28.44944133511717,0.40234375,42.666666666666664,2,9.718982795722171,7.892181153878889,nan,nan
4,256,0.25,8,0.75,0.0625,4260,1.67578125,26.673378131615582,0.37890625,42.666666666666664,2,9.709872418661918,8.300451832373307,nan,nan
4,256,0.25,9,0.75,0.0625,4359,2.9453125,29.550488731615655,0.41796875,51.2,2,5.81617017477671,5.253380897308372,nan,nan
4,256,0.25,10,0.75,0.0625,4532,3.73828125,27.39008323364313,0.359375,42.666666666666664,2,7.158998418471638,4.376134979045393,nan,nan
4,256,0.25,11,0.75,0.0625,4815,-0.67578125,35.65426921775495,0.41015625,51.2,2,7.474432715110967,6.792917082002585,nan,nan
4,256,0.25,12,0.75,0.0625,4154,0.421875,30.342217230854686,0.3828125,51.2,2,6.856854793428135,6.546337893615269,nan,nan
4,256,0.25,13,0.75,0.0625,4258,0.87890625,30.67389248291959,0.39453125,51.2,2,7.509490125356951,6.957195144564489,nan,nan
4,256,0.25,14,0.75,0.0625,4381,-4.5078125,27.89307040224944,0.3671875,51.2,2,8.028963423960835,7.331385392444977,nan,nan
4,256,0.25,15,0.75,0.0625,3903,-1.34375,30.446658658012048,0.37109375,42.666666666666664,2,8.989110388320587,7.6865708836553495,nan,nan
4,256,0.25,16,0.75,0.0625,4172,-0.5546875,27.413873253835252,0.3828125,42.666666666666664,2,5.525200362891738,2.567160471341929,nan,nan
4,256,0.25,17,0.75,0.0625,4414,-1.078125,29.913053529928618,0.38671875,51.2,2,9.036888371345672,8.354197751815523,nan,nan
4,256,0.25,18,0.75,0.0625,4883,-0.18359375,27.668826313831257,0.3671875,51.2,2,8.414448502538866,7.705957397575533,nan,nan
4,256,0.25,19,0.75,0.0625,4301,1.58984375,24.646083423144255,0.375,51.2,2,4.990325678957579,4.380491908603663,nan,nan
4,256,0.25,20,0.75,0.0625,4127,1.39453125,27.980542370418295,0.375,51.2,2,7.455777169075583,6.816895735350368,nan,nan
4,256,0.25,21,0.75,0.0625,3905,2.07421875,27.268886076023502,0.41015625,51.2,2,7.5403439255540965,6.8404897133303315,nan,nan
4,256,0.25,22,0.75,0.0625,4558,1.7421875,26.10727451716942,0.3359375,36.57142857142857,2,9.693378645674615,7.465310937034298,nan,nan
4,256,0.25,23,0.75,0.0625,4317,2.921875,30.495801292708723,0.3359375,42.666666666666664,2,6.713888654974596,5.215764828316733,nan,nan
4,256,0.25,24,0.75,0.0625,4808,3.37109375,30.250500131050906,0.35546875,42.666666666666664,2,7.762284124375851,6.646926931667052,nan,nan
4,256,0.25,25,0.75,0.0625,4389,1.7578125,28.575078218875337,0.3671875,42.666666666666664,2,7.787783917444429,5.636911334511839,nan,nan
4,256,0.25,26,0.75,0.0625,4544,1.7734375,22.223198339428862,0.3671875,51.2,2,6.810576929140738,6.147256802225604,nan,nan
4,256,0.25,27,0.75,0.0625,4063,-0.78515625,31.319371975074564,0.3984375,51.2,2,7.823781515576748,7.104259259557912,nan,nan
4,256,0.25,28,0.75,0.0625,3936,-1.39453125,26.39107569506733,0.3671875,51.2,2,7.191860526294068,6.4720090220858175,nan,nan
4,256,0.25,29,0.75,0.0625,4238,0.69140625,25.918940731585867,0.36328125,51.2,2,7.538071085487817,6.907188260456064,nan,nan
4,256,0.25,30,0.75,0.0625,4244,1.328125,26.708820340561186,0.38671875,42.666666666666664,2,6.418351661194152,5.3723203712386,nan,nan
4,256,0.25,31,0.75,0.0625,4339,-1.19921875,31.311866251305567,0.35546875,42.666666666666664,2,9.450048676648292,8.28329236051635,nan,nan
4,256,0.5,0,3.0,0.25,2918,-0.60546875,20.51858459647676,0.4453125,51.2,2,7.174947821471879,7.041339290047342,nan,nan
4,256,0.5,1,3.0,0.25,2760,1.47265625,22.628608879454696,0.46875,51.2,2,8.067003419659223,7.681942965289565,nan,nan
4,256,0.5,2,3.0,0.25,3191,2.046875,25.378651022746954,0.46875,51.2,2,7.826050744590317,7.410535637725637,nan,nan
4,256,0.5,3,3.0,0.25,2555,-1.23828125,23.95491083882172,0.42578125,51.2,2,8.011846347260247,7.538174272534494,nan,nan
4,256,0.5,4,3.0,0.25,2469,-0.66015625,19.414821335144598,0.47265625,51.2,2,7.3911708189024745,7.106015114926201,nan,nan
4,256,0.5,5,3.0,0.25,2842,-1.62890625,20.170924512245612,0.49609375,51.2,2,6.120966163933352,5.789722715360823,nan,nan
4,256,0.5,6,3.0,0.25,2831,1.7265625,23.14263342693726,0.44921875,42.666666666666664,2,9.031919519799747,6.104236196779785,nan,nan
4,256,0.5,7,3.0,0.25,2866,1.4921875,23.735685190548928,0.46875,42.666666666666664,2,9.043978435172546,7.670172135143317,nan,nan
4,256,0.5,8,3.0,0.25,2648,0.5,21.881427627099654,0.4765625,51.2,2,7.201109959235769,6.484138644045677,nan,nan
4,256,0.5,9,3.0,0.25,2861,1.46484375,20.999970572314762,0.4453125,51.2,2,5.8301124980557475,5.478761146704397,nan,nan
4,256,0.5,10,3.0,0.25,3061,1.12109375,24.032793846195055,0.44921875,42.666666666666664,2,8.024600166268923,6.903104968200764,nan,nan
4,256,0.5,11,3.0,0.25,3168,1.4453125,27.395485655073607,0.453125,51.2,2,12.289932834697813,12.079342482648107,nan,nan
4,256,0.5,12,3.0,0.25,2619,1.64453125,20.675567966026314,0.47265625,51.2,2,7.179544843154624,6.835952707686486,nan,nan
4,256,0.5,13,3.0,0.25,2852,-0.24609375,20.588746176399642,0.4609375,42.666666666666664,2,6.990704688466355,5.684865716961394,nan,nan
4,256,0.5,14,3.0,0.25,2480,-0.50390625,19.415079120137804,0.47265625,64.0,2,8.554418654262644,8.554418654262644,nan,nan
4,256,0.5,15,3.0,0.25,3185,-0.265625,27.611841995045804,0.4765625,51.2,2,9.671853194907676,9.432111559714397,nan,nan
4,256,0.5,16,3.0,0.25,3233,0.41015625,27.81088012092724,0.4921875,51.2,2,7.489837517023323,6.806212071329558,nan,nan
4,256,0.5,17,3.0,0.25,2838,1.453125,23.342510634770523,0.45703125,51.2,2,6.145131020336568,5.743973375037364,nan,nan
4,256,0.5,18,3.0,0.25,2862,1.62890625,21.373331997578454,0.453125,42.666666666666664,2,8.273259968081504,6.861722308886033,nan,nan
4,256,0.5,19,3.0,0.25,3024,2.6015625,23.3443448196473,0.3984375,51.2,2,6.505910218254363,6.0955843149302185,nan,nan
4,256,0.5,20,3.0,0.25,2864,1.02734375,23.73295511665869,0.4375,51.2,2,8.237772242696767,8.018086117327009,nan,nan
4,256,0.5,21,3.0,0.25,2635,0.4140625,22.399437543074463,0.51953125,51.2,2,8.870734166763315,8.530810882026637,nan,nan
4,256,0.5,22,3.0,0.25,2709,1.15625,23.81502201211454,0.46484375,51.2,2,7.17764037869645,6.743392260023002,nan,nan
4,256,0.5,23,3.0,0.25,3350,0.0,24.979210105605823,0.43359375,51.2,2,6.927438808541617,6.601914565502912,nan,nan
4,256,0.5,24,3.0,0.25,3130,2.85546875,24.732605341285286,0.48046875,51.2,2,7.14650643476486,6.904444975626896,nan,nan
4,256,0.5,25,3.0,0.25,3033,1.3515625,24.46939729148623,0.42578125,51.2,2,7.105481033706209,6.5731744786610395,nan,nan
4,256,0.5,26,3.0,0.25,3131,2.7578125,22.65424425388858,0.4453125,51.2,2,7.319253533395992,6.940727031120167,nan,nan
4,256,0.5,27,3.0,0.25,2660,-0.45703125,23.030001436963122,0.49609375,51.2,2,8.91537546717761,8.545479842458407,nan,nan
4,256,0.5,28,3.0,0.25,2202,0.95703125,19.424586480451094,0.4609375,51.2,2,8.075685831989842,7.709916986853242,nan,nan
4,256,0.5,29,3.0,0.25,2912,2.1796875,21.425537330539548,0.5234375,51.2,2,7.827768214410213,7.439044657082087,nan,nan
4,256,0.5,30,3.0,0.25,2993,2.8125,26.375666460774028,0.46875,51.2,2,7.911944879869914,7.546289809848867,nan,nan
4,256,0.5,31,3.0,0.25,2713,1.74609375,21.705278744264284,0.49609375,51.2,2,8.30298099654603,8.064374697333552,nan,nan
4,256,1.0,0,12.0,1.0,919,-0.15234375,10.48754070942449,0.671875,64.0,1,9.826335227336791,nan,nan,nan
4,256,1.0,1,12.0,1.0,1198,1.08203125,11.208478470516123,0.62109375,51.2,2,4.5962406710267585,4.265521757143685,nan,nan
4,256,1.0,2,12.0,1.0,1196,1.65625,12.595843498452178,0.63671875,64.0,2,5.928056556575555,5.928056556575555,nan,nan
4,256,1.0,3,12.0,1.0,1205,-0.68359375,12.42436037930971,0.65234375,51.2,2,6.062423974519204,5.629411272626985,nan,nan
4,256,1.0,4,12.0,1.0,827,0.5625,8.642419004538024,0.64453125,64.0,1,8.639077727130026,nan,nan,nan
4,256,1.0,5,12.0,1.0,1114,-0.46484375,11.408550041003718,0.66796875,64.0,2,4.990768951156912,4.990768951156912,nan,nan
4,256,1.0,6,12.0,1.0,1336,-0.546875,12.159653684804308,0.6796875,64.0,2,5.584955884876372,5.584955884876372,nan,nan
4,256,1.0,7,12.0,1.0,1160,-0.2265625,9.604861109542071,0.62890625,64.0,1,9.601254806960792,nan,nan,nan
4,256,1.0,8,12.0,1.0,1267,0.51953125,10.657285936403952,0.65625,64.0,1,9.832839671224178,nan,nan,nan
4,256,1.0,9,12.0,1.0,1056,1.84375,10.751771293024234,0.65234375,64.0,2,3.7035178462271623,3.7035178462271623,nan,nan
4,256,1.0,10,12.0,1.0,857,0.5546875,9.106838599500035,0.6640625,64.0,1,7.60000662128251,nan,nan,nan
4,256,1.0,11,12.0,1.0,1024,-0.94921875,12.017945540509345,0.67578125,64.0,1,11.776190761758988,nan,nan,nan
4,256,1.0,12,12.0,1.0,1095,1.578125,11.077926655488156,0.7265625,64.0,1,10.866452514479283,nan,nan,nan
4,256,1.0,13,12.0,1.0,1071,0.796875,11.77514555045393,0.59765625,64.0,1,11.54960595879504,nan,nan,nan
4,256,1.0,14,12.0,1.0,931,-0.046875,10.953637648488058,0.6484375,64.0,2,4.138157863791943,4.138157863791943,nan,nan
4,256,1.0,15,12.0,1.0,1321,1.42578125,10.544287153579821,0.6796875,64.0,2,4.929688477065724,4.929688477065724,nan,nan
4,256,1.0,16,12.0,1.0,1286,1.2578125,13.487984290280137,0.66015625,64.0,2,6.000437291340543,6.000437291340543,nan,nan
4,256,1.0,17,12.0,1.0,1339,0.6875,13.56336402777718,0.640625,64.0,2,5.544398424119407,5.544398424119407,nan,nan
4,256,1.0,18,12.0,1.0,951,0.46875,9.148033856381382,0.640625,64.0,1,8.282570615455084,nan,nan,nan
4,256,1.0,19,12.0,1.0,1128,0.703125,12.88613558187151,0.703125,64.0,2,5.688764436705613,5.688764436705613,nan,nan
4,256,1.0,20,12.0,1.0,1141,0.86328125,11.171289730080339,0.6953125,64.0,1,10.697905748113623,nan,nan,nan
4,256,1.0,21,12.0,1.0,760,1.2421875,8.400377682869012,0.6875,64.0,2,4.04438850772336,4.04438850772336,nan,nan
4,256,1.0,22,12.0,1.0,926,-0.1015625,10.11677122695743,0.66015625,64.0,2,4.161137449523789,4.161137449523789,nan,nan
4,256,1.0,23,12.0,1.0,1080,2.0546875,12.398215971555897,0.6640625,64.0,1,12.410118916517401,nan,nan,nan
4,256,1.0,24,12.0,1.0,1070,1.125,13.726115619504304,0.65234375,64.0,2,6.517484958589013,6.517484958589013,nan,nan
4,256,1.0,25,12.0,1.0,1050,0.625,10.926601713250099,0.6953125,64.0,1,10.082347410571538,nan,nan,nan
4,256,1.0,26,12.0,1.0,1035,1.62890625,10.730677782820194,0.703125,64.0,1,10.383005187204349,nan,nan,nan
4,256,1.0,27,12.0,1.0,894,-0.52734375,8.149436472501392,0.65234375,85.33333333333333,1,8.149436472501392,nan,nan,nan
4,256,1.0,28,12.0,1.0,1121,1.66796875,11.520833259752674,0.67578125,64.0,1,11.01644225691761,nan,nan,nan
4,256,1.0,29,12.0,1.0,1077,0.64453125,11.394326360859313,0.68359375,64.0,1,10.106647078512264,nan,nan,nan
4,256,1.0,30,12.0,1.0,935,0.07421875,11.187952128390094,0.67578125,51.2,2,5.268662055476376,5.0507171082993425,nan,nan
4,256,1.0,31,12.0,1.0,1024,0.9765625,10.556370147147822,0.6484375,64.0,1,10.07920711167302,nan,nan,nan
4,256,2.0,0,48.0,4.0,127,0.54296875,0.8872520422762844,0.9140625,85.33333333333333,1,0.8872520422762844,nan,nan,nan
4,256,2.0,1,48.0,4.0,73,0.8125,1.602000702247037,0.92578125,85.33333333333333,1,1.602000702247037,nan,nan,nan
4,256,2.0,2,48.0,4.0,69,0.84765625,1.025187851974426,0.93359375,85.33333333333333,1,1.025187851974426,nan,nan,nan
4,256,2.0,3,48.0,4.0,29,0.88671875,0.3406957710310439,0.9375,128.0,1,0.3406957710310439,nan,nan,nan
4,256,2.0,4,48.0,4.0,51,0.87890625,0.8273784223140809,0.953125,85.33333333333333,1,0.8273784223140809,nan,nan,nan
4,256,2.0,5,48.0,4.0,75,0.74609375,0.7248278183202804,0.92578125,85.33333333333333,1,0.7248278183202804,nan,nan,nan
4,256,2.0,6,48.0,4.0,59,0.80859375,0.6835714282069851,0.9296875,85.33333333333333,1,0.6835714282069851,nan,nan,nan
4,256,2.0,7,48.0,4.0,99,0.69140625,1.2695673071802602,0.90625,85.33333333333333,1,1.2695673071802602,nan,nan,nan
4,256,2.0,8,48.0,4.0,143,0.48046875,0.922594726991997,0.921875,85.33333333333333,1,0.922594726991997,nan,nan,nan
4,256,2.0,9,48.0,4.0,53,0.79296875,0.4593955937135635,0.9453125,128.0,1,0.4593955937135635,nan,nan,nan
4,256,2.0,10,48.0,4.0,100,0.7265625,1.0399432357555627,0.92578125,85.33333333333333,1,1.0399432357555627,nan,nan,nan
4,256,2.0,11,48.0,4.0,114,0.671875,1.09050858977589,0.93359375,85.33333333333333,1,1.09050858977589,nan,nan,nan
4,256,2.0,12,48.0,4.0,34,0.8671875,0.3506933701166163,0.9296875,128.0,1,0.3506933701166163,nan,nan,nan
4,256,2.0,13,48.0,4.0,94,0.7109375,0.944989614278247,0.9453125,85.33333333333333,1,0.944989614278247,nan,nan,nan
4,256,2.0,14,48.0,4.0,105,0.70703125,1.0735225016381527,0.91015625,85.33333333333333,1,1.0735225016381527,nan,nan,nan
4,256,2.0,15,48.0,4.0,86,0.6640625,0.6222105721488104,0.9375,128.0,1,0.6222105721488104,nan,nan,nan
4,256,2.0,16,48.0,4.0,78,0.734375,0.7233210624439191,0.92578125,85.33333333333333,1,0.7233210624439191,nan,nan,nan
4,256,2.0,17,48.0,4.0,147,0.38671875,1.840001320216493,0.92578125,85.33333333333333,1,1.840001320216493,nan,nan,nan
4,256,2.0,18,48.0,4.0,67,0.77734375,0.7243224035855425,0.9453125,85.33333333333333,1,0.7243224035855425,nan,nan,nan
4,256,2.0,19,48.0,4.0,14,0.9453125,0.22736925329461324,0.9765625,128.0,1,0.22736925329461324,nan,nan,nan
4,256,2.0,20,48.0,4.0,68,0.734375,0.5151512975573292,0.94140625,128.0,1,0.5151512975573292,nan,nan,nan
4,256,2.0,21,48.0,4.0,58,0.8125,0.6817945071647321,0.953125,85.33333333333333,1,0.6817945071647321,nan,nan,nan
4,256,2.0,22,48.0,4.0,39,0.84765625,0.3700643617479769,0.94140625,128.0,1,0.3700643617479769,nan,nan,nan
4,256,2.0,23,48.0,4.0,137,0.5625,1.6476782908080085,0.92578125,85.33333333333333,1,1.6476782908080085,nan,nan,nan
4,256,2.0,24,48.0,4.0,71,0.76171875,0.7028536802908821,0.9375,85.33333333333333,1,0.7028536802908821,nan,nan,nan
4,256,2.0,25,48.0,4.0,132,0.71875,1.4760457098274429,0.91015625,85.33333333333333,1,1.4760457098274429,nan,nan,nan
4,256,2.0,26,48.0,4.0,72,0.796875,0.8602268505313002,0.94140625,85.33333333333333,1,0.8602268505313002,nan,nan,nan
4,256,2.0,27,48.0,4.0,85,0.70703125,0.8125657275097428,0.90625,85.33333333333333,1,0.8125657275097428,nan,nan,nan
4,256,2.0,28,48.0,4.0,77,0.81640625,1.3175069582210706,0.9453125,85.33333333333333,1,1.3175069582210706,nan,nan,nan
4,256,2.0,29,48.0,4.0,63,0.75390625,0.4739136168237177,0.953125,128.0,1,0.4739136168237177,nan,nan,nan
4,256,2.0,30,48.0,4.0,88,0.7734375,0.9779989435545163,0.93359375,85.33333333333333,1,0.9779989435545163,nan,nan,nan
4,256,2.0,31,48.0,4.0,53,0.83203125,0.6953454170579091,0.94140625,85.33333333333333,1,0.6953454170579091,nan,nan,nan
