d,N,hubble,rep,R_dS,H2,n_causal_pairs,b1_mean,b1_std,w_max_ratio,mean_layer_width,layer_width_std
4,1024,0.0,11,0.0,0.0,88557,0.552734375,56.20268107226463,nan,113.77777777777777,54.641819104617376
4,1024,0.0,12,0.0,0.0,93632,0.7685546875,55.92606506254326,nan,113.77777777777777,58.688968824885606
4,1024,0.0,13,0.0,0.0,87538,0.3544921875,56.63452182063076,nan,113.77777777777777,58.859111968567746
4,1024,0.0,14,0.0,0.0,95327,1.8291015625,56.758217094853855,nan,113.77777777777777,53.56569751825588
4,1024,0.0,15,0.0,0.0,94702,1.69140625,59.7153933872788,nan,102.4,65.30880491939811
4,1024,0.25,0,0.75,0.0625,69165,-0.2861328125,54.4146332129613,nan,128.0,64.86331783065063
4,1024,0.25,1,0.75,0.0625,65587,1.34765625,47.572808450645795,nan,128.0,57.91157051919763
4,1024,0.25,2,0.75,0.0625,69739,2.26171875,57.96373680626447,nan,128.0,61.71912183432295
4,1024,0.25,3,0.75,0.0625,72412,1.0234375,54.43431963209051,nan,128.0,54.52522352086234
4,1024,0.25,4,0.75,0.0625,75108,0.8837890625,51.83210925387375,nan,128.0,58.857879676386574
4,1024,0.25,5,0.75,0.0625,66668,1.6318359375,49.72496820547585,nan,128.0,58.07107713827943
4,1024,0.25,6,0.75,0.0625,65358,-1.74609375,50.95988756847105,nan,128.0,56.80889014934194
4,1024,0.25,7,0.75,0.0625,67829,0.837890625,54.703917980575554,nan,128.0,63.00793600809346
4,1024,0.25,8,0.75,0.0625,69118,0.953125,51.910113774768156,nan,128.0,60.905664761169795
4,1024,0.25,9,0.75,0.0625,73535,0.44921875,51.94524009126965,nan,128.0,55.201902141140025
4,1024,0.25,10,0.75,0.0625,69968,-1.0263671875,54.10509781396688,nan,128.0,63.79851095441021
4,1024,0.25,11,0.75,0.0625,66189,0.8271484375,51.158134178738784,nan,128.0,60.36141151431103
4,1024,0.25,12,0.75,0.0625,71698,4.7333984375,53.82393368817791,nan,128.0,62.30369170442471
4,1024,0.25,13,0.75,0.0625,66287,1.203125,55.33743920470457,nan,128.0,57.604253315184984
4,1024,0.25,14,0.75,0.0625,65144,-1.5732421875,53.91586424079623,nan,128.0,62.64582986919401
4,1024,0.25,15,0.75,0.0625,69327,-0.388671875,52.62105935173278,nan,128.0,64.32923130272893
4,1024,0.5,0,3.0,0.25,47506,0.494140625,47.2494415976816,nan,146.28571428571428,82.15788682376719
4,1024,0.5,1,3.0,0.25,45379,-1.5908203125,42.93824546422265,nan,146.28571428571428,72.53711224649919
4,1024,0.5,2,3.0,0.25,44209,1.037109375,46.22197831274952,nan,146.28571428571428,78.54700919233795
4,1024,0.5,3,3.0,0.25,44087,-0.171875,40.53528254322862,nan,146.28571428571428,61.93479125133901
4,1024,0.5,4,3.0,0.25,44208,2.58984375,43.42677176841016,nan,146.28571428571428,78.67966570797292
4,1024,0.5,5,3.0,0.25,44669,0.1630859375,44.70368767830558,nan,146.28571428571428,76.48102338995936
4,1024,0.5,6,3.0,0.25,51465,1.1875,47.90063364012004,nan,128.0,79.36151460248223
4,1024,0.5,7,3.0,0.25,45959,3.1455078125,44.43083326547006,nan,128.0,85.13078174197626
4,1024,0.5,8,3.0,0.25,48540,1.630859375,46.286856775968,nan,128.0,80.12334241655175
4,1024,0.5,9,3.0,0.25,47024,-2.875,49.630411386316354,nan,146.28571428571428,79.26035630523404
4,1024,0.5,10,3.0,0.25,47036,0.6689453125,47.68748743099582,nan,146.28571428571428,76.80534632751679
4,1024,0.5,11,3.0,0.25,43610,1.0908203125,42.40368859378082,nan,146.28571428571428,67.47425813007567
4,1024,0.5,12,3.0,0.25,45623,0.4765625,44.066172691573676,nan,146.28571428571428,77.28188530256213
4,1024,0.5,13,3.0,0.25,49296,0.078125,45.77686359105847,nan,146.28571428571428,70.61710494068758
4,1024,0.5,14,3.0,0.25,45643,0.2783203125,46.73198682370727,nan,146.28571428571428,68.70374139472065
4,1024,0.5,15,3.0,0.25,45597,1.0986328125,43.31393213367725,nan,146.28571428571428,76.1815768612151
4,1024,1.0,0,12.0,1.0,16752,0.140625,28.175783145449124,nan,170.66666666666666,128.99956933605975
4,1024,1.0,1,12.0,1.0,18228,1.31640625,29.156727025421784,nan,170.66666666666666,130.46796115862657
4,1024,1.0,2,12.0,1.0,15591,0.0859375,25.700012872002493,nan,170.66666666666666,121.81087344276327
4,1024,1.0,3,12.0,1.0,14789,0.658203125,26.3939574030921,nan,170.66666666666666,124.835447245119
4,1024,1.0,4,12.0,1.0,15264,-0.0244140625,24.020628944535407,nan,170.66666666666666,128.10759366858608
4,1024,1.0,5,12.0,1.0,14907,1.068359375,26.527720150266394,nan,170.66666666666666,127.75453894958966
4,1024,1.0,6,12.0,1.0,16616,-0.3671875,24.542492199038055,nan,170.66666666666666,131.18138418066624
4,1024,1.0,7,12.0,1.0,16014,0.5693359375,29.711126735665395,nan,170.66666666666666,136.31295691247482
4,1024,1.0,8,12.0,1.0,15308,0.8916015625,24.709740136052577,nan,170.66666666666666,143.14638971657263
4,1024,1.0,9,12.0,1.0,17026,0.4345703125,27.778132140336464,nan,146.28571428571428,129.11425094046888
4,1024,1.0,10,12.0,1.0,18005,-0.611328125,28.135263901349564,nan,170.66666666666666,133.26873435114314
4,1024,1.0,11,12.0,1.0,18035,0.76171875,30.310757994001047,nan,170.66666666666666,142.81184202376994
4,1024,1.0,12,12.0,1.0,15645,0.8212890625,25.67499497737668,nan,204.8,138.7737727382231
4,1024,1.0,13,12.0,1.0,14873,1.1513671875,24.924486306884006,nan,170.66666666666666,134.12887666552479
4,1024,1.0,14,12.0,1.0,15400,0.5673828125,26.50809410928254,nan,170.66666666666666,131.5341104893412
4,1024,1.0,15,12.0,1.0,18598,0.568359375,29.48829903742923,nan,204.8,128.7049338603614
4,1024,2.0,0,48.0,4.0,1153,0.6015625,3.409751282512223,nan,256.0,229.572428658147
4,1024,2.0,1,48.0,4.0,1566,0.7568359375,4.651576109364276,nan,256.0,216.3504102145406
4,1024,2.0,2,48.0,4.0,1141,0.59375,2.535490275568021,nan,256.0,226.84686464661573
4,1024,2.0,3,48.0,4.0,1024,0.5029296875,2.6324283308252006,nan,341.3333333333333,207.47744187956647
4,1024,2.0,4,48.0,4.0,1264,0.45703125,3.730693710494529,nan,256.0,231.44113722499722
4,1024,2.0,5,48.0,4.0,930,0.6142578125,2.847461835087999,nan,256.0,220.64337742157593
4,1024,2.0,6,48.0,4.0,1005,0.4814453125,3.3062511018632232,nan,256.0,235.65759058430518
4,1024,2.0,7,48.0,4.0,1401,0.3466796875,3.9013630319126804,nan,256.0,234.374699999808
4,1024,2.0,8,48.0,4.0,838,0.908203125,3.4657040531095893,nan,256.0,214.23818520515897
4,1024,2.0,9,48.0,4.0,1568,0.673828125,4.111609254046277,nan,256.0,221.49379223806702
4,1024,2.0,10,48.0,4.0,1199,0.6396484375,3.79916086970581,nan,256.0,220.9785057420744
4,1024,2.0,11,48.0,4.0,1278,0.669921875,3.22624031287139,nan,256.0,234.15486328496362
4,1024,2.0,12,48.0,4.0,950,0.78515625,2.4488386866198306,nan,256.0,222.1159607052136
4,1024,2.0,13,48.0,4.0,1388,1.021484375,4.411845664983178,nan,256.0,211.22618208924763
4,1024,2.0,14,48.0,4.0,1052,0.431640625,2.878940038599208,nan,256.0,244.41460676481674
4,1024,2.0,15,48.0,4.0,855,0.6044921875,2.100227697834562,nan,256.0,235.87178720652454
