d,N,hubble,rep,R_dS,H2,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width_ratio,layer_entropy,b1_mean,b1_std,b1_neg_frac,eig_min,eig_max,eig_gap,eig_spread
2,128,2.0,2,8.0,4.0,1425,0.296875,9.0,0.0703125,14.222222222222221,5.411464738615964,0.38049361443393503,0.1640625,2.121732795673103,-0.796875,3.715170283361854,0.546875,-5.133780397809647,8.592545734128885,0.6040887112862174,13.726326131938531
2,128,2.0,3,8.0,4.0,1494,0.3125,10.0,0.078125,12.8,7.180529228406497,0.5609788459692575,0.1875,2.1208151802245108,-0.65625,3.1830544980411504,0.578125,-5.844269549072796,8.897926085229464,0.4895424030576603,14.74219563430226
2,128,2.0,4,8.0,4.0,1329,0.28125,10.0,0.078125,12.8,8.084553172563094,0.6316057166064917,0.1953125,2.0792873160723935,-0.65625,3.2892758986591564,0.5625,-5.142813244233411,8.575279215675856,0.16879444586167658,13.718092459909267
2,128,2.0,5,8.0,4.0,1540,0.3046875,11.0,0.0859375,11.636363636363637,7.5229675874826185,0.6465050270492875,0.1953125,2.1797090017977743,-0.28125,3.4254048574584584,0.4765625,-5.199828562073762,9.334656307065675,1.0431597645599169,14.534484869139437
2,128,2.0,6,8.0,4.0,1326,0.3203125,9.0,0.0703125,14.222222222222221,8.37692303332034,0.5890024007803364,0.2265625,2.0114794331101216,-0.71875,3.370222312771073,0.5625,-5.392342814248782,9.080422020284463,0.5000135529020078,14.472764834533244
2,128,2.0,7,8.0,4.0,1395,0.34375,11.0,0.0859375,11.636363636363637,4.922540498429412,0.42303082408377757,0.171875,2.3043457556923586,-1.0,3.665719574653795,0.578125,-5.702443825217296,8.326401497809949,0.23789820494215164,14.028845323027245
2,256,0.0,0,0.0,0.0,16753,0.08203125,23.0,0.08984375,11.130434782608695,3.2209146395568924,0.28937904964768957,0.0625,3.08229246832914,-0.6875,5.00585594578989,0.5546875,-7.544244884396992,11.248836355734081,1.1169923273505926,18.793081240131073
2,256,0.0,1,0.0,0.0,16011,0.0859375,25.0,0.09765625,10.24,2.4377038376308144,0.23805701539363422,0.0546875,3.1885563436487887,-0.71875,4.794100378329598,0.55078125,-7.314149087556067,10.714144261392887,0.2946579116458512,18.028293348948953
2,256,0.0,2,0.0,0.0,15452,0.09375,22.0,0.0859375,11.636363636363637,3.7964750941492906,0.32625957840345465,0.0625,3.0262647219015975,-0.640625,4.626240331994762,0.51953125,-7.18615989094112,11.269998552398459,0.7697546264891812,18.45615844333958
2,256,0.0,3,0.0,0.0,16469,0.09375,23.0,0.08984375,11.130434782608695,3.193803073427297,0.28694324487823375,0.06640625,3.0906309304503345,-1.09375,5.168168044626645,0.578125,-7.363841171751604,11.093549081006842,0.7219185654840246,18.457390252758444
