rep,pi_cg_init,pi_cg_final,delta_pi_cg,F_init,F_final,accept
0,0.14687675060312605,0.18919710590242927,0.042320355299303225,45.963199504286656,24.768329913476038,0.6466666666666666
1,0.18075977182797512,0.14861015945333136,-0.032149612374643755,59.159745133180515,22.409665574962276,0.6433333333333333
2,0.10797888637832567,0.14188608439074363,0.033907198012417955,61.78898809007822,21.09978096826485,0.6833333333333333
