beta,gamma,lam,eta,kappa,L_B,L_C,L_A,L_D,L_total
0.5,1.3333333333333335,0.5666666666666667,0.7,0.2,0.0,0.04137074418965524,65.48796939096556,0.0,32.785355439672436
0.5,1.3333333333333335,0.5666666666666667,0.7,0.35,0.0,0.041485253566605394,65.51389157818707,0.0,32.79843104266014
0.5,1.3333333333333335,0.5666666666666667,0.7,0.5,0.0,0.04160089804399025,65.53985081382973,0.0,32.81152630495885
0.5,1.3333333333333335,0.5666666666666667,1.0,0.05,0.0,0.030442846722138775,65.59399582682784,0.0,32.82744076013606
0.5,1.3333333333333335,0.5666666666666667,1.0,0.2,0.0,0.03048727136933138,65.62305268641774,0.0,32.8420136145782
0.5,1.3333333333333335,0.5666666666666667,1.0,0.35,0.0,0.030533346581475232,65.65214659442888,0.0,32.85660664379592
0.5,1.3333333333333335,0.5666666666666667,1.0,0.5,0.0,0.030581064175193576,65.6812775508612,0.0,32.87121983960579
0.5,1.3333333333333335,1.0333333333333332,0.1,0.05,0.0,0.0831516382953112,65.47433273263958,0.0,32.8203180046151
0.5,1.3333333333333335,1.0333333333333332,0.1,0.2,0.0,0.08331975167418121,65.49383635131443,0.0,32.830237927331396
0.5,1.3333333333333335,1.0333333333333332,0.1,0.35,0.0,0.08348679218489842,65.51337701841024,0.0,32.84017530139002
0.5,1.3333333333333335,1.0333333333333332,0.1,0.5,0.0,0.08365276470131172,65.53295473392744,0.0,32.85013013166503
0.5,1.3333333333333335,1.0333333333333332,0.4,0.05,0.0,0.055359458314722325,64.92499088298052,0.0,32.51785489980498
0.5,1.3333333333333335,1.0333333333333332,0.4,0.2,0.0,0.05553074755961336,64.94766622244481,0.0,32.52936385878202
0.5,1.3333333333333335,1.0333333333333332,0.4,0.35,0.0,0.05570146101291195,64.97037861033041,0.0,32.540890766178116
0.5,1.3333333333333335,1.0333333333333332,0.4,0.5,0.0,0.05587159813491641,64.9931280466371,0.0,32.55243562145346
0.5,1.3333333333333335,1.0333333333333332,0.7,0.05,0.0,0.036976519473023516,64.724257274206,0.0,32.39910515657602
