step,F,accepted,n_comparable,label,comp_frac,n_layers,d_eff,aw,aw_ratio,height_ratio,width_ratio
610,110.24336942758664,57,1113,mc_TP_sparse,0.5520833333333334,36,1.6928999999999998,16,0.25,0.5625,0.140625
620,110.23555252322097,58,1096,mc_TP_sparse,0.5436507936507936,36,1.7434952380952384,17,0.265625,0.5625,0.140625
630,106.71656925714596,59,1089,mc_TP_sparse,0.5401785714285714,36,1.7643285714285717,17,0.265625,0.5625,0.140625
640,106.71656925714596,59,1089,mc_TP_sparse,0.5401785714285714,36,1.7643285714285717,17,0.265625,0.5625,0.140625
650,106.71656925714596,59,1089,mc_TP_sparse,0.5401785714285714,36,1.7643285714285717,17,0.265625,0.5625,0.140625
660,110.77165868352344,60,1055,mc_TP_sparse,0.5233134920634921,36,1.8655190476190475,16,0.25,0.5625,0.15625
670,109.96428653754023,61,1082,mc_TP_sparse,0.5367063492063492,36,1.785161904761905,16,0.25,0.5625,0.171875
680,109.96428653754023,61,1082,mc_TP_sparse,0.5367063492063492,36,1.785161904761905,16,0.25,0.5625,0.171875
690,109.96428653754023,61,1082,mc_TP_sparse,0.5367063492063492,36,1.785161904761905,16,0.25,0.5625,0.171875
700,109.96428653754023,61,1082,mc_TP_sparse,0.5367063492063492,36,1.785161904761905,16,0.25,0.5625,0.171875
710,109.96428653754023,61,1082,mc_TP_sparse,0.5367063492063492,36,1.785161904761905,16,0.25,0.5625,0.171875
720,109.96428653754023,61,1082,mc_TP_sparse,0.5367063492063492,36,1.785161904761905,16,0.25,0.5625,0.171875
730,109.96428653754023,61,1082,mc_TP_sparse,0.5367063492063492,36,1.785161904761905,16,0.25,0.5625,0.171875
740,109.96428653754023,61,1082,mc_TP_sparse,0.5367063492063492,36,1.785161904761905,16,0.25,0.5625,0.171875
750,114.20070602707067,62,1030,mc_TP_sparse,0.5109126984126984,36,1.9399238095238098,16,0.25,0.5625,0.171875
760,114.20070602707067,62,1030,mc_TP_sparse,0.5109126984126984,36,1.9399238095238098,16,0.25,0.5625,0.171875
770,113.55868395562861,63,993,mc_TP_sparse,0.49255952380952384,36,2.050042857142857,16,0.25,0.5625,0.1875
780,114.34047853439293,64,990,mc_TP_sparse,0.49107142857142855,36,2.0589714285714287,16,0.25,0.5625,0.1875
790,107.86588650838786,65,1021,mc_TP_sparse,0.5064484126984127,36,1.966709523809524,17,0.265625,0.5625,0.1875
800,107.86588650838786,65,1021,mc_TP_sparse,0.5064484126984127,36,1.966709523809524,17,0.265625,0.5625,0.1875
810,106.42777599823717,66,1045,mc_TP_sparse,0.5183531746031746,36,1.8952809523809522,17,0.265625,0.5625,0.171875
820,112.40590897296761,67,995,mc_TP_sparse,0.4935515873015873,36,2.044090476190476,17,0.265625,0.5625,0.171875
830,112.40590897296761,67,995,mc_TP_sparse,0.4935515873015873,36,2.044090476190476,17,0.265625,0.5625,0.171875
840,109.26921803936283,69,1076,mc_TP_sparse,0.5337301587301587,36,1.8030190476190477,17,0.265625,0.5625,0.203125
850,110.20193937763,71,1071,mc_TP_sparse,0.53125,37,1.8179,17,0.265625,0.578125,0.203125
860,109.29632920354135,73,1102,mc_TP_sparse,0.5466269841269841,38,1.7256380952380956,18,0.28125,0.59375,0.203125
870,109.29632920354135,73,1102,mc_TP_sparse,0.5466269841269841,38,1.7256380952380956,18,0.28125,0.59375,0.203125
880,108.519320483207,75,1144,mc_TP_sparse,0.5674603174603174,38,1.6006380952380954,19,0.296875,0.59375,0.21875
890,108.519320483207,75,1144,mc_TP_sparse,0.5674603174603174,38,1.6006380952380954,19,0.296875,0.59375,0.21875
900,108.49254979910563,76,1149,mc_TP_sparse,0.5699404761904762,38,1.585757142857143,19,0.296875,0.59375,0.21875
910,108.49254979910563,76,1149,mc_TP_sparse,0.5699404761904762,38,1.585757142857143,19,0.296875,0.59375,0.21875
920,108.49254979910563,76,1149,mc_TP_sparse,0.5699404761904762,38,1.585757142857143,19,0.296875,0.59375,0.21875
930,109.75575000698743,78,1134,mc_TP_sparse,0.5625,38,1.6304,19,0.296875,0.59375,0.21875
940,109.75575000698743,78,1134,mc_TP_sparse,0.5625,38,1.6304,19,0.296875,0.59375,0.21875
950,109.75575000698743,78,1134,mc_TP_sparse,0.5625,38,1.6304,19,0.296875,0.59375,0.21875
960,109.75575000698743,78,1134,mc_TP_sparse,0.5625,38,1.6304,19,0.296875,0.59375,0.21875
970,109.75575000698743,78,1134,mc_TP_sparse,0.5625,38,1.6304,19,0.296875,0.59375,0.21875
980,109.75575000698743,78,1134,mc_TP_sparse,0.5625,38,1.6304,19,0.296875,0.59375,0.21875
990,112.49412917862901,79,1112,mc_TP_sparse,0.5515873015873016,38,1.6958761904761903,20,0.3125,0.59375,0.21875
1000,112.49412917862901,79,1112,mc_TP_sparse,0.5515873015873016,38,1.6958761904761903,20,0.3125,0.59375,0.21875
0,167.7486068769009,0,1533,mc_TP_dense,0.7604166666666666,18,0.5,8,0.125,0.28125,0.125
10,157.01383357909475,5,1573,mc_TP_dense,0.7802579365079365,20,0.5,7,0.109375,0.3125,0.109375
20,137.41977907612767,10,1610,mc_TP_dense,0.7986111111111112,26,0.5,7,0.109375,0.40625,0.109375
30,139.33483327499374,13,1657,mc_TP_dense,0.8219246031746031,26,0.5,7,0.109375,0.40625,0.109375
40,124.49674821094672,20,1691,mc_TP_dense,0.8387896825396826,28,0.5,8,0.125,0.4375,0.09375
50,118.48247348094425,24,1640,mc_TP_dense,0.8134920634920635,29,0.5,9,0.140625,0.453125,0.125
60,118.7056178558303,25,1674,mc_TP_dense,0.8303571428571429,29,0.5,8,0.125,0.453125,0.109375
70,117.31030131198142,29,1613,mc_TP_dense,0.8000992063492064,30,0.5,9,0.140625,0.46875,0.109375
80,112.80798461546797,32,1568,mc_TP_dense,0.7777777777777778,35,0.5,10,0.15625,0.546875,0.109375
90,112.71802869119576,33,1473,mc_TP_dense,0.7306547619047619,34,0.6214714285714289,11,0.171875,0.53125,0.125
100,113.71378529276251,35,1417,mc_TP_dense,0.7028769841269841,34,0.7881380952380956,11,0.171875,0.53125,0.125
110,113.71378529276251,35,1417,mc_TP_dense,0.7028769841269841,34,0.7881380952380956,11,0.171875,0.53125,0.125
120,112.9845264634862,36,1410,mc_TP_dense,0.6994047619047619,33,0.8089714285714289,11,0.171875,0.515625,0.125
130,112.9845264634862,36,1410,mc_TP_dense,0.6994047619047619,33,0.8089714285714289,11,0.171875,0.515625,0.125
140,112.9845264634862,36,1410,mc_TP_dense,0.6994047619047619,33,0.8089714285714289,11,0.171875,0.515625,0.125
150,107.49553574466152,37,1457,mc_TP_dense,0.722718253968254,37,0.6690904761904763,12,0.1875,0.578125,0.140625
160,112.19554957998905,38,1346,mc_TP_dense,0.6676587301587301,37,0.9994476190476194,12,0.1875,0.578125,0.15625
170,110.1001869485962,41,1383,mc_TP_dense,0.6860119047619048,37,0.8893285714285715,13,0.203125,0.578125,0.171875
180,99.00324323380912,44,1328,mc_TP_dense,0.6587301587301587,39,1.0530190476190477,14,0.21875,0.609375,0.171875
190,103.84767682572469,45,1393,mc_TP_dense,0.6909722222222222,39,0.8595666666666668,14,0.21875,0.609375,0.15625
200,109.30896811171515,47,1299,mc_TP_dense,0.6443452380952381,38,1.1393285714285712,14,0.21875,0.59375,0.15625
210,99.32188974834692,51,1258,mc_TP_dense,0.6240079365079365,40,1.261352380952381,13,0.203125,0.625,0.15625
220,90.79053941506815,53,1205,mc_TP_dense,0.597718253968254,41,1.4190904761904763,15,0.234375,0.640625,0.15625
230,90.79053941506815,53,1205,mc_TP_dense,0.597718253968254,41,1.4190904761904763,15,0.234375,0.640625,0.15625
240,90.79053941506815,53,1205,mc_TP_dense,0.597718253968254,41,1.4190904761904763,15,0.234375,0.640625,0.15625
250,90.79053941506815,53,1205,mc_TP_dense,0.597718253968254,41,1.4190904761904763,15,0.234375,0.640625,0.15625
260,90.79053941506815,53,1205,mc_TP_dense,0.597718253968254,41,1.4190904761904763,15,0.234375,0.640625,0.15625
270,90.79053941506815,53,1205,mc_TP_dense,0.597718253968254,41,1.4190904761904763,15,0.234375,0.640625,0.15625
280,90.79053941506815,53,1205,mc_TP_dense,0.597718253968254,41,1.4190904761904763,15,0.234375,0.640625,0.15625
290,92.5246716582108,54,1206,mc_TP_dense,0.5982142857142857,41,1.4161142857142859,15,0.234375,0.640625,0.140625
300,89.86165895535886,55,1189,mc_TP_dense,0.589781746031746,41,1.4667095238095238,15,0.234375,0.640625,0.125
310,91.82031965347352,56,1163,mc_TP_dense,0.5768849206349206,41,1.5440904761904766,16,0.25,0.640625,0.140625
320,91.82031965347352,56,1163,mc_TP_dense,0.5768849206349206,41,1.5440904761904766,16,0.25,0.640625,0.140625
330,91.82031965347352,56,1163,mc_TP_dense,0.5768849206349206,41,1.5440904761904766,16,0.25,0.640625,0.140625
340,87.3117136218357,59,1185,mc_TP_dense,0.5877976190476191,43,1.4786142857142857,15,0.234375,0.671875,0.140625
350,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
360,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
370,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
380,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
390,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
400,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
410,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
420,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
430,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
440,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
450,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
460,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
470,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
480,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
490,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
500,85.52796216525438,60,1208,mc_TP_dense,0.5992063492063492,43,1.410161904761905,14,0.21875,0.671875,0.15625
510,84.55065053082235,61,1200,mc_TP_dense,0.5952380952380952,43,1.4339714285714287,14,0.21875,0.671875,0.140625
520,84.55065053082235,61,1200,mc_TP_dense,0.5952380952380952,43,1.4339714285714287,14,0.21875,0.671875,0.140625
530,86.42269676331799,62,1294,mc_TP_dense,0.6418650793650794,45,1.1542095238095236,13,0.203125,0.703125,0.125
540,84.13136918393026,63,1286,mc_TP_dense,0.6378968253968254,45,1.178019047619048,13,0.203125,0.703125,0.140625
550,81.2751886522878,66,1261,mc_TP_dense,0.6254960317460317,45,1.2524238095238096,14,0.21875,0.703125,0.140625
560,81.7224006909893,71,1371,mc_TP_dense,0.6800595238095238,46,0.9250428571428571,12,0.1875,0.71875,0.15625
570,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
580,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
590,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
600,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
610,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
620,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
630,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
640,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
650,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
660,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
670,66.01557298994672,74,1397,mc_TP_dense,0.6929563492063492,48,0.847661904761905,12,0.1875,0.75,0.125
680,68.66529687449953,75,1378,mc_TP_dense,0.683531746031746,48,0.9042095238095238,12,0.1875,0.75,0.140625
690,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
700,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
710,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
720,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
730,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
740,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
750,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
760,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
770,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
780,68.11559989403506,76,1424,mc_TP_dense,0.7063492063492064,48,0.7673047619047617,11,0.171875,0.75,0.140625
790,70.37162240403762,77,1406,mc_TP_dense,0.6974206349206349,48,0.8208761904761908,12,0.1875,0.75,0.125
800,70.37162240403762,77,1406,mc_TP_dense,0.6974206349206349,48,0.8208761904761908,12,0.1875,0.75,0.125
810,69.65198566984304,78,1385,mc_TP_dense,0.6870039682539683,48,0.8833761904761905,13,0.203125,0.75,0.140625
820,69.65198566984304,78,1385,mc_TP_dense,0.6870039682539683,48,0.8833761904761905,13,0.203125,0.75,0.140625
830,69.65198566984304,78,1385,mc_TP_dense,0.6870039682539683,48,0.8833761904761905,13,0.203125,0.75,0.140625
840,69.65198566984304,78,1385,mc_TP_dense,0.6870039682539683,48,0.8833761904761905,13,0.203125,0.75,0.140625
850,69.65198566984304,78,1385,mc_TP_dense,0.6870039682539683,48,0.8833761904761905,13,0.203125,0.75,0.140625
860,69.52589979752275,79,1387,mc_TP_dense,0.6879960317460317,48,0.8774238095238096,14,0.21875,0.75,0.125
870,69.52589979752275,79,1387,mc_TP_dense,0.6879960317460317,48,0.8774238095238096,14,0.21875,0.75,0.125
880,69.52589979752275,79,1387,mc_TP_dense,0.6879960317460317,48,0.8774238095238096,14,0.21875,0.75,0.125
890,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
900,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
910,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
920,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
930,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
940,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
950,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
960,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
970,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
980,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
990,72.02150436044352,80,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.140625
1000,73.19198120294875,81,1334,mc_TP_dense,0.6617063492063492,47,1.035161904761905,15,0.234375,0.734375,0.15625
