d,N,p_frw,rep,t_center,H_local,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width_ratio,layer_entropy
2,256,1.0,1,0.6,1.6666666666666667,5379,0.16015625,14.0,0.0546875,18.285714285714285,6.963461489687966,0.38081430021731066,0.1015625,2.545380556814014
2,256,1.0,2,0.6,1.6666666666666667,5265,0.171875,12.0,0.046875,21.333333333333332,8.249579113843055,0.3866990209613932,0.11328125,2.3767858124822028
2,256,1.0,3,0.6,1.6666666666666667,5722,0.1796875,14.0,0.0546875,18.285714285714285,7.572776160399184,0.4141361962718304,0.109375,2.539040212558311
2,256,1.0,4,0.6,1.6666666666666667,5421,0.15625,13.0,0.05078125,19.692307692307693,6.556084846973082,0.3329261836353518,0.09765625,2.488063656886523
2,256,1.0,5,0.6,1.6666666666666667,5733,0.16015625,14.0,0.0546875,18.285714285714285,8.89966750124144,0.4867005664741413,0.109375,2.4813045643401193
2,256,1.0,6,0.6,1.6666666666666667,5450,0.16796875,15.0,0.05859375,17.066666666666666,9.622658445333887,0.5638276432812824,0.10546875,2.4931544936669456
2,256,1.0,7,0.6,1.6666666666666667,5296,0.1640625,12.0,0.046875,21.333333333333332,6.9081272586875695,0.32381846525097985,0.11328125,2.4037909034373484
2,256,1.0,0,0.8,1.25,3975,0.1953125,12.0,0.046875,21.333333333333332,10.64842189664219,0.4991447764051027,0.12109375,2.3206359361265907
2,256,1.0,1,0.8,1.25,4352,0.1953125,12.0,0.046875,21.333333333333332,8.209073570683168,0.38480032362577354,0.12109375,2.392862130935393
2,256,1.0,2,0.8,1.25,4164,0.17578125,13.0,0.05078125,19.692307692307693,10.62207147249838,0.5394020669628083,0.1171875,2.3554058390463966
2,256,1.0,3,0.8,1.25,4319,0.1953125,12.0,0.046875,21.333333333333332,9.910712498212337,0.4645646483537033,0.12890625,2.3419249149224823
2,256,1.0,4,0.8,1.25,4210,0.1796875,10.0,0.0390625,25.6,6.216108107168021,0.2428167229362508,0.125,2.2665147292457473
2,256,1.0,5,0.8,1.25,4175,0.1796875,11.0,0.04296875,23.272727272727273,8.582126342695235,0.36876324128768584,0.125,2.2978855290364764
2,256,1.0,6,0.8,1.25,4118,0.1953125,11.0,0.04296875,23.272727272727273,8.592712653394251,0.3692181218255342,0.125,2.3131443904438624
2,256,1.0,7,0.8,1.25,4265,0.1953125,11.0,0.04296875,23.272727272727273,9.564051148972661,0.41095532280741903,0.1328125,2.2857705249020785
2,256,1.5,0,0.2,7.5,20924,0.08203125,31.0,0.12109375,8.258064516129032,3.519235088586851,0.42615737400856396,0.0625,3.3413886475077783
2,256,1.5,1,0.2,7.5,20725,0.0859375,31.0,0.12109375,8.258064516129032,3.1924077467710985,0.3865806255855627,0.05859375,3.3530282844354207
2,256,1.5,2,0.2,7.5,20843,0.08203125,31.0,0.12109375,8.258064516129032,3.151730113051416,0.3816548183773199,0.0546875,3.3558866867443706
2,256,1.5,3,0.2,7.5,21072,0.08984375,31.0,0.12109375,8.258064516129032,3.49162816199608,0.42281434774171284,0.05859375,3.337777960976379
2,256,1.5,4,0.2,7.5,20329,0.08203125,28.0,0.109375,9.142857142857142,3.719776161797582,0.40685051769661057,0.0625,3.242996746266264
2,256,1.5,5,0.2,7.5,21171,0.07421875,31.0,0.12109375,8.258064516129032,2.3136027196182076,0.28016282932876735,0.046875,3.392735306107246
2,256,1.5,6,0.2,7.5,20041,0.09765625,29.0,0.11328125,8.827586206896552,3.913451299065133,0.4433206549722221,0.07421875,3.2662178252888743
2,256,1.5,7,0.2,7.5,20381,0.09375,29.0,0.11328125,8.827586206896552,3.8869273878515456,0.4403159931550579,0.06640625,3.267274560495986
2,256,1.5,0,0.4,3.75,10973,0.10546875,19.0,0.07421875,13.473684210526315,4.134176186664312,0.3068333888539919,0.078125,2.8826109854889963
2,256,1.5,1,0.4,3.75,11565,0.1171875,22.0,0.0859375,11.636363636363637,4.118091510147681,0.35389848915331634,0.06640625,3.0113167602305513
2,256,1.5,2,0.4,3.75,11314,0.125,18.0,0.0703125,14.222222222222221,5.028314888437671,0.35355339059327373,0.08984375,2.8108938671895802
2,256,1.5,3,0.4,3.75,11532,0.10546875,20.0,0.078125,12.8,4.632493928760188,0.3619135881843897,0.07421875,2.917462860199994
2,256,1.5,4,0.4,3.75,11431,0.12109375,19.0,0.07421875,13.473684210526315,4.40536062270349,0.32696035871627466,0.0703125,2.8775937582814755
2,256,1.5,5,0.4,3.75,11216,0.13671875,18.0,0.0703125,14.222222222222221,5.573304979548645,0.3918730063745141,0.0859375,2.7959567362393765
2,256,1.5,6,0.4,3.75,11473,0.1171875,18.0,0.0703125,14.222222222222221,3.7498971179302676,0.26366464110447196,0.078125,2.8479329480600564
2,256,1.5,7,0.4,3.75,11880,0.11328125,22.0,0.0859375,11.636363636363637,4.205466729534683,0.3614072970693868,0.07421875,3.007572747679014
2,256,1.5,0,0.6,2.5,6620,0.1484375,14.0,0.0546875,18.285714285714285,6.507452556531642,0.3558763116853242,0.1015625,2.5582707744079323
2,256,1.5,1,0.6,2.5,6836,0.1484375,15.0,0.05859375,17.066666666666666,6.423567717571149,0.37638092095143455,0.09765625,2.6165953997142823
2,256,1.5,2,0.6,2.5,6761,0.1484375,16.0,0.0625,16.0,7.365459931328117,0.46034124570800733,0.09375,2.6293883615540223
2,256,1.5,3,0.6,2.5,6897,0.17578125,14.0,0.0546875,18.285714285714285,6.765760134979781,0.3700025073817068,0.1015625,2.5499174999677234
2,256,1.5,4,0.6,2.5,6825,0.14453125,14.0,0.0546875,18.285714285714285,5.4040800912507825,0.29553562999027716,0.09765625,2.584917968010414
2,256,1.5,5,0.6,2.5,7237,0.140625,15.0,0.05859375,17.066666666666666,6.647973793236218,0.38952971444743467,0.1015625,2.61442377588552
2,256,1.5,6,0.6,2.5,6821,0.15234375,15.0,0.05859375,17.066666666666666,6.717803873952327,0.3936213207393942,0.09765625,2.6014523812030927
2,256,1.5,7,0.6,2.5,6697,0.15234375,15.0,0.05859375,17.066666666666666,7.370813312578801,0.4318835925339141,0.1015625,2.5876494142982844
2,256,1.5,0,0.8,1.875,4492,0.18359375,11.0,0.04296875,23.272727272727273,8.801765412697915,0.3782008575768635,0.125,2.3045325985312397
2,256,1.5,1,0.8,1.875,4786,0.19921875,12.0,0.046875,21.333333333333332,8.478731561317936,0.39744054193677825,0.12109375,2.3905675711239924
2,256,1.5,2,0.8,1.875,4617,0.17578125,12.0,0.046875,21.333333333333332,8.778129388175795,0.4114748150707404,0.109375,2.364755776535869
2,256,1.5,3,0.8,1.875,4834,0.18359375,13.0,0.05078125,19.692307692307693,10.18584700896007,0.5172500434237536,0.1328125,2.386933478325865
2,256,1.5,4,0.8,1.875,4561,0.17578125,12.0,0.046875,21.333333333333332,9.222556888171281,0.43230735413302884,0.12890625,2.3576064993274986
2,256,1.5,5,0.8,1.875,4552,0.1875,11.0,0.04296875,23.272727272727273,7.47226275928528,0.32107379043803935,0.125,2.3213802105310832
2,256,1.5,6,0.8,1.875,4630,0.18359375,15.0,0.05859375,17.066666666666666,10.981600773819615,0.643453170340993,0.12109375,2.450780422433008
2,256,1.5,7,0.8,1.875,4668,0.19140625,12.0,0.046875,21.333333333333332,8.768630958643937,0.4110295761864346,0.12109375,2.3688126969491243
2,256,2.0,0,0.2,10.0,25494,0.0703125,41.0,0.16015625,6.2439024390243905,2.4473030233387183,0.3919508748315916,0.04296875,3.6326005970086737
2,256,2.0,1,0.2,10.0,25923,0.0703125,42.0,0.1640625,6.095238095238095,2.2867061340081847,0.3751627251107178,0.05078125,3.6662311554720923
2,256,2.0,2,0.2,10.0,25414,0.06640625,37.0,0.14453125,6.918918918918919,3.0613402680311608,0.4424593356138787,0.046875,3.5115374765437286
2,256,2.0,3,0.2,10.0,25794,0.078125,42.0,0.1640625,6.095238095238095,3.069120579870861,0.5035275951350632,0.046875,3.6004265180323234
2,256,2.0,4,0.2,10.0,25065,0.0703125,39.0,0.15234375,6.564102564102564,2.9246509482274607,0.44555229289402726,0.0546875,3.5605157811840873
2,256,2.0,5,0.2,10.0,25782,0.0703125,43.0,0.16796875,5.953488372093023,2.4585256346795368,0.41295547770007845,0.046875,3.67177595364827
2,256,2.0,6,0.2,10.0,24747,0.078125,39.0,0.15234375,6.564102564102564,3.1524908490879353,0.48026227779074016,0.0546875,3.550831199300322
2,256,2.0,7,0.2,10.0,24975,0.078125,39.0,0.15234375,6.564102564102564,3.0110469411466,0.4587141824403024,0.05078125,3.5508343312768553
2,256,2.0,0,0.4,5.0,15558,0.09765625,22.0,0.0859375,11.636363636363637,3.7844833266361175,0.32522903588279134,0.06640625,3.027367426434739
2,256,2.0,1,0.4,5.0,16112,0.11328125,24.0,0.09375,10.666666666666666,3.6476781047065483,0.3419698223162389,0.0625,3.11293945927609
2,256,2.0,2,0.4,5.0,15370,0.109375,22.0,0.0859375,11.636363636363637,3.4317429251230678,0.29491540762776364,0.078125,3.0476048829424958
2,256,2.0,3,0.4,5.0,16282,0.09765625,23.0,0.08984375,11.130434782608695,3.0829735480410148,0.27698590470680995,0.0625,3.089800928196168
2,256,2.0,4,0.4,5.0,15474,0.1015625,24.0,0.09375,10.666666666666666,3.009245014211298,0.2821167200823092,0.07421875,3.135104576382905
2,256,2.0,5,0.4,5.0,15507,0.11328125,22.0,0.0859375,11.636363636363637,4.2484805256537905,0.3651037951733726,0.07421875,3.0192685897847866
2,256,2.0,6,0.4,5.0,15709,0.1015625,23.0,0.08984375,11.130434782608695,3.2611594074085524,0.2929947905093621,0.0625,3.0874206426914563
2,256,2.0,7,0.4,5.0,16537,0.0859375,26.0,0.1015625,9.846153846153847,3.3361920680309907,0.33883200690939747,0.0625,3.186880932816755
2,256,2.0,0,0.6,3.3333333333333335,8335,0.1328125,17.0,0.06640625,15.058823529411764,7.074981506816771,0.4698229906870512,0.09765625,2.678813906060095
2,256,2.0,1,0.6,3.3333333333333335,8645,0.12890625,18.0,0.0703125,14.222222222222221,5.148414594756931,0.3619979011938467,0.08203125,2.809879329750339
2,256,2.0,2,0.6,3.3333333333333335,8515,0.14453125,17.0,0.06640625,15.058823529411764,5.815502489394382,0.38618571218634573,0.09765625,2.744774061567871
2,256,2.0,3,0.6,3.3333333333333335,8457,0.1640625,16.0,0.0625,16.0,6.020797289396148,0.37629983058725924,0.09765625,2.6841796876542006
2,256,2.0,4,0.6,3.3333333333333335,8612,0.1328125,16.0,0.0625,16.0,4.911720676097125,0.3069825422560703,0.0859375,2.7185490227962976
2,256,2.0,5,0.6,3.3333333333333335,8925,0.1328125,18.0,0.0703125,14.222222222222221,4.995059287330894,0.3512151061404535,0.08203125,2.809118000088637
2,256,2.0,6,0.6,3.3333333333333335,8490,0.1484375,17.0,0.06640625,15.058823529411764,5.734011923039925,0.38077422926437005,0.09765625,2.7405819492657377
2,256,2.0,7,0.6,3.3333333333333335,8362,0.1484375,17.0,0.06640625,15.058823529411764,5.5674536183418315,0.36971371684301224,0.08984375,2.7434564708738227
2,256,2.0,0,0.8,2.5,5035,0.1796875,15.0,0.05859375,17.066666666666666,9.608792270045642,0.5630151720729869,0.125,2.497913279608422
2,256,2.0,1,0.8,2.5,5059,0.19921875,13.0,0.05078125,19.692307692307693,9.530393610279898,0.483965300522026,0.12109375,2.4109704701359944
2,256,2.0,2,0.8,2.5,5064,0.17578125,13.0,0.05078125,19.692307692307693,8.6503411705472,0.43927513756685,0.1171875,2.4275560966416925
2,256,2.0,3,0.8,2.5,5351,0.1640625,13.0,0.05078125,19.692307692307693,8.452442663647505,0.4292256040133498,0.109375,2.4407032396914765
2,256,2.0,4,0.8,2.5,5051,0.17578125,13.0,0.05078125,19.692307692307693,10.223537062053015,0.5191639914323797,0.12890625,2.3815842084242873
2,256,2.0,5,0.8,2.5,4998,0.1796875,12.0,0.046875,21.333333333333332,7.442371187255369,0.34886114940259544,0.12890625,2.4080649848652733
2,256,2.0,6,0.8,2.5,5173,0.1796875,15.0,0.05859375,17.066666666666666,10.311590027192164,0.6041947281557909,0.11328125,2.479998481373406
2,256,2.0,7,0.8,2.5,5146,0.171875,12.0,0.046875,21.333333333333332,8.319989316232457,0.38999949919839644,0.12890625,2.3888259673091365
2,512,0.5,0,0.2,2.5,28358,nan,19.0,0.037109375,26.94736842105263,6.80923277392755,0.2526863724699677,0.080078125,2.9075466077341607
2,512,0.5,1,0.2,2.5,27696,nan,21.0,0.041015625,24.38095238095238,8.532716814463472,0.34997471309322836,0.068359375,2.961462778218723
2,512,0.5,2,0.2,2.5,27335,nan,19.0,0.037109375,26.94736842105263,6.707997459517818,0.24892959322429406,0.068359375,2.904463671858987
2,512,0.5,3,0.2,2.5,27485,nan,23.0,0.044921875,22.26086956521739,11.085507151640549,0.4979817665776028,0.076171875,2.9637380507785354
2,512,0.5,4,0.2,2.5,27671,nan,21.0,0.041015625,24.38095238095238,8.079817244964032,0.3313987541879779,0.0703125,2.9645593851864485
2,512,0.5,5,0.2,2.5,27453,nan,23.0,0.044921875,22.26086956521739,9.395731645641003,0.42207388251902944,0.076171875,3.0301834544113473
2,512,0.5,6,0.2,2.5,28454,nan,20.0,0.0390625,25.6,8.027452896155792,0.31357237875608557,0.078125,2.9340799319441575
2,512,0.5,7,0.2,2.5,28339,nan,20.0,0.0390625,25.6,7.559100475585703,0.2952773623275665,0.06640625,2.935075880571269
2,512,0.5,0,0.4,1.25,20130,nan,16.0,0.03125,32.0,10.246950765959598,0.32021721143623744,0.080078125,2.703974028503259
2,512,0.5,1,0.4,1.25,19963,nan,19.0,0.037109375,26.94736842105263,11.655013306730087,0.4325102594294368,0.08203125,2.8128541394398163
2,512,0.5,2,0.4,1.25,19906,nan,18.0,0.03515625,28.444444444444443,11.576903357894317,0.4070005086759721,0.07421875,2.7616323960327787
2,512,0.5,3,0.4,1.25,20599,nan,17.0,0.033203125,30.11764705882353,10.402954065418017,0.3454105842033326,0.08203125,2.755401166181024
2,512,0.5,4,0.4,1.25,20968,nan,18.0,0.03515625,28.444444444444443,10.786937688304223,0.37922827810444537,0.076171875,2.7909534018743702
2,512,0.5,5,0.4,1.25,20522,nan,17.0,0.033203125,30.11764705882353,8.730489865247954,0.289879546307061,0.08203125,2.7773306423081077
2,512,0.5,6,0.4,1.25,20211,nan,19.0,0.037109375,26.94736842105263,13.355360383364017,0.4956090767263991,0.076171875,2.7730447979455883
2,512,0.5,7,0.4,1.25,20575,nan,17.0,0.033203125,30.11764705882353,9.688576371723899,0.3216910123423951,0.08203125,2.7636202353119144
2,512,0.5,0,0.6,0.8333333333333334,16490,nan,15.0,0.029296875,34.13333333333333,10.493595930640533,0.30742956828048434,0.0859375,2.6403092568681363
2,512,0.5,1,0.6,0.8333333333333334,17299,nan,16.0,0.03125,32.0,12.057155551787494,0.3767861109933592,0.087890625,2.675197949535998
2,512,0.5,2,0.6,0.8333333333333334,17407,nan,16.0,0.03125,32.0,11.565033506220377,0.3614072970693868,0.091796875,2.6830667503914842
2,512,0.5,3,0.6,0.8333333333333334,16978,nan,17.0,0.033203125,30.11764705882353,11.866325824842114,0.3939990996529608,0.08984375,2.7271437040423927
2,512,0.5,4,0.6,0.8333333333333334,16598,nan,17.0,0.033203125,30.11764705882353,15.6087545304896,0.5182594277701625,0.091796875,2.637732096979597
2,512,0.5,5,0.6,0.8333333333333334,16973,nan,16.0,0.03125,32.0,12.762249018100219,0.39882028181563184,0.087890625,2.667787182486997
2,512,0.5,6,0.6,0.8333333333333334,16405,nan,16.0,0.03125,32.0,10.216408370851275,0.31926276158910233,0.08203125,2.6952712385056232
2,512,0.5,7,0.6,0.8333333333333334,17116,nan,16.0,0.03125,32.0,10.982941318244398,0.34321691619513744,0.087890625,2.6986407695873154
2,512,0.5,0,0.8,0.625,15227,nan,14.0,0.02734375,36.57142857142857,10.827968320935542,0.2960772587755812,0.09375,2.5795000349337522
2,512,0.5,1,0.8,0.625,14675,nan,15.0,0.029296875,34.13333333333333,11.230118234264301,0.32900737014446196,0.09375,2.6390758523105764
2,512,0.5,2,0.8,0.625,14548,nan,17.0,0.033203125,30.11764705882353,17.176873484396452,0.570325877411601,0.09765625,2.6116489663520746
2,512,0.5,3,0.8,0.625,14892,nan,16.0,0.03125,32.0,15.0996688705415,0.47186465220442186,0.09765625,2.6164911805481963
2,512,0.5,4,0.8,0.625,14301,nan,15.0,0.029296875,34.13333333333333,10.868098065234577,0.31840131050491927,0.08984375,2.6428059244585427
2,512,0.5,5,0.8,0.625,14925,nan,15.0,0.029296875,34.13333333333333,13.114199259665924,0.3842050564355251,0.09375,2.605059399633049
2,512,0.5,6,0.8,0.625,14538,nan,15.0,0.029296875,34.13333333333333,12.85750969494309,0.37668485434403587,0.091796875,2.6151797645204615
2,512,0.5,7,0.8,0.625,15148,nan,16.0,0.03125,32.0,12.908330643425586,0.40338533260704956,0.08984375,2.6592193763263863
2,512,1.0,0,0.2,5.0,54309,nan,30.0,0.05859375,17.066666666666666,7.037676384211545,0.4123638506373952,0.056640625,3.2909408919976353
2,512,1.0,1,0.2,5.0,52325,nan,28.0,0.0546875,18.285714285714285,5.854529033498906,0.32016955651947143,0.056640625,3.268563843075068
2,512,1.0,2,0.2,5.0,52197,nan,30.0,0.05859375,17.066666666666666,5.48290271865389,0.3212638311711264,0.060546875,3.3476348263212277
2,512,1.0,3,0.2,5.0,52705,nan,33.0,0.064453125,15.515151515151516,7.122823802147368,0.4590882528727796,0.052734375,3.3615455634420512
2,512,1.0,4,0.2,5.0,53178,nan,30.0,0.05859375,17.066666666666666,5.359933664597808,0.3140586131600278,0.048828125,3.3425807114306636
2,512,1.0,5,0.2,5.0,52280,nan,28.0,0.0546875,18.285714285714285,6.534836006561531,0.35737384410883377,0.060546875,3.2581470328416544
2,512,1.0,6,0.2,5.0,54137,nan,31.0,0.060546875,16.516129032258064,5.482352731010806,0.33193932551041994,0.048828125,3.363631614115914
2,512,1.0,7,0.2,5.0,54132,nan,31.0,0.060546875,16.516129032258064,6.4751184706657785,0.3920481886535921,0.0546875,3.3396394031863443
2,512,1.0,0,0.4,2.5,30131,nan,20.0,0.0390625,25.6,7.28285658241325,0.28448658525051757,0.07421875,2.9446071089254184
2,512,1.0,1,0.4,2.5,30253,nan,24.0,0.046875,21.333333333333332,9.181805680559547,0.4303971412762288,0.060546875,3.0492105970309513
2,512,1.0,2,0.4,2.5,30541,nan,22.0,0.04296875,23.272727272727273,7.392759468695264,0.31765763342049963,0.060546875,3.0195830590411665
2,512,1.0,3,0.4,2.5,30426,nan,23.0,0.044921875,22.26086956521739,8.32605857640753,0.374022162612057,0.064453125,3.052417166578467
2,512,1.0,4,0.4,2.5,31414,nan,22.0,0.04296875,23.272727272727273,8.85325732650171,0.38041340074812036,0.068359375,2.9911567241597865
2,512,1.0,5,0.4,2.5,31372,nan,21.0,0.041015625,24.38095238095238,7.134598400124968,0.29263001250512566,0.07421875,2.991921596764911
2,512,1.0,6,0.4,2.5,30309,nan,22.0,0.04296875,23.272727272727273,8.24721340366671,0.35437245093880393,0.060546875,2.9987974866052194
2,512,1.0,7,0.4,2.5,31060,nan,21.0,0.041015625,24.38095238095238,7.791791715683215,0.31958520708856936,0.076171875,2.980548588227073
2,512,1.0,0,0.6,1.6666666666666667,20777,nan,18.0,0.03515625,28.444444444444443,9.855749716238527,0.34649120096151076,0.07421875,2.8067754074215974
2,512,1.0,1,0.6,1.6666666666666667,21582,nan,18.0,0.03515625,28.444444444444443,11.101662649362343,0.3902928275166449,0.08984375,2.7923707301085603
2,512,1.0,2,0.6,1.6666666666666667,21923,nan,18.0,0.03515625,28.444444444444443,9.776515069981748,0.34370560792904586,0.076171875,2.8103225103899487
2,512,1.0,3,0.6,1.6666666666666667,21568,nan,18.0,0.03515625,28.444444444444443,10.457438725202172,0.3676443301828889,0.0859375,2.7966430853888107
2,512,1.0,4,0.6,1.6666666666666667,21139,nan,18.0,0.03515625,28.444444444444443,10.807519101801415,0.379951843422706,0.07421875,2.79048476963306
2,512,1.0,5,0.6,1.6666666666666667,21494,nan,18.0,0.03515625,28.444444444444443,11.1665284679121,0.39257326645003476,0.080078125,2.783396103247884
2,512,1.0,6,0.6,1.6666666666666667,21007,nan,17.0,0.033203125,30.11764705882353,6.497803727968184,0.2157473894051936,0.076171875,2.8035398457628364
2,512,1.0,7,0.6,1.6666666666666667,21610,nan,18.0,0.03515625,28.444444444444443,10.409516064224984,0.3659595491329096,0.078125,2.7955803176373024
2,512,1.0,0,0.8,1.25,16755,nan,16.0,0.03125,32.0,12.589678312014172,0.3934274472504429,0.09375,2.661459594589641
2,512,1.0,1,0.8,1.25,16436,nan,15.0,0.029296875,34.13333333333333,7.031990393116937,0.20601534354834775,0.0859375,2.6837182516782727
2,512,1.0,2,0.8,1.25,16175,nan,17.0,0.033203125,30.11764705882353,15.97381074627421,0.530380434934886,0.087890625,2.635564271675029
2,512,1.0,3,0.8,1.25,16491,nan,16.0,0.03125,32.0,14.142135623730951,0.4419417382415922,0.087890625,2.625863930391689
2,512,1.0,4,0.8,1.25,16087,nan,16.0,0.03125,32.0,9.212762886344139,0.28789884019825435,0.080078125,2.7134950845520516
2,512,1.0,5,0.8,1.25,16496,nan,16.0,0.03125,32.0,12.429802894656053,0.38843134045800165,0.091796875,2.6722186186158865
2,512,1.0,6,0.8,1.25,15894,nan,16.0,0.03125,32.0,14.543039572248986,0.4544699866327808,0.08984375,2.62542339089587
2,512,1.0,7,0.8,1.25,16874,nan,18.0,0.03515625,28.444444444444443,13.250669677928745,0.46584385586468247,0.08203125,2.736140613561794
2,512,1.5,0,0.2,7.5,83880,nan,43.0,0.083984375,11.906976744186046,4.777923814399236,0.4012709453499359,0.041015625,3.6715652887158474
2,512,1.5,1,0.2,7.5,82799,nan,43.0,0.083984375,11.906976744186046,3.969734063428291,0.33339563423323537,0.0390625,3.696561224357452
2,512,1.5,2,0.2,7.5,81345,nan,41.0,0.080078125,12.487804878048781,4.317417651958126,0.34573071041070935,0.0390625,3.651668780410231
2,512,1.5,3,0.2,7.5,81891,nan,40.0,0.078125,12.8,4.723346271447817,0.3690114274568607,0.0390625,3.6162351485265076
2,512,1.5,4,0.2,7.5,84054,nan,43.0,0.083984375,11.906976744186046,5.134534029211763,0.43122063135958166,0.044921875,3.664179184299131
2,512,1.5,5,0.2,7.5,80940,nan,42.0,0.08203125,12.19047619047619,5.469561204817314,0.4486749425826703,0.046875,3.62392840801392
2,512,1.5,6,0.2,7.5,81561,nan,42.0,0.08203125,12.19047619047619,4.457407399556786,0.3656467007448926,0.044921875,3.6690418611577806
2,512,1.5,7,0.2,7.5,80935,nan,42.0,0.08203125,12.19047619047619,5.1280651472260965,0.42066159410839077,0.044921875,3.646830386739053
2,512,1.5,0,0.4,3.75,44148,nan,27.0,0.052734375,18.962962962962962,6.002971372156005,0.31656294345353936,0.060546875,3.2365038306584375
2,512,1.5,1,0.4,3.75,44411,nan,30.0,0.05859375,17.066666666666666,7.873725646449435,0.4613511120966466,0.05078125,3.253966936469259
2,512,1.5,2,0.4,3.75,45395,nan,27.0,0.052734375,18.962962962962962,6.426112709421133,0.3388770374108801,0.056640625,3.2172902780620616
2,512,1.5,3,0.4,3.75,44536,nan,26.0,0.05078125,19.692307692307693,7.719950332488848,0.3920287278216993,0.060546875,3.1579407849830696
2,512,1.5,4,0.4,3.75,45772,nan,27.0,0.052734375,18.962962962962962,6.795867379744304,0.35837581885370356,0.060546875,3.213134170309081
2,512,1.5,5,0.4,3.75,45283,nan,24.0,0.046875,21.333333333333332,5.90668171555645,0.27687570541670864,0.06640625,3.1381406625717867
2,512,1.5,6,0.4,3.75,44449,nan,27.0,0.052734375,18.962962962962962,5.934715703393865,0.31296352342116085,0.056640625,3.232005058526456
2,512,1.5,7,0.4,3.75,46119,nan,26.0,0.05078125,19.692307692307693,6.508983323478824,0.330534309395409,0.0546875,3.1922269179883256
2,512,1.5,0,0.6,2.5,26650,nan,20.0,0.0390625,25.6,7.709734106958554,0.3011614885530685,0.07421875,2.9331997562699903
2,512,1.5,1,0.6,2.5,26642,nan,22.0,0.04296875,23.272727272727273,9.511628376895583,0.4087027818197321,0.06640625,2.98813041164663
2,512,1.5,2,0.6,2.5,27349,nan,20.0,0.0390625,25.6,8.822698000045111,0.34463664062676214,0.078125,2.9216171930332004
2,512,1.5,3,0.6,2.5,27324,nan,20.0,0.0390625,25.6,8.685620300243386,0.33928204297825726,0.07421875,2.9192621868931234
2,512,1.5,4,0.6,2.5,26472,nan,21.0,0.041015625,24.38095238095238,9.136406454536397,0.3747354209868444,0.06640625,2.9466699258132603
2,512,1.5,5,0.6,2.5,27117,nan,19.0,0.037109375,26.94736842105263,8.062085953206992,0.29917897091979073,0.078125,2.8932322493254232
2,512,1.5,6,0.6,2.5,26693,nan,19.0,0.037109375,26.94736842105263,6.549195886443066,0.24303656609847316,0.078125,2.9092266823665764
2,512,1.5,7,0.6,2.5,27291,nan,21.0,0.041015625,24.38095238095238,9.584094912063774,0.3930976428776158,0.0703125,2.934487627103733
2,512,1.5,0,0.8,1.875,18537,nan,16.0,0.03125,32.0,12.036403117210723,0.3761375974128351,0.0859375,2.673739720665225
2,512,1.5,1,0.8,1.875,18217,nan,17.0,0.033203125,30.11764705882353,10.626727419113488,0.3528405588377525,0.083984375,2.7433690756217914
2,512,1.5,2,0.8,1.875,18031,nan,18.0,0.03515625,28.444444444444443,14.040505776827835,0.4936115312166036,0.083984375,2.727973798116241
2,512,1.5,3,0.8,1.875,18281,nan,18.0,0.03515625,28.444444444444443,12.024152648464684,0.42272411654758657,0.08203125,2.7582574393547166
2,512,1.5,4,0.8,1.875,17769,nan,16.0,0.03125,32.0,8.306623862918075,0.25958199571618984,0.0859375,2.7290334253585216
2,512,1.5,5,0.8,1.875,18456,nan,17.0,0.033203125,30.11764705882353,11.276640889812244,0.3744197170445472,0.083984375,2.7407345146222095
2,512,1.5,6,0.8,1.875,17835,nan,17.0,0.033203125,30.11764705882353,13.503299609577683,0.448351744849259,0.099609375,2.7016461574838218
2,512,1.5,7,0.8,1.875,18627,nan,16.0,0.03125,32.0,9.394147114027968,0.293567097313374,0.083984375,2.712544508827327
2,512,2.0,0,0.2,10.0,102269,nan,60.0,0.1171875,8.533333333333333,3.9894304801005815,0.4675113843867869,0.03515625,3.983822390072661
2,512,2.0,1,0.2,10.0,101000,nan,61.0,0.119140625,8.39344262295082,3.972358132388591,0.47326923061660947,0.037109375,4.000117460540716
2,512,2.0,2,0.2,10.0,101428,nan,60.0,0.1171875,8.533333333333333,3.9936060007077425,0.4680007032079386,0.033203125,3.9805551037392295
2,512,2.0,3,0.2,10.0,100708,nan,58.0,0.11328125,8.827586206896552,4.464951368752742,0.5057952722415215,0.041015625,3.9274243513704334
2,512,2.0,4,0.2,10.0,102814,nan,57.0,0.111328125,8.982456140350877,4.281708250958015,0.4766745513761853,0.0390625,3.9286334556366356
2,512,2.0,5,0.2,10.0,100783,nan,60.0,0.1171875,8.533333333333333,4.7730726185783325,0.5593444474896484,0.041015625,3.9430045221817633
2,512,2.0,6,0.2,10.0,100880,nan,58.0,0.11328125,8.827586206896552,3.9354180036252857,0.4458090707231769,0.037109375,3.9554583470520894
2,512,2.0,7,0.2,10.0,99624,nan,58.0,0.11328125,8.827586206896552,4.271549549392257,0.48388647239209165,0.0390625,3.948470110140273
2,512,2.0,0,0.4,5.0,61103,nan,33.0,0.064453125,15.515151515151516,4.81865825736642,0.31057758299432003,0.048828125,3.4426958745396545
2,512,2.0,1,0.4,5.0,62470,nan,32.0,0.0625,16.0,5.460082416960389,0.3412551510600243,0.046875,3.3953792344323035
2,512,2.0,2,0.4,5.0,62583,nan,33.0,0.064453125,15.515151515151516,4.573449146787934,0.29477308953906606,0.044921875,3.4487661511283814
