d,N,p_frw,rep,t_center,H_local,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width_ratio,layer_entropy
2,512,2.0,3,0.4,5.0,61182,nan,32.0,0.0625,16.0,6.786935980249114,0.4241834987655696,0.056640625,3.3566602453982965
2,512,2.0,4,0.4,5.0,63293,nan,32.0,0.0625,16.0,4.879805323985784,0.3049878327491115,0.048828125,3.4088359266114363
2,512,2.0,5,0.4,5.0,62974,nan,33.0,0.064453125,15.515151515151516,5.193942929881049,0.3347658529024895,0.046875,3.4288012771214658
2,512,2.0,6,0.4,5.0,61894,nan,32.0,0.0625,16.0,5.062114182829147,0.31638213642682167,0.048828125,3.396869576173303
2,512,2.0,7,0.4,5.0,63556,nan,34.0,0.06640625,15.058823529411764,5.5409766418320805,0.3679554801216616,0.052734375,3.4492929931073357
2,512,2.0,0,0.6,3.3333333333333335,33333,nan,22.0,0.04296875,23.272727272727273,7.155302027688141,0.3074543840022248,0.068359375,3.031989716544735
2,512,2.0,1,0.6,3.3333333333333335,32794,nan,23.0,0.044921875,22.26086956521739,8.32605857640753,0.374022162612057,0.060546875,3.0402123692547764
2,512,2.0,2,0.6,3.3333333333333335,34328,nan,24.0,0.046875,21.333333333333332,9.136313382443829,0.4282646898020545,0.072265625,3.052552065157049
2,512,2.0,3,0.6,3.3333333333333335,34347,nan,23.0,0.044921875,22.26086956521739,6.016046595162032,0.2702520931420444,0.05859375,3.08960624839754
2,512,2.0,4,0.6,3.3333333333333335,32955,nan,22.0,0.04296875,23.272727272727273,6.246321231382503,0.26839661541096693,0.056640625,3.039846667951737
2,512,2.0,5,0.6,3.3333333333333335,33898,nan,23.0,0.044921875,22.26086956521739,9.62883979332897,0.4325455375909498,0.0703125,3.0047913666147568
2,512,2.0,6,0.6,3.3333333333333335,33318,nan,22.0,0.04296875,23.272727272727273,8.236183020295364,0.3538984891533164,0.0703125,3.01120496200748
2,512,2.0,7,0.6,3.3333333333333335,33839,nan,24.0,0.046875,21.333333333333332,7.945998294040145,0.3724686700331318,0.060546875,3.080951791743765
2,512,2.0,0,0.8,2.5,20425,nan,17.0,0.033203125,30.11764705882353,11.234832143258627,0.37303153600663413,0.083984375,2.7375877356090457
2,512,2.0,1,0.8,2.5,20265,nan,17.0,0.033203125,30.11764705882353,9.336092852890093,0.3099874580061164,0.087890625,2.7688229110739138
2,512,2.0,2,0.8,2.5,19848,nan,19.0,0.037109375,26.94736842105263,11.980131289195924,0.444575184560005,0.07421875,2.8063650741429003
2,512,2.0,3,0.8,2.5,20275,nan,17.0,0.033203125,30.11764705882353,9.125802803951496,0.303005171224952,0.078125,2.766756105906245
2,512,2.0,4,0.8,2.5,19921,nan,18.0,0.03515625,28.444444444444443,11.156573658721083,0.3922232926894131,0.0859375,2.781349918471439
2,512,2.0,5,0.8,2.5,20365,nan,19.0,0.037109375,26.94736842105263,12.991793702222493,0.48211734441841286,0.0859375,2.7758810672659058
2,512,2.0,6,0.8,2.5,19804,nan,18.0,0.03515625,28.444444444444443,12.650086614645161,0.44472960754611895,0.083984375,2.7571647313014735
2,512,2.0,7,0.8,2.5,20533,nan,19.0,0.037109375,26.94736842105263,13.012033637774755,0.48286843577679756,0.083984375,2.779521049142509
3,128,0.5,0,0.2,2.5,418,0.4375,4.0,0.03125,32.0,11.575836902790225,0.36174490321219455,0.34375,1.3126377160958733
3,128,0.5,1,0.2,2.5,521,0.515625,4.0,0.03125,32.0,15.297058540778355,0.4780330793993236,0.34375,1.2329388072001388
3,128,0.5,2,0.2,2.5,383,0.515625,4.0,0.03125,32.0,17.014699527173555,0.5317093602241736,0.390625,1.193012660391809
3,128,0.5,3,0.2,2.5,458,0.5,4.0,0.03125,32.0,13.982131454109563,0.43694160794092385,0.328125,1.2623578123254526
3,128,0.5,4,0.2,2.5,480,0.5,4.0,0.03125,32.0,10.677078252031311,0.3336586953759785,0.359375,1.3264151817252765
3,128,0.5,5,0.2,2.5,475,0.453125,5.0,0.0390625,25.6,14.677874505527019,0.5733544728721491,0.328125,1.4019037423467013
3,128,0.5,6,0.2,2.5,386,0.46875,4.0,0.03125,32.0,16.32482771731451,0.5101508661660784,0.3828125,1.2201124613436012
3,128,0.5,7,0.2,2.5,429,0.4921875,4.0,0.03125,32.0,15.921683328090658,0.4975526040028331,0.390625,1.2330357106509338
3,128,0.5,0,0.4,1.25,176,0.59375,4.0,0.03125,32.0,24.01041440708594,0.7503254502214356,0.515625,1.0543403992797502
3,128,0.5,1,0.4,1.25,275,0.546875,4.0,0.03125,32.0,19.013153341831543,0.5941610419322357,0.390625,1.1512315838953415
3,128,0.5,2,0.4,1.25,229,0.5625,4.0,0.03125,32.0,19.300259065618782,0.6031330958005869,0.390625,1.146509234752501
3,128,0.5,3,0.4,1.25,251,0.5,4.0,0.03125,32.0,19.912307751739878,0.6222596172418712,0.3984375,1.1229747465286817
3,128,0.5,4,0.4,1.25,240,0.5703125,4.0,0.03125,32.0,19.6596032513375,0.6143626016042969,0.421875,1.1110859996898375
3,128,0.5,5,0.4,1.25,226,0.5546875,3.0,0.0234375,42.666666666666664,15.369522511198006,0.3602231838562033,0.4296875,1.0254445627773359
3,128,0.5,6,0.4,1.25,227,0.515625,4.0,0.03125,32.0,21.17781858454737,0.6618068307671053,0.453125,1.0868130016143513
3,128,0.5,7,0.4,1.25,224,0.578125,4.0,0.03125,32.0,19.987496091306685,0.6246092528533339,0.4453125,1.1566522194272242
3,128,0.5,0,0.6,0.8333333333333334,172,0.5859375,4.0,0.03125,32.0,25.367301787931645,0.7927281808728639,0.453125,0.9905479909519557
3,128,0.5,1,0.6,0.8333333333333334,183,0.59375,4.0,0.03125,32.0,25.602734228984215,0.8000854446557567,0.4921875,1.002453942121312
3,128,0.5,2,0.6,0.8333333333333334,168,0.609375,3.0,0.0234375,42.666666666666664,20.270394394014364,0.4750873686097117,0.4921875,0.96734752133675
3,128,0.5,3,0.6,0.8333333333333334,160,0.6015625,4.0,0.03125,32.0,25.129663746258124,0.7853019920705664,0.4765625,0.9991022819241496
3,128,0.5,4,0.6,0.8333333333333334,156,0.5703125,3.0,0.0234375,42.666666666666664,21.561282171728305,0.5053425508998822,0.515625,0.9513922630451135
3,128,0.5,5,0.6,0.8333333333333334,145,0.6640625,3.0,0.0234375,42.666666666666664,26.386023236217735,0.6184224195988532,0.5234375,0.845246767807516
3,128,0.5,6,0.6,0.8333333333333334,165,0.5546875,3.0,0.0234375,42.666666666666664,20.270394394014364,0.4750873686097117,0.4921875,0.96734752133675
3,128,0.5,7,0.6,0.8333333333333334,182,0.59375,4.0,0.03125,32.0,24.40286868382486,0.7625896463695269,0.4921875,1.0467351407409977
3,128,0.5,0,0.8,0.625,120,0.6328125,3.0,0.0234375,42.666666666666664,27.207025236549146,0.6376646539816206,0.5703125,0.8470102735227538
3,128,0.5,1,0.8,0.625,139,0.6015625,4.0,0.03125,32.0,27.212129648375555,0.8503790515117361,0.515625,0.9452633016334832
3,128,0.5,2,0.8,0.625,115,0.625,3.0,0.0234375,42.666666666666664,25.590796956892312,0.5997843036771636,0.5546875,0.8813822874388505
3,128,0.5,3,0.8,0.625,100,0.6875,3.0,0.0234375,42.666666666666664,28.825143345504614,0.6755892971602644,0.5859375,0.8076830248495193
3,128,0.5,4,0.8,0.625,131,0.6171875,3.0,0.0234375,42.666666666666664,25.037749277618563,0.5868222486941851,0.5390625,0.8869558866958346
3,128,0.5,5,0.8,0.625,146,0.609375,4.0,0.03125,32.0,27.4135003237456,0.85667188511705,0.5546875,0.9698602832615011
3,128,0.5,6,0.8,0.625,134,0.609375,4.0,0.03125,32.0,27.703790354390136,0.8657434485746918,0.5390625,0.937992386804538
3,128,0.5,7,0.8,0.625,95,0.71875,3.0,0.0234375,42.666666666666664,29.634814361190493,0.6945659615904022,0.59375,0.7856352652491524
3,128,1.0,0,0.2,5.0,1424,0.40625,6.0,0.046875,21.333333333333332,10.703062905334882,0.5017060736875726,0.2890625,1.6651110062479468
3,128,1.0,1,0.2,5.0,1700,0.375,6.0,0.046875,21.333333333333332,9.927515074556952,0.46535226911985716,0.28125,1.6766857946240938
3,128,1.0,2,0.2,5.0,1450,0.3671875,7.0,0.0546875,18.285714285714285,11.948870666472278,0.6534538645727027,0.265625,1.6650631168609074
3,128,1.0,3,0.2,5.0,1323,0.3984375,6.0,0.046875,21.333333333333332,9.159087776022725,0.42933223950106525,0.2421875,1.6799201012446976
3,128,1.0,4,0.2,5.0,1523,0.3828125,7.0,0.0546875,18.285714285714285,10.872170051680255,0.594571799701264,0.2421875,1.7161932092713246
3,128,1.0,5,0.2,5.0,1560,0.3515625,7.0,0.0546875,18.285714285714285,8.647283400240887,0.47289831095067353,0.2265625,1.8005574722182673
3,128,1.0,6,0.2,5.0,1455,0.359375,7.0,0.0546875,18.285714285714285,8.955673153518559,0.4897633755830462,0.2421875,1.8180353565695642
3,128,1.0,7,0.2,5.0,1395,0.3828125,7.0,0.0546875,18.285714285714285,10.456908662482915,0.5718621924795344,0.2734375,1.742169143021758
3,128,1.0,0,0.4,2.5,468,0.46875,5.0,0.0390625,25.6,17.118411141224527,0.6686879352040831,0.359375,1.3157523281913
3,128,1.0,1,0.4,2.5,551,0.46875,4.0,0.03125,32.0,11.640446726822816,0.363763960213213,0.3203125,1.3058773625932767
3,128,1.0,2,0.4,2.5,584,0.4375,5.0,0.0390625,25.6,13.74918179383777,0.5370774138217879,0.3203125,1.4128454559422419
3,128,1.0,3,0.4,2.5,575,0.4296875,6.0,0.046875,21.333333333333332,14.22048600513436,0.6665852814906732,0.2890625,1.5187305868606964
3,128,1.0,4,0.4,2.5,497,0.4296875,4.0,0.03125,32.0,13.838352503098047,0.432448515721814,0.3515625,1.2697937855040133
3,128,1.0,5,0.4,2.5,571,0.4453125,4.0,0.03125,32.0,10.88577052853862,0.3401803290168319,0.3359375,1.319384731152253
3,128,1.0,6,0.4,2.5,567,0.4375,5.0,0.0390625,25.6,15.52546295606028,0.6064633967211047,0.34375,1.3595667671778373
3,128,1.0,7,0.4,2.5,552,0.46875,5.0,0.0390625,25.6,15.396103403134184,0.601410289184929,0.3125,1.3589628785178414
3,128,1.0,0,0.6,1.6666666666666667,260,0.546875,4.0,0.03125,32.0,18.748333259252675,0.5858854143516461,0.390625,1.1555017428048509
3,128,1.0,1,0.6,1.6666666666666667,268,0.5078125,4.0,0.03125,32.0,18.708286933869708,0.5846339666834284,0.390625,1.1670733402631785
3,128,1.0,2,0.6,1.6666666666666667,245,0.546875,4.0,0.03125,32.0,19.3778223750761,0.6055569492211281,0.4140625,1.11522444926528
3,128,1.0,3,0.6,1.6666666666666667,233,0.5625,4.0,0.03125,32.0,23.140872930812268,0.7231522790878834,0.4375,1.0598733318140987
3,128,1.0,4,0.6,1.6666666666666667,243,0.5078125,4.0,0.03125,32.0,20.74849392124643,0.6483904350389509,0.4296875,1.092410424741158
3,128,1.0,5,0.6,1.6666666666666667,259,0.546875,4.0,0.03125,32.0,18.66815470259447,0.5833798344560772,0.4296875,1.1790369146507391
3,128,1.0,6,0.6,1.6666666666666667,282,0.5078125,4.0,0.03125,32.0,19.60867155112758,0.6127709859727368,0.390625,1.128012805934736
3,128,1.0,7,0.6,1.6666666666666667,309,0.4921875,4.0,0.03125,32.0,19.300259065618782,0.6031330958005869,0.390625,1.146509234752501
3,128,1.0,0,0.8,1.25,156,0.6171875,3.0,0.0234375,42.666666666666664,18.92675942210452,0.44359592395557473,0.5,0.9902121919223645
3,128,1.0,1,0.8,1.25,148,0.6328125,3.0,0.0234375,42.666666666666664,20.270394394014364,0.4750873686097117,0.4921875,0.96734752133675
3,128,1.0,2,0.8,1.25,148,0.6015625,3.0,0.0234375,42.666666666666664,23.21398046197353,0.5440776670775047,0.515625,0.919083637017533
3,128,1.0,3,0.8,1.25,138,0.6484375,3.0,0.0234375,42.666666666666664,26.948510575210317,0.6316057166064919,0.546875,0.8394529426301041
3,128,1.0,4,0.8,1.25,165,0.5546875,3.0,0.0234375,42.666666666666664,17.55625877635159,0.4114748150707404,0.4765625,1.004176397964046
3,128,1.0,5,0.8,1.25,186,0.5703125,4.0,0.03125,32.0,24.40286868382486,0.7625896463695269,0.4921875,1.0467351407409977
3,128,1.0,6,0.8,1.25,169,0.5703125,4.0,0.03125,32.0,25.446021299998947,0.7951881656249671,0.46875,0.989450936616517
3,128,1.0,7,0.8,1.25,121,0.6484375,3.0,0.0234375,42.666666666666664,24.580932086115496,0.5761155957683319,0.5234375,0.8914513571895005
3,128,1.5,0,0.2,7.5,3057,0.3203125,9.0,0.0703125,14.222222222222221,9.258962958222071,0.6510208329999894,0.2578125,1.981493392629735
3,128,1.5,1,0.2,7.5,3373,0.3046875,10.0,0.078125,12.8,8.518215775618742,0.6654856074702142,0.25,2.0813000455887285
3,128,1.5,2,0.2,7.5,3397,0.25,11.0,0.0859375,11.636363636363637,5.43177063501442,0.4667927889465517,0.15625,2.27559936585747
3,128,1.5,3,0.2,7.5,2466,0.3515625,9.0,0.0703125,14.222222222222221,6.8439393753042195,0.48121448732607797,0.1953125,2.0745503187313323
3,128,1.5,4,0.2,7.5,2840,0.3125,9.0,0.0703125,14.222222222222221,7.913108362117713,0.5563904317114017,0.21875,2.03708826457326
3,128,1.5,5,0.2,7.5,3207,0.2421875,10.0,0.078125,12.8,5.758472019555188,0.449880626527749,0.171875,2.1853938801859143
3,128,1.5,6,0.2,7.5,3225,0.3125,11.0,0.0859375,11.636363636363637,8.456011603078899,0.7266884971395928,0.203125,2.1254525504449093
3,128,1.5,7,0.2,7.5,3190,0.2890625,10.0,0.078125,12.8,6.881860213634101,0.5376453291901642,0.203125,2.1526780923181463
3,128,1.5,0,0.4,3.75,1118,0.3828125,6.0,0.046875,21.333333333333332,11.685698761972068,0.5477671294674408,0.2890625,1.5901361228356112
3,128,1.5,1,0.4,3.75,1126,0.3984375,6.0,0.046875,21.333333333333332,11.382247385975914,0.533542846217621,0.2734375,1.5957179623181021
3,128,1.5,2,0.4,3.75,1069,0.3828125,6.0,0.046875,21.333333333333332,10.994948334980428,0.5153882032022076,0.265625,1.619545426717175
3,128,1.5,3,0.4,3.75,1130,0.359375,6.0,0.046875,21.333333333333332,8.938058451861282,0.41897148993099764,0.265625,1.6805671599003416
3,128,1.5,4,0.4,3.75,1110,0.3671875,5.0,0.0390625,25.6,7.445804187594514,0.2908517260779107,0.265625,1.5659245466463774
3,128,1.5,5,0.4,3.75,1061,0.3984375,6.0,0.046875,21.333333333333332,9.977753031397176,0.46770717334674267,0.2421875,1.6268464804212759
3,128,1.5,6,0.4,3.75,1189,0.3984375,6.0,0.046875,21.333333333333332,10.43498389499902,0.4891398700780791,0.2734375,1.6528630857299187
3,128,1.5,7,0.4,3.75,1085,0.390625,6.0,0.046875,21.333333333333332,8.919392106839767,0.4180965050081141,0.2421875,1.6715190246821572
3,128,1.5,0,0.6,2.5,444,0.5078125,4.0,0.03125,32.0,11.575836902790225,0.36174490321219455,0.359375,1.3131666894889673
3,128,1.5,1,0.6,2.5,446,0.4765625,6.0,0.046875,21.333333333333332,15.88150566609546,0.7444455780982248,0.328125,1.4594247301986616
3,128,1.5,2,0.6,2.5,359,0.484375,4.0,0.03125,32.0,17.930421077041107,0.5603256586575346,0.390625,1.168185412342851
3,128,1.5,3,0.6,2.5,423,0.5078125,4.0,0.03125,32.0,17.161002301730512,0.5362813219290785,0.40625,1.201293420036397
3,128,1.5,4,0.6,2.5,414,0.46875,4.0,0.03125,32.0,12.747548783981962,0.3983608994994363,0.3203125,1.2864874206893364
3,128,1.5,5,0.6,2.5,428,0.4921875,5.0,0.0390625,25.6,17.083325203250098,0.667317390751957,0.3515625,1.3161762272238757
3,128,1.5,6,0.6,2.5,449,0.4609375,5.0,0.0390625,25.6,17.9510445378535,0.7012126772599023,0.3515625,1.283644170790785
3,128,1.5,7,0.6,2.5,469,0.4609375,4.0,0.03125,32.0,15.280706789936126,0.47752208718550393,0.3359375,1.233120509627159
3,128,1.5,0,0.8,1.875,182,0.6171875,4.0,0.03125,32.0,22.9891278651453,0.7184102457857906,0.46875,1.0509970101322845
3,128,1.5,1,0.8,1.875,168,0.625,3.0,0.0234375,42.666666666666664,21.9291789378647,0.513965131356204,0.484375,0.9371369031014727
3,128,1.5,2,0.8,1.875,187,0.5546875,4.0,0.03125,32.0,22.02271554554524,0.6882098607982887,0.4609375,1.0708514498846777
3,128,1.5,3,0.8,1.875,188,0.6015625,4.0,0.03125,32.0,23.33452377915607,0.7292038680986271,0.4609375,1.0572897899202398
3,128,1.5,4,0.8,1.875,207,0.5625,4.0,0.03125,32.0,21.805962487356524,0.6814363277298914,0.4140625,1.0716155861197765
3,128,1.5,5,0.8,1.875,230,0.5390625,4.0,0.03125,32.0,23.885141824992374,0.7464106820310117,0.453125,1.0537974083682677
3,128,1.5,6,0.8,1.875,194,0.5703125,5.0,0.0390625,25.6,23.567774608562427,0.9206161956469697,0.421875,1.1079396706697413
3,128,1.5,7,0.8,1.875,147,0.6171875,4.0,0.03125,32.0,26.692695630078276,0.8341467384399461,0.4609375,0.9527626488253186
3,128,2.0,0,0.2,10.0,4627,0.25,16.0,0.125,8.0,5.905505905508858,0.7381882381886072,0.1484375,2.500911444923709
3,128,2.0,1,0.2,10.0,4577,0.2109375,14.0,0.109375,9.142857142857142,5.235280629088199,0.5726088188065218,0.1328125,2.442732778414635
3,128,2.0,2,0.2,10.0,4821,0.2265625,15.0,0.1171875,8.533333333333333,5.737207993053377,0.6723290616859426,0.15625,2.46280666119163
3,128,2.0,3,0.2,10.0,4144,0.21875,15.0,0.1171875,8.533333333333333,5.3274968064018795,0.6243160320002202,0.1328125,2.478274245308056
3,128,2.0,4,0.2,10.0,4249,0.234375,13.0,0.1015625,9.846153846153847,6.619855376600051,0.6723290616859426,0.1640625,2.3301778566296667
3,128,2.0,5,0.2,10.0,4739,0.2265625,13.0,0.1015625,9.846153846153847,5.332716926903697,0.5416040628886567,0.171875,2.419383895601511
3,128,2.0,6,0.2,10.0,4616,0.2578125,14.0,0.109375,9.142857142857142,6.231912603196354,0.6816154409746012,0.203125,2.4250761832378216
3,128,2.0,7,0.2,10.0,4537,0.2265625,16.0,0.125,8.0,5.798706752371601,0.7248383440464501,0.15625,2.5209778690015208
3,128,2.0,0,0.4,5.0,2077,0.3203125,7.0,0.0546875,18.285714285714285,6.363159271805739,0.3479852726768764,0.2109375,1.8783863617067347
3,128,2.0,1,0.4,5.0,1873,0.359375,7.0,0.0546875,18.285714285714285,5.146823867043378,0.28146693022893476,0.1953125,1.9009901219259557
3,128,2.0,2,0.4,5.0,2084,0.34375,7.0,0.0546875,18.285714285714285,7.125693664765672,0.3896863722918727,0.2421875,1.8639691118098238
3,128,2.0,3,0.4,5.0,2172,0.3046875,7.0,0.0546875,18.285714285714285,6.583839212458807,0.36005370693134103,0.2109375,1.86291825542024
3,128,2.0,4,0.4,5.0,1962,0.3203125,8.0,0.0625,16.0,5.172040216394301,0.3232525135246438,0.1796875,2.0229042610423273
3,128,2.0,5,0.4,5.0,1894,0.3203125,7.0,0.0546875,18.285714285714285,7.9948963312189845,0.43722089311353823,0.234375,1.8292714976296023
3,128,2.0,6,0.4,5.0,2098,0.359375,8.0,0.0625,16.0,8.645808232895291,0.5403630145559557,0.2109375,1.904597665856994
3,128,2.0,7,0.4,5.0,1994,0.359375,7.0,0.0546875,18.285714285714285,4.742340763627952,0.25934676051090366,0.203125,1.9138671775603093
3,128,2.0,0,0.6,3.3333333333333335,603,0.4453125,5.0,0.0390625,25.6,11.092339699089639,0.433294519495689,0.2890625,1.4863308595054658
3,128,2.0,1,0.6,3.3333333333333335,663,0.4140625,5.0,0.0390625,25.6,12.831211945876353,0.501219216635795,0.3125,1.4409026147775306
3,128,2.0,2,0.6,3.3333333333333335,639,0.4296875,5.0,0.0390625,25.6,13.979985693841035,0.5460931911656655,0.3203125,1.4071048881112513
3,128,2.0,3,0.6,3.3333333333333335,670,0.453125,5.0,0.0390625,25.6,12.86234815265082,0.5024354747129226,0.296875,1.4401972641911567
3,128,2.0,4,0.6,3.3333333333333335,669,0.4609375,5.0,0.0390625,25.6,9.810198774744576,0.38321088963845995,0.2734375,1.516293245493272
3,128,2.0,5,0.6,3.3333333333333335,659,0.4609375,4.0,0.03125,32.0,11.874342087037917,0.3710731902199349,0.3359375,1.3068271022341538
3,128,2.0,6,0.6,3.3333333333333335,636,0.4375,5.0,0.0390625,25.6,13.35065541462291,0.5215099771337074,0.296875,1.4189096031710735
3,128,2.0,7,0.6,3.3333333333333335,734,0.4296875,5.0,0.0390625,25.6,14.333178293735134,0.5598897770990287,0.3046875,1.3841059815960444
3,128,2.0,0,0.8,2.5,201,0.59375,4.0,0.03125,32.0,22.9128784747792,0.71602745233685,0.4296875,1.049115129464846
3,128,2.0,1,0.8,2.5,243,0.5703125,3.0,0.0234375,42.666666666666664,15.584892970081281,0.36527092898628005,0.4453125,1.0239830472776754
3,128,2.0,2,0.8,2.5,225,0.5390625,4.0,0.03125,32.0,20.579115627256677,0.6430973633517711,0.4375,1.125863054919293
3,128,2.0,3,0.8,2.5,220,0.5859375,4.0,0.03125,32.0,19.078784028338912,0.596212000885591,0.421875,1.1779979706210197
3,128,2.0,4,0.8,2.5,260,0.546875,4.0,0.03125,32.0,18.425525772688278,0.5757976803965087,0.390625,1.180640545334761
3,128,2.0,5,0.8,2.5,274,0.5078125,4.0,0.03125,32.0,19.621416870348583,0.6131692771983932,0.3984375,1.141170620450315
3,128,2.0,6,0.8,2.5,218,0.5546875,4.0,0.03125,32.0,22.147234590350102,0.6921010809484407,0.421875,1.0930213698503315
3,128,2.0,7,0.8,2.5,173,0.625,3.0,0.0234375,42.666666666666664,20.8539897594894,0.48876538498803285,0.4921875,0.9575974698085172
3,256,0.5,0,0.2,2.5,1710,0.390625,7.0,0.02734375,36.57142857142857,28.749445424997297,0.7861176483397699,0.296875,1.5680805484016314
3,256,0.5,1,0.2,2.5,1740,0.42578125,5.0,0.01953125,51.2,23.532105728132365,0.45961144000258525,0.3125,1.4730791650740562
3,256,0.5,2,0.2,2.5,1639,0.43359375,5.0,0.01953125,51.2,26.400000000000002,0.515625,0.3359375,1.4414011928644483
3,256,0.5,3,0.2,2.5,1558,0.38671875,5.0,0.01953125,51.2,20.71134954559939,0.4045185458124881,0.26953125,1.5000369694507842
3,256,0.5,4,0.2,2.5,1751,0.375,6.0,0.0234375,42.666666666666664,24.98443960192468,0.5855728031701097,0.26953125,1.5698194908071494
3,256,0.5,5,0.2,2.5,1758,0.38671875,6.0,0.0234375,42.666666666666664,25.223445883190152,0.5911745128872692,0.26953125,1.5608080571140575
3,256,0.5,6,0.2,2.5,1766,0.390625,6.0,0.0234375,42.666666666666664,24.682427397284535,0.5784943921238563,0.265625,1.564777293030462
3,256,0.5,7,0.2,2.5,1634,0.40234375,5.0,0.01953125,51.2,23.95328787452779,0.46783765379937087,0.2890625,1.45509046904263
3,256,0.5,0,0.4,1.25,993,0.46484375,4.0,0.015625,64.0,26.580067720004024,0.4153135581250629,0.34375,1.2784225486051943
3,256,0.5,1,0.4,1.25,878,0.46484375,5.0,0.01953125,51.2,30.38683925649392,0.5934929542283969,0.33203125,1.3752224123593264
3,256,0.5,2,0.4,1.25,915,0.46875,5.0,0.01953125,51.2,31.2499599999744,0.6103507812494999,0.32421875,1.3825939069293587
3,256,0.5,3,0.4,1.25,997,0.453125,5.0,0.01953125,51.2,35.266981725120736,0.6888082368187644,0.359375,1.3208289602038856
3,256,0.5,4,0.4,1.25,1013,0.4609375,6.0,0.0234375,42.666666666666664,35.53245777532924,0.8327919791092792,0.33984375,1.3488347252862662
3,256,0.5,5,0.4,1.25,900,0.484375,4.0,0.015625,64.0,30.651264247988205,0.4789260038748157,0.35546875,1.2399526735201298
3,256,0.5,6,0.4,1.25,911,0.46484375,5.0,0.01953125,51.2,36.10761692496474,0.7052268930657175,0.390625,1.287740154173163
3,256,0.5,7,0.4,1.25,1009,0.42578125,5.0,0.01953125,51.2,32.089873792210525,0.6267553475041118,0.3203125,1.3420047946383264
3,256,0.5,0,0.6,0.8333333333333334,651,0.5078125,4.0,0.015625,64.0,36.871398129173244,0.5761155957683319,0.42578125,1.1899084560199724
3,256,0.5,1,0.6,0.8333333333333334,708,0.51171875,5.0,0.01953125,51.2,40.64677108947278,0.7938822478412652,0.40625,1.2286839033757295
3,256,0.5,2,0.6,0.8333333333333334,703,0.52734375,4.0,0.015625,64.0,38.67169507533902,0.6042452355521721,0.41015625,1.1656113268348083
3,256,0.5,3,0.6,0.8333333333333334,634,0.50390625,5.0,0.01953125,51.2,41.31537244174376,0.8069408680028078,0.42578125,1.215174386566219
3,256,0.5,4,0.6,0.8333333333333334,635,0.5,4.0,0.015625,64.0,38.54218468120353,0.6022216356438052,0.4453125,1.1617717375143604
3,256,0.5,5,0.6,0.8333333333333334,725,0.48046875,4.0,0.015625,64.0,33.61547262794322,0.5252417598116128,0.375,1.2049772536290524
3,256,0.5,6,0.6,0.8333333333333334,683,0.48046875,5.0,0.01953125,51.2,41.6,0.8125,0.3984375,1.1847862793264294
3,256,0.5,7,0.6,0.8333333333333334,689,0.51171875,5.0,0.01953125,51.2,43.63668181702179,0.8522789417387068,0.42578125,1.1435516439644096
3,256,0.5,0,0.8,0.625,542,0.55078125,4.0,0.015625,64.0,42.81938813201328,0.6690529395627075,0.42578125,1.1084984353238214
3,256,0.5,1,0.8,0.625,487,0.55859375,4.0,0.015625,64.0,43.266615305567875,0.676040864149498,0.453125,1.0941206765352927
3,256,0.5,2,0.8,0.625,475,0.55078125,4.0,0.015625,64.0,48.394214530251446,0.7561596020351788,0.4921875,1.0417010532946507
3,256,0.5,3,0.8,0.625,571,0.52734375,4.0,0.015625,64.0,39.11521443121589,0.6111752254877483,0.421875,1.1433482529141634
3,256,0.5,4,0.8,0.625,520,0.51953125,5.0,0.01953125,51.2,45.455032724660974,0.8877936079035346,0.42578125,1.120438173348407
3,256,0.5,5,0.8,0.625,541,0.56640625,4.0,0.015625,64.0,47.217581471312144,0.7377747104892523,0.49609375,1.0424929178042999
3,256,0.5,6,0.8,0.625,481,0.5390625,4.0,0.015625,64.0,43.971581731841304,0.6870559645600204,0.4375,1.077729399236278
3,256,0.5,7,0.8,0.625,493,0.5390625,4.0,0.015625,64.0,44.395945760846224,0.6936866525132223,0.47265625,1.0917284709623232
3,256,1.0,0,0.2,5.0,5161,0.3125,9.0,0.03515625,28.444444444444443,17.670509714783186,0.6212288571603465,0.22265625,1.9673586161931524
3,256,1.0,1,0.2,5.0,5924,0.30859375,8.0,0.03125,32.0,16.263455967290593,0.508232998977831,0.23046875,1.9180075035371198
3,256,1.0,2,0.2,5.0,4773,0.3203125,9.0,0.03515625,28.444444444444443,20.172099054062606,0.7091753573693885,0.265625,1.9111682220241044
3,256,1.0,3,0.2,5.0,5254,0.30078125,7.0,0.02734375,36.57142857142857,14.965265907208913,0.40920648965024375,0.19921875,1.8374268077370213
3,256,1.0,4,0.2,5.0,5554,0.2734375,8.0,0.03125,32.0,16.76305461424021,0.5238454566950066,0.20703125,1.8974509404724584
3,256,1.0,5,0.2,5.0,6332,0.30859375,9.0,0.03515625,28.444444444444443,13.841251638258017,0.48660650290750845,0.18359375,2.045688326792218
3,256,1.0,6,0.2,5.0,5820,0.30078125,9.0,0.03515625,28.444444444444443,17.739542215758878,0.6236557810227731,0.2109375,1.9487091751846943
3,256,1.0,7,0.2,5.0,5050,0.3203125,7.0,0.02734375,36.57142857142857,16.069999936502292,0.43941406076373457,0.23046875,1.8348981420316501
3,256,1.0,0,0.4,2.5,2016,0.39453125,6.0,0.0234375,42.666666666666664,25.603819159562025,0.600089511552235,0.29296875,1.5453246002733105
