d,N,p_frw,rep,bin_label,t_mean,H_local,H_local_sq,n_elements,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width
3,256,0.67,5,late,0.8669493549713503,0.7810344079415636,0.6100147463886288,128,404,0.4453125,4.0,0.03125,32.0
3,256,0.67,6,early,0.526923098236185,1.4361018522229108,2.062388529958075,128,1914,0.3125,9.0,0.0703125,14.222222222222221
3,256,0.67,6,late,0.8707121282027772,0.7750232740090565,0.600661075255717,128,290,0.53125,4.0,0.03125,32.0
3,256,0.67,7,early,0.5165342403595619,1.485421823787771,2.2064779945849877,128,2215,0.3125,7.0,0.0546875,18.285714285714285
3,256,0.67,7,late,0.8948332993514769,0.7532537692114132,0.567391240831201,128,236,0.546875,4.0,0.03125,32.0
3,256,1.0,0,early,0.6148383816402986,1.7752363914977092,3.1514642456978077,128,1972,0.3828125,8.0,0.0625,16.0
3,256,1.0,0,late,0.9152150731006039,1.0972126816807601,1.203875668841085,128,180,0.6015625,3.0,0.0234375,42.666666666666664
3,256,1.0,1,early,0.5937832076091561,1.8617106606716254,3.4659665840583798,128,2176,0.34375,9.0,0.0703125,14.222222222222221
3,256,1.0,1,late,0.9007492176134324,1.1158681978712686,1.2451618350204725,128,212,0.578125,4.0,0.03125,32.0
3,256,1.0,2,early,0.5972911238533533,1.8438447641920512,3.399763514438441,128,2007,0.34375,8.0,0.0625,16.0
3,256,1.0,2,late,0.908489987025614,1.1047307557866923,1.2204300427810364,128,155,0.6171875,3.0,0.0234375,42.666666666666664
3,256,1.0,3,early,0.6227968753945309,1.7487008928721393,3.057954812731817,128,2029,0.421875,8.0,0.0625,16.0
3,256,1.0,3,late,0.9067157862654143,1.1080761356634188,1.2278327224267753,128,210,0.59375,4.0,0.03125,32.0
3,256,1.0,4,early,0.6404838485916704,1.715437982435132,2.9427274715811165,128,1758,0.3671875,8.0,0.0625,16.0
3,256,1.0,4,late,0.9127511565770636,1.0987960934508185,1.2073528549827799,128,125,0.65625,3.0,0.0234375,42.666666666666664
3,256,1.0,5,early,0.632703165963156,1.734356497634412,3.0079924608867037,128,2205,0.3515625,8.0,0.0625,16.0
3,256,1.0,5,late,0.919480659945586,1.0906779087112053,1.1895783005506482,128,133,0.6171875,3.0,0.0234375,42.666666666666664
3,256,1.0,6,early,0.5921884354128546,1.978066809184002,3.9127483015953786,128,2634,0.3359375,10.0,0.078125,12.8
3,256,1.0,6,late,0.9070480495785497,1.1068057531600575,1.2250189752282021,128,184,0.5546875,3.0,0.0234375,42.666666666666664
3,256,1.0,7,early,0.5876545011958499,1.8979854946640415,3.6023489379551066,128,2013,0.3203125,10.0,0.078125,12.8
3,256,1.0,7,late,0.9036378309694888,1.1111497173229603,1.2346536943068946,128,199,0.6015625,3.0,0.0234375,42.666666666666664
3,256,1.5,0,early,0.6835221959463249,2.363145472993269,5.58445652652858,128,2134,0.4296875,9.0,0.0703125,14.222222222222221
3,256,1.5,0,late,0.9327205146213177,1.6114800319924085,2.596867893510254,128,114,0.71875,3.0,0.0234375,42.666666666666664
3,256,1.5,1,early,0.6768138676630947,2.3418722330135093,5.48436555575968,128,2162,0.3515625,8.0,0.0625,16.0
3,256,1.5,1,late,0.9340862312099074,1.6087177852359142,2.587972912534345,128,97,0.6640625,4.0,0.03125,32.0
3,256,1.5,2,early,0.6641893606829175,2.358968246286749,5.564731186989181,128,1882,0.390625,7.0,0.0546875,18.285714285714285
3,256,1.5,2,late,0.9085915241751465,1.656045507113817,2.742486721631859,128,146,0.6171875,3.0,0.0234375,42.666666666666664
3,256,1.5,3,early,0.6770774452815015,2.325776634927088,5.409236955572769,128,1907,0.375,8.0,0.0625,16.0
3,256,1.5,3,late,0.9188169060404208,1.637016226075326,2.679822124433903,128,154,0.6015625,3.0,0.0234375,42.666666666666664
3,256,1.5,4,early,0.6772464863004355,2.3299820868055514,5.428816524834752,128,2025,0.3671875,8.0,0.0625,16.0
3,256,1.5,4,late,0.9268326205189522,1.6229146477745549,2.6338519539612073,128,160,0.625,3.0,0.0234375,42.666666666666664
3,256,1.5,5,early,0.665304155262249,2.3517841079309285,5.530888490316473,128,2020,0.3515625,8.0,0.0625,16.0
3,256,1.5,5,late,0.9266986442476238,1.6233176398912113,2.635160159981972,128,140,0.609375,4.0,0.03125,32.0
3,256,1.5,6,early,0.706560700954898,2.271391058055898,5.1592173386162905,128,1579,0.421875,8.0,0.0625,16.0
3,256,1.5,6,late,0.9322270126873369,1.6121006732345087,2.598868580643156,128,92,0.703125,3.0,0.0234375,42.666666666666664
3,256,1.5,7,early,0.6766035698473167,2.3681217282581852,5.6080005198485345,128,2442,0.375,9.0,0.0703125,14.222222222222221
3,256,1.5,7,late,0.9290991071956232,1.618297772902611,2.6188876817815503,128,114,0.6328125,3.0,0.0234375,42.666666666666664
3,256,2.0,0,early,0.7066551675281397,2.9105820856696862,8.4714880774213,128,1794,0.3515625,9.0,0.0703125,14.222222222222221
3,256,2.0,0,late,0.9365099709614264,2.1391858343465673,4.576116033869019,128,83,0.734375,3.0,0.0234375,42.666666666666664
3,256,2.0,1,early,0.7208707056768585,2.9013171215486464,8.417641039791324,128,1987,0.4453125,8.0,0.0625,16.0
3,256,2.0,1,late,0.9388875607888367,2.13337503600649,4.551289044255692,128,75,0.7109375,4.0,0.03125,32.0
3,256,2.0,2,early,0.6993355666351512,2.958065291552156,8.750150269085543,128,1945,0.4765625,8.0,0.0625,16.0
3,256,2.0,2,late,0.9293160710218045,2.1578564308381676,4.656344376109636,128,117,0.6875,3.0,0.0234375,42.666666666666664
3,256,2.0,3,early,0.7451469637135264,2.7683250175313163,7.663623402689763,128,1735,0.4296875,8.0,0.0625,16.0
3,256,2.0,3,late,0.94246993818382,2.125115790180651,4.5161171216751335,128,82,0.6796875,3.0,0.0234375,42.666666666666664
3,256,2.0,4,early,0.7084704333943417,2.9132002400107933,8.486735638398944,128,2023,0.40625,7.0,0.0546875,18.285714285714285
3,256,2.0,4,late,0.9378401597590886,2.136299180104907,4.563774186916898,128,105,0.6328125,3.0,0.0234375,42.666666666666664
3,256,2.0,5,early,0.7455221613122525,2.769510999546217,7.670191176607485,128,1658,0.46875,8.0,0.0625,16.0
3,256,2.0,5,late,0.9473032117618922,2.1143815123284395,4.470609179676299,128,81,0.6796875,3.0,0.0234375,42.666666666666664
3,256,2.0,6,early,0.7430908557944423,2.769846380982286,7.672048974240667,128,1686,0.4765625,8.0,0.0625,16.0
3,256,2.0,6,late,0.9399047350907475,2.131601591368875,4.543725344326321,128,104,0.671875,4.0,0.03125,32.0
3,256,2.0,7,early,0.7108771956572487,2.99635738494779,8.978157578331157,128,2310,0.4296875,9.0,0.0703125,14.222222222222221
3,256,2.0,7,late,0.9346378108300855,2.143739145686432,4.595617524748393,128,111,0.6640625,3.0,0.0234375,42.666666666666664
3,512,0.4,0,early,0.4601733505054995,1.0707805263408428,1.1465709355907723,256,7383,0.28125,10.0,0.0390625,25.6
3,512,0.4,0,late,0.844264095389806,0.47918007042379507,0.2296135398913532,256,1576,0.37109375,5.0,0.01953125,51.2
3,512,0.4,1,early,0.42828152514169315,1.137419124332034,1.293722264396251,256,6946,0.24609375,9.0,0.03515625,28.444444444444443
3,512,0.4,1,late,0.8541723320720802,0.47329598817618,0.22400909242366673,256,1513,0.43359375,5.0,0.01953125,51.2
3,512,0.4,2,early,0.4580282406130334,1.0613263308810843,1.1264135806215048,256,6489,0.2578125,9.0,0.03515625,28.444444444444443
3,512,0.4,2,late,0.845746325870457,0.47841754417923765,0.22888334657849282,256,1533,0.38671875,6.0,0.0234375,42.666666666666664
3,512,0.4,3,early,0.43517170294617824,1.1227418608856667,1.2605492861850098,256,6956,0.24609375,9.0,0.03515625,28.444444444444443
3,512,0.4,3,late,0.8517250983180691,0.47464996928783076,0.22529259334493867,256,1491,0.41015625,5.0,0.01953125,51.2
3,512,0.4,4,early,0.4519882500486587,1.1052434719562414,1.221563132301887,256,7600,0.2890625,8.0,0.03125,32.0
3,512,0.4,4,late,0.8552693397877056,0.4730363947278285,0.22376343073710198,256,1691,0.390625,5.0,0.01953125,51.2
3,512,0.4,5,early,0.4465303673660218,1.1142573523446888,1.241569447254196,256,7723,0.2578125,9.0,0.03515625,28.444444444444443
3,512,0.4,5,late,0.8461258816371444,0.4787502671574429,0.22920181830332295,256,1688,0.375,5.0,0.01953125,51.2
3,512,0.4,6,early,0.45234092798851455,1.0770166544763438,1.159964874019416,256,6738,0.28125,8.0,0.03125,32.0
3,512,0.4,6,late,0.8457319289407784,0.47877181023619747,0.2292224462768455,256,1678,0.39453125,6.0,0.0234375,42.666666666666664
3,512,0.4,7,early,0.45722480557098333,1.069761734731491,1.1443901690957288,256,6672,0.296875,8.0,0.03125,32.0
3,512,0.4,7,late,0.8496908985428262,0.47609275450663374,0.22666431089371383,256,1613,0.421875,6.0,0.0234375,42.666666666666664
3,512,0.5,0,early,0.4907812488443284,1.2065307926221773,1.4557165535454994,256,7217,0.296875,8.0,0.03125,32.0
3,512,0.5,0,late,0.8586614220649073,0.5876940791889929,0.3453843307137982,256,1457,0.390625,6.0,0.0234375,42.666666666666664
3,512,0.5,1,early,0.4611244712588714,1.355633667169403,1.8377426395631635,256,8836,0.265625,9.0,0.03515625,28.444444444444443
3,512,0.5,1,late,0.8578221152434597,0.5886349509177047,0.3464911054418886,256,1397,0.421875,6.0,0.0234375,42.666666666666664
3,512,0.5,2,early,0.4507246417462337,1.346713812617881,1.8136380930957892,256,7727,0.25390625,10.0,0.0390625,25.6
3,512,0.5,2,late,0.8578103392084928,0.5892413360187698,0.3472053520731848,256,1557,0.3828125,5.0,0.01953125,51.2
3,512,0.5,3,early,0.4969217484922513,1.1811896154139814,1.3952089075618292,256,7469,0.27734375,10.0,0.0390625,25.6
3,512,0.5,3,late,0.8686700449123212,0.5801126332444373,0.336530667249795,256,1189,0.42578125,5.0,0.01953125,51.2
3,512,0.5,4,early,0.47970517993014317,1.2339168304897095,1.5225507445657704,256,7134,0.2890625,10.0,0.0390625,25.6
3,512,0.5,4,late,0.8699118680283661,0.5804960303793844,0.33697564128622315,256,1542,0.39453125,6.0,0.0234375,42.666666666666664
3,512,0.5,5,early,0.49039709194652387,1.2184000372445563,1.4844986507575362,256,7739,0.2890625,11.0,0.04296875,23.272727272727273
3,512,0.5,5,late,0.8752598082477292,0.5767467124823282,0.3326367703591734,256,1395,0.40234375,6.0,0.0234375,42.666666666666664
3,512,0.5,6,early,0.48773588396266276,1.2495799421925846,1.561450031930023,256,7912,0.30078125,9.0,0.03515625,28.444444444444443
3,512,0.5,6,late,0.8718304353228246,0.5788821291206845,0.33510451941529684,256,1361,0.41015625,5.0,0.01953125,51.2
3,512,0.5,7,early,0.48104025116390275,1.2322387464150197,1.5184123281664592,256,7628,0.265625,9.0,0.03515625,28.444444444444443
3,512,0.5,7,late,0.8588040809576111,0.5878271148221255,0.3455407169201043,256,1492,0.41796875,6.0,0.0234375,42.666666666666664
3,512,0.67,0,early,0.5248624979118843,1.4632497993142737,2.1410999751932622,256,7908,0.29296875,10.0,0.0390625,25.6
3,512,0.67,0,late,0.8797650440815838,0.7681036625210315,0.5899832363782226,256,1365,0.4296875,5.0,0.01953125,51.2
3,512,0.67,1,early,0.5211383109518282,1.4620186103887525,2.1374984171230587,256,7486,0.296875,9.0,0.03515625,28.444444444444443
3,512,0.67,1,late,0.8697450324628373,0.7779232726085674,0.6051646180660235,256,1569,0.41015625,5.0,0.01953125,51.2
3,512,0.67,2,early,0.5173980560318965,1.4906577752005972,2.222060602765994,256,7831,0.29296875,9.0,0.03515625,28.444444444444443
3,512,0.67,2,late,0.8789475199507654,0.76742752602182,0.5889450076959711,256,1128,0.4296875,5.0,0.01953125,51.2
3,512,0.67,3,early,0.5265031328417549,1.5034593153282048,2.2603899128471543,256,8381,0.2578125,11.0,0.04296875,23.272727272727273
3,512,0.67,3,late,0.8753766463127217,0.7707446540955393,0.5940473218168525,256,1175,0.4375,5.0,0.01953125,51.2
3,512,0.67,4,early,0.5185618672387593,1.557923837351361,2.4271266829875904,256,9380,0.28125,9.0,0.03515625,28.444444444444443
3,512,0.67,4,late,0.8749276472736351,0.7708297022607609,0.5941784298874132,256,1035,0.44140625,5.0,0.01953125,51.2
3,512,0.67,5,early,0.5125855224780314,1.5374426296436527,2.36372983944559,256,7997,0.27734375,10.0,0.0390625,25.6
3,512,0.67,5,late,0.8687698771692177,0.7774057078580707,0.6043596346103081,256,1223,0.390625,5.0,0.01953125,51.2
3,512,0.67,6,early,0.5341719063689726,1.4718129479807454,2.166233353843772,256,8343,0.3046875,10.0,0.0390625,25.6
3,512,0.67,6,late,0.8808764600947347,0.7654911561564155,0.5859767101536857,256,989,0.453125,6.0,0.0234375,42.666666666666664
3,512,0.67,7,early,0.5393532896449816,1.4497235196482068,2.1016982834211846,256,8172,0.2578125,9.0,0.03515625,28.444444444444443
3,512,0.67,7,late,0.8925510288562883,0.7550160150008691,0.5700491829077926,256,962,0.46875,5.0,0.01953125,51.2
3,512,1.0,0,early,0.5946891251588995,1.9007541191286346,3.6128662213844716,256,10130,0.30078125,11.0,0.04296875,23.272727272727273
3,512,1.0,0,late,0.9138509497447878,1.09894343020485,1.2076766627904019,256,794,0.49609375,4.0,0.015625,64.0
3,512,1.0,1,early,0.5918120071485115,1.9297404906646622,3.7238983613106913,256,9493,0.28515625,10.0,0.0390625,25.6
3,512,1.0,1,late,0.9095344151631334,1.1043342199834951,1.2195540694265545,256,811,0.46484375,5.0,0.01953125,51.2
3,512,1.0,2,early,0.5980407616687796,1.9039655632850887,3.6250848661755053,256,9349,0.3125,12.0,0.046875,21.333333333333332
3,512,1.0,2,late,0.905675347884886,1.1084705963380905,1.228707062946122,256,728,0.51171875,5.0,0.01953125,51.2
3,512,1.0,3,early,0.5786094314755359,2.0356675988199195,4.143942572885257,256,10237,0.29296875,12.0,0.046875,21.333333333333332
3,512,1.0,3,late,0.9058508162868595,1.1094194750736404,1.2308115716726717,256,970,0.5078125,5.0,0.01953125,51.2
3,512,1.0,4,early,0.5888895974445734,1.8986268006693257,3.6047837282198394,256,8889,0.30859375,11.0,0.04296875,23.272727272727273
3,512,1.0,4,late,0.9018104775990302,1.1140946206009683,1.2412068236520155,256,892,0.46484375,5.0,0.01953125,51.2
3,512,1.0,5,early,0.5725202202401327,1.9537438893495067,3.8171151851705374,256,9752,0.28125,10.0,0.0390625,25.6
3,512,1.0,5,late,0.9091071749528941,1.1050539101829426,1.221144144410611,256,841,0.45703125,4.0,0.015625,64.0
3,512,1.0,6,early,0.5930212420333758,1.8508273021620112,3.4255617024283085,256,8095,0.265625,11.0,0.04296875,23.272727272727273
3,512,1.0,6,late,0.9097052295608009,1.1041227229359003,1.219086987303387,256,795,0.5,4.0,0.015625,64.0
3,512,1.0,7,early,0.606227588217721,1.8747960457385682,3.5148602131169713,256,9768,0.28515625,12.0,0.046875,21.333333333333332
3,512,1.0,7,late,0.9132938378228519,1.098810403924868,1.2073843037735317,256,654,0.50390625,4.0,0.015625,64.0
3,512,1.5,0,early,0.6819283554984354,2.319824397146504,5.38158523359614,256,8269,0.32421875,11.0,0.04296875,23.272727272727273
3,512,1.5,0,late,0.9288582534357319,1.6184549303655542,2.619396361624571,256,436,0.5625,4.0,0.015625,64.0
3,512,1.5,1,early,0.6620436055688484,2.400203377224685,5.760976252040784,256,8022,0.31640625,12.0,0.046875,21.333333333333332
3,512,1.5,1,late,0.9260386666655377,1.6239027443971534,2.6370601232606066,256,522,0.5625,4.0,0.015625,64.0
3,512,1.5,2,early,0.6734279769187812,2.386787157836044,5.69675293681106,256,8963,0.27734375,12.0,0.046875,21.333333333333332
3,512,1.5,2,late,0.9293595838758133,1.6181729746821434,2.6184837759916566,256,502,0.5546875,4.0,0.015625,64.0
3,512,1.5,3,early,0.6662422890076138,2.372041360613961,5.626580216463332,256,7982,0.328125,11.0,0.04296875,23.272727272727273
3,512,1.5,3,late,0.92616664173983,1.6243356088509628,2.638466170181228,256,594,0.53515625,4.0,0.015625,64.0
3,512,1.5,4,early,0.6812863958494226,2.3411321650687538,5.4808998143195105,256,8504,0.3359375,12.0,0.046875,21.333333333333332
3,512,1.5,4,late,0.9289247715429974,1.6182850716483432,2.6188465731198836,256,444,0.546875,4.0,0.015625,64.0
3,512,1.5,5,early,0.6830982212254701,2.299877131417082,5.289434819615266,256,7437,0.296875,11.0,0.04296875,23.272727272727273
3,512,1.5,5,late,0.9292595723737541,1.6182672099374176,2.618788762758634,256,546,0.54296875,4.0,0.015625,64.0
3,512,1.5,6,early,0.660047465429632,2.4462899305122208,5.984334424125486,256,8505,0.296875,14.0,0.0546875,18.285714285714285
3,512,1.5,6,late,0.9251983950490368,1.625405999778909,2.6419446641172746,256,513,0.5390625,4.0,0.015625,64.0
3,512,1.5,7,early,0.6696830903637175,2.3803804582130654,5.6662111258426435,256,8710,0.3046875,12.0,0.046875,21.333333333333332
3,512,1.5,7,late,0.9304014956173867,1.6158723548981637,2.611043467324137,256,445,0.56640625,4.0,0.015625,64.0
3,512,2.0,0,early,0.7226412850762992,2.8710965541798528,8.243195423423424,256,7569,0.33984375,11.0,0.04296875,23.272727272727273
3,512,2.0,0,late,0.9362290341785595,2.14052457486235,4.581845455589644,256,431,0.55078125,4.0,0.015625,64.0
3,512,2.0,1,early,0.7293258028042666,2.8351830231185797,8.03826277457981,256,7412,0.35546875,12.0,0.046875,21.333333333333332
3,512,2.0,1,late,0.9383121163293017,2.1351733517001517,4.558965241810459,256,343,0.60546875,4.0,0.015625,64.0
3,512,2.0,2,early,0.7177864985162399,2.934091905493221,8.60889530988084,256,8446,0.34375,12.0,0.046875,21.333333333333332
3,512,2.0,2,late,0.9417825943891025,2.126701396425796,4.52285882955943,256,333,0.59765625,4.0,0.015625,64.0
3,512,2.0,3,early,0.7404646272753563,2.784477167097907,7.753313094089585,256,7059,0.33203125,11.0,0.04296875,23.272727272727273
3,512,2.0,3,late,0.9488856294658039,2.110283169822367,4.453295056835538,256,266,0.64453125,4.0,0.015625,64.0
3,512,2.0,4,early,0.7220344631159222,2.86956521711309,8.234404535265295,256,7921,0.34375,11.0,0.04296875,23.272727272727273
3,512,2.0,4,late,0.9374466400375983,2.137046399964792,4.566967315602478,256,410,0.5546875,4.0,0.015625,64.0
3,512,2.0,5,early,0.7283874698324184,2.839629323047526,8.063494692311352,256,7617,0.3828125,11.0,0.04296875,23.272727272727273
3,512,2.0,5,late,0.9404986139559071,2.129975500672319,4.536795633464297,256,347,0.609375,4.0,0.015625,64.0
3,512,2.0,6,early,0.7294182319406957,2.853021660724136,8.139732596561107,256,7705,0.3515625,12.0,0.046875,21.333333333333332
3,512,2.0,6,late,0.9456103260027089,2.1182428702969682,4.486952857563939,256,330,0.63671875,4.0,0.015625,64.0
3,512,2.0,7,early,0.7394563242818357,2.800103371390747,7.840578890473828,256,6230,0.33984375,11.0,0.04296875,23.272727272727273
3,512,2.0,7,late,0.9441765441886536,2.120907541960957,4.498248801546868,256,277,0.640625,5.0,0.01953125,51.2
4,128,0.4,0,early,0.5376374992931009,0.8781972971577292,0.7712304927351409,64,253,0.625,4.0,0.0625,16.0
4,128,0.4,0,late,0.9058834998596658,0.4438897787946201,0.19703813571833678,64,8,0.90625,2.0,0.03125,32.0
4,128,0.4,1,early,0.5001922707076626,0.9395404540825043,0.8827362648575584,64,223,0.515625,4.0,0.0625,16.0
4,128,0.4,1,late,0.8783786975979951,0.45906304313189533,0.2107388775695164,64,14,0.875,2.0,0.03125,32.0
4,128,0.4,2,early,0.536005718604317,0.9079391768881424,0.8243535489283176,64,278,0.59375,4.0,0.0625,16.0
4,128,0.4,2,late,0.8683245947250035,0.4640521785760952,0.21534442444122015,64,13,0.84375,2.0,0.03125,32.0
4,128,0.4,3,early,0.4690664304944808,1.0278219913096924,1.0564180458198213,64,241,0.53125,3.0,0.046875,21.333333333333332
4,128,0.4,3,late,0.8535262464628077,0.47174107526146236,0.2225396420888407,64,16,0.875,2.0,0.03125,32.0
4,128,0.4,4,early,0.5255751592350655,0.8555612735886456,0.7319850928646253,64,165,0.640625,4.0,0.0625,16.0
4,128,0.4,4,late,0.8789055422029887,0.45851877270230734,0.2102394649204302,64,8,0.90625,2.0,0.03125,32.0
4,128,0.4,5,early,0.5039114750135738,0.9358115170291406,0.8757431954043814,64,221,0.578125,3.0,0.046875,21.333333333333332
4,128,0.4,5,late,0.8885272446476313,0.45320323493389314,0.20539317215454553,64,11,0.84375,2.0,0.03125,32.0
4,128,0.4,6,early,0.46179842038193614,1.010022407977677,1.0201452646170248,64,182,0.625,3.0,0.046875,21.333333333333332
4,128,0.4,6,late,0.848980814925681,0.4753086042918162,0.22591826931383432,64,17,0.8125,2.0,0.03125,32.0
4,128,0.4,7,early,0.5069545167681452,0.9283867709499524,0.8619019964748793,64,194,0.609375,4.0,0.0625,16.0
4,128,0.4,7,late,0.885048443736097,0.45509915989927757,0.2071152453410282,64,15,0.84375,2.0,0.03125,32.0
4,128,0.5,0,early,0.581592576612597,1.0075604958978488,1.015178152893919,64,294,0.65625,4.0,0.0625,16.0
4,128,0.5,0,late,0.8819777811016288,0.5696463549842761,0.32449696974687187,64,7,0.90625,2.0,0.03125,32.0
4,128,0.5,1,early,0.522846470770333,1.053732284203849,1.1103517267734613,64,172,0.59375,4.0,0.0625,16.0
4,128,0.5,1,late,0.8606774688660928,0.5869186764561449,0.34447353277303294,64,29,0.78125,3.0,0.046875,21.333333333333332
4,128,0.5,2,early,0.5136525055000596,1.1174843376893278,1.2487712449809556,64,230,0.53125,4.0,0.0625,16.0
4,128,0.5,2,late,0.8921368349706655,0.5649644839731317,0.319184868151027,64,19,0.84375,3.0,0.046875,21.333333333333332
4,128,0.5,3,early,0.5080928197269365,1.1585830399648887,1.3423146604942828,64,294,0.53125,4.0,0.0625,16.0
4,128,0.5,3,late,0.8665781139752806,0.582096309029289,0.3388361129855215,64,24,0.78125,2.0,0.03125,32.0
4,128,0.5,4,early,0.5995504367720335,0.8911330459818826,0.7941181056409481,64,139,0.65625,4.0,0.0625,16.0
4,128,0.5,4,late,0.9082762009171134,0.5526430277066318,0.30541431607275293,64,3,0.953125,2.0,0.03125,32.0
4,128,0.5,5,early,0.5483351080179425,1.1791163634441983,1.3903153985418708,64,430,0.53125,4.0,0.0625,16.0
4,128,0.5,5,late,0.9094327933948312,0.5519670125608667,0.30466758295536794,64,9,0.90625,2.0,0.03125,32.0
4,128,0.5,6,early,0.5460592162320603,1.062161094085686,1.1281861897893015,64,309,0.484375,5.0,0.078125,12.8
4,128,0.5,6,late,0.9035483948901335,0.5562717584131349,0.30943826920804113,64,7,0.90625,2.0,0.03125,32.0
4,128,0.5,7,early,0.531902012276527,1.0671490275650162,1.1388070470329597,64,208,0.625,3.0,0.046875,21.333333333333332
4,128,0.5,7,late,0.8830666094519122,0.5699228379787219,0.3248120412497205,64,9,0.890625,2.0,0.03125,32.0
4,128,0.67,0,early,0.5754886948732065,1.2517923625040415,1.5669841188234495,64,191,0.609375,4.0,0.0625,16.0
4,128,0.67,0,late,0.8925434323755157,0.75477261896039,0.5696817063323262,64,13,0.859375,2.0,0.03125,32.0
4,128,0.67,1,early,0.6008296722361376,1.2325570991524422,1.519197002671083,64,243,0.609375,4.0,0.0625,16.0
4,128,0.67,1,late,0.9271222989020719,0.7247735737030397,0.5252967331382756,64,2,0.96875,2.0,0.03125,32.0
4,128,0.67,2,early,0.5899005932507289,1.3095590777126878,1.7149449780197055,64,263,0.65625,5.0,0.078125,12.8
4,128,0.67,2,late,0.901964061898254,0.7465613883830193,0.5573539066243814,64,5,0.953125,2.0,0.03125,32.0
4,128,0.67,3,early,0.6032416160280407,1.1885351892864033,1.4126158961720665,64,160,0.671875,3.0,0.046875,21.333333333333332
4,128,0.67,3,late,0.8941391841185016,0.7530709838211305,0.5671159066733253,64,14,0.859375,2.0,0.03125,32.0
4,128,0.67,4,early,0.5963268022923598,1.2001162684229425,1.4402790577334081,64,212,0.5625,4.0,0.0625,16.0
4,128,0.67,4,late,0.9140242539123884,0.7359431569153133,0.5416123302104775,64,11,0.875,2.0,0.03125,32.0
4,128,0.67,5,early,0.565255384413422,1.3152671371462894,1.729927642056996,64,237,0.625,4.0,0.0625,16.0
4,128,0.67,5,late,0.8966493004382325,0.7516284732858163,0.564945361853967,64,12,0.90625,2.0,0.03125,32.0
4,128,0.67,6,early,0.615867507330538,1.2442357324444897,1.5481225578916757,64,276,0.578125,5.0,0.078125,12.8
4,128,0.67,6,late,0.9175574665620567,0.7323011089121819,0.5362649141140113,64,2,0.96875,2.0,0.03125,32.0
4,128,0.67,7,early,0.629433039373297,1.1131534107405818,1.2391105158433904,64,104,0.625,3.0,0.046875,21.333333333333332
4,128,0.67,7,late,0.9009124297389148,0.7472955840441649,0.5584506899319095,64,8,0.890625,2.0,0.03125,32.0
4,128,1.0,0,early,0.7315735529652148,1.4327886579368383,2.052883338312446,64,152,0.75,4.0,0.0625,16.0
4,128,1.0,0,late,0.9426504380999181,1.0628366797866409,1.1296218078998905,64,1,0.984375,2.0,0.03125,32.0
4,128,1.0,1,early,0.6467709950470641,1.6424454972456113,2.6976272114223834,64,261,0.609375,4.0,0.0625,16.0
4,128,1.0,1,late,0.9101572636587548,1.1026589152940505,1.215856683477452,64,10,0.875,2.0,0.03125,32.0
4,128,1.0,2,early,0.6657315158276764,1.5964600306299315,2.5486846293989216,64,214,0.65625,4.0,0.0625,16.0
4,128,1.0,2,late,0.9283212555120791,1.0797179824930558,1.1657909217188749,64,7,0.90625,2.0,0.03125,32.0
4,128,1.0,3,early,0.6847795151861193,1.53949485606143,2.3700444118396033,64,214,0.6875,4.0,0.0625,16.0
4,128,1.0,3,late,0.914136172905867,1.09788436340855,1.205350075416997,64,4,0.9375,2.0,0.03125,32.0
4,128,1.0,4,early,0.6740764387138773,1.5613466039266104,2.4378032175931597,64,186,0.640625,4.0,0.0625,16.0
4,128,1.0,4,late,0.9304933380588514,1.0772494564515949,1.1604663914252566,64,2,0.96875,2.0,0.03125,32.0
4,128,1.0,5,early,0.6758124955350506,1.5201852710497739,2.3109632583166744,64,101,0.703125,3.0,0.046875,21.333333333333332
4,128,1.0,5,late,0.9217399749750899,1.0886342262497912,1.1851244785624817,64,3,0.953125,2.0,0.03125,32.0
4,128,1.0,6,early,0.6675993744783153,1.576771212608413,2.486207456910605,64,222,0.625,4.0,0.0625,16.0
4,128,1.0,6,late,0.917090848534851,1.0933709256724002,1.1954599811057214,64,2,0.96875,2.0,0.03125,32.0
4,128,1.0,7,early,0.6770968898382075,1.6266267465108126,2.6459145724643514,64,405,0.65625,5.0,0.078125,12.8
4,128,1.0,7,late,0.9257576071235403,1.0822222323235868,1.1712049601354475,64,2,0.96875,2.0,0.03125,32.0
4,128,1.5,0,early,0.763307360537584,2.0068563642862296,4.0274724668761435,64,99,0.671875,3.0,0.046875,21.333333333333332
4,128,1.5,0,late,0.9640713439199855,1.5570442642807705,2.4243868409296456,64,1,0.984375,2.0,0.03125,32.0
4,128,1.5,1,early,0.7556987883932765,2.1455725865359576,4.6034817240946,64,221,0.703125,5.0,0.078125,12.8
4,128,1.5,1,late,0.9419352695741481,1.594421570623207,2.542180144868574,64,4,0.9375,2.0,0.03125,32.0
4,128,1.5,2,early,0.7502833305998722,2.091290308022038,4.37349515242691,64,230,0.734375,4.0,0.0625,16.0
4,128,1.5,2,late,0.949764618257875,1.5814389932052204,2.500949289229941,64,3,0.96875,2.0,0.03125,32.0
4,128,1.5,3,early,0.746974880797201,2.056342671498575,4.228545182625896,64,164,0.6875,3.0,0.046875,21.333333333333332
4,128,1.5,3,late,0.9354649884624492,1.6059711947416084,2.5791434783397893,64,5,0.921875,2.0,0.03125,32.0
