family,N,rep,seed,log_H,pi_geo,sigma_hist,xi_dim,R,wall,F7,f5_calibrated,bd_ratio,bdg_d2_corrected_norm,bdg_d4_standard_norm,rho_bd_mean,rho_bd_std,additivity_ratio,n_patches,patch_mode
Lor4D,20,1,3042,31.019185763769975,24.745278308377806,0.22499999999999998,0.0,0.10869565217391308,0.0012968951827462194,28.780380770276075,74.07796871771339,0.12051039697542537,-2.6,1.2,0.04017013232514179,0.05680914593653739,0.33333333333333337,3,layer-block
Lor4D,20,2,4042,34.448597384628606,49.824941398560625,0.15000000000000002,0.0,0.0,9.244397096952596e-07,32.96852828562774,93.58791520154568,0.0,-1.6,-0.3,0.0,0.0,nan,1,layer-block
Lor4D,20,3,5042,34.0918928275408,44.29368670467504,0.22499999999999998,0.0,0.07407407407407407,0.0001289850049464957,31.859739287227622,89.99930223931189,0.07956104252400548,-1.3,0.65,0.026520347508001824,0.0375054351246637,0.3333333333333333,3,layer-block
Lor4D,20,4,6042,33.66716194817256,46.09173125352483,0.22499999999999998,0.0,0.16666666666666663,0.061616517694883924,31.497215158368856,90.05010573194325,0.19444444444444442,-0.6,1.8,0.06481481481481481,0.0916619901538117,0.33333333333333337,3,layer-block
Lor4D,20,5,7042,33.25445320861822,36.585333801006705,0.22499999999999998,0.0,0.15625,0.03082775461323961,31.049915096751864,84.46849382022411,0.2001953125,-1.6,-3.1,0.06673177083333333,0.09437297535367334,0.3333333333333333,3,layer-block
Lor4D,20,6,8042,34.24665674946065,39.801292386350276,0.22499999999999998,0.0,0.09375,0.00047885732097302123,32.013056123736156,88.06209358235087,0.1025390625,-1.6,0.9,0.0341796875,0.04833737762017415,0.3333333333333333,3,layer-block
Lor4D,20,7,9042,32.96957298893167,39.45024731111413,0.22499999999999998,0.0,0.1333333333333333,0.006700266951109959,30.742053354807222,85.33381932390783,0.15111111111111108,-1.2,1.5,0.050370370370370364,0.07123446091953366,0.33333333333333337,3,layer-block
Lor5D,20,0,2042,34.55127822953975,54.364967825153435,0.15000000000000002,0.0,0.0,9.244397096952596e-07,33.07302514110952,96.06506176368214,0.0,-1.2,-0.1,0.0,0.0,nan,1,layer-block
Lor5D,20,1,3042,33.568710959929014,40.254285080040795,0.22499999999999998,0.0,0.06451612903225812,6.820402765249062e-05,31.334880877988684,86.93062699077225,0.06867845993756509,-1.7,0.45,0.022892819979188364,0.03237533649553394,0.3333333333333333,3,layer-block
Lor5D,20,2,4042,34.47618743322937,54.36521782515344,0.15000000000000002,0.0,0.0,9.244397096952596e-07,32.99793444479914,95.91342931222869,0.0,-1.2,-0.1,0.0,0.0,nan,1,layer-block
Lor5D,20,3,5042,36.470189173133676,62.92999715687086,0.15000000000000002,0.0,0.0,9.244397096952596e-07,34.99536209643613,104.1878832101908,0.0,-0.5,0.25,0.0,0.0,nan,1,layer-block
Lor5D,20,4,6042,37.19092253277717,67.59377291209269,0.15000000000000002,0.0,0.0,9.244397096952596e-07,35.71796096638172,107.95925709036206,0.0,-0.2,0.4,0.0,0.0,nan,1,layer-block
Lor5D,20,5,7042,36.55477556255558,60.970419985589515,0.22499999999999998,0.0,0.0714285714285714,0.00010812961185304519,34.32927186016167,103.26022680989577,0.07653061224489792,-0.2,0.8,0.02551020408163264,0.036076876591150366,0.3333333333333333,3,layer-block
Lor5D,20,6,8042,36.41690510321043,53.932076578929305,0.22499999999999998,0.0,0.04761904761904767,2.2110097536029485e-05,34.18850004393954,99.46720496492793,0.0498866213151928,-0.9,0.45,0.016628873771730935,0.02351677881497213,0.33333333333333337,3,layer-block
Lor5D,20,7,9042,35.2160985979416,55.540582378477524,0.15000000000000002,0.0,0.0,9.244397096952596e-07,33.73831575533271,97.98488105364359,0.0,-1.1,-0.05,0.0,0.0,nan,1,layer-block
KR_like,20,0,2042,26.886372003428278,10.484026449845535,0.22499999999999998,4.7477854870166105,0.33333333333333337,15.938383482305115,43.4276203885233,59.1563230292845,0.5990338164251209,-2.9,0.25,0.19967793880837362,0.28238724916950697,0.3333333333333333,3,layer-block
KR_like,20,1,3042,27.747172735148514,10.83072252882537,0.22499999999999998,4.611165367349018,0.3529411764705882,15.983280872698797,44.25148511726825,61.03830340114933,0.6228373702422144,-2.5,1.65,0.2076124567474048,0.2936083520497775,0.3333333333333333,3,layer-block
KR_like,20,2,4042,26.63681046158346,6.98669962615339,0.22499999999999998,6.705342887570627,0.29268292682926833,15.121393314619734,43.534204188596036,57.10573581645233,0.6067816775728734,-4.6,-1.8,0.20226055919095778,0.28603962594101867,0.3333333333333333,3,layer-block
KR_like,20,3,5042,27.81523826353572,12.789646678316865,0.22499999999999998,3.833328305853174,0.32258064516129037,15.874318838253071,43.74466994397202,62.07497121196443,0.5150884495317378,-2.1,4.65,0.1716961498439126,0.2428150237165044,0.3333333333333333,3,layer-block
KR_like,20,4,6042,27.600227778123365,8.034795065946962,0.22499999999999998,0.0,0.36764705882352944,15.993723488155664,41.34716518430541,58.88584181168686,0.6487889273356402,-2.7,-4.05,0.21626297577854672,0.30584203338518495,0.3333333333333333,3,layer-block
KR_like,20,5,7042,26.931682656494353,6.701789092901166,0.22499999999999998,5.7599712000359995,0.32894736842105265,15.917564139159156,44.05791023131227,57.456562854645334,0.5972991689750693,-3.4,5.2,0.19909972299168976,0.281569528519574,0.3333333333333333,3,layer-block
KR_like,20,6,8042,26.62614612673678,6.222840249024923,0.22499999999999998,7.204953939094172,0.2941176470588235,15.197516850099074,43.89912447639197,56.75318323153427,0.588235294117647,-4.6,-2.6,0.196078431372549,0.27729677693590093,0.3333333333333333,3,layer-block
KR_like,20,7,9042,26.963545609741047,10.340177861668161,0.22499999999999998,4.7477854870166105,0.34782608695652173,15.97649684086527,43.542849813960956,59.24066970655028,0.6099558916194077,-2.8,-1.7,0.20331863053980256,0.2875359647925133,0.33333333333333337,3,layer-block
Lor2D,28,0,2842,35.02739385462799,0.894929625864419,0.375,2.074463718820861,0.7009803921568627,13.522468075655,46.04489813342585,70.15151725095326,2.4225057670126873,-0.7142857142857143,-3.857142857142857,0.15626419125108282,0.187592246844391,0.06450518854441366,11,layer-block
Lor2D,28,1,3842,32.190614027571094,0.32453476421065763,0.42857142857142855,1.1140189974948065,0.6861702127659575,13.522468075653082,42.09590902991246,64.01592537298679,2.565838614757809,-1.2857142857142858,-0.7142857142857143,0.18058262084236107,0.20631416505571337,0.0703795709534157,13,layer-block
Lor2D,28,2,4842,32.90273103370051,0.5815218267692587,0.42857142857142855,1.0690807901828643,0.7354497354497355,13.522468075655,42.781165906481654,65.56441895646056,2.7161053721900283,0.0,4.785714285714286,0.18457808835785025,0.2045973342777983,0.06795689528386106,13,layer-block
Lor2D,28,3,5842,36.38908467109813,1.1865858264199762,0.375,1.1418081663812731,0.6445783132530121,13.52246807560535,46.84711228086282,72.9262928181673,1.88713891711424,-1.1428571428571428,-3.2142857142857144,0.1428133669911815,0.17621825387218473,0.07567718820062684,11,layer-block
Lor2D,28,4,6842,35.48937370807119,0.4466944790514571,0.375,2.0737598238383184,0.6923076923076923,13.522468075654151,46.506276355819956,70.8507954540881,2.210059171597633,-0.14285714285714285,7.571428571428571,0.14863794954282594,0.17411460809305676,0.06725519002071642,11,layer-block
Lor2D,28,5,7842,36.42468826716946,0.42243749933150093,0.3214285714285714,1.576238826095465,0.6830601092896175,13.52246807565235,47.6787828991931,72.74035077120507,2.329122995610499,-0.14285714285714285,3.857142857142857,0.20894757715065787,0.28768331602010416,0.08971083860510747,9,layer-block
Lor2D,28,6,8842,35.01885144225244,0.39209257397099423,0.42857142857142855,0.9940111135593712,0.6855670103092784,13.522468075652954,44.852168737356315,69.69415197260402,2.3924168349452652,-1.1428571428571428,-6.071428571428571,0.17294825923756094,0.20709095794183252,0.07229018652241583,13,layer-block
Lor2D,28,7,9842,35.478523412633834,0.4103457654634479,0.375,1.1459135838060843,0.6934673366834171,13.522468075654311,45.93870377687798,70.7177479421127,2.5055427893235023,-0.7857142857142857,-0.17857142857142858,0.19605553503133616,0.22457115873932787,0.07824872752792669,11,layer-block
Lor3D,28,0,2842,43.09869657750634,4.449650059831251,0.26785714285714285,3.021302205747141,0.4933333333333333,13.522466857131585,55.757153189538705,88.32692857253528,1.0951999999999997,-2.357142857142857,2.4642857142857144,0.11092863434236344,0.16167150291789895,0.1012861891365627,7,layer-block
