d,N,p_frw,rep,H_eff_sq,R_eff,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width_ratio,layer_entropy,b1_mean,b1_std,b1_neg_frac,eig_min,eig_max,eig_gap,eig_spread
3,256,0.4,2,0.16000000000000003,-1.3078398419793706,8596,0.23828125,10.0,0.0390625,25.6,12.760877712759415,0.4984717856546646,0.1953125,2.1493687407276916,-16.3984375,45.92042026766081,0.6171875,-68.810226794751,78.67993645042296,4.60512382845684,147.49016324517396
3,256,0.4,3,0.16000000000000003,-1.3188494016417924,9735,0.22265625,11.0,0.04296875,23.272727272727273,10.69486630534745,0.45954503655789825,0.15234375,2.2647757507103243,-15.1953125,45.40659344222316,0.6328125,-72.43371495421866,77.17076085965944,5.757543300121114,149.60447581387808
3,256,0.4,4,0.16000000000000003,-1.199522186303259,9645,0.24609375,9.0,0.03515625,28.444444444444443,10.436166932687192,0.3668964937272841,0.1796875,2.1276649153860774,-19.03125,49.19094452678765,0.65234375,-75.17635804290803,81.25780783171678,5.131487171541508,156.4341658746248
3,256,0.4,5,0.16000000000000003,-1.163393120691525,9705,0.23828125,9.0,0.03515625,28.444444444444443,10.307614349608105,0.36237706697841,0.1953125,2.1329066640744014,-17.203125,49.16066761379848,0.66015625,-69.97417807578191,76.60199831339649,3.771378167678634,146.57617638917839
3,256,0.4,6,0.16000000000000003,-1.2651043104379547,9504,0.265625,9.0,0.03515625,28.444444444444443,11.557692110174083,0.4063251132483076,0.1796875,2.1108289681802357,-13.7265625,45.97404411114595,0.625,-77.42099141811056,82.56532753999807,5.189524375219378,159.98631895810863
3,256,0.4,7,0.16000000000000003,-1.314372216206301,10225,0.2265625,10.0,0.0390625,25.6,8.321057625085889,0.3250413134799175,0.140625,2.242266263453671,-18.3203125,46.85006563391714,0.64453125,-66.89646873682265,70.57486182165775,2.7248478870956063,137.47133055848042
3,256,0.5,0,0.25,0.0,9031,0.23828125,11.0,0.04296875,23.272727272727273,11.330497133367812,0.48685729869939814,0.1484375,2.266340417004545,-14.2421875,45.62007612022194,0.671875,-67.0373903962901,72.7210347108165,5.526898365325067,139.7584251071066
3,256,0.5,1,0.25,0.0,9916,0.2578125,11.0,0.04296875,23.272727272727273,12.990142480084373,0.5581701846911253,0.18359375,2.218889505686919,-17.7578125,47.10066448803927,0.6484375,-70.17008884085416,77.13564209987231,3.9297805068349305,147.30573094072648
3,256,0.5,2,0.25,0.0,9998,0.2578125,13.0,0.05078125,19.692307692307693,12.633195681857172,0.6415294682193095,0.16796875,2.3158171950022584,-16.3359375,49.68412368147489,0.640625,-71.78787809466104,75.25164802314124,2.3286074499573033,147.03952611780227
3,256,0.5,3,0.25,0.0,10096,0.23046875,10.0,0.0390625,25.6,11.594826432508595,0.45292290751986697,0.171875,2.193293577028072,-11.9375,52.0693272834401,0.59765625,-72.79482246801379,77.5128251898141,1.3321131878686145,150.30764765782789
3,256,0.5,4,0.25,0.0,10765,0.2421875,9.0,0.03515625,28.444444444444443,10.667824011287516,0.37504068789682676,0.1875,2.1293733741026455,-24.0,43.37734143536231,0.67578125,-70.76665809846673,76.21247250688845,4.111392523095574,146.97913060535518
3,256,0.5,5,0.25,0.0,10110,0.2421875,12.0,0.046875,21.333333333333332,14.273129377337762,0.6690529395627076,0.18359375,2.227068188851744,-16.359375,44.32298613145751,0.640625,-69.74656368180412,78.59182082764396,4.915119005651604,148.33838450944808
3,256,0.5,6,0.25,0.0,9850,0.2421875,11.0,0.04296875,23.272727272727273,11.144431215070513,0.4788622787725611,0.15234375,2.250915459265528,-15.078125,46.512365522346585,0.6484375,-66.6299767537679,75.07901209478374,5.687315080640218,141.70898884855166
3,256,0.5,7,0.25,0.0,9857,0.234375,10.0,0.0390625,25.6,11.385956261992227,0.4447639164840714,0.1640625,2.1918942432997763,-21.21875,43.66580067326717,0.70703125,-66.56911140421597,74.5635503206697,3.7392249774491404,141.13266172488568
3,256,0.67,0,0.4489000000000001,2.7782462170881304,9584,0.25390625,11.0,0.04296875,23.272727272727273,12.577692439690122,0.5404477220179349,0.1875,2.2318747143458912,-18.84375,44.81532199970787,0.67578125,-73.88736153495202,78.412228228428,6.473610441152715,152.29958976338003
3,256,0.67,1,0.4489000000000001,2.4374361767402717,10004,0.29296875,11.0,0.04296875,23.272727272727273,14.554542615410545,0.6253905030059218,0.1953125,2.174499319407365,-17.5078125,49.30525074943686,0.65625,-71.80302100421872,75.46072789337694,4.602248113521895,147.26374889759566
3,256,0.67,2,0.4489000000000001,2.3930288834328115,9098,0.3125,11.0,0.04296875,23.272727272727273,15.903635428250698,0.6833593348076472,0.21484375,2.1453270589694284,-15.265625,43.92029079320144,0.65625,-64.11451737969021,68.99208732253096,1.6382179243965709,133.10660470222118
3,256,0.67,3,0.4489000000000001,2.5892018694873453,8655,0.26171875,11.0,0.04296875,23.272727272727273,15.486597778201695,0.6654397482821041,0.1796875,2.1248806445525634,-21.6875,45.21368535908127,0.74609375,-63.95437880004484,68.04399390542169,3.088997539334912,131.99837270546652
3,256,0.67,4,0.4489000000000001,2.605369562071411,9550,0.29296875,10.0,0.0390625,25.6,14.867414032036642,0.5807583606264313,0.1875,2.108875934729171,-17.0,42.8540400662528,0.65625,-72.2914727942413,86.51629463462598,16.30408858077999,158.8077674288673
3,256,0.67,5,0.4489000000000001,2.676974874486604,9965,0.2265625,12.0,0.046875,21.333333333333332,13.091557924436987,0.6136667777079838,0.171875,2.268252589638231,-15.484375,47.240571872696194,0.64453125,-67.39329733982851,70.79541119809306,1.6921302236183777,138.18870853792157
3,256,0.67,6,0.4489000000000001,2.337550671935803,9142,0.26953125,13.0,0.05078125,19.692307692307693,11.518444175018505,0.5849209932626585,0.15625,2.376065783784415,-14.0390625,41.05558395786247,0.66796875,-63.26846982787204,67.31674780261424,1.6050012661445976,130.58521763048628
3,256,0.67,7,0.4489000000000001,2.4503690409565295,10054,0.27734375,10.0,0.0390625,25.6,12.947586647711612,0.5057651034262348,0.1796875,2.162564424892248,-19.921875,48.40932396227379,0.67578125,-69.96089604026434,77.50003100684938,3.5732078163683383,147.46092704711373
3,256,1.0,0,1.0,7.240328414619821,8240,0.30078125,10.0,0.0390625,25.6,14.291256067959877,0.5582521901546826,0.19140625,2.128999967502684,-15.6171875,39.37690890090084,0.65234375,-65.94499962141718,70.68859083628513,4.217664271725127,136.63359045770233
3,256,1.0,1,1.0,7.891021031479924,8542,0.296875,11.0,0.04296875,23.272727272727273,12.008261618878814,0.515979991436199,0.171875,2.2587633423473163,-16.0078125,46.38325332450111,0.6328125,-66.6314485083315,71.32531231977131,2.6120885262031805,137.9567608281028
3,256,1.0,2,1.0,7.848552715683285,8851,0.30859375,10.0,0.0390625,25.6,14.677874505527019,0.5733544728721491,0.1953125,2.125430117258631,-17.2109375,50.42973954296308,0.6875,-72.3321871309574,81.98302669015447,9.35767898333917,154.31521382111185
3,256,1.0,3,1.0,7.12330608810673,8166,0.30078125,11.0,0.04296875,23.272727272727273,15.983462527880661,0.6867894054948721,0.1953125,2.1459918864695817,-16.2578125,40.88469802646026,0.6484375,-68.5291742352603,76.50753402863631,8.521109495051363,145.03670826389663
3,256,1.0,4,1.0,7.2744894991698015,7127,0.3359375,11.0,0.04296875,23.272727272727273,16.487410674323655,0.7084434274123446,0.1875,2.1083519847482948,-15.84375,48.02252685914705,0.65625,-69.85919715723116,74.96435723578895,7.217596337651813,144.82355439302012
3,256,1.0,5,1.0,7.103148986413476,8202,0.31640625,10.0,0.0390625,25.6,19.63771880845634,0.7670983909553258,0.25,2.0085048293328542,-17.0234375,40.41947334742987,0.7109375,-69.05582784713452,77.39805822607644,6.134707254066598,146.45388607321098
3,256,1.0,6,1.0,9.841826436813733,9378,0.27734375,12.0,0.046875,21.333333333333332,17.18203195847983,0.805407748053742,0.21484375,2.1552748053320054,-7.609375,44.79750173959899,0.56640625,-75.37127414932442,83.56215982099116,9.924617317211613,158.93343397031558
3,256,1.0,7,1.0,8.478572047175497,8811,0.3046875,12.0,0.046875,21.333333333333332,14.2263448885822,0.6668599166522907,0.1796875,2.239142805650698,-18.078125,45.474170102206095,0.66015625,-72.84644309483932,80.63417272511155,3.2241205893350866,153.48061581995086
3,256,1.5,0,2.25,17.92227774068812,7733,0.359375,12.0,0.046875,21.333333333333332,19.258475767539053,0.9027410516033931,0.2265625,2.0788389408377963,-18.2734375,48.42023318751773,0.6953125,-75.02594352140038,80.11843431881243,8.402100981334343,155.14437784021283
3,256,1.5,1,2.25,17.108968485398364,8023,0.33203125,10.0,0.0390625,25.6,19.458674158328467,0.7601044593097057,0.234375,1.9809737806233363,-20.125,46.36758700859901,0.67578125,-68.92166272836454,72.70070150206871,1.4821307227258984,141.62236423043325
3,256,1.5,2,2.25,17.298296327027273,7538,0.32421875,10.0,0.0390625,25.6,17.934324631833785,0.7005595559310072,0.203125,2.009036287780132,-15.0703125,46.689245883311756,0.66015625,-69.9583418786673,72.60593353427376,2.7125754289160113,142.56427541294107
3,256,1.5,3,2.25,16.945558130302473,7451,0.31640625,10.0,0.0390625,25.6,16.16292052817188,0.6313640831317141,0.1796875,2.0667432653926054,-12.3125,45.32896252673339,0.62109375,-71.0422549363676,76.76782916136375,4.5218670957654865,147.81008409773136
3,256,1.5,4,2.25,16.901766021220908,7408,0.32421875,10.0,0.0390625,25.6,16.91862878604528,0.6608839369548937,0.20703125,2.058223363901579,-10.765625,41.63541243171941,0.60546875,-69.24208483717915,77.1711056223074,3.4343414139058552,146.41319045948654
3,256,1.5,5,2.25,16.944940031690138,7964,0.31640625,10.0,0.0390625,25.6,16.602409463689302,0.6485316196753633,0.23046875,2.083479879651001,-13.703125,41.27316761813145,0.64453125,-68.2397661442401,73.39009289810642,2.477030132857905,141.6298590423465
3,256,1.5,6,2.25,17.715823159591057,5830,0.35546875,10.0,0.0390625,25.6,22.401785643113364,0.8750697516841157,0.24609375,1.8870552366597197,-10.4765625,38.482030068378585,0.62109375,-62.694426372950595,69.99621505434342,5.853677449263088,132.69064142729403
3,256,1.5,7,2.25,17.599786620438245,8349,0.328125,11.0,0.04296875,23.272727272727273,16.382312574519393,0.7039274934363802,0.20703125,2.126282270420581,-13.0859375,38.721466781955634,0.6640625,-70.36013919188255,77.63769840665819,7.607604265886053,147.99783759854074
3,256,2.0,0,4.0,30.029497868503714,7093,0.3671875,10.0,0.0390625,25.6,17.083325203250098,0.667317390751957,0.22265625,2.074915873775328,-14.109375,45.37090793789975,0.6015625,-71.42555451025936,78.9943014002352,4.634468122994164,150.41985591049456
3,256,2.0,1,4.0,30.5523609298652,6695,0.36328125,11.0,0.04296875,23.272727272727273,22.1404233723621,0.951346316781184,0.25,1.922040697611258,-15.2421875,41.096541462936315,0.6953125,-64.2319874188313,66.9585065945792,1.947342957125045,131.1904940134105
3,256,2.0,2,4.0,31.072442437960092,7214,0.34765625,10.0,0.0390625,25.6,19.64281038955475,0.7672972808419823,0.2109375,1.9785403806724622,-19.7578125,40.81135069089044,0.69921875,-69.93305766272138,75.82427759754952,6.171743160954364,145.7573352602709
3,256,2.0,3,4.0,28.1568400553425,6009,0.3515625,10.0,0.0390625,25.6,21.270637037945058,0.8308842592947288,0.25,1.938660928874475,-12.3671875,37.08928650351532,0.61328125,-66.74107019830366,71.02133599635738,3.12746837137459,137.76240619466103
3,256,2.0,4,4.0,30.117512652137343,7572,0.32421875,9.0,0.03515625,28.444444444444443,17.739542215758878,0.6236557810227731,0.203125,1.9658874526579195,-15.546875,45.858283632669625,0.6640625,-75.88661129080413,78.60103815856492,7.183515937375304,154.48764944936903
3,256,2.0,5,4.0,28.093185072727945,5793,0.3671875,11.0,0.04296875,23.272727272727273,21.041478124240523,0.90412601315096,0.25,1.9693604715878286,-14.125,42.05669536470977,0.671875,-75.27208900605717,78.93468393185643,15.289410094313126,154.2067729379136
3,256,2.0,6,4.0,28.171716771249788,5956,0.33984375,11.0,0.04296875,23.272727272727273,20.635762906754906,0.8866929373996248,0.2421875,2.0094694779278863,-18.2890625,41.81519093428958,0.6796875,-76.6155717024993,80.6981303482793,7.855180938038643,157.3137020507786
3,256,2.0,7,4.0,32.702725237746165,7441,0.359375,11.0,0.04296875,23.272727272727273,19.97312243578131,0.8582201046624781,0.234375,2.0080279048024616,-13.1484375,38.1595314608106,0.64453125,-66.76832168842928,69.17657273520136,2.969800145103477,135.94489442363064
3,512,0.4,0,0.16000000000000003,-1.3363446515483972,38480,0.19140625,15.0,0.029296875,34.13333333333333,17.98097760288788,0.5267864532096058,0.142578125,2.5524794787093827,-22.2578125,57.2604720353827,0.6640625,-96.51244841678044,101.33997599275614,10.588738099795762,197.85242440953658
3,512,0.4,1,0.16000000000000003,-1.4396253378410246,42061,0.216796875,13.0,0.025390625,39.38461538461539,17.796017106422187,0.45185199684275085,0.12890625,2.4424672286639484,-30.640625,59.40351083571892,0.712890625,-85.05837265133381,88.413925291671,1.8097259897249813,173.47229794300483
3,512,0.4,2,0.16000000000000003,-1.31155020906715,36626,0.193359375,14.0,0.02734375,36.57142857142857,17.136903728146315,0.46858721131650083,0.115234375,2.493407898183174,-25.21484375,58.27126032327674,0.67578125,-87.84898713191224,91.95672267787617,2.577044869193216,179.80570980978842
3,512,0.4,3,0.16000000000000003,-1.4282668904862295,40773,0.205078125,13.0,0.025390625,39.38461538461539,16.15567755186279,0.41020275034026615,0.134765625,2.466820846334866,-20.69140625,53.93998477379708,0.662109375,-87.83300147942785,97.29540941646027,5.108509964070862,185.12841089588812
3,512,0.4,4,0.16000000000000003,-1.4143125632462743,40425,0.1953125,13.0,0.025390625,39.38461538461539,20.032813318839057,0.5086456506736479,0.13671875,2.411405166906527,-26.96875,53.724985094809476,0.69140625,-89.00251918079955,91.8105103816393,3.3349172007385732,180.81302956243886
3,512,0.4,5,0.16000000000000003,-1.4361425355411774,40224,0.189453125,13.0,0.025390625,39.38461538461539,14.435738032548896,0.3665324109826868,0.111328125,2.490944746904891,-19.890625,61.13103681526574,0.65234375,-84.83981080253497,96.10180938841252,6.865885501905979,180.9416201909475
3,512,0.4,6,0.16000000000000003,-1.3322904996841745,37622,0.197265625,13.0,0.025390625,39.38461538461539,16.34502258528906,0.415010339079605,0.1171875,2.462519597314853,-20.9375,57.582379846182114,0.6171875,-82.961199140416,90.95991206323026,2.5845755246161843,173.92111120364626
3,512,0.4,7,0.16000000000000003,-1.3318537231679803,37830,0.2109375,13.0,0.025390625,39.38461538461539,18.193568016190866,0.4619460629110962,0.1328125,2.432854320622758,-23.4296875,55.466513489242715,0.65234375,-87.8568655409505,92.71438856406994,2.6063873612841064,180.57125410502044
3,512,0.5,0,0.25,0.0,36716,0.1953125,12.0,0.0234375,42.666666666666664,20.434176165325468,0.47892600387481565,0.14453125,2.350605878910941,-22.86328125,63.25003751369163,0.66015625,-89.05828038850007,94.02228738499986,5.846879928497387,183.08056777349992
3,512,0.5,1,0.25,0.0,41819,0.2109375,13.0,0.025390625,39.38461538461539,21.00746556506652,0.5333926803630171,0.14453125,2.402599202978145,-25.3359375,59.9852556550032,0.671875,-89.35607394648027,91.19764901426895,0.713558931786082,180.5537229607492
3,512,0.5,2,0.25,0.0,41956,0.19140625,14.0,0.02734375,36.57142857142857,16.599114803051936,0.4538820453959514,0.12890625,2.5247407029678843,-25.6796875,57.202140693354686,0.677734375,-88.01476716982587,96.47108222343812,6.8713396398915165,184.485849393264
3,512,0.5,3,0.25,0.0,37734,0.212890625,13.0,0.025390625,39.38461538461539,18.817089047902346,0.4777776516068955,0.146484375,2.4337456833402347,-21.953125,59.08202182334635,0.65625,-90.86845603217564,99.65337611915935,7.8418596599940855,190.521832151335
3,512,0.5,4,0.25,0.0,39813,0.197265625,15.0,0.029296875,34.13333333333333,18.59701290231549,0.5448343623725241,0.1171875,2.520481966901051,-22.15625,60.26509633226765,0.642578125,-81.6793927459883,87.4219442374377,1.1466635444819815,169.101336983426
3,512,0.5,5,0.25,0.0,39036,0.201171875,15.0,0.029296875,34.13333333333333,17.293030066731767,0.5066317402362822,0.125,2.5476253909140523,-19.59765625,54.81184287639703,0.6796875,-88.41029435380028,94.61834238323921,5.752173055541348,183.0286367370395
3,512,0.5,6,0.25,0.0,38830,0.205078125,14.0,0.02734375,36.57142857142857,20.33193928532251,0.5559514648330374,0.142578125,2.4531355512869677,-21.23828125,56.57487657561347,0.658203125,-83.55178696921504,87.36638896363158,0.24258542288372098,170.91817593284662
3,512,0.5,7,0.25,0.0,38938,0.208984375,14.0,0.02734375,36.57142857142857,16.918773535903355,0.46262271387235737,0.119140625,2.5139597362346935,-20.359375,54.47171490424526,0.654296875,-83.74773156283206,88.79233567325136,2.023692833068779,172.54006723608342
3,512,0.67,0,0.4489000000000001,2.5189400255600205,38221,0.21484375,14.0,0.02734375,36.57142857142857,20.75955644211767,0.5676441214641551,0.130859375,2.443216817063076,-23.96484375,60.202252981413295,0.66015625,-88.40312573016422,92.37370742550344,2.530237293456409,180.77683315566765
3,512,0.67,1,0.4489000000000001,2.4548526102214727,36425,0.205078125,12.0,0.0234375,42.666666666666664,20.45455667788693,0.47940367213797497,0.134765625,2.3592505739019245,-25.5625,61.31179918050032,0.6640625,-88.0387654306331,95.83837589157667,4.623297486680855,183.87714132220978
3,512,0.67,2,0.4489000000000001,2.571284515487878,38336,0.21484375,13.0,0.025390625,39.38461538461539,21.84046513148846,0.5545430599791992,0.158203125,2.4026249746481985,-19.6484375,54.43934265591929,0.650390625,-85.96449012595568,92.27045666752963,5.696809933277265,178.2349467934853
3,512,0.67,3,0.4489000000000001,2.762712328483177,38483,0.220703125,15.0,0.029296875,34.13333333333333,19.465753403235016,0.5702857442354009,0.1328125,2.521171806966505,-26.8671875,53.08378858785273,0.703125,-82.63502227639455,88.2096508009839,1.1069051289825893,170.84467307737845
3,512,0.67,4,0.4489000000000001,2.941633298368655,38917,0.22265625,13.0,0.025390625,39.38461538461539,20.91572268943394,0.5310632714114086,0.150390625,2.4167466112232363,-20.4296875,56.65619775145826,0.669921875,-87.55904724731953,91.20272085155098,5.304659297769092,178.7617680988705
3,512,0.67,5,0.4489000000000001,2.838763990277052,37183,0.1953125,14.0,0.02734375,36.57142857142857,22.070388325000685,0.6034871807617376,0.138671875,2.427160033200655,-21.3125,55.54245982804507,0.673828125,-85.98107710550991,86.77734123642239,0.6585363457507896,172.7584183419323
3,512,0.67,6,0.4489000000000001,2.6010627764922694,36388,0.2265625,14.0,0.02734375,36.57142857142857,23.023944944694566,0.6295609945814921,0.15234375,2.4135240317664923,-24.33203125,60.30663110511997,0.689453125,-81.47257825664123,88.24230382087231,4.570662570133138,169.71488207751355
3,512,0.67,7,0.4489000000000001,2.4846315345026357,36564,0.23828125,13.0,0.025390625,39.38461538461539,26.93164698765108,0.6838113492958282,0.171875,2.3011616619169204,-21.921875,57.53919986830174,0.669921875,-83.75311582906728,91.46820033669476,2.2967209613357795,175.22131616576206
3,512,1.0,0,1.0,8.512213770382745,38171,0.25,15.0,0.029296875,34.13333333333333,22.35133602767902,0.6548242976859089,0.146484375,2.4730874820845354,-28.29296875,54.07207383956642,0.6953125,-82.34043299850866,87.48782359872708,1.3948868442279547,169.82825659723574
3,512,1.0,1,1.0,8.866547747147322,36021,0.232421875,15.0,0.029296875,34.13333333333333,25.067553175813195,0.7344009719476522,0.15234375,2.403933566255078,-17.80859375,51.95741274012266,0.62890625,-90.21464638344044,92.98862944846638,2.2943526765433973,183.2032758319068
3,512,1.0,2,1.0,8.711448193738425,35921,0.255859375,17.0,0.033203125,30.11764705882353,24.080459134134603,0.799546494688063,0.146484375,2.4847162089566543,-19.1796875,51.884175934501876,0.650390625,-94.38309694990625,98.12033592052785,8.96555257188274,192.5034328704341
3,512,1.0,3,1.0,10.363055104478192,38570,0.25390625,16.0,0.03125,32.0,21.86892772862904,0.6834039915196575,0.134765625,2.5183141435097585,-22.78515625,55.66663412371082,0.66015625,-85.38370468883494,96.84242721732899,6.743920555255315,182.2261319061639
3,512,1.0,4,1.0,8.482412945211049,35594,0.232421875,15.0,0.029296875,34.13333333333333,24.497256082172868,0.7176930492824083,0.162109375,2.4288372985719193,-22.35546875,57.821237594570505,0.6640625,-89.19953703305418,89.95040402904627,3.208788131548417,179.14994106210045
3,512,1.0,5,1.0,8.608690444891998,40169,0.228515625,14.0,0.02734375,36.57142857142857,24.132711308554637,0.6598788248432909,0.15234375,2.3960960642734386,-16.0234375,52.7796073373381,0.658203125,-88.00712020904413,92.36030256456614,0.7343825693647119,180.36742277361026
3,512,1.0,6,1.0,7.888396986467228,34953,0.25,15.0,0.029296875,34.13333333333333,20.80982673856005,0.6096628927312515,0.130859375,2.4875848488840693,-16.859375,54.028744429325535,0.6484375,-91.86896042490028,97.312120579148,9.699168832593728,189.18108100404828
3,512,1.0,7,1.0,8.330857722172617,34568,0.251953125,15.0,0.029296875,34.13333333333333,26.56781678815346,0.7783540074654335,0.181640625,2.403686739730051,-23.97265625,55.42294089381522,0.720703125,-90.20084834356842,95.06045710533044,5.3477915628321,185.26130544889887
3,512,1.5,0,2.25,16.87394090062,29826,0.28515625,14.0,0.02734375,36.57142857142857,28.925308457953477,0.7909264031471654,0.171875,2.307558066415944,-19.21875,50.10519208063671,0.6484375,-85.93187138510524,93.87975295911092,8.191550208232584,179.81162434421617
3,512,1.5,1,2.25,17.905582157971274,31332,0.28125,14.0,0.02734375,36.57142857142857,29.765066498724128,0.8138885370744879,0.181640625,2.287153884730525,-17.03515625,58.0338560802062,0.6328125,-88.20082272027449,92.98180330461338,5.656959484710754,181.18262602488787
3,512,1.5,2,2.25,17.95238424584786,31162,0.28125,15.0,0.029296875,34.13333333333333,28.904132730266944,0.8468007635820394,0.17578125,2.315665094744718,-15.625,51.31246193664849,0.65234375,-84.20129246698069,92.20109020743082,3.5130745959472875,176.4023826744115
3,512,1.5,3,2.25,17.43140938414618,31226,0.267578125,13.0,0.025390625,39.38461538461539,28.337359036433924,0.719503256784455,0.181640625,2.2761184082585824,-21.34375,54.51367911760772,0.677734375,-85.46060047084187,90.81724617290021,3.1546248443310816,176.27784664374207
3,512,1.5,4,2.25,17.306086289835616,30218,0.275390625,14.0,0.02734375,36.57142857142857,29.090288722513286,0.7954375822562227,0.1796875,2.308868376014613,-20.71484375,51.065566905823005,0.685546875,-84.22526324348388,90.74389182064286,4.562671285862848,174.96915506412674
3,512,1.5,5,2.25,16.530428950300998,28589,0.271484375,14.0,0.02734375,36.57142857142857,26.337681549213006,0.7201709798612932,0.169921875,2.347937245069975,-19.82421875,47.79399518717962,0.673828125,-85.10212848845023,89.66869855226992,7.132866048333938,174.77082704072015
3,512,1.5,6,2.25,19.10929725948313,32449,0.2734375,17.0,0.033203125,30.11764705882353,23.406591210826207,0.7771719737969639,0.146484375,2.480825323637044,-18.984375,50.55226014590619,0.658203125,-88.57503742763352,94.45592246422156,2.9201294668997235,183.03095989185508
3,512,1.5,7,2.25,17.710244691101824,33050,0.28515625,14.0,0.02734375,36.57142857142857,28.954926266561976,0.7917362651013041,0.17578125,2.313688945440921,-15.1171875,49.45043621738684,0.625,-82.12791687783161,88.22268051923407,1.6272213021102289,170.35059739706568
3,512,2.0,0,4.0,29.858668655169872,26740,0.279296875,13.0,0.025390625,39.38461538461539,31.367642469316056,0.796444047072478,0.185546875,2.2320435997103676,-14.75,51.81924714813985,0.63671875,-82.0640141502406,88.55134194824296,4.493038545873645,170.61535609848357
3,512,2.0,1,4.0,29.220130533957597,25468,0.302734375,15.0,0.029296875,34.13333333333333,31.727730597836473,0.9295233573584905,0.185546875,2.2681251890329364,-17.640625,49.49411808093336,0.658203125,-85.91797098586605,91.96510149702053,4.058652636655438,177.88307248288658
3,512,2.0,2,4.0,31.4359117837776,28619,0.298828125,14.0,0.02734375,36.57142857142857,36.90473118278292,1.0091137432792205,0.2265625,2.128937792846913,-21.07421875,51.99942118982815,0.654296875,-84.00691504446728,90.69295755808828,3.505782958762694,174.69987260255556
3,512,2.0,3,4.0,28.182584089454615,24454,0.326171875,13.0,0.025390625,39.38461538461539,33.3617433171554,0.8470755139121489,0.220703125,2.2145191227877703,-18.99609375,49.54992731822329,0.673828125,-82.17302060003666,85.53326926880025,4.6069202723038245,167.7062898688369
3,512,2.0,4,4.0,29.690002901797797,27812,0.279296875,14.0,0.02734375,36.57142857142857,29.400472021755718,0.8039191568448829,0.16796875,2.311966477278711,-15.8828125,45.991188200456875,0.6640625,-85.1879372423935,90.20968081389998,6.469611629868041,175.39761805629348
3,512,2.0,5,4.0,29.169180602604314,26191,0.306640625,13.0,0.025390625,39.38461538461539,30.895701621717944,0.7844611739889321,0.1875,2.257658815024023,-18.453125,51.00059119985155,0.67578125,-91.4749166359086,97.0781621081121,2.5221969367610058,188.5530787440207
3,512,2.0,6,4.0,29.528174979825685,27094,0.3203125,15.0,0.029296875,34.13333333333333,32.42810852057551,0.9500422418137358,0.181640625,2.228394714410844,-19.2890625,50.34453985161741,0.66796875,-90.60304826272011,98.14198363706069,9.040648829769736,188.7450318997808
3,512,2.0,7,4.0,28.725000623138534,22692,0.3203125,14.0,0.02734375,36.57142857142857,36.244633663312904,0.9910642017312122,0.20703125,2.1247754182408247,-16.609375,50.6770156196019,0.67578125,-80.2278316246875,83.1022482891347,1.2954555767783091,163.3300799138222
4,128,0.4,0,0.16000000000000003,-1.8177129625430457,1233,0.46875,5.0,0.0390625,25.6,17.76063061943466,0.6937746335716664,0.390625,1.3217193643599239,0.4765625,18.146093262286342,0.546875,-39.26191674695023,41.14708027169013,2.9496784147849056,80.40899701864035
4,128,0.4,1,0.16000000000000003,-1.9804763925295603,1309,0.4609375,6.0,0.046875,21.333333333333332,12.378296418418095,0.5802326446133482,0.3046875,1.5896473057855365,3.625,18.87955243113565,0.3984375,-36.80436637774483,38.73291610604256,0.21425692760364967,75.53728248378738
4,128,0.4,2,0.16000000000000003,-1.9998015463352627,1275,0.53125,5.0,0.0390625,25.6,13.850631754544628,0.5410403029118995,0.34375,1.4565694990691789,3.3125,21.530410905275357,0.3984375,-44.630787958037736,46.47477122853465,4.846589559409821,91.10555918657238
4,128,0.4,3,0.16000000000000003,-2.352577981903545,1588,0.46875,5.0,0.0390625,25.6,13.484806264830059,0.5267502447199242,0.3203125,1.4404177301213494,1.3203125,28.21760686880345,0.3671875,-48.64257474676756,50.59457684322972,7.356380665975578,99.23715158999727
4,128,0.4,4,0.16000000000000003,-1.631412870247677,1087,0.5,5.0,0.0390625,25.6,9.666436778875658,0.3775951866748304,0.3203125,1.5374469633279595,1.2890625,18.945296391745728,0.40625,-35.162854853793704,37.54148047984973,1.443446022053955,72.70433533364343
4,128,0.4,5,0.16000000000000003,-1.9726274291735648,1353,0.453125,5.0,0.0390625,25.6,16.414627622946554,0.6411963915213498,0.3828125,1.3485442015465048,2.09375,26.12303745618989,0.4765625,-41.35397701542592,43.610077979235584,0.7930649750607444,84.9640549946615
4,128,0.4,6,0.16000000000000003,-2.273230345097015,1309,0.421875,5.0,0.0390625,25.6,14.430523206037957,0.5636923127358576,0.328125,1.4082103848223502,0.984375,19.755926474336125,0.4765625,-36.623006013137925,38.529526218230146,1.6719784902465165,75.15253223136807
4,128,0.4,7,0.16000000000000003,-1.9391126407633719,1301,0.4609375,5.0,0.0390625,25.6,10.480458005259122,0.4093928908304344,0.296875,1.5186158654053166,1.078125,16.422454794712483,0.359375,-41.74561796825306,43.90942482736393,4.222693129932864,85.65504279561699
4,128,0.5,0,0.25,0.0,1175,0.578125,5.0,0.0390625,25.6,16.906803364326446,0.6604220064190017,0.40625,1.3854772007846083,0.984375,18.314946242328286,0.4296875,-39.7595125003079,41.90626598154636,1.8080443513763598,81.66577848185426
