d,N,p_frw,rep,H_eff_sq,R_eff,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width_ratio,layer_entropy,b1_mean,b1_std,b1_neg_frac,eig_min,eig_max,eig_gap,eig_spread
2,256,2.0,3,4.0,15.896827970535682,17927,0.109375,30.0,0.1171875,8.533333333333333,5.289822513300632,0.6199010757774178,0.078125,3.2009455161807834,-0.7578125,4.705791135913679,0.5625,-8.02771184802349,11.663657251036781,1.7250963742870429,19.69136909906027
2,256,2.0,4,4.0,14.179534828906103,16773,0.1171875,28.0,0.109375,9.142857142857142,4.882287854467161,0.5340002340823458,0.0703125,3.17909122507551,-0.7265625,4.4374381047619975,0.57421875,-6.777203288433392,10.436823123504125,0.6732273835726907,17.214026411937517
2,256,2.0,5,4.0,14.482266188870913,16858,0.1171875,31.0,0.12109375,8.258064516129032,5.236150654178795,0.6340651182794634,0.0703125,3.21154901278715,-0.6875,4.509971590819614,0.55078125,-6.708125040503367,10.163817132608562,0.1583523774423412,16.87194217311193
2,256,2.0,6,4.0,19.65427983831146,17361,0.12109375,33.0,0.12890625,7.757575757575758,5.471858047015203,0.7053567013730535,0.078125,3.2489703163902113,-0.8359375,4.778332187708777,0.5546875,-6.869998170410458,10.49398219878299,0.7927558495876958,17.36398036919345
2,256,2.0,7,4.0,17.28124867316602,18587,0.1328125,29.0,0.11328125,8.827586206896552,5.789818444638719,0.6558778706817299,0.07421875,3.1399982505606006,-1.5703125,4.730525198362625,0.5859375,-6.8669087993188835,10.128690693995573,0.09908536621140485,16.995599493314458
2,512,0.4,0,0.16000000000000003,-0.60348417861539,69259,0.06640625,35.0,0.068359375,14.628571428571428,4.840812885017877,0.33091494331176896,0.04296875,3.486244300007784,-1.0625,5.392051441705652,0.57421875,-8.016003437610026,11.202930554686104,0.053979335552206464,19.21893399229613
2,512,0.4,1,0.16000000000000003,-0.585768472550001,72615,0.072265625,35.0,0.068359375,14.628571428571428,4.263370325295733,0.291441330830763,0.04296875,3.5035106006767536,-0.92578125,5.36066032100043,0.55859375,-8.49314969240245,12.250044121475389,0.22304984848177867,20.743193813877838
2,512,0.4,2,0.16000000000000003,-0.5786406625417712,69200,0.0625,35.0,0.068359375,14.628571428571428,4.310026279573275,0.29463070270520436,0.046875,3.5033901830859215,-1.3203125,5.339173616051809,0.59765625,-8.349721013978103,11.715938447108602,0.44762939098671417,20.065659461086703
2,512,0.4,3,0.16000000000000003,-0.6112398175956378,69691,0.060546875,35.0,0.068359375,14.628571428571428,3.9575296355588456,0.2705342524307805,0.046875,3.514979078667027,-1.00390625,5.284853095518449,0.544921875,-8.19094343605209,11.781964941260602,0.598097324551297,19.97290837731269
2,512,0.4,4,0.16000000000000003,-0.5709055331970968,68242,0.0703125,35.0,0.068359375,14.628571428571428,5.356361847830854,0.3661575481915623,0.044921875,3.4732378309023737,-0.46875,5.385074134819315,0.525390625,-8.37884610854574,12.226458464682102,0.4522326058998001,20.60530457322784
2,512,0.4,5,0.16000000000000003,-0.5009829674051478,67306,0.0703125,33.0,0.064453125,15.515151515151516,5.3491501002706014,0.3447694400565036,0.052734375,3.429892224944755,-0.6640625,5.34844799882113,0.5390625,-8.49624051844475,12.028303771029881,0.14906935485510964,20.524544289474633
2,512,0.4,6,0.16000000000000003,-0.5578653604329529,68918,0.0703125,32.0,0.0625,16.0,4.25,0.265625,0.05078125,3.4292758257382614,-1.07421875,5.357744775290107,0.56640625,-8.38815647026694,12.245461145448598,0.7971576176490878,20.633617615715536
2,512,0.4,7,0.16000000000000003,-0.5890137219805937,68179,0.0703125,37.0,0.072265625,13.837837837837839,3.9763728787678767,0.28735507131720983,0.044921875,3.562007163330236,-0.453125,5.472744077186051,0.525390625,-7.4769514253810385,11.65144670385342,0.453200247993939,19.12839812923446
2,512,0.5,0,0.25,0.0,70809,0.064453125,39.0,0.076171875,13.128205128205128,4.772675899322485,0.36354367201870497,0.04296875,3.5864324524386357,-0.84765625,5.66929042136985,0.54296875,-8.182898085311368,12.112493456667249,0.5394879628290372,20.295391541978617
2,512,0.5,1,0.25,0.0,72053,0.0703125,35.0,0.068359375,14.628571428571428,4.099377752681945,0.28023090106224235,0.04296875,3.512666064287265,-0.4296875,5.229399454272331,0.505859375,-7.757530048058198,11.607861004558961,0.17664155044469254,19.36539105261716
2,512,0.5,2,0.25,0.0,70321,0.072265625,35.0,0.068359375,14.628571428571428,4.864364379477192,0.3325249087533237,0.046875,3.4975413973885434,-1.0703125,5.52930204929553,0.580078125,-8.75630602713787,12.087479605246429,0.32368104777311224,20.843785632384296
2,512,0.5,3,0.25,0.0,69942,0.06640625,35.0,0.068359375,14.628571428571428,4.427741857785262,0.3026776660595394,0.046875,3.5051629772247503,-0.875,5.759503016754136,0.55078125,-9.423922431157212,12.65380297587713,0.714467175006817,22.077725407034343
2,512,0.5,4,0.25,0.0,70395,0.064453125,38.0,0.07421875,13.473684210526315,4.705745883633075,0.3492545773008923,0.04296875,3.5648475555616437,-1.140625,5.277804904444176,0.609375,-7.78496797805623,11.786299446194159,0.6691661412743244,19.571267424250387
2,512,0.5,5,0.25,0.0,70046,0.07421875,35.0,0.068359375,14.628571428571428,5.048822857349816,0.3451343750141476,0.0546875,3.490439010444113,-0.8984375,5.068807557857543,0.58203125,-8.228600287417496,11.629397718346711,0.10029341270588787,19.85799800576421
2,512,0.5,6,0.25,0.0,71510,0.0703125,35.0,0.068359375,14.628571428571428,3.855131750838942,0.2635343970300058,0.046875,3.52107407395029,-0.9609375,5.339859466417983,0.560546875,-8.587342993057257,11.70848351073514,0.14520281216401543,20.295826503792398
2,512,0.5,7,0.25,0.0,69016,0.0703125,37.0,0.072265625,13.837837837837839,4.5530715116193425,0.3290305584568665,0.046875,3.553902883450982,-1.30078125,5.520855290591164,0.587890625,-8.195292683153314,12.015290645033872,1.0628307756629916,20.210583328187184
2,512,0.67,0,0.4489000000000001,1.228759403929467,69790,0.06640625,36.0,0.0703125,14.222222222222221,5.513171657802345,0.3876448821892274,0.04296875,3.4955067771670203,-0.796875,5.158971819498048,0.55078125,-7.94643499079349,11.483413934988011,0.1900309999843124,19.4298489257815
2,512,0.67,1,0.4489000000000001,1.2996458406241114,71170,0.076171875,37.0,0.072265625,13.837837837837839,5.4994521275699055,0.3974213451564189,0.05078125,3.5224916280585803,-0.625,5.383713866839507,0.5390625,-8.225204486942596,11.995881948975427,0.6051312657413117,20.221086435918025
2,512,0.67,2,0.4489000000000001,1.4103724312323616,70864,0.064453125,39.0,0.076171875,13.128205128205128,5.179741044806754,0.39455058739738946,0.04296875,3.575060281349342,-1.08203125,5.468759765616281,0.576171875,-8.007824896753338,12.085478287199397,0.7687035573543692,20.093303183952735
2,512,0.67,3,0.4489000000000001,1.547875620683913,73753,0.06640625,39.0,0.076171875,13.128205128205128,5.435776486317707,0.41405328704373157,0.044921875,3.5689023327552274,-0.75390625,4.934926581643433,0.578125,-8.066267134413705,12.038163252614737,0.7360854818606928,20.104430387028444
2,512,0.67,4,0.4489000000000001,1.4493987281900929,74170,0.07421875,37.0,0.072265625,13.837837837837839,4.426660711505289,0.3198954029798744,0.044921875,3.5547655881430726,-1.09765625,5.431231513831457,0.587890625,-8.400731433321111,11.655786749891707,0.28777419224627465,20.056518183212816
2,512,0.67,5,0.4489000000000001,1.3016662456366408,71511,0.064453125,37.0,0.072265625,13.837837837837839,4.846361206789729,0.350225321584414,0.044921875,3.5462773926421116,-0.5390625,5.162064666496706,0.53125,-7.96950732339923,11.85645017446986,0.24063468091476636,19.82595749786909
2,512,0.67,6,0.4489000000000001,1.3974656100962422,71390,0.072265625,37.0,0.072265625,13.837837837837839,5.112324871848918,0.3694453520672069,0.05078125,3.5429722493781473,-1.24609375,5.697620149344017,0.5859375,-7.979010715750596,11.705575752237381,0.6027297056217229,19.684586467987977
2,512,0.67,7,0.4489000000000001,1.1732533746063887,69414,0.080078125,36.0,0.0703125,14.222222222222221,5.401188712327393,0.37977108133551984,0.0546875,3.510351958218832,-0.78515625,5.48228097265052,0.568359375,-8.876637149156226,11.979092799776383,0.5043537061206678,20.85572994893261
2,512,1.0,0,1.0,4.654126632155762,74362,0.076171875,40.0,0.078125,12.8,5.840376700179536,0.4562794297015262,0.044921875,3.5730282041889225,-0.5,5.25594901040716,0.52734375,-7.963812813564325,11.724487933569968,0.5514961599096644,19.688300747134292
2,512,1.0,1,1.0,4.4782249890552395,72017,0.08203125,40.0,0.078125,12.8,6.4,0.5,0.052734375,3.552701983278326,-0.75,5.173550521643719,0.544921875,-7.939936666874081,11.438658054587947,0.5553115245247398,19.37859472146203
2,512,1.0,2,1.0,4.2320032878087,70461,0.072265625,43.0,0.083984375,11.906976744186046,5.193081056552486,0.43613766685890015,0.041015625,3.6549715522443247,-1.01953125,5.183319981466844,0.5703125,-8.766483966321102,11.826345538195316,0.25666589094741,20.592829504516416
2,512,1.0,3,1.0,4.456621962648599,75585,0.07421875,39.0,0.076171875,13.128205128205128,6.000766990205746,0.4570896730820784,0.048828125,3.552206195784696,-0.5078125,5.169768028146306,0.546875,-8.17536199163585,11.881654363956434,0.20332690736859504,20.057016355592282
2,512,1.0,4,1.0,5.255931485874614,75632,0.0703125,41.0,0.080078125,12.487804878048781,5.885583673811768,0.47130650512945793,0.044921875,3.584342753332319,-0.9140625,5.469414022186815,0.57421875,-7.8386717849024015,11.56949327182123,0.24792206720121257,19.408165056723632
2,512,1.0,5,1.0,4.3413117364655465,70071,0.072265625,41.0,0.080078125,12.487804878048781,6.390243902439024,0.5117187499999999,0.046875,3.5692561528423155,-0.26953125,5.2713117822107085,0.521484375,-7.537653444376895,11.66474716362619,0.49968684882132663,19.202400608003085
2,512,1.0,6,1.0,4.194563967257722,70955,0.076171875,39.0,0.076171875,13.128205128205128,6.064522672063623,0.4619460629110963,0.0546875,3.541457492067868,-1.02734375,4.9203851291678316,0.568359375,-7.348339114243026,10.980575685577925,0.13140872977554885,18.32891479982095
2,512,1.0,7,1.0,4.7148540590144465,73806,0.0703125,40.0,0.078125,12.8,6.157109711544858,0.481024196214442,0.046875,3.5619005385525906,-0.4921875,5.5824727016657905,0.548828125,-7.963271066607539,11.619924308350146,0.12570372944836272,19.583195374957686
2,512,1.5,0,2.25,9.522604851188582,68145,0.07421875,43.0,0.083984375,11.906976744186046,7.685122908303955,0.6454302442520901,0.05078125,3.5353684448534795,-0.87109375,5.548699908871531,0.560546875,-8.376449582934473,11.852938562133875,0.5497061622652151,20.22938814506835
2,512,1.5,1,2.25,9.582625700331139,71394,0.080078125,41.0,0.080078125,12.487804878048781,6.789956540036612,0.5437269885576193,0.048828125,3.5532089459310314,-1.04296875,5.564089430133509,0.578125,-8.335408670394097,11.95606595055421,0.3463584331015177,20.291474620948307
2,512,1.5,2,2.25,9.789132877131804,72984,0.080078125,44.0,0.0859375,11.636363636363637,7.495728811344708,0.6441641947249358,0.0546875,3.5634651440256846,-1.2578125,5.413735560114084,0.619140625,-8.536764331353117,11.44045633076254,0.29644431606359056,19.977220662115656
2,512,1.5,3,2.25,10.741537223537776,74880,0.078125,46.0,0.08984375,11.130434782608695,6.074210256959064,0.5457298277736659,0.05078125,3.6748065562867374,-0.9140625,5.320255139191517,0.552734375,-8.061785753847055,11.775443447108954,0.7732336389124832,19.83722920095601
2,512,1.5,4,2.25,9.993320349806332,72788,0.0859375,43.0,0.083984375,11.906976744186046,6.832936491178768,0.5738599006263418,0.05078125,3.5833152152006975,-1.13671875,5.384154574619718,0.572265625,-8.529323211844071,12.114403159618554,0.6873872178135816,20.643726371462627
2,512,1.5,5,2.25,10.036822734356337,72542,0.0859375,46.0,0.08984375,11.130434782608695,6.155975166108672,0.553075893830076,0.05078125,3.6707059986377577,-1.03125,5.336984020727437,0.57421875,-7.6825780841804185,11.373962323839313,0.37110768164139074,19.056540408019732
2,512,1.5,6,2.25,9.892027656256365,73571,0.080078125,43.0,0.083984375,11.906976744186046,7.116355068753627,0.5976626327273554,0.052734375,3.573005038363772,-0.73046875,5.189909961191373,0.548828125,-8.20090670059237,11.97535286479301,0.6343012765169558,20.17625956538538
2,512,1.5,7,2.25,8.948181215242647,69314,0.08203125,44.0,0.0859375,11.636363636363637,7.20508314598075,0.6191868328577207,0.05078125,3.5849570468203353,-0.73828125,4.964115308481305,0.576171875,-7.552385485475177,11.682097293719064,0.17232026289068436,19.23448277919424
2,512,2.0,0,4.0,15.520678904216505,65685,0.09375,43.0,0.083984375,11.906976744186046,8.341027635892054,0.7005159928581217,0.0546875,3.5078401411631717,-0.76953125,5.007963324074312,0.564453125,-8.08695271247895,11.760261499928887,0.7069113936997429,19.847214212407838
2,512,2.0,1,4.0,14.933539325195818,67323,0.087890625,42.0,0.08203125,12.19047619047619,8.75931638786763,0.7185376724422665,0.06640625,3.467063706859799,-1.1875,5.069439687973415,0.59375,-8.0276897664277,11.297063217300297,0.10028921425079496,19.324752983727997
2,512,2.0,2,4.0,15.070764257800292,72827,0.08984375,44.0,0.0859375,11.636363636363637,8.315076419839363,0.7145768798299452,0.060546875,3.5273097148807793,-0.46484375,5.20241965705247,0.564453125,-7.812270823474632,12.000958917652637,0.8233188530903881,19.81322974112727
2,512,2.0,3,4.0,14.37117215057575,70399,0.07421875,47.0,0.091796875,10.893617021276595,6.284848523211222,0.5769294542791552,0.046875,3.671891261716265,-0.76953125,5.461656951445544,0.56640625,-7.668801575084796,11.497678368448659,0.26900343260923165,19.166479943533453
2,512,2.0,4,4.0,16.10835103582016,72459,0.0859375,45.0,0.087890625,11.377777777777778,7.818180774149696,0.6871447946030006,0.0546875,3.5521040785460083,-0.48828125,5.335232555465454,0.509765625,-7.896430916519455,10.969507181215596,0.062418662307981876,18.86593809773505
2,512,2.0,5,4.0,15.09852619699917,68517,0.09765625,44.0,0.0859375,11.636363636363637,8.98506566245777,0.7721540803674645,0.068359375,3.4733834219317963,-1.02734375,5.430602159920752,0.583984375,-7.706103844225516,11.632470849143616,0.2790803342801187,19.338574693369132
2,512,2.0,6,4.0,15.755235887473384,71362,0.087890625,43.0,0.083984375,11.906976744186046,7.578469973483701,0.6364730641792952,0.05078125,3.5378298434812296,-0.61328125,5.825494494753079,0.55078125,-8.016623220915202,11.416330816266143,0.3052717479902505,19.432954037181347
2,512,2.0,7,4.0,14.508879606538615,67501,0.080078125,42.0,0.08203125,12.19047619047619,7.2184884819274195,0.5921416332831086,0.048828125,3.533475110485648,-1.015625,5.656832670264784,0.568359375,-8.589916087097464,12.339728486583882,0.7772755097187254,20.929644573681344
3,128,0.4,0,0.16000000000000003,-1.716180566403887,2470,0.28125,9.0,0.0703125,14.222222222222221,7.3903507325848405,0.5196340358848717,0.203125,2.036662294650875,-9.6875,44.42228994266279,0.6171875,-60.202240613965266,65.43658309011799,6.9714312909203215,125.63882370408325
3,128,0.4,1,0.16000000000000003,-1.4262569939928806,2668,0.296875,9.0,0.0703125,14.222222222222221,6.679617051195172,0.46966057391216054,0.1796875,2.074071547454742,-6.0625,30.88075604239637,0.5859375,-56.16562662247453,63.36271497807683,6.245558683421791,119.52834160055136
3,128,0.4,2,0.16000000000000003,-1.1154767776568746,2248,0.2890625,7.0,0.0546875,18.285714285714285,6.963461489687966,0.38081430021731066,0.1953125,1.8598123969269515,-5.9375,29.846416765668874,0.5234375,-56.04309620170636,64.17388012182363,7.66947864285801,120.21697632352999
3,128,0.4,3,0.16000000000000003,-1.1831218979012148,2468,0.3203125,8.0,0.0625,16.0,7.984359711335656,0.4990224819584785,0.2421875,1.952308839037989,-13.671875,41.70002798541477,0.6484375,-61.27475089186893,64.46344755878535,6.7056037255428365,125.73819845065428
3,128,0.4,4,0.16000000000000003,-1.4540592906946448,2409,0.3203125,8.0,0.0625,16.0,7.842193570679061,0.49013709816744133,0.234375,1.9483441512201742,-22.765625,43.18609519694244,0.6953125,-54.83039811244581,57.1625483225304,5.304496579009282,111.9929464349762
3,128,0.4,5,0.16000000000000003,-1.265685186658917,2223,0.328125,8.0,0.0625,16.0,9.055385138137417,0.5659615711335886,0.234375,1.885465834415105,-3.71875,37.22795855855515,0.5390625,-60.01725536761883,68.80458331082772,10.975314531137428,128.82183867844657
3,128,0.4,6,0.16000000000000003,-1.2237790609465702,2473,0.2734375,8.0,0.0625,16.0,7.648529270389178,0.4780330793993236,0.1953125,1.9289213117943778,-15.765625,47.53756481309676,0.6484375,-62.96503419281074,64.27797109071406,6.133473906724383,127.24300528352481
3,128,0.4,7,0.16000000000000003,-1.353478377447328,2677,0.25,8.0,0.0625,16.0,5.267826876426369,0.32923917977664807,0.1875,2.018530954265022,-2.78125,37.546000431970114,0.609375,-54.337729583574045,60.19845900716607,2.1616792114951977,114.53618859074012
3,128,0.5,0,0.25,0.0,2529,0.328125,8.0,0.0625,16.0,6.837397165588672,0.427337322849292,0.2109375,1.9705287968407905,-13.15625,39.362584848273116,0.6640625,-63.05005412093484,69.29374921295654,13.374632509306124,132.34380333389137
3,128,0.5,1,0.25,0.0,2348,0.2890625,10.0,0.078125,12.8,9.484724561103501,0.740994106336211,0.2109375,1.9771446566394015,-10.484375,37.32312126362659,0.59375,-53.6971705977187,60.95638081179602,6.220570531034852,114.65355140951473
3,128,0.5,2,0.25,0.0,2361,0.34375,8.0,0.0625,16.0,7.0,0.4375,0.1953125,1.9597502082931084,-16.09375,38.810323509827896,0.6640625,-55.1872451731924,62.49523342530985,2.8317890287516434,117.68247859850226
3,128,0.5,3,0.25,0.0,2323,0.2890625,7.0,0.0546875,18.285714285714285,6.880911187881312,0.37629983058725924,0.2265625,1.8739469038980312,-12.34375,40.730140386911266,0.6640625,-54.08316078267624,58.11785576069675,6.069808912898054,112.20101654337299
3,128,0.5,4,0.25,0.0,2128,0.3359375,8.0,0.0625,16.0,7.297259759663212,0.45607873497895074,0.2265625,1.9591888499743417,-14.609375,38.359368635437356,0.6953125,-58.93442486500429,63.70407929196678,7.964039314064024,122.63850415697107
3,128,0.5,5,0.25,0.0,2580,0.28125,7.0,0.0546875,18.285714285714285,4.060762972443398,0.22207297505549836,0.203125,1.921942234855902,-11.03125,37.42908659635578,0.5859375,-56.05085383495508,60.236497796452475,1.4555331879955915,116.28735163140755
3,128,0.5,6,0.25,0.0,2582,0.2734375,9.0,0.0703125,14.222222222222221,6.373169066533327,0.4481134499906246,0.1796875,2.0647211802444922,-12.546875,38.42542683867513,0.65625,-67.85585683363664,73.13589879869333,11.33722423905592,140.99175563232996
3,128,0.5,7,0.25,0.0,2534,0.359375,8.0,0.0625,16.0,8.48528137423857,0.5303300858899106,0.28125,1.952876024417788,-12.46875,34.84383408061604,0.6171875,-58.98476387630255,63.62714130322533,6.69170090538163,122.61190517952788
3,128,0.67,0,0.4489000000000001,2.7564564211477123,2423,0.3125,8.0,0.0625,16.0,6.670832032063167,0.41692700200394794,0.203125,1.988070019690346,-10.71875,36.61687996590507,0.6171875,-55.53357763028603,62.961067017429315,5.549903646901193,118.49464464771535
3,128,0.67,1,0.4489000000000001,2.7609780191983835,2437,0.34375,9.0,0.0703125,14.222222222222221,8.71496513383448,0.6127709859727369,0.2421875,2.0169806240300225,-10.4375,39.24596914015502,0.640625,-67.49556413398571,73.63315570586911,11.516675865628422,141.12871983985482
3,128,0.67,2,0.4489000000000001,2.6896980199541543,2414,0.328125,8.0,0.0625,16.0,8.139410298049853,0.5087131436281158,0.234375,1.9353978996989016,-13.3125,40.11268307842296,0.671875,-57.89865483871486,63.66566572822636,7.141398508018362,121.56432056694122
3,128,0.67,3,0.4489000000000001,2.0384101636272667,2205,0.3203125,8.0,0.0625,16.0,7.582875444051551,0.4739297152532219,0.203125,1.9489319297582492,-16.6875,32.95398069657139,0.703125,-51.804617437840456,56.076220045945504,3.0108805393641447,107.88083748378597
3,128,0.67,4,0.4489000000000001,2.978554071657069,2233,0.34375,8.0,0.0625,16.0,9.5,0.59375,0.21875,1.8726776050807887,-11.671875,36.757037883708406,0.6640625,-56.03701637520619,59.85187446322946,3.2949877226431,115.88889083843566
3,128,0.67,5,0.4489000000000001,2.713292445239487,2612,0.296875,8.0,0.0625,16.0,7.729812416870153,0.4831132760543846,0.203125,1.9448237923188858,-9.984375,35.76135841742278,0.6484375,-56.99232663729598,63.169008698446454,7.568543158688456,120.16133533574244
3,128,0.67,6,0.4489000000000001,2.01880001260018,2150,0.296875,7.0,0.0546875,18.285714285714285,7.977007776179267,0.4362426127598037,0.21875,1.8332890753402173,-10.25,34.98392487986447,0.609375,-52.28111462232069,58.33938801025431,5.00728935134498,110.62050263257501
3,128,0.67,7,0.4489000000000001,2.8795701803010805,2344,0.3671875,8.0,0.0625,16.0,9.420721840708387,0.5887951150442742,0.2421875,1.8994585391549885,-7.78125,38.25999409876457,0.578125,-56.65257588564946,60.750286825352326,3.9447716914186017,117.40286271100179
3,128,1.0,0,1.0,10.007283403933652,2396,0.3515625,10.0,0.078125,12.8,10.814804667676619,0.8449066146622358,0.296875,1.948947509210685,-16.828125,42.8391084055723,0.6640625,-54.895042652762754,59.851946204940525,1.5464142840957606,114.74698885770329
3,128,1.0,1,1.0,6.398960560044529,2118,0.390625,8.0,0.0625,16.0,6.87386354243376,0.42961647140211,0.21875,1.9784100279747854,-0.140625,41.58401405118769,0.453125,-65.62682266540338,69.22167036438054,6.366906838212486,134.84849302978392
3,128,1.0,2,1.0,9.731473275826895,2750,0.3359375,10.0,0.078125,12.8,9.693296652842108,0.7572888010032897,0.2578125,2.0105509664302277,-9.0,36.83578423218379,0.6328125,-57.259578606537396,62.037939097917764,0.3891756109353395,119.29751770445516
3,128,1.0,3,1.0,7.480282922855716,2111,0.3515625,10.0,0.078125,12.8,8.942035562443262,0.6985965283158798,0.1875,2.0122137196689933,-14.609375,31.21604014139806,0.6640625,-54.33818481865916,60.72544471385946,6.0692853276658525,115.06362953251862
3,128,1.0,4,1.0,8.278227175617406,2622,0.3515625,9.0,0.0703125,14.222222222222221,8.093588378433028,0.5690804328585722,0.21875,2.0281669421999293,-6.90625,38.435708799728154,0.609375,-59.599569759306156,66.1507655472403,6.793009795764547,125.75033530654645
3,128,1.0,5,1.0,7.426629727308446,2217,0.3671875,8.0,0.0625,16.0,9.604686356149273,0.6002928972593295,0.21875,1.869577198756736,-12.953125,35.742538420408465,0.6484375,-56.217845148008394,58.00754262568023,1.4703158991779048,114.22538777368862
3,128,1.0,6,1.0,7.207436400428673,1885,0.390625,7.0,0.0546875,18.285714285714285,9.95295054191449,0.5443019827609487,0.265625,1.7727331703292646,-6.125,32.70774946400318,0.640625,-58.435199156285655,63.05574617741278,7.855461886294954,121.49094533369843
3,128,1.0,7,1.0,8.333406434890179,2361,0.375,7.0,0.0546875,18.285714285714285,9.54260050980842,0.521860965380148,0.25,1.7944102166547051,-11.046875,32.80097639910091,0.6328125,-53.71779930866448,55.8981568926548,1.9751359395041916,109.61595620131928
3,128,1.5,0,2.25,15.967810273238324,1839,0.453125,7.0,0.0546875,18.285714285714285,11.756023206537705,0.6429075191075307,0.328125,1.7504754956519528,-9.109375,24.281305300773578,0.6015625,-56.7569549948417,61.26395164530639,8.17335001814702,118.0209066401481
3,128,1.5,1,2.25,17.262657133498642,1658,0.3828125,9.0,0.0703125,14.222222222222221,13.214283330949783,0.9291292967074066,0.28125,1.7414545872628477,-4.140625,26.592625380157088,0.5859375,-57.09276330183183,62.986983996658466,12.348611203086193,120.0797472984903
3,128,1.5,2,2.25,16.891152978502728,1922,0.3359375,9.0,0.0703125,14.222222222222221,9.840706589104235,0.6919246820463916,0.265625,1.9293436845270007,-9.796875,38.09145232508699,0.6484375,-54.963415191680454,58.252663572295276,3.0319811832822054,113.21607876397573
3,128,1.5,3,2.25,18.06488255906786,2074,0.390625,8.0,0.0625,16.0,10.908712114635714,0.6817945071647321,0.3046875,1.8523577486237812,-13.796875,34.70351192940529,0.6484375,-54.164229577623736,60.770924311285036,7.6200834964196815,114.93515388890877
3,128,1.5,4,2.25,17.13072467332372,1973,0.359375,8.0,0.0625,16.0,10.954451150103322,0.6846531968814576,0.2734375,1.831352377502675,-8.84375,31.06103806921945,0.625,-53.84750048064395,58.59119982622427,2.5279055057851068,112.43870030686821
3,128,1.5,5,2.25,17.629480389340927,1829,0.390625,9.0,0.0703125,14.222222222222221,8.916623398995057,0.6269500827418399,0.2109375,1.9819000079634872,-9.359375,28.03060112822012,0.6171875,-52.351990850364864,62.29019608153295,8.661043836884339,114.64218693189781
3,128,1.5,6,2.25,17.349972607064778,1960,0.4453125,9.0,0.0703125,14.222222222222221,11.583300026597465,0.8144507831201343,0.265625,1.8447628093947948,-5.71875,24.800118919825767,0.5703125,-52.73887144135058,56.813459792175934,1.9602212294367831,109.55233123352652
3,128,1.5,7,2.25,17.749501049847947,2064,0.3828125,10.0,0.078125,12.8,9.662297863344929,0.7548670205738225,0.25,2.005673442303863,-5.59375,33.31418558118298,0.5625,-59.40522419499794,69.98801333136805,10.30587285518159,129.393237526366
3,128,2.0,0,4.0,30.609096960202425,1972,0.3984375,8.0,0.0625,16.0,7.035623639735144,0.4397264774834465,0.21875,1.982917681334124,-9.765625,31.624872622026086,0.640625,-59.33355420280098,62.04392915277131,5.32833891117108,121.3774833555723
3,128,2.0,1,4.0,29.691466328785406,1559,0.40625,8.0,0.0625,16.0,10.954451150103322,0.6846531968814576,0.28125,1.830231584641766,-20.9375,29.09030927559898,0.765625,-50.19511009751647,50.24277131981705,3.8441971462429336,100.43788141733353
3,128,2.0,2,4.0,32.99009947156504,2195,0.3671875,9.0,0.0703125,14.222222222222221,10.860507229588801,0.7636294145804626,0.25,1.878755201040348,-15.8125,35.11804868938478,0.7421875,-57.62417790375553,59.47056962049871,3.9534432946504126,117.09474752425425
3,128,2.0,3,4.0,29.58856172406695,1648,0.4609375,7.0,0.0546875,18.285714285714285,14.674704043881437,0.8025228773997661,0.3828125,1.6249350888731713,-7.0625,32.097446841610314,0.6484375,-53.25004949038583,57.006514149122026,6.291723676844747,110.25656363950785
3,128,2.0,4,4.0,27.757147160458427,1409,0.4453125,7.0,0.0546875,18.285714285714285,14.119027543549528,0.7721343187878649,0.3359375,1.6261835642876206,-9.5,32.89756829919196,0.625,-54.29194716158994,60.60422691506889,8.652289725400912,114.89617407665884
3,128,2.0,5,4.0,30.658714974156336,1854,0.390625,8.0,0.0625,16.0,11.01135777277262,0.6882098607982887,0.2890625,1.8228401191154477,-5.8125,31.981867421243557,0.6328125,-57.42969200730201,63.13869736326733,5.393953556425586,120.56838937056935
3,128,2.0,6,4.0,29.919473126131507,1555,0.421875,7.0,0.0546875,18.285714285714285,13.904924982735801,0.7604255849933642,0.3046875,1.6203236704234472,-7.296875,34.69247923159103,0.6640625,-64.10911162587554,68.57262533354678,13.536579639135873,132.68173695942232
3,128,2.0,7,4.0,28.052819411345087,1539,0.4453125,8.0,0.0625,16.0,11.034038245356955,0.6896273903348097,0.25,1.8061083435668384,-6.265625,31.028083140267867,0.6171875,-49.95424154009643,56.098389523577765,3.1776293296371207,106.0526310636742
3,256,0.4,0,0.16000000000000003,-1.1705026993357956,8965,0.2578125,11.0,0.04296875,23.272727272727273,11.63139098295415,0.4997863312988111,0.16015625,2.240889947273235,-12.46875,47.93581931538774,0.65234375,-69.96240400238293,73.13425852477094,0.5169689986656181,143.09666252715385
3,256,0.4,1,0.16000000000000003,-1.2868024287488018,9962,0.2421875,9.0,0.03515625,28.444444444444443,10.100727268767566,0.35510369304260975,0.1796875,2.13470962042928,-19.6796875,53.07032975121168,0.66796875,-69.93518842680744,77.45356467663268,7.872993902699093,147.38875310344014
