d,N,hubble,rep,R_dS,H2,rho_est,n_causal_pairs,b1_mean,b1_std,b1_median,b1_min,b1_max,b1_neg_frac,eig_min,eig_max,eig_gap,eig_spread,R_est
4,128,2.0,0,48.0,4.0,0.703125,38,0.703125,0.4568809849129202,1.0,0.0,1.0,0.0,-1.1213203435596424,3.1213203435596424,0.6213203435596424,4.242640687119285,-1.40625
4,128,2.0,1,48.0,4.0,0.9375,8,0.9375,0.24206145913796356,1.0,0.0,1.0,0.0,-0.11803398874989512,2.118033988749895,0.6180339887498949,2.23606797749979,-1.875
4,128,2.0,2,48.0,4.0,0.7890625,27,0.7890625,0.4618634766830454,1.0,-1.0,1.0,0.0234375,-1.2498327330286156,3.249832733028615,1.2406088432096252,4.49966546605723,-1.578125
4,128,2.0,3,48.0,4.0,0.8828125,15,0.8828125,0.3450791066462153,1.0,-1.0,1.0,0.0078125,-0.33812159949762904,2.3381215994976294,0.8381215994976294,2.6762431989952584,-1.765625
4,128,2.0,4,48.0,4.0,0.921875,10,0.921875,0.2960514893983815,1.0,-1.0,1.0,0.0078125,0.1909830056250525,1.809016994374948,0.10191021318840043,1.6180339887498953,-1.84375
4,128,2.0,5,48.0,4.0,0.9609375,5,0.9609375,0.19374369949433196,1.0,0.0,1.0,0.0,0.13397459621556118,1.8660254037844386,0.3660254037844386,1.7320508075688774,-1.921875
4,128,2.0,6,48.0,4.0,0.9609375,15,0.9609375,0.7846410778781276,1.0,-1.0,9.0,0.0078125,-3.500000000000001,5.60849528301415,3.9013885018276024,9.10849528301415,-1.921875
4,128,2.0,7,48.0,4.0,0.8984375,23,0.8984375,0.8085465716912972,1.0,0.0,9.0,0.0,-3.821942195861475,5.916968302137709,3.9169683021377097,9.738910497999184,-1.796875
4,256,0.0,0,0.0,0.0,1.21875,5985,1.21875,35.27181007458364,1.0,-157.0,155.0,0.375,-55.568337936450206,57.639258787234795,3.5322097123307614,113.207596723685,-2.4375
4,256,0.0,1,0.0,0.0,-0.06640625,5935,-0.06640625,34.012742964365,1.0,-154.0,123.0,0.35546875,-53.0384489529181,55.19696463925415,2.9813253138213653,108.23541359217225,0.1328125
4,256,0.0,2,0.0,0.0,-3.90625,5750,-3.90625,32.7687058935427,1.0,-136.0,111.0,0.44140625,-57.09819658284005,58.72378022837832,0.9683826099885593,115.82197681121838,7.8125
4,256,0.0,3,0.0,0.0,0.6328125,5121,0.6328125,24.632730732499873,1.0,-86.0,98.0,0.38671875,-49.17529129299956,51.46135380384311,2.890283485508,100.63664509684267,-1.265625
4,256,0.0,4,0.0,0.0,-3.55078125,5136,-3.55078125,34.6209011474954,1.0,-123.0,118.0,0.43359375,-54.887649056352885,56.67732318296362,1.9429126153851115,111.5649722393165,7.1015625
4,256,0.0,5,0.0,0.0,-0.58203125,5463,-0.58203125,31.679811526807153,1.0,-136.0,93.0,0.3984375,-67.52098240033486,69.3068031620455,13.730789949145702,136.82778556238037,1.1640625
4,256,0.0,6,0.0,0.0,0.12109375,5557,0.12109375,32.826202263644674,1.0,-121.0,141.0,0.42578125,-52.960848361901455,55.06396061654162,2.8891517651883447,108.02480897844308,-0.2421875
4,256,0.0,7,0.0,0.0,-0.0546875,6017,-0.0546875,37.35708362248509,1.0,-184.0,140.0,0.36328125,-62.09328588979551,65.25286489574253,8.445780994839211,127.34615078553804,0.109375
4,256,0.25,0,0.75,0.0625,-1.09375,3848,-1.09375,30.356073707538332,1.0,-181.0,96.0,0.390625,-48.133417825359786,50.18118554884205,3.83351669863913,98.31460337420184,2.1875
4,256,0.25,1,0.75,0.0625,2.57421875,4519,2.57421875,28.92059372795013,1.0,-103.0,133.0,0.359375,-57.12293237119106,58.91004492497373,5.137272990287414,116.0329772961648,-5.1484375
4,256,0.25,2,0.75,0.0625,-2.43359375,4947,-2.43359375,31.167069403618317,0.0,-139.0,108.0,0.45703125,-49.08645929249093,51.46075195404694,2.765595588554838,100.54721124653787,4.8671875
4,256,0.25,3,0.75,0.0625,-0.66015625,4460,-0.66015625,29.59052804489278,1.0,-129.0,110.0,0.44921875,-51.30843971634189,53.709059872638385,2.4392936762126496,105.01749958898027,1.3203125
4,256,0.25,4,0.75,0.0625,-1.2265625,3592,-1.2265625,28.79092599124929,0.0,-169.0,146.0,0.4453125,-53.58425761051566,55.49105948609038,6.253706067811109,109.07531709660603,2.453125
4,256,0.25,5,0.75,0.0625,2.078125,4392,2.078125,24.371028322259505,1.0,-85.0,75.0,0.40625,-49.75901319526403,51.77400914314609,2.7733897794631304,101.53302233841012,-4.15625
4,256,0.25,6,0.75,0.0625,-0.77734375,4328,-0.77734375,30.8910831461821,1.0,-163.0,125.0,0.43359375,-50.586315902706325,52.608873411764996,0.350552477666497,103.19518931447132,1.5546875
4,256,0.25,7,0.75,0.0625,-0.83203125,3723,-0.83203125,27.099338188395365,1.0,-140.0,98.0,0.37109375,-52.76996306581074,54.7727766510427,8.695871977550667,107.54273971685345,1.6640625
4,256,0.5,0,3.0,0.25,-1.515625,2731,-1.515625,19.62121156706117,1.0,-95.0,58.0,0.359375,-50.59004907587431,52.550055174819406,5.945796797347164,103.14010425069372,3.03125
4,256,0.5,1,3.0,0.25,-1.8046875,2588,-1.8046875,22.068628254319382,0.0,-92.0,92.0,0.43359375,-43.61336001076145,45.610160557396924,2.267650131062638,89.22352056815836,3.609375
4,256,0.5,2,3.0,0.25,3.578125,2788,3.578125,20.774311576665422,1.0,-73.0,93.0,0.37109375,-45.84599324812323,47.985653387175894,4.847128234186165,93.83164663529912,-7.15625
4,256,0.5,3,3.0,0.25,0.76171875,3130,0.76171875,21.693214740925292,1.0,-87.0,78.0,0.390625,-47.93671275669632,50.35544563168347,1.6033415363621657,98.29215838837979,-1.5234375
4,256,0.5,4,3.0,0.25,2.953125,3301,2.953125,23.330626121781965,1.0,-94.0,77.0,0.390625,-58.22354495502226,60.249328315369226,12.976478500845374,118.47287327039149,-5.90625
4,256,0.5,5,3.0,0.25,0.6484375,2808,0.6484375,21.310058453899035,1.0,-100.0,73.0,0.4140625,-45.94986602038233,48.04873586736806,2.794642994779977,93.9986018877504,-1.296875
4,256,0.5,6,3.0,0.25,-0.0234375,2711,-0.0234375,18.48583276954527,1.0,-85.0,79.0,0.42578125,-43.948769359360924,46.00488229237176,2.9503619022233067,89.95365165173268,0.046875
4,256,0.5,7,3.0,0.25,-0.46875,2668,-0.46875,20.17731457447943,0.0,-113.0,73.0,0.41015625,-47.52857310559553,49.45009488927972,1.1755084150023052,96.97866799487525,0.9375
4,256,1.0,0,12.0,1.0,1.10546875,1177,1.10546875,11.423001798685556,0.0,-61.0,40.0,0.49609375,-40.32487995717025,42.30907554921639,6.87835345334458,82.63395550638664,-2.2109375
4,256,1.0,1,12.0,1.0,0.734375,1089,0.734375,10.195728559518196,0.0,-37.0,31.0,0.3984375,-32.968549052115684,34.97346983507531,1.5032556414440208,67.942018887191,-1.46875
4,256,1.0,2,12.0,1.0,-0.32421875,1154,-0.32421875,12.883809159256762,0.0,-114.0,59.0,0.46875,-34.43404577876515,36.408675176551284,6.540917166111367,70.84272095531644,0.6484375
4,256,1.0,3,12.0,1.0,0.89453125,1123,0.89453125,10.683323808289883,0.0,-26.0,76.0,0.4375,-32.90197594106667,35.04198589179494,2.482450316788679,67.9439618328616,-1.7890625
4,256,1.0,4,12.0,1.0,-1.0234375,1471,-1.0234375,14.074558631928525,0.0,-74.0,55.0,0.46484375,-34.02522331908477,36.043343505619205,1.9047559530535807,70.06856682470398,2.046875
4,256,1.0,5,12.0,1.0,0.265625,1213,0.265625,12.656201774599479,0.0,-69.0,51.0,0.49609375,-36.838588230834375,38.821018070042,5.360776525330593,75.65960630087638,-0.53125
4,256,1.0,6,12.0,1.0,3.62109375,1203,3.62109375,10.965543707619378,1.0,-27.0,56.0,0.36328125,-33.63071839170048,35.69515824961112,4.759530513672374,69.3258766413116,-7.2421875
4,256,1.0,7,12.0,1.0,1.51953125,708,1.51953125,7.582335130437947,0.0,-38.0,36.0,0.33984375,-22.080508888665953,24.108598841108375,2.538786958046323,46.18910772977433,-3.0390625
4,256,2.0,0,48.0,4.0,0.69140625,89,0.69140625,0.7970185991938566,1.0,-2.0,8.0,0.0546875,-3.609610478516155,5.713087945531319,2.1101963729905595,9.322698424047474,-1.3828125
4,256,2.0,1,48.0,4.0,0.671875,94,0.671875,0.7459198913925007,1.0,-1.0,9.0,0.02734375,-4.614266150348304,6.684935228232407,4.258396151950208,11.299201378580712,-1.34375
4,256,2.0,2,48.0,4.0,0.765625,110,0.765625,1.2592431692786743,1.0,-1.0,9.0,0.03125,-3.9751687122215253,6.064622319037152,0.03832874044007184,10.039791031258677,-1.53125
4,256,2.0,3,48.0,4.0,0.80859375,49,0.80859375,0.47442849562493344,1.0,-2.0,1.0,0.02734375,-0.7686385909222057,2.768638590922205,0.2686385909222051,3.5372771818444106,-1.6171875
4,256,2.0,4,48.0,4.0,0.765625,60,0.765625,0.4590134631740119,1.0,-1.0,1.0,0.015625,-0.46676099582242686,2.466760995822426,0.1217639718945116,2.933521991644853,-1.53125
4,256,2.0,5,48.0,4.0,0.84375,40,0.84375,0.38400642898264087,1.0,-1.0,1.0,0.0078125,-0.49999999999999967,2.5,0.2752551286084106,2.9999999999999996,-1.6875
4,256,2.0,6,48.0,4.0,0.5078125,141,0.5078125,1.583588161373957,1.0,-17.0,9.0,0.08984375,-8.517609474534673,10.453453977100464,2.393173261810336,18.97106345163514,-1.015625
4,256,2.0,7,48.0,4.0,0.89453125,57,0.89453125,0.9805776831916161,1.0,-1.0,9.0,0.01171875,-5.5410814521045095,7.64467857459104,1.8796315944993855,13.18576002669555,-1.7890625
4,512,0.0,0,0.0,0.0,2.662109375,23439,2.662109375,48.80310698921266,1.0,-178.0,228.0,0.400390625,-72.13801636519955,75.6256846978186,4.426573268015659,147.76370106301815,-5.32421875
4,512,0.0,1,0.0,0.0,-2.439453125,22813,-2.439453125,46.153322161854476,1.0,-228.0,163.0,0.427734375,-70.60413334750712,72.86725772206074,3.467128641354165,143.47139106956786,4.87890625
4,512,0.0,2,0.0,0.0,-2.52734375,24289,-2.52734375,42.34428314211183,1.0,-252.0,246.0,0.412109375,-72.55683268401425,74.783615534366,4.682889890555032,147.34044821838026,5.0546875
4,512,0.0,3,0.0,0.0,-0.662109375,23311,-0.662109375,44.36101330899168,1.0,-204.0,230.0,0.390625,-70.105644188206,72.48481851318812,2.0341808488803252,142.59046270139413,1.32421875
4,512,0.0,4,0.0,0.0,0.865234375,22468,0.865234375,46.84548448197882,1.0,-250.0,172.0,0.3984375,-71.68012558735077,75.06417748847497,4.378125952332084,146.74430307582574,-1.73046875
4,512,0.0,5,0.0,0.0,-1.1328125,22342,-1.1328125,43.72068144299496,1.0,-184.0,191.0,0.447265625,-73.59852078280173,75.29521725889913,2.982721315625554,148.89373804170086,2.265625
4,512,0.0,6,0.0,0.0,4.7578125,23687,4.7578125,43.12821475223434,1.0,-179.0,198.0,0.39453125,-74.61788457187663,76.7094511067406,6.070906083197002,151.32733567861723,-9.515625
4,512,0.0,7,0.0,0.0,1.8671875,23384,1.8671875,45.26866346701484,1.0,-205.0,225.0,0.416015625,-70.36719705152407,72.4743065636677,4.209899744243188,142.84150361519175,-3.734375
4,512,0.25,0,0.75,0.0625,2.0078125,16595,2.0078125,36.300395162654134,1.0,-148.0,164.0,0.3828125,-64.6535817237409,67.26736243843905,2.7043862894361297,131.92094416217995,-4.015625
4,512,0.25,1,0.75,0.0625,-0.66796875,16498,-0.66796875,38.394222452720975,1.0,-159.0,164.0,0.43359375,-70.69222914132635,72.86880894669552,6.04611064866647,143.56103808802186,1.3359375
4,512,0.25,2,0.75,0.0625,0.47265625,17290,0.47265625,42.66012155478857,1.0,-206.0,212.0,0.4375,-67.26619927628963,69.30725304962277,1.7989996291353378,136.5734523259124,-0.9453125
4,512,0.25,3,0.75,0.0625,-1.38671875,16968,-1.38671875,37.7999315291496,1.0,-195.0,175.0,0.4453125,-69.60322307958404,71.48928156585944,1.902331475169646,141.09250464544348,2.7734375
4,512,0.25,4,0.75,0.0625,-0.35546875,15204,-0.35546875,36.60471133567062,1.0,-218.0,148.0,0.408203125,-63.012874152409466,65.5209376872908,3.6248910800668313,128.53381183970026,0.7109375
4,512,0.25,5,0.75,0.0625,-0.49609375,17121,-0.49609375,40.755319634266286,0.0,-229.0,206.0,0.4375,-67.41328740575017,68.52761246391152,4.320142706861603,135.94089986966168,0.9921875
4,512,0.25,6,0.75,0.0625,1.208984375,16788,1.208984375,36.874328348540885,1.0,-168.0,147.0,0.443359375,-63.04868406107594,65.14724911055535,1.0213185493878711,128.19593317163128,-2.41796875
4,512,0.25,7,0.75,0.0625,-2.251953125,15554,-2.251953125,39.294076019774316,0.0,-202.0,157.0,0.44140625,-65.2666393988509,67.70459551286729,4.400524657342324,132.97123491171817,4.50390625
4,512,0.5,0,3.0,0.25,0.533203125,11153,0.533203125,34.24690438641849,1.0,-130.0,170.0,0.4453125,-64.16713245602331,66.20826874308355,0.85632568014573,130.37540119910688,-1.06640625
4,512,0.5,1,3.0,0.25,0.44140625,10916,0.44140625,33.1666672545262,1.0,-146.0,166.0,0.3984375,-65.06021724002362,67.22667342157935,3.98946513192881,132.28689066160297,-0.8828125
4,512,0.5,2,3.0,0.25,-0.693359375,9559,-0.693359375,25.426243571398818,0.0,-113.0,112.0,0.466796875,-55.03290890289921,57.42532100930062,1.3018684753463816,112.45822991219983,1.38671875
4,512,0.5,3,3.0,0.25,-2.876953125,9228,-2.876953125,28.979965063670328,0.0,-139.0,99.0,0.466796875,-57.88489645954431,60.98790661579607,3.5562644531808516,118.87280307534039,5.75390625
4,512,0.5,4,3.0,0.25,4.873046875,12871,4.873046875,34.630323035297444,1.0,-146.0,148.0,0.376953125,-63.93961817143472,65.98052568595546,1.9068959430549626,129.92014385739017,-9.74609375
4,512,0.5,5,3.0,0.25,0.66015625,11027,0.66015625,32.780724709432306,1.0,-136.0,139.0,0.42578125,-62.60087459253673,64.84321661269334,4.012374796338079,127.44409120523007,-1.3203125
4,512,0.5,6,3.0,0.25,-0.2890625,11514,-0.2890625,34.72692631980397,0.0,-150.0,150.0,0.4453125,-65.98909821116084,68.18165705838805,8.127221812408848,134.1707552695489,0.578125
4,512,0.5,7,3.0,0.25,0.91796875,9976,0.91796875,30.020648970733852,0.0,-151.0,142.0,0.4453125,-61.408366345090876,63.37167897554896,3.856991953765416,124.78004532063983,-1.8359375
4,512,1.0,0,12.0,1.0,2.212890625,3328,2.212890625,16.791796902261147,0.0,-88.0,96.0,0.458984375,-54.346605122728064,56.37736022566798,4.626572089928743,110.72396534839604,-4.42578125
4,512,1.0,1,12.0,1.0,1.482421875,4436,1.482421875,18.728625410304982,1.0,-108.0,102.0,0.41015625,-57.43793621988501,59.56781917729508,4.138355623853208,117.00575539718008,-2.96484375
4,512,1.0,2,12.0,1.0,-0.353515625,3938,-0.353515625,16.4857309082091,0.0,-115.0,61.0,0.458984375,-61.860645731537566,63.94825350018245,16.994684414718016,125.80889923172002,0.70703125
4,512,1.0,3,12.0,1.0,0.396484375,3743,0.396484375,17.28441503972237,0.0,-61.0,89.0,0.478515625,-49.81457676092827,51.6314616947234,2.4110124274758604,101.44603845565166,-0.79296875
4,512,1.0,4,12.0,1.0,-0.271484375,3955,-0.271484375,17.120281265479573,0.0,-66.0,64.0,0.46484375,-50.516237517109246,52.60358458897896,0.8925569324107627,103.11982210608821,0.54296875
4,512,1.0,5,12.0,1.0,-0.802734375,3959,-0.802734375,15.387512449976876,0.0,-75.0,65.0,0.48046875,-53.55797381524657,55.56048183831613,10.084058515716798,109.1184556535627,1.60546875
4,512,1.0,6,12.0,1.0,1.7890625,4068,1.7890625,17.903671212103223,0.0,-65.0,132.0,0.453125,-49.593539467702044,51.60979453219397,2.936411716733595,101.20333399989602,-3.578125
4,512,1.0,7,12.0,1.0,0.01953125,3873,0.01953125,18.173308718565078,0.0,-85.0,85.0,0.4765625,-49.08386523509461,51.069664738570395,1.7705106892459526,100.153529973665,-0.0390625
4,512,2.0,0,48.0,4.0,0.619140625,325,0.619140625,1.8502176929957754,1.0,-9.0,18.0,0.138671875,-15.651223262766157,17.640054641300104,4.379090852767593,33.29127790406626,-1.23828125
4,512,2.0,1,48.0,4.0,0.603515625,293,0.603515625,1.2964145808270051,1.0,-2.0,9.0,0.091796875,-8.718290691538568,10.812739423871212,1.1267457671177947,19.53103011540978,-1.20703125
4,512,2.0,2,48.0,4.0,0.61328125,318,0.61328125,1.7032996971755845,1.0,-3.0,18.0,0.14453125,-7.515825832235686,9.613832415869044,1.827719760405313,17.129658248104732,-1.2265625
4,512,2.0,3,48.0,4.0,0.748046875,139,0.748046875,0.6257777143704739,1.0,-1.0,9.0,0.03125,-4.199349890404524,6.281386004024689,3.597638897010982,10.480735894429213,-1.49609375
4,512,2.0,4,48.0,4.0,0.740234375,338,0.740234375,2.7122591957754256,1.0,-17.0,18.0,0.10546875,-16.279493018982613,18.23650072129093,1.3263193564595,34.515993740273544,-1.48046875
4,512,2.0,5,48.0,4.0,0.578125,276,0.578125,1.20616499052783,1.0,-2.0,18.0,0.06640625,-7.348021047255318,9.430813495193,2.281468602852006,16.77883454244832,-1.15625
4,512,2.0,6,48.0,4.0,0.66796875,200,0.66796875,0.8677767564434055,1.0,-2.0,9.0,0.05859375,-5.881874553268553,7.975721754449594,2.0584721255548954,13.857596307718147,-1.3359375
4,512,2.0,7,48.0,4.0,0.662109375,353,0.662109375,1.8084787946053196,1.0,-2.0,18.0,0.130859375,-12.070752367244005,14.176719280588923,1.252438016340605,26.247471647832928,-1.32421875
