N,lambda,action_key,focus_family,control_family,mean_score_focus,mean_score_control,win_rate_focus_vs_control,mean_f5_focus,mean_f5_control,mean_action_focus,mean_action_control
16,50.0,bd_d4_trunc_norm,Lor4D,KR_like,-84.74625210975947,6.664990891909899,1.0,71.42480945612216,41.67606865993212,0.26642885307274605,-0.9668211910368403
20,0.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.69314774222659,-58.96394888290842,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,1.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.68443425787211,-57.9108001887839,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,2.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.67572077351767,-56.85765149465939,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,3.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.6670072891632,-55.804502800534884,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,5.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.64958032045428,-53.69820541228586,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,7.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.63215335174534,-51.59190802403684,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,10.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.60601289868197,-48.432461941663306,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,15.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.56244547690966,-43.166718471040745,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,20.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.51887805513735,-37.90097500041819,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,30.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.43174321159273,-27.36948805917308,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
20,50.0,bd_d4_trunc_norm,Lor4D,KR_like,-85.2574735245035,-6.306514176682854,1.0,85.69314774222659,58.96394888290842,-0.008713484354461658,-1.0531486941245114
28,0.0,bd_d4_trunc_norm,Lor4D,KR_like,-125.03523043511743,-95.29726375527828,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
28,1.0,bd_d4_trunc_norm,Lor4D,KR_like,-124.6391670846919,-93.07744836917936,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
28,2.0,bd_d4_trunc_norm,Lor4D,KR_like,-124.24310373426636,-90.85763298308044,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
28,3.0,bd_d4_trunc_norm,Lor4D,KR_like,-123.84704038384083,-88.63781759698152,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
28,5.0,bd_d4_trunc_norm,Lor4D,KR_like,-123.05491368298976,-84.19818682478369,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
28,7.0,bd_d4_trunc_norm,Lor4D,KR_like,-122.2627869821387,-79.75855605258585,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
28,10.0,bd_d4_trunc_norm,Lor4D,KR_like,-121.0745969308621,-73.09910989428909,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
28,15.0,bd_d4_trunc_norm,Lor4D,KR_like,-119.09428017873444,-62.00003296379448,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
28,20.0,bd_d4_trunc_norm,Lor4D,KR_like,-117.11396342660679,-50.90095603329988,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
