N,lambda,action_key,focus_family,control_family,mean_score_focus,mean_score_control,win_rate_focus_vs_control,mean_f5_focus,mean_f5_control,mean_action_focus,mean_action_control
28,30.0,bd_d4_trunc_norm,Lor4D,KR_like,-113.15332992235146,-28.70280217231068,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
28,50.0,bd_d4_trunc_norm,Lor4D,KR_like,-105.23206291384083,15.69350554966772,1.0,125.03523043511743,95.29726375527828,-0.3960633504255318,-2.21981538609892
36,0.0,bd_d4_trunc_norm,Lor4D,KR_like,-165.29320283821744,-135.30411037049961,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,1.0,bd_d4_trunc_norm,Lor4D,KR_like,-164.11020850726482,-132.34826003744007,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,2.0,bd_d4_trunc_norm,Lor4D,KR_like,-162.92721417631225,-129.3924097043805,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,3.0,bd_d4_trunc_norm,Lor4D,KR_like,-161.74421984535962,-126.43655937132095,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,5.0,bd_d4_trunc_norm,Lor4D,KR_like,-159.37823118345443,-120.52485870520181,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,7.0,bd_d4_trunc_norm,Lor4D,KR_like,-157.01224252154924,-114.61315803908269,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,10.0,bd_d4_trunc_norm,Lor4D,KR_like,-153.46325952869142,-105.745607039904,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,15.0,bd_d4_trunc_norm,Lor4D,KR_like,-147.54828787392842,-90.9663553746062,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,20.0,bd_d4_trunc_norm,Lor4D,KR_like,-141.6333162191654,-76.18710370930839,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,30.0,bd_d4_trunc_norm,Lor4D,KR_like,-129.8033729096394,-46.62860037871277,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
36,50.0,bd_d4_trunc_norm,Lor4D,KR_like,-106.14348629058736,12.488406282478474,1.0,165.29320283821744,135.30411037049961,-1.1829943309526012,-2.955850333059562
16,0.0,bd_ratio,Lor4D,KR_like,-71.42480945612216,-41.67606865993212,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,1.0,bd_ratio,Lor4D,KR_like,-71.49715945871377,-42.210549549100016,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,2.0,bd_ratio,Lor4D,KR_like,-71.56950946130539,-42.745030438267904,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,3.0,bd_ratio,Lor4D,KR_like,-71.64185946389699,-43.27951132743579,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,5.0,bd_ratio,Lor4D,KR_like,-71.7865594690802,-44.348473105771575,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,7.0,bd_ratio,Lor4D,KR_like,-71.93125947426343,-45.417434884107365,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,10.0,bd_ratio,Lor4D,KR_like,-72.14830948203826,-47.020877551611036,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,15.0,bd_ratio,Lor4D,KR_like,-72.5100594949963,-49.6932819974505,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,20.0,bd_ratio,Lor4D,KR_like,-72.87180950795435,-52.36568644328996,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,30.0,bd_ratio,Lor4D,KR_like,-73.59530953387045,-57.710495334968876,1.0,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
16,50.0,bd_ratio,Lor4D,KR_like,-75.04230958570264,-68.40011311832671,0.875,71.42480945612216,41.67606865993212,0.0723500025916094,0.5344808891678919
20,0.0,bd_ratio,Lor4D,KR_like,-85.69314774222659,-58.96394888290842,1.0,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,1.0,bd_ratio,Lor4D,KR_like,-85.82429495429977,-59.56245145738588,1.0,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,2.0,bd_ratio,Lor4D,KR_like,-85.95544216637299,-60.16095403186335,1.0,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,3.0,bd_ratio,Lor4D,KR_like,-86.08658937844618,-60.759456606340805,1.0,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,5.0,bd_ratio,Lor4D,KR_like,-86.34888380259258,-61.956461755295734,1.0,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,7.0,bd_ratio,Lor4D,KR_like,-86.61117822673899,-63.153466904250664,1.0,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,10.0,bd_ratio,Lor4D,KR_like,-87.00461986295858,-64.94897462768306,1.0,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,15.0,bd_ratio,Lor4D,KR_like,-87.66035592332457,-67.94148750007037,1.0,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,20.0,bd_ratio,Lor4D,KR_like,-88.31609198369057,-70.93400037245769,1.0,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,30.0,bd_ratio,Lor4D,KR_like,-89.62756410442256,-76.91902611723233,0.875,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
20,50.0,bd_ratio,Lor4D,KR_like,-92.25050834588657,-88.8890776067816,0.875,85.69314774222659,58.96394888290842,0.13114721207319982,0.5985025744774639
28,0.0,bd_ratio,Lor4D,KR_like,-125.03523043511743,-95.29726375527828,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,1.0,bd_ratio,Lor4D,KR_like,-125.2355653077228,-96.00911637842106,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,2.0,bd_ratio,Lor4D,KR_like,-125.43590018032815,-96.72096900156384,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,3.0,bd_ratio,Lor4D,KR_like,-125.63623505293353,-97.43282162470663,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,5.0,bd_ratio,Lor4D,KR_like,-126.03690479814426,-98.85652687099217,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,7.0,bd_ratio,Lor4D,KR_like,-126.437574543355,-100.28023211727773,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,10.0,bd_ratio,Lor4D,KR_like,-127.0385791611711,-102.41578998670606,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,15.0,bd_ratio,Lor4D,KR_like,-128.04025352419796,-105.97505310241996,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,20.0,bd_ratio,Lor4D,KR_like,-129.0419278872248,-109.53431621813382,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,30.0,bd_ratio,Lor4D,KR_like,-131.04527661327847,-116.6528424495616,1.0,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
28,50.0,bd_ratio,Lor4D,KR_like,-135.05197406538585,-130.88989491241716,0.625,125.03523043511743,95.29726375527828,0.2003348726053687,0.7118526231427776
36,0.0,bd_ratio,Lor4D,KR_like,-165.29320283821744,-135.30411037049961,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,1.0,bd_ratio,Lor4D,KR_like,-165.47035954444513,-136.13175706323412,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,2.0,bd_ratio,Lor4D,KR_like,-165.64751625067282,-136.9594037559686,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,3.0,bd_ratio,Lor4D,KR_like,-165.82467295690049,-137.78705044870307,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,5.0,bd_ratio,Lor4D,KR_like,-166.17898636935587,-139.44234383417205,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,7.0,bd_ratio,Lor4D,KR_like,-166.53329978181125,-141.097637219641,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,10.0,bd_ratio,Lor4D,KR_like,-167.0647699004943,-143.58057729784446,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,15.0,bd_ratio,Lor4D,KR_like,-167.9505534316327,-147.71881076151686,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,20.0,bd_ratio,Lor4D,KR_like,-168.83633696277113,-151.8570442251893,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,30.0,bd_ratio,Lor4D,KR_like,-170.60790402504796,-160.13351115253408,1.0,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
36,50.0,bd_ratio,Lor4D,KR_like,-174.15103814960167,-176.68644500722377,0.375,165.29320283821744,135.30411037049961,0.17715670622768445,0.8276466927344827
