d,N,p_frw,rep,bin_label,n_matched,H_local,n_causal_pairs,w_max_ratio,n_layers,layer_ratio,mean_layer_width
3,256,1.5,4,early,128,2.3517841079309285,2020,0.3515625,8.0,0.0625,16.0
3,256,1.5,4,late,128,1.6233176398912113,140,0.609375,4.0,0.03125,32.0
3,256,1.5,5,early,128,2.271391058055898,1579,0.421875,8.0,0.0625,16.0
3,256,1.5,5,late,128,1.6121006732345087,92,0.703125,3.0,0.0234375,42.666666666666664
3,256,1.5,6,early,128,2.3681217282581852,2442,0.375,9.0,0.0703125,14.222222222222223
3,256,1.5,6,late,128,1.618297772902611,114,0.6328125,3.0,0.0234375,42.666666666666664
3,256,1.5,7,early,128,2.4091828950168312,2595,0.359375,9.0,0.0703125,14.222222222222223
3,256,1.5,7,late,128,1.6105567898211621,80,0.71875,3.0,0.0234375,42.666666666666664
3,256,2.0,0,early,128,2.9013171215486464,1987,0.4453125,8.0,0.0625,16.0
3,256,2.0,0,late,128,2.13337503600649,75,0.7109375,4.0,0.03125,32.0
3,256,2.0,1,early,128,2.958065291552156,1945,0.4765625,8.0,0.0625,16.0
3,256,2.0,1,late,128,2.1578564308381676,117,0.6875,3.0,0.0234375,42.666666666666664
3,256,2.0,2,early,128,2.7683250175313163,1735,0.4296875,8.0,0.0625,16.0
3,256,2.0,2,late,128,2.125115790180651,82,0.6796875,3.0,0.0234375,42.666666666666664
3,256,2.0,3,early,128,2.9132002400107933,2023,0.40625,7.0,0.0546875,18.285714285714285
3,256,2.0,3,late,128,2.136299180104907,105,0.6328125,3.0,0.0234375,42.666666666666664
3,256,2.0,4,early,128,2.769510999546217,1658,0.46875,8.0,0.0625,16.0
3,256,2.0,4,late,128,2.1143815123284395,81,0.6796875,3.0,0.0234375,42.666666666666664
3,256,2.0,5,early,128,2.769846380982286,1686,0.4765625,8.0,0.0625,16.0
3,256,2.0,5,late,128,2.131601591368875,104,0.671875,4.0,0.03125,32.0
3,256,2.0,6,early,128,2.99635738494779,2310,0.4296875,9.0,0.0703125,14.222222222222223
3,256,2.0,6,late,128,2.143739145686432,111,0.6640625,3.0,0.0234375,42.666666666666664
3,256,2.0,7,early,128,2.9212662416941866,1876,0.375,9.0,0.0703125,14.222222222222223
3,256,2.0,7,late,128,2.1469133145025587,114,0.6640625,3.0,0.0234375,42.666666666666664
3,512,0.5,0,early,256,1.355633667169403,8836,0.265625,9.0,0.03515625,28.444444444444446
3,512,0.5,0,late,256,0.5886349509177047,1397,0.421875,6.0,0.0234375,42.666666666666664
3,512,0.5,1,early,256,1.346713812617881,7727,0.25390625,10.0,0.0390625,25.6
3,512,0.5,1,late,256,0.5892413360187698,1557,0.3828125,5.0,0.01953125,51.2
3,512,0.5,2,early,256,1.1811896154139814,7469,0.27734375,10.0,0.0390625,25.6
3,512,0.5,2,late,256,0.5801126332444373,1189,0.42578125,5.0,0.01953125,51.2
3,512,0.5,3,early,256,1.2339168304897095,7134,0.2890625,10.0,0.0390625,25.6
3,512,0.5,3,late,256,0.5804960303793844,1542,0.39453125,6.0,0.0234375,42.666666666666664
3,512,0.5,4,early,256,1.2184000372445563,7739,0.2890625,11.0,0.04296875,23.272727272727273
3,512,0.5,4,late,256,0.5767467124823282,1395,0.40234375,6.0,0.0234375,42.666666666666664
3,512,0.5,5,early,256,1.2495799421925846,7912,0.30078125,9.0,0.03515625,28.444444444444446
3,512,0.5,5,late,256,0.5788821291206845,1361,0.41015625,5.0,0.01953125,51.2
3,512,0.5,6,early,256,1.2322387464150197,7628,0.265625,9.0,0.03515625,28.444444444444446
3,512,0.5,6,late,256,0.5878271148221255,1492,0.41796875,6.0,0.0234375,42.666666666666664
3,512,0.5,7,early,256,1.2891885692456575,7861,0.27734375,9.0,0.03515625,28.444444444444446
3,512,0.5,7,late,256,0.5894941093953912,1637,0.39453125,6.0,0.0234375,42.666666666666664
3,512,1.0,0,early,256,1.9297404906646622,9493,0.28515625,10.0,0.0390625,25.6
3,512,1.0,0,late,256,1.1043342199834951,811,0.46484375,5.0,0.01953125,51.2
3,512,1.0,1,early,256,1.9039655632850887,9349,0.3125,12.0,0.046875,21.333333333333332
3,512,1.0,1,late,256,1.1084705963380905,728,0.51171875,5.0,0.01953125,51.2
3,512,1.0,2,early,256,2.0356675988199195,10237,0.29296875,12.0,0.046875,21.333333333333332
3,512,1.0,2,late,256,1.1094194750736404,970,0.5078125,5.0,0.01953125,51.2
3,512,1.0,3,early,256,1.8986268006693257,8889,0.30859375,11.0,0.04296875,23.272727272727273
3,512,1.0,3,late,256,1.1140946206009683,892,0.46484375,5.0,0.01953125,51.2
3,512,1.0,4,early,256,1.9537438893495067,9752,0.28125,10.0,0.0390625,25.6
3,512,1.0,4,late,256,1.1050539101829426,841,0.45703125,4.0,0.015625,64.0
3,512,1.0,5,early,256,1.8508273021620112,8095,0.265625,11.0,0.04296875,23.272727272727273
3,512,1.0,5,late,256,1.1041227229359003,795,0.5,4.0,0.015625,64.0
3,512,1.0,6,early,256,1.8747960457385682,9768,0.28515625,12.0,0.046875,21.333333333333332
3,512,1.0,6,late,256,1.098810403924868,654,0.50390625,4.0,0.015625,64.0
3,512,1.0,7,early,256,1.9551070929867151,10693,0.28125,11.0,0.04296875,23.272727272727273
3,512,1.0,7,late,256,1.1080328597423195,724,0.4765625,4.0,0.015625,64.0
3,512,1.5,0,early,256,2.400203377224685,8022,0.31640625,12.0,0.046875,21.333333333333332
3,512,1.5,0,late,256,1.6239027443971534,522,0.5625,4.0,0.015625,64.0
3,512,1.5,1,early,256,2.386787157836044,8963,0.27734375,12.0,0.046875,21.333333333333332
3,512,1.5,1,late,256,1.6181729746821434,502,0.5546875,4.0,0.015625,64.0
3,512,1.5,2,early,256,2.372041360613961,7982,0.328125,11.0,0.04296875,23.272727272727273
3,512,1.5,2,late,256,1.6243356088509628,594,0.53515625,4.0,0.015625,64.0
3,512,1.5,3,early,256,2.3411321650687538,8504,0.3359375,12.0,0.046875,21.333333333333332
3,512,1.5,3,late,256,1.6182850716483432,444,0.546875,4.0,0.015625,64.0
3,512,1.5,4,early,256,2.299877131417082,7437,0.296875,11.0,0.04296875,23.272727272727273
3,512,1.5,4,late,256,1.6182672099374176,546,0.54296875,4.0,0.015625,64.0
3,512,1.5,5,early,256,2.4462899305122208,8505,0.296875,14.0,0.0546875,18.285714285714285
3,512,1.5,5,late,256,1.625405999778909,513,0.5390625,4.0,0.015625,64.0
3,512,1.5,6,early,256,2.3803804582130654,8710,0.3046875,12.0,0.046875,21.333333333333332
3,512,1.5,6,late,256,1.6158723548981637,445,0.56640625,4.0,0.015625,64.0
3,512,1.5,7,early,256,2.323582346670281,7754,0.359375,14.0,0.0546875,18.285714285714285
3,512,1.5,7,late,256,1.6144565886370255,361,0.58984375,4.0,0.015625,64.0
3,512,2.0,0,early,256,2.8351830231185797,7412,0.35546875,12.0,0.046875,21.333333333333332
3,512,2.0,0,late,256,2.1351733517001517,343,0.60546875,4.0,0.015625,64.0
3,512,2.0,1,early,256,2.934091905493221,8446,0.34375,12.0,0.046875,21.333333333333332
3,512,2.0,1,late,256,2.126701396425796,333,0.59765625,4.0,0.015625,64.0
3,512,2.0,2,early,256,2.784477167097907,7059,0.33203125,11.0,0.04296875,23.272727272727273
3,512,2.0,2,late,256,2.110283169822367,266,0.64453125,4.0,0.015625,64.0
3,512,2.0,3,early,256,2.86956521711309,7921,0.34375,11.0,0.04296875,23.272727272727273
3,512,2.0,3,late,256,2.137046399964792,410,0.5546875,4.0,0.015625,64.0
3,512,2.0,4,early,256,2.839629323047526,7617,0.3828125,11.0,0.04296875,23.272727272727273
3,512,2.0,4,late,256,2.129975500672319,347,0.609375,4.0,0.015625,64.0
3,512,2.0,5,early,256,2.853021660724136,7705,0.3515625,12.0,0.046875,21.333333333333332
3,512,2.0,5,late,256,2.1182428702969682,330,0.63671875,4.0,0.015625,64.0
3,512,2.0,6,early,256,2.800103371390747,6230,0.33984375,11.0,0.04296875,23.272727272727273
3,512,2.0,6,late,256,2.120907541960957,277,0.640625,5.0,0.01953125,51.2
3,512,2.0,7,early,256,2.9216864397416265,9378,0.35546875,12.0,0.046875,21.333333333333332
3,512,2.0,7,late,256,2.1344611524388464,321,0.6328125,4.0,0.015625,64.0
4,128,0.5,0,early,64,1.053732284203849,172,0.59375,4.0,0.0625,16.0
4,128,0.5,0,late,64,0.5869186764561449,29,0.78125,3.0,0.046875,21.333333333333332
4,128,0.5,1,early,64,1.1174843376893278,230,0.53125,4.0,0.0625,16.0
4,128,0.5,1,late,64,0.5649644839731317,19,0.84375,3.0,0.046875,21.333333333333332
4,128,0.5,2,early,64,1.1585830399648887,294,0.53125,4.0,0.0625,16.0
4,128,0.5,2,late,64,0.582096309029289,24,0.78125,2.0,0.03125,32.0
4,128,0.5,3,early,64,0.8911330459818826,139,0.65625,4.0,0.0625,16.0
4,128,0.5,3,late,64,0.5526430277066318,3,0.953125,2.0,0.03125,32.0
4,128,0.5,4,early,64,1.1791163634441983,430,0.53125,4.0,0.0625,16.0
4,128,0.5,4,late,64,0.5519670125608667,9,0.90625,2.0,0.03125,32.0
4,128,0.5,5,early,64,1.062161094085686,309,0.484375,5.0,0.078125,12.8
4,128,0.5,5,late,64,0.5562717584131349,7,0.90625,2.0,0.03125,32.0
4,128,0.5,6,early,64,1.0671490275650162,208,0.625,3.0,0.046875,21.333333333333332
4,128,0.5,6,late,64,0.5699228379787219,9,0.890625,2.0,0.03125,32.0
4,128,0.5,7,early,64,1.1765251000872632,300,0.53125,4.0,0.0625,16.0
4,128,0.5,7,late,64,0.5445072957976826,8,0.890625,2.0,0.03125,32.0
4,128,1.0,0,early,64,1.6424454972456113,261,0.609375,4.0,0.0625,16.0
4,128,1.0,0,late,64,1.1026589152940505,10,0.875,2.0,0.03125,32.0
4,128,1.0,1,early,64,1.5964600306299315,214,0.65625,4.0,0.0625,16.0
4,128,1.0,1,late,64,1.0797179824930558,7,0.90625,2.0,0.03125,32.0
4,128,1.0,2,early,64,1.53949485606143,214,0.6875,4.0,0.0625,16.0
4,128,1.0,2,late,64,1.09788436340855,4,0.9375,2.0,0.03125,32.0
4,128,1.0,3,early,64,1.5613466039266104,186,0.640625,4.0,0.0625,16.0
4,128,1.0,3,late,64,1.0772494564515949,2,0.96875,2.0,0.03125,32.0
4,128,1.0,4,early,64,1.5201852710497739,101,0.703125,3.0,0.046875,21.333333333333332
4,128,1.0,4,late,64,1.0886342262497912,3,0.953125,2.0,0.03125,32.0
4,128,1.0,5,early,64,1.576771212608413,222,0.625,4.0,0.0625,16.0
4,128,1.0,5,late,64,1.0933709256724002,2,0.96875,2.0,0.03125,32.0
4,128,1.0,6,early,64,1.6266267465108126,405,0.65625,5.0,0.078125,12.8
4,128,1.0,6,late,64,1.0822222323235868,2,0.96875,2.0,0.03125,32.0
4,128,1.0,7,early,64,1.5784170253784198,269,0.640625,5.0,0.078125,12.8
4,128,1.0,7,late,64,1.079707065572516,2,0.96875,2.0,0.03125,32.0
4,128,1.5,0,early,64,2.1455725865359576,221,0.703125,5.0,0.078125,12.8
4,128,1.5,0,late,64,1.594421570623207,4,0.9375,2.0,0.03125,32.0
4,128,1.5,1,early,64,2.091290308022038,230,0.734375,4.0,0.0625,16.0
4,128,1.5,1,late,64,1.5814389932052204,3,0.96875,2.0,0.03125,32.0
4,128,1.5,2,early,64,2.056342671498575,164,0.6875,3.0,0.046875,21.333333333333332
4,128,1.5,2,late,64,1.6059711947416084,5,0.921875,2.0,0.03125,32.0
4,128,1.5,3,early,64,2.0411377489858644,138,0.671875,3.0,0.046875,21.333333333333332
4,128,1.5,3,late,64,1.5799602106081712,2,0.96875,2.0,0.03125,32.0
4,128,1.5,4,early,64,2.0097740902215224,140,0.6875,4.0,0.0625,16.0
4,128,1.5,4,late,64,1.5811231251068953,0,1.0,1.0,0.015625,64.0
4,128,1.5,5,early,64,2.0555666837236366,118,0.703125,4.0,0.0625,16.0
4,128,1.5,5,late,64,1.5961435505804737,1,0.984375,2.0,0.03125,32.0
4,128,1.5,6,early,64,2.1353862267249193,174,0.65625,3.0,0.046875,21.333333333333332
4,128,1.5,6,late,64,1.6061803055947697,3,0.96875,2.0,0.03125,32.0
4,128,1.5,7,early,64,2.1558220973388407,232,0.671875,5.0,0.078125,12.8
4,128,1.5,7,late,64,1.5770654233880104,0,1.0,1.0,0.015625,64.0
4,128,2.0,0,early,64,2.5771519392151445,129,0.734375,3.0,0.046875,21.333333333333332
4,128,2.0,0,late,64,2.084938333742297,1,0.984375,2.0,0.03125,32.0
4,128,2.0,1,early,64,2.4283949916791743,90,0.8125,4.0,0.0625,16.0
4,128,2.0,1,late,64,2.068546969977407,1,0.984375,2.0,0.03125,32.0
4,128,2.0,2,early,64,2.5595353017682134,93,0.703125,3.0,0.046875,21.333333333333332
4,128,2.0,2,late,64,2.0970868078070724,1,0.984375,2.0,0.03125,32.0
4,128,2.0,3,early,64,2.6110470061962063,141,0.65625,3.0,0.046875,21.333333333333332
4,128,2.0,3,late,64,2.081671110586961,0,1.0,1.0,0.015625,64.0
4,128,2.0,4,early,64,2.471085746833526,43,0.796875,2.0,0.03125,32.0
4,128,2.0,4,late,64,2.0838092212399846,1,0.984375,2.0,0.03125,32.0
4,128,2.0,5,early,64,2.5473148624463446,97,0.8125,3.0,0.046875,21.333333333333332
4,128,2.0,5,late,64,2.096023976130372,2,0.96875,2.0,0.03125,32.0
4,128,2.0,6,early,64,2.545426788276836,137,0.734375,4.0,0.0625,16.0
4,128,2.0,6,late,64,2.0858254879080387,0,1.0,1.0,0.015625,64.0
4,128,2.0,7,early,64,2.537519863136569,172,0.6875,4.0,0.0625,16.0
4,128,2.0,7,late,64,2.0825696643442377,1,0.984375,2.0,0.03125,32.0
4,256,0.5,0,early,128,1.0548851828166073,812,0.484375,4.0,0.03125,32.0
4,256,0.5,0,late,128,0.5737029522251818,47,0.8203125,2.0,0.015625,64.0
4,256,0.5,1,early,128,1.1105790176360633,984,0.4921875,5.0,0.0390625,25.6
4,256,0.5,1,late,128,0.5759697759011659,61,0.7265625,3.0,0.0234375,42.666666666666664
4,256,0.5,2,early,128,1.065646142791628,866,0.5390625,5.0,0.0390625,25.6
4,256,0.5,2,late,128,0.5739928209486782,51,0.8046875,3.0,0.0234375,42.666666666666664
4,256,0.5,3,early,128,1.1372807760702344,954,0.53125,5.0,0.0390625,25.6
4,256,0.5,3,late,128,0.5838556085571329,78,0.765625,3.0,0.0234375,42.666666666666664
4,256,0.5,4,early,128,1.0439172630248479,793,0.5078125,5.0,0.0390625,25.6
4,256,0.5,4,late,128,0.5631905405700603,65,0.7734375,3.0,0.0234375,42.666666666666664
4,256,0.5,5,early,128,1.0927704362960031,810,0.4921875,5.0,0.0390625,25.6
4,256,0.5,5,late,128,0.5636533162375104,58,0.78125,2.0,0.015625,64.0
4,256,0.5,6,early,128,0.9970495357094357,658,0.5390625,4.0,0.03125,32.0
4,256,0.5,6,late,128,0.5635861616988345,48,0.7734375,2.0,0.015625,64.0
4,256,0.5,7,early,128,1.0114489285208832,742,0.5390625,4.0,0.03125,32.0
4,256,0.5,7,late,128,0.5767058483254965,56,0.75,3.0,0.0234375,42.666666666666664
4,256,1.0,0,early,128,1.5751018669263397,953,0.5703125,5.0,0.0390625,25.6
4,256,1.0,0,late,128,1.077377921616915,12,0.9296875,2.0,0.015625,64.0
4,256,1.0,1,early,128,1.5578167594847514,862,0.5546875,5.0,0.0390625,25.6
4,256,1.0,1,late,128,1.0796124042789867,9,0.9375,2.0,0.015625,64.0
4,256,1.0,2,early,128,1.510853827271369,661,0.640625,5.0,0.0390625,25.6
4,256,1.0,2,late,128,1.0790719014381278,17,0.890625,2.0,0.015625,64.0
4,256,1.0,3,early,128,1.498396944622709,738,0.609375,5.0,0.0390625,25.6
4,256,1.0,3,late,128,1.0679816154019763,10,0.9296875,2.0,0.015625,64.0
4,256,1.0,4,early,128,1.7005633326664276,1420,0.5234375,6.0,0.046875,21.333333333333332
4,256,1.0,4,late,128,1.0819421713335404,15,0.921875,2.0,0.015625,64.0
4,256,1.0,5,early,128,1.5242425723640434,692,0.5546875,4.0,0.03125,32.0
4,256,1.0,5,late,128,1.0771208290097896,19,0.8828125,2.0,0.015625,64.0
4,256,1.0,6,early,128,1.512413739539264,766,0.609375,5.0,0.0390625,25.6
4,256,1.0,6,late,128,1.0795517230775311,13,0.9375,3.0,0.0234375,42.666666666666664
4,256,1.0,7,early,128,1.5665586951989339,1043,0.5390625,5.0,0.0390625,25.6
4,256,1.0,7,late,128,1.073436019552303,17,0.9140625,2.0,0.015625,64.0
4,256,1.5,0,early,128,2.03565729674021,630,0.6484375,4.0,0.03125,32.0
4,256,1.5,0,late,128,1.5799740940426807,5,0.9609375,2.0,0.015625,64.0
4,256,1.5,1,early,128,2.0675975026522027,820,0.59375,6.0,0.046875,21.333333333333332
4,256,1.5,1,late,128,1.5771242348184322,6,0.96875,2.0,0.015625,64.0
4,256,1.5,2,early,128,2.1166230391772,771,0.6640625,5.0,0.0390625,25.6
4,256,1.5,2,late,128,1.5878564999617673,18,0.890625,2.0,0.015625,64.0
4,256,1.5,3,early,128,2.0803023607829436,744,0.6484375,6.0,0.046875,21.333333333333332
4,256,1.5,3,late,128,1.5933990651359478,4,0.9765625,2.0,0.015625,64.0
4,256,1.5,4,early,128,2.061974657604692,919,0.609375,4.0,0.03125,32.0
4,256,1.5,4,late,128,1.5776207014701025,3,0.9765625,2.0,0.015625,64.0
4,256,1.5,5,early,128,2.1053131386499504,951,0.5859375,5.0,0.0390625,25.6
4,256,1.5,5,late,128,1.5789119247015648,4,0.9765625,2.0,0.015625,64.0
4,256,1.5,6,early,128,2.065317285872009,851,0.640625,5.0,0.0390625,25.6
4,256,1.5,6,late,128,1.5773225449182462,5,0.96875,2.0,0.015625,64.0
4,256,1.5,7,early,128,2.0887287201416145,815,0.6328125,6.0,0.046875,21.333333333333332
4,256,1.5,7,late,128,1.5928180505333176,13,0.9296875,3.0,0.0234375,42.666666666666664
4,256,2.0,0,early,128,2.6107510306573616,681,0.671875,6.0,0.046875,21.333333333333332
4,256,2.0,0,late,128,2.086540655037858,6,0.9609375,2.0,0.015625,64.0
4,256,2.0,1,early,128,2.495834432340585,406,0.65625,4.0,0.03125,32.0
4,256,2.0,1,late,128,2.0764025643920814,3,0.9765625,2.0,0.015625,64.0
4,256,2.0,2,early,128,2.6081029907503765,951,0.6171875,5.0,0.0390625,25.6
4,256,2.0,2,late,128,2.080775660920599,3,0.9765625,2.0,0.015625,64.0
4,256,2.0,3,early,128,2.4963067488604325,319,0.71875,4.0,0.03125,32.0
4,256,2.0,3,late,128,2.0781854042039862,5,0.9609375,2.0,0.015625,64.0
4,256,2.0,4,early,128,2.5803542988854637,858,0.6015625,5.0,0.0390625,25.6
4,256,2.0,4,late,128,2.074368450229112,1,0.9921875,2.0,0.015625,64.0
4,256,2.0,5,early,128,2.541956464020479,726,0.71875,4.0,0.03125,32.0
4,256,2.0,5,late,128,2.1074773741452244,10,0.9375,3.0,0.0234375,42.666666666666664
4,256,2.0,6,early,128,2.599553675850861,817,0.65625,5.0,0.0390625,25.6
4,256,2.0,6,late,128,2.085761005401009,2,0.984375,2.0,0.015625,64.0
4,256,2.0,7,early,128,2.6680400250111345,832,0.6015625,5.0,0.0390625,25.6
4,256,2.0,7,late,128,2.105932071126839,5,0.9609375,2.0,0.015625,64.0
4,512,0.5,0,early,256,0.9970421319384541,3364,0.51953125,6.0,0.0234375,42.666666666666664
4,512,0.5,0,late,256,0.5645632276784438,147,0.75390625,3.0,0.01171875,85.33333333333333
4,512,0.5,1,early,256,1.0553499922898353,3485,0.45703125,6.0,0.0234375,42.666666666666664
4,512,0.5,1,late,256,0.5660257326472314,183,0.73046875,3.0,0.01171875,85.33333333333333
4,512,0.5,2,early,256,1.1298603413371198,3808,0.41796875,6.0,0.0234375,42.666666666666664
4,512,0.5,2,late,256,0.5729824734539378,260,0.68359375,3.0,0.01171875,85.33333333333333
4,512,0.5,3,early,256,1.0752890561361041,3653,0.453125,5.0,0.01953125,51.2
4,512,0.5,3,late,256,0.5689100065434372,253,0.68359375,3.0,0.01171875,85.33333333333333
4,512,0.5,4,early,256,1.0934024759836714,3663,0.44921875,6.0,0.0234375,42.666666666666664
4,512,0.5,4,late,256,0.5710383054654067,197,0.7265625,3.0,0.01171875,85.33333333333333
4,512,0.5,5,early,256,0.9817410252471492,3064,0.45703125,6.0,0.0234375,42.666666666666664
4,512,0.5,5,late,256,0.5608261451736583,160,0.734375,3.0,0.01171875,85.33333333333333
4,512,0.5,6,early,256,0.9983716771428222,2718,0.484375,5.0,0.01953125,51.2
4,512,0.5,6,late,256,0.5687108330268216,160,0.73828125,3.0,0.01171875,85.33333333333333
4,512,0.5,7,early,256,1.0237695904618511,3468,0.484375,5.0,0.01953125,51.2
4,512,0.5,7,late,256,0.5627240997399306,138,0.74609375,3.0,0.01171875,85.33333333333333
4,512,1.0,0,early,256,1.6478587679850545,4736,0.48828125,7.0,0.02734375,36.57142857142857
4,512,1.0,0,late,256,1.0789970035630898,57,0.84765625,2.0,0.0078125,128.0
4,512,1.0,1,early,256,1.594164124267686,4136,0.53515625,6.0,0.0234375,42.666666666666664
4,512,1.0,1,late,256,1.0880329004428646,74,0.81640625,3.0,0.01171875,85.33333333333333
4,512,1.0,2,early,256,1.586579072372384,3466,0.51953125,7.0,0.02734375,36.57142857142857
4,512,1.0,2,late,256,1.0784198070461235,63,0.84765625,3.0,0.01171875,85.33333333333333
4,512,1.0,3,early,256,1.5537587252171492,3527,0.5390625,6.0,0.0234375,42.666666666666664
4,512,1.0,3,late,256,1.0826199559232976,73,0.83203125,2.0,0.0078125,128.0
4,512,1.0,4,early,256,1.5705404429309946,3137,0.51953125,6.0,0.0234375,42.666666666666664
4,512,1.0,4,late,256,1.080122156694837,64,0.8515625,3.0,0.01171875,85.33333333333333
4,512,1.0,5,early,256,1.580725478893135,4017,0.51171875,6.0,0.0234375,42.666666666666664
4,512,1.0,5,late,256,1.0726216422760109,39,0.88671875,2.0,0.0078125,128.0
4,512,1.0,6,early,256,1.5760630448519806,3975,0.4765625,6.0,0.0234375,42.666666666666664
4,512,1.0,6,late,256,1.0683211212848087,48,0.875,3.0,0.01171875,85.33333333333333
4,512,1.0,7,early,256,1.5923262132729308,3560,0.5234375,6.0,0.0234375,42.666666666666664
4,512,1.0,7,late,256,1.0877598230056607,65,0.8515625,2.0,0.0078125,128.0
4,512,1.5,0,early,256,2.067234982699719,3216,0.5546875,6.0,0.0234375,42.666666666666664
4,512,1.5,0,late,256,1.5811350939264566,25,0.921875,2.0,0.0078125,128.0
4,512,1.5,1,early,256,2.1042329271333466,3063,0.6015625,6.0,0.0234375,42.666666666666664
4,512,1.5,1,late,256,1.5949036296499848,29,0.921875,2.0,0.0078125,128.0
4,512,1.5,2,early,256,2.084033741099665,3479,0.61328125,6.0,0.0234375,42.666666666666664
4,512,1.5,2,late,256,1.5906055427943433,31,0.90625,2.0,0.0078125,128.0
4,512,1.5,3,early,256,2.0587453619947147,2899,0.59375,6.0,0.0234375,42.666666666666664
4,512,1.5,3,late,256,1.5835167234248018,36,0.89453125,2.0,0.0078125,128.0
4,512,1.5,4,early,256,2.03040548818257,2057,0.59765625,5.0,0.01953125,51.2
4,512,1.5,4,late,256,1.585699974883942,21,0.9296875,2.0,0.0078125,128.0
4,512,1.5,5,early,256,2.0959172706411944,2691,0.55078125,7.0,0.02734375,36.57142857142857
4,512,1.5,5,late,256,1.6017276412672212,25,0.9296875,2.0,0.0078125,128.0
4,512,1.5,6,early,256,2.077863060435961,3314,0.56640625,6.0,0.0234375,42.666666666666664
4,512,1.5,6,late,256,1.5834480245807252,25,0.91796875,2.0,0.0078125,128.0
4,512,1.5,7,early,256,2.0950470307428826,3118,0.5546875,5.0,0.01953125,51.2
4,512,1.5,7,late,256,1.5895566565875627,27,0.921875,2.0,0.0078125,128.0
4,512,2.0,0,early,256,2.5992064610196155,2340,0.64453125,7.0,0.02734375,36.57142857142857
4,512,2.0,0,late,256,2.087964232968517,13,0.95703125,2.0,0.0078125,128.0
4,512,2.0,1,early,256,2.603836924657439,2653,0.61328125,6.0,0.0234375,42.666666666666664
4,512,2.0,1,late,256,2.0976613167904254,19,0.9296875,2.0,0.0078125,128.0
4,512,2.0,2,early,256,2.5262957648616426,1230,0.6328125,5.0,0.01953125,51.2
4,512,2.0,2,late,256,2.097011345281925,18,0.94140625,2.0,0.0078125,128.0
4,512,2.0,3,early,256,2.5731942624353836,2716,0.5703125,6.0,0.0234375,42.666666666666664
4,512,2.0,3,late,256,2.0842697702659727,15,0.94921875,2.0,0.0078125,128.0
4,512,2.0,4,early,256,2.5235263823131935,1842,0.63671875,5.0,0.01953125,51.2
4,512,2.0,4,late,256,2.084869573155611,16,0.94140625,2.0,0.0078125,128.0
4,512,2.0,5,early,256,2.552449329126783,2417,0.59375,7.0,0.02734375,36.57142857142857
4,512,2.0,5,late,256,2.0796647078196964,7,0.97265625,2.0,0.0078125,128.0
4,512,2.0,6,early,256,2.550306060849624,2273,0.578125,6.0,0.0234375,42.666666666666664
4,512,2.0,6,late,256,2.0873297910713156,7,0.97265625,2.0,0.0078125,128.0
4,512,2.0,7,early,256,2.5282725028126736,1972,0.60546875,6.0,0.0234375,42.666666666666664
4,512,2.0,7,late,256,2.083318175403414,5,0.98046875,2.0,0.0078125,128.0
