rs,N,rep,r_min_factor,r_max_factor,mean_K,median_K,std_K,max_K,n_causal_pairs,C_0,C_1,C_2,C_3,C_4,bd_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width_ratio,layer_entropy
0.5,256,1,1.5,10.0,0.6739298754491965,0.006093106748576462,2.3748733391124723,16.503319827457528,22164,1041,818,636,583,554,0.031893382352941174,28.0,0.109375,9.142857142857142,2.1992577597629506,0.24054381747407272,0.046875,3.2946087410676794
0.5,256,2,1.5,10.0,0.8696376054437954,0.006520411878426622,2.547268693824518,16.41609464243736,21965,1019,808,658,594,541,0.03121936274509804,29.0,0.11328125,8.827586206896552,3.173912689380373,0.35954479684387036,0.0625,3.2918240025466114
0.5,256,3,1.5,10.0,0.6081582511717293,0.008673788574743897,2.077256180415804,16.205058288451067,22940,1011,813,691,558,529,0.030974264705882354,31.0,0.12109375,8.258064516129032,2.8051535744915697,0.3396865656610885,0.05078125,3.3624302832952275
0.5,256,4,1.5,10.0,0.7464148675000523,0.004680469060795883,2.173123757894724,16.10916180001743,22316,1048,750,712,612,561,0.0321078431372549,28.0,0.109375,9.142857142857142,2.3408528011677054,0.2560307751277178,0.0703125,3.3031021626055845
0.5,256,5,1.5,10.0,0.6543674920523523,0.007289264528206248,1.9482904042137077,14.861985062132332,22833,999,774,595,576,544,0.030606617647058822,30.0,0.1171875,8.533333333333333,2.526306042866189,0.29605148939838155,0.05078125,3.3562673881072453
0.5,256,6,1.5,10.0,0.7779250851311418,0.0058051800771727335,2.3683762698342172,14.420949605163273,22293,982,729,636,570,543,0.03008578431372549,27.0,0.10546875,9.481481481481481,2.2831162973959174,0.24079742199097567,0.0625,3.267465761297912
0.5,256,7,1.5,10.0,0.5011236642542503,0.0040315836223738955,1.6817496023655352,12.227781535050742,22692,941,767,669,623,512,0.0288296568627451,38.0,0.1484375,6.7368421052631575,2.769041355361243,0.41102957618643454,0.05078125,3.5385307998792292
0.5,256,8,1.5,10.0,0.7067279307403556,0.008655039657455413,2.129191011892891,16.609383832999672,22230,1017,757,638,595,543,0.031158088235294118,30.0,0.1171875,8.533333333333333,2.202019275321833,0.2580491338267773,0.046875,3.3617260799068647
0.5,256,9,1.5,10.0,0.8284924383527448,0.005058783199474542,2.73101407847011,16.55456380736253,22524,999,802,664,597,574,0.030606617647058822,31.0,0.12109375,8.258064516129032,2.4092261096564953,0.29174222421621626,0.05078125,3.388497349386785
0.5,512,0,1.5,10.0,0.4873543071625922,0.006283147821523002,1.6289959654901183,13.137976888586477,91226,2273,1845,1604,1423,1383,0.01737555039138943,46.0,0.08984375,11.130434782608695,3.423757760453918,0.30760323629078173,0.03515625,3.77295654666801
