rs,N,rep,r_min_factor,r_max_factor,mean_K,median_K,std_K,max_K,n_causal_pairs,C_0,C_1,C_2,C_3,C_4,bd_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width_ratio,layer_entropy
0.5,512,1,1.5,10.0,0.6410711419206097,0.004976003105045858,2.2162311541359307,16.5833732299147,88597,2296,1846,1651,1427,1341,0.0175513698630137,41.0,0.080078125,12.487804878048781,3.1322239525226627,0.25082262119810383,0.03515625,3.6753181364652
0.5,512,2,1.5,10.0,0.5697589644663575,0.0031742378735088103,1.992303205145878,16.802410479253684,89537,2338,1851,1634,1451,1430,0.017872431506849314,48.0,0.09375,10.666666666666666,3.3870669054835956,0.3175375223890871,0.037109375,3.813598985278939
0.5,512,3,1.5,10.0,0.6335397200211553,0.006703604658856631,2.207110620814349,15.688313621076226,90099,2324,1807,1638,1469,1325,0.01776541095890411,45.0,0.087890625,11.377777777777778,3.1853057686046675,0.2799585148187696,0.03515625,3.763806406751398
0.5,512,4,1.5,10.0,0.6165197357549508,0.0053831812069747055,1.9999326154128276,16.51928193414564,89378,2277,1879,1653,1492,1365,0.01740612769080235,44.0,0.0859375,11.636363636363637,3.008253110504418,0.2585217516839734,0.03515625,3.7476700919503765
0.5,512,5,1.5,10.0,0.5950063362653865,0.00743826950972426,1.9923869599317987,16.313502675350858,89414,2313,1827,1709,1483,1347,0.01768132338551859,43.0,0.083984375,11.906976744186046,3.353678670857741,0.2816566071228181,0.037109375,3.7145304323707786
0.5,512,6,1.5,10.0,0.5969673059284841,0.004155514834838961,2.168756140064786,16.32583651775275,89753,2345,1891,1652,1528,1378,0.01792594178082192,45.0,0.087890625,11.377777777777778,3.2406370353777247,0.2848216144374953,0.033203125,3.757055208903221
0.5,512,7,1.5,10.0,0.5811422738853109,0.005388558314450594,2.0106740945227104,16.08478182159418,90067,2256,1861,1607,1416,1451,0.01724559686888454,46.0,0.08984375,11.130434782608695,3.680788524051629,0.3306958439577635,0.03515625,3.761122485568159
0.5,512,8,1.5,10.0,0.553248120949538,0.00417947875830624,2.044900312541788,15.845552831948766,91527,2323,1779,1613,1431,1378,0.01775776663405088,47.0,0.091796875,10.893617021276595,2.8451828834999935,0.2611788975087885,0.03515625,3.812094254537779
0.5,512,9,1.5,10.0,0.7019556785788668,0.0039745185485814336,2.2706685085207896,16.36656410391064,88878,2355,1796,1546,1418,1411,0.018002385029354206,46.0,0.08984375,11.130434782608695,2.878773105608148,0.25863977120698206,0.03125,3.792299342557128
1.0,128,0,1.5,10.0,0.00971316305855837,0.00017418311954599169,0.03929617393461916,0.2836093801120443,4185,447,338,273,232,239,0.05499507874015748,16.0,0.125,8.0,3.1024184114977142,0.3878023014372143,0.1015625,2.685776567630259
1.0,128,1,1.5,10.0,0.043020372000778205,0.00025549458055211353,0.13871459029144617,0.831137921147482,3908,404,296,237,232,200,0.04970472440944882,17.0,0.1328125,7.529411764705882,2.8515763867154877,0.3787249888606507,0.09375,2.7480807885889953
1.0,128,2,1.5,10.0,0.03143874437217763,0.0005093429947096743,0.10363573604485565,0.8904258741787393,3865,409,305,229,224,201,0.05031988188976378,17.0,0.1328125,7.529411764705882,3.362730806577989,0.4466126852486392,0.1015625,2.7133189269144498
1.0,128,3,1.5,10.0,0.03427397462127772,0.00021146742374067418,0.1269490950702735,1.0304915963459524,3625,409,319,259,213,204,0.05031988188976378,16.0,0.125,8.0,2.806243040080456,0.350780380010057,0.0859375,2.690143698542925
1.0,128,4,1.5,10.0,0.03371889652611566,0.00021773351123456449,0.1276969666784126,0.7759497370762821,3730,422,328,259,253,212,0.051919291338582675,14.0,0.109375,9.142857142857142,1.9948914348241347,0.21819125068388975,0.1015625,2.6150545749718024
1.0,128,5,1.5,10.0,0.05456233151933905,0.00031895689786210553,0.1653477466935633,0.8474119920642867,3809,411,340,252,211,194,0.050565944881889764,15.0,0.1171875,8.533333333333333,2.36267268622258,0.2768757054167086,0.0859375,2.6637024253225077
1.0,128,6,1.5,10.0,0.046051779038624896,0.0004900804160306833,0.14217735704595127,1.0340494337332196,3706,451,304,258,199,200,0.05548720472440945,14.0,0.109375,9.142857142857142,2.849991049037144,0.3117177709884376,0.1015625,2.5795269626433655
1.0,128,7,1.5,10.0,0.040382202594595434,0.00021407209648472786,0.13543236387944219,0.9449382791766563,3697,404,301,237,217,205,0.04970472440944882,16.0,0.125,8.0,2.3717082451262845,0.29646353064078557,0.0859375,2.719957157269238
1.0,128,8,1.5,10.0,0.020116108983657954,0.0002650140648112209,0.07556559448939021,0.6405470373970505,3904,389,325,260,224,217,0.047859251968503935,17.0,0.1328125,7.529411764705882,2.303900709125428,0.30598681293072094,0.0859375,2.778308215854395
1.0,128,9,1.5,10.0,0.024191301761868962,0.00019499414494714693,0.08361397953248609,0.6402856758849899,3824,410,338,282,218,196,0.05044291338582677,15.0,0.1171875,8.533333333333333,2.36267268622258,0.2768757054167086,0.1171875,2.6707479013279247
1.0,256,0,1.5,10.0,0.04144660870791654,0.0004936576772061182,0.128601206566904,0.9675692172250231,14930,1078,787,640,582,578,0.033026960784313726,21.0,0.08203125,12.19047619047619,3.553925363246722,0.29153293995383267,0.06640625,2.9950292977186836
1.0,256,1,1.5,10.0,0.03725124523887974,0.0004345452471307468,0.12786717543295137,0.9032312756111648,15185,1001,755,697,584,549,0.030667892156862744,23.0,0.08984375,11.130434782608695,3.2073875028709544,0.2881637209610623,0.05859375,3.0831596299385287
1.0,256,2,1.5,10.0,0.04926024513460395,0.0004631350756673533,0.14952226906503396,0.9160000558395488,14907,1026,781,664,589,487,0.031433823529411764,20.0,0.078125,12.8,3.880721582386451,0.3031813736239415,0.07421875,2.9400485508084486
1.0,256,3,1.5,10.0,0.03882451459451357,0.00037362221829041027,0.1337798745044772,1.0120079548119367,15415,1026,807,665,574,514,0.031433823529411764,23.0,0.08984375,11.130434782608695,3.73356512017887,0.33543749126607036,0.0625,3.064300410553723
1.0,256,4,1.5,10.0,0.0412689197202296,0.0003744719045200421,0.13631406164168908,1.0216019937262861,15581,968,768,699,608,530,0.029656862745098038,22.0,0.0859375,11.636363636363637,3.351328834757593,0.2880048217369806,0.07421875,3.0420437380386396
1.0,256,5,1.5,10.0,0.029247922444560412,0.00028060104817622934,0.10042245571758876,0.8125347463614686,15085,1022,755,676,605,565,0.03131127450980392,21.0,0.08203125,12.19047619047619,3.935419716456073,0.3228273986155373,0.07421875,2.988896805551885
1.0,256,6,1.5,10.0,0.03127938906693474,0.00044247914682689923,0.11165621972033127,1.0449118271852469,15316,1044,767,681,633,546,0.031985294117647056,21.0,0.08203125,12.19047619047619,4.147506969126986,0.3402251810611981,0.07421875,2.972533295329641
1.0,256,7,1.5,10.0,0.0424771098249311,0.00024966544418459865,0.14097699083459772,0.9468365874033734,15608,1052,811,721,620,525,0.03223039215686275,23.0,0.08984375,11.130434782608695,3.814210817297619,0.34268300311658295,0.0625,3.0699976189989577
1.0,256,8,1.5,10.0,0.03026414903593333,0.00020547249946508363,0.12270264442164888,0.9918801021200322,16456,928,769,680,641,538,0.028431372549019607,22.0,0.0859375,11.636363636363637,3.023325299693798,0.2598170179424358,0.06640625,3.0546940698092016
1.0,256,9,1.5,10.0,0.027701796992922138,0.0005355436703001204,0.09795804668773812,0.9736798859724611,15789,975,816,715,588,579,0.029871323529411766,24.0,0.09375,10.666666666666666,3.693086634360056,0.3462268719712553,0.06640625,3.100278378183424
1.0,512,0,1.5,10.0,0.03268034542954234,0.00027619598479576015,0.11092260556807998,1.0331190973777713,63054,2292,1885,1747,1466,1363,0.017520792563600784,32.0,0.0625,16.0,4.0155946010522525,0.2509746625657658,0.04296875,3.430427545801995
1.0,512,1,1.5,10.0,0.03285591962667611,0.0003170928592966415,0.13713020365665524,1.0486990543066643,65481,2516,1874,1671,1449,1383,0.019233121330724072,34.0,0.06640625,15.058823529411764,5.06395088995904,0.3362779887863425,0.04296875,3.4548206136614708
1.0,512,2,1.5,10.0,0.03556695155061046,0.0005315718191720078,0.12351397655715805,1.0017708199841087,63862,2318,1868,1686,1454,1451,0.017719545009784735,34.0,0.06640625,15.058823529411764,5.72374402596242,0.3800923767240669,0.05078125,3.4338079591383606
1.0,512,3,1.5,10.0,0.03591192644904588,0.0003100962607088868,0.12433984079828121,1.0354194557699647,61910,2425,1929,1596,1533,1392,0.018537487769080235,33.0,0.064453125,15.515151515151516,5.836775843714612,0.37619844305191835,0.048828125,3.4077851565118586
1.0,512,4,1.5,10.0,0.045530749485979335,0.0003948673399815614,0.14078356076954296,1.0423378152062983,59078,2463,1841,1685,1610,1366,0.018827972113502935,30.0,0.05859375,17.066666666666666,6.032872910608639,0.353488647105975,0.052734375,3.3260177530795456
1.0,512,5,1.5,10.0,0.0293892239877134,0.00021164147602651109,0.10282045893122332,0.8406890777385194,62189,2392,1928,1573,1525,1448,0.01828522504892368,33.0,0.064453125,15.515151515151516,4.997703788627468,0.32211762700137975,0.04296875,3.43761819443264
1.0,512,6,1.5,10.0,0.03641070258333405,0.0005105868309483006,0.1212220359105428,0.8906771831303242,63768,2424,1918,1668,1492,1377,0.018529843444227007,31.0,0.060546875,16.516129032258064,4.963550808495061,0.3005274903580994,0.048828125,3.381022042294188
1.0,512,7,1.5,10.0,0.032318641269923315,0.0003998963518187982,0.11158411560520028,0.8739765969516455,62859,2387,1963,1719,1571,1425,0.018247003424657533,33.0,0.064453125,15.515151515151516,4.678261863978143,0.3015285967017163,0.044921875,3.4444082565412937
1.0,512,8,1.5,10.0,0.029259609912186953,0.00025105144546702836,0.11418471774720862,1.0197007005356824,62772,2395,1981,1668,1487,1386,0.018308158023483366,32.0,0.0625,16.0,4.716990566028302,0.29481191037676885,0.044921875,3.408032193320161
1.0,512,9,1.5,10.0,0.03488106883110365,0.0003022542233834296,0.12200341074130724,0.9768594754223601,61970,2351,1912,1607,1523,1380,0.01797180772994129,32.0,0.0625,16.0,4.437059837324712,0.2773162398327945,0.046875,3.422585225624231
2.0,128,0,1.5,10.0,0.0018268549972259452,2.0457461539663517e-05,0.007800375176364599,0.057372554191194816,2245,379,288,229,173,163,0.046628937007874016,12.0,0.09375,10.666666666666666,4.20977698010503,0.39466659188484654,0.1328125,2.392529662639403
2.0,128,1,1.5,10.0,0.0027103966337034876,1.5369769978366258e-05,0.009283677958279097,0.06053266111421985,2152,378,253,209,181,152,0.046505905511811024,11.0,0.0859375,11.636363636363637,3.844068093066541,0.3303496017479059,0.125,2.3318475840357324
2.0,128,2,1.5,10.0,0.0021540332263201363,3.991573971095483e-05,0.008427007909498336,0.06499175996421928,2102,369,267,215,177,159,0.0453986220472441,12.0,0.09375,10.666666666666666,4.8362060428489695,0.4533943165170909,0.1484375,2.3813476885896314
2.0,128,3,1.5,10.0,0.002731718048475491,1.9296343743214224e-05,0.009375085480836374,0.05885463764837469,2193,379,280,217,173,163,0.046628937007874016,12.0,0.09375,10.666666666666666,5.104464277037851,0.4785435259722986,0.1328125,2.3426351457335888
2.0,128,4,1.5,10.0,0.002227086798743903,1.6052882759410547e-05,0.008248842417066244,0.057392596113563864,2220,405,278,217,165,175,0.04982775590551181,13.0,0.1015625,9.846153846153847,4.382590625613574,0.4451068604138786,0.1328125,2.447137073487596
2.0,128,5,1.5,10.0,0.003152066475771073,3.184876975795269e-05,0.0094285213970347,0.046926128268748646,2329,397,306,249,185,162,0.04884350393700788,11.0,0.0859375,11.636363636363637,3.4973425566675176,0.3005528759636148,0.125,2.3372193458026196
2.0,128,6,1.5,10.0,0.0028795949579808085,3.810155992798681e-05,0.009047649962782863,0.045718934081029144,2266,392,268,206,190,170,0.04822834645669291,12.0,0.09375,10.666666666666666,3.96512575112344,0.3717305391678225,0.125,2.4013796806233922
2.0,128,7,1.5,10.0,0.0014345883881473303,2.9748128092119933e-05,0.004299031081600117,0.029325293867649514,2166,417,257,235,160,148,0.051304133858267716,11.0,0.0859375,11.636363636363637,4.395715419540576,0.3777567938667682,0.140625,2.3018403093324595
2.0,128,8,1.5,10.0,0.0025254749871693612,3.0306741304654974e-05,0.007656410184040583,0.057221528368848355,2251,387,260,225,177,175,0.04761318897637795,10.0,0.078125,12.8,2.4413111231467406,0.1907274314958391,0.125,2.28351875641139
2.0,128,9,1.5,10.0,0.002489226396639522,1.5203327610598927e-05,0.010240104767132847,0.0650367162397648,2382,396,278,209,194,167,0.04872047244094488,13.0,0.1015625,9.846153846153847,3.7794210758579223,0.3838474530168202,0.1171875,2.4797195534008876
2.0,256,0,1.5,10.0,0.0027379426839660853,1.822241866251516e-05,0.010315019386926751,0.06471379040560161,8882,920,738,600,499,425,0.028186274509803922,18.0,0.0703125,14.222222222222221,5.523239342949585,0.38835276630114274,0.08984375,2.7976973465052386
2.0,256,1,1.5,10.0,0.0018730737031491316,1.617601656367e-05,0.006497676654862932,0.05483994618647503,8981,909,699,620,478,448,0.027849264705882355,17.0,0.06640625,15.058823529411764,5.150335091728831,0.3420144396851177,0.08203125,2.7591452660394937
2.0,256,2,1.5,10.0,0.0021096828023136286,3.207001423438636e-05,0.007091116952468769,0.05672896311326993,8490,946,735,623,501,439,0.028982843137254903,18.0,0.0703125,14.222222222222221,6.124228346453631,0.43060980561002093,0.08984375,2.7704003358738536
2.0,256,3,1.5,10.0,0.0016512565612582946,1.2779466321331753e-05,0.006293739236355369,0.0531443716415523,9067,961,715,613,505,443,0.029442401960784313,17.0,0.06640625,15.058823529411764,5.609556847709244,0.37250963441819196,0.08984375,2.7420679509713515
2.0,256,4,1.5,10.0,0.0024950850562986265,2.002460581981618e-05,0.007678838361393741,0.05293427090915174,9367,927,701,597,504,460,0.028400735294117647,17.0,0.06640625,15.058823529411764,6.024172759760992,0.40004272232787835,0.1015625,2.7396594782630617
2.0,256,5,1.5,10.0,0.001965993746172029,1.922802402853899e-05,0.006672049803636409,0.060379944466669,8946,924,712,597,545,434,0.028308823529411765,16.0,0.0625,16.0,5.135659646043535,0.3209787278777209,0.08984375,2.708459757939325
2.0,256,6,1.5,10.0,0.0022272281495803996,1.7899441956987093e-05,0.007528224388496503,0.048895335010756255,8769,963,718,567,536,462,0.029503676470588235,17.0,0.06640625,15.058823529411764,5.815502489394382,0.38618571218634573,0.08984375,2.7338380592728946
2.0,256,7,1.5,10.0,0.0026259255409063972,1.672473786058784e-05,0.008410982388474085,0.055138115076202254,9003,885,738,566,519,483,0.027113970588235295,17.0,0.06640625,15.058823529411764,5.599060722019197,0.3718126260715873,0.0859375,2.7423407517043956
2.0,256,8,1.5,10.0,0.0027489943785696342,3.118802234879183e-05,0.008723543657008,0.06461175151749836,8595,908,731,581,476,475,0.02781862745098039,17.0,0.06640625,15.058823529411764,6.168902926923012,0.4096537099909813,0.0859375,2.716479814406673
2.0,256,9,1.5,10.0,0.0022604446141085976,3.076878479549942e-05,0.006699549091348813,0.04585834395265198,8909,925,729,580,519,484,0.028339460784313725,15.0,0.05859375,17.066666666666666,5.297378806751715,0.31039328945810835,0.08984375,2.637672890982102
2.0,512,0,1.5,10.0,0.002589961810594419,2.1374603099563927e-05,0.00793954656375618,0.06360128057190066,35089,2302,1916,1548,1296,1255,0.017597235812133072,21.0,0.041015625,24.38095238095238,7.49270242096675,0.30731787273496436,0.06640625,2.9813109125206183
2.0,512,1,1.5,10.0,0.002105088669797707,2.448945301808005e-05,0.008171095616141433,0.06199615538587238,37988,2200,1731,1505,1366,1188,0.01681751467710372,24.0,0.046875,21.333333333333332,6.491447364716816,0.30428659522110074,0.06640625,3.1157834814187555
2.0,512,2,1.5,10.0,0.002391735785349406,1.9542160744482202e-05,0.00834880465363596,0.06209183053914581,34399,2181,1783,1453,1386,1179,0.01667227250489237,24.0,0.046875,21.333333333333332,8.414603707576225,0.39443454879263556,0.064453125,3.0725350475161024
2.0,512,3,1.5,10.0,0.0022106238973551,1.9562710519356722e-05,0.007300741429510781,0.06494239104347081,36467,2184,1718,1449,1267,1215,0.016695205479452056,23.0,0.044921875,22.26086956521739,6.475488172326724,0.29089107024123956,0.05859375,3.0744824405469866
2.0,512,4,1.5,10.0,0.0022414733735201964,2.9385544152829347e-05,0.007462938125388658,0.06470289815985034,35752,2225,1719,1498,1353,1195,0.01700862279843444,22.0,0.04296875,23.272727272727273,7.0786607502075505,0.3041612041104807,0.06640625,3.0299482220537124
2.0,512,5,1.5,10.0,0.002352715818609121,2.4036678411766574e-05,0.008280336061853771,0.06290058562685398,35249,2325,1767,1416,1298,1224,0.01777305528375734,21.0,0.041015625,24.38095238095238,7.207642706092249,0.29562597036706495,0.0703125,2.9867150623849525
2.0,512,6,1.5,10.0,0.0019551112974013187,2.0009884032235468e-05,0.007176649857376229,0.05945035086443454,37473,2242,1776,1592,1314,1244,0.017138576320939333,24.0,0.046875,21.333333333333332,7.4981479194679945,0.35147568372506227,0.060546875,3.1004311963595037
2.0,512,7,1.5,10.0,0.002685257744174681,2.103186561630421e-05,0.008709953133356839,0.06102709181378651,34503,2287,1772,1542,1345,1241,0.017482570939334637,22.0,0.04296875,23.272727272727273,6.889925571453243,0.2960514893983815,0.064453125,3.0353888616681597
2.0,512,8,1.5,10.0,0.0014454009606796004,1.8884334023065728e-05,0.006031927624873475,0.06464423498961512,37744,2297,1749,1490,1373,1204,0.017559014187866928,23.0,0.044921875,22.26086956521739,7.478766413650267,0.3359602099881956,0.0625,3.0634362816433187
2.0,512,9,1.5,10.0,0.0023667823141030764,2.447506098832981e-05,0.007984502870673652,0.059545635733891725,35224,2257,1598,1412,1326,1148,0.017253241193737768,22.0,0.04296875,23.272727272727273,6.099044770079821,0.2620683299643673,0.064453125,3.0469979135705527
