d,N,hubble,rep,R_dS,H2,n_causal_pairs,w_max,w_max_ratio,n_layers,layer_ratio,mean_layer_width,layer_width_std,layer_width_cv,max_layer_width,max_layer_width_ratio,min_layer_width,layer_entropy
3,128,0.25,0,0.375,0.0625,1863,34.0,0.265625,7.0,0.0546875,18.285714285714285,6.797358430497326,0.3717305391678225,25.0,0.1953125,4.0,1.857262042695323
3,128,0.25,1,0.375,0.0625,1840,45.0,0.3515625,7.0,0.0546875,18.285714285714285,8.275856204548708,0.4525858861862575,29.0,0.2265625,6.0,1.8287793026215062
3,128,0.25,2,0.375,0.0625,1928,38.0,0.296875,7.0,0.0546875,18.285714285714285,7.886956423909863,0.4313179294325707,25.0,0.1953125,2.0,1.8184242551173444
3,128,0.25,3,0.375,0.0625,1876,39.0,0.3046875,6.0,0.046875,21.333333333333332,4.678556282539399,0.21930732574403436,27.0,0.2109375,12.0,1.7652043770504235
3,128,0.25,4,0.375,0.0625,2010,36.0,0.28125,7.0,0.0546875,18.285714285714285,8.580947095817832,0.46927054430253773,28.0,0.21875,1.0,1.78950666591534
3,128,0.25,5,0.375,0.0625,1845,32.0,0.25,8.0,0.0625,16.0,6.782329983125268,0.42389562394532926,22.0,0.171875,3.0,1.9678254762577136
3,128,0.25,6,0.375,0.0625,2082,37.0,0.2890625,7.0,0.0546875,18.285714285714285,9.066646658641389,0.49583223914445096,27.0,0.2109375,2.0,1.7884098962792534
3,128,0.25,7,0.375,0.0625,1788,40.0,0.3125,6.0,0.046875,21.333333333333332,4.0276819911981905,0.1887975933374152,26.0,0.203125,15.0,1.773224901294572
3,128,0.5,0,1.5,0.25,1636,37.0,0.2890625,6.0,0.046875,21.333333333333332,8.576453553512405,0.40202126032089397,28.0,0.21875,4.0,1.6843848188861819
3,128,0.5,1,1.5,0.25,1576,40.0,0.3125,6.0,0.046875,21.333333333333332,6.262764742685312,0.29356709731337405,28.0,0.21875,9.0,1.7419642949090322
3,128,0.5,2,1.5,0.25,1394,43.0,0.3359375,6.0,0.046875,21.333333333333332,9.049247973665485,0.42418349876556966,30.0,0.234375,3.0,1.668537660811534
3,128,0.5,3,1.5,0.25,1780,42.0,0.328125,6.0,0.046875,21.333333333333332,8.013876853447538,0.37565047750535335,31.0,0.2421875,7.0,1.7107871568850808
