d,N,seed,n_causal_pairs,mean_tau,mean_interval_size,flat_prefactor_fit,flat_rmse,flat_r2,curvature_intercept,curvature_r_hat,kappa_d
2,192,2042,45842,0.28360805429978103,20.913507264080973,0.9902455572761014,0.014729001217211669,0.8962644422778834,0.9678369613716221,-9.751574255846172,0.49999999999999994
4,192,4042,8989,0.21849141130901667,1.7244409834241852,1.0837489014707333,0.002956013625025155,0.33403173963672583,0.8904765928445253,-244.54079430270664,0.1308996938995747
