N,lambda,action_field,beta_entropy,entropy_sign,action_sign,focus_lor,mean_score_focus,mean_score_kr,win_rate_focus_vs_kr,lambda_cross_mean_focus_vs_kr,mean_f5_focus,mean_f5_kr,win_rate_f5_focus_vs_kr,agreement_rate_score_vs_f5
28,0.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-34.86515755214059,-44.67153639867887,0.0,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.0
28,2.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-35.409800409283434,-38.65367925582173,0.375,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.375
28,4.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-35.954443266426296,-32.63582211296459,0.625,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.625
28,6.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-36.49908612356916,-26.617964970107444,0.75,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.75
28,8.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-37.04372898071202,-20.6001078272503,0.75,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.75
28,10.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-37.588371837854865,-14.58225068439316,0.75,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.75
28,12.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-38.133014694997726,-8.564393541536017,0.75,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.75
28,14.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-38.67765755214059,-2.546536398678871,0.75,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.75
28,16.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-39.222300409283434,3.4713207441782714,0.75,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.75
28,18.0,bdg_d4_standard_norm,1.0,-1.0,-1.0,Lor2D,-39.766943266426296,9.48917788703541,0.75,2.9886106960878567,69.58265006732223,95.29726375527828,1.0,0.75
