seed_label,n,scale_factor,gamma,family,mean_score,std_score,mean_penalty,mean_log_H,entropy_method,count
offset_0,44,1.38,0.0,KR_like,-86.24656642027192,0.5038397515268931,12.424692387567989,86.24656642027192,sis,2
offset_0,44,1.38,0.0,lorentzian_like_2d,-62.88056716511953,0.4109270607935407,0.9903677087741333,62.88056716511953,exact,2
offset_0,44,1.38,0.2,KR_like,-83.76162794275832,0.5111792254809372,12.424692387567989,86.24656642027192,sis,2
offset_0,44,1.38,0.2,lorentzian_like_2d,-62.68249362336471,0.3959285403186297,0.9903677087741333,62.88056716511953,exact,2
offset_0,44,1.38,0.4,KR_like,-81.27668946524471,0.5185186994349662,12.424692387567989,86.24656642027192,sis,2
offset_0,44,1.38,0.4,lorentzian_like_2d,-62.48442008160988,0.38093001984371866,0.9903677087741333,62.88056716511953,exact,2
offset_0,44,1.38,0.6,KR_like,-78.79175098773112,0.5258581733890103,12.424692387567989,86.24656642027192,sis,2
offset_0,44,1.38,0.6,lorentzian_like_2d,-62.28634653985505,0.36593149936881264,0.9903677087741333,62.88056716511953,exact,2
offset_0,44,1.38,0.8,KR_like,-76.30681251021753,0.5331976473430494,12.424692387567989,86.24656642027192,sis,2
offset_0,44,1.38,0.8,lorentzian_like_2d,-62.08827299810022,0.3509329788939067,0.9903677087741333,62.88056716511953,exact,2
offset_0,44,1.38,1.0,KR_like,-73.82187403270393,0.5405371212970935,12.424692387567989,86.24656642027192,sis,2
offset_0,44,1.38,1.0,lorentzian_like_2d,-61.8901994563454,0.33593445841899566,0.9903677087741333,62.88056716511953,exact,2
offset_0,44,1.38,1.5,KR_like,-67.60952783891993,0.5588858061822038,12.424692387567989,86.24656642027192,sis,2
offset_0,44,1.38,1.5,lorentzian_like_2d,-61.395015601958335,0.29843815723172445,0.9903677087741333,62.88056716511953,exact,2
offset_0,44,1.38,2.0,KR_like,-61.397181645135944,0.5772344910673015,12.424692387567989,86.24656642027192,sis,2
offset_0,44,1.38,2.0,lorentzian_like_2d,-60.89983174757127,0.2609418560444582,0.9903677087741333,62.88056716511953,exact,2
offset_0,44,1.4,0.0,KR_like,-86.24656642027192,0.5038397515268931,12.488204281438207,86.24656642027192,sis,2
offset_0,44,1.4,0.0,lorentzian_like_2d,-62.88056716511953,0.4109270607935407,1.0024330534029893,62.88056716511953,exact,2
offset_0,44,1.4,0.2,KR_like,-83.74892556398427,0.5112848947216512,12.488204281438207,86.24656642027192,sis,2
offset_0,44,1.4,0.2,lorentzian_like_2d,-62.68008055443893,0.3957088059481385,1.0024330534029893,62.88056716511953,exact,2
offset_0,44,1.4,0.4,KR_like,-81.25128470769664,0.5187300379164144,12.488204281438207,86.24656642027192,sis,2
offset_0,44,1.4,0.4,lorentzian_like_2d,-62.47959394375834,0.3804905511027389,1.0024330534029893,62.88056716511953,exact,2
offset_0,44,1.4,0.6,KR_like,-78.753643851409,0.5261751811111725,12.488204281438207,86.24656642027192,sis,2
offset_0,44,1.4,0.6,lorentzian_like_2d,-62.27910733307774,0.36527229625733676,1.0024330534029893,62.88056716511953,exact,2
offset_0,44,1.4,0.8,KR_like,-76.25600299512135,0.5336203243059255,12.488204281438207,86.24656642027192,sis,2
offset_0,44,1.4,0.8,lorentzian_like_2d,-62.07862072239714,0.3500540414119346,1.0024330534029893,62.88056716511953,exact,2
offset_0,44,1.4,1.0,KR_like,-73.75836213883372,0.5410654675006786,12.488204281438207,86.24656642027192,sis,2
offset_0,44,1.4,1.0,lorentzian_like_2d,-61.87813411171655,0.33483578656653495,1.0024330534029893,62.88056716511953,exact,2
offset_0,44,1.4,1.5,KR_like,-67.5142599981146,0.5596783254875664,12.488204281438207,86.24656642027192,sis,2
offset_0,44,1.4,1.5,lorentzian_like_2d,-61.37691758501505,0.2967901494530321,1.0024330534029893,62.88056716511953,exact,2
offset_0,44,1.4,2.0,KR_like,-61.2701578573955,0.5782911834744641,12.488204281438207,86.24656642027192,sis,2
offset_0,44,1.4,2.0,lorentzian_like_2d,-60.87570105831355,0.2587445123395317,1.0024330534029893,62.88056716511953,exact,2
offset_0,44,1.42,0.0,KR_like,-86.24656642027192,0.5038397515268931,12.551716175308425,86.24656642027192,sis,2
offset_0,44,1.42,0.0,lorentzian_like_2d,-62.88056716511953,0.4109270607935407,1.0144983980318454,62.88056716511953,exact,2
offset_0,44,1.42,0.2,KR_like,-83.73622318521024,0.5113905639623701,12.551716175308425,86.24656642027192,sis,2
offset_0,44,1.42,0.2,lorentzian_like_2d,-62.67766748551317,0.39548907157764485,1.0144983980318454,62.88056716511953,exact,2
offset_0,44,1.42,0.4,KR_like,-81.22587995014854,0.5189413763978423,12.551716175308425,86.24656642027192,sis,2
offset_0,44,1.42,0.4,lorentzian_like_2d,-62.474767805906794,0.38005108236175156,1.0144983980318454,62.88056716511953,exact,2
offset_0,44,1.42,0.6,KR_like,-78.71553671508687,0.5264921888333144,12.551716175308425,86.24656642027192,sis,2
offset_0,44,1.42,0.6,lorentzian_like_2d,-62.271868126300426,0.3646130931458608,1.0144983980318454,62.88056716511953,exact,2
offset_0,44,1.42,0.8,KR_like,-76.20519348002517,0.5340430012687865,12.551716175308425,86.24656642027192,sis,2
offset_0,44,1.42,0.8,lorentzian_like_2d,-62.06896844669406,0.3491751039299625,1.0144983980318454,62.88056716511953,exact,2
offset_0,44,1.42,1.0,KR_like,-73.69485024496349,0.5415938137042636,12.551716175308425,86.24656642027192,sis,2
offset_0,44,1.42,1.0,lorentzian_like_2d,-61.86606876708768,0.33373711471407674,1.0144983980318454,62.88056716511953,exact,2
offset_0,44,1.42,1.5,KR_like,-67.41899215730928,0.5604708447929438,12.551716175308425,86.24656642027192,sis,2
offset_0,44,1.42,1.5,lorentzian_like_2d,-61.358819568071766,0.2951421416743422,1.0144983980318454,62.88056716511953,exact,2
offset_0,44,1.42,2.0,KR_like,-61.14313406965507,0.5793478758816342,12.551716175308425,86.24656642027192,sis,2
offset_0,44,1.42,2.0,lorentzian_like_2d,-60.85157036905584,0.25654716863460525,1.0144983980318454,62.88056716511953,exact,2
offset_0,44,1.44,0.0,KR_like,-86.24656642027192,0.5038397515268931,12.615228069178642,86.24656642027192,sis,2
offset_0,44,1.44,0.0,lorentzian_like_2d,-62.88056716511953,0.4109270607935407,1.0265637426607015,62.88056716511953,exact,2
offset_0,44,1.44,0.2,KR_like,-83.72352080643618,0.5114962332030842,12.615228069178642,86.24656642027192,sis,2
offset_0,44,1.44,0.2,lorentzian_like_2d,-62.67525441658739,0.39526933720715374,1.0265637426607015,62.88056716511953,exact,2
offset_0,44,1.44,0.4,KR_like,-81.20047519260046,0.5191527148792753,12.615228069178642,86.24656642027192,sis,2
offset_0,44,1.44,0.4,lorentzian_like_2d,-62.469941668055256,0.3796116136207668,1.0265637426607015,62.88056716511953,exact,2
offset_0,44,1.44,0.6,KR_like,-78.67742957876473,0.5268091965554664,12.615228069178642,86.24656642027192,sis,2
offset_0,44,1.44,0.6,lorentzian_like_2d,-62.26462891952311,0.36395389003438483,1.0265637426607015,62.88056716511953,exact,2
offset_0,44,1.44,0.8,KR_like,-76.154383964929,0.5344656782316425,12.615228069178642,86.24656642027192,sis,2
offset_0,44,1.44,0.8,lorentzian_like_2d,-62.059316170990975,0.3482961664479954,1.0265637426607015,62.88056716511953,exact,2
offset_0,44,1.44,1.0,KR_like,-73.63133835109328,0.5421221599078486,12.615228069178642,86.24656642027192,sis,2
offset_0,44,1.44,1.0,lorentzian_like_2d,-61.85400342245883,0.33263844286160593,1.0265637426607015,62.88056716511953,exact,2
offset_0,44,1.44,1.5,KR_like,-67.32372431650396,0.5612633640983165,12.615228069178642,86.24656642027192,sis,2
offset_0,44,1.44,1.5,lorentzian_like_2d,-61.34072155112848,0.29349413389564233,1.0265637426607015,62.88056716511953,exact,2
offset_0,44,1.44,2.0,KR_like,-61.016110281914635,0.5804045682888018,12.615228069178642,86.24656642027192,sis,2
offset_0,44,1.44,2.0,lorentzian_like_2d,-60.82743967979813,0.2543498249296813,1.0265637426607015,62.88056716511953,exact,2
offset_0,44,1.46,0.0,KR_like,-86.24656642027192,0.5038397515268931,12.67873996304886,86.24656642027192,sis,2
offset_0,44,1.46,0.0,lorentzian_like_2d,-62.88056716511953,0.4109270607935407,1.0386290872895574,62.88056716511953,exact,2
offset_0,44,1.46,0.2,KR_like,-83.71081842766215,0.5116019024437932,12.67873996304886,86.24656642027192,sis,2
offset_0,44,1.46,0.2,lorentzian_like_2d,-62.67284134766162,0.3950496028366626,1.0386290872895574,62.88056716511953,exact,2
offset_0,44,1.46,0.4,KR_like,-81.17507043505236,0.5193640533606984,12.67873996304886,86.24656642027192,sis,2
offset_0,44,1.46,0.4,lorentzian_like_2d,-62.465115530203704,0.3791721448797845,1.0386290872895574,62.88056716511953,exact,2
offset_0,44,1.46,0.6,KR_like,-78.6393224424426,0.5271262042776135,12.67873996304886,86.24656642027192,sis,2
offset_0,44,1.46,0.6,lorentzian_like_2d,-62.257389712745805,0.3632946869229014,1.0386290872895574,62.88056716511953,exact,2
offset_0,44,1.46,0.8,KR_like,-76.10357444983282,0.5348883551945186,12.67873996304886,86.24656642027192,sis,2
offset_0,44,1.46,0.8,lorentzian_like_2d,-62.04966389528789,0.3474172289660233,1.0386290872895574,62.88056716511953,exact,2
offset_0,44,1.46,1.0,KR_like,-73.56782645722305,0.5426505061114186,12.67873996304886,86.24656642027192,sis,2
offset_0,44,1.46,1.0,lorentzian_like_2d,-61.84193807782998,0.3315397710091452,1.0386290872895574,62.88056716511953,exact,2
offset_0,44,1.46,1.5,KR_like,-67.22845647569864,0.5620558834037092,12.67873996304886,86.24656642027192,sis,2
offset_0,44,1.46,1.5,lorentzian_like_2d,-61.3226235341852,0.29184612611695254,1.0386290872895574,62.88056716511953,exact,2
offset_0,44,1.46,2.0,KR_like,-60.8890864941742,0.5814612606959644,12.67873996304886,86.24656642027192,sis,2
offset_0,44,1.46,2.0,lorentzian_like_2d,-60.803308990540415,0.25215248122475986,1.0386290872895574,62.88056716511953,exact,2
offset_0,44,1.48,0.0,KR_like,-86.24656642027192,0.5038397515268931,12.74225185691908,86.24656642027192,sis,2
offset_0,44,1.48,0.0,lorentzian_like_2d,-62.88056716511953,0.4109270607935407,1.0506944319184135,62.88056716511953,exact,2
offset_0,44,1.48,0.2,KR_like,-83.6981160488881,0.5117075716845072,12.74225185691908,86.24656642027192,sis,2
offset_0,44,1.48,0.2,lorentzian_like_2d,-62.67042827873585,0.3948298684661664,1.0506944319184135,62.88056716511953,exact,2
offset_0,44,1.48,0.4,KR_like,-81.14966567750429,0.5195753918421464,12.74225185691908,86.24656642027192,sis,2
offset_0,44,1.48,0.4,lorentzian_like_2d,-62.460289392352166,0.3787326761387972,1.0506944319184135,62.88056716511953,exact,2
offset_0,44,1.48,0.6,KR_like,-78.60121530612048,0.5274432119997755,12.74225185691908,86.24656642027192,sis,2
