stage,n,n_cg,family,sample_id,keep_ratio,cg_repeat,gamma,beta,action_mode,entropy_method,log_H,penalty_local,score_local,penalty_global_consistency,score_augmented,score_augmented_full,sig_comp,sig_d_eff,sig_height_ratio,sig_width_ratio,sig_degree_var,sig_interval_empty,sig_interval_size_ratio,base_family_rank
original,20,20,multi_layer_random,1,1.0,0,0.2,1.0,A1,sis,28.259576281312135,0.08386874999999999,-28.242802531312137,0.0,-28.242802531312137,-28.242802531312137,0.26842105263157895,3.3948736842105265,0.25,0.35,0.01886875,0.6078431372549019,0.03235294117647059,4
original,20,20,multi_layer_random,1,1.0,0,0.8,1.0,A1,sis,28.259576281312135,0.08386874999999999,-28.192481281312137,0.0,-28.192481281312137,-28.192481281312137,0.26842105263157895,3.3948736842105265,0.25,0.35,0.01886875,0.6078431372549019,0.03235294117647059,4
original,20,20,multi_layer_random,2,1.0,0,0.2,1.0,A1,sis,24.354449620924076,0.065275,-24.341394620924074,0.0,-24.341394620924074,-24.341394620924074,0.45263157894736844,2.2896105263157893,0.25,0.3,0.045274999999999996,0.375,0.07265625,4
original,20,20,multi_layer_random,2,1.0,0,0.8,1.0,A1,sis,24.354449620924076,0.065275,-24.302229620924077,0.0,-24.302229620924077,-24.302229620924077,0.45263157894736844,2.2896105263157893,0.25,0.3,0.045274999999999996,0.375,0.07265625,4
original,20,20,multi_layer_random,3,1.0,0,0.2,1.0,A1,sis,28.04597835852801,0.103025,-28.02537335852801,0.0,-28.02537335852801,-28.02537335852801,0.28421052631578947,3.300136842105263,0.25,0.35,0.023024999999999997,0.5925925925925926,0.02777777777777778,4
original,20,20,multi_layer_random,3,1.0,0,0.8,1.0,A1,sis,28.04597835852801,0.103025,-27.96355835852801,0.0,-27.96355835852801,-27.96355835852801,0.28421052631578947,3.300136842105263,0.25,0.35,0.023024999999999997,0.5925925925925926,0.02777777777777778,4
original,30,30,lorentzian_like_2d,0,1.0,0,0.2,1.0,A1,sis,39.028230377581906,0.058758478206097246,-39.01647868194069,0.0,-39.01647868194069,-39.01647868194069,0.5011494252873563,1.9985034482758623,0.23333333333333334,0.23333333333333334,0.04651358024691357,0.40625,0.0875,5
original,30,30,lorentzian_like_2d,0,1.0,0,0.8,1.0,A1,sis,39.028230377581906,0.058758478206097246,-38.98122359501703,0.0,-38.98122359501703,-38.98122359501703,0.5011494252873563,1.9985034482758623,0.23333333333333334,0.23333333333333334,0.04651358024691357,0.40625,0.0875,5
original,30,30,lorentzian_like_2d,1,1.0,0,0.2,1.0,A1,sis,36.39764234836451,0.06890123456790123,-36.38386210145093,0.0,-36.38386210145093,-36.38386210145093,0.5747126436781609,1.5571241379310348,0.3,0.16666666666666666,0.05532098765432099,0.25,0.12239583333333333,5
original,30,30,lorentzian_like_2d,1,1.0,0,0.8,1.0,A1,sis,36.39764234836451,0.06890123456790123,-36.342521360710194,0.0,-36.342521360710194,-36.342521360710194,0.5747126436781609,1.5571241379310348,0.3,0.16666666666666666,0.05532098765432099,0.25,0.12239583333333333,5
original,30,30,lorentzian_like_2d,2,1.0,0,0.2,1.0,A1,sis,35.493764563208785,0.06843333333333335,-35.48007789654212,0.0,-35.48007789654212,-35.48007789654212,0.5218390804597701,1.8743655172413793,0.3,0.23333333333333334,0.048680246913580257,0.21875,0.1015625,5
original,30,30,lorentzian_like_2d,2,1.0,0,0.8,1.0,A1,sis,35.493764563208785,0.06843333333333335,-35.43901789654212,0.0,-35.43901789654212,-35.43901789654212,0.5218390804597701,1.8743655172413793,0.3,0.23333333333333334,0.048680246913580257,0.21875,0.1015625,5
original,30,30,lorentzian_like_2d,3,1.0,0,0.2,1.0,A1,sis,36.43304284923735,0.05268616780045352,-36.42250561567726,0.0,-36.42250561567726,-36.42250561567726,0.5241379310344828,1.8605724137931032,0.23333333333333334,0.2,0.04837777777777778,0.296875,0.09427083333333333,5
original,30,30,lorentzian_like_2d,3,1.0,0,0.8,1.0,A1,sis,36.43304284923735,0.05268616780045352,-36.39089391499699,0.0,-36.39089391499699,-36.39089391499699,0.5241379310344828,1.8605724137931032,0.23333333333333334,0.2,0.04837777777777778,0.296875,0.09427083333333333,5
original,30,30,lorentzian_like_3d,0,1.0,0,0.2,1.0,A1,sis,50.56740985815065,0.10532592592592595,-50.54634467296546,0.0,-50.54634467296546,-50.54634467296546,0.2896551724137931,3.2674689655172413,0.16666666666666666,0.4,0.02532592592592593,0.5625,0.030729166666666665,2
original,30,30,lorentzian_like_3d,0,1.0,0,0.8,1.0,A1,sis,50.56740985815065,0.10532592592592595,-50.48314911740991,0.0,-50.48314911740991,-50.48314911740991,0.2896551724137931,3.2674689655172413,0.16666666666666666,0.4,0.02532592592592593,0.5625,0.030729166666666665,2
original,30,30,lorentzian_like_3d,1,1.0,0,0.2,1.0,A1,sis,48.97733083443277,0.050066666666666655,-48.96731750109944,0.0,-48.96731750109944,-48.96731750109944,0.36551724137931035,2.812296551724138,0.13333333333333333,0.3333333333333333,0.03478888888888888,0.59375,0.0234375,2
original,30,30,lorentzian_like_3d,1,1.0,0,0.8,1.0,A1,sis,48.97733083443277,0.050066666666666655,-48.93727750109944,0.0,-48.93727750109944,-48.93727750109944,0.36551724137931035,2.812296551724138,0.13333333333333333,0.3333333333333333,0.03478888888888888,0.59375,0.0234375,2
original,30,30,lorentzian_like_3d,2,1.0,0,0.2,1.0,A1,sis,50.20689572814063,0.10858765432098767,-50.185178197276436,0.0,-50.185178197276436,-50.185178197276436,0.3057471264367816,3.1709172413793105,0.13333333333333333,0.4,0.026643209876543214,0.640625,0.022395833333333334,2
original,30,30,lorentzian_like_3d,2,1.0,0,0.8,1.0,A1,sis,50.20689572814063,0.10858765432098767,-50.12002560468384,0.0,-50.12002560468384,-50.12002560468384,0.3057471264367816,3.1709172413793105,0.13333333333333333,0.4,0.026643209876543214,0.640625,0.022395833333333334,2
original,30,30,lorentzian_like_3d,3,1.0,0,0.2,1.0,A1,sis,49.8556820006317,0.083820987654321,-49.83891780310084,0.0,-49.83891780310084,-49.83891780310084,0.2988505747126437,3.2122965517241377,0.13333333333333333,0.4,0.026876543209876553,0.671875,0.027083333333333334,2
