n,family,mean_score_A2,mean_log_H,mean_geo_total,mean_geo_interval_shape,mean_geo_interval_profile,mean_geo_dim_proxy,mean_cg_penalty,mean_cg_self_drift,mean_cg_switch_rate,mean_width,mean_comp,count
52,multi_layer_random,-91.68489400570945,93.31089220178524,1.9726749165982578,0.012793132342650825,0.0,0.011438002980282943,1.4630465957973318,0.005679659579733182,0.9375,12.875,0.5039592760180995,8
52,lorentzian_like_2d,-78.4356878820605,78.87056218187993,0.493618775977243,0.003719760425688767,0.0,0.03271000601052394,0.14622001222934586,0.005247001222934584,0.0625,10.125,0.4894419306184012,8
