n,gamma,family,action_mode,mean_score_norm,std_score_norm,mean_score_norm_std_est,mean_log_H_norm,mean_penalty_norm,count
20,0.0,transitive_percolation,A1,-1.218096297554617,0.48586679516441567,0.553712182707973,1.218096297554617,-0.5753350907274196,8
20,0.0,lorentzian_like_3d,A1,-0.8619028970631866,0.38949867102343516,0.47103657264991794,0.8619028970631866,-0.5618525801761951,8
20,0.0,KR_like,A1,-0.11604993216594597,0.15571096993146427,0.43516264869156135,0.11604993216594597,-0.6325978707880002,8
20,0.0,multi_layer_random,A1,0.03359382243164313,0.4004304170432902,0.4785137469089973,-0.03359382243164313,-0.6398849711067005,8
20,0.0,lorentzian_like_2d,A1,0.7558122518312721,0.2562597516451053,0.49721868853314466,-0.7558122518312721,-0.6741122548766761,8
20,0.0,absolute_layered,A1,0.8565413650239503,0.5138618392432602,0.0,-0.8565413650239503,-0.4190787278591948,8
20,0.0,interval_order,A1,1.0987166290699952,0.7717188206323757,0.43092389074914395,-1.0987166290699952,-0.5669632997153502,8
20,0.2,transitive_percolation,A1,-1.333163315700101,0.481266519038588,0.553712182707973,1.218096297554617,-0.5753350907274196,8
20,0.2,lorentzian_like_3d,A1,-0.9742734130984256,0.3545248752582218,0.47103657264991794,0.8619028970631866,-0.5618525801761951,8
20,0.2,KR_like,A1,-0.242569506323546,0.15219065795168787,0.43516264869156135,0.11604993216594597,-0.6325978707880002,8
20,0.2,multi_layer_random,A1,-0.09438317178969696,0.40566096141270425,0.4785137469089973,-0.03359382243164313,-0.6398849711067005,8
20,0.2,lorentzian_like_2d,A1,0.6209898008559369,0.25129899270265815,0.49721868853314466,-0.7558122518312721,-0.6741122548766761,8
20,0.2,absolute_layered,A1,0.7727256194521113,0.47938743524237276,0.0,-0.8565413650239503,-0.4190787278591948,8
20,0.2,interval_order,A1,0.9853239691269251,0.7681864693558602,0.43092389074914395,-1.0987166290699952,-0.5669632997153502,8
20,0.4,transitive_percolation,A1,-1.448230333845585,0.4769416352116415,0.553712182707973,1.218096297554617,-0.5753350907274196,8
20,0.4,lorentzian_like_3d,A1,-1.0866439291336647,0.32022262606267715,0.47103657264991794,0.8619028970631866,-0.5618525801761951,8
20,0.4,KR_like,A1,-0.3690890804811461,0.1491187899486509,0.43516264869156135,0.11604993216594597,-0.6325978707880002,8
20,0.4,multi_layer_random,A1,-0.22236016601103706,0.41167948464452087,0.4785137469089973,-0.03359382243164313,-0.6398849711067005,8
20,0.4,lorentzian_like_2d,A1,0.4861673498806016,0.24639743971086034,0.49721868853314466,-0.7558122518312721,-0.6741122548766761,8
20,0.4,absolute_layered,A1,0.6889098738802724,0.44497516668466114,0.0,-0.8565413650239503,-0.4190787278591948,8
20,0.4,interval_order,A1,0.8719313091838551,0.7648787494362568,0.43092389074914395,-1.0987166290699952,-0.5669632997153502,8
20,0.8,transitive_percolation,A1,-1.6783643701365527,0.4691480251903343,0.553712182707973,1.218096297554617,-0.5753350907274196,8
20,0.8,lorentzian_like_3d,A1,-1.3113849612041428,0.25471499411512405,0.47103657264991794,0.8619028970631866,-0.5618525801761951,8
20,0.8,KR_like,A1,-0.6221282287963462,0.14443070526501664,0.43516264869156135,0.11604993216594597,-0.6325978707880002,8
20,0.8,multi_layer_random,A1,-0.4783141544537173,0.4259425081266527,0.4785137469089973,-0.03359382243164313,-0.6398849711067005,8
20,0.8,lorentzian_like_2d,A1,0.2165224479299312,0.2367866145901631,0.49721868853314466,-0.7558122518312721,-0.6741122548766761,8
20,0.8,absolute_layered,A1,0.5212783827365944,0.3764051789515783,0.0,-0.8565413650239503,-0.4190787278591948,8
20,0.8,interval_order,A1,0.645145989297715,0.7589487524058075,0.43092389074914395,-1.0987166290699952,-0.5669632997153502,8
20,1.2,transitive_percolation,A1,-1.9084984064275206,0.46254316670798207,0.553712182707973,1.218096297554617,-0.5753350907274196,8
20,1.2,lorentzian_like_3d,A1,-1.5361259932746207,0.19677603686118317,0.47103657264991794,0.8619028970631866,-0.5618525801761951,8
20,1.2,KR_like,A1,-0.8751673771115461,0.14183564953775915,0.43516264869156135,0.11604993216594597,-0.6325978707880002,8
20,1.2,multi_layer_random,A1,-0.7342681428963974,0.44292842011954847,0.4785137469089973,-0.03359382243164313,-0.6398849711067005,8
20,1.2,lorentzian_like_2d,A1,-0.05312245402073922,0.22745915671219133,0.49721868853314466,-0.7558122518312721,-0.6741122548766761,8
20,1.2,absolute_layered,A1,0.3536468915929166,0.30836320979820103,0.0,-0.8565413650239503,-0.4190787278591948,8
20,1.2,interval_order,A1,0.418360669411575,0.7539503036909684,0.43092389074914395,-1.0987166290699952,-0.5669632997153502,8
20,1.6,transitive_percolation,A1,-2.1386324427184884,0.4571785843443757,0.553712182707973,1.218096297554617,-0.5753350907274196,8
20,1.6,lorentzian_like_3d,A1,-1.7608670253450989,0.1551314655692242,0.47103657264991794,0.8619028970631866,-0.5618525801761951,8
20,1.6,KR_like,A1,-1.1282065254267464,0.1414488673871011,0.43516264869156135,0.11604993216594597,-0.6325978707880002,8
20,1.6,multi_layer_random,A1,-0.9902221313390777,0.4623372074993588,0.4785137469089973,-0.03359382243164313,-0.6398849711067005,8
20,1.6,lorentzian_like_2d,A1,-0.3227673559714097,0.21845136681998434,0.49721868853314466,-0.7558122518312721,-0.6741122548766761,8
20,1.6,absolute_layered,A1,0.1860154004492386,0.24129635350017392,0.0,-0.8565413650239503,-0.4190787278591948,8
20,1.6,interval_order,A1,0.19157534952543487,0.7499020311422602,0.43092389074914395,-1.0987166290699952,-0.5669632997153502,8
20,2.0,transitive_percolation,A1,-2.3687664790094565,0.4530983340121969,0.553712182707973,1.218096297554617,-0.5753350907274196,8
20,2.0,lorentzian_like_3d,A1,-1.9856080574155768,0.14461886809006816,0.47103657264991794,0.8619028970631866,-0.5618525801761951,8
20,2.0,KR_like,A1,-1.3812456737419463,0.1432882425017389,0.43516264869156135,0.11604993216594597,-0.6325978707880002,8
20,2.0,multi_layer_random,A1,-1.2461761197817578,0.48387740647331484,0.4785137469089973,-0.03359382243164313,-0.6398849711067005,8
20,2.0,lorentzian_like_2d,A1,-0.5924122579220801,0.20980442304433167,0.49721868853314466,-0.7558122518312721,-0.6741122548766761,8
20,2.0,interval_order,A1,-0.03520997036070517,0.7468193867362334,0.43092389074914395,-1.0987166290699952,-0.5669632997153502,8
20,2.0,absolute_layered,A1,0.018383909305560726,0.17632084932833222,0.0,-0.8565413650239503,-0.4190787278591948,8
20,0.0,transitive_percolation,A2,-1.218096297554617,0.48586679516441567,0.553712182707973,1.218096297554617,3.0298192045769263,8
20,0.0,lorentzian_like_3d,A2,-0.8619028970631866,0.38949867102343516,0.47103657264991794,0.8619028970631866,8.654138276632125,8
20,0.0,KR_like,A2,-0.11604993216594597,0.15571096993146427,0.43516264869156135,0.11604993216594597,9.606579037809006,8
20,0.0,multi_layer_random,A2,0.03359382243164313,0.4004304170432902,0.4785137469089973,-0.03359382243164313,0.4103763180473938,8
20,0.0,lorentzian_like_2d,A2,0.7558122518312721,0.2562597516451053,0.49721868853314466,-0.7558122518312721,-0.36743411548626786,8
20,0.0,absolute_layered,A2,0.8565413650239503,0.5138618392432602,0.0,-0.8565413650239503,5.70965972897164,8
20,0.0,interval_order,A2,1.0987166290699952,0.7717188206323757,0.43092389074914395,-1.0987166290699952,1.0990304410562366,8
20,0.2,transitive_percolation,A2,-0.6121324566392318,0.39915994646988684,0.553712182707973,1.218096297554617,3.0298192045769263,8
20,0.2,multi_layer_random,A2,0.11566908604112189,0.40260183960127377,0.4785137469089973,-0.03359382243164313,0.4103763180473938,8
20,0.2,lorentzian_like_2d,A2,0.6823254287340185,0.24134607168407882,0.49721868853314466,-0.7558122518312721,-0.36743411548626786,8
20,0.2,lorentzian_like_3d,A2,0.8689247582632383,0.7128070669381343,0.47103657264991794,0.8619028970631866,8.654138276632125,8
20,0.2,interval_order,A2,1.3185227172812426,0.8308606303532514,0.43092389074914395,-1.0987166290699952,1.0990304410562366,8
20,0.2,KR_like,A2,1.8052658753958553,0.1913141243675144,0.43516264869156135,0.11604993216594597,9.606579037809006,8
