n,gamma,family,action_mode,score_norm_mean,score_norm_std,score_norm_ci_low,score_norm_ci_high,bootstrap_mode,count
60,0.0,KR_2layer,A4,-2.0168837761332346,0.06045546713760963,-2.242732432979055,-1.804730271039205,outer_plus_measurement,16
60,0.0,KR_4layer,A4,-0.2675417493203066,0.07950087165483995,-0.4485655441270626,-0.11877557000908248,outer_plus_measurement,16
60,0.0,KR_like,A4,-0.6940843041300438,0.07149255320863791,-0.8469501934719268,-0.5553822807776034,outer_plus_measurement,16
60,0.0,absolute_layered,A4,-0.5548655535068135,0.5340868106519961,-0.7741129920958878,-0.3197925249718616,outer_plus_measurement,16
60,0.0,interval_order,A4,0.8773001162568711,0.30651041206334484,0.6846723094783602,1.0675971307706593,outer_plus_measurement,16
60,0.0,lorentzian_like_2d,A4,1.1969616367443932,0.14564332422497048,1.0743660967951119,1.3311600591645696,outer_plus_measurement,16
60,0.0,lorentzian_like_3d,A4,-0.4192103960848732,0.15951852935560543,-0.5796247524182725,-0.2815082527293331,outer_plus_measurement,16
60,0.0,lorentzian_like_4d,A4,-1.3252363006884416,0.12547193454484112,-1.46785452123237,-1.1692777487951318,outer_plus_measurement,16
60,0.0,lorentzian_like_5d,A4,-1.8640079046840523,0.07105697239965508,-1.9836993508647642,-1.7264507682852124,outer_plus_measurement,16
60,0.0,multi_layer_random,A4,-0.3353813109437869,0.28319931866056597,-0.5142898312174337,-0.16406692898455588,outer_plus_measurement,16
60,0.0,random_layered_k4_uniform,A4,0.005612487571379519,0.08839804927821665,-0.15989872493657836,0.15074694305743624,outer_plus_measurement,16
60,0.0,random_layered_k6_longjump,A4,0.7274726535118925,0.11456895851036282,0.5653867491100062,0.8745808163047344,outer_plus_measurement,16
60,0.0,random_layered_k6_middle_heavy,A4,0.4552755806628049,0.15500568145599855,0.2768786103497449,0.6233311712721432,outer_plus_measurement,16
60,0.0,random_layered_k6_tapered,A4,0.46790889132479463,0.16690371253177955,0.3197920094676462,0.6196744311301171,outer_plus_measurement,16
60,0.0,random_layered_k6_uniform,A4,0.7510692387930852,0.1025582851269717,0.6292833142494673,0.8943004489929973,outer_plus_measurement,16
60,0.0,random_layered_k8_uniform,A4,1.0803239047055775,0.1717107170145649,0.9245050759738703,1.2188082113866157,outer_plus_measurement,16
60,0.0,transitive_percolation,A4,0.10436676620448032,0.3468141137016805,-0.1229424679181179,0.35329298054079245,outer_plus_measurement,16
60,0.2,KR_2layer,A4,-0.16442672184970825,0.05812415025899232,-0.3988386378681492,0.03996372704038057,outer_plus_measurement,16
60,0.2,KR_4layer,A4,-0.39439098006736995,0.12355683345960447,-0.5551758795233892,-0.21391371097893486,outer_plus_measurement,16
60,0.2,KR_like,A4,-0.736619586880231,0.10739137886832806,-0.9028512583114576,-0.5735973727265795,outer_plus_measurement,16
60,0.2,absolute_layered,A4,0.07572303232387474,0.2724981004619547,-0.08166088559359241,0.1878897417667396,outer_plus_measurement,16
60,0.2,interval_order,A4,0.7713198169107285,0.32603856403883363,0.5934136222669324,0.9866051038102134,outer_plus_measurement,16
60,0.2,lorentzian_like_2d,A4,1.2147941229676726,0.191321631250613,1.0568472561436268,1.3727407306033277,outer_plus_measurement,16
60,0.2,lorentzian_like_3d,A4,-0.417518439731266,0.16237921373173994,-0.5718461030557478,-0.2502597871854495,outer_plus_measurement,16
60,0.2,lorentzian_like_4d,A4,-0.7321105246477444,0.21885110339084324,-0.9137962814617548,-0.5808047889432947,outer_plus_measurement,16
60,0.2,lorentzian_like_5d,A4,-0.45315281056977885,0.3405054604144659,-0.6139896871449081,-0.2298372181180786,outer_plus_measurement,16
60,0.2,multi_layer_random,A4,-0.34698188976428357,0.2549134757945098,-0.5532116517211003,-0.16962578090189623,outer_plus_measurement,16
60,0.2,random_layered_k4_uniform,A4,-0.27633690772287406,0.07430773823462346,-0.41484529031820694,-0.14201321946894874,outer_plus_measurement,16
60,0.2,random_layered_k6_longjump,A4,0.6274007518759677,0.1006688756252945,0.4995717663762296,0.7503777561324414,outer_plus_measurement,16
60,0.2,random_layered_k6_middle_heavy,A4,0.35854958141490667,0.14972834516218433,0.20386704803093592,0.5223570826449052,outer_plus_measurement,16
60,0.2,random_layered_k6_tapered,A4,0.3910852689678981,0.13926804860062197,0.2429895206503114,0.5293240966971806,outer_plus_measurement,16
60,0.2,random_layered_k6_uniform,A4,0.6896663684487926,0.10201953185307769,0.5503649887086824,0.8161529797732978,outer_plus_measurement,16
60,0.2,random_layered_k8_uniform,A4,1.1655838809417984,0.16911595076855693,0.9952182604919562,1.3439847885525162,outer_plus_measurement,16
60,0.2,transitive_percolation,A4,0.6346187672141484,0.3255008593127468,0.39912037488147484,0.8757602593542794,outer_plus_measurement,16
60,0.5,KR_2layer,A4,2.614258859575581,0.07715732012718599,2.3667536558041045,2.8141245397824455,outer_plus_measurement,16
60,0.5,KR_4layer,A4,-0.584664826187965,0.2474276950288962,-0.7711668297558598,-0.40356117598605495,outer_plus_measurement,16
60,0.5,KR_like,A4,-0.8004225110055118,0.2737270325039514,-0.9658020901096768,-0.5521992782510785,outer_plus_measurement,16
60,0.5,absolute_layered,A4,1.0216059110699072,0.5994847100531543,0.7470959390417349,1.3119056266495388,outer_plus_measurement,16
60,0.5,interval_order,A4,0.6123493678915144,0.38972868775285274,0.37571273550570516,0.8758348043310775,outer_plus_measurement,16
60,0.5,lorentzian_like_2d,A4,1.241542852302592,0.2705195061633621,1.0617402152496997,1.3996547261830026,outer_plus_measurement,16
60,0.5,lorentzian_like_3d,A4,-0.41498050520085517,0.24397486337319352,-0.6030862563524427,-0.2415569541106823,outer_plus_measurement,16
60,0.5,lorentzian_like_4d,A4,0.1575781394133013,0.511420677283722,-0.149912553059721,0.4003074777281601,outer_plus_measurement,16
60,0.5,lorentzian_like_5d,A4,1.6631298306016313,0.8824586994011735,1.3183391176617822,2.1601035100724935,outer_plus_measurement,16
60,0.5,multi_layer_random,A4,-0.36438275799502867,0.30906832500943227,-0.5793388892271975,-0.1615730091265874,outer_plus_measurement,16
60,0.5,random_layered_k4_uniform,A4,-0.6992610006642543,0.08268766602778513,-0.8381136754726048,-0.5596747516365991,outer_plus_measurement,16
60,0.5,random_layered_k6_longjump,A4,0.4772928994220802,0.10209715689519368,0.33438958744073505,0.5995415362205343,outer_plus_measurement,16
60,0.5,random_layered_k6_middle_heavy,A4,0.21346058254305939,0.211132057804089,0.034646938222920774,0.3829330727374299,outer_plus_measurement,16
60,0.5,random_layered_k6_tapered,A4,0.27584983543255326,0.1950902866338983,0.1466372330123441,0.4121650173061872,outer_plus_measurement,16
60,0.5,random_layered_k6_uniform,A4,0.5975620629323537,0.13963590678756488,0.4452330290856681,0.7665770118989276,outer_plus_measurement,16
60,0.5,random_layered_k8_uniform,A4,1.2934738452961296,0.19784000831359028,1.1244157818641927,1.450137598506921,outer_plus_measurement,16
60,0.5,transitive_percolation,A4,1.4299967687286506,0.338131238688441,1.1727216591938991,1.6703877569296948,outer_plus_measurement,16
60,1.0,KR_2layer,A4,7.245401495284397,0.1349690999031708,7.054629158632597,7.465456335129961,outer_plus_measurement,16
60,1.0,KR_4layer,A4,-0.9017879030556235,0.4738898655593022,-1.1688224257027096,-0.6155776886456624,outer_plus_measurement,16
60,1.0,KR_like,A4,-0.9067607178809796,0.5691617604762194,-1.2094956851146874,-0.544492905135334,outer_plus_measurement,16
60,1.0,absolute_layered,A4,2.5980773756466276,1.561699391503259,1.9388666458455495,3.3474903517293573,outer_plus_measurement,16
60,1.0,interval_order,A4,0.34739861952615764,0.5477439068114621,0.03574471714773375,0.644828749525723,outer_plus_measurement,16
60,1.0,lorentzian_like_2d,A4,1.2861240678607908,0.41244693457608167,1.0576575362507066,1.5098340638640326,outer_plus_measurement,16
60,1.0,lorentzian_like_3d,A4,-0.4107506143168372,0.4466760390250579,-0.6579671707853072,-0.11994493758844034,outer_plus_measurement,16
