stage,n,n_cg,family,sample_id,keep_ratio,cg_repeat,gamma,beta,action_mode,entropy_method,log_H,penalty_local,score_local,penalty_cg,penalty_global_consistency,score_augmented,score_augmented_full,self_drift,nearest_family,nearest_family_dist,family_switch_penalty,rank_before,rank_after,rank_shift_penalty,sig_comp,sig_d_eff,sig_height_ratio,sig_width_ratio,sig_degree_var,sig_interval_empty,sig_interval_size_ratio,gc_var_comp,gc_var_d_eff,gc_var_height_ratio,gc_var_width_ratio,gc_var_size_ratio,gc_count,gc_total,gc_var_comp_ref_penalty,gc_var_d_eff_ref_penalty,gc_var_height_ratio_ref_penalty,gc_var_width_ratio_ref_penalty,gc_var_size_ratio_ref_penalty,gc_total_ref
coarse_grained,20,16,KR_like,2,0.8,0,0.8,1.0,A2,sis,18.865126792880975,6.796019791431551,-13.428310959735734,0.005648877350106567,0.0,-13.422662082385628,-13.422662082385628,0.0005648877350106567,KR_like,0.21239201016764908,0.0,3,3,0.0,0.4083333333333333,2.5554,0.1875,0.5,0.0402679443359375,0.6938775510204082,0.04591836734693878,0.0,0.0,0.0015432098765432091,0.0,0.0008680555555555556,3.0,0.003954475308641974,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,16,KR_like,2,0.8,1,0.8,1.0,A2,sis,19.354011702970926,3.392641133762892,-16.63989879596061,0.015087301979704353,0.0,-16.624811493980907,-16.624811493980907,0.0015087301979704354,KR_like,0.30928736607282964,0.0,3,3,0.0,0.425,2.4554,0.1875,0.4375,0.0408782958984375,0.6274509803921569,0.03676470588235294,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,12,KR_like,2,0.6,0,0.8,1.0,A2,sis,13.11871673648413,10.6189273137464,-4.62357488548701,0.31065271161156655,0.0,-4.312922173875443,-4.312922173875443,0.031065271161156656,KR_like,0.28576201761299114,0.0,3,3,0.0,0.3484848484848485,2.914490909090909,0.25,0.5,0.03351658950617284,0.8695652173913043,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,12,KR_like,2,0.6,1,0.8,1.0,A2,sis,11.914262062494613,1.3857345988332308,-10.805674383428029,2.678322880588209,0.0,-8.127351502839819,-8.127351502839819,0.01783228805882089,lorentzian_like_2d,0.35845580030199914,1.0,3,1,2.0,0.4696969696969697,2.1872181818181815,0.25,0.4166666666666667,0.04914158950617284,0.6774193548387096,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,16,KR_like,3,0.8,0,0.2,1.0,A2,sis,19.492898953356285,6.120158376230246,-18.268867278110235,0.005503467138596811,0.0,-18.26336381097164,-18.26336381097164,0.0005503467138596811,KR_like,0.07672506588117782,0.0,2,2,0.0,0.38333333333333336,2.7054,0.1875,0.4375,0.03680419921875,0.6956521739130435,0.036684782608695655,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,16,KR_like,3,0.8,1,0.2,1.0,A2,sis,19.15445860473315,3.6601875688011187,-18.422421090972925,0.056558456150490335,0.0,-18.365862634822435,-18.365862634822435,0.005655845615049034,KR_like,0.22579315959182486,0.0,2,2,0.0,0.4083333333333333,2.5554,0.1875,0.375,0.0368499755859375,0.6326530612244898,0.03443877551020408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,12,KR_like,3,0.6,0,0.2,1.0,A2,sis,11.03330776832843,1.0895708430505247,-10.815393599718327,3.608990180355286,0.0,-7.20640341936304,-7.20640341936304,0.06089901803552861,lorentzian_like_2d,0.37562069840760864,1.0,2,5,3.0,0.48484848484848486,2.0963090909090907,0.25,0.4166666666666667,0.0455246913580247,0.65625,0.052083333333333336,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,12,KR_like,3,0.6,1,0.2,1.0,A2,sis,12.641193638545847,6.459742054374624,-11.349245227670922,0.028575934427800122,0.0,-11.320669293243121,-11.320669293243121,0.002857593442780012,KR_like,0.13049952655386093,0.0,2,2,0.0,0.36363636363636365,2.823581818181818,0.25,0.4166666666666667,0.03240740740740741,0.6666666666666666,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,16,KR_like,3,0.8,0,0.8,1.0,A2,sis,19.492898953356285,6.120158376230246,-14.596772252372087,0.005503467138596811,0.0,-14.59126878523349,-14.59126878523349,0.0005503467138596811,KR_like,0.07672506588117782,0.0,3,3,0.0,0.38333333333333336,2.7054,0.1875,0.4375,0.03680419921875,0.6956521739130435,0.036684782608695655,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coarse_grained,20,16,KR_like,3,0.8,1,0.8,1.0,A2,sis,19.15445860473315,3.6601875688011187,-16.226308549692256,0.056558456150490335,0.0,-16.169750093541765,-16.169750093541765,0.005655845615049034,KR_like,0.22579315959182486,0.0,3,3,0.0,0.4083333333333333,2.5554,0.1875,0.375,0.0368499755859375,0.6326530612244898,0.03443877551020408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
