n,family,sample_id,gamma,beta,action_mode,log_H_mean,log_H_std,entropy_method,penalty_neutral,penalty_geometric,penalty_info,penalty_effective,score,score_per_node,score_per_nlogn,log_H_norm,penalty_norm,log_H_norm_scale,penalty_norm_scale,score_norm,score_norm_std_est,normalization_method,normalization_group
10,absolute_layered,1,0.5,1.0,A4,5.662960480135946,0.0,exact,0.14,19.104177777777778,0.8343015854433914,0.8343015854433914,-5.24580968741425,-0.524580968741425,-0.2278226200358631,-1.5032770923732892,-0.28077774999624205,2.7748842334516826,1.8769069823977402,1.3628882173751682,0.0,robust_zscore,n
10,absolute_layered,1,1.0,1.0,A1,5.662960480135946,0.0,exact,0.14,19.104177777777778,0.8343015854433914,0.14,-5.522960480135946,-0.5522960480135947,-0.23985912602927753,-1.5032770923732892,-0.6506957011546017,2.7748842334516826,1.8769069823977402,0.8525813912186875,0.0,robust_zscore,n
10,absolute_layered,1,1.0,1.0,A3,5.662960480135946,0.0,exact,0.14,19.104177777777778,0.8343015854433914,19.104177777777778,13.441217297641831,1.3441217297641832,0.5837446502428385,-1.5032770923732892,9.45325614921953,2.7748842334516826,1.8769069823977402,10.956533241592819,0.0,robust_zscore,n
10,absolute_layered,1,1.0,1.0,A4,5.662960480135946,0.0,exact,0.14,19.104177777777778,0.8343015854433914,0.8343015854433914,-4.828658894692555,-0.48286588946925546,-0.20970599129580314,-1.5032770923732892,-0.28077774999624205,2.7748842334516826,1.8769069823977402,1.2224993423770472,0.0,robust_zscore,n
10,KR_like,0,0.0,1.0,A1,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,0.062211111111111106,-8.173011311724972,-0.8173011311724971,-0.3549493713215013,-0.5987165340155917,-0.6921409563635272,2.7748842334516826,1.8769069823977402,0.5987165340155917,0.0,robust_zscore,n
10,KR_like,0,0.0,1.0,A3,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,1.3077643747578782,-8.173011311724972,-0.8173011311724971,-0.3549493713215013,-0.5987165340155917,-0.028520822106485794,2.7748842334516826,1.8769069823977402,0.5987165340155917,0.0,robust_zscore,n
10,KR_like,0,0.0,1.0,A4,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,1.328923996493197,-8.173011311724972,-0.8173011311724971,-0.3549493713215013,-0.5987165340155917,-0.017247156478001964,2.7748842334516826,1.8769069823977402,0.5987165340155917,0.0,robust_zscore,n
10,KR_like,0,0.2,1.0,A1,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,0.062211111111111106,-8.160569089502749,-0.8160569089502749,-0.3544090124761287,-0.5987165340155917,-0.6921409563635272,2.7748842334516826,1.8769069823977402,0.4602883427428862,0.0,robust_zscore,n
10,KR_like,0,0.2,1.0,A3,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,1.3077643747578782,-7.911458436773396,-0.7911458436773395,-0.3435902742897612,-0.5987165340155917,-0.028520822106485794,2.7748842334516826,1.8769069823977402,0.5930123695942945,0.0,robust_zscore,n
10,KR_like,0,0.2,1.0,A4,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,1.328923996493197,-7.907226512426332,-0.7907226512426332,-0.343406484150585,-0.5987165340155917,-0.017247156478001964,2.7748842334516826,1.8769069823977402,0.5952671027199913,0.0,robust_zscore,n
10,KR_like,0,0.5,1.0,A1,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,0.062211111111111106,-8.141905756169416,-0.8141905756169416,-0.35359847420807,-0.5987165340155917,-0.6921409563635272,2.7748842334516826,1.8769069823977402,0.25264605583382804,0.0,robust_zscore,n
10,KR_like,0,0.5,1.0,A3,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,1.3077643747578782,-7.5191291243460325,-0.7519129124346032,-0.3265516287421511,-0.5987165340155917,-0.028520822106485794,2.7748842334516826,1.8769069823977402,0.5844561229623487,0.0,robust_zscore,n
10,KR_like,0,0.5,1.0,A4,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,1.328923996493197,-7.508549313478373,-0.7508549313478373,-0.32609215339421066,-0.5987165340155917,-0.017247156478001964,2.7748842334516826,1.8769069823977402,0.5900929557765907,0.0,robust_zscore,n
10,KR_like,0,1.0,1.0,A1,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,0.062211111111111106,-8.11080020061386,-0.8110800200613861,-0.3522475770946387,-0.5987165340155917,-0.6921409563635272,2.7748842334516826,1.8769069823977402,-0.09342442234793558,0.0,robust_zscore,n
10,KR_like,0,1.0,1.0,A3,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,1.3077643747578782,-6.865246936967093,-0.6865246936967093,-0.298153886162801,-0.5987165340155917,-0.028520822106485794,2.7748842334516826,1.8769069823977402,0.5701957119091059,0.0,robust_zscore,n
10,KR_like,0,1.0,1.0,A4,8.173011311724972,0.0,exact,0.062211111111111106,1.3077643747578782,1.328923996493197,1.328923996493197,-6.844087315231775,-0.6844087315231775,-0.2972349354669201,-0.5987165340155917,-0.017247156478001964,2.7748842334516826,1.8769069823977402,0.5814693775375896,0.0,robust_zscore,n
10,KR_like,1,0.0,1.0,A1,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,0.11367777777777778,-8.419800845407588,-0.8419800845407588,-0.36566730458848495,-0.5097796584848837,-0.6647199562024442,2.7748842334516826,1.8769069823977402,0.5097796584848837,0.0,robust_zscore,n
10,KR_like,1,0.0,1.0,A3,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,3.355143778826606,-8.419800845407588,-0.8419800845407588,-0.36566730458848495,-0.5097796584848837,1.0623054272866566,2.7748842334516826,1.8769069823977402,0.5097796584848837,0.0,robust_zscore,n
10,KR_like,1,0.0,1.0,A4,8.419800845407588,0.0,exact,0.11367777777777778,3.355143778826606,1.0547531766501659,1.0547531766501659,-8.419800845407588,-0.8419800845407588,-0.36566730458848495,-0.5097796584848837,-0.1633230262010604,2.7748842334516826,1.8769069823977402,0.5097796584848837,0.0,robust_zscore,n
