scale_label,scale_factor,n,gamma,family,mean_score,std_score,mean_penalty,mean_log_H,count
1.710,1.71,48,1.0,lorentzian_like_2d,-68.8724544577741,4.484712385652477,1.9340837601747891,70.80653821794888,2
1.710,1.71,48,1.5,KR_like,-74.36483322921487,0.6025089866227308,15.094880580873461,97.00715410052504,2
1.710,1.71,48,1.5,lorentzian_like_2d,-67.90541257768669,4.7946873783165875,1.9340837601747891,70.80653821794888,2
1.710,1.71,48,2.0,lorentzian_like_2d,-66.9383706975993,5.104662370980702,1.9340837601747891,70.80653821794888,2
1.710,1.71,48,2.0,KR_like,-66.81739293877813,0.7668788345585218,15.094880580873461,97.00715410052504,2
1.720,1.72,48,0.0,KR_like,-97.00715410052504,0.10939944281541335,15.13195896591252,97.00715410052504,2
1.720,1.72,48,0.0,lorentzian_like_2d,-70.80653821794888,3.8647624003242482,1.9422129831546493,70.80653821794888,2
1.720,1.72,48,0.1,KR_like,-95.4939582039338,0.1424648988047651,15.13195896591252,97.00715410052504,2
1.720,1.72,48,0.1,lorentzian_like_2d,-70.61231691963341,3.926734579568464,1.9422129831546493,70.80653821794888,2
1.720,1.72,48,0.2,KR_like,-93.98076230734254,0.1755303547941319,15.13195896591252,97.00715410052504,2
1.720,1.72,48,0.2,lorentzian_like_2d,-70.41809562131795,3.988706758812665,1.9422129831546493,70.80653821794888,2
1.720,1.72,48,0.4,KR_like,-90.95437051416005,0.2416612667728454,15.13195896591252,97.00715410052504,2
1.720,1.72,48,0.4,lorentzian_like_2d,-70.02965302468701,4.112651117301081,1.9422129831546493,70.80653821794888,2
1.720,1.72,48,0.6,KR_like,-87.92797872097753,0.30779217875155895,15.13195896591252,97.00715410052504,2
1.720,1.72,48,0.6,lorentzian_like_2d,-69.6412104280561,4.2365954757894935,1.9422129831546493,70.80653821794888,2
1.720,1.72,48,0.8,KR_like,-84.90158692779502,0.3739230907302875,15.13195896591252,97.00715410052504,2
1.720,1.72,48,0.8,lorentzian_like_2d,-69.25276783142516,4.36053983427791,1.9422129831546493,70.80653821794888,2
1.720,1.72,48,1.0,KR_like,-81.87519513461253,0.4400540027090061,15.13195896591252,97.00715410052504,2
1.720,1.72,48,1.0,lorentzian_like_2d,-68.86432523479422,4.484484192766331,1.9422129831546493,70.80653821794888,2
1.720,1.72,48,1.5,KR_like,-74.30921565165627,0.6053812826557999,15.13195896591252,97.00715410052504,2
1.720,1.72,48,1.5,lorentzian_like_2d,-67.89321874321689,4.79434508898737,1.9422129831546493,70.80653821794888,2
1.720,1.72,48,2.0,lorentzian_like_2d,-66.92211225163959,5.104205985208404,1.9422129831546493,70.80653821794888,2
1.720,1.72,48,2.0,KR_like,-66.74323616870001,0.7707085626025938,15.13195896591252,97.00715410052504,2
1.730,1.73,48,0.0,KR_like,-97.00715410052504,0.10939944281541335,15.169037350951577,97.00715410052504,2
1.730,1.73,48,0.0,lorentzian_like_2d,-70.80653821794888,3.8647624003242482,1.9503422061345093,70.80653821794888,2
1.730,1.73,48,0.1,KR_like,-95.49025036542989,0.14265638520697171,15.169037350951577,97.00715410052504,2
1.730,1.73,48,0.1,lorentzian_like_2d,-70.61150399733543,3.9267117602798387,1.9503422061345093,70.80653821794888,2
