scale_label,scale_factor,n,gamma,family,mean_score,std_score,mean_penalty,mean_log_H,count
1.730,1.73,48,0.2,KR_like,-93.97334663033473,0.1759133275985351,15.169037350951577,97.00715410052504,2
1.730,1.73,48,0.2,lorentzian_like_2d,-70.41646977672198,3.9886611202354296,1.9503422061345093,70.80653821794888,2
1.730,1.73,48,0.4,KR_like,-90.93953916014442,0.24242721238165682,15.169037350951577,97.00715410052504,2
1.730,1.73,48,0.4,lorentzian_like_2d,-70.02640133549507,4.112559840146626,1.9503422061345093,70.80653821794888,2
1.730,1.73,48,0.6,KR_like,-87.90573168995411,0.30894109716478857,15.169037350951577,97.00715410052504,2
1.730,1.73,48,0.6,lorentzian_like_2d,-69.63633289426818,4.236458560057812,1.9503422061345093,70.80653821794888,2
1.730,1.73,48,0.8,KR_like,-84.8719242197638,0.3754549819479103,15.169037350951577,97.00715410052504,2
1.730,1.73,48,0.8,lorentzian_like_2d,-69.24626445304128,4.360357279968994,1.9503422061345093,70.80653821794888,2
1.730,1.73,48,1.0,KR_like,-81.83811674957347,0.4419688667310421,15.169037350951577,97.00715410052504,2
1.730,1.73,48,1.0,lorentzian_like_2d,-68.85619601181438,4.484255999880175,1.9503422061345093,70.80653821794888,2
1.730,1.73,48,1.5,KR_like,-74.25359807409768,0.608253578688854,15.169037350951577,97.00715410052504,2
1.730,1.73,48,1.5,lorentzian_like_2d,-67.88102490874712,4.7940027996581485,1.9503422061345093,70.80653821794888,2
1.730,1.73,48,2.0,lorentzian_like_2d,-66.90585380567985,5.103749599436115,1.9503422061345093,70.80653821794888,2
1.730,1.73,48,2.0,KR_like,-66.6690793986219,0.7745382906466708,15.169037350951577,97.00715410052504,2
1.740,1.74,48,0.0,KR_like,-97.00715410052504,0.10939944281541335,15.206115735990634,97.00715410052504,2
1.740,1.74,48,0.0,lorentzian_like_2d,-70.80653821794888,3.8647624003242482,1.9584714291143688,70.80653821794888,2
1.740,1.74,48,0.1,KR_like,-95.48654252692599,0.14284787160916826,15.206115735990634,97.00715410052504,2
1.740,1.74,48,0.1,lorentzian_like_2d,-70.61069107503744,3.9266889409912387,1.9584714291143688,70.80653821794888,2
1.740,1.74,48,0.2,KR_like,-93.96593095332693,0.17629630040294328,15.206115735990634,97.00715410052504,2
1.740,1.74,48,0.2,lorentzian_like_2d,-70.414843932126,3.9886154816582042,1.9584714291143688,70.80653821794888,2
1.740,1.74,48,0.4,KR_like,-90.9247078061288,0.24319315799047825,15.206115735990634,97.00715410052504,2
1.740,1.74,48,0.4,lorentzian_like_2d,-70.02314964630312,4.112468562992166,1.9584714291143688,70.80653821794888,2
1.740,1.74,48,0.6,KR_like,-87.88348465893067,0.31009001557801824,15.206115735990634,97.00715410052504,2
1.740,1.74,48,0.6,lorentzian_like_2d,-69.63145536048026,4.236321644326112,1.9584714291143688,70.80653821794888,2
1.740,1.74,48,0.8,KR_like,-84.84226151173254,0.37698687316554313,15.206115735990634,97.00715410052504,2
1.740,1.74,48,0.8,lorentzian_like_2d,-69.2397610746574,4.360174725660072,1.9584714291143688,70.80653821794888,2
1.740,1.74,48,1.0,KR_like,-81.80103836453442,0.44388373075307813,15.206115735990634,97.00715410052504,2
1.740,1.74,48,1.0,lorentzian_like_2d,-68.8480667888345,4.484027806994044,1.9584714291143688,70.80653821794888,2
1.740,1.74,48,1.5,KR_like,-74.19798049653909,0.611125874721923,15.206115735990634,97.00715410052504,2
1.740,1.74,48,1.5,lorentzian_like_2d,-67.86883107427732,4.793660510328932,1.9584714291143688,70.80653821794888,2
1.740,1.74,48,2.0,lorentzian_like_2d,-66.88959535972015,5.10329321366382,1.9584714291143688,70.80653821794888,2
1.740,1.74,48,2.0,KR_like,-66.59492262854377,0.778368018690753,15.206115735990634,97.00715410052504,2
1.750,1.75,48,0.0,KR_like,-97.00715410052504,0.10939944281541335,15.243194121029692,97.00715410052504,2
1.750,1.75,48,0.0,lorentzian_like_2d,-70.80653821794888,3.8647624003242482,1.9666006520942285,70.80653821794888,2
1.750,1.75,48,0.1,KR_like,-95.48283468842207,0.14303935801137993,15.243194121029692,97.00715410052504,2
1.750,1.75,48,0.1,lorentzian_like_2d,-70.60987815273946,3.9266661217026138,1.9666006520942285,70.80653821794888,2
1.750,1.75,48,0.2,KR_like,-93.9585152763191,0.17667927320735652,15.243194121029692,97.00715410052504,2
1.750,1.75,48,0.2,lorentzian_like_2d,-70.41321808753003,3.988569843080984,1.9666006520942285,70.80653821794888,2
1.750,1.75,48,0.4,KR_like,-90.90987645211317,0.2439591035992997,15.243194121029692,97.00715410052504,2
1.750,1.75,48,0.4,lorentzian_like_2d,-70.01989795711118,4.112377285837705,1.9666006520942285,70.80653821794888,2
1.750,1.75,48,0.6,KR_like,-87.86123762790723,0.3112389339912429,15.243194121029692,97.00715410052504,2
1.750,1.75,48,0.6,lorentzian_like_2d,-69.62657782669234,4.236184728594431,1.9666006520942285,70.80653821794888,2
1.750,1.75,48,0.8,KR_like,-84.81259880370129,0.378518764383171,15.243194121029692,97.00715410052504,2
1.750,1.75,48,0.8,lorentzian_like_2d,-69.23325769627348,4.359992171351162,1.9666006520942285,70.80653821794888,2
1.750,1.75,48,1.0,KR_like,-81.76395997949535,0.44579859477512923,15.243194121029692,97.00715410052504,2
1.750,1.75,48,1.0,lorentzian_like_2d,-68.83993756585465,4.483799614107893,1.9666006520942285,70.80653821794888,2
1.750,1.75,48,1.5,KR_like,-74.14236291898052,0.6139981707549671,15.243194121029692,97.00715410052504,2
1.750,1.75,48,1.5,lorentzian_like_2d,-67.85663723980753,4.793318220999715,1.9666006520942285,70.80653821794888,2
1.750,1.75,48,2.0,lorentzian_like_2d,-66.87333691376043,5.102836827891517,1.9666006520942285,70.80653821794888,2
1.750,1.75,48,2.0,KR_like,-66.52076585846567,0.78219774673483,15.243194121029692,97.00715410052504,2
