config,n,gamma,lor4d_rank,lor4d_raw_score,top1_family,top1_score,gap_to_top1,interval_weight,total_families
no_interval_boost_3.0x,40,0.0,3,-86.19585470613654,lorentzian_like_5d,-92.00747795446848,5.811623248331941,0.0,17
no_interval_boost_3.0x,40,0.2,3,-85.12072660562404,lorentzian_like_5d,-90.20588210016301,5.0851554945389665,0.0,17
no_interval_boost_3.0x,40,0.5,3,-83.50803445485526,KR_2layer,-88.51765408081366,5.009619625958393,0.0,17
no_interval_boost_3.0x,40,1.0,3,-80.82021420357397,KR_2layer,-86.8034675363549,5.983253332780933,0.0,17
no_interval_boost_3.0x,40,2.0,2,-75.44457370101138,KR_2layer,-83.37509444743742,7.9305207464260405,0.0,17
interval_1.0_rest_1.5x,10,0.0,3,-12.491329803498651,lorentzian_like_5d,-13.3554285077196,0.8640987042209485,1.0,17
interval_1.0_rest_1.5x,10,0.2,1,-11.276428025479078,lorentzian_like_4d,-11.276428025479078,0.0,1.0,17
interval_1.0_rest_1.5x,10,0.5,3,-9.454075358449717,KR_2layer,-10.096934656255884,0.6428592978061669,1.0,17
interval_1.0_rest_1.5x,10,1.0,12,-6.416820913400782,lorentzian_like_3d,-8.223139010036826,1.8063180966360441,1.0,17
interval_1.0_rest_1.5x,10,2.0,15,-0.34231202330291277,KR_like,-7.062455789384191,6.720143766081278,1.0,17
interval_1.0_rest_1.5x,20,0.0,3,-33.63098539664324,lorentzian_like_5d,-34.897603148453754,1.2666177518105144,1.0,17
