config,n,gamma,lor4d_rank,lor4d_raw_score,top1_family,top1_score,gap_to_top1,interval_weight,total_families
interval_1.0_rest_1.5x,20,0.2,3,-33.02294979157318,lorentzian_like_5d,-33.94436566270237,0.9214158711291844,1.0,17
interval_1.0_rest_1.5x,20,0.5,3,-32.11089638396809,KR_2layer,-32.569153003972005,0.4582566200039153,1.0,17
interval_1.0_rest_1.5x,20,1.0,2,-30.590807371292936,KR_2layer,-31.16747386646413,0.576666495171196,1.0,17
interval_1.0_rest_1.5x,20,2.0,2,-27.55062934594263,KR_2layer,-28.364115591448403,0.8134862455057714,1.0,17
interval_1.0_rest_1.5x,40,0.0,3,-86.19585470613654,lorentzian_like_5d,-92.00747795446848,5.811623248331941,1.0,17
interval_1.0_rest_1.5x,40,0.2,3,-85.5931750192316,lorentzian_like_5d,-91.00141878886294,5.408243769631341,1.0,17
interval_1.0_rest_1.5x,40,0.5,3,-84.68915548887414,lorentzian_like_5d,-89.4923300404546,4.803174551580469,1.0,17
interval_1.0_rest_1.5x,40,1.0,3,-83.18245627161173,KR_2layer,-87.51765408081366,4.335197809201929,1.0,17
interval_1.0_rest_1.5x,40,2.0,3,-80.1690578370869,KR_2layer,-84.8034675363549,4.634409699268005,1.0,17
interval_2.0_rest_1.5x,10,0.0,3,-12.491329803498651,lorentzian_like_5d,-13.3554285077196,0.8640987042209485,2.0,17
interval_2.0_rest_1.5x,10,0.2,1,-11.126477048626851,lorentzian_like_4d,-11.126477048626851,0.0,2.0,17
interval_2.0_rest_1.5x,10,0.5,3,-9.079197916319155,KR_2layer,-9.596934656255884,0.5177367399367299,2.0,17
interval_2.0_rest_1.5x,10,1.0,14,-5.667066029139656,lorentzian_like_3d,-7.919830039971748,2.2527640108320917,2.0,17
interval_2.0_rest_1.5x,10,2.0,15,1.1571977452193383,KR_like,-6.766870040373584,7.924067785592923,2.0,17
interval_2.0_rest_1.5x,20,0.0,3,-33.63098539664324,lorentzian_like_5d,-34.897603148453754,1.2666177518105144,2.0,17
interval_2.0_rest_1.5x,20,0.2,3,-32.9166381387247,lorentzian_like_5d,-33.763905962018654,0.8472678232939543,2.0,17
interval_2.0_rest_1.5x,20,0.5,3,-31.84511725184688,KR_2layer,-32.069153003972005,0.2240357521251255,2.0,17
interval_2.0_rest_1.5x,20,1.0,2,-30.059249107050515,KR_2layer,-30.16747386646413,0.10822475941361631,2.0,17
interval_2.0_rest_1.5x,20,2.0,1,-26.48751281745779,lorentzian_like_4d,-26.48751281745779,0.0,2.0,17
interval_2.0_rest_1.5x,40,0.0,3,-86.19585470613654,lorentzian_like_5d,-92.00747795446848,5.811623248331941,2.0,17
interval_2.0_rest_1.5x,40,0.2,3,-85.52805938258288,lorentzian_like_5d,-90.89615755041011,5.3680981678272275,2.0,17
interval_2.0_rest_1.5x,40,0.5,3,-84.52636639725236,lorentzian_like_5d,-89.22917694432253,4.702810547070172,2.0,17
interval_2.0_rest_1.5x,40,1.0,3,-82.85687808836818,KR_2layer,-86.51765408081366,3.6607759924454797,2.0,17
interval_2.0_rest_1.5x,40,2.0,3,-79.51790147059981,KR_2layer,-82.8034675363549,3.2855660657550914,2.0,17
interval_1.0_rest_2.0x,10,0.0,3,-12.491329803498651,lorentzian_like_5d,-13.3554285077196,0.8640987042209485,1.0,17
interval_1.0_rest_2.0x,10,0.2,2,-10.92144442508996,KR_2layer,-11.063826416202726,0.1423819911127655,1.0,17
interval_1.0_rest_2.0x,10,0.5,3,-8.566616357476926,KR_2layer,-9.620583399150995,1.0539670416740687,1.0,17
interval_1.0_rest_2.0x,10,1.0,15,-4.6419029114552,KR_like,-7.709927663483147,3.068024752027947,1.0,17
interval_1.0_rest_2.0x,10,2.0,15,3.207523980588249,KR_like,-6.562776789790538,9.770300770378787,1.0,17
interval_1.0_rest_2.0x,20,0.0,3,-33.63098539664324,lorentzian_like_5d,-34.897603148453754,1.2666177518105144,1.0,17
interval_1.0_rest_2.0x,20,0.2,3,-32.855708474165986,lorentzian_like_5d,-33.6867730676798,0.8310645935138155,1.0,17
interval_1.0_rest_2.0x,20,0.5,3,-31.692793090450106,KR_2layer,-32.26859329146937,0.5758002010192662,1.0,17
interval_1.0_rest_2.0x,20,1.0,2,-29.754600784256972,KR_2layer,-30.56635444145889,0.811753657201919,1.0,17
interval_1.0_rest_2.0x,20,2.0,3,-25.878216171870708,KR_2layer,-27.16187674143792,1.2836605695672105,1.0,17
interval_1.0_rest_2.0x,40,0.0,3,-86.19585470613654,lorentzian_like_5d,-92.00747795446848,5.811623248331941,1.0,17
interval_1.0_rest_2.0x,40,0.2,3,-85.4139870024795,lorentzian_like_5d,-90.70115281314534,5.28716581066584,1.0,17
interval_1.0_rest_2.0x,40,0.5,3,-84.24118544699392,lorentzian_like_5d,-88.74166510116065,4.500479654166725,1.0,17
interval_1.0_rest_2.0x,40,1.0,3,-82.28651618785129,KR_2layer,-86.94625856599407,4.659742378142781,1.0,17
interval_1.0_rest_2.0x,40,2.0,3,-78.37717766956602,KR_2layer,-83.66067650671575,5.283498837149722,1.0,17
interval_0.5_rest_2.0x,10,0.0,3,-12.491329803498651,lorentzian_like_5d,-13.3554285077196,0.8640987042209485,0.5,17
interval_0.5_rest_2.0x,10,0.2,2,-10.996419913516075,KR_2layer,-11.163826416202728,0.1674065026866529,0.5,17
interval_0.5_rest_2.0x,10,0.5,3,-8.754055078542207,KR_2layer,-9.870583399150995,1.1165283206087881,0.5,17
interval_0.5_rest_2.0x,10,1.0,14,-5.016780353585764,KR_like,-7.783824100735799,2.7670437471500353,0.5,17
interval_0.5_rest_2.0x,10,2.0,15,2.457769096327124,KR_like,-6.710569664295842,9.168338760622966,0.5,17
interval_0.5_rest_2.0x,20,0.0,3,-33.63098539664324,lorentzian_like_5d,-34.897603148453754,1.2666177518105144,0.5,17
interval_0.5_rest_2.0x,20,0.2,3,-32.90886430059023,lorentzian_like_5d,-33.777002918021665,0.8681386174314341,0.5,17
interval_0.5_rest_2.0x,20,0.5,3,-31.825682656510715,KR_2layer,-32.51859329146937,0.6929106349586576,0.5,17
interval_0.5_rest_2.0x,20,1.0,2,-30.020379916378186,KR_2layer,-31.06635444145889,1.0459745250807053,0.5,17
interval_0.5_rest_2.0x,20,2.0,2,-26.40977443611313,KR_2layer,-28.16187674143792,1.7521023053247902,0.5,17
interval_0.5_rest_2.0x,40,0.0,3,-86.19585470613654,lorentzian_like_5d,-92.00747795446848,5.811623248331941,0.5,17
interval_0.5_rest_2.0x,40,0.2,3,-85.44654482080385,lorentzian_like_5d,-90.75378343237176,5.307238611567911,0.5,17
interval_0.5_rest_2.0x,40,0.5,3,-84.3225799928048,lorentzian_like_5d,-88.87324164922669,4.55066165642188,0.5,17
interval_0.5_rest_2.0x,40,1.0,3,-82.44930527947307,KR_2layer,-87.44625856599407,4.996953286521006,0.5,17
interval_0.5_rest_2.0x,40,2.0,3,-78.70275585280957,KR_2layer,-84.66067650671575,5.9579206539061715,0.5,17
