family,n,seed,log_H,antichain_width,comparable_fraction,penalty_neutral,penalty_geometric,score_A1_gamma,score_A2_gamma,geo_width_height,geo_dim_proxy_penalty,geo_dim_eff,geo_dim_consistency,geo_dim_consistency_global_d_eff,geo_dim_consistency_local_mean_d_eff,geo_dim_consistency_local_var_d_eff,geo_dim_consistency_local_count,geo_dim_multi_consistency,geo_dim_multi_consistency_var,geo_d_order,geo_d_chain,geo_d_width,geo_comparability_window,geo_cover_density,geo_interval_profile,geo_interval_shape,geo_layer_smoothness,geo_total,cg_mean_self_drift,cg_family_switch_rate,cg_mean_penalty
lorentzian_like_2d,30,1060000,37.23241963149922,7,0.5310344827586206,0.06220092592592593,0.5827131610322647,-37.18265889075848,-36.71648836193267,0.08276097481015171,0.03269113384066574,1.8191931034482762,0.6661389165257859,1.8191931034482762,1.5369476190476192,0.5864764030612244,16.0,0.7048429192078917,0.6251804057433301,1.8191931034482762,1.635630198536173,2.113282752559378,0.022811414982164074,0.0,0.0,0.001600000000000003,0.005396825396825397,0.5827131610322647,0.0065973444122877515,0.0,0.06597344412287752
lorentzian_like_2d,30,1060001,37.59013720161831,7,0.5195402298850574,0.05689228395061728,0.3902104238335411,-37.54462337445782,-37.232455035390984,0.08276097481015171,0.012508494126040366,1.8881586206896555,1.1102021690805741,1.8881586206896555,1.9950530844155845,1.0987757427053202,16.0,1.1482692180928313,1.1368427917175774,1.8881586206896555,1.635630198536173,2.113282752559378,0.019471475756374677,0.0,0.0,0.0002250000000000004,0.003333333333333334,0.3902104238335411,0.010461745631300041,0.0,0.10461745631300041
lorentzian_like_2d,30,1060002,38.64319414790151,8,0.5011494252873563,0.0518907533383724,0.3183864557333143,-38.60168154523081,-38.34697238064416,0.11321356601688148,2.239667063019377e-06,1.9985034482758623,0.7301505879022172,1.9985034482758623,1.554055720470006,0.5326168051504288,14.0,0.7407596663363388,0.5432258835845504,1.9985034482758623,1.747869696508518,1.898244401703927,0.014677183247456722,0.0,0.0,0.0002571428571428576,0.001296296296296296,0.3183864557333143,0.012718259695953341,0.16666666666666666,0.37718259695953343
lorentzian_like_2d,30,1060004,36.790496117978364,8,0.4827586206896552,0.06322222222222222,0.4911101564744004,-36.73991834020059,-36.347030215021064,0.16440195389316548,0.01184794715814503,2.108848275862069,1.2170246188736815,2.108848275862069,1.5578595238095239,0.9134360139852606,20.0,1.2874939493141306,0.9839053444257099,2.108848275862069,1.5479516371446922,2.113282752559378,0.010559334126040432,0.0,0.0,0.0,0.0020833333333333337,0.4911101564744004,0.00911023155140545,0.0,0.09110231551405451
lorentzian_like_2d,30,1060005,39.07218765094983,7,0.4666666666666667,0.06193043587805493,0.3922373540740742,-39.02264330224738,-38.70885341898813,0.0,0.04218916000000001,2.2054,1.0552749433106574,2.2054,1.611352380952381,0.7023823696145124,16.0,1.1190434311822326,0.7661508574860877,2.2054,1.747869696508518,2.3371313273803844,0.007511111111111112,0.0,0.0,0.0004500000000000008,0.003703703703703704,0.3922373540740742,0.004319610672406739,0.0,0.0431961067240674
lorentzian_like_2d,30,1060007,36.61469692169792,7,0.503448275862069,0.048145370370370366,0.5426456183623073,-36.576180625401626,-36.14206413071178,0.22090341150416287,0.00023377355529131895,1.9847103448275862,1.3253737780762047,1.9847103448275862,1.3023373737373738,0.8597409064017209,24.0,1.3474070589162639,0.88177418724178,1.9847103448275862,1.635630198536173,1.898244401703927,0.01523947681331748,0.0,0.0,0.0003000000000000005,0.0030158730158730157,0.5426456183623073,0.005062317239110658,0.0,0.05062317239110658
lorentzian_like_2d,30,1060008,36.57656134442812,7,0.5195402298850574,0.0564,0.9117720233089717,-36.531441344428124,-35.80202372578094,0.34549316343675585,0.012508494126040366,1.8881586206896555,0.4935280946974197,1.8881586206896555,1.6513899749373433,0.4374687030860358,19.0,0.5200333764234177,0.46397398481203384,1.8881586206896555,1.5479516371446922,1.898244401703927,0.019471475756374677,0.0,0.0,0.0,0.0019444444444444442,0.9117720233089717,0.011759273439480251,0.16666666666666666,0.3675927343948025
lorentzian_like_2d,30,1060012,38.05204371593314,8,0.5103448275862069,0.05644807256235827,0.14638424732285207,-38.006885257883255,-37.88977786002497,0.0,0.0032113716527942984,1.9433310344827586,1.1026249878667282,1.9433310344827586,2.466411904761905,0.8290113910147392,16.0,1.1626819961941401,0.8890683993421512,1.9433310344827586,1.747869696508518,2.3371313273803844,0.016989774078478008,0.0,0.0,0.0018250000000000033,0.004814814814814814,0.14638424732285207,0.010100087178645587,0.0,0.10100087178645585
lorentzian_like_2d,30,1060014,36.86994069897259,7,0.5195402298850574,0.05817006172839506,0.390990185738303,-36.823404649589875,-36.51061250099923,0.08276097481015171,0.012508494126040366,1.8881586206896555,0.6545042313594734,1.8881586206896555,1.6949730164572274,0.6171835536768251,19.0,0.6925712803717305,0.6552506026890822,1.8881586206896555,1.635630198536173,2.113282752559378,0.019471475756374677,0.0,0.0,0.0,0.004285714285714287,0.390990185738303,0.020195692420106597,0.16666666666666666,0.451956924201066
lorentzian_like_2d,30,1060018,37.84805841175191,7,0.4528735632183908,0.05037488032249938,0.7026173621898857,-37.80775850749391,-37.245664617742,0.0,0.08303539067776468,2.2881586206896554,1.2753959496422769,2.2881586206896554,1.3358755102040816,0.36855282712619725,14.0,1.346678140443521,0.4398350179274415,2.2881586206896554,1.747869696508518,2.3371313273803844,0.0053105562161447975,0.0,0.0,0.0002571428571428576,0.002592592592592593,0.7026173621898857,0.009572266222985426,0.16666666666666666,0.3457226622298542
