n,gamma,alpha,mode,lor4d_rank,top1_family,gap_to_top1,total_families
40,1.0,0.0,info_plus_smd,3,lorentzian_like_5d,3.597203613574166,17
40,1.0,0.0,smd_only,3,lorentzian_like_5d,5.811623248331941,17
40,1.0,0.0,geo_plus_smd,15,multi_layer_random,18.608548252191923,17
40,1.0,0.01,info_only,3,lorentzian_like_5d,3.597203613574166,17
40,1.0,0.01,info_plus_smd,3,lorentzian_like_5d,3.534100877842903,17
40,1.0,0.01,smd_only,3,lorentzian_like_5d,5.748520512600663,17
40,1.0,0.01,geo_plus_smd,14,multi_layer_random,17.514950258603648,17
40,1.0,0.05,info_only,3,lorentzian_like_5d,3.597203613574166,17
40,1.0,0.05,info_plus_smd,2,lorentzian_like_5d,3.28168993491785,17
40,1.0,0.05,smd_only,3,lorentzian_like_5d,5.49610956967561,17
40,1.0,0.05,geo_plus_smd,12,KR_4layer,14.013204155978435,17
40,1.0,0.1,info_only,3,lorentzian_like_5d,3.597203613574166,17
40,1.0,0.1,info_plus_smd,2,lorentzian_like_5d,2.9661762562615337,17
40,1.0,0.1,smd_only,2,lorentzian_like_5d,5.180595891019294,17
40,1.0,0.1,geo_plus_smd,6,lorentzian_like_3d,11.019283918945277,17
40,1.0,0.5,info_only,3,lorentzian_like_5d,3.597203613574166,17
40,1.0,0.5,info_plus_smd,2,lorentzian_like_5d,0.44206682701099,17
40,1.0,0.5,smd_only,2,lorentzian_like_5d,2.6564864617687505,17
40,1.0,0.5,geo_plus_smd,2,lorentzian_like_3d,0.9938076010719428,17
40,1.0,1.0,info_only,3,lorentzian_like_5d,3.597203613574166,17
40,1.0,1.0,info_plus_smd,1,lorentzian_like_4d,0.0,17
40,1.0,1.0,smd_only,1,lorentzian_like_4d,0.0,17
40,1.0,1.0,geo_plus_smd,1,lorentzian_like_4d,0.0,17
40,1.0,5.0,info_only,3,lorentzian_like_5d,3.597203613574166,17
40,1.0,5.0,info_plus_smd,1,lorentzian_like_4d,0.0,17
40,1.0,5.0,smd_only,1,lorentzian_like_4d,0.0,17
40,1.0,5.0,geo_plus_smd,1,lorentzian_like_4d,0.0,17
40,2.0,0.0,info_only,2,lorentzian_like_5d,1.3827839788163914,17
40,2.0,0.0,info_plus_smd,2,lorentzian_like_5d,1.3827839788163914,17
40,2.0,0.0,smd_only,3,lorentzian_like_5d,5.811623248331941,17
40,2.0,0.0,geo_plus_smd,15,random_layered_k4_uniform,55.114281797406676,17
40,2.0,0.01,info_only,2,lorentzian_like_5d,1.3827839788163914,17
40,2.0,0.01,info_plus_smd,2,lorentzian_like_5d,1.3196812430851281,17
40,2.0,0.01,smd_only,3,lorentzian_like_5d,5.748520512600663,17
40,2.0,0.01,geo_plus_smd,15,random_layered_k4_uniform,53.875423797458176,17
40,2.0,0.05,info_only,2,lorentzian_like_5d,1.3827839788163914,17
40,2.0,0.05,info_plus_smd,2,lorentzian_like_5d,1.067270300160061,17
40,2.0,0.05,smd_only,3,lorentzian_like_5d,5.49610956967561,17
40,2.0,0.05,geo_plus_smd,15,KR_4layer,49.63103218655658,17
40,2.0,0.1,info_only,2,lorentzian_like_5d,1.3827839788163914,17
40,2.0,0.1,info_plus_smd,2,lorentzian_like_5d,0.751756621503759,17
40,2.0,0.1,smd_only,2,lorentzian_like_5d,5.180595891019294,17
40,2.0,0.1,geo_plus_smd,14,KR_4layer,45.956103176140786,17
40,2.0,0.5,info_only,2,lorentzian_like_5d,1.3827839788163914,17
40,2.0,0.5,info_plus_smd,1,lorentzian_like_4d,0.0,17
40,2.0,0.5,smd_only,2,lorentzian_like_5d,2.6564864617687505,17
40,2.0,0.5,geo_plus_smd,4,lorentzian_like_3d,25.233543177182362,17
40,2.0,1.0,info_only,2,lorentzian_like_5d,1.3827839788163914,17
40,2.0,1.0,info_plus_smd,1,lorentzian_like_4d,0.0,17
40,2.0,1.0,smd_only,1,lorentzian_like_4d,0.0,17
40,2.0,1.0,geo_plus_smd,2,lorentzian_like_3d,12.701697779840691,17
40,2.0,5.0,info_only,2,lorentzian_like_5d,1.3827839788163914,17
40,2.0,5.0,info_plus_smd,1,lorentzian_like_4d,0.0,17
40,2.0,5.0,smd_only,1,lorentzian_like_4d,0.0,17
40,2.0,5.0,geo_plus_smd,1,lorentzian_like_4d,0.0,17
