n,family,sample_id,seed,beta,log_H,entropy_method,penalty_neutral,geo_width_height,geo_dim_proxy_penalty,geo_dim_eff,geo_dim_consistency,geo_dim_consistency_global_d_eff,geo_dim_consistency_local_mean_d_eff,geo_dim_consistency_local_var_d_eff,geo_dim_consistency_local_count,geo_dim_multi_consistency,geo_dim_multi_consistency_var,geo_d_order,geo_d_chain,geo_d_width,geo_comparability_window,geo_cover_density,geo_interval_profile,geo_interval_shape,geo_layer_smoothness,geo_total,gamma,scale_factor,scale_label,matched_weight,consistency_weight,penalty_effective,score
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,0.0,1.4,1.400,0.682882,0.9560348,14.1359302994726,-96.24518799777233
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,0.1,1.4,1.400,0.682882,0.9560348,14.1359302994726,-94.83159496782507
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,0.2,1.4,1.400,0.682882,0.9560348,14.1359302994726,-93.41800193787782
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,0.4,1.4,1.400,0.682882,0.9560348,14.1359302994726,-90.59081587798329
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,0.6,1.4,1.400,0.682882,0.9560348,14.1359302994726,-87.76362981808877
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,0.8,1.4,1.400,0.682882,0.9560348,14.1359302994726,-84.93644375819426
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,1.0,1.4,1.400,0.682882,0.9560348,14.1359302994726,-82.10925769829973
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,1.5,1.4,1.400,0.682882,0.9560348,14.1359302994726,-75.04129254856343
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,2.0,1.4,1.400,0.682882,0.9560348,14.1359302994726,-67.97332739882714
48,KR_like,0,48000,1.0,96.24518799777233,sis,0.10724027657214508,4.324077125263812,0.40076442482571334,2.6330595744680854,5.627970626563835,2.6330595744680854,5.005393999999999,7.888609052210118e-31,21.0,7.156385052578276,1.528414426014441,2.6330595744680854,3.5237190142858297,5.584962500721157,0.00023685428298375282,0.0045874201498918585,0.07426757812499994,0.37139905877695,0.0625,14.22278621979066,0.0,1.5,1.500,0.682882,1.0243229999999999,14.520254283213514,-96.24518799777233
