n,family,mean_score_A2,mean_log_H,mean_geo_total,mean_geo_interval_shape,mean_geo_interval_profile,mean_geo_dim_proxy,mean_cg_penalty,mean_cg_self_drift,mean_cg_switch_rate,mean_width,mean_comp,count
56,multi_layer_random,-101.03841638254022,103.33723371269609,2.8092914469318777,0.02471390364001829,0.0,0.032950823012312336,1.4123949998072962,0.003739499980729615,0.9166666666666667,14.75,0.5094155844155844,8
56,lorentzian_like_2d,-88.96947052872906,89.30568191579218,0.36706680668848846,0.007121140957475757,0.0,0.020703984590993436,0.4097496811729891,0.006599968117298908,0.22916666666666666,11.125,0.49504870129870127,8
